ngram,Zerg,Zerg,Zerg,Zerg
1979,6.172256396462319e-10,6.172256396462319e-10,6.172256396462319e-10,6.172256396462319e-10
1980,7.29353549777656e-10,7.29353549777656e-10,7.29353549777656e-10,7.29353549777656e-10
1981,9.022503974101933e-10,9.022503974101933e-10,9.022503974101933e-10,9.022503974101933e-10
1982,1.0152502687749936e-09,1.0152502687749936e-09,1.0152502687749936e-09,1.0152502687749936e-09
1983,1.0558617512059142e-09,1.0558617512059142e-09,1.0558617512059142e-09,1.0558617512059142e-09
1984,1.0223210809647198e-09,1.0223210809647198e-09,1.0223210809647198e-09,1.0223210809647198e-09
1985,1.0240000355591202e-09,1.0240000355591202e-09,1.0240000355591202e-09,1.0240000355591202e-09
1986,9.293124206674211e-10,9.293124206674211e-10,9.293124206674211e-10,9.293124206674211e-10
1987,7.633809893738328e-10,7.633809893738328e-10,7.633809893738328e-10,7.633809893738328e-10
1988,5.497466252065867e-10,5.497466252065867e-10,5.497466252065867e-10,5.497466252065867e-10
1989,4.184348344006748e-10,4.184348344006748e-10,4.184348344006748e-10,4.184348344006748e-10
1990,3.562346132365438e-10,3.562346132365438e-10,3.562346132365438e-10,3.562346132365438e-10
1991,3.978502051614287e-10,3.978502051614287e-10,3.978502051614287e-10,3.978502051614287e-10
1992,5.0627033517817e-10,5.0627033517817e-10,5.0627033517817e-10,5.0627033517817e-10
1993,5.526620589740056e-10,5.526620589740056e-10,5.526620589740056e-10,5.526620589740056e-10
1994,8.43828201757546e-10,8.43828201757546e-10,8.43828201757546e-10,8.43828201757546e-10
1995,4.925205215888795e-09,4.925205215888795e-09,4.925205215888795e-09,4.925205215888795e-09
1996,5.048796198574885e-09,5.048796198574885e-09,5.048796198574885e-09,5.048796198574885e-09
1997,5.142969359907466e-09,5.142969359907466e-09,5.142969359907466e-09,5.142969359907466e-09
1998,8.112672811311228e-09,8.112672811311228e-09,8.112672811311228e-09,8.112672811311228e-09
1999,1.4705553100632533e-08,1.4705553100632533e-08,1.4705553100632533e-08,1.4705553100632533e-08
2000,1.47856720121377e-08,1.47856720121377e-08,1.47856720121377e-08,1.47856720121377e-08
2001,1.478074503267836e-08,1.478074503267836e-08,1.478074503267836e-08,1.478074503267836e-08
2002,1.0833581864932995e-08,1.0833581864932995e-08,1.0833581864932995e-08,1.0833581864932995e-08
2003,1.0843961609615808e-08,1.0843961609615808e-08,1.0843961609615808e-08,1.0843961609615808e-08
2004,1.378641212301801e-08,1.378641212301801e-08,1.378641212301801e-08,1.378641212301801e-08
2005,1.1049797886210553e-08,1.1049797886210553e-08,1.1049797886210553e-08,1.1049797886210553e-08
2006,5.4815704832376716e-09,5.4815704832376716e-09,5.4815704832376716e-09,5.4815704832376716e-09
2007,5.751375931062341e-09,5.751375931062341e-09,5.751375931062341e-09,5.751375931062341e-09
2008,5.924871751946828e-09,5.924871751946828e-09,5.924871751946828e-09,5.924871751946828e-09
2009,6.242863924223383e-09,6.242863924223383e-09,6.242863924223383e-09,6.242863924223383e-09
2010,6.508563783163319e-09,6.508563783163319e-09,6.508563783163319e-09,6.508563783163319e-09
2011,3.965258724544388e-09,3.965258724544388e-09,3.965258724544388e-09,3.965258724544388e-09
2012,4.0201740666593164e-09,4.0201740666593164e-09,4.0201740666593164e-09,4.0201740666593164e-09
2013,3.7033282155160154e-09,3.7033282155160154e-09,3.7033282155160154e-09,3.7033282155160154e-09
2014,5.080705031293828e-09,5.080705031293828e-09,5.080705031293828e-09,5.080705031293828e-09
2015,4.94761729998215e-09,4.94761729998215e-09,4.94761729998215e-09,4.94761729998215e-09
2016,7.76859947799429e-09,7.76859947799429e-09,7.76859947799429e-09,7.76859947799429e-09
2017,8.542758944685147e-09,8.542758944685147e-09,8.542758944685147e-09,8.542758944685147e-09
2018,9.523382882292708e-09,9.523382882292708e-09,9.523382882292708e-09,9.523382882292708e-09
2019,1.1147303802250264e-08,1.1147303802250264e-08,1.1147303802250264e-08,1.1147303802250264e-08
