ngram,Zoning,Zoning,Zonig,Zonig
1956,2.730773790712452e-06,2.730773790712452e-06,1.0390954465914045e-10,1.0390954465914045e-10
1957,2.8411281748828643e-06,2.8411281748828643e-06,9.973329503524094e-11,9.973329503524094e-11
1958,2.908330575987098e-06,2.908330575987098e-06,9.508600454629804e-11,9.508600454629804e-11
1959,2.805055308791842e-06,2.805055308791842e-06,9.508600454629804e-11,9.508600454629804e-11
1960,2.883684666293058e-06,2.883684666293058e-06,9.508600454629804e-11,9.508600454629804e-11
1961,2.7234844830153245e-06,2.7234844830153245e-06,8.057004864868235e-11,8.057004864868235e-11
1962,2.679374022461291e-06,2.679374022461291e-06,6.178330069772642e-11,6.178330069772642e-11
1963,2.652137482073158e-06,2.652137482073158e-06,4.475114624107641e-11,4.475114624107641e-11
1964,2.6494653541573953e-06,2.6494653541573953e-06,4.9994040653343423e-11,4.9994040653343423e-11
1965,2.6403960678830378e-06,2.6403960678830378e-06,3.8092232741109604e-11,3.8092232741109604e-11
1966,2.5880640025986523e-06,2.5880640025986523e-06,3.8092232741109604e-11,3.8092232741109604e-11
1967,2.5809593223259853e-06,2.5809593223259853e-06,3.8092232741109604e-11,3.8092232741109604e-11
1968,2.6970598615402456e-06,2.6970598615402456e-06,4.6948774233359e-11,4.6948774233359e-11
1969,2.8199218117411614e-06,2.8199218117411614e-06,4.5723903829841817e-11,4.5723903829841817e-11
1970,2.95102557044759e-06,2.95102557044759e-06,3.582004732510009e-11,3.582004732510009e-11
1971,2.9991978993036483e-06,2.9991978993036483e-06,1.7833427195285926e-11,1.7833427195285926e-11
1972,3.1418397676523976e-06,3.1418397676523976e-06,2.652887235285054e-11,2.652887235285054e-11
1973,3.302265180796634e-06,3.302265180796634e-06,3.478296916365713e-11,3.478296916365713e-11
1974,3.298370172290431e-06,3.298370172290431e-06,3.478296916365713e-11,3.478296916365713e-11
1975,3.3957943027676914e-06,3.3957943027676914e-06,3.403592784596248e-11,3.403592784596248e-11
1976,3.328436800334852e-06,3.328436800334852e-06,2.5059042142925948e-11,2.5059042142925948e-11
1977,3.270096872906184e-06,3.270096872906184e-06,3.308545302806363e-11,3.308545302806363e-11
1978,3.2483091152763725e-06,3.2483091152763725e-06,4.124538161406502e-11,4.124538161406502e-11
1979,3.0947189770813566e-06,3.0947189770813566e-06,3.254993645650041e-11,3.254993645650041e-11
1980,2.9198272386565804e-06,2.9198272386565804e-06,3.99694944800252e-11,3.99694944800252e-11
1981,2.8069191557733575e-06,2.8069191557733575e-06,4.759929305867391e-11,4.759929305867391e-11
1982,2.579191849300904e-06,2.579191849300904e-06,3.9489792884119164e-11,3.9489792884119164e-11
1983,2.537801719881827e-06,2.537801719881827e-06,6.169731045502225e-11,6.169731045502225e-11
1984,2.425651960688161e-06,2.425651960688161e-06,7.572268060600834e-11,7.572268060600834e-11
1985,2.3708347660950883e-06,2.3708347660950883e-06,7.479682696622168e-11,7.479682696622168e-11
1986,2.293224984636514e-06,2.293224984636514e-06,8.861393712065814e-11,8.861393712065814e-11
1987,2.2828397569745514e-06,2.2828397569745514e-06,9.300268442274146e-11,9.300268442274146e-11
1988,2.3800724063351353e-06,2.3800724063351353e-06,8.537288584409275e-11,8.537288584409275e-11
1989,2.435620769704526e-06,2.435620769704526e-06,8.537288584409275e-11,8.537288584409275e-11
1990,2.398337658503026e-06,2.398337658503026e-06,6.982283055305999e-11,6.982283055305999e-11
1991,2.4386302227087853e-06,2.4386302227087853e-06,4.777104951693621e-11,4.777104951693621e-11
1992,2.376044059409261e-06,2.376044059409261e-06,5.962401207680403e-11,5.962401207680403e-11
1993,2.551194321703016e-06,2.551194321703016e-06,5.224826127303572e-11,5.224826127303572e-11
1994,2.593724340320997e-06,2.593724340320997e-06,4.519211889629306e-11,4.519211889629306e-11
1995,2.5616536082192657e-06,2.5616536082192657e-06,7.074064449298843e-11,7.074064449298843e-11
1996,2.5590834736379165e-06,2.5590834736379165e-06,8.334472298817833e-11,8.334472298817833e-11
1997,2.54002488223445e-06,2.54002488223445e-06,8.81923096060103e-11,8.81923096060103e-11
1998,2.5420054693573287e-06,2.5420054693573287e-06,8.81923096060103e-11,8.81923096060103e-11
1999,2.6291409735027367e-06,2.6291409735027367e-06,7.45285162949218e-11,7.45285162949218e-11
2000,2.5719608791925045e-06,2.5719608791925045e-06,9.404930405893757e-11,9.404930405893757e-11
2001,2.5108346822630016e-06,2.5108346822630016e-06,8.104304429926553e-11,8.104304429926553e-11
2002,2.4500974892102282e-06,2.4500974892102282e-06,6.086307251835471e-11,6.086307251835471e-11
2003,2.3452665638095434e-06,2.3452665638095434e-06,4.82589940231648e-11,4.82589940231648e-11
2004,2.19731962910633e-06,2.19731962910633e-06,3.67539451254625e-11,3.67539451254625e-11
2005,2.037242016480637e-06,2.037242016480637e-06,3.67539451254625e-11,3.67539451254625e-11
2006,1.7307658189175917e-06,1.7307658189175917e-06,3.133070093046848e-11,3.133070093046848e-11
2007,1.4644411001946928e-06,1.4644411001946928e-06,5.368553815784541e-12,5.368553815784541e-12
2008,1.3004933033958617e-06,1.3004933033958617e-06,1.0659633394226121e-11,1.0659633394226121e-11
2009,1.075594566048364e-06,1.075594566048364e-06,9.43975874650211e-12,9.43975874650211e-12
2010,8.847677617853021e-07,8.847677617853021e-07,9.43975874650211e-12,9.43975874650211e-12
2011,7.401583640590356e-07,7.401583640590356e-07,9.43975874650211e-12,9.43975874650211e-12
2012,6.012841343557998e-07,6.012841343557998e-07,9.43975874650211e-12,9.43975874650211e-12
2013,5.292910835968152e-07,5.292910835968152e-07,9.43975874650211e-12,9.43975874650211e-12
2014,4.4082920323619744e-07,4.4082920323619744e-07,9.43975874650211e-12,9.43975874650211e-12
2015,3.7669961118678786e-07,3.7669961118678786e-07,4.14867916806053e-12,4.14867916806053e-12
2016,3.803189859549353e-07,3.803189859549353e-07,0.0,0.0
2017,3.847144872300608e-07,3.847144872300608e-07,0.0,0.0
2018,3.903919491676788e-07,3.903919491676788e-07,0.0,0.0
2019,4.0099965303852514e-07,4.0099965303852514e-07,0.0,0.0
