ngram,Webby,Weby,Weby,Weby
1938,1.1859160542471159e-08,3.3967309718909075e-10,3.3967309718909075e-10,3.3967309718909075e-10
1939,9.19384907887328e-09,3.1853140958215675e-10,3.1853140958215675e-10,3.1853140958215675e-10
1940,9.792814115172632e-09,3.4957687736599953e-10,3.4957687736599953e-10,3.4957687736599953e-10
1941,7.126368828380691e-09,3.8226614334264346e-10,3.8226614334264346e-10,3.8226614334264346e-10
1942,6.972761590340326e-09,3.654152377511163e-10,3.654152377511163e-10,3.654152377511163e-10
1943,2.727105922037002e-09,4.0832188820592666e-10,4.0832188820592666e-10,4.0832188820592666e-10
1944,2.976964817515336e-09,3.185522203162451e-10,3.185522203162451e-10,3.185522203162451e-10
1945,3.4342689803068538e-09,2.9381713926936367e-10,2.9381713926936367e-10,2.9381713926936367e-10
1946,3.7138619005513564e-09,3.1022150523022217e-10,3.1022150523022217e-10,3.1022150523022217e-10
1947,4.790614111754061e-09,2.4939869613938015e-10,2.4939869613938015e-10,2.4939869613938015e-10
1948,4.728321274199183e-09,1.94241555379853e-10,1.94241555379853e-10,1.94241555379853e-10
1949,4.929302934085302e-09,1.7843778835465888e-10,1.7843778835465888e-10,1.7843778835465888e-10
1950,1.0675134585826283e-08,1.8629106590672961e-10,1.8629106590672961e-10,1.8629106590672961e-10
1951,1.064767718439441e-08,3.021347576887783e-10,3.021347576887783e-10,3.021347576887783e-10
1952,1.0511146683204028e-08,3.147332355053172e-10,3.147332355053172e-10,3.147332355053172e-10
1953,1.0057706540627415e-08,2.4854081887808784e-10,2.4854081887808784e-10,2.4854081887808784e-10
1954,8.902360943657023e-09,2.6101575464502046e-10,2.6101575464502046e-10,2.6101575464502046e-10
1955,9.194362033631315e-09,3.1899276276003974e-10,3.1899276276003974e-10,3.1899276276003974e-10
1956,9.671564311324638e-09,3.3885245998011015e-10,3.3885245998011015e-10,3.3885245998011015e-10
1957,4.318864123474344e-09,3.3906743484341765e-10,3.3906743484341765e-10,3.3906743484341765e-10
1958,5.002710277781018e-09,2.2322374306136894e-10,2.2322374306136894e-10,2.2322374306136894e-10
1959,5.091860932893155e-09,2.257376626893911e-10,2.257376626893911e-10,2.257376626893911e-10
1960,5.007063081612679e-09,2.7867696642377583e-10,2.7867696642377583e-10,2.7867696642377583e-10
1961,6.032087654769416e-09,2.6090062352609623e-10,2.6090062352609623e-10,2.6090062352609623e-10
1962,7.3085360620593425e-09,2.6413415205039925e-10,2.6413415205039925e-10,2.6413415205039925e-10
1963,7.3767576808896655e-09,2.3006984313709922e-10,2.3006984313709922e-10,2.3006984313709922e-10
1964,8.607194956766762e-09,2.510414207861673e-10,2.510414207861673e-10,2.510414207861673e-10
1965,8.745894928909235e-09,2.7748666558968793e-10,2.7748666558968793e-10,2.7748666558968793e-10
1966,9.884472890980028e-09,2.611909904629403e-10,2.611909904629403e-10,2.611909904629403e-10
1967,1.2791658589504453e-08,2.1709636568604092e-10,2.1709636568604092e-10,2.1709636568604092e-10
1968,1.2208172314335083e-08,2.589800437594444e-10,2.589800437594444e-10,2.589800437594444e-10
1969,1.2224752702191414e-08,2.1572327852619518e-10,2.1572327852619518e-10,2.1572327852619518e-10
1970,1.4227038341069992e-08,2.1345458337381932e-10,2.1345458337381932e-10,2.1345458337381932e-10
1971,1.5722222761788933e-08,1.862626045464769e-10,1.862626045464769e-10,1.862626045464769e-10
1972,1.7409302317210925e-08,1.859036952156501e-10,1.859036952156501e-10,1.859036952156501e-10
1973,1.9413847672313167e-08,2.343503268426821e-10,2.343503268426821e-10,2.343503268426821e-10
1974,1.8766903840474114e-08,2.7439066693383095e-10,2.7439066693383095e-10,2.7439066693383095e-10
1975,2.016257548222354e-08,2.293609201374304e-10,2.293609201374304e-10,2.293609201374304e-10
1976,2.1836713263009448e-08,2.1944357987492757e-10,2.1944357987492757e-10,2.1944357987492757e-10
1977,2.1432301267054754e-08,2.1795738378809533e-10,2.1795738378809533e-10,2.1795738378809533e-10
1978,2.1514998544651983e-08,1.8952273926818386e-10,1.8952273926818386e-10,1.8952273926818386e-10
1979,2.2532992868410214e-08,2.365857157999545e-10,2.365857157999545e-10,2.365857157999545e-10
1980,2.4363041869638176e-08,1.8622659614783314e-10,1.8622659614783314e-10,1.8622659614783314e-10
1981,2.4640422527763154e-08,1.5260117425649637e-10,1.5260117425649637e-10,1.5260117425649637e-10
1982,2.5139897528804666e-08,1.7413765419717541e-10,1.7413765419717541e-10,1.7413765419717541e-10
1983,2.628247613196371e-08,2.179187614089909e-10,2.179187614089909e-10,2.179187614089909e-10
1984,2.807292658652776e-08,2.38618905388867e-10,2.38618905388867e-10,2.38618905388867e-10
1985,2.8932032388898473e-08,2.512353480017231e-10,2.512353480017231e-10,2.512353480017231e-10
1986,3.027026553224589e-08,2.057202563061316e-10,2.057202563061316e-10,2.057202563061316e-10
1987,3.128031573445307e-08,2.3685887378428154e-10,2.3685887378428154e-10,2.3685887378428154e-10
1988,3.348460480318798e-08,2.562563237004259e-10,2.562563237004259e-10,2.562563237004259e-10
1989,3.53718111309068e-08,2.7317442554051855e-10,2.7317442554051855e-10,2.7317442554051855e-10
1990,3.5514776389585934e-08,2.7461658542409546e-10,2.7461658542409546e-10,2.7461658542409546e-10
1991,3.438795432535764e-08,2.707099623831612e-10,2.707099623831612e-10,2.707099623831612e-10
1992,3.4759743781722004e-08,3.11759473395742e-10,3.11759473395742e-10,3.11759473395742e-10
1993,3.451641486914728e-08,3.034493311388735e-10,3.034493311388735e-10,3.034493311388735e-10
1994,3.254943108694468e-08,3.151652292318222e-10,3.151652292318222e-10,3.151652292318222e-10
1995,3.1709763196171737e-08,3.443794951588483e-10,3.443794951588483e-10,3.443794951588483e-10
1996,3.246016230410273e-08,3.4192968892795706e-10,3.4192968892795706e-10,3.4192968892795706e-10
1997,3.257925028167717e-08,3.4044271171992536e-10,3.4044271171992536e-10,3.4044271171992536e-10
1998,3.562184731314184e-08,3.711520297449462e-10,3.711520297449462e-10,3.711520297449462e-10
1999,3.66962513709268e-08,3.4997541769372324e-10,3.4997541769372324e-10,3.4997541769372324e-10
2000,3.744761478685632e-08,4.085377829683117e-10,4.085377829683117e-10,4.085377829683117e-10
2001,4.432837309918471e-08,3.804339938311736e-10,3.804339938311736e-10,3.804339938311736e-10
2002,4.628799743500167e-08,3.3803689609384387e-10,3.3803689609384387e-10,3.3803689609384387e-10
2003,4.6818573399117925e-08,3.19713307415727e-10,3.19713307415727e-10,3.19713307415727e-10
2004,4.8864215784760745e-08,3.1335950104579725e-10,3.1335950104579725e-10,3.1335950104579725e-10
2005,4.841273033256195e-08,2.796154022607514e-10,2.796154022607514e-10,2.796154022607514e-10
2006,4.8507941029031695e-08,2.822719240886633e-10,2.822719240886633e-10,2.822719240886633e-10
2007,4.8515964579110005e-08,2.3122128616532526e-10,2.3122128616532526e-10,2.3122128616532526e-10
2008,4.3037461340743125e-08,2.3254338335895345e-10,2.3254338335895345e-10,2.3254338335895345e-10
2009,4.24955801341704e-08,2.110691680958153e-10,2.110691680958153e-10,2.110691680958153e-10
2010,4.1403865732750744e-08,1.9756016961247624e-10,1.9756016961247624e-10,1.9756016961247624e-10
2011,4.117774971794981e-08,1.567836520333099e-10,1.567836520333099e-10,1.567836520333099e-10
2012,3.938081073938195e-08,1.3765180513293706e-10,1.3765180513293706e-10,1.3765180513293706e-10
2013,4.1184222508507314e-08,8.618608455880837e-11,8.618608455880837e-11,8.618608455880837e-11
2014,3.992254983740752e-08,1.2169927813514876e-10,1.2169927813514876e-10,1.2169927813514876e-10
2015,3.783031538822408e-08,1.0624481304653623e-10,1.0624481304653623e-10,1.0624481304653623e-10
2016,3.6076812140858494e-08,1.187617846327387e-10,1.187617846327387e-10,1.187617846327387e-10
2017,3.6009496421722055e-08,1.2422677874805257e-10,1.2422677874805257e-10,1.2422677874805257e-10
2018,3.348835946326289e-08,1.4257277858309437e-10,1.4257277858309437e-10,1.4257277858309437e-10
2019,3.4814507277047824e-08,1.5952647189343416e-10,1.5952647189343416e-10,1.5952647189343416e-10
