ngram,Unix,Uix,Unx,Uix
1934,6.714316150687896e-09,1.6560290044027276e-09,2.4131376658813915e-10,1.6560290044027276e-09
1935,6.694940094372928e-09,1.355982746721805e-09,1.9510763837882195e-10,1.355982746721805e-09
1936,6.892400110964607e-09,1.1694810596120574e-09,2.954464312088234e-10,1.1694810596120574e-09
1937,7.414035861432109e-09,1.176086077731802e-09,3.083189001725931e-10,1.176086077731802e-09
1938,6.625662431401582e-09,1.0749832532067467e-09,3.735756525553262e-10,1.0749832532067467e-09
1939,6.966917201875081e-09,9.866641630702183e-10,3.7482643179741007e-10,9.866641630702183e-10
1940,6.721827856231195e-09,1.0513812122501876e-09,3.827047409136039e-10,1.0513812122501876e-09
1941,6.7096772582431186e-09,1.1320918250464933e-09,3.827047409136039e-10,1.1320918250464933e-09
1942,6.748489640122963e-09,1.0983900138634389e-09,4.352065473873472e-10,1.0983900138634389e-09
1943,6.7670618315267865e-09,1.0596105104454523e-09,3.5248860774661495e-10,1.0596105104454523e-09
1944,6.401938598291476e-09,9.67985604370471e-10,3.0413267539307146e-10,9.67985604370471e-10
1945,6.262618043198895e-09,1.0844573889683723e-09,3.3272302770091603e-10,1.0844573889683723e-09
1946,5.862157616474763e-09,1.1254683058530596e-09,3.574733148381526e-10,1.1254683058530596e-09
1947,5.899309866005556e-09,1.3588398501645266e-09,3.1320748177560935e-10,1.3588398501645266e-09
1948,5.955624184293486e-09,1.3025898613707098e-09,3.303074817630401e-10,1.3025898613707098e-09
1949,5.880727460549906e-09,1.2369700026176084e-09,3.236079915940644e-10,1.2369700026176084e-09
1950,5.9374865024608425e-09,1.226689876660763e-09,2.9762131648070067e-10,1.226689876660763e-09
1951,6.055329380773498e-09,1.3421270999331674e-09,3.282972881641604e-10,1.3421270999331674e-09
1952,5.920081821589715e-09,1.3678372482292138e-09,2.658180818317289e-10,1.3678372482292138e-09
1953,5.8186758268772925e-09,1.3592485787710424e-09,3.1030919104121525e-10,1.3592485787710424e-09
1954,5.573963893620462e-09,1.1630635264405142e-09,3.352590625750805e-10,1.1630635264405142e-09
1955,5.725419059489565e-09,1.1712060448460753e-09,4.0512457674271983e-10,1.1712060448460753e-09
1956,6.846347171724736e-09,1.4065538416525263e-09,3.505679328179896e-10,1.4065538416525263e-09
1957,7.278897294428686e-09,1.45378244363416e-09,4.1011030979928465e-10,1.45378244363416e-09
1958,7.495288453388379e-09,1.3602694684930076e-09,4.080702472359603e-10,1.3602694684930076e-09
1959,7.780262973560476e-09,1.3013232396425727e-09,4.5575991889209734e-10,1.3013232396425727e-09
1960,8.259317547348083e-09,1.3667759463891522e-09,4.675031046809584e-10,1.3667759463891522e-09
1961,9.047975257914231e-09,1.3178701463445464e-09,5.782728155450429e-10,1.3178701463445464e-09
1962,9.106679918094836e-09,1.3259539656727627e-09,6.239301347402534e-10,1.3259539656727627e-09
1963,8.051096107258055e-09,1.1853439816990529e-09,6.896929812974914e-10,1.1853439816990529e-09
1964,8.327323275381104e-09,1.2085350656728826e-09,7.301436637836239e-10,1.2085350656728826e-09
1965,8.758672453978988e-09,1.2565584445971873e-09,7.53057084944077e-10,1.2565584445971873e-09
1966,8.492290045783842e-09,1.196457560010649e-09,7.267579435080559e-10,1.196457560010649e-09
1967,9.08584445775367e-09,1.080248628643992e-09,6.474133729117426e-10,1.080248628643992e-09
1968,8.632446503651993e-09,9.8226742612744e-10,4.962929214416942e-10,9.8226742612744e-10
1969,9.1134577344982e-09,9.728712597428008e-10,3.9060074420925265e-10,9.728712597428008e-10
1970,9.850446744000659e-09,8.967381757786695e-10,3.376784189569802e-10,8.967381757786695e-10
1971,1.0416052338107257e-08,9.047984742390927e-10,2.565689862946538e-10,9.047984742390927e-10
1972,1.0167479112612097e-08,8.324832727930292e-10,3.164800148138168e-10,8.324832727930292e-10
1973,1.1928404930472425e-08,9.234478182129635e-10,2.8848387765924496e-10,9.234478182129635e-10
1974,1.4506271358730568e-08,9.639667239039591e-10,4.0860489396760917e-10,9.639667239039591e-10
1975,1.9024955832946944e-08,1.176946905014274e-09,4.5576781237954833e-10,1.176946905014274e-09
1976,2.336163326280679e-08,1.21011821198534e-09,4.529464501880552e-10,1.21011821198534e-09
1977,2.7641062898859607e-08,1.358161424594836e-09,4.98875623351174e-10,1.358161424594836e-09
1978,4.607614150537691e-08,1.3326001096254053e-09,5.038716626477274e-10,1.3326001096254053e-09
1979,9.826966618220467e-08,1.3728501510204945e-09,4.5471699025182287e-10,1.3728501510204945e-09
1980,2.3790511909688966e-07,1.2832155972729099e-09,5.083229710172483e-10,1.2832155972729099e-09
1981,4.3427508497221166e-07,1.2662671229029294e-09,5.066340838918596e-10,1.2662671229029294e-09
1982,6.589720291978145e-07,1.1306645143958706e-09,5.08461534780886e-10,1.1306645143958706e-09
1983,8.813045795363905e-07,1.1389256839221063e-09,7.730499732413623e-10,1.1389256839221063e-09
1984,1.0490289749246325e-06,1.1146796660302778e-09,7.963699858290088e-10,1.1146796660302778e-09
1985,1.2478782269097013e-06,1.11693896988539e-09,8.423792457230255e-10,1.11693896988539e-09
1986,1.4238818753905695e-06,1.118971122109664e-09,1.0029016585453932e-09,1.118971122109664e-09
1987,1.4976339376257134e-06,1.1663066861495557e-09,1.0649702072588037e-09,1.1663066861495557e-09
1988,1.548303154257675e-06,1.2376109978110402e-09,1.0655636531861239e-09,1.2376109978110402e-09
1989,1.5356542754878838e-06,1.2623333965424065e-09,1.07203232798828e-09,1.2623333965424065e-09
1990,1.5529431038885377e-06,1.2237349229187495e-09,8.365942938404203e-10,1.2237349229187495e-09
1991,1.651867250984651e-06,1.1524289697132213e-09,8.986990199641046e-10,1.1524289697132213e-09
1992,1.713103464291115e-06,1.1251451278607556e-09,9.327746987507014e-10,1.1251451278607556e-09
1993,1.7665696045047037e-06,1.0554930025235316e-09,8.455679014117225e-10,1.0554930025235316e-09
1994,1.7902881706634486e-06,1.050515872704137e-09,9.262374993974326e-10,1.050515872704137e-09
1995,1.7545528732755753e-06,9.772476082327485e-10,8.956462555736217e-10,9.772476082327485e-10
1996,1.8074179349371531e-06,8.988258946653258e-10,9.359108329601691e-10,8.988258946653258e-10
1997,1.7823261779475224e-06,9.01927350265603e-10,9.74691525902825e-10,9.01927350265603e-10
1998,1.7738163933245232e-06,9.297081675947133e-10,9.383626256972581e-10,9.297081675947133e-10
1999,1.8539194895441012e-06,9.298018069766759e-10,8.662872443197602e-10,9.298018069766759e-10
2000,1.9242390538108467e-06,9.77320510234644e-10,8.259280680013501e-10,9.77320510234644e-10
2001,1.945328725534117e-06,9.132920689555338e-10,7.265191741862814e-10,9.132920689555338e-10
2002,1.9559351228183786e-06,8.982890701122617e-10,7.457646524132246e-10,8.982890701122617e-10
2003,1.961582760096852e-06,9.585026026849773e-10,7.664395110637149e-10,9.585026026849773e-10
2004,1.9062685916131677e-06,8.947282518053815e-10,7.601903987250072e-10,8.947282518053815e-10
2005,1.8022401491180062e-06,8.413366352806e-10,6.984799841688475e-10,8.413366352806e-10
2006,1.5670533782343097e-06,7.824007632249521e-10,7.628953738577796e-10,7.824007632249521e-10
2007,1.3285566556727905e-06,8.787097240313204e-10,6.540290868408048e-10,8.787097240313204e-10
2008,1.1775935117189614e-06,8.041912215515725e-10,6.011155957917427e-10,8.041912215515725e-10
2009,1.0515054214010888e-06,7.619791385162143e-10,5.498753297932574e-10,7.619791385162143e-10
2010,8.447084383078618e-07,6.195167048012834e-10,4.771722084922254e-10,6.195167048012834e-10
2011,7.481619458563468e-07,8.07626867168779e-10,4.0995051797665383e-10,8.07626867168779e-10
2012,6.604995275795642e-07,7.44148943854217e-10,3.877063987316782e-10,7.44148943854217e-10
2013,5.937936902812777e-07,6.620082384064688e-10,2.9588590109787457e-10,6.620082384064688e-10
2014,5.326748870564708e-07,4.307060744763407e-10,3.1130174033793574e-10,4.307060744763407e-10
2015,4.890549405445199e-07,4.371138892313363e-10,3.945765004414221e-10,4.371138892313363e-10
2016,4.460226615979731e-07,3.8536180248833444e-10,3.929632353643393e-10,3.8536180248833444e-10
2017,4.393743182617982e-07,4.3526013291291427e-10,3.8681392579749857e-10,4.3526013291291427e-10
2018,4.3146816892658534e-07,1.3885014180092803e-10,4.3817928729872334e-10,1.3885014180092803e-10
2019,4.129381139250654e-07,1.4552842524800935e-10,4.82310850979939e-10,1.4552842524800935e-10
