ngram,Graffiti,Grafiti,Grafiti,Grafiti
1989,1.8760637893982285e-07,2.3908572423435105e-09,2.3908572423435105e-09,2.3908572423435105e-09
1990,1.9955772196616245e-07,2.722793562044095e-09,2.722793562044095e-09,2.722793562044095e-09
1991,2.104769854278337e-07,3.3856830037949847e-09,3.3856830037949847e-09,3.3856830037949847e-09
1992,2.225693204341691e-07,3.5520539842792687e-09,3.5520539842792687e-09,3.5520539842792687e-09
1993,2.3694664922199342e-07,3.6497778133082193e-09,3.6497778133082193e-09,3.6497778133082193e-09
1994,2.4510735434952427e-07,3.945655040788714e-09,3.945655040788714e-09,3.945655040788714e-09
1995,2.6001247225134906e-07,4.100402239970435e-09,4.100402239970435e-09,4.100402239970435e-09
1996,2.874634178949366e-07,4.020938217306837e-09,4.020938217306837e-09,4.020938217306837e-09
1997,3.045450195518892e-07,3.996114138006744e-09,3.996114138006744e-09,3.996114138006744e-09
1998,3.280977206746424e-07,3.627443425001177e-09,3.627443425001177e-09,3.627443425001177e-09
1999,3.494784510037009e-07,3.6200001409168537e-09,3.6200001409168537e-09,3.6200001409168537e-09
2000,3.6215088325012144e-07,4.161517765309343e-09,4.161517765309343e-09,4.161517765309343e-09
2001,3.644664689415679e-07,3.98785338084906e-09,3.98785338084906e-09,3.98785338084906e-09
2002,3.7303628021488423e-07,5.200464344870934e-09,5.200464344870934e-09,5.200464344870934e-09
2003,3.5956397173971967e-07,5.300364655117359e-09,5.300364655117359e-09,5.300364655117359e-09
2004,3.546654210952381e-07,5.269433207238145e-09,5.269433207238145e-09,5.269433207238145e-09
2005,3.3482835094998465e-07,5.1120262308960005e-09,5.1120262308960005e-09,5.1120262308960005e-09
2006,3.184085650380959e-07,4.756085097185852e-09,4.756085097185852e-09,4.756085097185852e-09
2007,3.0170679516621543e-07,4.013791981322916e-09,4.013791981322916e-09,4.013791981322916e-09
2008,2.9670816356234096e-07,3.748786535164226e-09,3.748786535164226e-09,3.748786535164226e-09
2009,2.8328122425591573e-07,2.2255954381021427e-09,2.2255954381021427e-09,2.2255954381021427e-09
2010,2.7445130155813657e-07,2.0092111625252026e-09,2.0092111625252026e-09,2.0092111625252026e-09
2011,2.7045491281439483e-07,1.654118334367841e-09,1.654118334367841e-09,1.654118334367841e-09
2012,2.784243073555055e-07,1.5878441736053413e-09,1.5878441736053413e-09,1.5878441736053413e-09
2013,3.072907962372743e-07,1.5569294266524837e-09,1.5569294266524837e-09,1.5569294266524837e-09
2014,3.077442930329458e-07,1.6295519378317636e-09,1.6295519378317636e-09,1.6295519378317636e-09
2015,3.168286103313481e-07,1.575398224572057e-09,1.575398224572057e-09,1.575398224572057e-09
2016,3.205185237220576e-07,1.5808946532810557e-09,1.5808946532810557e-09,1.5808946532810557e-09
2017,3.31301033421975e-07,1.4288466336035792e-09,1.4288466336035792e-09,1.4288466336035792e-09
2018,3.400289415367297e-07,1.4416430049735141e-09,1.4416430049735141e-09,1.4416430049735141e-09
2019,3.4612910582154655e-07,1.3441609769682117e-09,1.3441609769682117e-09,1.3441609769682117e-09
