ngram,Modem,Mdem,Modm,Mdem
1925,3.993977567720971e-07,2.2657083748838554e-10,4.2491242667276804e-10,2.2657083748838554e-10
1926,4.1134785127334386e-07,1.9815934409234918e-10,4.3685832729067897e-10,1.9815934409234918e-10
1927,4.135471799924874e-07,2.6591120377046044e-10,4.3639505104791406e-10,2.6591120377046044e-10
1928,4.18547622465277e-07,2.0968798721186588e-10,4.2579080737427585e-10,2.0968798721186588e-10
1929,4.2504145117813354e-07,1.6138539512703228e-10,4.0277401255498345e-10,1.6138539512703228e-10
1930,4.272080786904553e-07,1.6138539512703228e-10,3.2911368075261294e-10,1.6138539512703228e-10
1931,4.3908705395421877e-07,1.3696386485279836e-10,2.314275596556773e-10,1.3696386485279836e-10
1932,4.3571807850639743e-07,1.3824000674337152e-10,2.096985283829765e-10,1.3824000674337152e-10
1933,4.374270718342034e-07,1.3824000674337152e-10,1.6409679964064187e-10,1.3824000674337152e-10
1934,4.475849867243856e-07,4.7286492182203283e-11,1.8629417056611634e-10,4.7286492182203283e-11
1935,4.4522098262080233e-07,4.7286492182203283e-11,2.2956453008379389e-10,4.7286492182203283e-11
1936,4.511228399093982e-07,4.7286492182203283e-11,2.042787328182527e-10,4.7286492182203283e-11
1937,4.675549608431798e-07,6.972890915462366e-11,2.2672114979067308e-10,6.972890915462366e-11
1938,4.753879189982919e-07,6.972890915462366e-11,2.2672114979067308e-10,6.972890915462366e-11
1939,4.790783967629457e-07,2.2442416972420378e-11,3.03904782291856e-10,2.2442416972420378e-11
1940,4.664802385637553e-07,2.2442416972420378e-11,3.0653088599143427e-10,2.2442416972420378e-11
1941,4.564891225657318e-07,2.2442416972420378e-11,3.1675227718519494e-10,2.2442416972420378e-11
1942,4.7267820540192975e-07,2.2442416972420378e-11,3.2749512823837534e-10,2.2442416972420378e-11
1943,4.977836981977037e-07,6.534906742723073e-11,4.1330842914799604e-10,6.534906742723073e-11
1944,5.021618189208052e-07,4.2906650454810347e-11,4.0983733470437555e-10,4.2906650454810347e-11
1945,5.124182475161174e-07,4.2906650454810347e-11,4.661455943466564e-10,4.2906650454810347e-11
1946,5.190857612953031e-07,4.2906650454810347e-11,3.9131978213369223e-10,4.2906650454810347e-11
1947,5.409799216847335e-07,4.2906650454810347e-11,3.820834957947637e-10,4.2906650454810347e-11
1948,5.572258844819901e-07,6.000665044224109e-11,3.7822635499752874e-10,6.000665044224109e-11
1949,5.640947457712693e-07,7.701281279359762e-11,3.126064962444275e-10,7.701281279359762e-11
1950,5.597286433710127e-07,5.1026137680233925e-11,2.267931953348068e-10,5.1026137680233925e-11
1951,5.710691652893729e-07,6.757523608141064e-11,2.4092006960836036e-10,6.757523608141064e-11
1952,5.727903190485709e-07,9.894313443955686e-11,2.1597970832422575e-10,9.894313443955686e-11
1953,5.933010486712322e-07,9.894313443955686e-11,2.7616005315866943e-10,9.894313443955686e-11
1954,6.090263582336775e-07,9.894313443955686e-11,3.321828605835313e-10,9.894313443955686e-11
1955,6.282675388190131e-07,9.633738648088094e-11,3.823426218487112e-10,9.633738648088094e-11
1956,6.410543765663793e-07,7.933122412952441e-11,3.752663081073899e-10,7.933122412952441e-11
1957,6.743043903562855e-07,6.241124878807775e-11,4.5172866043013167e-10,6.241124878807775e-11
1958,6.954910694340859e-07,4.586215038690103e-11,4.781395041802178e-10,4.586215038690103e-11
1959,7.1401293715618e-07,3.708213002535337e-11,5.258291758363549e-10,3.708213002535337e-11
1960,7.264268171119121e-07,3.708213002535337e-11,4.4776810235815287e-10,3.708213002535337e-11
1961,7.546484295874376e-07,1.0461554539320517e-10,3.86443887802544e-10,1.0461554539320517e-10
1962,7.774478295427148e-07,1.1052480557755778e-10,3.3599290710784047e-10,1.1052480557755778e-10
1963,8.221738312386151e-07,1.3033251858704124e-10,3.3876846665194446e-10,1.3033251858704124e-10
1964,8.220125502183302e-07,1.3033251858704124e-10,2.8029273445901685e-10,1.3033251858704124e-10
1965,8.419392461941502e-07,1.3914760018821478e-10,2.472289387100979e-10,1.3914760018821478e-10
1966,8.802787273712706e-07,1.5173200791045767e-10,2.1213672386182532e-10,1.5173200791045767e-10
1967,9.272187396293572e-07,1.6942136582542844e-10,1.9806249795013235e-10,1.6942136582542844e-10
1968,9.443581104408492e-07,1.1074449194982603e-10,2.310896375050981e-10,1.1074449194982603e-10
1969,9.640631658060426e-07,1.0829475114279167e-10,2.6087282532584663e-10,1.0829475114279167e-10
1970,9.64033168721861e-07,9.725654706186201e-11,2.750087994631199e-10,9.725654706186201e-11
1971,1.0402009057283327e-06,1.0620744759849897e-10,2.928257814798536e-10,1.0620744759849897e-10
1972,1.07163663999797e-06,1.1478325631245464e-10,2.7507598183389755e-10,1.1478325631245464e-10
1973,1.0646044756867923e-06,1.4564374508006595e-10,2.888893053348036e-10,1.4564374508006595e-10
1974,1.0692445390044928e-06,1.361018901746558e-10,2.87494953438954e-10,1.361018901746558e-10
1975,1.1065659789112812e-06,1.3535484885696114e-10,2.59431245335546e-10,1.3535484885696114e-10
1976,1.1293789482026893e-06,1.2543750859445828e-10,2.1078500155630968e-10,1.2543750859445828e-10
1977,1.1864183794127063e-06,1.2469441055104217e-10,2.150959222243668e-10,1.2469441055104217e-10
1978,1.19034395343728e-06,1.239034386004066e-10,1.9561217724982172e-10,1.239034386004066e-10
1979,1.2899854969613704e-06,1.2276795007180675e-10,2.2755523655858057e-10,1.2276795007180675e-10
1980,1.389256518840349e-06,5.6735175585354014e-11,2.0896069398622175e-10,5.6735175585354014e-11
1981,1.5028549894071017e-06,6.384726973309083e-11,2.3844448142153393e-10,6.384726973309083e-11
1982,1.6141332090618171e-06,6.314926458734454e-11,2.7410594528281303e-10,6.314926458734454e-11
1983,1.7762700313791617e-06,9.952786858558049e-11,2.6416773827943526e-10,9.952786858558049e-11
1984,1.871158441904949e-06,9.15014577004428e-11,2.6011283504085673e-10,9.15014577004428e-11
1985,1.9500966703032774e-06,8.334152911444142e-11,2.799633540868334e-10,8.334152911444142e-11
1986,2.0512650767808997e-06,6.708612732791203e-11,3.0841039642761e-10,6.708612732791203e-11
1987,2.141136405953148e-06,8.046106241594536e-11,3.026635965662296e-10,8.046106241594536e-11
1988,2.2019393912030083e-06,7.213287506984451e-11,3.1233608160136887e-10,7.213287506984451e-11
1989,2.271695685911774e-06,7.137339181974487e-11,4.799720065840063e-10,7.137339181974487e-11
1990,2.304394813888523e-06,4.027328123767937e-11,5.376540363715471e-10,4.027328123767937e-11
1991,2.4101839569214334e-06,4.684254968039576e-11,5.329660839643274e-10,4.684254968039576e-11
1992,2.537603774856377e-06,5.320489584618013e-11,5.858685520847879e-10,5.320489584618013e-11
1993,2.7044339471363595e-06,6.608761454751644e-11,6.005206728712917e-10,6.608761454751644e-11
1994,2.7734039836754424e-06,7.222206959462646e-11,6.516240285454294e-10,7.222206959462646e-11
1995,2.8731058461874326e-06,8.445205447658668e-11,7.239153760567924e-10,8.445205447658668e-11
1996,2.903895360109995e-06,9.670616143193328e-11,6.178356913379344e-10,9.670616143193328e-11
1997,2.9131097107892856e-06,8.914376132104377e-11,6.127289588407438e-10,8.914376132104377e-11
1998,2.8496624508989044e-06,1.0568564277692514e-10,6.830913136722318e-10,1.0568564277692514e-10
1999,2.779517509614899e-06,1.2101627339111687e-10,6.37404422893744e-10,1.2101627339111687e-10
2000,2.5548723507589396e-06,1.289032719850195e-10,6.159759052033159e-10,1.289032719850195e-10
2001,2.4114030858462295e-06,1.29676802034557e-10,5.922839758325843e-10,1.29676802034557e-10
2002,2.2055097263416556e-06,1.319896226045384e-10,6.094923058316429e-10,1.319896226045384e-10
2003,2.0308355033193948e-06,1.6466487796311975e-10,6.0953462118921e-10,1.6466487796311975e-10
2004,1.8613860999851437e-06,1.7909853758776454e-10,5.700776279609394e-10,1.7909853758776454e-10
2005,1.6830307621213642e-06,1.7089316866376285e-10,4.950798184109675e-10,1.7089316866376285e-10
2006,1.4636828089870896e-06,1.6978648050994646e-10,4.825732987815254e-10,1.6978648050994646e-10
2007,1.241559378481075e-06,1.5438392429535852e-10,4.2563130995900064e-10,1.5438392429535852e-10
2008,1.032546882535306e-06,1.3410100411067764e-10,4.547308977777474e-10,1.3410100411067764e-10
2009,8.377422489047603e-07,1.2092414718366052e-10,3.4711805453811554e-10,1.2092414718366052e-10
2010,6.595569703092354e-07,6.934277309102375e-11,2.50014619126596e-10,6.934277309102375e-11
2011,4.936985423650445e-07,6.308377976739697e-11,2.193311945754482e-10,6.308377976739697e-11
2012,3.610494344132219e-07,4.817799879280089e-11,2.05910469726543e-10,4.817799879280089e-11
2013,2.697073223803922e-07,2.7591710166641192e-11,1.750310357960329e-10,2.7591710166641192e-11
2014,2.2167014687316362e-07,2.222454908599022e-11,1.6966387471538192e-10,2.222454908599022e-11
2015,1.990236293230347e-07,3.3085891665285416e-11,9.057686693934665e-11,3.3085891665285416e-11
2016,1.8825613169935552e-07,4.3563990708468077e-11,5.323875417898424e-11,4.3563990708468077e-11
2017,1.7846120433281007e-07,5.0824655826546085e-11,4.3007031385230064e-11,5.0824655826546085e-11
2018,1.6694212376933137e-07,4.149151994203848e-11,4.5109081747707335e-11,4.149151994203848e-11
2019,1.7284988018673175e-07,5.18643999275481e-11,1.900734951376659e-11,5.18643999275481e-11
