ngram,File Transfer Protocol,File Tranfer Protocol,File Tranfer Protocol
1863,0.0,0.0,0.0
1864,0.0,0.0,0.0
1865,0.0,0.0,0.0
1866,0.0,0.0,0.0
1867,0.0,0.0,0.0
1868,0.0,0.0,0.0
1869,0.0,0.0,0.0
1870,0.0,0.0,0.0
1871,0.0,0.0,0.0
1872,0.0,0.0,0.0
1873,0.0,0.0,0.0
1874,0.0,0.0,0.0
1875,0.0,0.0,0.0
1876,0.0,0.0,0.0
1877,0.0,0.0,0.0
1878,0.0,0.0,0.0
1879,0.0,0.0,0.0
1880,0.0,0.0,0.0
1881,0.0,0.0,0.0
1882,0.0,0.0,0.0
1883,0.0,0.0,0.0
1884,0.0,0.0,0.0
1885,0.0,0.0,0.0
1886,0.0,0.0,0.0
1887,0.0,0.0,0.0
1888,0.0,0.0,0.0
1889,0.0,0.0,0.0
1890,0.0,0.0,0.0
1891,0.0,0.0,0.0
1892,0.0,0.0,0.0
1893,0.0,0.0,0.0
1894,0.0,0.0,0.0
1895,0.0,0.0,0.0
1896,0.0,0.0,0.0
1897,7.244934810809614e-10,0.0,0.0
1898,7.244934810809614e-10,0.0,0.0
1899,7.244934810809614e-10,0.0,0.0
1900,7.244934810809614e-10,0.0,0.0
1901,7.244934810809614e-10,0.0,0.0
1902,7.244934810809614e-10,0.0,0.0
1903,7.244934810809614e-10,0.0,0.0
1904,0.0,0.0,0.0
1905,0.0,0.0,0.0
1906,0.0,0.0,0.0
1907,0.0,0.0,0.0
1908,0.0,0.0,0.0
1909,0.0,0.0,0.0
1910,0.0,0.0,0.0
1911,0.0,0.0,0.0
1912,0.0,0.0,0.0
1913,0.0,0.0,0.0
1914,0.0,0.0,0.0
1915,0.0,0.0,0.0
1916,0.0,0.0,0.0
1917,0.0,0.0,0.0
1918,0.0,0.0,0.0
1919,0.0,0.0,0.0
1920,0.0,0.0,0.0
1921,0.0,0.0,0.0
1922,0.0,0.0,0.0
1923,0.0,0.0,0.0
1924,0.0,0.0,0.0
1925,0.0,0.0,0.0
1926,0.0,0.0,0.0
1927,0.0,0.0,0.0
1928,0.0,0.0,0.0
1929,0.0,0.0,0.0
1930,0.0,0.0,0.0
1931,7.8699031418645e-11,0.0,0.0
1932,7.8699031418645e-11,0.0,0.0
1933,7.8699031418645e-11,0.0,0.0
1934,7.8699031418645e-11,0.0,0.0
1935,1.0092136451930348e-10,0.0,0.0
1936,1.0092136451930348e-10,0.0,0.0
1937,1.0092136451930348e-10,0.0,0.0
1938,4.397458389490286e-11,0.0,0.0
1939,4.397458389490286e-11,0.0,0.0
1940,4.397458389490286e-11,0.0,0.0
1941,4.397458389490286e-11,0.0,0.0
1942,2.175225079424438e-11,0.0,0.0
1943,2.175225079424438e-11,0.0,0.0
1944,2.175225079424438e-11,0.0,0.0
1945,0.0,0.0,0.0
1946,0.0,0.0,0.0
1947,0.0,0.0,0.0
1948,1.709999998743074e-11,0.0,0.0
1949,1.709999998743074e-11,0.0,0.0
1950,8.477990135321737e-11,0.0,0.0
1951,8.477990135321737e-11,0.0,0.0
1952,8.477990135321737e-11,0.0,0.0
1953,8.477990135321737e-11,0.0,0.0
1954,8.477990135321737e-11,0.0,0.0
1955,6.767990136578663e-11,0.0,0.0
1956,1.2155192328857011e-10,0.0,0.0
1957,5.387202192278348e-11,0.0,0.0
1958,5.387202192278348e-11,0.0,0.0
1959,1.8939929386745698e-10,0.0,0.0
1960,1.8939929386745698e-10,0.0,0.0
1961,2.0065486276500876e-10,0.0,0.0
1962,2.0065486276500876e-10,0.0,0.0
1963,1.4678284084222526e-10,0.0,0.0
1964,1.6476946097203944e-10,0.0,0.0
1965,3.763314194002046e-10,0.0,0.0
1966,2.4080414745553114e-10,0.0,0.0
1967,2.9387222120044344e-10,0.0,0.0
1968,3.0032973528739046e-10,0.0,0.0
1969,6.23497608701459e-10,0.0,0.0
1970,8.86582876558073e-10,0.0,0.0
1971,1.1818777841319873e-09,0.0,0.0
1972,1.3790017362141122e-09,0.0,0.0
1973,1.8990098362861983e-09,0.0,0.0
1974,2.1473993833120986e-09,0.0,0.0
1975,2.883869809622297e-09,0.0,0.0
1976,3.1955799910982866e-09,0.0,0.0
1977,4.0401393659144395e-09,0.0,0.0
1978,4.934527231270636e-09,0.0,0.0
1979,5.956316614533616e-09,0.0,0.0
1980,7.1369000550650495e-09,0.0,0.0
1981,7.96465268341048e-09,0.0,0.0
1982,9.100400433226241e-09,1.482299005761689e-11,1.482299005761689e-11
1983,1.0819519248782074e-08,1.482299005761689e-11,1.482299005761689e-11
1984,1.182149489409312e-08,1.482299005761689e-11,1.482299005761689e-11
1985,1.492533436524874e-08,3.652521539189633e-11,3.652521539189633e-11
1986,1.686623386985632e-08,5.0342325546332796e-11,5.0342325546332796e-11
1987,1.94121842410157e-08,5.0342325546332796e-11,5.0342325546332796e-11
1988,2.320427519971905e-08,5.0342325546332796e-11,5.0342325546332796e-11
1989,2.8418692288312286e-08,4.882335904613352e-11,4.882335904613352e-11
1990,3.609749083770859e-08,4.882335904613352e-11,4.882335904613352e-11
1991,4.972783759374774e-08,8.166970175535075e-11,8.166970175535075e-11
1992,7.853234024984041e-08,7.905451392715384e-11,7.905451392715384e-11
1993,1.0593133938284285e-07,9.100284117539e-11,9.100284117539e-11
1994,1.3664562357819575e-07,1.1051223131053334e-10,1.1051223131053334e-10
1995,1.65620828543719e-07,1.360607569072287e-10,1.360607569072287e-10
1996,1.914194263414564e-07,1.416628520838665e-10,1.416628520838665e-10
1997,2.171385712504811e-07,1.531679009815688e-10,1.531679009815688e-10
1998,2.3010843059572445e-07,1.376549211919352e-10,1.376549211919352e-10
1999,2.2979762296212618e-07,1.2941437207584069e-10,1.2941437207584069e-10
2000,2.308308779674917e-07,1.24418651968407e-10,1.24418651968407e-10
2001,2.2196909859368524e-07,1.0490926183326366e-10,1.0490926183326366e-10
2002,2.1127011353071013e-07,8.472929005235282e-11,8.472929005235282e-11
2003,2.0501926201177412e-07,7.613944593857066e-11,7.613944593857066e-11
2004,1.8826252049361107e-07,6.968094305924235e-11,6.968094305924235e-11
2005,1.7849297202181852e-07,5.7316173632645675e-11,5.7316173632645675e-11
2006,1.716985431292934e-07,6.705597386881732e-11,6.705597386881732e-11
2007,1.599519947603767e-07,4.6286256573578404e-11,4.6286256573578404e-11
2008,1.5661517238640954e-07,4.6286256573578404e-11,4.6286256573578404e-11
2009,1.5109517294474374e-07,5.751241943003598e-11,5.751241943003598e-11
2010,1.3782602487870982e-07,4.7196144809762735e-11,4.7196144809762735e-11
2011,1.311842449272912e-07,4.214959879138875e-11,4.214959879138875e-11
2012,1.2465379585689463e-07,3.718100529840182e-11,3.718100529840182e-11
2013,1.1057045006574689e-07,1.659471667224212e-11,1.659471667224212e-11
2014,9.930977487978712e-08,2.179046675242015e-11,2.179046675242015e-11
2015,8.750121440113747e-08,2.179046675242015e-11,2.179046675242015e-11
2016,7.796598262237759e-08,1.1454235873279269e-11,1.1454235873279269e-11
2017,7.534687540555751e-08,1.3363275185492482e-11,1.3363275185492482e-11
2018,7.31214640836697e-08,1.6035930222590978e-11,1.6035930222590978e-11
2019,6.968462962220201e-08,2.004491277823872e-11,2.004491277823872e-11
