ngram,Xanadu,Xandu,Xanad,Xandu
1988,1.1625782799943149e-07,8.278183257929125e-10,7.35059334828441e-12,8.278183257929125e-10
1989,1.2045155171693166e-07,7.810709083479393e-10,2.0654616905702028e-11,7.810709083479393e-10
1990,1.2715970651048076e-07,8.217127989944878e-10,2.0654616905702028e-11,8.217127989944878e-10
1991,1.2713671131742948e-07,5.717926192051945e-10,1.9873292000134005e-11,5.717926192051945e-10
1992,1.2918568107319777e-07,4.5517568781588176e-10,2.6235638165918372e-11,4.5517568781588176e-10
1993,1.3368993531262925e-07,6.616670118554855e-10,2.6235638165918372e-11,6.616670118554855e-10
1994,1.3555049349633919e-07,5.810487269901949e-10,2.6235638165918372e-11,5.810487269901949e-10
1995,1.335312802552835e-07,5.504574831663841e-10,2.6235638165918372e-11,5.504574831663841e-10
1996,1.3405438993783848e-07,6.250320380310878e-10,1.2931614608500753e-11,6.250320380310878e-10
1997,1.3291091757342395e-07,6.057054421518668e-10,1.8684139057351904e-11,6.057054421518668e-10
1998,1.336751590689086e-07,1.6052627045087015e-09,1.2114870614635516e-11,1.6052627045087015e-09
1999,1.3403965531162093e-07,1.701941997056533e-09,5.7525244488511515e-12,1.701941997056533e-09
2000,1.320081405456871e-07,1.467948608898809e-09,1.6137383096470614e-11,1.467948608898809e-09
2001,1.326463946936331e-07,1.5563569480800003e-09,2.120811314264083e-11,1.5563569480800003e-09
2002,1.3390799275774562e-07,1.6829735065877166e-09,3.1945220774209915e-11,1.6829735065877166e-09
2003,1.320432383116505e-07,1.6812893854911692e-09,4.226149539448316e-11,1.6812893854911692e-09
2004,1.3269353514390657e-07,2.7614596085991293e-09,5.669515501912795e-11,2.7614596085991293e-09
2005,1.373848671651753e-07,2.3183848253869955e-09,6.663234200510182e-11,2.3183848253869955e-09
2006,1.4041988346694518e-07,2.2668089072475084e-09,6.663234200510182e-11,2.2668089072475084e-09
2007,1.3899865791699995e-07,2.2689056903121443e-09,5.6247483357482355e-11,2.2689056903121443e-09
2008,1.4408184207630776e-07,2.426753988236742e-09,5.1176753311312135e-11,2.426753988236742e-09
2009,1.4454023755661183e-07,2.2515479282590535e-09,5.2885682936107006e-11,2.2515479282590535e-09
2010,1.4701286537339392e-07,2.273330551583186e-09,4.256940831583376e-11,2.273330551583186e-09
2011,1.4593520144704337e-07,1.4933015578057406e-09,2.238322424233782e-11,1.4933015578057406e-09
2012,1.4177939330498441e-07,1.032936510135331e-09,1.2446037256363951e-11,1.032936510135331e-09
2013,1.418719303306456e-07,1.0563851103397225e-09,1.2446037256363951e-11,1.0563851103397225e-09
2014,1.3764836686342668e-07,1.1686346771241522e-09,1.2446037256363951e-11,1.1686346771241522e-09
2015,1.2972246565823298e-07,1.017985208034184e-09,1.2446037256363951e-11,1.017985208034184e-09
2016,1.2779946700902656e-07,9.89157256103823e-10,0.0,9.89157256103823e-10
2017,1.2625953142257154e-07,1.0202828581995504e-09,0.0,1.0202828581995504e-09
2018,1.2492907330852177e-07,6.913922323548149e-10,0.0,6.913922323548149e-10
2019,1.2369767787845376e-07,6.960347853635085e-10,0.0,6.960347853635085e-10
