ngram,QNX,QN,QNX,QN
1939,6.740362236610866e-11,4.1917472921275996e-08,6.740362236610866e-11,4.1917472921275996e-08
1940,6.740362236610866e-11,4.185750768215257e-08,6.740362236610866e-11,4.185750768215257e-08
1941,0.0,4.344047458256942e-08,0.0,4.344047458256942e-08
1942,0.0,4.594777789991765e-08,0.0,4.594777789991765e-08
1943,0.0,4.6379891419486996e-08,0.0,4.6379891419486996e-08
1944,0.0,4.6873863774570575e-08,0.0,4.6873863774570575e-08
1945,0.0,4.751352073688915e-08,0.0,4.751352073688915e-08
1946,0.0,4.757944387685191e-08,0.0,4.757944387685191e-08
1947,0.0,4.6950630811742096e-08,0.0,4.6950630811742096e-08
1948,0.0,4.758326710430083e-08,0.0,4.758326710430083e-08
1949,1.1904314042457794e-10,4.795000663193605e-08,1.1904314042457794e-10,4.795000663193605e-08
1950,2.0364301514927011e-10,4.757678644702017e-08,2.0364301514927011e-10,4.757678644702017e-08
1951,2.0364301514927011e-10,4.9546386549081944e-08,2.0364301514927011e-10,4.9546386549081944e-08
1952,2.0364301514927011e-10,4.787407397494852e-08,2.0364301514927011e-10,4.787407397494852e-08
1953,2.1933225176549798e-10,4.9733431848965533e-08,2.1933225176549798e-10,4.9733431848965533e-08
1954,2.6288011945834507e-10,5.1450717210497846e-08,2.6288011945834507e-10,5.1450717210497846e-08
1955,3.498456336134151e-10,5.17146914497906e-08,3.498456336134151e-10,5.17146914497906e-08
1956,3.3854653703440414e-10,5.1713344463775816e-08,3.3854653703440414e-10,5.1713344463775816e-08
1957,2.9217783847108285e-10,5.341360623642036e-08,2.9217783847108285e-10,5.341360623642036e-08
1958,3.159814542955505e-10,5.40740303327831e-08,3.159814542955505e-10,5.40740303327831e-08
1959,3.159814542955505e-10,5.7135510291215855e-08,3.159814542955505e-10,5.7135510291215855e-08
1960,3.1088007862445366e-10,5.621419774115566e-08,3.1088007862445366e-10,5.621419774115566e-08
1961,3.686323300183021e-10,5.697228238383494e-08,3.686323300183021e-10,5.697228238383494e-08
1962,2.81666815863232e-10,5.774591116392003e-08,2.81666815863232e-10,5.774591116392003e-08
1963,2.729613350825412e-10,5.9517868221194344e-08,2.729613350825412e-10,5.9517868221194344e-08
1964,2.527167790509845e-10,5.9040716442788314e-08,2.527167790509845e-10,5.9040716442788314e-08
1965,2.2891316322651686e-10,5.901928647387779e-08,2.2891316322651686e-10,5.901928647387779e-08
1966,2.81671591804779e-10,5.9261065895758036e-08,2.81671591804779e-10,5.9261065895758036e-08
1967,2.7108373085964795e-10,6.166574045047518e-08,2.7108373085964795e-10,6.166574045047518e-08
1968,1.7864015326520188e-10,6.575682779238637e-08,1.7864015326520188e-10,6.575682779238637e-08
1969,2.0557080938304091e-10,6.78213208768089e-08,2.0557080938304091e-10,6.78213208768089e-08
1970,1.4161028203237994e-10,6.742020935186182e-08,1.4161028203237994e-10,6.742020935186182e-08
1971,1.504763645037472e-10,7.144854866477804e-08,1.504763645037472e-10,7.144854866477804e-08
1972,1.504763645037472e-10,7.328510979017924e-08,1.504763645037472e-10,7.328510979017924e-08
1973,1.224802273491754e-10,7.458387329961624e-08,1.224802273491754e-10,7.458387329961624e-08
1974,1.3877523336829663e-10,7.482557456179556e-08,1.3877523336829663e-10,7.482557456179556e-08
1975,1.623566925742662e-10,7.372861127968073e-08,1.623566925742662e-10,7.372861127968073e-08
1976,1.4346246759999737e-10,7.339772573849196e-08,1.4346246759999737e-10,7.339772573849196e-08
1977,1.485164882940117e-10,7.42353916751069e-08,1.485164882940117e-10,7.42353916751069e-08
1978,2.032630685790325e-10,7.658666995829272e-08,2.032630685790325e-10,7.658666995829272e-08
1979,2.3577387215209123e-10,7.631944092573966e-08,2.3577387215209123e-10,7.631944092573966e-08
1980,2.2250761783677256e-09,7.547501874276869e-08,2.2250761783677256e-09,7.547501874276869e-08
1981,5.88634406148425e-09,7.644466697749002e-08,5.88634406148425e-09,7.644466697749002e-08
1982,1.2212968670603587e-08,7.725243733602838e-08,1.2212968670603587e-08,7.725243733602838e-08
1983,2.1976239812054084e-08,8.089940755391061e-08,2.1976239812054084e-08,8.089940755391061e-08
1984,2.9588075450044064e-08,8.27092177603715e-08,2.9588075450044064e-08,8.27092177603715e-08
1985,3.516352255404444e-08,8.303690281406619e-08,3.516352255404444e-08,8.303690281406619e-08
1986,4.4305573051620483e-08,8.449584194230348e-08,4.4305573051620483e-08,8.449584194230348e-08
1987,4.974803477101172e-08,8.747433456944367e-08,4.974803477101172e-08,8.747433456944367e-08
1988,5.3376177890283675e-08,9.0822645404387e-08,5.3376177890283675e-08,9.0822645404387e-08
1989,5.307044606947134e-08,9.509593163719338e-08,5.307044606947134e-08,9.509593163719338e-08
1990,5.163428135850674e-08,9.274868720662458e-08,5.163428135850674e-08,9.274868720662458e-08
1991,5.0137717977349894e-08,9.109272269824942e-08,5.0137717977349894e-08,9.109272269824942e-08
1992,5.393511770535042e-08,8.897345691951029e-08,5.393511770535042e-08,8.897345691951029e-08
1993,5.363674964493319e-08,8.638866587164427e-08,5.363674964493319e-08,8.638866587164427e-08
1994,5.6643758889712055e-08,8.307936687807732e-08,5.6643758889712055e-08,8.307936687807732e-08
1995,5.724532162584442e-08,8.312038854033485e-08,5.724532162584442e-08,8.312038854033485e-08
1996,5.632185054845909e-08,7.582261421898043e-08,5.632185054845909e-08,7.582261421898043e-08
1997,5.403836362510057e-08,7.388238490843183e-08,5.403836362510057e-08,7.388238490843183e-08
1998,5.2366522546825374e-08,7.144154119081187e-08,5.2366522546825374e-08,7.144154119081187e-08
1999,4.738082941863857e-08,6.856717555641418e-08,4.738082941863857e-08,6.856717555641418e-08
2000,4.27831981905261e-08,7.117681428374973e-08,4.27831981905261e-08,7.117681428374973e-08
2001,3.475868380421941e-08,7.451517447520928e-08,3.475868380421941e-08,7.451517447520928e-08
2002,2.9014942321785904e-08,7.121911898317584e-08,2.9014942321785904e-08,7.121911898317584e-08
2003,2.5870965433430878e-08,7.542908773773758e-08,2.5870965433430878e-08,7.542908773773758e-08
2004,2.1171783818171467e-08,7.83721892462706e-08,2.1171783818171467e-08,7.83721892462706e-08
2005,1.7970117711334817e-08,8.124481354343516e-08,1.7970117711334817e-08,8.124481354343516e-08
2006,1.4968137840298823e-08,8.389357069355746e-08,1.4968137840298823e-08,8.389357069355746e-08
2007,1.2353395766646308e-08,8.252793394701388e-08,1.2353395766646308e-08,8.252793394701388e-08
2008,1.180329002790716e-08,8.080077102639344e-08,1.180329002790716e-08,8.080077102639344e-08
2009,1.0847028418327552e-08,8.43927005738416e-08,1.0847028418327552e-08,8.43927005738416e-08
2010,1.001153039835247e-08,8.679870079829146e-08,1.001153039835247e-08,8.679870079829146e-08
2011,9.55503872849103e-09,8.44438890875868e-08,9.55503872849103e-09,8.44438890875868e-08
2012,1.1621232167056763e-08,9.146743959068512e-08,1.1621232167056763e-08,9.146743959068512e-08
2013,1.0882198126742942e-08,9.388111875198644e-08,1.0882198126742942e-08,9.388111875198644e-08
2014,1.0200374957390425e-08,9.124884517827273e-08,1.0200374957390425e-08,9.124884517827273e-08
2015,9.337856392883331e-09,9.17737048260798e-08,9.337856392883331e-09,9.17737048260798e-08
2016,9.350995470011218e-09,8.604845039680445e-08,9.350995470011218e-09,8.604845039680445e-08
2017,9.567379111175e-09,8.259846910145067e-08,9.567379111175e-09,8.259846910145067e-08
2018,1.0226479218999884e-08,8.535252717933873e-08,1.0226479218999884e-08,8.535252717933873e-08
2019,6.923940532033157e-09,7.522688516559128e-08,6.923940532033157e-09,7.522688516559128e-08
