ngram,Q.931,Q.91,Q.93,Q.31
1992,3.3476312261931137e-08,4.4153098637573455e-10,1.91296913230689e-09,1.2434511357081339e-09
1993,2.92959614662485e-08,5.16491317968461e-10,1.8376112536395389e-09,1.1958268819611817e-09
1994,2.8124979932288496e-08,5.152009533279259e-10,1.9851555320217683e-09,1.2499309523913586e-09
1995,2.7499738867017446e-08,4.3093547480443917e-10,2.049682772715349e-09,1.084921533564146e-09
1996,2.543558608181229e-08,4.0327751158316817e-10,1.7675010344220254e-09,1.1934586255765316e-09
1997,2.5760995622395707e-08,3.4458818041046714e-10,2.0467874062291003e-09,1.2301703068904958e-09
1998,2.7764382285308135e-08,3.293126218146496e-10,1.976741468924713e-09,1.3298964310745225e-09
1999,2.9676665442528767e-08,3.173156648153938e-10,2.5406411101920004e-09,1.267517075425368e-09
2000,2.903366309275108e-08,2.493519944095952e-10,2.445397693863681e-09,1.211777313413011e-09
2001,2.7654371618065658e-08,2.545373862080805e-10,2.4119082921357305e-09,1.1543666498882642e-09
2002,2.7680452342946993e-08,2.9544866355011937e-10,2.423089253054757e-09,1.3456815027369983e-09
2003,2.8457730267510735e-08,3.074913676856131e-10,2.4025201669378558e-09,1.2523371308224641e-09
2004,2.5534980986817246e-08,3.3353477321299406e-10,2.122791323674481e-09,1.3299707605060211e-09
2005,2.1128298348977685e-08,3.097278604226515e-10,2.040041865595096e-09,1.5013153339563497e-09
2006,1.5387577624790894e-08,3.543869761138804e-10,1.3739793350683475e-09,2.437881269872528e-09
2007,1.3310105145032075e-08,3.4505050800730837e-10,1.245915922019693e-09,2.82851043380867e-09
2008,1.3670527313333229e-08,3.578361654607168e-10,1.1112096996525521e-09,2.8617966805834426e-09
2009,1.1133443627337719e-08,3.414887380806927e-10,8.330230017688273e-10,2.6646328873550627e-09
2010,8.234776416315981e-09,4.210751073216049e-10,7.489393609251747e-10,2.6668471954570195e-09
2011,7.085344469867241e-09,4.4407970554795536e-10,6.156978002832706e-10,3.973152862268847e-09
2012,6.087944846657121e-09,5.057882525503845e-10,5.336883930816074e-10,3.8857483976504986e-09
2013,5.628531957973288e-09,5.142060348945726e-10,5.369596017823497e-10,2.9959694645777445e-09
2014,5.421601294892347e-09,5.703308182867874e-10,6.547477421348091e-10,2.9119692609594747e-09
2015,4.23727722750503e-09,5.774365866414602e-10,6.615743330146933e-10,3.0038852913020062e-09
2016,3.6157555996904225e-09,6.089418176052114e-10,7.723300729115376e-10,3.4511278676089117e-09
2017,2.7377558368494683e-09,5.814743964105418e-10,8.246323577691209e-10,3.897358121414858e-09
2018,2.8173533728192978e-09,5.807808678426341e-10,7.945781532736618e-10,2.47354809967959e-09
2019,2.9890409036781307e-09,5.484258186472246e-10,8.063276782377393e-10,2.540594817856956e-09
