ngram,Gateway,Gateay,Gatewy,Gateay
1999,3.3160744936010033e-06,6.268163369301964e-11,8.613674059735184e-11,6.268163369301964e-11
2000,3.3416898272012726e-06,5.499134431549305e-11,7.844645121982526e-11,5.499134431549305e-11
2001,3.2272649670111216e-06,4.848821443565703e-11,6.257539179282162e-11,4.848821443565703e-11
2002,3.0852321677749776e-06,2.932681974250022e-11,4.2395420011910796e-11,2.932681974250022e-11
2003,2.9489394819393056e-06,1.6722741247310324e-11,4.2395420011910796e-11,1.6722741247310324e-11
2004,2.83909418742821e-06,1.601676281683316e-11,4.2395420011910796e-11,1.601676281683316e-11
2005,2.6788610349675376e-06,1.0238975342183717e-11,4.2395420011910796e-11,1.0238975342183717e-11
2006,2.5184436448658483e-06,1.538554749872364e-11,2.070244323193471e-11,1.538554749872364e-11
2007,2.3400906132207766e-06,1.019311817491391e-11,1.5510013908124977e-11,1.019311817491391e-11
2008,2.242930106279216e-06,1.548419775335549e-11,1.0659633394226121e-11,1.548419775335549e-11
2009,2.1043345636176776e-06,1.548419775335549e-11,5.29107957844158e-12,1.548419775335549e-11
2010,1.9495683350864316e-06,2.776588631633484e-11,5.29107957844158e-12,2.776588631633484e-11
2011,1.813531444635633e-06,2.736173737979567e-11,5.29107957844158e-12,2.736173737979567e-11
2012,1.7142689979924138e-06,2.736173737979567e-11,5.29107957844158e-12,2.736173737979567e-11
2013,1.635498246547026e-06,2.2215165223255743e-11,5.29107957844158e-12,2.2215165223255743e-11
2014,1.5487249973895295e-06,2.2215165223255743e-11,5.29107957844158e-12,2.2215165223255743e-11
2015,1.4643622340112676e-06,1.6924085644814165e-11,0.0,1.6924085644814165e-11
2016,1.4603372489675946e-06,1.6924085644814165e-11,0.0,1.6924085644814165e-11
2017,1.4512084476336895e-06,5.416129928807282e-12,0.0,5.416129928807282e-12
2018,1.4517673434966127e-06,0.0,0.0,0.0
2019,1.4437786433063593e-06,0.0,0.0,0.0
