ngram,XPath,Xath,XPath,Xath
2004,7.522893830420279e-07,2.7681522352107635e-10,7.522893830420279e-07,2.7681522352107635e-10
2005,7.635470719183754e-07,3.0916779454009154e-10,7.635470719183754e-07,3.0916779454009154e-10
2006,6.680236919822034e-07,2.524453067222408e-10,6.680236919822034e-07,2.524453067222408e-10
2007,6.218512526499711e-07,2.905396300529566e-10,6.218512526499711e-07,2.905396300529566e-10
2008,5.273666943139688e-07,2.8061851899725225e-10,5.273666943139688e-07,2.8061851899725225e-10
2009,4.763106846082467e-07,2.5768266340153723e-10,4.763106846082467e-07,2.5768266340153723e-10
2010,3.974047270308542e-07,1.1683299749281379e-09,3.974047270308542e-07,1.1683299749281379e-09
2011,3.4223929950322987e-07,1.1426930968909993e-09,3.4223929950322987e-07,1.1426930968909993e-09
2012,2.8000068803229236e-07,1.1250463080988586e-09,2.8000068803229236e-07,1.1250463080988586e-09
2013,2.3744756966997166e-07,1.142939427624588e-09,2.3744756966997166e-07,1.142939427624588e-09
2014,1.727311058630221e-07,1.1516168157976736e-09,1.727311058630221e-07,1.1516168157976736e-09
2015,1.1588551223391213e-07,1.260369835780008e-09,1.1588551223391213e-07,1.260369835780008e-09
2016,9.583751341730412e-08,1.2439169887587136e-09,9.583751341730412e-08,1.2439169887587136e-09
2017,9.052763102109414e-08,3.5270766342299087e-10,9.052763102109414e-08,3.5270766342299087e-10
2018,8.060793348363404e-08,4.167498401930203e-10,8.060793348363404e-08,4.167498401930203e-10
2019,7.454789052729893e-08,4.64868796234974e-10,7.454789052729893e-08,4.64868796234974e-10
