ngram,Hacker,Hacer,Hcker,Hcker
1946,3.3708985418862927e-07,8.091449827623315e-09,7.765889122244931e-11,7.765889122244931e-11
1947,3.5688851848395385e-07,1.1085321898513761e-08,5.186562885522201e-11,5.186562885522201e-11
1948,3.62673785860222e-07,9.318686298799759e-09,5.186562885522201e-11,5.186562885522201e-11
1949,3.7750688924071643e-07,8.484524194329879e-09,5.186562885522201e-11,5.186562885522201e-11
1950,3.874298743409911e-07,7.668977516520466e-09,6.878560419666866e-11,6.878560419666866e-11
1951,3.8423708913017306e-07,8.147275520897779e-09,8.533470259784539e-11,8.533470259784539e-11
1952,3.949242649728798e-07,7.572877372804702e-09,6.656528205623807e-11,6.656528205623807e-11
1953,3.930212122733272e-07,7.0064067563586315e-09,3.3469073742623376e-11,3.3469073742623376e-11
1954,3.8336381992719127e-07,4.033875773095425e-09,6.250098553785475e-11,6.250098553785475e-11
1955,3.8246050085685314e-07,3.966451611603361e-09,6.250098553785475e-11,6.250098553785475e-11
1956,3.7271975169720205e-07,4.385444039657825e-09,8.943699649924649e-11,8.943699649924649e-11
1957,3.63898355512252e-07,4.81584432649689e-09,9.800447259289413e-11,9.800447259289413e-11
1958,3.5966963147464934e-07,4.258617997925691e-09,8.145537419171741e-11,8.145537419171741e-11
1959,3.495715442828181e-07,4.158285588878081e-09,8.145537419171741e-11,8.145537419171741e-11
1960,3.469088401938539e-07,4.013041454697941e-09,9.204323513684848e-11,9.204323513684848e-11
1961,3.440456696677886e-07,3.727685239849978e-09,7.426689223916888e-11,7.426689223916888e-11
1962,3.588846401011584e-07,3.958146413804034e-09,8.44686483457226e-11,8.44686483457226e-11
1963,3.6398940242829016e-07,4.084971567357749e-09,8.72442078898266e-11,8.72442078898266e-11
1964,3.6436836938134677e-07,3.953630153422491e-09,7.075006651963939e-11,7.075006651963939e-11
1965,3.705870434649634e-07,4.003821115919745e-09,7.075006651963939e-11,7.075006651963939e-11
1966,3.647110296307281e-07,4.517930886547918e-09,9.712928080877044e-11,9.712928080877044e-11
1967,3.753345489647992e-07,4.828782358095347e-09,9.538609882112477e-11,9.538609882112477e-11
1968,3.775058741796654e-07,5.079885845304943e-09,8.4130529923573e-11,8.4130529923573e-11
1969,3.6731492514263664e-07,6.447578407683555e-09,7.392877381701929e-11,7.392877381701929e-11
1970,3.702480414956101e-07,6.959963335820671e-09,4.421720331152354e-11,4.421720331152354e-11
1971,3.884912302964949e-07,7.422483897353718e-09,5.3125694319890366e-11,5.3125694319890366e-11
1972,3.9789160918449594e-07,7.606964391726478e-09,6.182113947745499e-11,6.182113947745499e-11
1973,4.1294743320057545e-07,7.505159224255716e-09,4.3696021999130503e-11,4.3696021999130503e-11
1974,4.1303561358420537e-07,7.54484506617002e-09,3.485134304164512e-11,3.485134304164512e-11
1975,4.13742331569925e-07,8.407323599206912e-09,4.296084321619986e-11,4.296084321619986e-11
1976,4.27524517882765e-07,7.015391442369687e-09,5.0997274359770066e-11,5.0997274359770066e-11
1977,4.2918281906167977e-07,6.8135545459670405e-09,5.0997274359770066e-11,5.0997274359770066e-11
1978,4.1789653388540113e-07,6.701527079298688e-09,3.3095473286496155e-11,3.3095473286496155e-11
1979,4.0983313251022733e-07,7.818936482400268e-09,4.0655429915460923e-11,4.0655429915460923e-11
1980,4.1079743644851466e-07,8.752731555412246e-09,4.807498793898571e-11,4.807498793898571e-11
1981,4.197450372040683e-07,9.017270993386513e-09,7.096438466620242e-11,7.096438466620242e-11
1982,4.367995123694917e-07,8.931644503361115e-09,9.250086460688145e-11,9.250086460688145e-11
1983,4.491979755779799e-07,9.707270796712107e-09,9.186693915506718e-11,9.186693915506718e-11
1984,4.677927125028093e-07,9.759075833163218e-09,9.186693915506718e-11,9.186693915506718e-11
1985,4.895527955081239e-07,1.0379540782423646e-08,1.2080323893992606e-10,1.2080323893992606e-10
1986,5.14470404563586e-07,1.0025987786020453e-08,1.1145639223061491e-10,1.1145639223061491e-10
1987,5.316204822390449e-07,9.952749608593031e-09,1.0247020494030018e-10,1.0247020494030018e-10
1988,5.457661294323251e-07,9.986619531332508e-09,9.344362783547666e-11,9.344362783547666e-11
1989,5.616930463604928e-07,1.1049003109267882e-08,7.710167127766049e-11,7.710167127766049e-11
1990,5.662609104157517e-07,1.2178179226956282e-08,7.635662786577489e-11,7.635662786577489e-11
1991,5.778058575093123e-07,1.2725257926758462e-08,7.635662786577489e-11,7.635662786577489e-11
1992,5.881791399328254e-07,1.2826145605921674e-08,6.650736558699855e-11,6.650736558699855e-11
1993,6.0408219074556e-07,1.3919686102172233e-08,7.892288856178479e-11,7.892288856178479e-11
1994,6.154018186472448e-07,1.4694655016610016e-08,9.82479405371122e-11,9.82479405371122e-11
1995,6.260789535060342e-07,1.522806655377248e-08,1.0354651560787583e-10,1.0354651560787583e-10
1996,6.456501020173684e-07,1.4777525235233822e-08,1.0914861078451362e-10,1.0914861078451362e-10
1997,6.496336238472265e-07,1.3694674727560141e-08,1.024911485046433e-10,1.024911485046433e-10
1998,6.53524401578969e-07,1.4057249840350648e-08,1.1404672345394218e-10,1.1404672345394218e-10
1999,6.822629481056148e-07,1.4214191982172712e-08,1.0580617433784769e-10,1.0580617433784769e-10
2000,6.713851722192235e-07,1.3871444945071484e-08,8.648209628584321e-11,8.648209628584321e-11
2001,6.797837548739543e-07,1.3259551805739583e-08,9.596468758532595e-11,9.596468758532595e-11
2002,6.902092114354932e-07,1.3281843434599847e-08,1.036460629623624e-10,1.036460629623624e-10
2003,6.863449877008472e-07,1.236506034071486e-08,9.505621884858023e-11,9.505621884858023e-11
2004,7.054914996323143e-07,1.3663281934433208e-08,1.1524240292207618e-10,1.1524240292207618e-10
2005,7.088191052519375e-07,1.4883006953831618e-08,1.4343557591667278e-10,1.4343557591667278e-10
2006,6.864216045089831e-07,1.4299737394196654e-08,1.6861509113555836e-10,1.6861509113555836e-10
2007,7.004156503041616e-07,1.4481166868815113e-08,1.8471657437751128e-10,1.8471657437751128e-10
2008,7.053888566588284e-07,1.52620029630108e-08,1.5451254313712604e-10,1.5451254313712604e-10
2009,7.045222137743881e-07,1.787577565335953e-08,1.3596713140305384e-10,1.3596713140305384e-10
2010,7.003903387417917e-07,1.8617466045002728e-08,1.338386489928884e-10,1.338386489928884e-10
2011,7.128958584092158e-07,1.7759165059162896e-08,1.1365246491939246e-10,1.1365246491939246e-10
2012,7.300241772359836e-07,1.7727782670411736e-08,7.390371697549699e-11,7.390371697549699e-11
2013,7.520794075130002e-07,2.220872451021348e-08,3.787771336662336e-11,3.787771336662336e-11
2014,7.611741596390078e-07,2.410180753388756e-08,2.1776230124670448e-11,2.1776230124670448e-11
2015,7.582734968179596e-07,2.4674282680540013e-08,2.1915821835876467e-11,2.1915821835876467e-11
2016,7.767256420265767e-07,2.381244357252399e-08,1.3618463499755405e-11,1.3618463499755405e-11
2017,7.870993954384176e-07,2.5507707205700097e-08,6.335783171255531e-12,6.335783171255531e-12
2018,7.775833182677161e-07,2.7762530763197902e-08,7.602939805506637e-12,7.602939805506637e-12
2019,7.783465747479568e-07,2.91150024089859e-08,9.503674756883296e-12,9.503674756883296e-12
