ngram,Megabyte,Megabite,Megabite
1860,0.0,0.0,0.0
1861,0.0,0.0,0.0
1862,0.0,0.0,0.0
1863,4.7737881108440257e-11,0.0,0.0
1864,4.7737881108440257e-11,0.0,0.0
1865,4.7737881108440257e-11,0.0,0.0
1866,4.7737881108440257e-11,0.0,0.0
1867,4.7737881108440257e-11,0.0,0.0
1868,4.7737881108440257e-11,0.0,0.0
1869,4.7737881108440257e-11,0.0,0.0
1870,0.0,0.0,0.0
1871,0.0,0.0,0.0
1872,0.0,0.0,0.0
1873,0.0,0.0,0.0
1874,0.0,0.0,0.0
1875,0.0,0.0,0.0
1876,0.0,0.0,0.0
1877,0.0,0.0,0.0
1878,0.0,0.0,0.0
1879,0.0,0.0,0.0
1880,0.0,0.0,0.0
1881,0.0,0.0,0.0
1882,0.0,0.0,0.0
1883,0.0,0.0,0.0
1884,0.0,0.0,0.0
1885,0.0,0.0,0.0
1886,0.0,0.0,0.0
1887,0.0,0.0,0.0
1888,0.0,0.0,0.0
1889,0.0,0.0,0.0
1890,0.0,0.0,0.0
1891,0.0,0.0,0.0
1892,0.0,0.0,0.0
1893,0.0,0.0,0.0
1894,0.0,0.0,0.0
1895,0.0,0.0,0.0
1896,0.0,0.0,0.0
1897,0.0,0.0,0.0
1898,0.0,0.0,0.0
1899,0.0,0.0,0.0
1900,0.0,0.0,0.0
1901,0.0,0.0,0.0
1902,0.0,0.0,0.0
1903,0.0,0.0,0.0
1904,0.0,0.0,0.0
1905,1.5246862304442642e-11,0.0,0.0
1906,1.5246862304442642e-11,0.0,0.0
1907,1.5246862304442642e-11,0.0,0.0
1908,1.5246862304442642e-11,0.0,0.0
1909,1.5246862304442642e-11,0.0,0.0
1910,1.5246862304442642e-11,0.0,0.0
1911,1.5246862304442642e-11,0.0,0.0
1912,0.0,0.0,0.0
1913,0.0,0.0,0.0
1914,0.0,0.0,0.0
1915,0.0,0.0,0.0
1916,0.0,0.0,0.0
1917,0.0,0.0,0.0
1918,0.0,0.0,0.0
1919,0.0,0.0,0.0
1920,0.0,0.0,0.0
1921,0.0,0.0,0.0
1922,0.0,0.0,0.0
1923,0.0,0.0,0.0
1924,0.0,0.0,0.0
1925,0.0,0.0,0.0
1926,0.0,0.0,0.0
1927,0.0,0.0,0.0
1928,0.0,0.0,0.0
1929,0.0,0.0,0.0
1930,0.0,0.0,0.0
1931,0.0,0.0,0.0
1932,0.0,0.0,0.0
1933,0.0,0.0,0.0
1934,0.0,0.0,0.0
1935,0.0,0.0,0.0
1936,2.093743234343748e-11,0.0,0.0
1937,2.093743234343748e-11,0.0,0.0
1938,2.093743234343748e-11,0.0,0.0
1939,2.093743234343748e-11,0.0,0.0
1940,2.093743234343748e-11,0.0,0.0
1941,2.093743234343748e-11,0.0,0.0
1942,2.093743234343748e-11,0.0,0.0
1943,0.0,0.0,0.0
1944,0.0,0.0,0.0
1945,1.876942054160732e-11,0.0,0.0
1946,1.876942054160732e-11,0.0,0.0
1947,1.876942054160732e-11,0.0,0.0
1948,1.876942054160732e-11,0.0,0.0
1949,1.876942054160732e-11,0.0,0.0
1950,1.876942054160732e-11,0.0,0.0
1951,1.876942054160732e-11,0.0,0.0
1952,0.0,6.43041937158679e-10,6.43041937158679e-10
1953,1.72581599804695e-10,6.43041937158679e-10,6.43041937158679e-10
1954,1.72581599804695e-10,6.43041937158679e-10,6.43041937158679e-10
1955,1.72581599804695e-10,6.43041937158679e-10,6.43041937158679e-10
1956,1.860496052853909e-10,6.43041937158679e-10,6.43041937158679e-10
1957,1.860496052853909e-10,6.43041937158679e-10,6.43041937158679e-10
1958,1.860496052853909e-10,6.43041937158679e-10,6.43041937158679e-10
1959,1.860496052853909e-10,0.0,0.0
1960,2.4055866425826925e-11,0.0,0.0
1961,5.7822574109752825e-11,0.0,0.0
1962,5.7822574109752825e-11,0.0,0.0
1963,4.4354568629056956e-11,0.0,0.0
1964,4.4354568629056956e-11,0.0,0.0
1965,7.079981343257761e-11,0.0,0.0
1966,9.717902772170867e-11,0.0,0.0
1967,9.5435845734063e-11,0.0,0.0
1968,1.7680417447556758e-10,0.0,0.0
1969,3.204343457241521e-10,0.0,0.0
1970,6.098281245060986e-10,1.7539017857107606e-11,1.7539017857107606e-11
1971,1.1647839518299667e-09,1.7539017857107606e-11,1.7539017857107606e-11
1972,2.025274121028201e-09,1.7539017857107606e-11,1.7539017857107606e-11
1973,2.931607861229273e-09,1.7539017857107606e-11,1.7539017857107606e-11
1974,6.059551788910917e-09,1.7539017857107606e-11,1.7539017857107606e-11
1975,8.944931890424762e-09,1.7539017857107606e-11,1.7539017857107606e-11
1976,1.454735018161354e-08,1.7539017857107606e-11,1.7539017857107606e-11
1977,2.14335676191573e-08,4.013205640822954e-11,4.013205640822954e-11
1978,2.738207495665636e-08,4.013205640822954e-11,4.013205640822954e-11
1979,4.0092782681101976e-08,4.825975730149423e-11,4.825975730149423e-11
1980,5.923802197977628e-08,4.825975730149423e-11,4.825975730149423e-11
1981,7.360399198067366e-08,5.588955588014295e-11,5.588955588014295e-11
1982,9.243033056398936e-08,7.071254593775983e-11,7.071254593775983e-11
1983,1.0872154173772028e-07,1.521401090427104e-10,1.521401090427104e-10
1984,1.1790100121597139e-07,1.6346220706374226e-10,1.6346220706374226e-10
1985,1.2655292534548478e-07,1.9963258328172173e-10,1.9963258328172173e-10
1986,1.2878278202573972e-07,2.1223054762011173e-10,2.1223054762011173e-10
1987,1.1929109129076615e-07,3.1254256028472634e-10,3.1254256028472634e-10
1988,1.1122198121224106e-07,3.603640401956503e-10,3.603640401956503e-10
1989,9.760371000311352e-08,4.3866921404868617e-10,4.3866921404868617e-10
1990,8.329576419084463e-08,3.6389911322360595e-10,3.6389911322360595e-10
1991,7.563840449214305e-08,3.78137644212779e-10,3.78137644212779e-10
1992,6.839777607784267e-08,3.737789998149919e-10,3.737789998149919e-10
1993,5.998428065367989e-08,5.269700410164597e-10,5.269700410164597e-10
1994,5.522482331749805e-08,7.062925978201002e-10,7.062925978201002e-10
1995,5.103500961516667e-08,8.105196057967795e-10,8.105196057967795e-10
1996,4.844154385555807e-08,1.114419915475879e-09,1.114419915475879e-09
1997,4.4669966773166636e-08,1.2400705145283147e-09,1.2400705145283147e-09
1998,4.00860403918354e-08,1.2032667659874922e-09,1.2032667659874922e-09
1999,3.541980473999372e-08,1.8439372945211474e-09,1.8439372945211474e-09
2000,3.184300569257305e-08,1.7530994572689806e-09,1.7530994572689806e-09
2001,2.917526639326492e-08,1.595162412873893e-09,1.595162412873893e-09
2002,2.6766027870296838e-08,1.5643294179864701e-09,1.5643294179864701e-09
2003,2.345144040865372e-08,1.2188823184893544e-09,1.2188823184893544e-09
2004,2.179492852860676e-08,1.1471328073949953e-09,1.1471328073949953e-09
2005,2.023003225255187e-08,1.1728983974533337e-09,1.1728983974533337e-09
2006,1.9987107080510214e-08,5.364421407083597e-10,5.364421407083597e-10
2007,1.833433620796703e-08,5.177692044952157e-10,5.177692044952157e-10
2008,1.7106515315390425e-08,4.4369139711492826e-10,4.4369139711492826e-10
2009,1.663666613995117e-08,7.919442125890543e-10,7.919442125890543e-10
2010,1.6309394723634796e-08,7.567384229166332e-10,7.567384229166332e-10
2011,1.5795492786756834e-08,7.101070634285556e-10,7.101070634285556e-10
2012,1.4992737844871888e-08,6.554525364926051e-10,6.554525364926051e-10
2013,1.3656658914840136e-08,6.194265328837315e-10,6.194265328837315e-10
2014,1.3633656362596217e-08,5.602163499960979e-10,5.602163499960979e-10
2015,1.3032926864704158e-08,5.343193174618082e-10,5.343193174618082e-10
2016,1.193239386663793e-08,2.0742486944328294e-10,2.0742486944328294e-10
2017,1.1618991990758332e-08,2.2289083252691189e-10,2.2289083252691189e-10
2018,1.1440538294493763e-08,2.4797093198247744e-10,2.4797093198247744e-10
2019,1.1244939424059908e-08,3.099636649780968e-10,3.099636649780968e-10
