ngram,Knowledge,Skills and Abilities,Knowledge,Knowledge,Knowledge,Knowledge,Skills and Abilities,Skills and Abilities
1537,4.509165916845502e-07,0.0,4.509165916845502e-07,4.509165916845502e-07,4.509165916845502e-07,4.509165916845502e-07,0.0,0.0
1538,4.509165916845502e-07,0.0,4.509165916845502e-07,4.509165916845502e-07,4.509165916845502e-07,4.509165916845502e-07,0.0,0.0
1539,8.301111457902672e-07,0.0,8.301111457902672e-07,8.301111457902672e-07,8.301111457902672e-07,8.301111457902672e-07,0.0,0.0
1540,8.301111457902672e-07,0.0,8.301111457902672e-07,8.301111457902672e-07,8.301111457902672e-07,8.301111457902672e-07,0.0,0.0
1541,8.301111457902672e-07,0.0,8.301111457902672e-07,8.301111457902672e-07,8.301111457902672e-07,8.301111457902672e-07,0.0,0.0
1542,8.353342699202975e-06,0.0,8.353342699202975e-06,8.353342699202975e-06,8.353342699202975e-06,8.353342699202975e-06,0.0,0.0
1543,8.353342699202975e-06,0.0,8.353342699202975e-06,8.353342699202975e-06,8.353342699202975e-06,8.353342699202975e-06,0.0,0.0
1544,1.0161706736003648e-05,0.0,1.0161706736003648e-05,1.0161706736003648e-05,1.0161706736003648e-05,1.0161706736003648e-05,0.0,0.0
1545,1.0161706736003648e-05,0.0,1.0161706736003648e-05,1.0161706736003648e-05,1.0161706736003648e-05,1.0161706736003648e-05,0.0,0.0
1546,9.33159559021338e-06,0.0,9.33159559021338e-06,9.33159559021338e-06,9.33159559021338e-06,9.33159559021338e-06,0.0,0.0
1547,9.33159559021338e-06,0.0,9.33159559021338e-06,9.33159559021338e-06,9.33159559021338e-06,9.33159559021338e-06,0.0,0.0
1548,9.33159559021338e-06,0.0,9.33159559021338e-06,9.33159559021338e-06,9.33159559021338e-06,9.33159559021338e-06,0.0,0.0
1549,1.8083640368006724e-06,0.0,1.8083640368006724e-06,1.8083640368006724e-06,1.8083640368006724e-06,1.8083640368006724e-06,0.0,0.0
1550,1.8083640368006724e-06,0.0,1.8083640368006724e-06,1.8083640368006724e-06,1.8083640368006724e-06,1.8083640368006724e-06,0.0,0.0
1551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1556,1.0408762786287947e-06,0.0,1.0408762786287947e-06,1.0408762786287947e-06,1.0408762786287947e-06,1.0408762786287947e-06,0.0,0.0
1557,1.0408762786287947e-06,0.0,1.0408762786287947e-06,1.0408762786287947e-06,1.0408762786287947e-06,1.0408762786287947e-06,0.0,0.0
1558,3.7690709047767868e-06,0.0,3.7690709047767868e-06,3.7690709047767868e-06,3.7690709047767868e-06,3.7690709047767868e-06,0.0,0.0
1559,7.20751748823594e-06,0.0,7.20751748823594e-06,7.20751748823594e-06,7.20751748823594e-06,7.20751748823594e-06,0.0,0.0
1560,7.656207734336412e-06,0.0,7.656207734336412e-06,7.656207734336412e-06,7.656207734336412e-06,7.656207734336412e-06,0.0,0.0
1561,7.656207734336412e-06,0.0,7.656207734336412e-06,7.656207734336412e-06,7.656207734336412e-06,7.656207734336412e-06,0.0,0.0
1562,7.656207734336412e-06,0.0,7.656207734336412e-06,7.656207734336412e-06,7.656207734336412e-06,7.656207734336412e-06,0.0,0.0
1563,6.615331455707617e-06,0.0,6.615331455707617e-06,6.615331455707617e-06,6.615331455707617e-06,6.615331455707617e-06,0.0,0.0
1564,6.615331455707617e-06,0.0,6.615331455707617e-06,6.615331455707617e-06,6.615331455707617e-06,6.615331455707617e-06,0.0,0.0
1565,3.887136829559625e-06,0.0,3.887136829559625e-06,3.887136829559625e-06,3.887136829559625e-06,3.887136829559625e-06,0.0,0.0
1566,4.4869024610047094e-07,0.0,4.4869024610047094e-07,4.4869024610047094e-07,4.4869024610047094e-07,4.4869024610047094e-07,0.0,0.0
1567,1.3647946356546266e-06,0.0,1.3647946356546266e-06,1.3647946356546266e-06,1.3647946356546266e-06,1.3647946356546266e-06,0.0,0.0
1568,1.3647946356546266e-06,0.0,1.3647946356546266e-06,1.3647946356546266e-06,1.3647946356546266e-06,1.3647946356546266e-06,0.0,0.0
1569,1.3647946356546266e-06,0.0,1.3647946356546266e-06,1.3647946356546266e-06,1.3647946356546266e-06,1.3647946356546266e-06,0.0,0.0
1570,1.3647946356546266e-06,0.0,1.3647946356546266e-06,1.3647946356546266e-06,1.3647946356546266e-06,1.3647946356546266e-06,0.0,0.0
1571,1.8527755855757277e-05,0.0,1.8527755855757277e-05,1.8527755855757277e-05,1.8527755855757277e-05,1.8527755855757277e-05,0.0,0.0
1572,1.8527755855757277e-05,0.0,1.8527755855757277e-05,1.8527755855757277e-05,1.8527755855757277e-05,1.8527755855757277e-05,0.0,0.0
1573,1.8527755855757277e-05,0.0,1.8527755855757277e-05,1.8527755855757277e-05,1.8527755855757277e-05,1.8527755855757277e-05,0.0,0.0
1574,1.825238431203096e-05,0.0,1.825238431203096e-05,1.825238431203096e-05,1.825238431203096e-05,1.825238431203096e-05,0.0,0.0
1575,1.825238431203096e-05,0.0,1.825238431203096e-05,1.825238431203096e-05,1.825238431203096e-05,1.825238431203096e-05,0.0,0.0
1576,1.825238431203096e-05,0.0,1.825238431203096e-05,1.825238431203096e-05,1.825238431203096e-05,1.825238431203096e-05,0.0,0.0
1577,1.825238431203096e-05,0.0,1.825238431203096e-05,1.825238431203096e-05,1.825238431203096e-05,1.825238431203096e-05,0.0,0.0
1578,1.8121624114948126e-06,0.0,1.8121624114948126e-06,1.8121624114948126e-06,1.8121624114948126e-06,1.8121624114948126e-06,0.0,0.0
1579,3.105672021774808e-06,0.0,3.105672021774808e-06,3.105672021774808e-06,3.105672021774808e-06,3.105672021774808e-06,0.0,0.0
1580,3.105672021774808e-06,0.0,3.105672021774808e-06,3.105672021774808e-06,3.105672021774808e-06,3.105672021774808e-06,0.0,0.0
1581,2.0162489298464995e-06,0.0,2.0162489298464995e-06,2.0162489298464995e-06,2.0162489298464995e-06,2.0162489298464995e-06,0.0,0.0
1582,2.0162489298464995e-06,0.0,2.0162489298464995e-06,2.0162489298464995e-06,2.0162489298464995e-06,2.0162489298464995e-06,0.0,0.0
1583,2.4968715349262183e-06,0.0,2.4968715349262183e-06,2.4968715349262183e-06,2.4968715349262183e-06,2.4968715349262183e-06,0.0,0.0
1584,2.4968715349262183e-06,0.0,2.4968715349262183e-06,2.4968715349262183e-06,2.4968715349262183e-06,2.4968715349262183e-06,0.0,0.0
1585,2.340286495642171e-06,0.0,2.340286495642171e-06,2.340286495642171e-06,2.340286495642171e-06,2.340286495642171e-06,0.0,0.0
1586,1.0467768853621756e-06,0.0,1.0467768853621756e-06,1.0467768853621756e-06,1.0467768853621756e-06,1.0467768853621756e-06,0.0,0.0
1587,2.085015564391922e-06,0.0,2.085015564391922e-06,2.085015564391922e-06,2.085015564391922e-06,2.085015564391922e-06,0.0,0.0
1588,2.085015564391922e-06,0.0,2.085015564391922e-06,2.085015564391922e-06,2.085015564391922e-06,2.085015564391922e-06,0.0,0.0
1589,2.085015564391922e-06,0.0,2.085015564391922e-06,2.085015564391922e-06,2.085015564391922e-06,2.085015564391922e-06,0.0,0.0
1590,2.3843198765202293e-06,0.0,2.3843198765202293e-06,2.3843198765202293e-06,2.3843198765202293e-06,2.3843198765202293e-06,0.0,0.0
1591,2.3843198765202293e-06,0.0,2.3843198765202293e-06,2.3843198765202293e-06,2.3843198765202293e-06,2.3843198765202293e-06,0.0,0.0
1592,2.415137389886825e-06,0.0,2.415137389886825e-06,2.415137389886825e-06,2.415137389886825e-06,2.415137389886825e-06,0.0,0.0
1593,2.861690843149388e-06,0.0,2.861690843149388e-06,2.861690843149388e-06,2.861690843149388e-06,2.861690843149388e-06,0.0,0.0
1594,1.8234521641196416e-06,0.0,1.8234521641196416e-06,1.8234521641196416e-06,1.8234521641196416e-06,1.8234521641196416e-06,0.0,0.0
1595,1.8234521641196416e-06,0.0,1.8234521641196416e-06,1.8234521641196416e-06,1.8234521641196416e-06,1.8234521641196416e-06,0.0,0.0
1596,1.8234521641196416e-06,0.0,1.8234521641196416e-06,1.8234521641196416e-06,1.8234521641196416e-06,1.8234521641196416e-06,0.0,0.0
1597,3.706891350572862e-06,0.0,3.706891350572862e-06,3.706891350572862e-06,3.706891350572862e-06,3.706891350572862e-06,0.0,0.0
1598,4.016528756827549e-06,0.0,4.016528756827549e-06,4.016528756827549e-06,4.016528756827549e-06,4.016528756827549e-06,0.0,0.0
1599,3.7732904079998012e-06,0.0,3.7732904079998012e-06,3.7732904079998012e-06,3.7732904079998012e-06,3.7732904079998012e-06,0.0,0.0
1600,3.5397491241643105e-06,0.0,3.5397491241643105e-06,3.5397491241643105e-06,3.5397491241643105e-06,3.5397491241643105e-06,0.0,0.0
1601,3.735072985883952e-06,0.0,3.735072985883952e-06,3.735072985883952e-06,3.735072985883952e-06,3.735072985883952e-06,0.0,0.0
1602,3.735072985883952e-06,0.0,3.735072985883952e-06,3.735072985883952e-06,3.735072985883952e-06,3.735072985883952e-06,0.0,0.0
1603,4.147183095223486e-06,0.0,4.147183095223486e-06,4.147183095223486e-06,4.147183095223486e-06,4.147183095223486e-06,0.0,0.0
1604,1.48381699156224e-06,0.0,1.48381699156224e-06,1.48381699156224e-06,1.48381699156224e-06,1.48381699156224e-06,0.0,0.0
1605,1.6239271514807894e-06,0.0,1.6239271514807894e-06,1.6239271514807894e-06,1.6239271514807894e-06,1.6239271514807894e-06,0.0,0.0
1606,3.6725969364072497e-06,0.0,3.6725969364072497e-06,3.6725969364072497e-06,3.6725969364072497e-06,3.6725969364072497e-06,0.0,0.0
1607,3.4595847669801775e-06,0.0,3.4595847669801775e-06,3.4595847669801775e-06,3.4595847669801775e-06,3.4595847669801775e-06,0.0,0.0
1608,3.463938501876588e-06,0.0,3.463938501876588e-06,3.463938501876588e-06,3.463938501876588e-06,3.463938501876588e-06,0.0,0.0
1609,4.218634411959751e-06,0.0,4.218634411959751e-06,4.218634411959751e-06,4.218634411959751e-06,4.218634411959751e-06,0.0,0.0
1610,4.1888690865172455e-06,0.0,4.1888690865172455e-06,4.1888690865172455e-06,4.1888690865172455e-06,4.1888690865172455e-06,0.0,0.0
1611,4.598518200639644e-06,0.0,4.598518200639644e-06,4.598518200639644e-06,4.598518200639644e-06,4.598518200639644e-06,0.0,0.0
1612,5.762775003859133e-06,0.0,5.762775003859133e-06,5.762775003859133e-06,5.762775003859133e-06,5.762775003859133e-06,0.0,0.0
1613,4.798666054739442e-06,0.0,4.798666054739442e-06,4.798666054739442e-06,4.798666054739442e-06,4.798666054739442e-06,0.0,0.0
1614,5.78749532970895e-06,0.0,5.78749532970895e-06,5.78749532970895e-06,5.78749532970895e-06,5.78749532970895e-06,0.0,0.0
1615,6.730647458295737e-06,0.0,6.730647458295737e-06,6.730647458295737e-06,6.730647458295737e-06,6.730647458295737e-06,0.0,0.0
1616,6.696800612969257e-06,0.0,6.696800612969257e-06,6.696800612969257e-06,6.696800612969257e-06,6.696800612969257e-06,0.0,0.0
1617,7.3027865060534424e-06,0.0,7.3027865060534424e-06,7.3027865060534424e-06,7.3027865060534424e-06,7.3027865060534424e-06,0.0,0.0
1618,8.76420303289446e-06,0.0,8.76420303289446e-06,8.76420303289446e-06,8.76420303289446e-06,8.76420303289446e-06,0.0,0.0
1619,9.738492216066724e-06,0.0,9.738492216066724e-06,9.738492216066724e-06,9.738492216066724e-06,9.738492216066724e-06,0.0,0.0
1620,8.703153590821394e-06,0.0,8.703153590821394e-06,8.703153590821394e-06,8.703153590821394e-06,8.703153590821394e-06,0.0,0.0
1621,9.855340327443887e-06,0.0,9.855340327443887e-06,9.855340327443887e-06,9.855340327443887e-06,9.855340327443887e-06,0.0,0.0
1622,1.0049130391312896e-05,0.0,1.0049130391312896e-05,1.0049130391312896e-05,1.0049130391312896e-05,1.0049130391312896e-05,0.0,0.0
1623,1.0944766537639744e-05,0.0,1.0944766537639744e-05,1.0944766537639744e-05,1.0944766537639744e-05,1.0944766537639744e-05,0.0,0.0
1624,1.1599089962796175e-05,0.0,1.1599089962796175e-05,1.1599089962796175e-05,1.1599089962796175e-05,1.1599089962796175e-05,0.0,0.0
1625,1.014334777339952e-05,0.0,1.014334777339952e-05,1.014334777339952e-05,1.014334777339952e-05,1.014334777339952e-05,0.0,0.0
1626,8.473541486507332e-06,0.0,8.473541486507332e-06,8.473541486507332e-06,8.473541486507332e-06,8.473541486507332e-06,0.0,0.0
1627,9.987841979506942e-06,0.0,9.987841979506942e-06,9.987841979506942e-06,9.987841979506942e-06,9.987841979506942e-06,0.0,0.0
1628,8.56745383056737e-06,0.0,8.56745383056737e-06,8.56745383056737e-06,8.56745383056737e-06,8.56745383056737e-06,0.0,0.0
1629,9.046479622806406e-06,0.0,9.046479622806406e-06,9.046479622806406e-06,9.046479622806406e-06,9.046479622806406e-06,0.0,0.0
1630,1.1742444355279855e-05,0.0,1.1742444355279855e-05,1.1742444355279855e-05,1.1742444355279855e-05,1.1742444355279855e-05,0.0,0.0
1631,1.1686829923616773e-05,0.0,1.1686829923616773e-05,1.1686829923616773e-05,1.1686829923616773e-05,1.1686829923616773e-05,0.0,0.0
1632,1.603606545229143e-05,0.0,1.603606545229143e-05,1.603606545229143e-05,1.603606545229143e-05,1.603606545229143e-05,0.0,0.0
1633,1.621432056708727e-05,0.0,1.621432056708727e-05,1.621432056708727e-05,1.621432056708727e-05,1.621432056708727e-05,0.0,0.0
1634,1.565466417170163e-05,0.0,1.565466417170163e-05,1.565466417170163e-05,1.565466417170163e-05,1.565466417170163e-05,0.0,0.0
1635,1.5921872870551723e-05,0.0,1.5921872870551723e-05,1.5921872870551723e-05,1.5921872870551723e-05,1.5921872870551723e-05,0.0,0.0
1636,1.6190493170142872e-05,0.0,1.6190493170142872e-05,1.6190493170142872e-05,1.6190493170142872e-05,1.6190493170142872e-05,0.0,0.0
1637,3.075335533659589e-05,0.0,3.075335533659589e-05,3.075335533659589e-05,3.075335533659589e-05,3.075335533659589e-05,0.0,0.0
1638,3.576514927772223e-05,0.0,3.576514927772223e-05,3.576514927772223e-05,3.576514927772223e-05,3.576514927772223e-05,0.0,0.0
1639,3.325882692349426e-05,0.0,3.325882692349426e-05,3.325882692349426e-05,3.325882692349426e-05,3.325882692349426e-05,0.0,0.0
1640,3.5554750281465074e-05,0.0,3.5554750281465074e-05,3.5554750281465074e-05,3.5554750281465074e-05,3.5554750281465074e-05,0.0,0.0
1641,3.557075855756661e-05,0.0,3.557075855756661e-05,3.557075855756661e-05,3.557075855756661e-05,3.557075855756661e-05,0.0,0.0
1642,3.577037023205776e-05,0.0,3.577037023205776e-05,3.577037023205776e-05,3.577037023205776e-05,3.577037023205776e-05,0.0,0.0
1643,3.476997374361547e-05,0.0,3.476997374361547e-05,3.476997374361547e-05,3.476997374361547e-05,3.476997374361547e-05,0.0,0.0
1644,2.9277235885924062e-05,0.0,2.9277235885924062e-05,2.9277235885924062e-05,2.9277235885924062e-05,2.9277235885924062e-05,0.0,0.0
1645,2.331692108522735e-05,0.0,2.331692108522735e-05,2.331692108522735e-05,2.331692108522735e-05,2.331692108522735e-05,0.0,0.0
1646,2.15623765273319e-05,0.0,2.15623765273319e-05,2.15623765273319e-05,2.15623765273319e-05,2.15623765273319e-05,0.0,0.0
1647,1.9626348538232768e-05,0.0,1.9626348538232768e-05,1.9626348538232768e-05,1.9626348538232768e-05,1.9626348538232768e-05,0.0,0.0
1648,2.3250307354568838e-05,0.0,2.3250307354568838e-05,2.3250307354568838e-05,2.3250307354568838e-05,2.3250307354568838e-05,0.0,0.0
1649,2.3783870217032798e-05,0.0,2.3783870217032798e-05,2.3783870217032798e-05,2.3783870217032798e-05,2.3783870217032798e-05,0.0,0.0
1650,2.753121589194052e-05,0.0,2.753121589194052e-05,2.753121589194052e-05,2.753121589194052e-05,2.753121589194052e-05,0.0,0.0
1651,1.595464501796024e-05,0.0,1.595464501796024e-05,1.595464501796024e-05,1.595464501796024e-05,1.595464501796024e-05,0.0,0.0
1652,1.6373882772313664e-05,0.0,1.6373882772313664e-05,1.6373882772313664e-05,1.6373882772313664e-05,1.6373882772313664e-05,0.0,0.0
1653,1.9638979535687084e-05,0.0,1.9638979535687084e-05,1.9638979535687084e-05,1.9638979535687084e-05,1.9638979535687084e-05,0.0,0.0
1654,2.1418030298393986e-05,0.0,2.1418030298393986e-05,2.1418030298393986e-05,2.1418030298393986e-05,2.1418030298393986e-05,0.0,0.0
1655,2.0952501017745817e-05,0.0,2.0952501017745817e-05,2.0952501017745817e-05,2.0952501017745817e-05,2.0952501017745817e-05,0.0,0.0
1656,2.3671608232689323e-05,0.0,2.3671608232689323e-05,2.3671608232689323e-05,2.3671608232689323e-05,2.3671608232689323e-05,0.0,0.0
1657,2.0925725623653436e-05,0.0,2.0925725623653436e-05,2.0925725623653436e-05,2.0925725623653436e-05,2.0925725623653436e-05,0.0,0.0
1658,2.3087279065033988e-05,0.0,2.3087279065033988e-05,2.3087279065033988e-05,2.3087279065033988e-05,2.3087279065033988e-05,0.0,0.0
1659,2.5760916027398446e-05,0.0,2.5760916027398446e-05,2.5760916027398446e-05,2.5760916027398446e-05,2.5760916027398446e-05,0.0,0.0
1660,4.0271981171307356e-05,0.0,4.0271981171307356e-05,4.0271981171307356e-05,4.0271981171307356e-05,4.0271981171307356e-05,0.0,0.0
1661,4.173927105252265e-05,0.0,4.173927105252265e-05,4.173927105252265e-05,4.173927105252265e-05,4.173927105252265e-05,0.0,0.0
1662,4.151081871636312e-05,0.0,4.151081871636312e-05,4.151081871636312e-05,4.151081871636312e-05,4.151081871636312e-05,0.0,0.0
1663,3.845029498604292e-05,0.0,3.845029498604292e-05,3.845029498604292e-05,3.845029498604292e-05,3.845029498604292e-05,0.0,0.0
1664,4.5522557619343775e-05,0.0,4.5522557619343775e-05,4.5522557619343775e-05,4.5522557619343775e-05,4.5522557619343775e-05,0.0,0.0
1665,4.47295972532759e-05,0.0,4.47295972532759e-05,4.47295972532759e-05,4.47295972532759e-05,4.47295972532759e-05,0.0,0.0
1666,4.4713404609605535e-05,0.0,4.4713404609605535e-05,4.4713404609605535e-05,4.4713404609605535e-05,4.4713404609605535e-05,0.0,0.0
1667,2.9224449722927863e-05,0.0,2.9224449722927863e-05,2.9224449722927863e-05,2.9224449722927863e-05,2.9224449722927863e-05,0.0,0.0
1668,2.8240494689920786e-05,0.0,2.8240494689920786e-05,2.8240494689920786e-05,2.8240494689920786e-05,2.8240494689920786e-05,0.0,0.0
1669,2.7351675920986702e-05,0.0,2.7351675920986702e-05,2.7351675920986702e-05,2.7351675920986702e-05,2.7351675920986702e-05,0.0,0.0
1670,3.26197381842316e-05,0.0,3.26197381842316e-05,3.26197381842316e-05,3.26197381842316e-05,3.26197381842316e-05,0.0,0.0
1671,3.284858887907051e-05,0.0,3.284858887907051e-05,3.284858887907051e-05,3.284858887907051e-05,3.284858887907051e-05,0.0,0.0
1672,3.848100797248273e-05,0.0,3.848100797248273e-05,3.848100797248273e-05,3.848100797248273e-05,3.848100797248273e-05,0.0,0.0
1673,4.3623754338893506e-05,0.0,4.3623754338893506e-05,4.3623754338893506e-05,4.3623754338893506e-05,4.3623754338893506e-05,0.0,0.0
1674,4.616786126072319e-05,0.0,4.616786126072319e-05,4.616786126072319e-05,4.616786126072319e-05,4.616786126072319e-05,0.0,0.0
1675,4.701319838724365e-05,0.0,4.701319838724365e-05,4.701319838724365e-05,4.701319838724365e-05,4.701319838724365e-05,0.0,0.0
1676,5.089933880039358e-05,0.0,5.089933880039358e-05,5.089933880039358e-05,5.089933880039358e-05,5.089933880039358e-05,0.0,0.0
1677,4.979340467668537e-05,0.0,4.979340467668537e-05,4.979340467668537e-05,4.979340467668537e-05,4.979340467668537e-05,0.0,0.0
1678,4.6601634364508626e-05,0.0,4.6601634364508626e-05,4.6601634364508626e-05,4.6601634364508626e-05,4.6601634364508626e-05,0.0,0.0
1679,4.289347998565063e-05,0.0,4.289347998565063e-05,4.289347998565063e-05,4.289347998565063e-05,4.289347998565063e-05,0.0,0.0
1680,3.959282496777762e-05,0.0,3.959282496777762e-05,3.959282496777762e-05,3.959282496777762e-05,3.959282496777762e-05,0.0,0.0
1681,3.9739901694701985e-05,0.0,3.9739901694701985e-05,3.9739901694701985e-05,3.9739901694701985e-05,3.9739901694701985e-05,0.0,0.0
1682,4.035692680710261e-05,0.0,4.035692680710261e-05,4.035692680710261e-05,4.035692680710261e-05,4.035692680710261e-05,0.0,0.0
1683,4.170637319995356e-05,0.0,4.170637319995356e-05,4.170637319995356e-05,4.170637319995356e-05,4.170637319995356e-05,0.0,0.0
1684,3.967124004183071e-05,0.0,3.967124004183071e-05,3.967124004183071e-05,3.967124004183071e-05,3.967124004183071e-05,0.0,0.0
1685,4.3114746014388015e-05,0.0,4.3114746014388015e-05,4.3114746014388015e-05,4.3114746014388015e-05,4.3114746014388015e-05,0.0,0.0
1686,4.50060740279566e-05,0.0,4.50060740279566e-05,4.50060740279566e-05,4.50060740279566e-05,4.50060740279566e-05,0.0,0.0
1687,6.136722991608881e-05,0.0,6.136722991608881e-05,6.136722991608881e-05,6.136722991608881e-05,6.136722991608881e-05,0.0,0.0
1688,6.930352226066004e-05,0.0,6.930352226066004e-05,6.930352226066004e-05,6.930352226066004e-05,6.930352226066004e-05,0.0,0.0
1689,8.410668721938106e-05,0.0,8.410668721938106e-05,8.410668721938106e-05,8.410668721938106e-05,8.410668721938106e-05,0.0,0.0
1690,8.536376221205241e-05,0.0,8.536376221205241e-05,8.536376221205241e-05,8.536376221205241e-05,8.536376221205241e-05,0.0,0.0
1691,9.587622064697956e-05,0.0,9.587622064697956e-05,9.587622064697956e-05,9.587622064697956e-05,9.587622064697956e-05,0.0,0.0
1692,0.00010034419392468408,0.0,0.00010034419392468408,0.00010034419392468408,0.00010034419392468408,0.00010034419392468408,0.0,0.0
1693,0.00011031500097098095,0.0,0.00011031500097098095,0.00011031500097098095,0.00011031500097098095,0.00011031500097098095,0.0,0.0
1694,0.00011378191162033804,0.0,0.00011378191162033804,0.00011378191162033804,0.00011378191162033804,0.00011378191162033804,0.0,0.0
1695,0.0001175140610679851,0.0,0.0001175140610679851,0.0001175140610679851,0.0001175140610679851,0.0001175140610679851,0.0,0.0
1696,0.00011577906116144732,0.0,0.00011577906116144732,0.00011577906116144732,0.00011577906116144732,0.00011577906116144732,0.0,0.0
1697,0.00011981638090219349,0.0,0.00011981638090219349,0.00011981638090219349,0.00011981638090219349,0.00011981638090219349,0.0,0.0
1698,0.00012376037297404503,0.0,0.00012376037297404503,0.00012376037297404503,0.00012376037297404503,0.00012376037297404503,0.0,0.0
1699,0.00012401764355932495,0.0,0.00012401764355932495,0.00012401764355932495,0.00012401764355932495,0.00012401764355932495,0.0,0.0
