ngram,X2,Xn2,Xb2,X2t,X2d,Xc2,Xp2
1854,2.545367649986474e-08,0.0,0.0,1.0199887759806562e-10,1.4867935454227725e-10,9.389850405153562e-11,4.746990895603582e-11
1855,2.700690921691213e-08,0.0,0.0,1.5450062657811666e-10,2.0118110352232828e-10,9.389850405153562e-11,4.746990895603582e-11
1856,2.8360077714799966e-08,0.0,0.0,1.0076108994791103e-10,1.4744156689212266e-10,9.389850405153562e-11,4.746990895603582e-11
1857,2.8373060853173878e-08,0.0,0.0,1.4889531671106023e-10,5.250174898005103e-11,4.642859509549981e-11,4.8134226763149204e-11
1858,2.6896665973806322e-08,0.0,0.0,1.4889531671106023e-10,5.250174898005103e-11,0.0,4.8134226763149204e-11
1859,2.7286662834009283e-08,0.0,0.0,1.4889531671106023e-10,3.5714869157337555e-10,0.0,4.8134226763149204e-11
1860,2.981699179624034e-08,0.0,0.0,1.0063597574320023e-10,3.5714869157337555e-10,1.8298562665108875e-10,4.8134226763149204e-11
1861,2.9897747515812105e-08,0.0,0.0,1.0063597574320023e-10,3.5714869157337555e-10,4.6541903664376605e-10,4.8134226763149204e-11
1862,3.02739763416834e-08,0.0,0.0,4.8134226763149204e-11,3.046469425933245e-10,4.6541903664376605e-10,4.8134226763149204e-11
1863,2.9544923460126223e-08,0.0,0.0,4.8134226763149204e-11,3.046469425933245e-10,4.6541903664376605e-10,4.8134226763149204e-11
1864,2.8791033049710028e-08,0.0,0.0,0.0,3.046469425933245e-10,4.6541903664376605e-10,0.0
1865,2.8753643529658542e-08,0.0,0.0,4.422655099288266e-11,3.046469425933245e-10,4.6541903664376605e-10,0.0
1866,3.041749480863538e-08,0.0,4.4239619903915386e-11,4.422655099288266e-11,0.0,4.6541903664376605e-10,0.0
1867,2.8257774025470487e-08,0.0,4.4239619903915386e-11,4.422655099288266e-11,0.0,2.824334099926773e-10,4.321245742186111e-11
1868,2.753615874999988e-08,0.0,4.4239619903915386e-11,3.130967469416086e-10,4.4811698003093574e-11,0.0,4.321245742186111e-11
1869,2.9210168759975985e-08,0.0,4.4239619903915386e-11,3.130967469416086e-10,4.4811698003093574e-11,0.0,4.321245742186111e-11
1870,2.9458793246054223e-08,0.0,4.4239619903915386e-11,3.130967469416086e-10,4.4811698003093574e-11,0.0,4.321245742186111e-11
1871,4.157598151469496e-08,0.0,4.4239619903915386e-11,3.130967469416086e-10,1.259638227057991e-10,0.0,4.321245742186111e-11
1872,4.7715560518619375e-08,0.0,4.4239619903915386e-11,2.688701959487259e-10,1.259638227057991e-10,0.0,4.321245742186111e-11
1873,5.003682902936037e-08,0.0,0.0,2.688701959487259e-10,1.259638227057991e-10,0.0,4.321245742186111e-11
1874,5.8377801640371474e-08,0.0,0.0,3.4835162532331765e-10,1.259638227057991e-10,0.0,0.0
1875,5.901687925659514e-08,0.0,0.0,1.195964597197222e-10,8.115212470270551e-11,0.0,0.0
1876,6.240871489434799e-08,0.0,0.0,1.195964597197222e-10,8.115212470270551e-11,0.0,3.833198441200685e-11
1877,6.292826678791893e-08,0.0,0.0,1.545481322283239e-10,1.5105546971990894e-10,0.0,3.833198441200685e-11
1878,5.716322754827681e-08,0.0,0.0,1.545481322283239e-10,6.990334501720343e-11,0.0,3.833198441200685e-11
1879,5.380726213794722e-08,0.0,0.0,1.894619461317859e-10,1.0481715892066542e-10,0.0,3.833198441200685e-11
1880,5.3180930389576786e-08,3.2886683455833425e-11,0.0,1.894619461317859e-10,1.0481715892066542e-10,0.0,3.833198441200685e-11
1881,5.961808113852385e-08,3.2886683455833425e-11,0.0,1.4154611213282716e-10,1.679483496719314e-10,0.0,3.833198441200685e-11
1882,6.215807601961387e-08,3.2886683455833425e-11,0.0,1.014310817876967e-10,2.0035792866071996e-10,0.0,3.833198441200685e-11
1883,6.226560143675539e-08,3.2886683455833425e-11,0.0,1.014310817876967e-10,2.0035792866071996e-10,0.0,0.0
1884,6.514319293517343e-08,3.2886683455833425e-11,0.0,6.647940927909498e-11,1.3045458364351655e-10,0.0,0.0
1885,6.213030597937827e-08,3.2886683455833425e-11,0.0,6.647940927909498e-11,1.3045458364351655e-10,0.0,0.0
1886,6.489659704860579e-08,6.047529937142876e-11,0.0,3.156559537563299e-11,1.2312938565564987e-10,0.0,0.0
1887,6.84821672385689e-08,2.7588615915595328e-11,0.0,3.156559537563299e-11,1.2312938565564987e-10,0.0,2.7633968526151266e-11
1888,6.237140226517113e-08,2.7588615915595328e-11,0.0,2.700284242239194e-11,5.99981949043839e-11,0.0,2.7633968526151266e-11
1889,6.67752045403956e-08,2.7588615915595328e-11,0.0,1.0551553083651807e-10,2.7588615915595328e-11,0.0,2.7633968526151266e-11
1890,6.772890109069912e-08,2.7588615915595328e-11,0.0,1.0551553083651807e-10,2.7588615915595328e-11,0.0,2.7633968526151266e-11
1891,7.178030512834863e-08,2.7588615915595328e-11,0.0,1.567256344544735e-10,2.7588615915595328e-11,2.5605051808977717e-11,2.7633968526151266e-11
1892,7.533141907093263e-08,2.7588615915595328e-11,0.0,1.567256344544735e-10,2.7588615915595328e-11,2.5605051808977717e-11,2.7633968526151266e-11
1893,7.76513319676399e-08,4.6123347205043583e-11,0.0,1.7978730805699528e-10,0.0,2.5605051808977717e-11,2.7633968526151266e-11
1894,7.874845055409554e-08,4.6123347205043583e-11,2.2091772855503677e-11,2.0187908091249896e-10,6.627531856651103e-11,2.5605051808977717e-11,4.4183545711007355e-11
1895,7.751479712071938e-08,4.6123347205043583e-11,2.2091772855503677e-11,1.9604744613424937e-10,8.744652621065337e-11,2.5605051808977717e-11,8.652596099929205e-11
1896,8.055529475216514e-08,4.6123347205043583e-11,4.147219869109011e-11,1.1753475772012323e-10,8.744652621065337e-11,2.5605051808977717e-11,8.652596099929205e-11
1897,8.278858233877275e-08,4.6123347205043583e-11,4.147219869109011e-11,1.1753475772012323e-10,1.2460003663759623e-10,2.5605051808977717e-11,8.652596099929205e-11
1898,8.315223811093477e-08,4.6123347205043583e-11,4.147219869109011e-11,8.436282228352354e-11,1.2460003663759623e-10,0.0,1.226022973620035e-10
1899,9.108622529246141e-08,4.6123347205043583e-11,4.147219869109011e-11,1.0257672885697185e-10,1.4281394321104456e-10,0.0,1.226022973620035e-10
1900,9.467308562502044e-08,0.0,4.147219869109011e-11,9.758565979099489e-11,1.4281394321104456e-10,3.6141209073089644e-11,1.226022973620035e-10
1901,9.642624324409813e-08,0.0,1.9380425835586427e-11,1.0976726075703373e-10,7.653862464453352e-11,3.6141209073089644e-11,7.841875165099615e-11
1902,1.0845475425672443e-07,0.0,1.9380425835586427e-11,1.23032633684136e-10,7.258570728601349e-11,3.6141209073089644e-11,5.329462664833378e-11
1903,1.1248292253185355e-07,0.0,0.0,1.3897177852939535e-10,7.258570728601349e-11,3.6141209073089644e-11,6.923377149359311e-11
1904,1.19247235578054e-07,0.0,0.0,1.3897177852939535e-10,5.1285936806890116e-11,3.6141209073089644e-11,6.923377149359311e-11
1905,1.256528940578911e-07,0.0,0.0,1.3618047265248227e-10,5.1285936806890116e-11,3.6141209073089644e-11,3.315743513088165e-11
1906,1.2350845679520717e-07,0.0,0.0,1.1796656607903396e-10,6.410200247592662e-11,3.6141209073089644e-11,3.315743513088165e-11
1907,1.2899570224687652e-07,0.0,0.0,9.989596154248912e-11,6.410200247592662e-11,0.0,3.315743513088165e-11
1908,1.4690734267170618e-07,4.117336233860109e-11,0.0,6.562258772094661e-11,9.155091070166068e-11,0.0,1.566775181816027e-10
1909,1.525472939079009e-07,4.117336233860109e-11,0.0,5.874802529369307e-11,7.433262041603835e-11,1.3781009071995547e-11,1.5324023696797592e-10
1910,1.6446846931980223e-07,4.117336233860109e-11,0.0,4.280888044843374e-11,1.0188039994973863e-10,1.3781009071995547e-11,1.3730109212271658e-10
1911,1.8462327793551075e-07,4.117336233860109e-11,1.3977931907176761e-11,5.6786812355610496e-11,1.000045919090959e-10,1.3781009071995547e-11,1.6525695593707012e-10
1912,1.9777414499750584e-07,4.117336233860109e-11,2.8392039711341457e-11,5.5954057855332555e-11,1.1441869971326061e-10,1.3781009071995547e-11,1.6525695593707012e-10
1913,2.095204121945114e-07,4.117336233860109e-11,2.8392039711341457e-11,5.5954057855332555e-11,2.2636791151870687e-10,1.3781009071995547e-11,3.2253406790599167e-10
1914,2.184336328322648e-07,4.117336233860109e-11,2.8392039711341457e-11,8.518703698794689e-11,2.556008906513212e-10,1.3781009071995547e-11,3.2253406790599167e-10
1915,2.19687872718818e-07,0.0,2.8392039711341457e-11,8.518703698794689e-11,2.2815198242558717e-10,1.3781009071995547e-11,2.3089142998327413e-10
1916,2.1675765131996221e-07,0.0,2.8392039711341457e-11,8.772874391224254e-11,2.4320384495973053e-10,0.0,2.6226600653116757e-10
1917,2.1609210827071885e-07,0.0,2.8392039711341457e-11,8.772874391224254e-11,2.854847400146632e-10,0.0,3.7399188111488154e-10
1918,2.072222916435099e-07,0.0,1.4414107804164696e-11,7.375081200506578e-11,3.146475252965456e-10,0.0,3.604162563635478e-10
1919,2.0857723167669713e-07,0.0,0.0,8.774819759693742e-11,3.286449108884172e-10,2.841149339603634e-11,3.746220030615659e-10
1920,2.2115081118759656e-07,0.0,0.0,8.774819759693742e-11,2.0886738172354313e-10,2.841149339603634e-11,3.333531655079293e-10
1921,2.3019234975306192e-07,0.0,0.0,5.851521846432308e-11,1.7963440259092878e-10,2.841149339603634e-11,3.333531655079293e-10
1922,2.3244944153637854e-07,0.0,0.0,8.266651450673988e-11,1.7963440259092878e-10,2.841149339603634e-11,3.014757203799258e-10
1923,2.6406929366982824e-07,0.0,0.0,5.2562789438453144e-11,1.8913598465175596e-10,2.841149339603634e-11,2.8087357935500737e-10
1924,2.731873901698886e-07,2.4421530274233915e-11,0.0,7.698431971268706e-11,1.4372884033735696e-10,1.016760862012792e-10,1.9356923504552726e-10
1925,2.892752978108807e-07,2.4421530274233915e-11,0.0,7.698431971268706e-11,2.6162435511662656e-10,1.016760862012792e-10,4.552510898021238e-10
1926,2.990731664859985e-07,2.4421530274233915e-11,0.0,4.857282631665072e-11,2.790587879822734e-10,9.618755593608443e-11,4.410453431041057e-10
1927,3.222736982674438e-07,2.4421530274233915e-11,2.273837864029206e-11,4.857282631665072e-11,2.7859551173950846e-10,9.618755593608443e-11,3.2503706868882073e-10
1928,3.290169152998195e-07,4.72310167167121e-11,2.273837864029206e-11,9.419179920160709e-11,3.242144846244648e-10,9.618755593608443e-11,4.162750144587335e-10
1929,3.518250204186708e-07,4.72310167167121e-11,2.273837864029206e-11,7.004050315919029e-11,3.7478607915554715e-10,2.226165422637903e-10,4.162750144587335e-10
1930,3.558888010957162e-07,7.445840967599894e-11,4.9965771599578905e-11,9.726789611847713e-11,3.774600275198635e-10,2.226165422637903e-10,4.461763557823366e-10
1931,3.942397037397833e-07,5.0036879401765027e-11,4.9965771599578905e-11,1.2531238546831247e-10,3.5303849724562953e-10,1.7558495927058208e-10,4.74220845132172e-10
1932,4.149346100997978e-07,5.0036879401765027e-11,7.360901769068055e-11,1.7259887765051574e-10,3.10218495732809e-10,1.9922820536168373e-10,2.2180199740365732e-10
1933,4.43450346665486e-07,5.0036879401765027e-11,9.677617635832953e-11,1.7259887765051574e-10,2.6437256947112585e-10,1.7630524223084214e-10,2.681363147389553e-10
1934,4.4599382168338965e-07,5.0036879401765027e-11,9.650567250092073e-11,1.7259887765051574e-10,2.6410206561371703e-10,1.7630524223084214e-10,2.681363147389553e-10
1935,4.939689485386875e-07,2.7227392959286842e-11,1.1872800560157922e-10,1.7142457096687635e-10,2.1848309272876065e-10,2.8741690971667566e-10,2.213430351703595e-10
1936,5.033538335348047e-07,2.7227392959286842e-11,1.1872800560157922e-10,1.7142457096687635e-10,1.679114981976783e-10,3.075499557406555e-10,3.050927645441094e-10
1937,5.071299865124144e-07,4.4884833944840756e-11,1.1394302961471275e-10,1.6663959498000987e-10,1.4068410523839147e-10,4.6464687851268035e-10,3.179652335078791e-10
1938,5.338975199720153e-07,4.4884833944840756e-11,1.1394302961471275e-10,1.35925826150185e-10,1.4068410523839147e-10,5.036706210833789e-10,7.005442297686975e-10
1939,5.369679943864217e-07,4.4884833944840756e-11,9.02997835236111e-11,1.1353335930116718e-10,7.225592544925417e-11,8.285437336219559e-10,7.266890343439667e-10
1940,5.341362745119633e-07,4.4884833944840756e-11,9.292588722318941e-11,1.1353335930116718e-10,7.225592544925417e-11,9.575100474406334e-10,7.319412417431234e-10
1941,5.381466792186984e-07,7.246340432460435e-11,7.045801244030616e-11,1.1353335930116718e-10,1.0494519142589809e-10,9.575100474406334e-10,8.146769489173319e-10
1942,5.014357092087656e-07,7.246340432460435e-11,4.8235679339647675e-11,1.4381283267425208e-10,1.0494519142589809e-10,9.211225195292019e-10,8.449564222904168e-10
1943,4.988220000866152e-07,9.391672955200952e-11,4.8235679339647675e-11,1.6526615790165725e-10,1.0494519142589809e-10,7.960138124049213e-10,8.684733170711517e-10
1944,5.006598818064438e-07,4.903189560716876e-11,2.5793262367227296e-11,1.807663859868366e-10,1.2391651395469794e-10,6.958308552367549e-10,9.339453179078662e-10
1945,4.5980270004162905e-07,4.903189560716876e-11,4.456268290883461e-11,1.7778355573419954e-10,1.2391651395469794e-10,7.05651785020451e-10,5.364391431061932e-10
1946,4.623805409664783e-07,8.212810392078345e-11,4.456268290883461e-11,2.356300511850508e-10,7.412846328832704e-11,7.046456057535622e-10,4.866510924398223e-10
1947,4.820665619068418e-07,1.4835600803397853e-10,1.876942054160732e-11,2.6874400324164837e-10,1.0724241534492457e-10,8.074769523659851e-10,4.681785197619653e-10
1948,5.032736558925015e-07,1.378774376416457e-10,7.006942050389954e-11,3.884439991885813e-10,5.20852745853974e-11,1.0297769561676669e-09,5.051428085346896e-10
1949,5.670528854092741e-07,2.569205780662236e-10,7.006942050389954e-11,4.497691584250317e-10,6.909143693675394e-11,1.2101452558286952e-09,5.324556430684271e-10
1950,8.049229458200508e-07,2.3546725283881843e-10,7.006942050389954e-11,4.6215578388051984e-10,1.1985136494363502e-10,1.3409717066917688e-09,4.928689202797289e-10
1951,8.580949903651864e-07,3.182127458359726e-10,1.8591311228594824e-10,4.738604330351797e-10,1.5052733662709476e-10,1.4164505282973243e-09,4.262660581653778e-10
1952,9.297895725727098e-07,3.495806441941188e-10,1.6714369174434093e-10,4.864589108517186e-10,2.1326313334338717e-10,1.6393678716118488e-09,6.553543501525943e-10
1953,1.0971895757653068e-06,3.949306219354552e-10,2.2990063820925244e-10,4.1940762668390974e-10,2.446416065758429e-10,1.6213316641636562e-09,8.750036647623257e-10
1954,1.1125439982606622e-06,3.2870271782226013e-10,2.444165941068681e-10,4.298415423201593e-10,2.2604361041686109e-10,1.5201776107761793e-09,1.0451130873421833e-09
1955,1.1550282254445068e-06,3.1160271783482937e-10,1.9311659414457593e-10,4.5508406467823347e-10,2.840206185318804e-10,1.5442798865069766e-09,1.0123786055503204e-09
1956,1.1724092457500644e-06,2.0602758289094732e-10,3.0086063799014285e-10,4.671828311113885e-10,2.670144561805239e-10,1.666291604696113e-09,1.247041759538143e-09
1957,1.0060549259703424e-06,2.570024857611359e-10,4.1555417043933774e-10,5.09805232751237e-10,2.5448570433501365e-10,1.7179114400863886e-09,1.3705177429442931e-09
1958,1.0522162889563852e-06,2.21864224412917e-10,3.1161228656952286e-10,6.02979629520701e-10,2.1674021803498788e-10,1.7878493923413024e-09,1.3995358126374568e-09
1959,1.0891734762351137e-06,2.3567208204796787e-10,3.680819805697487e-10,7.97490507163458e-10,1.9918017731189253e-10,1.8060846469174813e-09,1.4265510915402656e-09
1960,1.0130121625349732e-06,2.2075306364634428e-10,4.535550813890486e-10,8.982677419349422e-10,1.7838956502456782e-10,1.6142528742284818e-09,1.3127803843993036e-09
1961,1.084901157355489e-06,2.770309071428326e-10,5.290836766718471e-10,1.1248535357135025e-09,1.9764031681087805e-10,1.7312317769833741e-09,1.4697352144845054e-09
1962,1.1391231363891815e-06,3.382414437821549e-10,5.392854327784008e-10,1.051323306189289e-09,1.4986506480241246e-10,1.6276540750124825e-09,1.6480153670299963e-09
1963,1.1779050298952955e-06,3.941004348259217e-10,5.206760964842389e-10,1.041829233994207e-09,2.1919206132687512e-10,1.3991077661503125e-09,1.5391039316042005e-09
1964,1.2254581633897033e-06,4.4205193870462875e-10,6.038353775328353e-10,1.055299982320536e-09,1.989475052953184e-10,1.2851412553186288e-09,1.4648610816411382e-09
1965,1.2441299272073332e-06,4.297050334603877e-10,3.254088256790918e-09,1.1152251741134274e-09,2.4875126660875834e-10,1.2150367378893634e-09,1.5723935011178826e-09
1966,1.2763194945364376e-06,4.636669183520427e-10,3.5229622195677634e-09,1.0740008961539006e-09,2.0357551061556123e-10,1.0219094618132578e-09,1.4897848034576911e-09
1967,1.3336742767933174e-06,4.708971823585983e-10,3.852344851848091e-09,1.0990492880859547e-09,2.0183232862791556e-10,9.992480890349702e-10,1.7553826963429791e-09
1968,1.3609403920002348e-06,5.208978328040206e-10,4.470823635907958e-09,1.0060464604246177e-09,2.123483293965072e-10,9.287564130465244e-10,1.5369091554973124e-09
1969,1.3698687553187483e-06,5.674099206360544e-10,4.972304353970511e-09,1.087241225621633e-09,2.4703100279640667e-10,1.0731921779821058e-09,1.4691549722810139e-09
1970,1.3934287445798482e-06,5.945475223256835e-10,5.409340182132334e-09,1.211672500429322e-09,2.0401253305760544e-10,1.0474074544194627e-09,1.3378308778249399e-09
1971,1.4024713956522255e-06,5.314247177233358e-10,5.408407182423096e-09,1.3455119082398222e-09,2.4868221767552056e-10,1.0648851641751174e-09,1.3283286534207912e-09
1972,1.4292536596778e-06,5.570325074215938e-10,2.8071206113557322e-09,1.3949329310694987e-09,2.1306298392254064e-10,9.761361679278784e-10,1.3690542350579855e-09
1973,1.4200686726845951e-06,5.356735452036584e-10,2.77067033998308e-09,1.4166308602371812e-09,3.2036624543683803e-10,1.0016069045588288e-09,1.2570696864396984e-09
1974,1.3957218243376701e-06,5.545386451620362e-10,2.4071227035436594e-09,1.4950985846188099e-09,3.3596407600366973e-10,1.114756164361757e-09,1.4151808931066918e-09
1975,1.386709024180683e-06,4.806981519183446e-10,1.9175558720250864e-09,1.5855812694555637e-09,3.0790036790026166e-10,1.0835963277460487e-09,1.5167612404149671e-09
1976,1.3930094675223309e-06,4.5333983789141996e-10,1.454091985708672e-09,1.6258485668885214e-09,2.8712523232015437e-10,9.088460182850509e-10,1.4719619491541737e-09
1977,1.3874230262445053e-06,4.371393524937872e-10,1.136608136974106e-09,1.5794763909480837e-09,2.768695273047683e-10,1.107129344551134e-09,1.9052404574639225e-09
1978,1.4181721488577231e-06,4.3397546469124496e-10,1.0457673972817462e-09,2.065617661044834e-09,2.3869300781940797e-10,1.342435531784655e-09,2.6138225076418766e-09
1979,1.4179422415898962e-06,4.056181521613514e-10,1.0986870936844996e-09,2.0491530853103004e-09,2.451174759197729e-10,1.3883630118576612e-09,2.874267490682314e-09
1980,1.4565027705819894e-06,4.026972664058651e-10,8.646515011915109e-10,2.101415961876439e-09,1.6916152407413827e-10,1.4278731371878246e-09,2.986812670207379e-09
1981,1.4507834943547744e-06,3.8174292496925434e-10,8.039950491082034e-10,2.034029341782936e-09,1.981276055916327e-10,1.3447092169930182e-09,2.678489128906035e-09
1982,1.4538823539364136e-06,4.975348288122866e-10,6.517419976719602e-10,2.099933100423763e-09,2.04143089337678e-10,1.4136715766253717e-09,2.828013363170052e-09
1983,1.4401747908518052e-06,5.208055950786264e-10,6.183284212027803e-10,2.1143289024345383e-09,2.022413129822352e-10,1.4196016346572954e-09,2.993628900327394e-09
1984,1.4582622530464765e-06,5.802027489406772e-10,4.610958886533797e-10,2.0960818319133115e-09,2.0824027224808361e-10,1.304361801108505e-09,2.72850715037671e-09
1985,1.431384151016703e-06,7.211808372709072e-10,4.1288941412690304e-10,1.5959562243190411e-09,2.8503753722399136e-10,1.1569648334613142e-09,2.3610269453807777e-09
1986,1.3922584360313652e-06,7.439384743155943e-10,3.2673582193007023e-10,1.560600997636235e-09,3.2161228045803266e-10,1.1504627885271036e-09,2.1956287105900127e-09
1987,1.3413286491673456e-06,7.693302899498227e-10,3.1200283329146927e-10,1.6162966837945142e-09,3.905769834539845e-10,1.2298776124503824e-09,2.238158135016631e-09
1988,1.3323360527855194e-06,7.907704253311871e-10,2.9325128932309955e-10,2.0251449406316624e-09,3.9955107873040115e-10,1.3690992625317984e-09,2.301081785433772e-09
1989,1.3126363163402338e-06,7.62276733797965e-10,2.797639312673057e-10,1.8313199052449087e-09,4.305326888649168e-10,1.5665906349937586e-09,2.2807851956281003e-09
1990,1.2922736557032164e-06,8.450506088537274e-10,4.1142309400602327e-10,1.89034822715785e-09,4.682423298303056e-10,1.7077915668929832e-09,2.2487483462642543e-09
1991,1.2544501584800725e-06,7.776512925669213e-10,4.190923560568446e-10,1.810129038723066e-09,4.987446963359129e-10,2.027516432523413e-09,2.2994518670113197e-09
1992,1.2301981574377611e-06,7.249180700164004e-10,3.993938314992919e-10,1.8675594007763354e-09,4.2927937791782863e-10,2.3475464508823254e-09,2.296303433116772e-09
1993,1.220838888522329e-06,7.662700236237591e-10,4.1040776729442795e-10,1.7960384846027466e-09,3.9240062786406934e-10,2.6253599135931236e-09,2.170349075062258e-09
1994,1.2146657906799061e-06,7.835673617887348e-10,3.8328922278127054e-10,1.5727713100131625e-09,3.3110739546974143e-10,2.624489562183133e-09,2.1958598748840684e-09
1995,1.194134158920081e-06,7.381689545330314e-10,4.1889061762929407e-10,1.139069711569058e-09,3.836930773104541e-10,2.5063671614335347e-09,2.1479959239861e-09
1996,1.1639182275757776e-06,6.751510937620862e-10,4.160908373803832e-10,1.1380223271676267e-09,4.0610145801700526e-10,2.446856637940341e-09,2.0464709450860953e-09
1997,1.1422884621684456e-06,5.405148630264835e-10,2.811317121558561e-10,1.2111228052193367e-09,3.9795702051164435e-10,2.451831737637633e-09,1.9672909491928537e-09
1998,1.1168564404735143e-06,5.202529994109893e-10,2.797861694309971e-10,1.2199872937276472e-09,3.6273623588949684e-10,2.2382907749474157e-09,1.940855460474162e-09
1999,1.078966493293722e-06,4.5902410444093837e-10,2.578818270038141e-10,1.0124244458659908e-09,4.176964111892088e-10,1.8802148092435443e-09,1.728690746105599e-09
2000,1.0862230591815854e-06,4.714447245289324e-10,2.400033881950441e-10,1.2418748886387577e-09,4.218366192069009e-10,1.581807835509303e-09,1.6147820461728406e-09
2001,1.0726326909856913e-06,4.1953434773819454e-10,2.6249223925419885e-10,1.2775993279185676e-09,4.690202492258727e-10,1.4520892028484817e-09,1.5075522972831023e-09
2002,1.0563481721094701e-06,4.2314141476421495e-10,2.351822278590099e-10,1.2679648838823506e-09,3.9700031159320813e-10,1.4256061807240071e-09,1.5342875620787716e-09
2003,1.0623212135994566e-06,4.3347884408946006e-10,2.982449337099854e-10,1.3201711073535754e-09,3.471665237033049e-10,1.2068035380531838e-09,1.4696253817067122e-09
2004,1.079687170399016e-06,4.574043168035859e-10,3.2206570644526574e-10,1.2734718279894253e-09,4.72022910837287e-10,1.0229321516825556e-09,1.4088843345940104e-09
2005,1.059920285635079e-06,4.799331289527333e-10,2.841622066619896e-10,1.5239736219006618e-09,5.24249857810791e-10,8.053349098702256e-10,1.2938957127950346e-09
2006,1.0635311014084436e-06,4.717431643731982e-10,2.7303904623354747e-10,1.8039916861921158e-09,4.786505279432061e-10,8.178977019466873e-10,1.1584810729762092e-09
2007,1.0256054890435604e-06,4.2174092392980155e-10,3.327767471306142e-10,1.6389318473792563e-09,4.745064896560791e-10,8.575646145584212e-10,1.1188636921717026e-09
2008,1.0308962795794026e-06,5.454189005200354e-10,3.713567474361579e-10,1.6497316608037644e-09,4.2534163492900593e-10,8.370586604807987e-10,1.089318024671826e-09
2009,1.0657168851529214e-06,6.29859648564641e-10,4.943554776846794e-10,1.7556521474710556e-09,5.358943368425986e-10,8.260853191975417e-10,1.0295441721375198e-09
2010,1.0834247307554636e-06,5.996489336825204e-10,3.890642500630521e-10,1.9782845679066393e-09,5.346670269222389e-10,8.147906397201357e-10,9.583172430208516e-10
2011,1.0435762273378453e-06,6.028714908242908e-10,3.6766561917993863e-10,1.7970024198835484e-09,3.905346978345341e-10,8.036818591580389e-10,8.583913778194483e-10
2012,1.0229943053933051e-06,5.764013076360795e-10,3.691506753056295e-10,1.632983605480222e-09,3.583533925948552e-10,7.466575849665194e-10,7.325493267540395e-10
2013,1.0260266906568307e-06,7.015193346861435e-10,4.1751433114372334e-10,1.4431384975921446e-09,4.1349922097477787e-10,6.356819594520249e-10,7.792420795928377e-10
2014,1.0177667734621667e-06,9.59421320168019e-10,3.993559119310129e-10,1.410988960591299e-09,4.2286225513229626e-10,6.37620900523217e-10,8.397055550890542e-10
2015,9.78524367058396e-07,1.029056316350006e-09,3.5786482755325745e-10,1.3928956638891471e-09,4.129780565139843e-10,5.592318473381295e-10,8.597665397085714e-10
2016,9.129296277673607e-07,1.1654134720754224e-09,1.9817615257156085e-10,1.5694100860156164e-09,5.974351569015823e-10,4.744321959103206e-10,7.1280763434624e-10
2017,8.656538265465011e-07,1.3166631396277495e-09,2.2165308708836187e-10,1.3485810153775664e-09,6.683504097382276e-10,4.102178643069128e-10,6.739939116077546e-10
2018,8.633084803477687e-07,1.4695067163117415e-09,2.4648563745621743e-10,1.462312682054545e-09,7.565250009777813e-10,3.9477109914365373e-10,7.437991333958394e-10
2019,8.889699216751978e-07,1.7527806428496717e-09,2.707280441494042e-10,1.4541008258595056e-09,8.802429930787614e-10,4.2805061578610193e-10,8.456461642047941e-10
