ngram,Qt,Qit,Qtf,Qtw,Qto,Qtv,Qrt
1787,1.4743578853020673e-07,4.293712052572118e-09,7.568977317922482e-09,0.0,7.55085657492113e-09,0.0,4.2427553533944516e-09
1788,1.4137614000121956e-07,5.600264125454097e-09,7.568977317922482e-09,0.0,8.251443845657441e-09,0.0,4.2427553533944516e-09
1789,1.392350747713473e-07,6.7636489425077735e-09,6.574228653529904e-09,0.0,1.0578213479764794e-08,0.0,4.2427553533944516e-09
1790,1.3951585689905448e-07,7.868497345750062e-09,4.399629613008724e-09,0.0,1.506780262466074e-08,0.0,5.34760375663674e-09
1791,1.4705671499573976e-07,7.289991467627845e-09,4.399629613008724e-09,0.0,1.506780262466074e-08,1.0859662375699892e-09,4.769097878514523e-09
1792,1.5919884686711937e-07,9.46651557143241e-09,1.163384817053676e-09,0.0,1.615606467656302e-08,1.0859662375699892e-09,5.8573599304168056e-09
1793,1.5353362771617996e-07,1.207050573778393e-08,1.163384817053676e-09,0.0,1.8128108918753176e-08,1.0859662375699892e-09,7.829404172606961e-09
1794,1.470036770407595e-07,1.1779349686134668e-08,2.1613703842555357e-09,0.0,1.9832923874625e-08,2.083951804771849e-09,5.2511209349047155e-09
1795,1.5950977529298272e-07,1.1386069737844601e-08,2.1613703842555357e-09,0.0,1.7219819728861045e-08,2.083951804771849e-09,5.2511209349047155e-09
1796,1.614526823345841e-07,1.1170846533506814e-08,9.979855672018596e-10,0.0,1.5841211707469582e-08,2.083951804771849e-09,7.147444160336493e-09
1797,1.6758590045843187e-07,1.063292178114596e-08,2.131832868964726e-09,0.0,1.2104737466346803e-08,2.083951804771849e-09,7.176443058857071e-09
1798,1.462154323965998e-07,1.0125612221705588e-08,2.131832868964726e-09,0.0,1.326205082260604e-08,1.5766422453314784e-09,7.247790177546319e-09
1799,1.3568276711696724e-07,9.150627303508178e-09,3.33337205457188e-09,0.0,1.758071497905332e-08,2.1774118381350557e-09,6.760297718447614e-09
1800,1.4542957517603229e-07,6.44153061049987e-09,3.745035963882109e-09,0.0,1.5608670736863165e-08,2.1774118381350557e-09,4.788253476257458e-09
1801,1.4139604839361448e-07,5.907885514133682e-09,3.6757313383515923e-09,0.0,2.1924622606306343e-07,1.1794262709331959e-09,4.788253476257458e-09
1802,1.3275537469326082e-07,5.428740187543976e-09,4.109858136353799e-09,0.0,2.2358749397964418e-07,1.1794262709331959e-09,5.2223802742596655e-09
1803,1.3394046253064777e-07,5.182578493340933e-09,4.4608580956102224e-09,0.0,2.24043332203954e-07,1.1794262709331959e-09,3.6770570080843103e-09
1804,1.259937028359153e-07,4.9207323929830895e-09,3.327010793847356e-09,0.0,2.23517182413551e-07,1.1794262709331959e-09,3.763519908415804e-09
1805,1.328208410557506e-07,4.601753216577314e-09,3.846365797295042e-09,0.0,2.244372890710825e-07,6.00769592803577e-10,2.606206552156566e-09
1806,1.2627271165196623e-07,4.692964572505787e-09,3.1619268156138756e-09,0.0,2.223915142199725e-07,0.0,2.781087233521313e-09
1807,1.1225671719168012e-07,3.6671940087781454e-09,2.959484133948008e-09,0.0,2.2511139010004756e-07,0.0,2.781087233521313e-09
1808,1.1174220507622782e-07,3.4382167271981447e-09,2.0308031922766645e-09,0.0,2.2716415669167744e-08,0.0,3.487176769567668e-09
1809,1.0928524472676924e-07,3.72778918844574e-09,1.9585260238993587e-09,0.0,2.2174568974670754e-08,0.0,3.233974786377912e-09
1810,1.036736309499377e-07,3.2437269219849033e-09,2.043401368746954e-09,0.0,2.382169623465253e-08,0.0,3.1009124791734978e-09
1811,9.9763179304903e-08,3.407417253115901e-09,2.2777853095742475e-09,2.343839408272938e-10,2.2292524270994818e-08,0.0,1.8806022770791385e-09
1812,9.159857837305805e-08,3.863864561637342e-09,1.758430306126562e-09,2.343839408272938e-10,2.3079603498185212e-08,2.3870825950820876e-10,2.1193105365873474e-09
1813,9.632373324361002e-08,3.1530522002855476e-09,1.4353095061687376e-09,4.283633447954571e-10,2.0494369756818287e-08,2.3870825950820876e-10,1.7316190703553502e-09
1814,9.568238924982455e-08,3.3617472456575523e-09,1.2260882785243764e-09,4.283633447954571e-10,2.0281991578282747e-08,4.4766639601639165e-10,2.149535343371716e-09
1815,9.153744124595115e-08,3.3195247661765848e-09,1.41922898829908e-09,4.283633447954571e-10,1.739743904494162e-08,4.4766639601639165e-10,1.4434458073253609e-09
1816,8.619174707291677e-08,2.5958255069267823e-09,1.4377247963588096e-09,4.283633447954571e-10,1.416853599524513e-08,6.37839114858707e-10,1.4526937113552257e-09
1817,8.828725433269418e-08,2.7205829969797637e-09,1.1731970633072869e-09,5.997109158479524e-10,1.2145494324552634e-08,6.37839114858707e-10,1.2347560593032166e-09
1818,8.474831198717376e-08,2.7889196983567543e-09,9.38813122479993e-10,5.443618413179609e-10,9.45657282639242e-09,6.37839114858707e-10,1.2347560593032166e-09
1819,8.198988155072584e-08,2.2230923292708228e-09,9.38813122479993e-10,5.443618413179609e-10,8.39564294276483e-09,3.9913085535049827e-10,1.4469401391333951e-09
1820,7.457767635189936e-08,2.08334494100626e-09,7.448337185118297e-10,3.5038243734979753e-10,9.093694717878163e-09,3.9913085535049827e-10,1.206378267123601e-09
1821,7.219643346648549e-08,1.92253717707607e-09,8.733879730549177e-10,3.5038243734979753e-10,7.743185299296279e-09,1.901727188423154e-10,1.1741247656666636e-09
1822,7.140996517916522e-08,2.2284720735399333e-09,9.297850663994975e-10,4.751513389094392e-10,8.637040701689865e-09,3.1494162040195713e-10,1.2988936672263053e-09
1823,7.183314311630187e-08,2.3689348419405778e-09,6.899023971155113e-10,4.751513389094392e-10,9.330687429048062e-09,1.2476890155964171e-10,1.5301092694462527e-09
1824,6.943629366722754e-08,2.0262396998355872e-09,7.867948594229648e-10,3.03803767856944e-10,1.1119122353012552e-08,1.2476890155964171e-10,1.9324693194861756e-09
1825,6.849204632024858e-08,2.122219114727589e-09,9.134116637657793e-10,1.2476890155964171e-10,1.1267519837789206e-08,1.2476890155964171e-10,2.0590861238289904e-09
1826,6.558691215527038e-08,2.9199076172809716e-09,9.134116637657793e-10,1.2476890155964171e-10,1.0767431105459683e-08,1.2476890155964171e-10,1.8451902704187871e-09
1827,6.142881149782755e-08,2.8959992499315898e-09,1.0179822699082512e-09,2.2933950770211353e-10,9.293461714473698e-09,1.2476890155964171e-10,1.8023639406347262e-09
1828,6.000530662829209e-08,3.3008666117899973e-09,9.997573245458723e-10,2.2933950770211353e-10,9.350095776992719e-09,1.2476890155964171e-10,1.7476891045475895e-09
1829,5.7634883786152254e-08,2.8720652840113256e-09,8.204937998864839e-10,1.0457060614247179e-10,7.385352551736446e-09,0.0,1.6931944814478429e-09
1830,5.33251649821003e-08,2.9222115996826605e-09,6.800310314858393e-10,2.9517969021445166e-10,6.597710346310594e-09,0.0,1.36711070242157e-09
1831,4.7395854859847275e-08,3.108000920118822e-09,7.833696389982135e-10,2.9517969021445166e-10,4.338557989060275e-09,0.0,1.2434346488962182e-09
1832,4.5119580452787234e-08,2.6452158400199923e-09,7.419022935677739e-10,2.9517969021445166e-10,4.172688607338517e-09,0.0,1.2019673034657785e-09
1833,4.375758270011179e-08,1.862186420937511e-09,9.068588181980277e-10,3.7765795252957853e-10,3.3640775562052536e-09,0.0,1.0474490798527215e-09
1834,4.359934584791907e-08,1.5269641900112723e-09,9.684085993428531e-10,2.730873463871067e-10,4.028559105354443e-09,1.6612038728729724e-10,1.1920590546411957e-09
1835,4.265445850494741e-08,1.2001219224749044e-09,8.58079290162144e-10,2.730873463871067e-10,3.820337601823098e-09,1.6612038728729724e-10,8.610711191689039e-10
1836,4.1569695241605586e-08,1.5051535256256037e-09,8.628661911964335e-10,2.730873463871067e-10,4.665158132815301e-09,1.6612038728729724e-10,8.658580202031934e-10
1837,4.198116850976216e-08,1.6243100832623115e-09,1.0177490120507775e-09,8.247826231512688e-11,4.420959661847032e-09,1.6612038728729724e-10,9.254362990215473e-10
1838,4.22117771847752e-08,1.7438237520650546e-09,7.224961184881806e-10,2.351297569345791e-10,4.168894658056794e-09,1.6612038728729724e-10,8.757295523663191e-10
1839,4.452002246223076e-08,1.6493062709217148e-09,7.131280962572159e-10,2.351297569345791e-10,4.131422569132935e-09,1.6612038728729724e-10,9.421429668167646e-10
1840,4.484143799134342e-08,1.559935712349057e-09,6.993435037421542e-10,1.5265149461945223e-10,1.5201205468987463e-08,1.6612038728729724e-10,1.0108366366168298e-09
1841,4.492360261565409e-08,1.756785962734954e-09,6.032007274622434e-10,1.5265149461945223e-10,1.5726343243522526e-08,1.3995522201477277e-10,9.016112777006567e-10
1842,4.567955867530925e-08,1.4824677993122544e-09,6.032007274622434e-10,1.5265149461945223e-10,1.5329096817292713e-08,1.3995522201477277e-10,1.0232421576716888e-09
1843,4.9503021110857455e-08,1.6973326870990085e-09,5.937140779010974e-10,1.5265149461945223e-10,2.823612819748332e-08,1.3995522201477277e-10,1.210479097909659e-09
1844,5.1195912017679545e-08,1.5879156085268115e-09,5.723969710911905e-10,1.5265149461945223e-10,2.8738415393446204e-08,1.3995522201477277e-10,1.3227277051441888e-09
1845,5.0762276921594614e-08,1.2826126192879072e-09,5.628099890892762e-10,0.0,2.8967022526669795e-08,1.3995522201477277e-10,1.4941830312713883e-09
1846,4.978196445547058e-08,1.4677131811500844e-09,6.174695516796597e-10,0.0,2.9446542791435248e-08,1.3995522201477277e-10,1.4730611571803616e-09
1847,5.335705870785594e-08,1.9981818501411753e-09,7.08719479928074e-10,0.0,1.945763239419307e-08,1.3995522201477277e-10,1.564311085428776e-09
1848,5.5643258381873495e-08,1.882334423251665e-09,1.4590569863415226e-09,0.0,1.8814889836603144e-08,0.0,1.8618572636012028e-09
1849,5.994893775047266e-08,2.251435276307794e-09,1.942712831873702e-09,5.3739536630205616e-11,1.9012828454480413e-08,0.0,1.9014449935207877e-09
1850,6.13498762902509e-08,1.993553877532861e-09,2.1619577715372073e-09,5.3739536630205616e-11,5.739397972754594e-09,9.493981791207164e-11,2.113845947488662e-09
1851,6.431091037484293e-08,2.025348285908787e-09,2.167677846744352e-09,5.3739536630205616e-11,6.304787168533364e-09,1.4136841300757145e-10,2.264571887154533e-09
1852,6.953112016308946e-08,2.3287177107280043e-09,2.151500652239743e-09,1.5486267823661137e-10,6.428177482372835e-09,1.4136841300757145e-10,2.167508735987208e-09
1853,7.203356692083876e-08,2.405651106889601e-09,2.117578334903669e-09,2.0312201920447137e-10,6.465940291125857e-09,1.4136841300757145e-10,2.374883131420599e-09
1854,7.142701211445715e-08,2.2036113568800276e-09,1.875156474540063e-09,2.0312201920447137e-10,5.698227984700972e-09,1.4136841300757145e-10,2.687981726090527e-09
1855,7.423615195583417e-08,2.2495553356601963e-09,1.15984485507933e-09,2.556237681845224e-10,6.253887947187715e-09,1.4136841300757145e-10,2.88050131366394e-09
1856,7.483694527568982e-08,2.1675306628919445e-09,7.755866187381904e-10,2.0188423155431678e-10,6.690265040378205e-09,1.4136841300757145e-10,3.216270741798358e-09
1857,7.685767298783373e-08,2.0277781993221264e-09,7.314382829573926e-10,2.0188423155431678e-10,6.652759930249528e-09,9.456282185864901e-11,3.3673165842986107e-09
1858,7.714957104911133e-08,2.141256315115113e-09,6.497560069350174e-10,2.0188423155431678e-10,6.2168120175597e-09,1.0573773999235568e-10,3.352683813113393e-09
1859,7.857875772288025e-08,1.8988162788145603e-09,5.991944361318145e-10,1.0076108994791103e-10,6.4125230205190425e-09,1.0573773999235568e-10,3.597678916682818e-09
1860,7.937448945735273e-08,2.048962555178946e-09,7.466565897308795e-10,1.1349695786374729e-10,6.324056706879284e-09,1.0573773999235568e-10,3.564839566396115e-09
1861,8.099604542621819e-08,1.9273810801325097e-09,8.596299505558846e-10,1.1349695786374729e-10,6.137380445129079e-09,1.0573773999235568e-10,3.6306726196906017e-09
1862,8.02111149563903e-08,2.1631202543456342e-09,8.103447238624487e-10,6.099520888369625e-11,5.814899482560674e-09,1.614560112590218e-10,3.613552600002988e-09
1863,8.04147057514066e-08,2.0061801585060023e-09,8.064228768882892e-10,6.099520888369625e-11,5.240759699225756e-09,1.614560112590218e-10,3.4984676108454747e-09
1864,7.991425832187815e-08,2.1904042230807316e-09,6.599419859793748e-10,6.099520888369625e-11,5.4606486951261755e-09,1.6041690594928833e-10,3.202388544819103e-09
1865,8.099102188907636e-08,2.0216893397468586e-09,6.907915747359336e-10,6.099520888369625e-11,4.994634959589104e-09,1.470399437129645e-10,2.9318436012282234e-09
1866,7.950450253702002e-08,2.226197670651686e-09,7.350311946398489e-10,6.099520888369625e-11,5.2918536536899245e-09,1.9127956361687992e-10,2.7373960320709045e-09
1867,8.100593821122207e-08,2.083935658957005e-09,5.774752739487862e-10,4.321245742186111e-11,5.899497366814086e-09,1.9127956361687992e-10,2.821332096519009e-09
1868,8.47340838764207e-08,2.1599958329890765e-09,4.645019131237811e-10,4.321245742186111e-11,6.3536246422809685e-09,2.8090295962306707e-10,2.424037074241373e-09
1869,8.668156681324035e-08,1.9913508619850973e-09,4.879554141698098e-10,1.2238422973455598e-10,6.444458395498438e-09,2.6477057451274836e-10,2.0882373052977243e-09
1870,8.652556817066528e-08,2.053818099716815e-09,4.769525726747556e-10,1.2238422973455598e-10,6.45191141782472e-09,2.6477057451274836e-10,1.9175165661649326e-09
1871,8.619423701767509e-08,1.8393613774949002e-09,5.044905128569001e-10,1.6296029208590872e-10,5.996921721112309e-09,2.582515154106854e-10,1.9530352652579505e-09
1872,8.750011915026334e-08,1.908165435184271e-09,4.569891211479517e-10,1.6296029208590872e-10,6.745530610276416e-09,2.549766746946196e-10,2.0251141715935515e-09
1873,8.52195764114835e-08,1.8767802391548928e-09,4.907670063986863e-10,1.6296029208590872e-10,6.414484308793687e-09,2.1073705479070425e-10,2.2173197246542843e-09
1874,9.17812335338957e-08,1.7297841571815654e-09,5.235642316517694e-10,1.5948854935134348e-10,6.108156647144369e-09,2.1073705479070425e-10,1.9873704745368823e-09
1875,9.159994160004966e-08,1.6922108159178606e-09,6.037942923420303e-10,1.5948854935134348e-10,5.594286304041621e-09,1.2111365878451708e-10,1.9638871322819843e-09
1876,9.288726943168513e-08,1.7984294688387438e-09,5.629545044413423e-10,1.1864876145065547e-10,5.336708535403594e-09,1.1985975704017652e-10,2.070105785202868e-09
1877,9.76631042703957e-08,1.7197690731813558e-09,5.134332562281177e-10,1.536004339592572e-10,5.779378689904238e-09,1.8976310205737994e-10,2.208440208484319e-09
1878,9.990023589320377e-08,1.7388916179988151e-09,5.005611560169956e-10,1.1302437160790443e-10,5.836746324356617e-09,1.491870397060272e-10,2.532677512157022e-09
1879,1.0088406960611402e-07,1.7026642318285212e-09,5.643508834854824e-10,2.1776580935320818e-10,5.458202397993059e-09,1.4314914333267226e-10,2.9563676110352535e-09
1880,1.0389733010437599e-07,2.06057203046482e-09,5.849934267157916e-10,2.8353917626487505e-10,5.4611856624221994e-09,1.4314914333267226e-10,2.5746785180049058e-09
1881,1.0978290175346825e-07,2.1775243988894235e-09,4.657712866189862e-10,2.7536405695321216e-10,5.406460549092376e-09,1.4314914333267226e-10,2.794502819623647e-09
1882,1.0909244504578705e-07,2.245519088133514e-09,4.827699589300088e-10,3.077736359420007e-10,6.108823669137564e-09,1.7555872232146085e-10,2.8207947247845968e-09
1883,1.0651746760816292e-07,2.087057637822909e-09,6.05051116351975e-10,3.3368690747056663e-10,3.2928237216266e-08,2.0147199385002678e-10,2.88719167621362e-09
1884,1.0083832790996894e-07,2.1563865296566777e-09,6.006103511361058e-10,2.9873523496196496e-10,3.2542045439295664e-08,1.620795561255558e-10,3.453002185769906e-09
1885,1.0216378143468319e-07,2.2361692339093307e-09,5.498008239155996e-10,4.1482834627666014e-10,3.4813022940584556e-08,1.620795561255558e-10,3.6923252233478365e-09
1886,1.0152355705323706e-07,2.3577497573360316e-09,4.726480020858911e-10,3.100869085313564e-10,3.52588180874136e-08,1.5475435813768915e-10,3.726003362989973e-09
1887,1.0124859528559682e-07,2.0973970655495985e-09,5.674257274363675e-10,2.7194751014584083e-10,3.548674179906389e-08,1.8238832666384042e-10,4.25241916282967e-09
1888,9.000902118876703e-08,2.1057752208619718e-09,5.944285698587595e-10,2.673847571925998e-10,3.758653248959425e-08,2.0939116908623235e-10,4.386686014434815e-09
1889,9.108130224636365e-08,1.8477147589734955e-09,5.495416264901718e-10,2.6114607302015914e-10,3.7866641758707176e-08,2.0315248491379175e-10,4.604724189251539e-09
1890,9.25166990636431e-08,1.9264046548426806e-09,4.6481555905840214e-10,2.4749219737100047e-10,1.0990421652122353e-08,2.147943033754223e-10,4.888582427753363e-09
1891,9.705924546616578e-08,2.066393183548192e-09,5.111198091751439e-10,2.7309724917997814e-10,1.092389125188577e-08,2.610985534921641e-10,4.53656629722283e-09
1892,9.643602335732534e-08,2.1197858389245182e-09,5.204880019046446e-10,1.5700413786528296e-10,9.861416825986323e-09,3.060417177617022e-10,3.855008804240104e-09
1893,9.694772578378824e-08,2.134647538097413e-09,5.620844087791557e-10,1.8006581146780475e-10,9.316306266120883e-09,3.015147754486287e-10,3.446560418015768e-09
1894,1.0047416968258663e-07,2.178600062257325e-09,3.907384078992239e-10,2.628907072191719e-10,8.840601584125807e-09,2.738808069224774e-10,3.0208124731804074e-09
1895,1.0248947087835144e-07,2.023935622271925e-09,6.81303695999296e-10,2.570590724409223e-10,8.069939066197257e-09,2.8922037978837013e-10,2.8464977835136143e-09
1896,1.0291456829593568e-07,1.970602855497613e-09,6.871031838733594e-10,2.308881776245743e-10,2.6041945806148144e-08,3.5995161414995435e-10,2.6535381035332405e-09
1897,1.0399851849537559e-07,2.2615107247198854e-09,6.297928646846276e-10,2.174503077601031e-10,2.7473153466469772e-08,3.212180501746939e-10,2.161460883292372e-09
1898,1.0318006055903034e-07,2.1480074544452268e-09,5.890540436378647e-10,1.9184525595112538e-10,2.879162057973466e-08,2.8047922912793107e-10,2.049103965871625e-09
1899,1.0835998308168979e-07,2.124827805768551e-09,6.309227346917063e-10,2.2827306909802203e-10,2.767632389932828e-08,2.5374997143184126e-10,2.2208364195261e-09
1900,1.0928666378211866e-07,1.923467543970706e-09,6.340201300477791e-10,2.0521139549550023e-10,2.76761477227946e-08,2.6682950690240913e-10,2.346640707148343e-09
1901,1.1144657666558747e-07,1.7706843134592175e-09,6.633384159420481e-10,1.118892181287531e-10,4.209636220561411e-08,3.011028807239516e-10,2.4242731790278883e-09
1902,1.1255338299471467e-07,1.721842684305435e-09,4.1464344656207327e-10,9.071801048461075e-11,4.035690416768846e-08,2.9319704600691155e-10,2.6020825652902803e-09
1903,1.1519593812181483e-07,1.8355907111760367e-09,3.7244131390057333e-10,9.071801048461075e-11,2.198843297916499e-08,2.1223406167423875e-10,2.445771886603966e-09
1904,1.1698543797170455e-07,1.4155256807971535e-09,3.697182986349214e-10,8.527197995330686e-11,2.166536277365643e-08,2.384955110385738e-10,2.6164712935943565e-09
1905,1.1917098114671327e-07,1.3279155077126704e-09,3.641356868810952e-10,1.462594291710774e-10,2.183097201426319e-08,2.3291289928474765e-10,2.577182372271685e-09
1906,1.1436399814458906e-07,1.0675229747799823e-09,3.634571502891022e-10,1.0983161602418079e-10,2.189165959620709e-08,2.1469899271129933e-10,2.4995922157497066e-09
1907,1.1580340648314242e-07,1.1573609213856783e-09,3.4977542786743653e-10,1.53782137817566e-10,2.2497612344502775e-08,1.932079575693381e-10,2.764717185347162e-09
1908,1.143747720025853e-07,1.140450813151363e-09,3.3953873145626494e-10,1.5036990501966178e-10,1.3651567432049205e-08,2.001079460863967e-10,2.8748904209611024e-09
1909,1.142131996597787e-07,1.1715138859003105e-09,3.5335162672829005e-10,1.5036990501966178e-10,1.4048034481715734e-08,2.7591943809111644e-10,2.9095820990627477e-09
1910,1.1195929618322355e-07,1.2419480681964095e-09,4.751513815340732e-10,1.6414379478651194e-10,1.3754397240209722e-08,3.1507585231325766e-10,3.750571726206837e-09
1911,1.1123918040669065e-07,1.3191597021083063e-09,5.571431669190322e-10,1.464142467980497e-10,1.250909255544132e-08,2.6563882442915647e-10,3.5899772678403353e-09
1912,1.1095403960683012e-07,1.2659243256837475e-09,5.987199823222409e-10,8.542679758027916e-11,1.1123232557253004e-08,2.495592076244359e-10,3.956673813984171e-09
1913,1.1480088042097642e-07,1.4922568974158018e-09,5.902005114791617e-10,9.97247165798346e-11,1.1268635421605007e-08,2.9245296363183167e-10,3.972792095296995e-09
1914,1.1835928250190721e-07,1.5209509286938173e-09,6.046822606123722e-10,5.5774194786449376e-11,1.0359482573361691e-08,2.924192792670104e-10,4.979847740520833e-09
1915,1.2098628181839948e-07,1.5382262210015897e-09,6.591412336577816e-10,4.204974067358234e-11,4.720965999080054e-09,2.671846394924111e-10,4.70226670300024e-09
1916,1.2402527106912332e-07,1.6425167813162643e-09,6.517144918965251e-10,5.710160320772571e-11,4.538992197972951e-09,1.569365669164467e-10,5.039086227652336e-09
1917,1.2990086365302238e-07,1.6740932846331142e-09,5.419070608914112e-10,4.3327713440875575e-11,4.2157089565262956e-09,1.158067421720104e-10,4.409707900419692e-09
1918,1.3443433033444308e-07,1.6094336260533533e-09,5.015824918107117e-10,4.3730020596718535e-11,4.342820103531153e-09,1.0182881026483364e-10,4.58951229401602e-09
1919,1.3680899054894065e-07,1.735410101336551e-09,5.289521776934742e-10,5.7935767294736706e-11,4.374394211938335e-09,1.442376892527416e-10,4.052648169431247e-09
1920,1.371631494099087e-07,1.6172574866603539e-09,4.984717103370276e-10,4.3637848295181265e-11,4.157261677763456e-09,1.2454558812840284e-10,3.880813432515546e-09
1921,1.3398750350493822e-07,1.6071651469979592e-09,5.940589151550871e-10,4.3637848295181265e-11,4.7757557273899104e-09,1.3804070684139295e-10,2.3415965515789186e-09
1922,1.3037000355455219e-07,1.746292491563598e-09,6.43334348095413e-10,4.3637848295181265e-11,4.627986057873354e-09,2.187071684470584e-10,2.335329675671817e-09
1923,1.3028079795926066e-07,1.7604987150627543e-09,6.662888118220372e-10,7.769287495097897e-11,4.115377118450527e-09,2.6781405763699947e-10,1.9383386641789814e-09
1924,1.3641515498160777e-07,1.882384327776622e-09,8.581511136616728e-10,1.265359354994468e-10,5.074392588661729e-09,3.2711291611927807e-10,1.8753077979383193e-09
1925,1.383562135970351e-07,1.948498140613708e-09,1.007676727774306e-09,1.1215569643642707e-10,5.011052144660815e-09,3.501180912650932e-10,1.7889782512524123e-09
1926,1.3410485471305427e-07,1.990793212820157e-09,1.0228513195161985e-09,1.2087291286925047e-10,4.628143677822192e-09,3.391410307347036e-10,1.9600938967150635e-09
1927,1.3931999883912534e-07,2.0562286952495258e-09,1.1124150013839896e-09,1.4361129150954254e-10,4.70658873779379e-09,4.0689289041281485e-10,1.9336493041675696e-09
1928,1.4221345168152766e-07,2.0541285656554872e-09,9.893643245931623e-10,1.664207779520207e-10,4.06482473077777e-09,4.24400255018474e-10,2.026488247050143e-09
1929,1.7708362776147624e-07,1.919431296444023e-09,9.455997453309907e-10,1.664207779520207e-10,6.281706646912458e-09,3.5308086811434794e-10,2.1102871513737196e-09
1930,2.0626470233407546e-07,2.1394364851141337e-09,9.835229257999195e-10,1.445412817213665e-10,6.392802255815257e-09,3.312013718836937e-10,1.809810000276611e-09
1931,1.9827711180856307e-07,2.1439986135669234e-09,9.211272181516453e-10,1.219312309849333e-10,5.45398212306988e-09,2.841697888904855e-10,1.8016917957552891e-09
1932,1.9552271522473218e-07,2.009157919401007e-09,8.795833704246445e-10,1.219312309849333e-10,5.349165396343178e-09,2.611646137446704e-10,1.6457601472095818e-09
1933,2.0232797380361133e-07,1.94283099132418e-09,9.27138671391603e-10,9.900826785409172e-11,5.1450564761016236e-09,2.6165300481828524e-10,1.5111527109011392e-09
1934,1.9729970647728935e-07,2.0752037072873416e-09,8.578415240061738e-10,7.626988921379966e-11,4.754717001073264e-09,2.6057098938865e-10,2.4079741534066557e-09
1935,2.00687186488072e-07,2.1131897025889704e-09,9.677788808432857e-10,5.346040277132147e-11,4.679242707591616e-09,2.8161901382312797e-10,2.891581085684436e-09
1936,1.6629990032665125e-07,2.157804141716164e-09,9.294479868288924e-10,7.439783511475895e-11,2.623527141563743e-09,2.772706489010243e-10,2.7643477031245668e-09
1937,1.429843255859201e-07,1.9819049100279683e-09,1.0401776186417878e-09,6.961285912789248e-11,2.3769981538634966e-09,3.173705108240808e-10,2.730852877164125e-09
1938,1.4017139246139516e-07,1.670938007006636e-09,1.0132930605699642e-09,6.513210011010223e-11,2.087131927603585e-09,3.9989875498326807e-10,2.6035170368794117e-09
1939,1.423161332273334e-07,1.9012381351808064e-09,9.971544938964477e-10,6.513210011010223e-11,1.932886216162087e-09,4.49686805649639e-10,2.588629247465438e-09
1940,1.3727048602569474e-07,2.004878961260813e-09,1.0671237306501625e-09,1.1671862484455683e-10,1.956521151440833e-09,4.2914575068156834e-10,2.4653829136919316e-09
1941,1.3423374310507696e-07,2.0263822366116203e-09,1.0875665130376839e-09,1.1671862484455683e-10,2.1108065930062837e-09,3.6685282192979885e-10,1.630021387707562e-09
1942,1.3109413288248106e-07,2.0612964985693746e-09,1.0814584624644193e-09,1.4162667070851042e-10,2.317391469196041e-09,3.250938704743181e-10,1.314749769371864e-09
1943,1.3540391563537924e-07,2.0250964556061443e-09,1.0615528178714584e-09,1.4214256359247812e-10,2.201568847860967e-09,3.256097633582858e-10,1.4036584275852908e-09
1944,1.3579944026430114e-07,2.1851856673344675e-09,8.716001928136105e-10,1.5764279167765745e-10,2.560168727810159e-09,2.772538310047423e-10,1.4552460506475233e-09
1945,1.3765841292264929e-07,2.339196296980666e-09,8.161643702145735e-10,1.546599614250204e-10,3.781925899432841e-09,2.6233968172409815e-10,1.440331901366879e-09
1946,1.3907600658415375e-07,2.3050939252604915e-09,1.0474066177871118e-09,1.8775616973863508e-10,4.385284865396752e-09,5.766099383678177e-10,1.646680125588773e-09
1947,1.5441853459411243e-07,2.350591975032655e-09,9.477230706560797e-10,1.6928359706077804e-10,4.38494317047043e-09,6.004876021029456e-10,2.8495926253567306e-09
1948,1.6008095014642875e-07,2.265670571789867e-09,9.400087890616098e-10,1.8638359704820877e-10,4.531707485457202e-09,6.41309031672905e-10,3.2616640499583127e-09
1949,1.6217268442427928e-07,2.3670200402900068e-09,8.075666722641626e-10,1.614755511842552e-10,4.908762761348027e-09,6.67419472863021e-10,3.262178939676476e-09
1950,1.688159727564198e-07,2.5032729064225887e-09,8.8309985118202e-10,1.5694220129829668e-10,4.890309014880602e-09,6.798060983185092e-10,3.166085520740174e-09
1951,1.7282799547047034e-07,2.49236461627841e-09,1.0247750624272e-09,1.520977530430504e-10,4.976273076146802e-09,7.601293642142285e-10,6.134827804490531e-09
1952,1.7854764727027422e-07,2.574639612618057e-09,1.1065368740340427e-09,1.4901228168051617e-10,4.685468996917004e-09,8.231217532969229e-10,6.291923886665123e-09
1953,1.7971797205973417e-07,2.730902710317602e-09,8.671335990520898e-10,1.1591607336690148e-10,5.28578434990022e-09,5.218203924517439e-10,6.60164388234717e-09
1954,1.7532222784666374e-07,2.814602836512644e-09,8.508054380066251e-10,8.280212131030394e-11,5.3733377112864994e-09,5.447292498025494e-10,5.693966457062263e-09
1955,2.0163135973559421e-07,2.8743706462616305e-09,8.641594543120793e-10,8.019637335162803e-11,5.294025027881486e-09,5.053177539103362e-10,5.525082534342727e-09
1956,2.113275862874226e-07,2.9744687982510445e-09,1.0087693616941555e-09,1.6100440821834435e-10,1.1420143687855346e-08,5.620433107018335e-10,5.379903046863279e-09
1957,2.1254015588770665e-07,3.08649093584888e-09,1.0687416903846066e-09,1.440844328768977e-10,1.1808351502955766e-08,5.919219895979464e-10,5.707493604718244e-09
