ngram,meaning,meanng,mening,meainng
1557,5.328854344302921e-05,0.0,1.4067402454592021e-05,0.0
1558,2.5321175469019052e-05,0.0,9.345008168436055e-06,0.0
1559,1.8052850334372905e-05,0.0,9.345008168436055e-06,0.0
1560,2.4334514039635125e-05,0.0,9.345008168436055e-06,0.0
1561,2.4334514039635125e-05,0.0,9.345008168436055e-06,0.0
1562,2.4284033185852293e-05,0.0,9.345008168436055e-06,0.0
1563,2.16160259307279e-05,0.0,9.345008168436055e-06,0.0
1564,2.7977672678909065e-05,0.0,0.0,0.0
1565,2.524947805276107e-05,0.0,0.0,0.0
1566,2.9979055268216014e-05,0.0,0.0,0.0
1567,2.710937808712645e-05,0.0,0.0,0.0
1568,2.710937808712645e-05,0.0,0.0,0.0
1569,3.543723414622946e-05,0.0,0.0,0.0
1570,3.649362471540891e-05,0.0,0.0,0.0
1571,5.465049577781299e-05,0.0,0.0,0.0
1572,5.7770260614883485e-05,0.0,0.0,0.0
1573,5.45118414915383e-05,0.0,0.0,0.0
1574,6.744120154118198e-05,0.0,0.0,0.0
1575,7.121304029819189e-05,0.0,0.0,0.0
1576,7.645561202350239e-05,0.0,0.0,0.0
1577,9.280493031837977e-05,0.0,0.0,0.0
1578,7.310467481147498e-05,0.0,0.0,0.0
1579,8.809404503803567e-05,0.0,0.0,0.0
1580,0.000129530733829597,0.0,0.0,0.0
1581,0.00012149569062915231,0.0,0.0,0.0
1582,0.00013783495835793604,0.0,0.0,0.0
1583,0.0001380115157059793,0.0,2.403113025398592e-07,0.0
1584,0.00012734407781473628,0.0,2.403113025398592e-07,0.0
1585,0.00013252787383472814,0.0,2.403113025398592e-07,0.0
1586,0.00011801320787136709,0.0,2.403113025398592e-07,0.0
1587,7.931418752247867e-05,0.0,2.403113025398592e-07,0.0
1588,8.506750600645319e-05,0.0,2.403113025398592e-07,0.0
1589,8.736357579307099e-05,0.0,2.403113025398592e-07,0.0
1590,8.279996836790815e-05,0.0,0.0,0.0
1591,8.360307973427033e-05,0.0,0.0,0.0
1592,8.255559857518944e-05,0.0,0.0,0.0
1593,8.945513608133686e-05,0.0,0.0,0.0
1594,8.83844040799886e-05,0.0,0.0,0.0
1595,8.288992674871614e-05,0.0,0.0,0.0
1596,6.658487888801443e-05,0.0,0.0,0.0
1597,6.110979770060762e-05,0.0,0.0,0.0
1598,8.33697927841318e-05,0.0,0.0,0.0
1599,8.997948680189438e-05,0.0,1.1791114827376856e-07,0.0
1600,9.673946572417793e-05,0.0,1.1791114827376856e-07,0.0
1601,9.516209528166135e-05,0.0,1.1791114827376856e-07,0.0
1602,9.066857871532972e-05,0.0,1.1791114827376856e-07,0.0
1603,9.239654225114333e-05,0.0,1.1791114827376856e-07,0.0
1604,9.534903542122006e-05,0.0,1.1791114827376856e-07,0.0
1605,8.994158945694965e-05,0.0,1.1791114827376856e-07,0.0
1606,8.502797209075652e-05,0.0,0.0,0.0
1607,7.971793976529235e-05,0.0,0.0,0.0
1608,7.215690779308456e-05,0.0,0.0,0.0
1609,7.733030491051198e-05,0.0,1.886739775207908e-07,0.0
1610,8.249993568045153e-05,0.0,1.886739775207908e-07,0.0
1611,8.682626061532314e-05,0.0,1.886739775207908e-07,0.0
1612,6.547471691322113e-05,0.0,1.886739775207908e-07,0.0
1613,7.384150999964081e-05,0.0,1.886739775207908e-07,0.0
1614,7.211545848154597e-05,0.0,1.886739775207908e-07,0.0
1615,8.323360634676646e-05,0.0,1.886739775207908e-07,0.0
1616,8.408046856597398e-05,0.0,0.0,0.0
1617,7.478698587094965e-05,0.0,0.0,0.0
1618,6.625154752068088e-05,0.0,0.0,0.0
1619,7.73840233055775e-05,0.0,0.0,0.0
1620,7.06567238272068e-05,0.0,0.0,0.0
1621,7.578277005190362e-05,0.0,0.0,0.0
1622,7.979661131685134e-05,0.0,0.0,0.0
1623,7.697890734042241e-05,0.0,0.0,0.0
1624,7.715530435754252e-05,0.0,0.0,0.0
1625,8.485387245725309e-05,0.0,0.0,0.0
1626,8.147585633975853e-05,0.0,0.0,0.0
1627,8.963644047201212e-05,0.0,0.0,0.0
1628,8.818095687144835e-05,0.0,0.0,0.0
1629,8.076932655447828e-05,0.0,0.0,0.0
1630,8.341377854646583e-05,0.0,0.0,0.0
1631,9.687521690336456e-05,0.0,0.0,0.0
1632,9.17823999770917e-05,0.0,0.0,0.0
1633,9.643369516457565e-05,0.0,0.0,0.0
1634,8.585641626268625e-05,0.0,0.0,0.0
1635,8.17639977737729e-05,0.0,0.0,0.0
1636,7.71795613608057e-05,0.0,0.0,0.0
1637,7.31868962507828e-05,0.0,0.0,0.0
1638,6.654909209048907e-05,0.0,0.0,0.0
1639,6.70470523930687e-05,0.0,0.0,0.0
1640,5.638749904132315e-05,0.0,0.0,0.0
1641,5.571124763394307e-05,0.0,0.0,0.0
1642,6.631772079604811e-05,0.0,0.0,0.0
1643,6.790210786026105e-05,0.0,0.0,0.0
1644,7.270052914723888e-05,0.0,0.0,0.0
1645,8.40477145434956e-05,0.0,0.0,0.0
1646,8.420483157221627e-05,0.0,0.0,0.0
1647,8.863785738607735e-05,0.0,0.0,0.0
1648,9.287448223663628e-05,0.0,0.0,0.0
1649,8.921270689045611e-05,0.0,0.0,0.0
1650,9.164685928096463e-05,0.0,0.0,0.0
1651,9.23174894913765e-05,0.0,0.0,0.0
1652,8.262308256234974e-05,0.0,0.0,0.0
1653,8.134498109159592e-05,0.0,0.0,0.0
1654,8.017279729496554e-05,0.0,0.0,0.0
1655,7.847578620255393e-05,0.0,0.0,0.0
1656,6.957321082674233e-05,0.0,0.0,0.0
1657,7.061105965736456e-05,0.0,0.0,0.0
1658,7.090424644827311e-05,0.0,0.0,0.0
1659,6.597581679151128e-05,0.0,0.0,0.0
1660,6.776730983152188e-05,0.0,0.0,0.0
1661,6.490683101999042e-05,0.0,0.0,0.0
1662,6.660856940600622e-05,0.0,0.0,0.0
1663,6.553698403877206e-05,0.0,0.0,0.0
1664,6.0958735308044455e-05,0.0,0.0,0.0
1665,5.800066667559024e-05,0.0,0.0,0.0
1666,5.887931339592407e-05,0.0,0.0,0.0
1667,6.139741526567377e-05,0.0,0.0,0.0
1668,6.734844334589849e-05,0.0,0.0,0.0
1669,6.433391432178073e-05,0.0,2.995409228593157e-08,0.0
1670,6.317146055932556e-05,0.0,2.995409228593157e-08,0.0
1671,7.104125896668328e-05,0.0,2.995409228593157e-08,0.0
1672,7.525103553364585e-05,0.0,2.995409228593157e-08,0.0
1673,7.792760308283115e-05,0.0,2.995409228593157e-08,0.0
1674,7.707891979537505e-05,0.0,2.995409228593157e-08,0.0
1675,7.639760016380543e-05,0.0,2.995409228593157e-08,0.0
1676,7.589421927280325e-05,0.0,0.0,0.0
1677,7.878739831669788e-05,0.0,0.0,0.0
1678,7.24560533334235e-05,0.0,0.0,0.0
1679,6.844491144875064e-05,0.0,0.0,0.0
1680,6.765046314935066e-05,0.0,0.0,0.0
1681,6.624647461909003e-05,0.0,0.0,0.0
1682,6.365969862339885e-05,2.016103297007378e-08,0.0,0.0
1683,6.088883726209003e-05,2.016103297007378e-08,0.0,0.0
1684,6.142099768372386e-05,2.016103297007378e-08,0.0,0.0
1685,6.244200475131427e-05,2.016103297007378e-08,0.0,0.0
1686,6.589111425065701e-05,2.016103297007378e-08,0.0,0.0
1687,6.381614574430776e-05,2.016103297007378e-08,0.0,0.0
1688,5.9872886985041464e-05,2.016103297007378e-08,0.0,0.0
1689,5.833418202070918e-05,0.0,0.0,0.0
1690,5.859939379401372e-05,0.0,0.0,0.0
1691,5.7276731760274356e-05,0.0,0.0,0.0
1692,6.334726484575575e-05,0.0,0.0,0.0
1693,6.0155280412540636e-05,0.0,0.0,0.0
1694,6.054942007592347e-05,0.0,0.0,0.0
1695,6.192020269476675e-05,0.0,0.0,0.0
1696,6.234404437626446e-05,0.0,0.0,0.0
1697,6.514883144908319e-05,0.0,0.0,0.0
1698,7.225219919096812e-05,1.0371270572509924e-08,0.0,0.0
1699,6.439146922535397e-05,1.0371270572509924e-08,0.0,0.0
1700,6.247136947682261e-05,1.0371270572509924e-08,0.0,0.0
1701,6.270922936632164e-05,1.0371270572509924e-08,0.0,0.0
1702,6.348073968963166e-05,1.0371270572509924e-08,0.0,0.0
1703,6.480395157788215e-05,1.0371270572509924e-08,1.104120985116554e-08,0.0
1704,5.992848049832641e-05,1.9033037241505165e-08,1.104120985116554e-08,0.0
1705,5.259107482353491e-05,8.66176666899524e-09,1.104120985116554e-08,0.0
1706,5.0917049000937755e-05,8.66176666899524e-09,1.104120985116554e-08,0.0
1707,5.080904416640156e-05,8.66176666899524e-09,4.749856888760665e-08,0.0
1708,4.770345965100985e-05,8.66176666899524e-09,4.749856888760665e-08,0.0
1709,4.441197649742078e-05,8.66176666899524e-09,4.749856888760665e-08,0.0
1710,4.147200369126429e-05,8.66176666899524e-09,3.645735903644111e-08,0.0
1711,4.464725082341049e-05,0.0,3.645735903644111e-08,0.0
1712,4.12156743030729e-05,0.0,3.645735903644111e-08,0.0
1713,4.217419648609523e-05,0.0,3.645735903644111e-08,0.0
1714,4.10848026928891e-05,0.0,0.0,0.0
1715,4.015206910220773e-05,0.0,0.0,0.0
1716,4.144936299001399e-05,0.0,0.0,0.0
1717,4.302976023089806e-05,0.0,7.641405476631137e-09,0.0
1718,4.1021020609020654e-05,7.741756442263587e-09,7.641405476631137e-09,0.0
1719,4.2326743693722945e-05,7.741756442263587e-09,7.641405476631137e-09,0.0
1720,4.130044492610198e-05,7.741756442263587e-09,7.641405476631137e-09,0.0
1721,4.060195923167547e-05,7.741756442263587e-09,7.641405476631137e-09,0.0
1722,4.327943315729499e-05,1.546934313978454e-08,1.5368992174152092e-08,0.0
1723,4.382670158520341e-05,2.1644519319709487e-08,1.5368992174152092e-08,0.0
1724,4.242253583340373e-05,2.1644519319709487e-08,1.9469426198221688e-08,0.0
1725,4.184555135517647e-05,1.39027628774459e-08,1.9469426198221688e-08,0.0
1726,4.1187059520910096e-05,1.39027628774459e-08,1.9469426198221688e-08,0.0
1727,4.349040058774075e-05,1.39027628774459e-08,1.9469426198221688e-08,0.0
1728,4.7606560526349184e-05,1.39027628774459e-08,1.9469426198221688e-08,0.0
1729,4.778889602416062e-05,6.175176179924944e-09,1.1741839500700735e-08,0.0
1730,4.570357227099261e-05,0.0,1.1741839500700735e-08,0.0
1731,4.446083923020134e-05,0.0,1.3933479132382282e-08,0.0
1732,4.42785894847475e-05,0.0,1.3933479132382282e-08,0.0
1733,4.5188907409153346e-05,0.0,1.3933479132382282e-08,0.0
1734,4.357390207587741e-05,0.0,1.3933479132382282e-08,0.0
1735,4.0632355584031234e-05,0.0,1.3933479132382282e-08,0.0
1736,3.695414878685759e-05,0.0,1.3933479132382282e-08,0.0
1737,3.777790620266127e-05,0.0,1.3933479132382282e-08,0.0
1738,3.818117615342739e-05,0.0,0.0,0.0
1739,3.708534365744397e-05,0.0,6.461832973465269e-09,0.0
1740,3.676513395995633e-05,0.0,6.461832973465269e-09,0.0
1741,3.643621857918333e-05,0.0,6.461832973465269e-09,0.0
1742,3.42474348664317e-05,0.0,1.2839205254522312e-08,0.0
1743,3.52484811238745e-05,0.0,2.2470598841956805e-08,0.0
1744,3.6273347047556725e-05,0.0,2.2470598841956805e-08,0.0
1745,3.9054442043249893e-05,0.0,2.8782174865682464e-08,0.0
1746,4.002878371725923e-05,0.0,2.2320341892217195e-08,0.0
1747,4.04898814200091e-05,0.0,2.2320341892217195e-08,0.0
1748,4.1411888690033394e-05,0.0,2.2320341892217195e-08,0.0
1749,4.3592158492953915e-05,0.0,1.594296961116015e-08,0.0
1750,4.592363256961107e-05,0.0,9.610307470455024e-09,0.0
1751,4.8891064320092224e-05,0.0,1.317944610588841e-08,0.0
1752,5.120159351333443e-05,0.0,6.867870082162751e-09,0.0
1753,5.340220273605415e-05,0.0,6.867870082162751e-09,0.0
1754,5.4545366375740354e-05,0.0,1.1051938792710253e-08,0.0
1755,5.5401838056111175e-05,0.0,1.1051938792710253e-08,0.0
1756,5.5000508707183015e-05,0.0,1.712287987589077e-08,0.0
1757,5.5032815518123766e-05,0.0,1.3824148429161402e-08,0.0
1758,5.0894875000397277e-05,0.0,1.0255009793728017e-08,0.0
1759,4.801704458908976e-05,0.0,1.3733804696666344e-08,0.0
1760,5.0807858705021704e-05,0.0,1.3733804696666344e-08,0.0
1761,5.442226237002095e-05,2.7755674584081393e-09,9.54973598611884e-09,0.0
1762,6.28554865085919e-05,2.7755674584081393e-09,1.2232318015646472e-08,0.0
1763,6.667603208500492e-05,2.7755674584081393e-09,1.1838726062965828e-08,0.0
1764,6.821693127026915e-05,2.7755674584081393e-09,1.1838726062965828e-08,0.0
1765,7.280519639607519e-05,2.7755674584081393e-09,1.1838726062965828e-08,2.9474084125727782e-09
1766,7.467934171602662e-05,2.7755674584081393e-09,8.359931160027502e-09,2.9474084125727782e-09
1767,7.287955460404711e-05,2.7755674584081393e-09,1.1304433452811021e-08,2.9474084125727782e-09
1768,7.213756491962288e-05,0.0,1.3986646000116058e-08,2.9474084125727782e-09
1769,6.625382333628036e-05,0.0,1.1304063970588426e-08,2.9474084125727782e-09
1770,6.591601829443659e-05,0.0,8.509636424085848e-09,2.9474084125727782e-09
1771,6.569574387477977e-05,0.0,8.509636424085848e-09,2.9474084125727782e-09
1772,6.37453241714476e-05,0.0,1.6417881657356962e-08,0.0
1773,6.331062572176702e-05,0.0,1.901307251322188e-08,0.0
1774,6.267197906189332e-05,0.0,1.606857022043836e-08,0.0
1775,6.414799541484431e-05,0.0,1.3386357673133326e-08,0.0
1776,6.263433949373263e-05,0.0,1.3386357673133326e-08,0.0
1777,6.216500072956219e-05,2.9180503093227473e-09,1.0503436089136033e-08,0.0
1778,6.193127826138931e-05,2.9180503093227473e-09,1.606572348172059e-08,0.0
1779,6.264993031176605e-05,5.479736030013425e-09,1.0719163969140157e-08,0.0
1780,6.468550262590205e-05,7.828876340860397e-09,8.123973113275237e-09,0.0
1781,6.534589920192957e-05,9.74139321588804e-09,8.123973113275237e-09,0.0
1782,6.436796788226015e-05,9.74139321588804e-09,1.028210659472149e-08,0.0
1783,6.681250878110794e-05,9.74139321588804e-09,1.4631304675763853e-08,0.0
1784,7.03177387809514e-05,6.823342906565293e-09,1.4631304675763853e-08,0.0
1785,7.503579191896799e-05,1.005958770252034e-08,1.5541506875089387e-08,0.0
1786,7.265176152161854e-05,7.497901981829663e-09,1.2979821154398711e-08,0.0
1787,7.298642334977298e-05,6.437903289833815e-09,1.2979821154398711e-08,0.0
1788,7.307714830468675e-05,4.52538641480617e-09,1.4286373227280689e-08,0.0
1789,7.215652970314425e-05,4.52538641480617e-09,1.4455009379941787e-08,0.0
1790,7.396028429086852e-05,4.52538641480617e-09,1.3420356635508921e-08,0.0
1791,7.101767706834445e-05,9.955217475773485e-09,1.3420356635508921e-08,0.0
1792,6.695285524723918e-05,7.80723473172072e-09,8.03612909550111e-09,0.0
1793,6.790402663422615e-05,7.80723473172072e-09,8.03612909550111e-09,0.0
1794,6.711138796942708e-05,6.518093112869597e-09,9.034114662702969e-09,0.0
1795,6.69701689080934e-05,7.43136523746151e-09,1.2293923339663187e-08,0.0
1796,6.560394935409672e-05,7.43136523746151e-09,9.967153705555835e-09,0.0
1797,6.171944031458614e-05,7.998288888342943e-09,6.652608368946338e-09,0.0
1798,6.129211916621509e-05,2.5684578273756286e-09,7.809921725205576e-09,0.0
1799,6.184408890216478e-05,2.0809653682769228e-09,6.721659673303293e-09,0.0
1800,6.290326980108927e-05,3.3159571596489255e-09,1.0426634793654038e-08,8.233278186204578e-10
1801,6.239302872147943e-05,3.3159571596489255e-09,1.3607713432252564e-08,8.233278186204578e-10
1802,6.396482162277348e-05,3.2709386310614263e-09,9.909606278414782e-09,8.233278186204578e-10
1803,6.519175855958435e-05,3.2709386310614263e-09,9.909606278414782e-09,8.233278186204578e-10
1804,6.546002311681929e-05,3.009092530703583e-09,1.2960381910533312e-08,8.233278186204578e-10
1805,6.514303874739978e-05,3.009092530703583e-09,1.6736941293211364e-08,8.233278186204578e-10
1806,6.540845112924996e-05,2.9254231418259937e-09,1.7771141701063342e-08,1.0818779205834517e-09
1807,6.631418883833768e-05,1.8996525780983528e-09,2.0342803187998826e-08,4.677713296073551e-10
1808,6.771412777847477e-05,2.605742114144708e-09,1.6634465360709783e-08,4.677713296073551e-10
1809,6.653200814201097e-05,2.099338147765195e-09,1.6670835822907293e-08,4.677713296073551e-10
1810,6.731253441622747e-05,2.535213451869213e-09,1.710671112701131e-08,9.03646633711373e-10
1811,6.781189897862663e-05,2.6989037830002107e-09,1.522785519902925e-08,1.3724145153659606e-09
1812,6.770371900139642e-05,2.9376120425084196e-09,1.196494030837008e-08,1.3724145153659606e-09
1813,6.915813199676839e-05,3.002450018766264e-09,1.131869870845443e-08,1.1138644134029668e-09
1814,7.104108538312306e-05,4.046977641891658e-09,6.504769009144493e-09,9.046431857586055e-10
1815,7.025413651717827e-05,3.5340288156200064e-09,6.806605469731965e-09,1.0977838955333092e-09
1816,7.096103113976174e-05,3.3623519048374207e-09,6.282326849214672e-09,1.2879566143756245e-09
1817,7.045321087519239e-05,3.097824171785898e-09,6.189146687215644e-09,1.0234288813241017e-09
1818,7.298932489772727e-05,2.9871260227259152e-09,7.52371520640338e-09,5.546609996695143e-10
1819,7.448599249723234e-05,2.7484177632177064e-09,8.558111267272953e-09,7.04958440828867e-10
1820,7.42543228885292e-05,2.313876518960407e-09,8.90713715482962e-09,7.04958440828867e-10
1821,7.316839245114741e-05,1.1886819227337396e-09,1.0144069616048666e-08,9.62066949915043e-10
1822,7.2691027266306e-05,1.1203101145186777e-09,1.1742115882792551e-08,7.689262401403393e-10
1823,7.273500211470361e-05,1.6324512218192565e-09,1.1502233213508565e-08,7.192162896986685e-10
1824,7.264657740181844e-05,1.5952236674467356e-09,1.169601813812347e-08,5.478687186461733e-10
1825,7.016592384648643e-05,1.3637707391949456e-09,9.949230724995824e-09,1.5608031533886901e-09
1826,6.971866969252005e-05,1.7192654839475502e-09,7.599371560600737e-09,1.5290039551934293e-09
1827,6.783013668609783e-05,2.303862822738978e-09,9.058369689261627e-09,1.5290039551934293e-09
1828,6.738012182592814e-05,2.5062965036681817e-09,8.454987202429924e-09,1.2718954461072534e-09
1829,6.887035955774731e-05,3.1545446810277156e-09,6.435749473026371e-09,1.3421697245671486e-09
1830,6.870430869249893e-05,2.833449023028781e-09,7.343636682881944e-09,1.2970114982024938e-09
1831,6.885159070537026e-05,2.885118326784968e-09,8.107681890935834e-09,1.2970114982024938e-09
1832,6.86875355313532e-05,3.0990993580916536e-09,8.369774587687776e-09,2.8407706345997697e-10
1833,6.875234352524526e-05,3.1559959407750124e-09,8.509149416825932e-09,2.4805708281101195e-10
1834,6.934472392978413e-05,2.7562424406316464e-09,8.140490916273637e-09,3.311172764546606e-10
1835,6.900790529990835e-05,2.5928213068634622e-09,7.71990201923042e-09,4.1490067730671447e-10
1836,6.735091405321978e-05,2.044987766426841e-09,8.869754169233651e-09,4.19687578341004e-10
1837,6.737636847122173e-05,1.9735352399915686e-09,9.215349594526856e-09,4.79265857159358e-10
1838,6.747067215785916e-05,2.01672316941475e-09,8.601756037610438e-09,4.79265857159358e-10
1839,6.821833293153239e-05,2.1308139379933824e-09,8.261995437004138e-09,5.550472938407682e-10
1840,6.858098225036104e-05,2.0207664747878037e-09,1.1773182048305638e-08,4.725690315256412e-10
1841,6.943299792640443e-05,1.9684361442427546e-09,1.1975208380476943e-08,3.8950883788199265e-10
1842,7.064639170753903e-05,2.044131102480711e-09,1.273215805801848e-08,3.665408770154548e-10
1843,7.119608095048793e-05,2.2123947435963895e-09,1.26079995967286e-08,2.9147969752127013e-10
1844,7.121722488331475e-05,2.1029776650241925e-09,1.228257990553467e-08,1.365968766669263e-10
1845,7.175554076509018e-05,2.4079105376273446e-09,1.539975772299077e-08,1.365968766669263e-10
1846,7.170170075759026e-05,1.953221933399212e-09,1.6674339750214325e-08,6.081543998551605e-11
1847,7.170977603111948e-05,1.893299929532434e-09,1.4365236619287965e-08,6.081543998551605e-11
1848,7.184280028533456e-05,1.886827868550053e-09,1.3976516198356746e-08,6.081543998551605e-11
1849,7.149469768462171e-05,1.9660033283892223e-09,1.3371042812642436e-08,1.0747907326041123e-10
1850,7.150751584309287e-05,1.7149658835892622e-09,1.4130123737743361e-08,1.0747907326041123e-10
1851,7.17301424759041e-05,1.7467602919651881e-09,1.3850884122185952e-08,1.5390766835591104e-10
1852,7.159650184413684e-05,1.4150964527155046e-09,1.0451267153298107e-08,2.550308099623168e-10
1853,7.173877591932458e-05,1.752911847420689e-09,1.0038951130703871e-08,3.9980884079606124e-10
1854,7.121988372611148e-05,1.7629992862414463e-09,9.20052973490166e-09,4.5031070142595043e-10
1855,7.067860237189702e-05,1.8045713970745884e-09,9.292457216401675e-09,5.553141993860525e-10
1856,7.091055158525705e-05,1.6809293956754345e-09,8.608385496497054e-09,4.975339307211613e-10
1857,7.107328253498833e-05,1.7791907946929086e-09,8.542011288779707e-09,5.456681574843105e-10
1858,7.128084793553821e-05,1.7774618760973177e-09,8.559174385120677e-09,4.992395623888107e-10
1859,7.15676911308297e-05,2.2454388348691623e-09,9.37326958906835e-09,3.981164207824049e-10
1860,7.179450455753664e-05,2.395585111233548e-09,9.170865273538148e-09,2.5333838994866046e-10
1861,7.223995635285974e-05,2.4819958786638706e-09,9.046660436646497e-09,2.593232097312738e-10
1862,7.219121783106987e-05,2.779886352856563e-09,8.261313347698466e-09,1.5431971177117176e-10
1863,7.181114986971287e-05,2.7243047817648858e-09,7.834309011047123e-09,2.0009666939253227e-10
1864,7.154192592549537e-05,2.9074897410298816e-09,7.08320062920669e-09,1.9905756408279884e-10
1865,7.149577140808105e-05,2.8097553410917034e-09,7.69200106783988e-09,2.432841150756815e-10
1866,7.126866486422452e-05,2.626167910119952e-09,7.181247215929229e-09,2.8752373497959686e-10
1867,7.13043097805764e-05,2.267843611315966e-09,7.00608891536701e-09,3.30736192401458e-10
1868,7.25092416230057e-05,2.2426054188276876e-09,7.078372681641148e-09,3.638729079951426e-10
1869,7.312067983938115e-05,1.9859774301268983e-09,7.041637431878403e-09,3.638729079951426e-10
1870,7.372775767830067e-05,2.349601307167453e-09,7.465953633101208e-09,2.6839714577826205e-10
1871,7.45872946156721e-05,2.1286255298085574e-09,7.729756707724228e-09,2.618780866761991e-10
1872,7.47992713253812e-05,2.2416561384908107e-09,7.215444686181627e-09,2.586032459601333e-10
1873,7.447535712604545e-05,1.8330378326325558e-09,7.443820861295438e-09,2.533723786335429e-10
1874,7.408690102498181e-05,2.140548333822474e-09,8.264120245269981e-09,2.1015992121168178e-10
1875,7.315928295221446e-05,2.1477867024571093e-09,8.580730538808114e-09,1.606515555506251e-10
1876,7.26517745144e-05,2.174833575135133e-09,8.743550772294384e-09,1.606515555506251e-10
1877,7.242894935188815e-05,1.947609430872989e-09,8.372103137738968e-09,4.752165962327939e-10
1878,7.234581218134346e-05,2.1438680592693923e-09,7.333917029228587e-09,4.709258935190316e-10
1879,7.257204249201874e-05,2.2472959445732752e-09,7.759704307679677e-09,4.648879971456767e-10
1880,7.330211935498352e-05,2.66257869720375e-09,8.599375116753144e-09,4.5876592802418514e-10
1881,7.364451864434938e-05,2.3516932052507808e-09,8.316881596113847e-09,4.5876592802418514e-10
1882,7.339253975910001e-05,2.387278327401329e-09,8.45763427546688e-09,4.186508976790547e-10
1883,7.368018227030657e-05,2.260939499113387e-09,8.058913853708255e-09,4.5077352564934104e-10
1884,7.35872464637006e-05,2.1643915548708037e-09,7.991727914356618e-09,1.9723029955263727e-10
1885,7.303700736624055e-05,2.0554854009345392e-09,9.043727861828593e-09,2.1899149557239435e-10
1886,7.216236865912964e-05,2.1477651086192803e-09,9.372319872572429e-09,2.116662975845277e-10
1887,7.207719525987548e-05,2.0137064396915807e-09,9.613718646558515e-09,1.7877961412869426e-10
1888,7.15077216487511e-05,2.1844753149226547e-09,9.178310111934707e-09,2.0578245655108621e-10
1889,7.162220780238775e-05,2.063507999393112e-09,8.961172312130624e-09,2.0578245655108621e-10
1890,7.088208492080282e-05,2.2112580179621334e-09,9.652564398570412e-09,2.2425120887221388e-10
1891,7.066190093090492e-05,2.3354532117738e-09,1.079437732849036e-08,2.1443949790470437e-10
1892,7.011514078060697e-05,2.3822941555958923e-09,9.984602414700054e-09,1.7886452438212582e-10
1893,6.985936696375055e-05,2.517418162817364e-09,9.136444109206617e-09,1.512759084665305e-10
1894,6.905884116089769e-05,2.4453696369418155e-09,1.0609664512019532e-08,1.512759084665305e-10
