ngram,difficulty,diffculty,difficuty,diffulty
1575,2.6621128362031804e-05,0.0,0.0,0.0
1576,2.203152705858104e-05,0.0,0.0,0.0
1577,2.4583002966340117e-05,0.0,0.0,0.0
1578,8.581886147242454e-06,0.0,0.0,0.0
1579,1.194245419355866e-05,0.0,0.0,0.0
1580,1.194245419355866e-05,0.0,0.0,0.0
1581,1.1397742647594506e-05,0.0,0.0,0.0
1582,1.2654686802956608e-05,0.0,0.0,0.0
1583,1.46670035974239e-05,0.0,0.0,0.0
1584,1.3014639275102777e-05,0.0,0.0,0.0
1585,1.2231714013718634e-05,0.0,0.0,0.0
1586,8.351185182878648e-06,0.0,0.0,0.0
1587,8.69726474255523e-06,0.0,0.0,0.0
1588,1.0705782187869772e-05,0.0,0.0,0.0
1589,1.0195743925578427e-05,0.0,0.0,0.0
1590,8.131264101913465e-06,0.0,0.0,0.0
1591,8.298286372467243e-06,0.0,0.0,0.0
1592,6.661458623316971e-06,0.0,0.0,0.0
1593,8.447672436367221e-06,0.0,0.0,0.0
1594,9.610277109978987e-06,0.0,0.0,0.0
1595,1.0306542338055027e-05,0.0,0.0,0.0
1596,1.208465515186877e-05,0.0,0.0,0.0
1597,1.3327080913378658e-05,0.0,0.0,0.0
1598,1.6817040497179342e-05,0.0,0.0,0.0
1599,1.5858919206428773e-05,0.0,0.0,0.0
1600,2.1528131258362138e-05,0.0,0.0,0.0
1601,2.4902543827920454e-05,0.0,0.0,0.0
1602,2.8461804049584316e-05,0.0,0.0,0.0
1603,2.634889545203935e-05,0.0,0.0,0.0
1604,3.4533621991223686e-05,0.0,0.0,0.0
1605,3.233870334692516e-05,0.0,0.0,0.0
1606,3.666744734281175e-05,0.0,0.0,0.0
1607,3.3691003799114174e-05,0.0,0.0,0.0
1608,3.000597254348187e-05,0.0,0.0,0.0
1609,2.770408329005087e-05,0.0,0.0,0.0
1610,2.7419421444717174e-05,0.0,0.0,0.0
1611,2.0174408218411243e-05,0.0,0.0,0.0
1612,2.184824434639917e-05,0.0,0.0,0.0
1613,1.9041593329153068e-05,0.0,0.0,0.0
1614,1.6869879272819943e-05,0.0,0.0,0.0
1615,2.0243132626416938e-05,0.0,0.0,0.0
1616,2.1326922632982003e-05,0.0,0.0,0.0
1617,2.35467596212402e-05,0.0,0.0,0.0
1618,2.8139867676405368e-05,0.0,0.0,0.0
1619,2.6693150305488545e-05,0.0,0.0,0.0
1620,2.6345579889104037e-05,0.0,0.0,0.0
1621,2.5644073632845122e-05,0.0,0.0,0.0
1622,2.2057632447415797e-05,0.0,0.0,0.0
1623,2.213055833116024e-05,0.0,0.0,0.0
1624,2.4711235515236956e-05,0.0,0.0,0.0
1625,1.871272739403399e-05,0.0,0.0,0.0
1626,2.1864979381851818e-05,0.0,0.0,0.0
1627,2.3969603911869592e-05,1.5977134028487073e-07,0.0,0.0
1628,2.4001632547359414e-05,1.5977134028487073e-07,0.0,0.0
1629,3.143474779270556e-05,1.5977134028487073e-07,0.0,0.0
1630,2.967958932588642e-05,1.5977134028487073e-07,0.0,0.0
1631,2.803906616983503e-05,1.5977134028487073e-07,0.0,0.0
1632,2.9719120383171166e-05,2.513974745202826e-07,0.0,0.0
1633,2.685752367272341e-05,2.513974745202826e-07,0.0,0.0
1634,2.679826281694529e-05,9.162613423541188e-08,0.0,0.0
1635,2.9852695661247708e-05,9.162613423541188e-08,0.0,0.0
1636,2.4647945922749515e-05,9.162613423541188e-08,0.0,0.0
1637,2.508856154495983e-05,9.162613423541188e-08,0.0,0.0
1638,2.5235209250240587e-05,9.162613423541188e-08,0.0,0.0
1639,2.4515476720158142e-05,0.0,0.0,0.0
1640,2.4206729254469144e-05,0.0,0.0,0.0
1641,2.5170455046463758e-05,0.0,0.0,0.0
1642,2.5767773227666373e-05,0.0,0.0,0.0
1643,2.571581561434349e-05,0.0,0.0,0.0
1644,2.7777822781769957e-05,0.0,0.0,0.0
1645,3.0237755709094927e-05,0.0,0.0,0.0
1646,3.405102844616132e-05,0.0,0.0,0.0
1647,3.78276059304231e-05,0.0,0.0,0.0
1648,4.0973295524184194e-05,0.0,0.0,0.0
1649,4.7105008499264454e-05,0.0,0.0,0.0
1650,4.908237886931082e-05,0.0,0.0,0.0
1651,5.018205826802712e-05,0.0,0.0,0.0
1652,5.035622078659279e-05,0.0,0.0,0.0
1653,4.765167692052533e-05,0.0,0.0,0.0
1654,5.005785013573976e-05,0.0,0.0,0.0
1655,4.725717605781808e-05,0.0,0.0,0.0
1656,3.991358114165321e-05,0.0,0.0,0.0
1657,3.936265654504366e-05,2.7804432534139778e-08,0.0,0.0
1658,3.663227835204452e-05,2.7804432534139778e-08,0.0,0.0
1659,3.468149563039853e-05,2.7804432534139778e-08,0.0,0.0
1660,3.406351892668421e-05,2.7804432534139778e-08,0.0,0.0
1661,3.176036599532901e-05,2.7804432534139778e-08,0.0,0.0
1662,3.406029151977107e-05,2.7804432534139778e-08,0.0,0.0
1663,3.438419532488167e-05,2.7804432534139778e-08,0.0,0.0
1664,3.7224727618325104e-05,0.0,0.0,0.0
1665,3.8588727745393824e-05,4.4091616960681024e-08,0.0,0.0
1666,4.2940388344244896e-05,4.4091616960681024e-08,0.0,0.0
1667,4.836953615137775e-05,7.654393284285885e-08,3.245231588217783e-08,0.0
1668,4.651382447004185e-05,7.654393284285885e-08,3.245231588217783e-08,0.0
1669,4.723751304222138e-05,7.654393284285885e-08,3.245231588217783e-08,0.0
1670,5.4044207770078045e-05,7.654393284285885e-08,3.245231588217783e-08,0.0
1671,5.404688064507874e-05,1.1565412551460343e-07,3.245231588217783e-08,0.0
1672,5.3588771282063264e-05,7.15625085539224e-08,3.245231588217783e-08,0.0
1673,5.135491405131428e-05,7.15625085539224e-08,3.245231588217783e-08,0.0
1674,5.027046219246196e-05,3.911019267174457e-08,0.0,0.0
1675,5.185370485248443e-05,3.911019267174457e-08,0.0,0.0
1676,4.8188505908391175e-05,3.911019267174457e-08,0.0,0.0
1677,4.349597007343878e-05,3.911019267174457e-08,0.0,0.0
1678,4.2180035182224985e-05,0.0,0.0,0.0
1679,4.329095905372274e-05,2.3071769256992932e-08,0.0,0.0
1680,4.295698480356285e-05,5.927562694653586e-08,0.0,0.0
1681,4.04324250017193e-05,1.040273218677612e-07,0.0,0.0
1682,4.260176267832451e-05,1.4434938780790878e-07,0.0,0.0
1683,4.598175551758946e-05,1.4434938780790878e-07,0.0,0.0
1684,4.513501958821767e-05,2.0279254694547229e-07,0.0,0.0
1685,4.366735915287531e-05,2.0279254694547229e-07,0.0,0.0
1686,4.42116943304427e-05,2.073499842936144e-07,0.0,0.0
1687,4.288367563276552e-05,2.123462162931641e-07,0.0,0.0
1688,4.466435971802899e-05,2.141860997133855e-07,0.0,0.0
1689,4.1305936714966916e-05,2.0543520357867757e-07,0.0,0.0
1690,3.899565178601604e-05,2.0543520357867757e-07,0.0,0.0
1691,3.7583758447518835e-05,1.714580974976343e-07,0.0,0.0
1692,3.956346959707194e-05,1.9512614203774448e-07,0.0,0.0
1693,3.815909024394516e-05,1.6749693543260946e-07,0.0,0.0
1694,3.951156915198746e-05,1.750679469328783e-07,0.0,0.0
1695,3.9423146517947316e-05,1.439831720517759e-07,0.0,0.0
1696,3.982001518514673e-05,1.1241200224633627e-07,0.0,0.0
1697,4.07475558209366e-05,1.1975907706788087e-07,0.0,0.0
1698,4.2028720989557246e-05,9.529302401136062e-08,0.0,0.0
1699,3.944015666742676e-05,7.162497947125043e-08,0.0,0.0
1700,3.909091797790357e-05,7.162497947125043e-08,0.0,0.0
1701,4.023163013958505e-05,3.252063761140432e-08,0.0,0.0
1702,3.751818413937664e-05,2.8998993936316505e-08,0.0,0.0
1703,3.658267840884426e-05,2.8998993936316505e-08,0.0,0.0
1704,3.5919477990578995e-05,2.16519191147719e-08,0.0,0.0
1705,3.493264869445868e-05,2.16519191147719e-08,0.0,0.0
1706,3.365193099723131e-05,2.16519191147719e-08,0.0,0.0
1707,3.144028570594466e-05,2.16519191147719e-08,0.0,0.0
1708,2.755702085518611e-05,1.1985159785256525e-08,0.0,0.0
1709,2.6308782253181562e-05,0.0,0.0,0.0
1710,2.525053423596546e-05,0.0,0.0,0.0
1711,2.3534860052417832e-05,9.692328717392229e-09,0.0,0.0
1712,2.1058344178267623e-05,9.692328717392229e-09,0.0,0.0
1713,2.052908504473245e-05,9.692328717392229e-09,0.0,0.0
1714,2.1478349611113246e-05,9.692328717392229e-09,0.0,0.0
1715,2.1125801660153748e-05,9.692328717392229e-09,0.0,0.0
1716,2.1376861695898697e-05,9.692328717392229e-09,0.0,0.0
1717,2.2715531875811784e-05,9.692328717392229e-09,0.0,0.0
1718,2.230324831283984e-05,0.0,0.0,0.0
1719,2.265156763314735e-05,0.0,0.0,0.0
1720,2.2905805443380295e-05,9.061128228690255e-09,0.0,0.0
1721,2.2261120258398087e-05,9.061128228690255e-09,0.0,0.0
1722,2.2946583807684613e-05,9.061128228690255e-09,0.0,0.0
1723,2.3593933032576126e-05,1.5236304408615198e-08,0.0,0.0
1724,2.289135409228038e-05,1.5236304408615198e-08,0.0,0.0
1725,2.3878582266791325e-05,1.5236304408615198e-08,0.0,0.0
1726,2.4974861194745506e-05,1.5236304408615198e-08,0.0,0.0
1727,2.6926191951913226e-05,6.175176179924944e-09,0.0,0.0
1728,2.7930529800609554e-05,6.175176179924944e-09,0.0,0.0
1729,2.82567798421951e-05,6.175176179924944e-09,0.0,0.0
1730,2.8191554260307123e-05,0.0,0.0,0.0
1731,2.9619060244710583e-05,0.0,0.0,0.0
1732,2.8081661314770046e-05,0.0,0.0,0.0
1733,3.09406404994661e-05,0.0,0.0,0.0
1734,3.057916702735903e-05,0.0,0.0,0.0
1735,2.998907075379975e-05,0.0,0.0,0.0
1736,3.0148716697502615e-05,0.0,0.0,0.0
1737,3.0071710820526016e-05,0.0,0.0,0.0
1738,2.9817503933112937e-05,0.0,0.0,0.0
1739,3.1290605485472565e-05,0.0,0.0,0.0
1740,2.816159368584132e-05,0.0,0.0,0.0
1741,2.7612208473978433e-05,0.0,0.0,0.0
1742,2.856429091480095e-05,0.0,0.0,0.0
1743,2.8308955214535153e-05,0.0,0.0,0.0
1744,2.815722317401586e-05,0.0,4.464060359461135e-09,0.0
1745,2.9419526981655508e-05,0.0,4.464060359461135e-09,0.0
1746,2.96428422318838e-05,0.0,4.464060359461135e-09,0.0
1747,3.0714722015545703e-05,0.0,4.464060359461135e-09,0.0
1748,3.169020939302365e-05,0.0,8.103792176988073e-09,0.0
1749,3.4135087584477984e-05,0.0,8.103792176988073e-09,0.0
1750,3.6184346754453145e-05,0.0,8.103792176988073e-09,0.0
1751,4.106742978495147e-05,0.0,3.639731817526938e-09,0.0
1752,4.1563359575645465e-05,0.0,3.639731817526938e-09,0.0
1753,4.506974021621447e-05,0.0,3.639731817526938e-09,0.0
1754,4.983199479673723e-05,0.0,3.639731817526938e-09,0.0
1755,5.453113200409072e-05,3.85330776810276e-09,0.0,0.0
1756,5.7540172357611095e-05,3.85330776810276e-09,0.0,0.0
1757,6.228956252536071e-05,3.85330776810276e-09,0.0,0.0
1758,6.192454592175116e-05,6.960892560771624e-09,0.0,0.0
1759,6.36625497593611e-05,6.960892560771624e-09,0.0,0.0
1760,6.314344084655334e-05,6.960892560771624e-09,0.0,0.0
1761,6.341071483413023e-05,6.960892560771624e-09,0.0,0.0
1762,6.126537742342666e-05,3.1075847926688637e-09,0.0,0.0
1763,5.943048173711369e-05,3.1075847926688637e-09,0.0,0.0
1764,5.994524430466949e-05,5.918264481660376e-09,8.43203906697454e-09,0.0
1765,6.349564500851557e-05,8.70549651413707e-09,1.4326855892120096e-08,0.0
1766,6.45970888269533e-05,1.2106548652468518e-08,1.4326855892120096e-08,0.0
1767,6.617718203675135e-05,1.2106548652468518e-08,1.4326855892120096e-08,0.0
1768,6.589217342220113e-05,1.2106548652468518e-08,1.4326855892120096e-08,0.0
1769,6.940409366507083e-05,1.2106548652468518e-08,1.4326855892120096e-08,0.0
1770,7.245108385437302e-05,1.7872391820463107e-08,1.4326855892120096e-08,0.0
1771,7.228230762328687e-05,1.5061712131471594e-08,5.8948168251455564e-09,0.0
1772,7.212711456564389e-05,9.166895306326036e-09,2.6360818290121254e-09,0.0
1773,7.307796373165079e-05,8.361034023859507e-09,2.6360818290121254e-09,0.0
1774,7.471188811385738e-05,8.361034023859507e-09,2.6360818290121254e-09,0.0
1775,7.612906275815996e-05,8.361034023859507e-09,2.6360818290121254e-09,0.0
1776,7.56193881638215e-05,8.361034023859507e-09,2.6360818290121254e-09,0.0
1777,7.568252580572985e-05,2.5951908558649197e-09,2.6360818290121254e-09,0.0
1778,7.643592627053814e-05,5.3763345521572e-09,2.6360818290121254e-09,0.0
1779,7.530428826742406e-05,5.3763345521572e-09,0.0,0.0
1780,7.616915744230417e-05,2.7811436962922797e-09,0.0,0.0
1781,7.673061606640528e-05,2.7811436962922797e-09,0.0,0.0
1782,7.848849574137213e-05,4.939277177738534e-09,0.0,0.0
1783,7.99960845532561e-05,4.939277177738534e-09,0.0,0.0
1784,8.133127370716206e-05,4.939277177738534e-09,0.0,0.0
1785,8.203937198101942e-05,5.394378277401302e-09,1.6181223979775235e-09,0.0
1786,8.145677150293653e-05,5.394378277401302e-09,1.6181223979775235e-09,0.0
1787,8.05760147548946e-05,7.972661515103546e-09,1.6181223979775235e-09,0.0
1788,7.922213158703276e-05,1.1892317733749484e-08,4.231226543741481e-09,0.0
1789,7.748772726959683e-05,1.206095388641058e-08,4.231226543741481e-09,0.0
1790,7.618058693229354e-05,1.206095388641058e-08,5.336074946983769e-09,0.0
1791,7.400760452063488e-05,1.3146920123980571e-08,5.336074946983769e-09,0.0
1792,7.205320226993146e-05,1.0998937379927805e-08,3.717952549006246e-09,0.0
1793,7.339126230882747e-05,1.297098162211796e-08,3.717952549006246e-09,0.0
1794,7.385327106541289e-05,1.2388669518819434e-08,3.717952549006246e-09,0.0
1795,7.542711682617664e-05,1.1208829547066607e-08,1.1048484032422883e-09,0.0
1796,7.637722488392942e-05,1.3622868039980013e-08,2.0530100159581774e-09,0.0
1797,7.695423222945205e-05,1.9859028072793146e-08,9.481616127158888e-10,0.0
1798,7.827535383902224e-05,2.3402315260260106e-08,2.1054749689751263e-09,0.0
1799,7.915165250389171e-05,2.712020995078644e-08,2.1054749689751263e-09,0.0
1800,7.818337326170877e-05,3.0499796466187945e-08,2.9288027875955844e-09,0.0
1801,7.841028335470972e-05,3.2218549098469596e-08,2.9288027875955844e-09,0.0
1802,7.886784961946043e-05,3.555650783328344e-08,6.40181717161324e-09,0.0
1803,7.841787009965628e-05,3.8186699009250854e-08,5.4536555588973505e-09,0.0
1804,7.847082763743986e-05,3.7747012626709875e-08,5.4536555588973505e-09,0.0
1805,7.720223012646394e-05,3.8830664398200754e-08,4.296342202638113e-09,0.0
1806,7.794008290927325e-05,3.997116009608297e-08,4.5548923046011075e-09,0.0
1807,7.824760229725922e-05,3.880395382793722e-08,4.150006941269371e-09,2.092212276443612e-10
1808,7.756844362510102e-05,4.0031857194224226e-08,4.620733319780714e-09,2.092212276443612e-10
1809,7.725621669253866e-05,4.137199966740874e-08,2.2332678563584197e-09,2.092212276443612e-10
1810,7.727328193141147e-05,3.7488002797252714e-08,4.194706740686829e-09,2.092212276443612e-10
1811,7.821184720212062e-05,3.567605614104455e-08,4.897858563168711e-09,2.092212276443612e-10
1812,7.951667066663504e-05,3.545344107180881e-08,4.897858563168711e-09,2.092212276443612e-10
1813,7.86217164464428e-05,3.455025294434628e-08,5.41522607707837e-09,2.092212276443612e-10
1814,8.023037246727784e-05,3.412707500720964e-08,5.205741758297831e-09,0.0
1815,8.210471527750737e-05,3.28541214551186e-08,5.893859574993396e-09,0.0
1816,8.266890446455883e-05,3.05708674882713e-08,6.13951970215457e-09,0.0
1817,8.422877622901328e-05,3.205294467940283e-08,5.720209020739933e-09,0.0
1818,8.443815646127664e-05,3.469270762731672e-08,5.196092064555355e-09,0.0
1819,8.45310662823197e-05,3.446282776613836e-08,5.646984403893742e-09,0.0
1820,8.576538779639773e-05,3.3104286803872385e-08,5.313257579940358e-09,0.0
1821,8.58096859051979e-05,3.525653572264023e-08,5.1042994434321744e-09,0.0
1822,8.561717653979681e-05,3.5205160183896366e-08,4.319761960834358e-09,0.0
1823,8.623100542795978e-05,3.5127156294834094e-08,3.1290156814784656e-09,0.0
1824,8.661560942917796e-05,3.498639727134949e-08,1.7210074952446674e-09,0.0
1825,8.734230505069718e-05,3.1400910570157844e-08,2.6815238125215454e-09,0.0
1826,8.878085230078016e-05,3.0998928122828925e-08,3.1786174168958935e-09,0.0
1827,8.971939054650388e-05,3.1392258443523654e-08,3.1547090495465113e-09,0.0
1828,9.029265285270023e-05,2.779567839386995e-08,3.7063555875198925e-09,0.0
1829,8.920157207675012e-05,2.6285608737249992e-08,4.456437330269125e-09,0.0
1830,8.995335727896807e-05,2.4373999073036756e-08,4.4112791039044706e-09,0.0
1831,9.050226071849465e-05,2.3540148750912848e-08,4.277159087224496e-09,0.0
1832,9.086330309011308e-05,2.3566726094413426e-08,3.393056280387441e-09,0.0
1833,9.154667765999745e-05,2.2914689701281077e-08,2.9399399105654668e-09,0.0
1834,9.128559655177273e-05,2.265720500105317e-08,3.1861390351447685e-09,0.0
1835,9.197633543018518e-05,2.3440275371504933e-08,3.807460124960471e-09,8.37834008520539e-11
1836,9.357036677621571e-05,2.455967772009769e-08,2.7581328490963332e-09,8.37834008520539e-11
1837,9.312390362278425e-05,2.4357401429142556e-08,2.7402697174875155e-09,8.37834008520539e-11
1838,9.227504467292289e-05,2.3797589676632924e-08,3.579852914104009e-09,8.37834008520539e-11
1839,9.214260145589443e-05,2.4975969483063765e-08,4.082218920041316e-09,2.353462742148744e-10
1840,9.10706990647928e-05,2.3641844799320618e-08,3.814107244323342e-09,2.353462742148744e-10
1841,9.084651225878458e-05,2.262018026856692e-08,5.108998803380973e-09,2.353462742148744e-10
1842,9.036584067091878e-05,2.2317704763606472e-08,4.179292935533953e-09,1.5156287336282048e-10
1843,9.058992457409789e-05,2.1057309927487366e-08,4.300955345838884e-09,1.5156287336282048e-10
1844,9.101283753157727e-05,2.0585501937984774e-08,4.690993926637077e-09,1.5156287336282048e-10
1845,9.174694007794772e-05,2.0020610312444986e-08,4.58553714047635e-09,2.1830163867063235e-10
1846,9.225695872113906e-05,1.916831582349232e-08,3.8277227578019185e-09,1.971797645796057e-10
1847,9.19165332951317e-05,1.9023295066184735e-08,3.903992177153473e-09,1.971797645796057e-10
1848,9.152003310321431e-05,1.8739823787987982e-08,2.218057451993819e-09,1.971797645796057e-10
1849,9.106221217994712e-05,1.8683029853353413e-08,2.350972432602865e-09,1.971797645796057e-10
1850,9.070105339300685e-05,1.92791689914072e-08,2.3441284786278923e-09,1.971797645796057e-10
1851,8.961472693564636e-05,1.8665347109195603e-08,2.5266487949490315e-09,1.971797645796057e-10
1852,8.917156498812671e-05,1.8424781954097724e-08,2.5509459306809798e-09,1.304409992717938e-10
1853,8.847696881275624e-05,1.706020835712252e-08,2.985279991461555e-09,0.0
1854,8.843108038750611e-05,1.7060062949626953e-08,2.8842601164567684e-09,0.0
1855,8.911748591344804e-05,1.6171984005909834e-08,2.9258322272899105e-09,5.250174898005103e-11
1856,8.896632061805576e-05,1.5568316286922775e-08,2.698751904490442e-09,5.250174898005103e-11
1857,8.902128008360575e-05,1.478590760939369e-08,2.9420803095346416e-09,5.250174898005103e-11
1858,8.96188004324878e-05,1.4829679833334403e-08,3.32894323218369e-09,5.250174898005103e-11
1859,8.94496707977461e-05,1.433300665455915e-08,2.936096017107965e-09,5.250174898005103e-11
1860,8.955096356138321e-05,1.4684927432792198e-08,2.623752374094782e-09,5.250174898005103e-11
1861,9.000928340745824e-05,1.3991347382256793e-08,2.5912049648825685e-09,1.089884293925536e-10
1862,8.965751476353034e-05,1.4369650992916507e-08,2.4990675560689267e-09,5.648668041250257e-11
1863,8.981807435962505e-05,1.5001399360820803e-08,2.7318741871848064e-09,5.648668041250257e-11
1864,8.963005529949442e-05,1.5716474471056633e-08,2.6754271179437896e-09,5.648668041250257e-11
1865,8.903370118267568e-05,1.5540393987529503e-08,1.992376295691299e-09,5.648668041250257e-11
1866,8.865246283156531e-05,1.58410444127201e-08,1.936477295976553e-09,5.648668041250257e-11
1867,8.840750940310369e-05,1.6832802961021442e-08,2.2033989870757456e-09,5.648668041250257e-11
1868,8.845919780599485e-05,1.7263925781004933e-08,2.79573783171624e-09,0.0
1869,8.906084466226665e-05,1.7474877544998435e-08,3.008309506264644e-09,0.0
1870,8.90995912154072e-05,1.664895776798403e-08,2.9220616719933493e-09,0.0
1871,8.940860009585907e-05,1.5573078445843943e-08,2.9510613318097155e-09,4.057606235135276e-11
1872,8.968682128137775e-05,1.6059635399301442e-08,2.842959185527556e-09,4.057606235135276e-11
1873,9.003620860832078e-05,1.5654911525838803e-08,2.9233693719733976e-09,4.057606235135276e-11
1874,8.995465136000089e-05,1.4390597792766715e-08,3.0908272607987897e-09,4.057606235135276e-11
1875,8.91701368215893e-05,1.3450325551746443e-08,2.8906388235431078e-09,4.057606235135276e-11
1876,8.841018487666068e-05,1.3188447159758913e-08,2.5701900131989775e-09,4.057606235135276e-11
1877,8.778339023202924e-05,1.337762193084505e-08,2.5890998392849187e-09,4.057606235135276e-11
1878,8.646327166518728e-05,1.3953154568266006e-08,2.473622084941951e-09,0.0
1879,8.570730590560873e-05,1.32081422624505e-08,2.7865328457364414e-09,0.0
1880,8.453166187142156e-05,1.285690804613588e-08,2.889745585678481e-09,0.0
1881,8.388219326401927e-05,1.2613020215569902e-08,2.649031533812669e-09,0.0
1882,8.341298338824085e-05,1.2449851435495215e-08,2.5411551910333887e-09,0.0
1883,8.231060512896095e-05,1.2711381661542224e-08,2.7473855254303967e-09,3.212262797028639e-11
1884,8.184717444237322e-05,1.3233778517474093e-08,3.1345713326556636e-09,3.212262797028639e-11
1885,8.146859493405958e-05,1.2747294140881747e-08,3.3957307124917892e-09,6.11459057989602e-11
1886,8.034887183124997e-05,1.279828788978778e-08,3.333704772552031e-09,6.11459057989602e-11
1887,7.99912034251195e-05,1.3083078747350946e-08,3.116744196063337e-09,6.11459057989602e-11
1888,7.91525048303551e-05,1.2678862150648586e-08,3.395150763704383e-09,6.11459057989602e-11
1889,7.837622147885018e-05,1.270471727821132e-08,3.150783824322291e-09,8.731680061530816e-11
1890,7.799912522646732e-05,1.200599721227848e-08,3.335471327708157e-09,1.0578555293643583e-10
1891,7.791539974277839e-05,1.0862246467370694e-08,3.0946114242575665e-09,1.0578555293643583e-10
1892,7.72314243866796e-05,1.0678859447515216e-08,2.9027144814770215e-09,2.115917718814586e-10
1893,7.706515212443524e-05,1.0476000892164653e-08,2.8904145426318043e-09,2.115917718814586e-10
1894,7.62394120101817e-05,1.0126688567067634e-08,3.232644501289477e-09,2.115917718814586e-10
1895,7.557428346314867e-05,1.0298718068822512e-08,2.8714652719078313e-09,2.3276297952560095e-10
1896,7.493585975940473e-05,1.0307051339404033e-08,3.010945794277932e-09,2.2597251054483943e-10
1897,7.43013619545049e-05,1.0554101719557302e-08,3.1923719699479746e-09,1.7538113025342535e-10
1898,7.321213550832388e-05,1.014373182276326e-08,3.110282555317058e-09,1.7538113025342535e-10
1899,7.350397624707381e-05,1.0275020961054387e-08,3.5157213172455825e-09,5.876554005317708e-11
1900,7.33119439766077e-05,1.0623001272287119e-08,3.48319127509354e-09,5.876554005317708e-11
1901,7.342899646443714e-05,1.0929610740260744e-08,3.447268962350084e-09,5.876554005317708e-11
1902,7.323854203735079e-05,1.1141784891525016e-08,4.092518482831256e-09,3.759433240903474e-11
1903,7.317581808560394e-05,1.1404065247688777e-08,4.460932290228925e-09,3.415305141870764e-11
