ngram,perception,percepton,perceptin,percepton
1958,1.0976386225333304e-05,2.3314829134773214e-10,1.451595589761569e-11,2.3314829134773214e-10
1959,1.147299631806423e-05,2.356622109757543e-10,1.451595589761569e-11,2.356622109757543e-10
1960,1.1861830898851622e-05,4.638788985869954e-10,3.5691677787877805e-11,4.638788985869954e-10
1961,1.2473615372852822e-05,4.6061851158693147e-10,2.1175721890262114e-11,4.6061851158693147e-10
1962,1.2688260150233483e-05,4.62235275849083e-10,3.137747799681583e-11,4.62235275849083e-10
1963,1.3366212052850252e-05,5.081904113793786e-10,3.137747799681583e-11,5.081904113793786e-10
1964,1.3850542278045655e-05,5.508990297672537e-10,3.137747799681583e-11,5.508990297672537e-10
1965,1.4438697430055722e-05,5.88355884845182e-10,4.900764119916293e-11,5.88355884845182e-10
1966,1.4817913844516234e-05,5.720602097184343e-10,4.900764119916293e-11,5.720602097184343e-10
1967,1.54936137083236e-05,4.294459956295198e-10,3.6676598266386204e-11,4.294459956295198e-10
1968,1.5890637509333567e-05,4.624731351844856e-10,3.6676598266386204e-11,4.624731351844856e-10
1969,1.6356398321347244e-05,4.857291791005025e-10,4.442861356590555e-11,4.857291791005025e-10
1970,1.6713234929609045e-05,5.140011273750491e-10,4.442861356590555e-11,5.140011273750491e-10
1971,1.712621867357354e-05,4.688649349723509e-10,5.337951410254251e-11,4.688649349723509e-10
1972,1.7407876709642422e-05,4.1537626512980607e-10,7.922657668801847e-11,4.1537626512980607e-10
1973,1.7752014433166812e-05,4.47314705117766e-10,8.748067349882506e-11,4.47314705117766e-10
1974,1.8046412671018125e-05,4.124145588527536e-10,1.4381601861782452e-10,4.124145588527536e-10
1975,1.854745070366854e-05,4.816648508614613e-10,1.5192551879237926e-10,4.816648508614613e-10
1976,1.8931868648256307e-05,5.00131420404821e-10,1.4200817852987642e-10,5.00131420404821e-10
1977,1.9210123095295524e-05,5.16779674608614e-10,1.7411382207042714e-10,5.16779674608614e-10
1978,1.9650312814129783e-05,5.544154302317139e-10,1.9780263587779575e-10,5.544154302317139e-10
1979,2.0142079977501582e-05,6.003429103047203e-10,1.543254100899727e-10,6.003429103047203e-10
1980,2.0469760784180835e-05,7.389021933994805e-10,1.9309227976470134e-10,7.389021933994805e-10
1981,2.073980015536238e-05,9.234347175812729e-10,1.279122556882165e-10,9.234347175812729e-10
1982,2.0934287281956392e-05,9.877775898812858e-10,1.4203723960881653e-10,9.877775898812858e-10
1983,2.133399201349156e-05,1.1745374117744234e-09,1.4140331415700225e-10,1.1745374117744234e-09
1984,2.1746466830206502e-05,1.2172059312856982e-09,1.2399885731302033e-10,1.2172059312856982e-09
1985,2.2019082669950357e-05,1.31015028984446e-09,1.1306136830329422e-10,1.31015028984446e-09
1986,2.2162353031619985e-05,1.4349107933599369e-09,1.1306136830329422e-10,1.4349107933599369e-09
1987,2.252203272031953e-05,1.4340760166677212e-09,8.610280395417367e-11,1.4340760166677212e-09
1988,2.289154300732272e-05,1.3319901055146894e-09,1.3462267461509088e-10,1.3319901055146894e-09
1989,2.314939722834554e-05,1.3337185483004126e-09,1.3234422536042726e-10,1.3337185483004126e-09
1990,2.3247572504000607e-05,1.327614415228392e-09,1.449141065082823e-10,1.327614415228392e-09
1991,2.3292676425106557e-05,1.3973884113330622e-09,1.5648999358257905e-10,1.3973884113330622e-09
1992,2.3317452100205367e-05,1.5236726166481925e-09,1.66599500068492e-10,1.5236726166481925e-09
1993,2.3506275673363624e-05,1.3803623640943182e-09,1.794822187698283e-10,1.3803623640943182e-09
1994,2.370447847559782e-05,1.251641445249823e-09,1.7242607639308564e-10,1.251641445249823e-09
1995,2.3851193223630878e-05,1.180006025431573e-09,1.4306760042532522e-10,1.180006025431573e-09
1996,2.4255654092745056e-05,1.107536376102455e-09,1.2941360483242903e-10,1.107536376102455e-09
1997,2.45888924317634e-05,9.005730010931095e-10,1.2094626689052035e-10,9.005730010931095e-10
1998,2.488886119473526e-05,8.108984634563094e-10,9.466919311965479e-11,8.108984634563094e-10
1999,2.564875311301356e-05,5.670397405589864e-10,7.370394968945045e-11,5.670397405589864e-10
2000,2.6183346562902443e-05,5.740712270631474e-10,8.678337810279807e-11,5.740712270631474e-10
2001,2.667004965977477e-05,5.814625487448361e-10,7.884784838929626e-11,5.814625487448361e-10
2002,2.7216124830634465e-05,5.480410688754997e-10,8.116066895927761e-11,5.480410688754997e-10
2003,2.768104448997682e-05,4.924877767502928e-10,8.001676702181929e-11,4.924877767502928e-10
2004,2.8205352074499907e-05,4.918864958204847e-10,7.860481016086496e-11,4.918864958204847e-10
2005,2.8680941146116572e-05,4.293668912477447e-10,7.860481016086496e-11,4.293668912477447e-10
2006,2.8682434536416883e-05,4.88635707293231e-10,6.775832177087691e-11,4.88635707293231e-10
2007,2.8722194786366473e-05,4.483193935137361e-10,5.789765789814589e-11,4.483193935137361e-10
2008,2.8536463755049874e-05,4.458928583504575e-10,7.399124616574199e-11,4.458928583504575e-10
2009,2.8534787426386693e-05,4.993421588915328e-10,6.911174757484595e-11,4.993421588915328e-10
2010,2.9137655344259527e-05,4.723241619248547e-10,7.214140247481713e-11,4.723241619248547e-10
2011,2.929379869393805e-05,5.243955884605609e-10,6.669070751990397e-11,5.243955884605609e-10
2012,2.958149057771412e-05,4.75823444138054e-10,7.203056504431363e-11,4.75823444138054e-10
2013,3.0223511982642647e-05,3.8914952014769607e-10,9.343465584565891e-11,3.8914952014769607e-10
2014,3.038655917667451e-05,3.8794964264875023e-10,7.7333172603706e-11,3.8794964264875023e-10
2015,3.072149567222888e-05,3.679020560420909e-10,5.6168854289939674e-11,3.679020560420909e-10
2016,3.088312665308227e-05,2.831024046142819e-10,3.957413761769755e-11,2.831024046142819e-10
2017,3.043318156414898e-05,3.0162886540304373e-10,3.661740297552137e-11,3.0162886540304373e-10
2018,3.0445630181930027e-05,2.2546816080826203e-10,3.7441527656056904e-11,2.2546816080826203e-10
2019,3.033545135622262e-05,2.5380094900717687e-10,3.745715890235424e-11,2.5380094900717687e-10
