ngram,delivery,dilivery,delivry,delivry
1639,1.68908092226567e-05,0.0,0.0,0.0
1640,1.3806013417446853e-05,0.0,0.0,0.0
1641,1.2344977741512203e-05,0.0,0.0,0.0
1642,1.2164050271426926e-05,0.0,0.0,0.0
1643,1.1153219734946365e-05,0.0,0.0,0.0
1644,1.2529832214828015e-05,0.0,0.0,0.0
1645,1.0942361833648257e-05,0.0,0.0,0.0
1646,1.2905872543862123e-05,0.0,0.0,0.0
1647,1.2720056409827002e-05,0.0,0.0,0.0
1648,1.32540128236412e-05,0.0,0.0,0.0
1649,1.298651432080078e-05,0.0,0.0,0.0
1650,1.335945593642204e-05,0.0,0.0,0.0
1651,1.3616246698282858e-05,0.0,0.0,0.0
1652,1.4857531173869834e-05,0.0,0.0,0.0
1653,1.2962455262563058e-05,0.0,0.0,0.0
1654,1.2500738843560352e-05,0.0,0.0,0.0
1655,1.2630019097871679e-05,0.0,0.0,0.0
1656,1.3919491721026134e-05,0.0,0.0,0.0
1657,1.4374109663809317e-05,0.0,0.0,0.0
1658,1.7317052879661787e-05,0.0,0.0,0.0
1659,1.6148020482173058e-05,0.0,0.0,0.0
1660,1.631598622355211e-05,0.0,0.0,0.0
1661,1.6053569522357846e-05,0.0,0.0,0.0
1662,1.5678963726324063e-05,0.0,0.0,0.0
1663,1.8284089557190392e-05,0.0,0.0,0.0
1664,1.896250400282692e-05,0.0,0.0,0.0
1665,1.5550495780709233e-05,0.0,0.0,0.0
1666,1.6539824758053457e-05,0.0,0.0,0.0
1667,1.6167630422257518e-05,0.0,0.0,0.0
1668,1.6802150509777546e-05,0.0,0.0,0.0
1669,1.8973663307925953e-05,0.0,0.0,0.0
1670,1.704180743087948e-05,0.0,0.0,0.0
1671,1.699132267926221e-05,0.0,0.0,0.0
1672,1.5931803578236474e-05,0.0,0.0,0.0
1673,1.5449638080359103e-05,0.0,0.0,0.0
1674,1.4219343808820537e-05,0.0,0.0,0.0
1675,1.3776738472058372e-05,0.0,0.0,0.0
1676,1.1264933293984671e-05,0.0,0.0,0.0
1677,1.0613312562262373e-05,0.0,0.0,0.0
1678,9.500198497594933e-06,0.0,0.0,0.0
1679,1.2055328235354474e-05,0.0,0.0,0.0
1680,1.2978848124995629e-05,1.8101928844771464e-08,0.0,0.0
1681,1.3207272916458481e-05,1.8101928844771464e-08,0.0,0.0
1682,1.3727967208459241e-05,1.8101928844771464e-08,0.0,0.0
1683,1.3496422915133216e-05,1.8101928844771464e-08,0.0,0.0
1684,1.528005636178672e-05,1.8101928844771464e-08,0.0,0.0
1685,1.4953218266912569e-05,1.8101928844771464e-08,0.0,0.0
1686,1.2556319558955562e-05,1.8101928844771464e-08,0.0,0.0
1687,1.0666914996753413e-05,0.0,0.0,0.0
1688,9.840551293953987e-06,0.0,0.0,0.0
1689,8.818769921552822e-06,0.0,0.0,0.0
1690,1.1565693966986146e-05,0.0,0.0,0.0
1691,8.867861132395255e-06,0.0,0.0,0.0
1692,8.89147161485328e-06,0.0,0.0,0.0
1693,9.46437986775501e-06,0.0,0.0,0.0
1694,1.0036252985758307e-05,0.0,0.0,0.0
1695,1.0174889017175051e-05,0.0,0.0,0.0
1696,1.0204795346778286e-05,0.0,0.0,0.0
1697,7.596321535986915e-06,0.0,0.0,0.0
1698,8.113267280610412e-06,0.0,0.0,0.0
1699,8.306780923053988e-06,0.0,0.0,0.0
1700,7.389113826710465e-06,0.0,0.0,0.0
1701,6.640446372330189e-06,0.0,0.0,0.0
1702,6.795006811444182e-06,0.0,0.0,0.0
1703,7.215715673477721e-06,0.0,0.0,0.0
1704,8.115837252781993e-06,0.0,0.0,0.0
1705,6.983282706382202e-06,0.0,0.0,0.0
1706,7.477197641492239e-06,0.0,0.0,0.0
1707,7.0217442628615705e-06,0.0,0.0,0.0
1708,6.566633568841748e-06,0.0,0.0,0.0
1709,6.822148179708165e-06,0.0,0.0,0.0
1710,6.032764986230177e-06,0.0,0.0,0.0
1711,4.4593899214565425e-06,0.0,0.0,0.0
1712,4.5171972747734145e-06,0.0,0.0,0.0
1713,4.373243103015868e-06,0.0,0.0,0.0
1714,5.7198330978280865e-06,0.0,0.0,0.0
1715,5.6799618895248775e-06,0.0,0.0,0.0
1716,4.6849495122712274e-06,0.0,0.0,0.0
1717,4.835495636663316e-06,0.0,0.0,0.0
1718,5.583829598825625e-06,0.0,0.0,0.0
1719,5.376487024477683e-06,0.0,0.0,0.0
1720,4.388713802784748e-06,0.0,0.0,0.0
1721,3.504688915459805e-06,0.0,0.0,0.0
1722,4.308163105244083e-06,0.0,0.0,0.0
1723,4.710714912497289e-06,0.0,0.0,0.0
1724,4.61389767484174e-06,0.0,0.0,0.0
1725,3.848527252817543e-06,0.0,0.0,0.0
1726,3.7681987643216937e-06,0.0,0.0,0.0
1727,4.222630195727106e-06,0.0,0.0,0.0
1728,4.369091259702275e-06,1.2959119999322866e-08,0.0,0.0
1729,3.5417021016265996e-06,1.2959119999322866e-08,0.0,0.0
1730,3.2416246702788546e-06,1.2959119999322866e-08,0.0,0.0
1731,3.3480784590470388e-06,1.2959119999322866e-08,0.0,0.0
1732,3.1667840403315495e-06,1.2959119999322866e-08,0.0,0.0
1733,3.810454619010021e-06,1.2959119999322866e-08,0.0,0.0
1734,3.5573567304579356e-06,1.2959119999322866e-08,0.0,0.0
1735,3.2647784564687754e-06,0.0,0.0,0.0
1736,3.53392470385318e-06,0.0,0.0,0.0
1737,3.908850885636639e-06,0.0,0.0,0.0
1738,4.224867097946117e-06,0.0,0.0,0.0
1739,4.649381090920153e-06,0.0,0.0,0.0
1740,4.117087233420794e-06,0.0,0.0,0.0
1741,3.858542608473467e-06,5.9413507764410105e-09,0.0,0.0
1742,3.80044889425335e-06,5.9413507764410105e-09,0.0,0.0
1743,5.125944913483441e-06,5.9413507764410105e-09,0.0,0.0
1744,4.944489286832063e-06,5.9413507764410105e-09,0.0,0.0
1745,4.674249534478544e-06,5.9413507764410105e-09,0.0,0.0
1746,5.14689047901941e-06,5.9413507764410105e-09,0.0,0.0
1747,5.957053807443506e-06,5.9413507764410105e-09,0.0,0.0
1748,6.207069840716681e-06,0.0,0.0,0.0
1749,7.780986087319824e-06,0.0,0.0,0.0
1750,6.839968818894704e-06,0.0,0.0,0.0
1751,7.366147753730599e-06,0.0,0.0,0.0
1752,7.662845616453393e-06,0.0,0.0,0.0
1753,7.830468998041137e-06,0.0,0.0,0.0
1754,8.009067252195174e-06,0.0,0.0,0.0
1755,8.464317878471256e-06,0.0,0.0,0.0
1756,7.56073229370356e-06,0.0,0.0,0.0
1757,7.628022428564561e-06,0.0,0.0,0.0
1758,8.231377510778007e-06,0.0,0.0,0.0
1759,9.627705951840784e-06,0.0,0.0,0.0
1760,1.102106846571717e-05,0.0,0.0,0.0
1761,1.234107737348365e-05,0.0,0.0,0.0
1762,1.3865914947278465e-05,0.0,0.0,0.0
1763,1.5019407848220518e-05,0.0,0.0,0.0
1764,1.6200522622966673e-05,2.810679688991513e-09,0.0,0.0
1765,1.713568859226403e-05,2.810679688991513e-09,0.0,0.0
1766,1.6386093843071387e-05,2.810679688991513e-09,0.0,0.0
1767,1.5144713220901654e-05,2.810679688991513e-09,0.0,0.0
1768,1.4384165816799005e-05,5.492892236296549e-09,0.0,0.0
1769,1.4350194890409642e-05,5.492892236296549e-09,0.0,0.0
1770,1.492190429936662e-05,5.492892236296549e-09,0.0,0.0
1771,1.457487944987536e-05,2.682212547305036e-09,0.0,0.0
1772,1.6636355732251623e-05,2.682212547305036e-09,0.0,0.0
1773,1.683447031349975e-05,2.682212547305036e-09,0.0,0.0
1774,1.7258627849514596e-05,2.682212547305036e-09,0.0,0.0
1775,1.7637147201250108e-05,0.0,0.0,0.0
1776,1.634358886803966e-05,0.0,0.0,0.0
1777,1.552038936227161e-05,0.0,0.0,0.0
1778,1.8597678847852096e-05,0.0,2.7811436962922797e-09,2.7811436962922797e-09
1779,1.559416679291254e-05,0.0,2.7811436962922797e-09,2.7811436962922797e-09
1780,1.7181724875367115e-05,0.0,2.7811436962922797e-09,2.7811436962922797e-09
1781,1.7049111193045974e-05,1.9125168750276445e-09,2.7811436962922797e-09,2.7811436962922797e-09
1782,1.7282666314193712e-05,1.9125168750276445e-09,2.7811436962922797e-09,2.7811436962922797e-09
1783,1.759091381765237e-05,1.9125168750276445e-09,2.7811436962922797e-09,2.7811436962922797e-09
1784,1.8383738279226236e-05,3.5769889907198505e-09,2.7811436962922797e-09,2.7811436962922797e-09
1785,1.5424351529093527e-05,5.195111388697374e-09,0.0,0.0
1786,1.6298733109059477e-05,5.195111388697374e-09,0.0,0.0
1787,1.533990351682795e-05,5.195111388697374e-09,0.0,0.0
1788,1.717111522988749e-05,3.2825945136697297e-09,0.0,0.0
1789,1.7795550385406906e-05,3.2825945136697297e-09,0.0,0.0
1790,1.9075858420235037e-05,3.2825945136697297e-09,0.0,0.0
1791,1.8577530941651537e-05,1.6181223979775235e-09,0.0,0.0
1792,1.8694445835925372e-05,2.1765241038045654e-09,0.0,0.0
1793,1.9008843862268676e-05,2.1765241038045654e-09,0.0,0.0
1794,1.9526330496384097e-05,2.1765241038045654e-09,0.0,0.0
1795,1.8163675641907112e-05,2.1765241038045654e-09,0.0,0.0
1796,1.7522798121457788e-05,4.072847329236343e-09,0.0,0.0
1797,1.677250929787988e-05,4.072847329236343e-09,0.0,0.0
1798,1.6440571146501626e-05,4.072847329236343e-09,0.0,0.0
1799,1.642548652723365e-05,1.8963232254317776e-09,0.0,0.0
1800,1.594179645638048e-05,1.8963232254317776e-09,0.0,0.0
1801,1.5287207783590668e-05,1.8963232254317776e-09,0.0,0.0
1802,1.480989846770951e-05,1.8963232254317776e-09,0.0,0.0
1803,1.4497830306936521e-05,0.0,0.0,0.0
1804,1.4804968616642458e-05,0.0,0.0,0.0
1805,1.4959622213999474e-05,0.0,0.0,0.0
1806,1.5381352048799662e-05,0.0,0.0,0.0
1807,1.505322727877813e-05,0.0,0.0,0.0
1808,1.5603639050303692e-05,0.0,0.0,0.0
1809,1.5955945205600335e-05,0.0,0.0,0.0
1810,1.6255936576011925e-05,0.0,0.0,0.0
1811,1.62293824489877e-05,2.343839408272938e-10,0.0,0.0
1812,1.652258340202804e-05,2.343839408272938e-10,0.0,0.0
1813,1.687325103765553e-05,2.343839408272938e-10,0.0,0.0
1814,1.7516264441448065e-05,4.4334207733547666e-10,0.0,0.0
1815,1.74264001283778e-05,4.4334207733547666e-10,1.9314070977470366e-10,1.9314070977470366e-10
1816,1.8537515383546372e-05,4.4334207733547666e-10,3.8331342861701907e-10,3.8331342861701907e-10
1817,1.839488946383686e-05,4.4334207733547666e-10,3.8331342861701907e-10,3.8331342861701907e-10
1818,1.8664404446358924e-05,3.879930028054852e-10,3.8331342861701907e-10,3.8331342861701907e-10
1819,1.8780313569420415e-05,3.879930028054852e-10,3.8331342861701907e-10,3.8331342861701907e-10
1820,1.842237881127013e-05,5.353899387320179e-10,3.8331342861701907e-10,3.8331342861701907e-10
1821,1.8427625816132475e-05,4.54986056766923e-10,3.8331342861701907e-10,3.8331342861701907e-10
1822,1.8195170144151363e-05,4.54986056766923e-10,1.901727188423154e-10,1.901727188423154e-10
1823,1.7946900698007084e-05,4.54986056766923e-10,0.0,0.0
1824,1.828547673150232e-05,4.54986056766923e-10,0.0,0.0
1825,1.8451343878820937e-05,2.759511904696207e-10,0.0,0.0
1826,1.8522971523842508e-05,2.759511904696207e-10,1.1849824296409191e-10,1.1849824296409191e-10
1827,1.8621462264231275e-05,1.2855425454308796e-10,1.1849824296409191e-10,1.1849824296409191e-10
1828,1.85940971277887e-05,1.103293091807091e-10,1.1849824296409191e-10,1.1849824296409191e-10
1829,2.141729757048389e-05,1.103293091807091e-10,2.590467998838822e-10,2.590467998838822e-10
1830,2.076589823575757e-05,3.0093839325268894e-10,2.590467998838822e-10,2.590467998838822e-10
1831,2.093356332417378e-05,3.0093839325268894e-10,5.377307963984532e-10,5.377307963984532e-10
1832,2.068359442221533e-05,3.860878521650639e-10,5.377307963984532e-10,5.377307963984532e-10
1833,2.074122598319913e-05,3.860878521650639e-10,5.017108157494882e-10,5.017108157494882e-10
1834,2.0866524729561725e-05,5.522082394523612e-10,7.50891396680434e-10,7.50891396680434e-10
1835,2.102854029674615e-05,4.418789302716521e-10,8.34674797532488e-10,8.34674797532488e-10
1836,1.876263870924179e-05,5.920012892600215e-10,6.941262406126977e-10,6.941262406126977e-10
1837,1.9386704869767918e-05,4.788336156152135e-10,6.941262406126977e-10,6.941262406126977e-10
1838,1.939504597560569e-05,4.788336156152135e-10,4.154422440981266e-10,4.154422440981266e-10
1839,1.9493503454473933e-05,3.936841567028385e-10,1.0974751504403253e-09,1.0974751504403253e-09
1840,1.9829808609626654e-05,3.936841567028385e-10,1.1661688202403907e-09,1.1661688202403907e-09
1841,1.995969016986367e-05,4.3749660243770043e-10,9.869658503168311e-10,9.869658503168311e-10
1842,2.0217219831205773e-05,6.807583623797647e-10,9.031824494647773e-10,9.031824494647773e-10
1843,2.062985108100942e-05,5.306360033913953e-10,9.031824494647773e-10,9.031824494647773e-10
1844,2.0960120829321177e-05,5.199774499864418e-10,1.0367481635092141e-09,1.0367481635092141e-09
1845,2.1155822001414242e-05,7.869325112176893e-10,1.1034869288170261e-09,1.1034869288170261e-09
1846,2.1730617975533407e-05,8.521530108535863e-10,6.171155253476002e-10,6.171155253476002e-10
1847,2.1779998340727097e-05,8.521530108535863e-10,6.477599964352773e-10,6.477599964352773e-10
1848,2.2462511229345443e-05,6.96907852854827e-10,5.777823854278909e-10,5.777823854278909e-10
1849,2.2693898115124155e-05,5.073856295429685e-10,6.852614586883021e-10,6.852614586883021e-10
1850,2.241740107170439e-05,5.073856295429685e-10,8.751410945124454e-10,8.751410945124454e-10
1851,2.216238499386236e-05,5.798885617723317e-10,7.880039755635084e-10,7.880039755635084e-10
1852,2.2930510177892366e-05,4.140566421474899e-10,9.74073064271711e-10,9.74073064271711e-10
1853,2.3043285182211548e-05,4.4535482444731297e-10,1.0197082583080735e-09,1.0197082583080735e-09
1854,2.321441388630774e-05,7.483659961568126e-10,8.378918551052042e-10,8.378918551052042e-10
1855,2.3440080570123557e-05,6.936783211334127e-10,9.953971020453573e-10,9.953971020453573e-10
1856,2.3684055642141694e-05,6.89637589098727e-10,8.879180287849461e-10,8.879180287849461e-10
1857,2.3920092384547127e-05,7.859060426250255e-10,7.943068464871012e-10,7.943068464871012e-10
1858,2.4291754016303457e-05,8.194307970261455e-10,7.478782513916014e-10,7.478782513916014e-10
1859,2.4021502862784212e-05,9.620252094943993e-10,4.950703973755871e-10,4.950703973755871e-10
1860,2.4144148483173922e-05,1.292472989744553e-09,6.19744953768629e-10,6.19744953768629e-10
1861,2.451832759626476e-05,1.1589218513423966e-09,7.327183145936342e-10,7.327183145936342e-10
1862,2.4267088000280118e-05,1.1589218513423966e-09,5.752130676534811e-10,5.752130676534811e-10
1863,2.4366781612375883e-05,1.1569609278553168e-09,5.752130676534811e-10,5.752130676534811e-10
1864,2.4596615860770855e-05,1.343263203049513e-09,6.202299784874299e-10,6.202299784874299e-10
1865,2.5389585841497008e-05,1.3915854222913892e-09,8.855892844447258e-10,8.855892844447258e-10
1866,2.5576122685119378e-05,1.1478678682167294e-09,1.1067873918944672e-09,1.1067873918944672e-09
1867,2.5872794659725124e-05,7.641138634527169e-10,7.408161385922898e-10,7.408161385922898e-10
1868,2.630507957032283e-05,7.290889281197366e-10,7.174661737734717e-10,7.174661737734717e-10
1869,2.6549777040989803e-05,7.290889281197366e-10,7.966379460861666e-10,7.966379460861666e-10
1870,2.7210270803022597e-05,8.925333567460265e-10,1.3034754704171242e-09,1.3034754704171242e-09
1871,2.774463635952478e-05,6.099626280255319e-10,1.162190106056877e-09,1.162190106056877e-09
1872,2.7443719123506787e-05,4.2978157540777117e-10,9.37782510376398e-10,9.37782510376398e-10
1873,2.772357506078801e-05,4.687903279850961e-10,7.555931555039816e-10,7.555931555039816e-10
1874,2.821584868278088e-05,5.050592999378267e-10,8.350745848785732e-10,8.350745848785732e-10
1875,2.860481332131063e-05,4.508542626537247e-10,8.25681249562647e-10,8.25681249562647e-10
1876,2.915228729502165e-05,4.891862470657315e-10,7.465094772499522e-10,7.465094772499522e-10
1877,2.920190049085899e-05,2.6197660231628917e-09,2.7462362542759623e-10,2.7462362542759623e-10
1878,2.948710139857472e-05,2.8011928173857623e-09,6.37477213873337e-10,6.37477213873337e-10
1879,2.9768884685056817e-05,2.8998963627227934e-09,7.710945770789124e-10,7.710945770789124e-10
1880,3.0034391394500354e-05,2.8608876101454683e-09,9.622926146400447e-10,9.622926146400447e-10
1881,3.0750785039604776e-05,2.8445373715221425e-09,1.0722047654494154e-09,1.0722047654494154e-09
1882,3.0775803419861146e-05,2.7643073108318816e-09,1.0567938627367317e-09,1.0567938627367317e-09
1883,3.175355232087895e-05,2.8544658383010203e-09,1.3780201464046777e-09,1.3780201464046777e-09
1884,3.2387377879266364e-05,5.127037524691299e-10,1.404090288481541e-09,1.404090288481541e-09
1885,3.291812494613363e-05,3.893235139036071e-10,1.0412367000358002e-09,1.0412367000358002e-09
1886,3.338317505300178e-05,3.3243410801908624e-10,1.0597879399451164e-09,1.0597879399451164e-09
1887,3.358893861461963e-05,4.1533601558008115e-10,9.677509904548742e-10,9.677509904548742e-10
1888,3.3192692041796234e-05,4.0621050967359906e-10,8.863687799604796e-10,8.863687799604796e-10
1889,3.400852386091303e-05,5.108940889389909e-10,1.0309167805136861e-09,1.0309167805136861e-09
1890,3.3624156848028565e-05,4.3299495734925944e-10,8.36168943609193e-10,8.36168943609193e-10
1891,3.3729993966907e-05,6.634404295776822e-10,8.775673362596389e-10,8.775673362596389e-10
1892,3.401639956531913e-05,6.503370381898727e-10,9.22510500529177e-10,9.22510500529177e-10
1893,3.450014264672063e-05,5.906328620630674e-10,7.755135343425122e-10,7.755135343425122e-10
1894,3.508355387436625e-05,5.298227273575762e-10,6.37343693694297e-10,6.37343693694297e-10
1895,3.5664042245896e-05,5.393306654452193e-10,5.505035316488716e-10,5.505035316488716e-10
1896,3.530907010177283e-05,4.734079378510003e-10,3.798972247892607e-10,3.798972247892607e-10
1897,3.53309561822763e-05,4.413933127730577e-10,2.7199553323927917e-10,2.7199553323927917e-10
1898,3.5697988745856234e-05,2.470241769073464e-10,1.8761349418472406e-10,1.8761349418472406e-10
1899,3.605443427139627e-05,2.931505455050498e-10,1.9731204963553088e-10,1.9731204963553088e-10
1900,3.6290668504079804e-05,2.7008887190252805e-10,2.234711205766666e-10,2.234711205766666e-10
1901,3.659419287162434e-05,3.67953905439882e-10,3.4342792696952426e-10,3.4342792696952426e-10
1902,3.747663452356521e-05,3.3887686307869965e-10,3.739115901822489e-10,3.739115901822489e-10
1903,3.8891590520506725e-05,3.479334439607637e-10,4.467247504453502e-10,4.467247504453502e-10
1904,4.0492688380514407e-05,4.561866083298481e-10,4.440017351796983e-10,4.440017351796983e-10
1905,4.133038549168434e-05,5.573320297333087e-10,5.021978795118263e-10,5.021978795118263e-10
1906,4.2090653940769176e-05,4.97292469108552e-10,6.027060210039054e-10,6.027060210039054e-10
1907,4.363648726471833e-05,6.291440305236254e-10,6.476249943067534e-10,6.476249943067534e-10
1908,4.482181144079992e-05,5.366361323565019e-10,7.198105534241986e-10,7.198105534241986e-10
1909,4.607034809721101e-05,5.573235880732394e-10,6.957177007113227e-10,6.957177007113227e-10
1910,4.670226657513662e-05,5.921494921385622e-10,7.49430362014168e-10,7.49430362014168e-10
1911,4.7494799218839034e-05,5.072533702600777e-10,9.013118128826341e-10,9.013118128826341e-10
1912,4.905038856252629e-05,4.5651625733635267e-10,1.0557032252357855e-09,1.0557032252357855e-09
1913,5.0734678682472024e-05,4.386009876717572e-09,1.172213835918891e-09,1.172213835918891e-09
1914,5.201084786676802e-05,4.385706722390534e-09,1.1573278704427433e-09,1.1573278704427433e-09
1915,5.342876465874724e-05,4.358257814164799e-09,1.2042663394273845e-09,1.2042663394273845e-09
1916,5.369639620766975e-05,4.468704271700017e-09,1.4175341218296872e-09,1.4175341218296872e-09
1917,5.493105033695299e-05,4.581581217585498e-09,1.4756991977599959e-09,1.4756991977599959e-09
1918,5.563769082073122e-05,4.697830045609562e-09,1.423005919447868e-09,1.423005919447868e-09
1919,5.597272995925907e-05,4.739197122040549e-09,1.448083637128101e-09,1.448083637128101e-09
1920,5.521207224644188e-05,9.178834597151869e-10,1.338834741483806e-09,1.338834741483806e-09
