ngram,preference,preferece,prefence,preference
1556,4.203320388894229e-06,0.0,2.776980649546853e-05,4.203320388894229e-06
1557,3.122628965814199e-06,0.0,2.776980649546853e-05,3.122628965814199e-06
1558,5.850823591962191e-06,0.0,2.776980649546853e-05,5.850823591962191e-06
1559,5.850823591962191e-06,0.0,2.776980649546853e-05,5.850823591962191e-06
1560,6.299513838062662e-06,0.0,2.776980649546853e-05,6.299513838062662e-06
1561,6.299513838062662e-06,0.0,0.0,6.299513838062662e-06
1562,6.299513838062662e-06,0.0,0.0,6.299513838062662e-06
1563,3.176884872248463e-06,0.0,4.5462171068980493e-07,3.176884872248463e-06
1564,3.176884872248463e-06,0.0,4.5462171068980493e-07,3.176884872248463e-06
1565,4.4869024610047094e-07,0.0,4.5462171068980493e-07,4.4869024610047094e-07
1566,4.4869024610047094e-07,0.0,4.5462171068980493e-07,4.4869024610047094e-07
1567,0.0,0.0,2.5018137291356524e-06,0.0
1568,0.0,0.0,2.5018137291356524e-06,0.0
1569,0.0,0.0,2.5018137291356524e-06,0.0
1570,0.0,0.0,2.0471920184458474e-06,0.0
1571,2.4518516771162728e-06,0.0,2.0471920184458474e-06,2.4518516771162728e-06
1572,2.4518516771162728e-06,0.0,2.5671528029696285e-06,2.4518516771162728e-06
1573,2.4518516771162728e-06,0.0,2.5671528029696285e-06,2.4518516771162728e-06
1574,2.4518516771162728e-06,0.0,5.199607845237811e-07,2.4518516771162728e-06
1575,2.4518516771162728e-06,0.0,1.7772404135030229e-06,2.4518516771162728e-06
1576,2.4518516771162728e-06,0.0,1.7772404135030229e-06,2.4518516771162728e-06
1577,2.4518516771162728e-06,0.0,1.7772404135030229e-06,2.4518516771162728e-06
1578,0.0,0.0,1.7772404135030229e-06,0.0
1579,1.2935096102799953e-06,0.0,1.2572796289792417e-06,1.2935096102799953e-06
1580,1.2935096102799953e-06,0.0,6.209583781518242e-06,1.2935096102799953e-06
1581,1.2935096102799953e-06,0.0,6.209583781518242e-06,1.2935096102799953e-06
1582,1.2935096102799953e-06,0.0,5.790266901125765e-06,1.2935096102799953e-06
1583,5.3788018184215095e-06,0.0,6.511200808745343e-06,5.3788018184215095e-06
1584,6.2779134038594615e-06,0.0,6.511200808745343e-06,6.2779134038594615e-06
1585,6.2779134038594615e-06,0.0,1.0851716719376522e-05,6.2779134038594615e-06
1586,4.984403793579466e-06,0.0,1.0851716719376522e-05,4.984403793579466e-06
1587,5.330483353256048e-06,0.0,7.975889924897014e-06,5.330483353256048e-06
1588,5.330483353256048e-06,0.0,1.5340454150905964e-05,5.330483353256048e-06
1589,5.5172098265237376e-06,0.0,1.45024914023192e-05,5.5172098265237376e-06
1590,1.691893268278883e-06,0.0,1.5341411329115673e-05,1.691893268278883e-06
1591,1.0593151468388636e-06,0.0,1.587447825711154e-05,1.0593151468388636e-06
1592,1.0593151468388636e-06,0.0,1.2130934140129415e-05,1.0593151468388636e-06
1593,1.282591873470145e-06,0.0,1.3917147953179665e-05,1.282591873470145e-06
1594,9.36512313793563e-07,0.0,1.2678828495284375e-05,9.36512313793563e-07
1595,9.36512313793563e-07,0.0,7.117452631583936e-06,9.36512313793563e-07
1596,7.497858405258739e-07,0.0,7.538289082731353e-06,7.497858405258739e-07
1597,1.3372448717875938e-06,0.0,6.2205594336514225e-06,1.3372448717875938e-06
1598,7.92696839978037e-06,0.0,5.952896003691421e-06,7.92696839978037e-06
1599,9.459813359821315e-06,0.0,6.7708579893275915e-06,9.459813359821315e-06
1600,1.083412787141112e-05,0.0,5.197656345704413e-06,1.083412787141112e-05
1601,1.1029451733130763e-05,0.0,9.437918850250884e-06,1.1029451733130763e-05
1602,1.1342653903869047e-05,0.0,8.469936233268527e-06,1.1342653903869047e-05
1603,1.1342653903869047e-05,0.0,1.2170200875516457e-05,1.1342653903869047e-05
1604,1.066548954245913e-05,0.0,1.363077992014691e-05,1.066548954245913e-05
1605,3.8092325504684207e-06,0.0,1.7862852148807307e-05,3.8092325504684207e-06
1606,2.516627919898643e-06,0.0,1.7569039885399563e-05,2.516627919898643e-06
1607,1.665533756879865e-06,0.0,1.9595518876615514e-05,1.665533756879865e-06
1608,1.4702098951602238e-06,0.0,1.9109683437688674e-05,1.4702098951602238e-06
1609,1.1570077244219386e-06,0.0,2.6953480560873038e-05,1.1570077244219386e-06
1610,1.1570077244219386e-06,0.0,2.423431033093948e-05,1.1570077244219386e-06
1611,2.2156847145587174e-06,0.0,2.795945796866103e-05,2.2156847145587174e-06
1612,2.2156847145587174e-06,0.0,2.5882988796053852e-05,2.2156847145587174e-06
1613,2.2950653471655514e-06,0.0,2.7318834976800383e-05,2.2950653471655514e-06
1614,1.5485682719632417e-06,0.0,2.705700236609638e-05,1.5485682719632417e-06
1615,1.5485682719632417e-06,0.0,2.589290657592106e-05,1.5485682719632417e-06
1616,1.908992804341584e-06,0.0,2.298069622546401e-05,1.908992804341584e-06
1617,1.908992804341584e-06,0.0,2.4543757327981958e-05,1.908992804341584e-06
1618,2.058725385722937e-06,0.0,2.2956514970116715e-05,2.058725385722937e-06
1619,2.1712598855369184e-06,0.0,2.481181945768185e-05,2.1712598855369184e-06
1620,2.0531167511502905e-06,0.0,2.507554147866488e-05,2.0531167511502905e-06
1621,2.0531167511502905e-06,0.0,2.666624277480878e-05,2.0531167511502905e-06
1622,2.4752072005997306e-06,0.0,2.5488902662930612e-05,2.4752072005997306e-06
1623,2.9230252737631546e-06,0.0,2.3763323042658158e-05,2.9230252737631546e-06
1624,3.669686252903505e-06,0.0,2.3934307007168953e-05,3.669686252903505e-06
1625,2.291006361636911e-06,0.0,2.3831609464001042e-05,2.291006361636911e-06
1626,2.40809367824113e-06,0.0,2.0473785688019624e-05,2.40809367824113e-06
1627,2.206615850549757e-06,0.0,2.5961205860117582e-05,2.206615850549757e-06
1628,2.665197241315452e-06,0.0,2.4882287886742104e-05,2.665197241315452e-06
1629,2.4081654795996395e-06,0.0,2.6757605935147565e-05,2.4081654795996395e-06
1630,5.308629705983289e-06,0.0,2.4958867080775754e-05,5.308629705983289e-06
1631,4.8453686401574354e-06,0.0,2.4996970491234345e-05,4.8453686401574354e-06
1632,5.395125445569907e-06,0.0,2.8222645726470675e-05,5.395125445569907e-06
1633,5.165503629151706e-06,0.0,3.237659179181459e-05,5.165503629151706e-06
1634,5.288921792206176e-06,0.0,2.8511535544696797e-05,5.288921792206176e-06
1635,4.8303404014404805e-06,0.0,3.013807924747068e-05,4.8303404014404805e-06
1636,4.6652817137068525e-06,0.0,3.486974232406023e-05,4.6652817137068525e-06
1637,9.565748817814374e-07,0.0,4.265020548440849e-05,9.565748817814374e-07
1638,7.405100055685969e-07,0.0,4.304488304894351e-05,7.405100055685969e-07
1639,3.4649365992273875e-07,0.0,3.84952740465191e-05,3.4649365992273875e-07
1640,4.493017148174009e-07,0.0,3.558180989265176e-05,4.493017148174009e-07
1641,4.4532772644093453e-07,0.0,3.1855421314373545e-05,4.4532772644093453e-07
1642,6.612273953773443e-07,0.0,3.194947917758587e-05,6.612273953773443e-07
1643,6.612273953773443e-07,0.0,2.598166728213463e-05,6.612273953773443e-07
1644,1.3028576526202024e-06,0.0,1.9533527327959227e-05,1.3028576526202024e-06
1645,1.3828731003481413e-06,0.0,1.9746766416314392e-05,1.3828731003481413e-06
1646,1.7308247086995315e-06,0.0,2.2268971406447235e-05,1.7308247086995315e-06
1647,1.732062206169108e-06,0.0,2.552037104968414e-05,1.732062206169108e-06
1648,2.4379043078884673e-06,0.0,2.640842922119191e-05,2.4379043078884673e-06
1649,2.2220046389520576e-06,0.0,2.579686341570258e-05,2.2220046389520576e-06
1650,2.749046294476492e-06,0.0,2.5805274162848946e-05,2.749046294476492e-06
1651,2.1934161996536465e-06,0.0,2.5584483150201516e-05,2.1934161996536465e-06
1652,2.435765484928457e-06,0.0,2.5588142177314565e-05,2.435765484928457e-06
1653,2.2335765298261582e-06,0.0,2.2084099717695998e-05,2.2335765298261582e-06
1654,2.171014163617916e-06,0.0,1.8457507914198296e-05,2.171014163617916e-06
1655,1.345727887220554e-06,0.0,1.82472578152166e-05,1.345727887220554e-06
1656,1.4363425496607566e-06,0.0,1.8681132782408634e-05,1.4363425496607566e-06
1657,1.0761274934014052e-06,0.0,1.7867736200319735e-05,1.0761274934014052e-06
1658,1.6335149268797977e-06,0.0,1.7087280346978722e-05,1.6335149268797977e-06
1659,1.4368182641127142e-06,0.0,1.558549541057021e-05,1.4368182641127142e-06
1660,1.8568883685280265e-06,0.0,1.8322445352428724e-05,1.8568883685280265e-06
1661,2.0841468183009837e-06,0.0,2.110727590271771e-05,2.0841468183009837e-06
1662,2.2059463974853444e-06,0.0,2.206759472755948e-05,2.2059463974853444e-06
1663,2.5095016066448546e-06,0.0,1.9283446688080274e-05,2.5095016066448546e-06
1664,2.7750077963771347e-06,0.0,1.9556293149694932e-05,2.7750077963771347e-06
1665,2.175711817439411e-06,0.0,2.0642347018500523e-05,2.175711817439411e-06
1666,2.262347505523264e-06,0.0,2.0835277609876357e-05,2.262347505523264e-06
1667,2.254725225319427e-06,0.0,2.0333299679415567e-05,2.254725225319427e-06
1668,2.423515764706151e-06,0.0,1.8871170530993758e-05,2.423515764706151e-06
1669,2.5113948294931887e-06,0.0,2.0080915679240468e-05,2.5113948294931887e-06
1670,2.5423658200907084e-06,0.0,2.277492629738325e-05,2.5423658200907084e-06
1671,2.2273636131688235e-06,0.0,2.370200361058648e-05,2.2273636131688235e-06
1672,2.3800768076398526e-06,0.0,2.419990102810386e-05,2.3800768076398526e-06
1673,2.471581069585227e-06,0.0,2.565721661085263e-05,2.471581069585227e-06
1674,2.7986069101513877e-06,0.0,2.654437828044008e-05,2.7986069101513877e-06
1675,2.7385782459532493e-06,0.0,2.7212934842931906e-05,2.7385782459532493e-06
1676,3.0872042283850272e-06,0.0,2.8415460162380312e-05,3.0872042283850272e-06
1677,2.930752949786048e-06,0.0,2.8033381957876763e-05,2.930752949786048e-06
1678,3.2914680819625834e-06,0.0,2.6261937169432974e-05,3.2914680819625834e-06
1679,3.1869503475588445e-06,0.0,2.4157822995870708e-05,3.1869503475588445e-06
1680,3.2321516495617937e-06,0.0,2.26493652267631e-05,3.2321516495617937e-06
1681,2.437309197895437e-06,0.0,2.046693160601925e-05,2.437309197895437e-06
1682,2.4025432432089085e-06,0.0,1.9050737397005184e-05,2.4025432432089085e-06
1683,2.3738520959731043e-06,0.0,1.6975876730742e-05,2.3738520959731043e-06
1684,4.705883140689236e-06,0.0,1.528592084858766e-05,4.705883140689236e-06
1685,4.429895739122003e-06,0.0,1.5307752619264647e-05,4.429895739122003e-06
1686,4.5586423149351115e-06,0.0,1.5547589230534087e-05,4.5586423149351115e-06
1687,4.719099235574374e-06,0.0,1.3945932550996076e-05,4.719099235574374e-06
1688,5.497979600477265e-06,0.0,1.3111614862282295e-05,5.497979600477265e-06
1689,5.470953738040407e-06,0.0,1.2141905504644715e-05,5.470953738040407e-06
1690,7.828410616639303e-06,0.0,1.117363782603726e-05,7.828410616639303e-06
1691,5.668078951462771e-06,0.0,1.101608047195311e-05,5.668078951462771e-06
1692,5.986717626780903e-06,0.0,1.1160868390496554e-05,5.986717626780903e-06
1693,6.6435174111185395e-06,0.0,1.0153043279258003e-05,6.6435174111185395e-06
1694,6.676354912217773e-06,0.0,1.032884905985806e-05,6.676354912217773e-06
1695,6.178571538839606e-06,0.0,9.520146704744548e-06,6.178571538839606e-06
1696,6.28800038222315e-06,0.0,8.949804461216055e-06,6.28800038222315e-06
1697,4.054819685604473e-06,0.0,8.078131031652447e-06,4.054819685604473e-06
1698,6.42504505776742e-06,0.0,6.987783503323694e-06,6.42504505776742e-06
1699,6.309503825312797e-06,0.0,6.130733384322541e-06,6.309503825312797e-06
1700,5.795610279944542e-06,0.0,5.157282852711173e-06,5.795610279944542e-06
1701,5.495307797381039e-06,0.0,4.785814618506785e-06,5.495307797381039e-06
1702,5.471453180559495e-06,0.0,4.7521341457468225e-06,5.471453180559495e-06
1703,5.642538001536325e-06,0.0,4.6510236058696004e-06,5.642538001536325e-06
1704,5.326457247584975e-06,0.0,4.127910090444077e-06,5.326457247584975e-06
1705,3.0103643504324803e-06,0.0,3.716263384896073e-06,3.0103643504324803e-06
1706,3.2365054331811346e-06,0.0,3.3912745850882075e-06,3.2365054331811346e-06
1707,3.0305474345888276e-06,0.0,3.4560521758716537e-06,3.0305474345888276e-06
1708,2.9044826175907346e-06,0.0,3.3196520397333577e-06,2.9044826175907346e-06
1709,2.6295812176613254e-06,0.0,2.8650130811261728e-06,2.6295812176613254e-06
1710,2.3260112454538884e-06,0.0,2.4227748229220325e-06,2.3260112454538884e-06
1711,2.327433857577229e-06,0.0,2.171166313148985e-06,2.327433857577229e-06
1712,1.9089563595896053e-06,0.0,2.1343515267549914e-06,1.9089563595896053e-06
1713,1.5805639382701235e-06,0.0,1.76577549382273e-06,1.5805639382701235e-06
1714,1.9394490209379e-06,0.0,1.5613384302274165e-06,1.9394490209379e-06
1715,1.9486575411065132e-06,0.0,1.4317145168466335e-06,1.9486575411065132e-06
1716,1.888426449373323e-06,0.0,1.3860232895370115e-06,1.888426449373323e-06
1717,1.870861670535565e-06,0.0,1.660764131169604e-06,1.870861670535565e-06
1718,2.0425860611794633e-06,0.0,2.8219064834697098e-06,2.0425860611794633e-06
1719,2.111409279288117e-06,0.0,2.918071483496273e-06,2.111409279288117e-06
1720,2.0440941982867244e-06,0.0,2.9241722277869745e-06,2.0440941982867244e-06
1721,1.693668325840138e-06,0.0,3.7592899145368264e-06,1.693668325840138e-06
1722,1.9725711126739043e-06,0.0,3.51288840810022e-06,1.9725711126739043e-06
1723,2.205713355708992e-06,0.0,4.083801164662353e-06,2.205713355708992e-06
1724,2.1478467715496663e-06,0.0,3.9445843234326664e-06,2.1478467715496663e-06
1725,2.2324800283968216e-06,0.0,2.9779626028617453e-06,2.2324800283968216e-06
1726,2.5666752370463134e-06,0.0,3.1934327304432893e-06,2.5666752370463134e-06
1727,2.645850843561805e-06,0.0,4.070237764608464e-06,2.645850843561805e-06
1728,2.9524176332935374e-06,0.0,3.445125132982087e-06,2.9524176332935374e-06
1729,3.0099089047195904e-06,0.0,4.036500740767224e-06,3.0099089047195904e-06
1730,3.0176843373348154e-06,0.0,3.6553910831571557e-06,3.0176843373348154e-06
1731,3.371732970793216e-06,0.0,4.038635032494702e-06,3.371732970793216e-06
1732,3.132879653224206e-06,0.0,4.1233116202680065e-06,3.132879653224206e-06
1733,3.321170392415037e-06,0.0,4.515957990796389e-06,3.321170392415037e-06
1734,3.62581324355103e-06,0.0,4.081349970874726e-06,3.62581324355103e-06
1735,3.495552424023377e-06,0.0,4.552690175582289e-06,3.495552424023377e-06
1736,3.2974178663737675e-06,0.0,4.269849796401104e-06,3.2974178663737675e-06
1737,3.3935348580728586e-06,0.0,4.591243655990443e-06,3.3935348580728586e-06
1738,3.739395489381942e-06,0.0,4.774578623515221e-06,3.739395489381942e-06
1739,3.7348295336414594e-06,0.0,5.202955500343316e-06,3.7348295336414594e-06
1740,3.4193785073252262e-06,0.0,4.759121436239054e-06,3.4193785073252262e-06
1741,3.3762817110982724e-06,0.0,4.602843416380763e-06,3.3762817110982724e-06
1742,3.6776492444395056e-06,0.0,4.3104179375015e-06,3.6776492444395056e-06
1743,3.732165493732152e-06,0.0,4.329013011426598e-06,3.732165493732152e-06
1744,3.820606642485862e-06,0.0,3.948883366839644e-06,3.820606642485862e-06
1745,3.7492245610337704e-06,0.0,3.6024976972320085e-06,3.7492245610337704e-06
1746,4.268200655133114e-06,0.0,3.5342136795536916e-06,4.268200655133114e-06
1747,4.7564472294782585e-06,0.0,3.4992300957778103e-06,4.7564472294782585e-06
1748,5.330291547319835e-06,0.0,3.7107074928956407e-06,5.330291547319835e-06
1749,6.133118826515524e-06,0.0,3.5459211501022636e-06,6.133118826515524e-06
1750,6.730885031304622e-06,0.0,3.980339605342513e-06,6.730885031304622e-06
1751,7.479161078143599e-06,0.0,4.882246880047855e-06,7.479161078143599e-06
1752,7.845871420743475e-06,0.0,4.754007380012938e-06,7.845871420743475e-06
1753,8.237092905411763e-06,0.0,4.55520197257491e-06,8.237092905411763e-06
1754,9.116596434718563e-06,0.0,4.79608593195735e-06,9.116596434718563e-06
1755,9.939334696745e-06,0.0,5.083713176645688e-06,9.939334696745e-06
1756,1.020743372594422e-05,0.0,5.73149259253114e-06,1.020743372594422e-05
1757,1.0865733202081174e-05,0.0,5.6122656977614886e-06,1.0865733202081174e-05
1758,1.1242231526661531e-05,0.0,5.357156071892989e-06,1.1242231526661531e-05
1759,1.1706549100511308e-05,0.0,5.320396472338221e-06,1.1706549100511308e-05
1760,1.2070276820200629e-05,0.0,5.7604652933410506e-06,1.2070276820200629e-05
1761,1.386449301727615e-05,0.0,5.517208917029036e-06,1.386449301727615e-05
1762,1.4155698668868613e-05,0.0,5.567363067322211e-06,1.4155698668868613e-05
1763,1.4336892361045881e-05,0.0,5.5166973262592885e-06,1.4336892361045881e-05
1764,1.5331988444294048e-05,0.0,5.820898552753663e-06,1.5331988444294048e-05
1765,1.635163646694439e-05,0.0,6.183400533440622e-06,1.635163646694439e-05
1766,1.673929598057709e-05,0.0,7.152485977712786e-06,1.673929598057709e-05
1767,1.7197908424090462e-05,0.0,7.0659665263000145e-06,1.7197908424090462e-05
1768,1.564205519701188e-05,0.0,7.505910681564794e-06,1.564205519701188e-05
1769,1.552556906452602e-05,0.0,7.597960575367324e-06,1.552556906452602e-05
1770,1.5901076559592703e-05,0.0,7.65092499932507e-06,1.5901076559592703e-05
1771,1.5834119299792553e-05,0.0,7.607321289729693e-06,1.5834119299792553e-05
1772,1.5708333843836692e-05,0.0,7.911788153640892e-06,1.5708333843836692e-05
1773,1.615344470857443e-05,0.0,7.330361963145801e-06,1.615344470857443e-05
1774,1.7240950910490938e-05,0.0,7.327339842179624e-06,1.7240950910490938e-05
1775,1.7518781143215684e-05,0.0,8.001273922023497e-06,1.7518781143215684e-05
1776,1.8105236449628137e-05,0.0,8.283464532204171e-06,1.8105236449628137e-05
1777,1.8675675424414555e-05,0.0,8.81271112770524e-06,1.8675675424414555e-05
1778,1.8600901187580477e-05,0.0,9.00089435162954e-06,1.8600901187580477e-05
1779,1.8867878939740228e-05,0.0,9.051964038267865e-06,1.8867878939740228e-05
1780,1.9492082563894136e-05,0.0,1.0183169771542972e-05,1.9492082563894136e-05
1781,1.889794137761263e-05,0.0,1.0469779356623934e-05,1.889794137761263e-05
1782,2.001151915465016e-05,0.0,1.0240926193156546e-05,2.001151915465016e-05
1783,2.032623862240663e-05,0.0,1.0428683318813065e-05,2.032623862240663e-05
1784,2.0538363969535567e-05,0.0,1.0264408566789435e-05,2.0538363969535567e-05
1785,2.122976106225646e-05,0.0,1.050237551680766e-05,2.122976106225646e-05
1786,2.113381067049756e-05,0.0,1.0111558367498219e-05,2.113381067049756e-05
1787,2.1132671723275314e-05,0.0,9.652878491449104e-06,2.1132671723275314e-05
1788,2.173474682162383e-05,0.0,9.891809375923394e-06,2.173474682162383e-05
1789,2.1858027269315373e-05,0.0,9.739524752408865e-06,2.1858027269315373e-05
1790,2.17481361427677e-05,0.0,9.15991657685871e-06,2.17481361427677e-05
1791,2.1844217761619283e-05,0.0,8.689976961509924e-06,2.1844217761619283e-05
1792,2.1546382153506522e-05,0.0,8.008953565357452e-06,2.1546382153506522e-05
1793,2.1840372937731445e-05,0.0,7.520554325830224e-06,2.1840372937731445e-05
1794,2.1796524119313938e-05,0.0,6.658869097009301e-06,2.1796524119313938e-05
1795,2.1431081092617076e-05,0.0,6.119600779389397e-06,2.1431081092617076e-05
1796,2.0986805663726826e-05,0.0,5.69823090959939e-06,2.0986805663726826e-05
1797,2.0960762672725002e-05,0.0,5.239104179314122e-06,2.0960762672725002e-05
1798,2.1028863037437467e-05,0.0,4.568382743335471e-06,2.1028863037437467e-05
1799,2.1575816000612186e-05,0.0,4.167287621774969e-06,2.1575816000612186e-05
1800,2.1363621791741544e-05,0.0,3.5892048637314085e-06,2.1363621791741544e-05
1801,2.141565528290812e-05,0.0,3.1423221409048504e-06,2.141565528290812e-05
1802,2.1781363362346644e-05,0.0,2.4342342937546036e-06,2.1781363362346644e-05
1803,2.1858582840650342e-05,0.0,1.8151115536316605e-06,2.1858582840650342e-05
1804,2.228571819224661e-05,0.0,1.4192941648616397e-06,2.228571819224661e-05
1805,2.1889924287929068e-05,0.0,1.2494973913947303e-06,2.1889924287929068e-05
1806,2.1226897972935278e-05,0.0,9.486845807974273e-07,2.1226897972935278e-05
1807,2.1172604257506983e-05,0.0,7.566969486560993e-07,2.1172604257506983e-05
1808,2.1308061020265867e-05,0.0,5.869353572052205e-07,2.1308061020265867e-05
1809,2.0947723377113497e-05,0.0,4.648062770229444e-07,2.0947723377113497e-05
1810,2.0756337887308162e-05,0.0,3.922155491815309e-07,2.0756337887308162e-05
1811,2.056717208428641e-05,0.0,3.1875458209437315e-07,2.056717208428641e-05
1812,2.0539035176625475e-05,0.0,2.3612057122233766e-07,2.0539035176625475e-05
1813,2.0359395680965724e-05,0.0,1.7930598923092994e-07,2.0359395680965724e-05
1814,2.0496698717969203e-05,0.0,1.623282892231665e-07,2.0496698717969203e-05
1815,2.009920535783749e-05,0.0,1.1701817013788838e-07,2.009920535783749e-05
1816,2.0102814752525383e-05,0.0,1.0743604050844624e-07,2.0102814752525383e-05
1817,1.9960270947194658e-05,0.0,9.669859630483707e-08,1.9960270947194658e-05
1818,1.9554052154749763e-05,0.0,8.254064251137347e-08,1.9554052154749763e-05
1819,1.9685334856538767e-05,0.0,6.461099813900465e-08,1.9685334856538767e-05
1820,2.005503639728496e-05,0.0,6.158450809629861e-08,2.005503639728496e-05
1821,2.005935181971706e-05,0.0,3.7779176675911685e-08,2.005935181971706e-05
1822,2.0175916558530715e-05,0.0,3.7695353695608805e-08,2.0175916558530715e-05
1823,2.0480197365811493e-05,0.0,2.295263468177211e-08,2.0480197365811493e-05
1824,2.066126528786429e-05,0.0,1.9406857422664203e-08,2.066126528786429e-05
1825,2.0759334542422687e-05,0.0,9.625281492477354e-09,2.0759334542422687e-05
1826,2.0916226016457324e-05,0.0,9.529883897891572e-09,2.0916226016457324e-05
1827,2.097221113217529e-05,0.0,1.286117190524294e-08,2.097221113217529e-05
1828,2.0875579658812577e-05,0.0,1.4645645299690306e-08,2.0875579658812577e-05
1829,2.1241120131370345e-05,0.0,1.2236321241968336e-08,2.1241120131370345e-05
1830,2.0956661111475633e-05,0.0,2.081871797177115e-08,2.0956661111475633e-05
1831,2.0951329393678213e-05,0.0,2.3183410794277596e-08,2.0951329393678213e-05
1832,2.0933829416337956e-05,0.0,2.3917147675055006e-08,2.0933829416337956e-05
1833,2.088555551641288e-05,0.0,2.603600076803555e-08,2.088555551641288e-05
1834,2.0675516290274182e-05,0.0,2.165660157554023e-08,2.0675516290274182e-05
1835,2.0700618084187488e-05,0.0,1.9229356884586934e-08,2.0700618084187488e-05
1836,2.0108757650762398e-05,0.0,2.4422938845905913e-08,2.0108757650762398e-05
1837,1.9857602507857208e-05,0.0,2.4465378548451814e-08,1.9857602507857208e-05
1838,1.9614903326977844e-05,0.0,2.2034092138158356e-08,1.9614903326977844e-05
1839,1.943018209463584e-05,0.0,2.160065142626471e-08,1.943018209463584e-05
1840,1.923155858613817e-05,0.0,1.9201889554589158e-08,1.923155858613817e-05
1841,1.8902683223132044e-05,0.0,2.006839743590965e-08,1.8902683223132044e-05
1842,1.8621871276991442e-05,0.0,3.150169999458338e-08,1.8621871276991442e-05
1843,1.8471058605687824e-05,0.0,2.629401878768383e-08,1.8471058605687824e-05
1844,1.8481168548792732e-05,0.0,1.8790696760489263e-08,1.8481168548792732e-05
1845,1.8294199825114837e-05,0.0,1.9046584262153284e-08,1.8294199825114837e-05
1846,1.828767718896935e-05,6.52204996358969e-11,1.8128500906782515e-08,1.828767718896935e-05
1847,1.8082362398022917e-05,1.258259647267985e-10,1.8780180553536396e-08,1.8082362398022917e-05
