ngram,relief,releif,relief,relief
1566,1.911998112648559e-05,9.912891982821748e-06,1.911998112648559e-05,1.911998112648559e-05
1567,1.5997873560991138e-05,9.912891982821748e-06,1.5997873560991138e-05,1.5997873560991138e-05
1568,1.5997873560991138e-05,9.912891982821748e-06,1.5997873560991138e-05,1.5997873560991138e-05
1569,1.971140019512469e-05,9.912891982821748e-06,1.971140019512469e-05,1.971140019512469e-05
1570,8.493004055968153e-06,8.094405140062528e-06,8.493004055968153e-06,8.493004055968153e-06
1571,3.0559669669725865e-05,8.094405140062528e-06,3.0559669669725865e-05,3.0559669669725865e-05
1572,3.575927738503586e-05,0.0,3.575927738503586e-05,3.575927738503586e-05
1573,3.3855606878725144e-05,0.0,3.3855606878725144e-05,3.3855606878725144e-05
1574,3.358023533499883e-05,0.0,3.358023533499883e-05,3.358023533499883e-05
1575,3.8609353850915795e-05,0.0,3.8609353850915795e-05,3.8609353850915795e-05
1576,3.759990983910809e-05,0.0,3.759990983910809e-05,3.759990983910809e-05
1577,3.608889755923883e-05,0.0,3.608889755923883e-05,3.608889755923883e-05
1578,1.4504058169352771e-05,0.0,1.4504058169352771e-05,1.4504058169352771e-05
1579,1.1244714869462769e-05,0.0,1.1244714869462769e-05,1.1244714869462769e-05
1580,1.1244714869462769e-05,0.0,1.1244714869462769e-05,1.1244714869462769e-05
1581,1.0748599152066163e-05,0.0,1.0748599152066163e-05,1.0748599152066163e-05
1582,5.719480636149196e-06,0.0,5.719480636149196e-06,5.719480636149196e-06
1583,1.0224736960091313e-05,0.0,1.0224736960091313e-05,1.0224736960091313e-05
1584,1.0224736960091313e-05,0.0,1.0224736960091313e-05,1.0224736960091313e-05
1585,1.0309065016502115e-05,0.0,1.0309065016502115e-05,1.0309065016502115e-05
1586,1.1244375985240498e-05,0.0,1.1244375985240498e-05,1.1244375985240498e-05
1587,1.2282614664270244e-05,0.0,1.2282614664270244e-05,1.2282614664270244e-05
1588,1.2358813104843388e-05,0.0,1.2358813104843388e-05,1.2358813104843388e-05
1589,2.2442043051082044e-05,5.601794198030672e-07,2.2442043051082044e-05,2.2442043051082044e-05
1590,1.939231450316064e-05,5.601794198030672e-07,1.939231450316064e-05,1.939231450316064e-05
1591,2.0191914895154435e-05,1.6263132757947979e-06,2.0191914895154435e-05,2.0191914895154435e-05
1592,1.962576061487198e-05,1.6263132757947979e-06,1.962576061487198e-05,1.962576061487198e-05
1593,1.7420015410607448e-05,1.6263132757947979e-06,1.7420015410607448e-05,1.7420015410607448e-05
1594,2.6607303620299456e-05,8.499208304004111e-06,2.6607303620299456e-05,2.6607303620299456e-05
1595,2.638859489577174e-05,8.499208304004111e-06,2.638859489577174e-05,2.638859489577174e-05
1596,2.156582045894798e-05,8.57028356092217e-06,2.156582045894798e-05,2.156582045894798e-05
1597,1.8858955172618153e-05,8.812407746258291e-06,1.8858955172618153e-05,1.8858955172618153e-05
1598,5.0659750611105536e-05,7.746273890266561e-06,5.0659750611105536e-05,5.0659750611105536e-05
1599,5.962099774998413e-05,7.982096186814097e-06,5.962099774998413e-05,5.962099774998413e-05
1600,6.459599009238965e-05,8.088602271527634e-06,6.459599009238965e-05,6.459599009238965e-05
1601,5.53470825122661e-05,1.2157072433183203e-06,5.53470825122661e-05,5.53470825122661e-05
1602,6.084712640586076e-05,1.2157072433183203e-06,6.084712640586076e-05,6.084712640586076e-05
1603,5.59987810057854e-05,5.844525665971949e-07,5.59987810057854e-05,5.59987810057854e-05
1604,5.8121712494799537e-05,3.423283812610732e-07,5.8121712494799537e-05,5.8121712494799537e-05
1605,2.5858627330827793e-05,3.423283812610732e-07,2.5858627330827793e-05,2.5858627330827793e-05
1606,1.7778261345873553e-05,1.0674674025982052e-06,1.7778261345873553e-05,1.7778261345873553e-05
1607,1.2133438823574189e-05,9.609613178846693e-07,1.2133438823574189e-05,1.2133438823574189e-05
1608,1.1156819514975983e-05,9.609613178846693e-07,1.1156819514975983e-05,1.1156819514975983e-05
1609,5.205978530804194e-06,9.609613178846693e-07,5.205978530804194e-06,5.205978530804194e-06
1610,5.940902740673794e-06,9.609613178846693e-07,5.940902740673794e-06,5.940902740673794e-06
1611,9.124436408975661e-06,9.609613178846693e-07,9.124436408975661e-06,9.124436408975661e-06
1612,8.787125742466223e-06,9.609613178846693e-07,8.787125742466223e-06,8.787125742466223e-06
1613,8.545486512697867e-06,0.0,8.545486512697867e-06,8.545486512697867e-06
1614,9.20470600768957e-06,0.0,9.20470600768957e-06,9.20470600768957e-06
1615,9.585649260251167e-06,0.0,9.585649260251167e-06,9.585649260251167e-06
1616,9.585649260251167e-06,0.0,9.585649260251167e-06,9.585649260251167e-06
1617,8.562156275664684e-06,0.0,8.562156275664684e-06,8.562156275664684e-06
1618,5.938985939987365e-06,0.0,5.938985939987365e-06,5.938985939987365e-06
1619,7.401934413207657e-06,0.0,7.401934413207657e-06,7.401934413207657e-06
1620,9.079687410056586e-06,0.0,9.079687410056586e-06,9.079687410056586e-06
1621,8.777303906169567e-06,0.0,8.777303906169567e-06,8.777303906169567e-06
1622,1.1139948607511282e-05,7.034840824157332e-08,1.1139948607511282e-05,1.1139948607511282e-05
1623,1.5989403980906252e-05,7.034840824157332e-08,1.5989403980906252e-05,1.5989403980906252e-05
1624,1.616452703144335e-05,2.1968060082144802e-07,1.616452703144335e-05,1.616452703144335e-05
1625,1.2443810549354697e-05,2.1968060082144802e-07,1.2443810549354697e-05,1.2443810549354697e-05
1626,2.0854600571900456e-05,2.1968060082144802e-07,2.0854600571900456e-05,2.0854600571900456e-05
1627,1.9176691012035008e-05,2.1968060082144802e-07,1.9176691012035008e-05,1.9176691012035008e-05
1628,1.9147413143270698e-05,2.1968060082144802e-07,1.9147413143270698e-05,1.9147413143270698e-05
1629,1.970499887907603e-05,1.493321925798747e-07,1.970499887907603e-05,1.970499887907603e-05
1630,1.5545535494051626e-05,1.493321925798747e-07,1.5545535494051626e-05,1.5545535494051626e-05
1631,1.5360231080714065e-05,0.0,1.5360231080714065e-05,1.5360231080714065e-05
1632,1.5586290568795187e-05,1.8325226847082376e-07,1.5586290568795187e-05,1.5586290568795187e-05
1633,5.986737668146296e-06,3.203450660294038e-07,5.986737668146296e-06,5.986737668146296e-06
1634,5.841324959224689e-06,3.203450660294038e-07,5.841324959224689e-06,5.841324959224689e-06
1635,6.419283668687317e-06,3.203450660294038e-07,6.419283668687317e-06,6.419283668687317e-06
1636,3.5523320158452928e-06,3.203450660294038e-07,3.5523320158452928e-06,3.5523320158452928e-06
1637,3.3013007915932187e-06,3.203450660294038e-07,3.3013007915932187e-06,3.3013007915932187e-06
1638,3.7266211165842833e-06,3.203450660294038e-07,3.7266211165842833e-06,3.7266211165842833e-06
1639,4.5647725853216666e-06,1.3709279755858006e-07,4.5647725853216666e-06,4.5647725853216666e-06
1640,5.01024338258763e-06,0.0,5.01024338258763e-06,5.01024338258763e-06
1641,5.233235794678746e-06,0.0,5.233235794678746e-06,5.233235794678746e-06
1642,5.515167198869417e-06,0.0,5.515167198869417e-06,5.515167198869417e-06
1643,5.7132022967769965e-06,0.0,5.7132022967769965e-06,5.7132022967769965e-06
1644,8.390731409235741e-06,2.7498439132094585e-07,8.390731409235741e-06,8.390731409235741e-06
1645,1.0848177680600202e-05,2.7498439132094585e-07,1.0848177680600202e-05,1.0848177680600202e-05
1646,1.420408671037876e-05,2.7498439132094585e-07,1.420408671037876e-05,1.420408671037876e-05
1647,1.5877477965529708e-05,2.7498439132094585e-07,1.5877477965529708e-05,1.5877477965529708e-05
1648,1.676553613703748e-05,3.2083362709402407e-07,1.676553613703748e-05,1.676553613703748e-05
1649,1.675150458270634e-05,3.2083362709402407e-07,1.675150458270634e-05,1.675150458270634e-05
1650,1.8886216171917374e-05,3.6475376370097887e-07,1.8886216171917374e-05,1.8886216171917374e-05
1651,1.9123732532274778e-05,1.3276945359003938e-07,1.9123732532274778e-05,1.9123732532274778e-05
1652,2.041430343524553e-05,1.3276945359003938e-07,2.041430343524553e-05,2.041430343524553e-05
1653,1.8367763914284296e-05,1.3276945359003938e-07,1.8367763914284296e-05,1.8367763914284296e-05
1654,1.94178207623606e-05,1.7425263974603566e-07,1.94178207623606e-05,1.94178207623606e-05
1655,2.077635287735445e-05,1.284034039729574e-07,2.077635287735445e-05,2.077635287735445e-05
1656,2.1641766059994033e-05,1.284034039729574e-07,2.1641766059994033e-05,2.1641766059994033e-05
1657,2.4852750097384808e-05,1.122876999001424e-07,2.4852750097384808e-05,2.4852750097384808e-05
1658,2.6699460639585076e-05,1.2290325303508454e-07,2.6699460639585076e-05,2.6699460639585076e-05
1659,2.498613788962497e-05,1.872376235009402e-07,2.498613788962497e-05,2.498613788962497e-05
1660,2.492317720940004e-05,2.6741242363316685e-07,2.492317720940004e-05,2.492317720940004e-05
1661,2.618305110705218e-05,7.634125093350772e-07,2.618305110705218e-05,2.618305110705218e-05
1662,2.4924989832340672e-05,8.040123690631975e-07,2.4924989832340672e-05,2.4924989832340672e-05
1663,2.7550503546081018e-05,8.040123690631975e-07,2.7550503546081018e-05,2.7550503546081018e-05
1664,2.7625209960595904e-05,9.334198612772784e-07,2.7625209960595904e-05,2.7625209960595904e-05
1665,2.7318662432662677e-05,8.7980422693233e-07,2.7318662432662677e-05,2.7318662432662677e-05
1666,2.8939869480382185e-05,9.35315045223563e-07,2.8939869480382185e-05,2.8939869480382185e-05
1667,2.9686324004225234e-05,9.200448768556921e-07,2.9686324004225234e-05,2.9686324004225234e-05
1668,3.067126363021089e-05,4.2631482090525553e-07,3.067126363021089e-05,3.067126363021089e-05
1669,3.166193788014685e-05,3.857149611771352e-07,3.166193788014685e-05,3.166193788014685e-05
1670,3.573230657951042e-05,3.857149611771352e-07,3.573230657951042e-05,3.573230657951042e-05
1671,3.226092017679808e-05,4.24053995727393e-07,3.226092017679808e-05,3.226092017679808e-05
1672,2.9507003221494544e-05,4.732551985853206e-07,2.9507003221494544e-05,2.9507003221494544e-05
1673,3.01620239042677e-05,3.781528801839938e-07,3.01620239042677e-05,3.01620239042677e-05
1674,3.078847216134558e-05,3.4577877272568003e-07,3.078847216134558e-05,3.078847216134558e-05
1675,2.7983308038009064e-05,3.7066255588667575e-07,2.7983308038009064e-05,2.7983308038009064e-05
1676,2.910967902737736e-05,3.7066255588667575e-07,2.910967902737736e-05,2.910967902737736e-05
1677,2.4573241587079663e-05,4.0424875383645744e-07,2.4573241587079663e-05,2.4573241587079663e-05
1678,2.468097591190599e-05,2.2861636596514602e-07,2.468097591190599e-05,2.468097591190599e-05
1679,2.9669900218972805e-05,1.7941516310721844e-07,2.9669900218972805e-05,2.9669900218972805e-05
1680,2.9182862687905852e-05,1.7277422159622802e-07,2.9182862687905852e-05,2.9182862687905852e-05
1681,2.911166926164047e-05,2.521229305330053e-07,2.911166926164047e-05,2.911166926164047e-05
1682,3.0180477811622302e-05,2.842910922546642e-07,3.0180477811622302e-05,3.0180477811622302e-05
1683,2.9580053835940945e-05,2.842910922546642e-07,2.9580053835940945e-05,2.9580053835940945e-05
1684,2.880070392815729e-05,3.091480534424461e-07,2.880070392815729e-05,2.880070392815729e-05
1685,2.7687751753546763e-05,3.0943531368978127e-07,2.7687751753546763e-05,2.7687751753546763e-05
1686,2.4122742745800808e-05,3.0943531368978127e-07,2.4122742745800808e-05,2.4122742745800808e-05
1687,2.1737782065299272e-05,2.913333848450098e-07,2.1737782065299272e-05,2.1737782065299272e-05
1688,2.0831765271265924e-05,1.7945415160219064e-07,2.0831765271265924e-05,2.0831765271265924e-05
1689,1.931118289836117e-05,1.1022016061750556e-07,1.931118289836117e-05,1.931118289836117e-05
1690,2.2922793115347823e-05,1.5176074238557442e-07,2.2922793115347823e-05,2.2922793115347823e-05
1691,2.2244066063389516e-05,1.1778363630453117e-07,2.2244066063389516e-05,2.2244066063389516e-05
1692,2.277446713248667e-05,9.757780463002876e-08,2.277446713248667e-05,2.277446713248667e-05
1693,2.1969204681226984e-05,1.6028019241990217e-07,2.1969204681226984e-05,2.1969204681226984e-05
1694,2.2966637646147448e-05,1.6028019241990217e-07,2.2966637646147448e-05,2.2966637646147448e-05
1695,2.2527678863428135e-05,1.7578699588024653e-07,2.2527678863428135e-05,2.2527678863428135e-05
1696,2.2285385317185762e-05,1.4421582607480688e-07,2.2285385317185762e-05,2.2285385317185762e-05
1697,1.8412830935890918e-05,1.0267524430673802e-07,1.8412830935890918e-05,1.8412830935890918e-05
1698,2.777590582679425e-05,1.404368146852773e-07,2.777590582679425e-05,2.777590582679425e-05
1699,2.8087314733836267e-05,1.535063550558594e-07,2.8087314733836267e-05,2.8087314733836267e-05
1700,2.6758173329913655e-05,1.1679967266380637e-07,2.6758173329913655e-05,2.6758173329913655e-05
1701,2.559082011950003e-05,1.1679967266380637e-07,2.559082011950003e-05,2.559082011950003e-05
1702,2.4490184192213098e-05,1.0129286920346203e-07,2.4490184192213098e-05,2.4490184192213098e-05
1703,2.4520780893258882e-05,1.0129286920346203e-07,2.4520780893258882e-05,2.4520780893258882e-05
1704,2.5596292938904037e-05,1.0129286920346203e-07,2.5596292938904037e-05,2.5596292938904037e-05
1705,1.5571841816251564e-05,3.906524576840249e-08,1.5571841816251564e-05,1.5571841816251564e-05
1706,1.4682379774707702e-05,2.59957053978204e-08,1.4682379774707702e-05,1.4682379774707702e-05
1707,1.3896696015893082e-05,4.860981204858815e-08,1.3896696015893082e-05,1.3896696015893082e-05
1708,1.2687055784356613e-05,5.8255679391550075e-08,1.2687055784356613e-05,1.2687055784356613e-05
1709,1.3497992962844105e-05,1.7850583690557998e-07,1.3497992962844105e-05,1.3497992962844105e-05
1710,1.2208320965458239e-05,1.7850583690557998e-07,1.2208320965458239e-05,1.2208320965458239e-05
1711,8.78255442720339e-06,1.9789049434036444e-07,8.78255442720339e-06,8.78255442720339e-06
1712,7.11654274709872e-06,1.9789049434036444e-07,7.11654274709872e-06,7.11654274709872e-06
1713,7.64356283460594e-06,2.0870850952243408e-07,7.64356283460594e-06,7.64356283460594e-06
1714,9.717820375954034e-06,1.6009869747384592e-07,9.717820375954034e-06,9.717820375954034e-06
1715,1.090870838587372e-05,1.50452830130884e-07,1.090870838587372e-05,1.090870838587372e-05
1716,9.410080890250225e-06,7.447746343456987e-08,9.410080890250225e-06,9.410080890250225e-06
1717,9.657246144862646e-06,7.447746343456987e-08,9.657246144862646e-06,9.657246144862646e-06
1718,1.0989810367131472e-05,5.50928059997854e-08,1.0989810367131472e-05,1.0989810367131472e-05
1719,1.1518636970972043e-05,9.460203135144443e-08,1.1518636970972043e-05,1.1518636970972043e-05
1720,1.0441815902595408e-05,8.378401616937481e-08,1.0441815902595408e-05,1.0441815902595408e-05
1721,8.24032180649478e-06,9.254407424512984e-08,8.24032180649478e-06,8.24032180649478e-06
1722,7.734169425280665e-06,9.254407424512984e-08,7.734169425280665e-06,7.734169425280665e-06
1723,8.74177294463152e-06,4.826928342741407e-08,8.74177294463152e-06,8.74177294463152e-06
1724,9.044468242791481e-06,5.414020317776444e-08,9.044468242791481e-06,9.044468242791481e-06
1725,8.61599567412798e-06,5.414020317776444e-08,8.61599567412798e-06,8.61599567412798e-06
1726,9.054058669529955e-06,1.4630977826105403e-08,9.054058669529955e-06,9.054058669529955e-06
1727,9.095021466367012e-06,1.4630977826105403e-08,9.095021466367012e-06,9.095021466367012e-06
1728,1.0586841654003365e-05,5.870919750350367e-09,1.0586841654003365e-05,1.0586841654003365e-05
1729,1.0686781219452054e-05,1.861487319843036e-08,1.0686781219452054e-05,1.0686781219452054e-05
1730,1.0094144987046352e-05,1.861487319843036e-08,1.0094144987046352e-05,1.0094144987046352e-05
1731,9.889586505908352e-06,7.544460751367816e-08,9.889586505908352e-06,9.889586505908352e-06
1732,9.570256289797336e-06,1.0673722629560092e-07,9.570256289797336e-06,9.570256289797336e-06
1733,1.1997981930887494e-05,1.0673722629560092e-07,1.1997981930887494e-05,1.1997981930887494e-05
1734,1.2227556258689479e-05,1.428693475905415e-07,1.2227556258689479e-05,1.2227556258689479e-05
1735,1.1984363482042681e-05,1.493362736328306e-07,1.1984363482042681e-05,1.1984363482042681e-05
1736,1.2459298107257513e-05,1.365923201847506e-07,1.2459298107257513e-05,1.2459298107257513e-05
1737,1.2506619246518572e-05,1.365923201847506e-07,1.2506619246518572e-05,1.2506619246518572e-05
1738,1.731663815007778e-05,7.938348239073483e-08,1.731663815007778e-05,1.731663815007778e-05
1739,1.821489396596527e-05,7.393819550267316e-08,1.821489396596527e-05,1.821489396596527e-05
1740,1.710288909505055e-05,1.3383642435574723e-07,1.710288909505055e-05,1.710288909505055e-05
1741,1.7642096671417156e-05,1.0364565383724766e-07,1.7642096671417156e-05,1.7642096671417156e-05
1742,1.9020670281731456e-05,9.717872779495857e-08,1.9020670281731456e-05,1.9020670281731456e-05
1743,1.847288617032713e-05,9.717872779495857e-08,1.847288617032713e-05,1.847288617032713e-05
1744,1.9397381817855474e-05,9.717872779495857e-08,1.9397381817855474e-05,1.9397381817855474e-05
1745,1.6171593545420493e-05,9.168691152337618e-08,1.6171593545420493e-05,1.6171593545420493e-05
1746,1.645743265856124e-05,6.583957962951509e-08,1.645743265856124e-05,1.645743265856124e-05
1747,1.64945751229035e-05,5.9413507764410105e-09,1.64945751229035e-05,1.64945751229035e-05
1748,1.7894633726557784e-05,0.0,1.7894633726557784e-05,1.7894633726557784e-05
1749,1.7966566182232263e-05,0.0,1.7966566182232263e-05,1.7966566182232263e-05
1750,2.021602787343519e-05,0.0,2.021602787343519e-05,2.021602787343519e-05
1751,2.1732456454109134e-05,3.926052321341038e-08,2.1732456454109134e-05,2.1732456454109134e-05
1752,2.1937604417741697e-05,3.926052321341038e-08,2.1937604417741697e-05,2.1937604417741697e-05
1753,2.3873315772756803e-05,3.926052321341038e-08,2.3873315772756803e-05,2.3873315772756803e-05
1754,2.5755780630528795e-05,4.344459192395789e-08,2.5755780630528795e-05,2.5755780630528795e-05
1755,2.912185170446589e-05,4.729789969206065e-08,2.912185170446589e-05,2.912185170446589e-05
1756,3.183111324947926e-05,7.15816640247827e-08,3.183111324947926e-05,3.183111324947926e-05
1757,3.434071290290116e-05,7.462678728943826e-08,3.434071290290116e-05,3.434071290290116e-05
1758,3.7283500984943074e-05,3.8473848868696743e-08,3.7283500984943074e-05,3.7283500984943074e-05
1759,3.889470930776692e-05,3.8473848868696743e-08,3.889470930776692e-05,3.889470930776692e-05
1760,4.0796478320511854e-05,3.8473848868696743e-08,4.0796478320511854e-05,4.0796478320511854e-05
1761,4.3644951801979914e-05,3.428978015814924e-08,4.3644951801979914e-05,4.3644951801979914e-05
1762,4.533136754097151e-05,3.0436472390046477e-08,4.533136754097151e-05,4.533136754097151e-05
1763,4.548656995341714e-05,8.991382622574357e-09,4.548656995341714e-05,4.548656995341714e-05
1764,4.591030925179699e-05,8.756939046910312e-09,4.591030925179699e-05,4.591030925179699e-05
1765,4.520035560874801e-05,5.649354254241448e-09,4.520035560874801e-05,4.520035560874801e-05
1766,4.616379997709633e-05,5.326408571347331e-08,4.616379997709633e-05,4.616379997709633e-05
1767,4.517333789928151e-05,7.682010405574147e-08,4.517333789928151e-05,4.517333789928151e-05
1768,4.347927616825993e-05,7.682010405574147e-08,4.347927616825993e-05,4.347927616825993e-05
1769,4.242451073618473e-05,7.682010405574147e-08,4.242451073618473e-05,4.242451073618473e-05
1770,4.2931545717043006e-05,7.398142949049153e-08,4.2931545717043006e-05,4.2931545717043006e-05
1771,4.207536611439926e-05,8.696661219736207e-08,4.207536611439926e-05,4.207536611439926e-05
1772,4.262462867440523e-05,9.48748574306332e-08,4.262462867440523e-05,4.262462867440523e-05
1773,4.249267918307201e-05,4.985531682726625e-08,4.249267918307201e-05,4.249267918307201e-05
1774,4.324448777229658e-05,2.897176162467271e-08,4.324448777229658e-05,4.324448777229658e-05
1775,4.3200430289808924e-05,2.897176162467271e-08,4.3200430289808924e-05,4.3200430289808924e-05
1776,4.4946136248264725e-05,2.897176162467271e-08,4.4946136248264725e-05,4.4946136248264725e-05
1777,4.5773426141490093e-05,2.897176162467271e-08,4.5773426141490093e-05,4.5773426141490093e-05
1778,4.817444070275607e-05,1.3175899228810652e-08,4.817444070275607e-05,4.817444070275607e-05
1779,4.8972434992070445e-05,1.0391025436920894e-08,4.8972434992070445e-05,4.8972434992070445e-05
1780,5.223712962885786e-05,1.0144974891902945e-08,5.223712962885786e-05,5.223712962885786e-05
1781,5.389742208145825e-05,1.1297545502283616e-08,5.389742208145825e-05,5.389742208145825e-05
1782,5.6079441232473724e-05,1.345567898372987e-08,5.6079441232473724e-05,5.6079441232473724e-05
1783,5.507402238436043e-05,2.432867393257051e-08,5.507402238436043e-05,5.507402238436043e-05
1784,5.532415057781951e-05,2.432867393257051e-08,5.532415057781951e-05,5.532415057781951e-05
1785,5.459570456878282e-05,2.756491872852556e-08,5.459570456878282e-05,5.459570456878282e-05
1786,8.113459781660432e-05,2.3781645605172993e-08,8.113459781660432e-05,8.113459781660432e-05
1787,7.931524877286782e-05,2.4010788532028267e-08,7.931524877286782e-05,7.931524877286782e-05
1788,7.831394084080654e-05,2.5411963073500895e-08,7.831394084080654e-05,7.831394084080654e-05
1789,7.882595569494047e-05,2.6743984043215667e-08,7.882595569494047e-05,7.882595569494047e-05
1790,7.969192561826535e-05,1.5870989094375025e-08,7.969192561826535e-05,7.969192561826535e-05
1791,7.90673506604175e-05,2.0214854044654984e-08,7.90673506604175e-05,7.90673506604175e-05
1792,7.92444464293242e-05,1.6978609248699935e-08,7.92444464293242e-05,7.92444464293242e-05
1793,5.399996319153745e-05,1.8596577230515062e-08,5.399996319153745e-05,5.399996319153745e-05
1794,5.35584804310929e-05,1.9012250567535764e-08,5.35584804310929e-05,5.35584804310929e-05
1795,5.384653871130597e-05,1.378604227600785e-08,5.384653871130597e-05,5.384653871130597e-05
1796,5.176368670488175e-05,1.0295887824846822e-08,5.176368670488175e-05,5.176368670488175e-05
1797,5.1508039697572326e-05,1.1429735126609688e-08,5.1508039697572326e-05,5.1508039697572326e-05
1798,5.205275270522439e-05,2.2130943680817187e-08,5.205275270522439e-05,5.205275270522439e-05
1799,5.2555031288648024e-05,3.054171823383253e-08,5.2555031288648024e-05,5.2555031288648024e-05
