ngram,shower,shwer,showr,shoer
1608,2.609494133918945e-06,0.0,0.0,0.0
1609,2.4648385143726566e-06,0.0,0.0,0.0
1610,2.052728405033122e-06,0.0,0.0,0.0
1611,1.9848703638152595e-06,0.0,0.0,0.0
1612,1.7599965807286416e-06,0.0,0.0,0.0
1613,8.791154268042842e-07,0.0,0.0,0.0
1614,8.791154268042842e-07,0.0,0.0,0.0
1615,1.2416467386953758e-06,0.0,0.0,0.0
1616,8.642987836537941e-07,0.0,0.0,0.0
1617,1.3584641221444014e-06,0.0,0.0,0.0
1618,1.2560518436138018e-06,0.0,0.0,0.0
1619,2.4939313009651542e-06,0.0,0.0,0.0
1620,2.4939313009651542e-06,0.0,0.0,0.0
1621,2.4939313009651542e-06,0.0,0.0,0.0
1622,1.73204479584196e-06,0.0,0.0,0.0
1623,2.0014589868618974e-06,0.0,0.0,0.0
1624,1.6566258409511647e-06,0.0,0.0,0.0
1625,2.071949292517924e-06,0.0,0.0,0.0
1626,1.293313468002972e-06,0.0,0.0,0.0
1627,1.293313468002972e-06,0.0,0.0,0.0
1628,1.8174064767403512e-06,0.0,0.0,0.0
1629,1.982465164473979e-06,0.0,0.0,0.0
1630,1.8855489705466816e-06,0.0,0.0,0.0
1631,1.962936721611186e-06,0.0,0.0,0.0
1632,1.9141178069860743e-06,0.0,0.0,0.0
1633,1.5919669717082537e-06,0.0,0.0,0.0
1634,1.5919669717082537e-06,0.0,0.0,0.0
1635,1.397152816805049e-06,0.0,0.0,0.0
1636,1.405782947066265e-06,0.0,0.0,0.0
1637,1.306445077326706e-06,0.0,7.316012735308114e-08,0.0
1638,1.1470601707839836e-06,0.0,7.316012735308114e-08,0.0
1639,1.5592579164344248e-06,0.0,2.2890058711969426e-07,0.0
1640,1.4221651188758448e-06,0.0,3.3170864201435636e-07,0.0
1641,1.5416092935538472e-06,0.0,3.3170864201435636e-07,0.0
1642,1.5361799350037991e-06,0.0,3.3170864201435636e-07,0.0
1643,1.5431360103385877e-06,0.0,3.3170864201435636e-07,0.0
1644,1.6532988159464627e-06,0.0,2.5854851466127524e-07,0.0
1645,1.7824311027782512e-06,0.0,2.5854851466127524e-07,0.0
1646,1.0037288201861623e-06,0.0,1.028080548946621e-07,0.0
1647,1.2118199249146398e-06,0.0,0.0,0.0
1648,1.2757726933289502e-06,0.0,0.0,0.0
1649,1.108378748020706e-06,0.0,0.0,0.0
1650,1.674376189190038e-06,0.0,3.074409440679509e-07,0.0
1651,1.5770534186490944e-06,0.0,3.074409440679509e-07,0.0
1652,1.4919288884941904e-06,0.0,3.074409440679509e-07,0.0
1653,1.944183574258724e-06,0.0,3.82816722321877e-07,0.0
1654,2.0264747685619762e-06,0.0,3.82816722321877e-07,0.0
1655,2.1335930406556666e-06,0.0,3.82816722321877e-07,0.0
1656,2.067752153119987e-06,0.0,3.82816722321877e-07,0.0
1657,1.932807305950389e-06,0.0,7.537577825392613e-08,0.0
1658,1.954038412220273e-06,0.0,1.2899141259887464e-07,0.0
1659,1.971364359373443e-06,0.0,1.2899141259887464e-07,0.0
1660,2.0001584744022693e-06,0.0,5.361563434494851e-08,0.0
1661,2.1128886211434813e-06,0.0,1.8798645230942513e-07,0.0
1662,2.3501715661820654e-06,0.0,1.8798645230942513e-07,0.0
1663,2.916506689741384e-06,0.0,1.8798645230942513e-07,0.0
1664,2.7371419914093816e-06,0.0,3.0589539181034654e-07,0.0
1665,2.850368811583134e-06,0.0,2.52279757465398e-07,0.0
1666,3.1211840548296877e-06,0.0,2.52279757465398e-07,0.0
1667,2.997110722649917e-06,0.0,3.171843892297537e-07,0.0
1668,3.031530452192653e-06,0.0,1.8281357126527708e-07,0.0
1669,2.6834568416234106e-06,0.0,1.8281357126527708e-07,0.0
1670,2.4129987455775596e-06,0.0,1.8281357126527708e-07,0.0
1671,2.1371067272671747e-06,0.0,1.0401482443610024e-07,0.0
1672,2.0642522550977967e-06,0.0,1.2861542586506403e-07,0.0
1673,1.7637397523425794e-06,0.0,1.2861542586506403e-07,0.0
1674,1.5043558586772373e-06,0.0,9.624131840675026e-08,0.0
1675,1.2727346805669576e-06,0.0,1.3055981794098314e-07,0.0
1676,1.5654217528598174e-06,0.0,1.3055981794098314e-07,0.0
1677,1.7498954402331686e-06,0.0,1.3055981794098314e-07,0.0
1678,1.6930475226217823e-06,0.0,9.144962526923856e-08,0.0
1679,1.7530898292404475e-06,0.0,6.684902384027477e-08,0.0
1680,1.7084241343517142e-06,0.0,1.030528815298177e-07,0.0
1681,1.9017185885721638e-06,0.0,1.6002574706622648e-07,0.0
1682,1.937739987007652e-06,0.0,1.458682805020674e-07,0.0
1683,1.59773173485129e-06,0.0,2.341371936966295e-07,0.0
1684,1.3189821653928187e-06,0.0,2.341371936966295e-07,0.0
1685,1.320418468659617e-06,0.0,2.341371936966295e-07,0.0
1686,1.250918586492844e-06,0.0,2.341371936966295e-07,0.0
1687,1.2378128896476222e-06,0.0,1.9793333600708657e-07,0.0
1688,1.1798847521861587e-06,0.0,1.5502152450608264e-07,0.0
1689,1.0642370357670318e-06,0.0,1.664316613414485e-07,0.0
1690,1.0772257001333076e-06,0.0,7.816274814688637e-08,0.0
1691,8.828741044908384e-07,0.0,1.0262880120340664e-07,0.0
1692,1.0421934421499048e-06,0.0,1.4996489028362703e-07,0.0
1693,1.0921545684336057e-06,0.0,1.4996489028362703e-07,0.0
1694,1.1728822317179168e-06,0.0,1.4996489028362703e-07,0.0
1695,1.126005981534815e-06,0.0,1.0337331194218028e-07,0.0
1696,1.1886726594769113e-06,0.0,7.180214213674065e-08,0.0
1697,1.3959402167529333e-06,0.0,9.384336660137446e-08,0.0
1698,1.4847588707717868e-06,0.0,6.937731354485419e-08,0.0
1699,1.3289666997349871e-06,0.0,2.204122446463381e-08,0.0
1700,1.2448423538964043e-06,0.0,2.204122446463381e-08,0.0
1701,1.3355833061723388e-06,0.0,2.204122446463381e-08,0.0
1702,1.3053087449017248e-06,0.0,2.204122446463381e-08,0.0
1703,1.2488519100121006e-06,0.0,2.204122446463381e-08,0.0
1704,1.0261188175978271e-06,0.0,0.0,0.0
1705,1.004276441562979e-06,0.0,0.0,0.0
1706,1.1655292999941075e-06,0.0,2.215076579302279e-08,0.0
1707,1.1587661025000022e-06,0.0,2.215076579302279e-08,0.0
1708,1.0522019400533672e-06,0.0,2.215076579302279e-08,0.0
1709,1.0286700395616727e-06,0.0,2.215076579302279e-08,0.0
1710,9.650356105339597e-07,0.0,2.215076579302279e-08,0.0
1711,9.223400720007444e-07,0.0,3.184309451041502e-08,0.0
1712,8.552703596771088e-07,0.0,3.184309451041502e-08,0.0
1713,7.841854556188212e-07,0.0,9.692328717392229e-09,0.0
1714,8.018251540826376e-07,0.0,9.692328717392229e-09,0.0
1715,7.976217943905795e-07,0.0,3.233703539860601e-08,0.0
1716,8.247358534520442e-07,0.0,3.233703539860601e-08,0.0
1717,1.0386077471074323e-06,0.0,3.233703539860601e-08,0.0
1718,1.1216954232752739e-06,0.0,3.038646312347737e-08,0.0
1719,1.083188485446434e-06,0.0,3.038646312347737e-08,0.0
1720,1.0696867767429857e-06,0.0,3.038646312347737e-08,0.0
1721,9.898676864850131e-07,0.0,3.038646312347737e-08,0.0
1722,1.0657009974173498e-06,0.0,7.741756442263587e-09,0.0
1723,1.1656691632262145e-06,0.0,7.741756442263587e-09,0.0
1724,1.0649356901077617e-06,0.0,7.741756442263587e-09,0.0
1725,1.129911550736194e-06,0.0,0.0,0.0
1726,1.1856226771150041e-06,0.0,0.0,0.0
1727,1.2370524424503465e-06,0.0,6.842715854255792e-09,0.0
1728,1.415837695211459e-06,0.0,6.842715854255792e-09,0.0
1729,1.320938898580997e-06,0.0,1.3214692578295789e-08,0.0
1730,1.315261865134484e-06,0.0,2.958116849884261e-08,0.0
1731,1.307431846596176e-06,0.0,2.958116849884261e-08,0.0
1732,1.203566349821423e-06,0.0,2.958116849884261e-08,0.0
1733,1.2642106201253358e-06,0.0,2.958116849884261e-08,0.0
1734,1.1864102345628323e-06,0.0,2.2738452644586815e-08,0.0
1735,1.0760555661753252e-06,0.0,2.2738452644586815e-08,0.0
1736,1.1365403176049377e-06,0.0,1.636647592054682e-08,0.0
1737,9.936059979866383e-07,0.0,0.0,0.0
1738,9.292738322333857e-07,0.0,0.0,0.0
1739,9.464669850396084e-07,0.0,0.0,0.0
1740,8.457205353806785e-07,0.0,0.0,0.0
1741,7.799888521731191e-07,0.0,0.0,0.0
1742,9.18858177101356e-07,0.0,6.377372281057043e-09,0.0
1743,8.333260877537083e-07,0.0,6.377372281057043e-09,0.0
1744,1.084168916674701e-06,0.0,1.0841432640518178e-08,0.0
1745,1.3467155781654583e-06,0.0,1.0841432640518178e-08,0.0
1746,1.4569482362146248e-06,0.0,1.0841432640518178e-08,0.0
1747,1.7771948656835384e-06,0.0,3.163719140632436e-08,0.0
1748,1.8773406590558546e-06,0.0,3.163719140632436e-08,0.0
1749,1.8133906110051612e-06,0.0,2.5259819125267313e-08,0.0
1750,2.003007109254083e-06,0.0,2.5259819125267313e-08,0.0
1751,1.955502414473033e-06,0.0,2.079575876580618e-08,0.0
1752,1.91060098586604e-06,0.0,2.079575876580618e-08,0.0
1753,2.144622726518719e-06,0.0,2.582511119239176e-08,0.0
1754,2.105149162291907e-06,0.0,5.029352426585579e-09,0.0
1755,2.590211969228611e-06,0.0,5.029352426585579e-09,0.0
1756,2.8519651128330485e-06,0.0,5.029352426585579e-09,0.0
1757,3.05523849419842e-06,0.0,5.029352426585579e-09,0.0
1758,3.257013369355783e-06,0.0,5.029352426585579e-09,0.0
1759,3.4026478975387623e-06,0.0,8.508147329523906e-09,0.0
1760,3.4207537932421213e-06,0.0,6.140161902733001e-09,0.0
1761,3.506423159446318e-06,0.0,6.140161902733001e-09,0.0
1762,3.379341023901361e-06,0.0,6.140161902733001e-09,0.0
1763,3.3820310168916227e-06,0.0,6.140161902733001e-09,0.0
1764,3.636833395960691e-06,0.0,1.1761521280716027e-08,0.0
1765,3.6072967109898206e-06,0.0,1.1761521280716027e-08,0.0
1766,3.57971846044945e-06,0.0,8.2827263777777e-09,6.802104276662899e-09
1767,3.557523379121059e-06,0.0,8.565861670766545e-09,6.802104276662899e-09
1768,3.596324209606142e-06,0.0,1.1248074218071582e-08,6.802104276662899e-09
1769,3.4786000924214022e-06,0.0,1.1248074218071582e-08,6.802104276662899e-09
1770,3.6181170344207203e-06,0.0,1.989683897006346e-08,6.802104276662899e-09
1771,3.4944507011199936e-06,0.0,1.6908123409312533e-08,6.802104276662899e-09
1772,3.524800376908388e-06,0.0,1.6908123409312533e-08,1.998251367548879e-08
1773,3.5489920914447533e-06,0.0,2.2098505121042374e-08,1.318040939882589e-08
1774,3.5786625695826454e-06,0.0,2.1826465967933473e-08,1.318040939882589e-08
1775,3.6416200990580753e-06,0.0,1.9144253420628436e-08,1.318040939882589e-08
1776,4.589981179898521e-06,0.0,1.9144253420628436e-08,1.318040939882589e-08
1777,5.02019445645731e-06,0.0,1.0495488668636556e-08,1.318040939882589e-08
1778,4.905612318647659e-06,0.0,7.862844851404458e-09,1.318040939882589e-08
1779,4.880783925338099e-06,0.0,1.0424530572095136e-08,0.0
1780,4.939610952143474e-06,0.0,5.234148860365297e-09,0.0
1781,4.765406142074166e-06,0.0,2.5616857206906776e-09,0.0
1782,4.809344870539332e-06,0.0,2.5616857206906776e-09,0.0
1783,4.038174308464347e-06,0.0,4.736284761211859e-09,0.0
1784,3.699722096176369e-06,0.0,4.736284761211859e-09,0.0
1785,3.891065781707377e-06,0.0,6.354407159189382e-09,0.0
1786,3.888358021088477e-06,0.0,3.792721438498705e-09,1.3400983180287896e-09
1787,4.06625105954715e-06,1.2891416188511228e-09,5.081863057349827e-09,1.3400983180287896e-09
1788,4.3047202455324755e-06,1.2891416188511228e-09,5.081863057349827e-09,1.3400983180287896e-09
1789,4.4203923802602474e-06,1.2891416188511228e-09,7.40863269145718e-09,3.666867952136142e-09
1790,4.411402220024943e-06,1.2891416188511228e-09,5.234033650935999e-09,3.666867952136142e-09
1791,4.3454320867957515e-06,1.2891416188511228e-09,5.234033650935999e-09,3.666867952136142e-09
1792,4.372461359837741e-06,1.2891416188511228e-09,4.7041733048607574e-09,3.666867952136142e-09
1793,4.5429742385749705e-06,1.2891416188511228e-09,4.7041733048607574e-09,2.326769634107352e-09
1794,4.5430983846017625e-06,9.979855672018596e-10,4.413017253211495e-09,2.326769634107352e-09
1795,4.513819086631494e-06,9.979855672018596e-10,6.239561502395321e-09,2.326769634107352e-09
1796,4.531737496498474e-06,9.979855672018596e-10,4.860953481003857e-09,0.0
1797,4.9760202013463384e-06,9.979855672018596e-10,8.262495386292455e-09,4.535389207051464e-09
1798,5.262482318357797e-06,9.979855672018596e-10,9.998465484122626e-09,6.271359304881636e-09
1799,5.459407735283353e-06,9.979855672018596e-10,9.510973025023922e-09,6.271359304881636e-09
1800,5.6082668769314684e-06,9.979855672018596e-10,1.0334300843644378e-08,7.918014942122551e-09
1801,5.862877904811674e-06,0.0,1.1193677159785206e-08,8.846695883793894e-09
1802,6.233690913047342e-06,0.0,1.0669513336328658e-08,8.846695883793894e-09
1803,6.503960971063602e-06,0.0,1.1476351551615543e-08,9.548695802306741e-09
1804,6.409221116752763e-06,0.0,8.684964747374124e-09,5.013306595255276e-09
1805,6.457506905072867e-06,0.0,9.545769761944354e-09,4.056369018456962e-09
1806,6.443446181947365e-06,0.0,9.462100373066766e-09,4.832019292625286e-09
1807,6.568483383619293e-06,0.0,1.1777090858089423e-08,3.6038061106730926e-09
1808,6.400707921524632e-06,0.0,1.1802634488792104e-08,2.6751251690017496e-09
1809,6.1677657348419805e-06,0.0,1.1766727719170994e-08,4.484373285405598e-09
1810,6.0451564292764355e-06,0.0,1.0665540831463919e-08,5.089999247484148e-09
1811,5.925265928194026e-06,0.0,1.1461689375380502e-08,5.324383188311442e-09
1812,5.93530031827478e-06,0.0,9.819747301012934e-09,5.2614754775248684e-09
1813,5.7230628434418966e-06,0.0,9.690605905023273e-09,4.6798046073247084e-09
1814,5.59212594453129e-06,0.0,8.64186893474133e-09,4.261362152035986e-09
1815,5.765385854569363e-06,5.794220976034531e-10,8.883511196497044e-09,4.4545028618106895e-09
1816,6.0101022297333524e-06,5.794220976034531e-10,7.997382978075507e-09,3.0256001830914717e-09
1817,6.100870970320622e-06,5.794220976034531e-10,8.885698240693581e-09,3.6027975206362075e-09
1818,6.355940448494428e-06,5.794220976034531e-10,8.195534060919028e-09,4.263587927155754e-09
1819,6.566469567457846e-06,5.794220976034531e-10,7.841890787523603e-09,3.8480579992291754e-09
1820,6.954839331488724e-06,7.268190335299859e-10,8.780504355345085e-09,4.8332540826732745e-09
1821,7.078335979063663e-06,7.268190335299859e-10,7.333694318489847e-09,5.347471100845626e-09
1822,7.079124770825729e-06,1.4739693592653273e-10,5.832991074277467e-09,5.528637103680012e-09
1823,7.113973294638397e-06,1.4739693592653273e-10,6.295422278717362e-09,5.710142739597959e-09
1824,7.205100700957701e-06,1.4739693592653273e-10,5.155654125843512e-09,4.4959196048617e-09
1825,7.115205010320226e-06,1.4739693592653273e-10,4.945981878025561e-09,4.74029644108904e-09
1826,7.02072514156628e-06,1.4739693592653273e-10,4.8187850852445175e-09,6.335673446195804e-09
1827,6.9716352300019935e-06,0.0,3.7013539217716537e-09,6.725057082641277e-09
1828,7.099064922450842e-06,0.0,5.485827316219018e-09,7.865779741830385e-09
1829,6.900056113019153e-06,7.027427845989515e-11,5.634999863549492e-09,9.107781386217897e-09
1830,7.028229447314516e-06,7.027427845989515e-11,5.649964083888546e-09,1.3406461845428502e-08
1831,7.064008254279283e-06,1.6316893867797588e-10,5.619182674720946e-09,1.4872438899463499e-08
1832,7.199859737738734e-06,1.6316893867797588e-10,5.8790606034213914e-09,1.4669531748065116e-08
1833,7.073036288472524e-06,1.6316893867797588e-10,6.724719828607054e-09,1.4505603321676323e-08
1834,7.011702109593898e-06,1.6316893867797588e-10,7.512300940045894e-09,1.601027145779556e-08
1835,7.020959986091059e-06,1.6316893867797588e-10,5.252623050796704e-09,1.5444516015301294e-08
1836,7.327762172540783e-06,9.289466021808072e-11,5.530462516516772e-09,1.4203513539915288e-08
1837,7.235448525274738e-06,9.289466021808072e-11,5.524577192542576e-09,1.019483754559149e-08
1838,7.245547749334946e-06,0.0,6.297884769246309e-09,9.737426801389607e-09
1839,7.208020958517279e-06,7.578143668141024e-11,7.653419818533434e-09,1.0013285756116375e-08
1840,7.299812166041063e-06,3.025393348541984e-10,6.938455349952173e-09,9.3394458516067e-09
1841,7.423205780859072e-06,3.025393348541984e-10,6.3615986922727075e-09,7.2459051457331364e-09
1842,7.4052834081937495e-06,3.025393348541984e-10,7.288709762726902e-09,7.981184158012411e-09
1843,7.357584893595361e-06,3.025393348541984e-10,7.155896637150201e-09,1.0032135820482933e-08
1844,7.530766132341731e-06,3.025393348541984e-10,6.905086788070289e-09,1.0983417477104597e-08
1845,7.552402491585651e-06,3.025393348541984e-10,6.3608494344740456e-09,1.0171855040803329e-08
1846,7.612344428967585e-06,2.2675789817278817e-10,5.282497233289567e-09,9.676777538000384e-09
1847,7.753483389803608e-06,0.0,5.344469628758881e-09,9.830683251570754e-09
1848,7.767899595429689e-06,0.0,7.057423344138312e-09,1.103850376184466e-08
1849,7.801367051537714e-06,5.3739536630205616e-11,7.359973456086014e-09,1.1524840700819335e-08
1850,7.794559613622759e-06,5.3739536630205616e-11,7.201448580320045e-09,9.858101700034792e-09
1851,7.732083434218242e-06,5.3739536630205616e-11,7.853974994174808e-09,8.61210766193007e-09
1852,7.730909926197325e-06,1.043011074334085e-10,7.91062656649696e-09,8.705173534398876e-09
1853,7.722296231804648e-06,1.043011074334085e-10,7.977063390792897e-09,1.1317642632592749e-08
1854,7.65987384251535e-06,1.043011074334085e-10,8.87596098207512e-09,1.4095180324501046e-08
1855,7.664329392095429e-06,1.043011074334085e-10,7.688173082292288e-09,1.4112746717285875e-08
1856,7.64010350654384e-06,1.0026037539872285e-10,7.384318743776573e-09,1.3839597468034981e-08
1857,7.621705208293861e-06,1.0026037539872285e-10,7.587484735742983e-09,1.4187166172011497e-08
1858,7.402531017370555e-06,1.0026037539872285e-10,7.313172353410177e-09,1.599176708515821e-08
1859,7.255843489214645e-06,4.969880459551998e-11,7.813530267242186e-09,1.71636258221903e-08
1860,7.087612954949561e-06,4.969880459551998e-11,8.594416860725168e-09,1.541960667087291e-08
1861,7.00956603135897e-06,4.969880459551998e-11,8.328052787070256e-09,1.5101593880168755e-08
1862,6.922456317884748e-06,4.969880459551998e-11,8.553105017889656e-09,1.7409700601790845e-08
1863,6.859096694305273e-06,0.0,8.653178364324634e-09,1.7997633225011863e-08
1864,6.951051740803191e-06,0.0,8.820776743943628e-09,1.8680160529527257e-08
1865,7.024660979888202e-06,0.0,9.079860419092256e-09,1.8352837852627805e-08
1866,7.0438687933866665e-06,4.4239619903915386e-11,9.647547269001474e-09,2.0865469225433183e-08
1867,6.988507720961934e-06,4.4239619903915386e-11,9.398769254939258e-09,2.148342913090216e-08
1868,6.86895256356885e-06,4.4239619903915386e-11,1.1012335932036876e-08,2.0545308438662298e-08
1869,6.750627172940378e-06,4.4239619903915386e-11,1.1821546535324096e-08,1.9159413357426403e-08
1870,6.765483054290858e-06,4.4239619903915386e-11,1.214861214801236e-08,2.0292874682224593e-08
1871,6.502746665708921e-06,8.481568225526814e-11,1.3250012769512004e-08,2.2642018545785244e-08
1872,6.3540385651452065e-06,8.481568225526814e-11,1.36087860980183e-08,2.4252299470260497e-08
1873,6.195396963448729e-06,7.958481492867771e-11,1.3638834823430962e-08,2.4327198795098022e-08
1874,6.036231557767938e-06,1.1932552961597358e-10,1.3546649262658711e-08,2.5660287101508013e-08
1875,5.976990710873256e-06,1.1932552961597358e-10,1.2639640445399891e-08,2.7901037163197932e-08
1876,5.946871169726364e-06,1.5765751402798045e-10,1.284526935612413e-08,2.9680246070386473e-08
1877,5.776887844279242e-06,1.5765751402798045e-10,1.3212147058944928e-08,2.9346465067549487e-08
1878,5.705754314736364e-06,1.1708145167662768e-10,1.2867302271299e-08,3.395247790852604e-08
1879,5.651595659271282e-06,1.1708145167662768e-10,1.2911134764489622e-08,3.554484757322436e-08
1880,5.638450407527021e-06,1.1095938255513614e-10,1.2898735032454819e-08,4.075656688330907e-08
1881,5.646806909810818e-06,7.121866786784028e-11,1.2548339764098922e-08,4.1133777019451504e-08
1882,5.507892767907054e-06,7.121866786784028e-11,1.2551982183798112e-08,4.102095044597068e-08
1883,5.4809914087984775e-06,3.2886683455833425e-11,1.2005312934247416e-08,4.0643747161490344e-08
1884,5.3871175233715415e-06,3.2886683455833425e-11,1.1765511612590477e-08,4.390037184569857e-08
1885,5.322518323477457e-06,6.190996128450723e-11,1.1707139384904103e-08,4.290481570023985e-08
1886,5.2795838070908625e-06,6.190996128450723e-11,1.1804272987652503e-08,4.199915640664845e-08
1887,5.139050374834499e-06,2.90232778286738e-11,1.2133826388094349e-08,3.814685101133364e-08
1888,5.03311548527563e-06,2.90232778286738e-11,1.2581507264591046e-08,3.9012220501685336e-08
1889,5.02031733568791e-06,2.90232778286738e-11,1.2116196173345933e-08,4.147863411471267e-08
1890,4.867786953712182e-06,5.431896797438083e-11,1.2805145769131547e-08,4.511985147408788e-08
1891,4.7673404099311615e-06,7.992401978335856e-11,1.256583459507965e-08,4.276521689153664e-08
1892,4.6922398593908706e-06,7.33723240894538e-11,1.2647452609014311e-08,4.052153964754065e-08
1893,4.628932141973305e-06,7.33723240894538e-11,1.3423092098158967e-08,4.24167789146525e-08
1894,4.662482037279655e-06,7.33723240894538e-11,1.4001557120073877e-08,4.702972335378165e-08
1895,4.64637956351258e-06,9.454353173359614e-11,1.4450333247444697e-08,4.845338403518846e-08
1896,4.7336193347291555e-06,1.1392395756918257e-10,1.4262880273666464e-08,4.4865955522206084e-08
1897,4.777298857204317e-06,1.0720502263694698e-10,1.3997696589131335e-08,4.280720007037482e-08
1898,4.754054511327663e-06,9.9638139009325e-11,1.448342639471483e-08,4.3656900570811426e-08
1899,4.7943046541019744e-06,7.716655687455593e-11,1.4977577400543396e-08,4.89704233988927e-08
1900,4.726817028962874e-06,7.716655687455593e-11,1.4325127370032727e-08,4.727949308249078e-08
1901,4.666423917244954e-06,7.716655687455593e-11,1.4158934469321593e-08,4.333893015890615e-08
1902,4.586418331850187e-06,7.321363951603591e-11,1.445632730983399e-08,4.3954209415021846e-08
