ngram,examination,examinaton,examinatin,examinatin
1551,2.9671074100536187e-05,0.0,0.0,0.0
1552,3.228759799510174e-05,0.0,0.0,0.0
1553,3.116877321320187e-05,0.0,0.0,0.0
1554,4.042537537835804e-05,0.0,0.0,0.0
1555,2.2914104712461786e-05,0.0,0.0,0.0
1556,3.506105739299008e-05,0.0,0.0,0.0
1557,2.911725433867624e-05,0.0,0.0,0.0
1558,3.798388700358503e-05,0.0,0.0,0.0
1559,3.5099443006661856e-05,0.0,0.0,0.0
1560,5.7982645687713686e-05,0.0,0.0,0.0
1561,4.872604352255751e-05,0.0,0.0,0.0
1562,4.6322103506619374e-05,0.0,0.0,0.0
1563,3.447756561009945e-05,0.0,0.0,0.0
1564,3.447756561009945e-05,0.0,0.0,0.0
1565,2.8646334872714112e-05,0.0,0.0,0.0
1566,2.8646334872714112e-05,0.0,0.0,0.0
1567,7.810324210108125e-06,0.0,0.0,0.0
1568,7.810324210108125e-06,0.0,0.0,0.0
1569,1.0038440190588257e-05,0.0,0.0,0.0
1570,8.821722206318685e-06,0.0,0.0,0.0
1571,8.821722206318685e-06,0.0,0.0,0.0
1572,5.786320278795236e-06,0.0,0.0,0.0
1573,5.786320278795236e-06,0.0,0.0,0.0
1574,4.283839806313543e-06,0.0,0.0,0.0
1575,5.541119435292785e-06,0.0,0.0,0.0
1576,3.763683902694278e-06,0.0,0.0,0.0
1577,1.5010050901764771e-05,0.0,0.0,0.0
1578,1.669644273403849e-05,0.0,0.0,0.0
1579,1.928346195459848e-05,0.0,0.0,0.0
1580,1.928346195459848e-05,0.0,0.0,0.0
1581,1.9925365157697733e-05,0.0,0.0,0.0
1582,2.0344011025892022e-05,0.0,0.0,0.0
1583,2.3738311418648144e-05,0.0,0.0,0.0
1584,1.3678266831058344e-05,0.0,0.0,0.0
1585,1.5011364407005853e-05,0.0,0.0,0.0
1586,1.4581026724564644e-05,0.0,0.0,0.0
1587,1.5273185843917808e-05,0.0,0.0,0.0
1588,1.6095088540168945e-05,0.0,0.0,0.0
1589,1.7593513153510037e-05,0.0,0.0,0.0
1590,1.9467996805490528e-05,0.0,0.0,0.0
1591,1.8103329369166333e-05,0.0,0.0,0.0
1592,1.5083839960945105e-05,0.0,0.0,0.0
1593,1.3150435149457604e-05,0.0,0.0,0.0
1594,1.4972749795560958e-05,0.0,0.0,0.0
1595,1.2964232350246416e-05,0.0,0.0,0.0
1596,1.2314900946616295e-05,0.0,0.0,0.0
1597,8.411367876500922e-06,0.0,0.0,0.0
1598,2.2250933852774324e-05,0.0,0.0,0.0
1599,3.545698193972514e-05,0.0,0.0,0.0
1600,4.236961311627445e-05,0.0,0.0,0.0
1601,4.884003647021018e-05,0.0,0.0,0.0
1602,5.061484872775119e-05,0.0,0.0,0.0
1603,5.1798821134850315e-05,0.0,0.0,0.0
1604,5.3047755370373905e-05,0.0,0.0,0.0
1605,3.933720173725825e-05,0.0,0.0,0.0
1606,2.9814838463997667e-05,0.0,0.0,0.0
1607,2.3425427636019386e-05,0.0,0.0,0.0
1608,1.4440530516627145e-05,0.0,0.0,0.0
1609,1.4552458001812088e-05,0.0,0.0,0.0
1610,1.109836341584014e-05,0.0,0.0,0.0
1611,1.60216557268151e-05,0.0,0.0,0.0
1612,1.5366978313327957e-05,0.0,0.0,0.0
1613,1.455988206089387e-05,0.0,0.0,0.0
1614,1.4472604480683263e-05,0.0,0.0,0.0
1615,2.437712859253744e-05,0.0,0.0,0.0
1616,2.537378510883822e-05,0.0,0.0,0.0
1617,2.796033920406314e-05,0.0,0.0,0.0
1618,2.67671039832099e-05,0.0,0.0,0.0
1619,2.719798125586489e-05,0.0,0.0,0.0
1620,2.673912662690522e-05,0.0,0.0,0.0
1621,2.8934595060750974e-05,0.0,0.0,0.0
1622,2.2266097792973077e-05,0.0,0.0,0.0
1623,2.477098522441728e-05,0.0,0.0,0.0
1624,2.4468181956243435e-05,0.0,0.0,0.0
1625,2.0165199852531907e-05,0.0,0.0,0.0
1626,2.2371647511525744e-05,0.0,0.0,0.0
1627,2.490682527422905e-05,0.0,0.0,0.0
1628,2.5000160478936906e-05,0.0,0.0,0.0
1629,2.432254327037039e-05,0.0,0.0,0.0
1630,2.3074211380195004e-05,0.0,0.0,0.0
1631,2.2179283665276932e-05,0.0,0.0,0.0
1632,2.307750998755052e-05,0.0,0.0,0.0
1633,2.4568523648278123e-05,0.0,0.0,0.0
1634,2.2454229630446726e-05,0.0,0.0,0.0
1635,2.3045954159377808e-05,0.0,0.0,0.0
1636,2.3440254413539412e-05,0.0,0.0,0.0
1637,2.03977045072991e-05,0.0,0.0,0.0
1638,2.158205630361668e-05,0.0,0.0,0.0
1639,2.200753065803188e-05,0.0,0.0,0.0
1640,1.7791846273342215e-05,0.0,0.0,0.0
1641,1.6207392426232608e-05,0.0,0.0,0.0
1642,1.7849236688302233e-05,0.0,0.0,0.0
1643,1.706426558355036e-05,0.0,0.0,0.0
1644,2.1283228696639916e-05,0.0,0.0,0.0
1645,2.10092325037944e-05,0.0,0.0,0.0
1646,1.8402452042209916e-05,0.0,0.0,0.0
1647,1.9243478943410863e-05,0.0,0.0,0.0
1648,2.4362359129424605e-05,0.0,0.0,0.0
1649,2.2466333705649178e-05,0.0,0.0,0.0
1650,2.346084485387629e-05,0.0,0.0,0.0
1651,2.0552484524419663e-05,0.0,0.0,0.0
1652,2.2730477992029462e-05,0.0,0.0,0.0
1653,2.860694049949026e-05,0.0,0.0,0.0
1654,2.9618214674493565e-05,0.0,0.0,0.0
1655,2.6092219871186118e-05,0.0,0.0,0.0
1656,2.5207941819514546e-05,0.0,0.0,0.0
1657,2.5020766250755904e-05,0.0,0.0,0.0
1658,3.001171925071893e-05,0.0,0.0,0.0
1659,2.766002216958441e-05,0.0,0.0,0.0
1660,2.370151612142633e-05,0.0,0.0,0.0
1661,2.462319987119242e-05,0.0,0.0,0.0
1662,2.6769933486191023e-05,0.0,0.0,0.0
1663,2.929576865946209e-05,0.0,0.0,0.0
1664,3.0408204371009822e-05,0.0,0.0,0.0
1665,2.539019390366905e-05,0.0,0.0,0.0
1666,2.6005952219877925e-05,0.0,0.0,0.0
1667,2.794169631670229e-05,3.245231588217783e-08,0.0,0.0
1668,2.676697554956523e-05,3.245231588217783e-08,0.0,0.0
1669,2.5038188791118694e-05,3.245231588217783e-08,0.0,0.0
1670,2.2430015243506724e-05,3.245231588217783e-08,0.0,0.0
1671,2.1236659449641593e-05,3.245231588217783e-08,0.0,0.0
1672,2.0602354977329795e-05,3.245231588217783e-08,0.0,0.0
1673,1.9857826243553844e-05,3.245231588217783e-08,0.0,0.0
1674,1.8015786606286254e-05,0.0,0.0,0.0
1675,1.8236435218048947e-05,0.0,0.0,0.0
1676,1.7591176271837738e-05,0.0,0.0,0.0
1677,1.7287398025343593e-05,0.0,0.0,0.0
1678,1.5926973771586616e-05,0.0,0.0,0.0
1679,1.588764202356937e-05,0.0,0.0,0.0
1680,1.533762211433246e-05,0.0,0.0,0.0
1681,1.4242805783786544e-05,0.0,0.0,0.0
1682,1.3013703859802003e-05,0.0,0.0,0.0
1683,1.3968857794160222e-05,0.0,0.0,0.0
1684,1.3560872892932302e-05,0.0,0.0,0.0
1685,1.4108343488520145e-05,0.0,0.0,0.0
1686,1.466662745640081e-05,0.0,0.0,0.0
1687,1.4489449443187499e-05,0.0,0.0,0.0
1688,1.413422393982598e-05,0.0,0.0,0.0
1689,1.4339172983974485e-05,0.0,0.0,0.0
1690,1.2052040022224122e-05,0.0,0.0,0.0
1691,1.1937282319455075e-05,0.0,0.0,0.0
1692,1.0826471550119874e-05,0.0,0.0,0.0
1693,9.752222013048595e-06,0.0,0.0,0.0
1694,1.3178085607380905e-05,0.0,0.0,0.0
1695,1.23845342646486e-05,0.0,0.0,0.0
1696,1.233349108328444e-05,0.0,0.0,0.0
1697,1.2882501713258015e-05,0.0,0.0,0.0
1698,1.6440881154267117e-05,0.0,0.0,0.0
1699,1.7261018326410393e-05,0.0,0.0,0.0
1700,1.6810550537879214e-05,0.0,0.0,0.0
1701,1.264329115916293e-05,0.0,0.0,0.0
1702,1.2481353418739413e-05,0.0,0.0,0.0
1703,1.2352966807936485e-05,0.0,0.0,0.0
1704,1.2153272044607938e-05,0.0,0.0,0.0
1705,9.675806398133449e-06,0.0,0.0,0.0
1706,9.347229869100765e-06,0.0,0.0,0.0
1707,9.068145443182272e-06,0.0,0.0,0.0
1708,8.873535859623058e-06,0.0,0.0,0.0
1709,9.417371789563081e-06,0.0,0.0,0.0
1710,8.838846432419295e-06,0.0,0.0,0.0
1711,8.364851964870468e-06,0.0,0.0,0.0
1712,6.117411528196369e-06,0.0,0.0,0.0
1713,5.293723948593002e-06,0.0,0.0,0.0
1714,6.229385852358453e-06,0.0,0.0,0.0
1715,6.309006786458278e-06,0.0,0.0,0.0
1716,5.8268208249501185e-06,0.0,0.0,0.0
1717,5.818217524782605e-06,0.0,0.0,0.0
1718,6.637027679192085e-06,0.0,0.0,0.0
1719,7.074970134064122e-06,0.0,0.0,0.0
1720,7.4243701939329706e-06,0.0,0.0,0.0
1721,6.946721181780699e-06,0.0,0.0,0.0
1722,8.68970937517588e-06,0.0,0.0,0.0
1723,9.208658411807846e-06,0.0,0.0,0.0
1724,9.3286967707432e-06,0.0,0.0,0.0
1725,8.898280222118566e-06,0.0,0.0,0.0
1726,9.31612229188821e-06,0.0,0.0,0.0
1727,1.0394959515126954e-05,0.0,0.0,0.0
1728,1.1347746229668182e-05,0.0,0.0,0.0
1729,1.0402293875293772e-05,0.0,0.0,0.0
1730,1.0103257864102488e-05,0.0,0.0,0.0
1731,1.0787944639949793e-05,0.0,0.0,0.0
1732,1.013769899925267e-05,0.0,0.0,0.0
1733,1.0972120760145896e-05,0.0,0.0,0.0
1734,1.0836108166196417e-05,0.0,0.0,0.0
1735,1.0631982214753017e-05,0.0,0.0,0.0
1736,1.0814612778631272e-05,0.0,0.0,0.0
1737,1.0991638516445943e-05,0.0,0.0,0.0
1738,1.569323434783395e-05,0.0,0.0,0.0
1739,1.8578641044898957e-05,0.0,0.0,0.0
1740,1.8112398850332412e-05,0.0,0.0,0.0
1741,1.7251354360528888e-05,0.0,0.0,0.0
1742,1.767466554675983e-05,0.0,0.0,0.0
1743,1.8116492745840723e-05,0.0,0.0,0.0
1744,1.7896431407799745e-05,0.0,0.0,0.0
1745,1.3660957068038573e-05,0.0,0.0,0.0
1746,1.331908320675471e-05,0.0,0.0,0.0
1747,1.3545174364740628e-05,0.0,0.0,0.0
1748,1.522008915344486e-05,0.0,0.0,0.0
1749,1.6061837154016496e-05,0.0,0.0,0.0
1750,1.6818629904134597e-05,0.0,0.0,0.0
1751,1.9444893691148275e-05,0.0,0.0,0.0
1752,2.1253604895069395e-05,0.0,0.0,0.0
1753,2.1656299265617107e-05,0.0,0.0,0.0
1754,2.4026753505625364e-05,0.0,0.0,0.0
1755,2.5667459859895253e-05,0.0,0.0,0.0
1756,2.6989663508304928e-05,0.0,0.0,0.0
1757,2.8034525842355962e-05,0.0,0.0,0.0
1758,2.7689182388712652e-05,0.0,0.0,0.0
1759,2.7663089765285675e-05,0.0,0.0,0.0
1760,2.8462381773611662e-05,0.0,0.0,0.0
1761,2.9617303620658015e-05,0.0,0.0,0.0
1762,3.11392847964141e-05,0.0,0.0,0.0
1763,3.213226461541906e-05,0.0,0.0,0.0
1764,3.4005300871545584e-05,2.810679688991513e-09,0.0,0.0
1765,3.5985039825651e-05,2.810679688991513e-09,0.0,0.0
1766,3.678093915888374e-05,2.810679688991513e-09,0.0,0.0
1767,3.6930786466525334e-05,2.810679688991513e-09,0.0,0.0
1768,3.651912577749629e-05,2.810679688991513e-09,0.0,0.0
1769,3.562926992474656e-05,2.810679688991513e-09,0.0,0.0
1770,3.771182985344369e-05,2.810679688991513e-09,0.0,0.0
1771,3.844712357801784e-05,0.0,0.0,0.0
1772,4.052715563115531e-05,0.0,0.0,0.0
1773,4.2429886629439094e-05,0.0,0.0,0.0
1774,4.352340121321114e-05,0.0,0.0,0.0
1775,4.3839146071279955e-05,0.0,0.0,0.0
1776,4.3354326148151555e-05,0.0,0.0,0.0
1777,4.1263874923710576e-05,0.0,0.0,0.0
1778,4.008142423117533e-05,0.0,0.0,0.0
1779,3.809749510505104e-05,0.0,0.0,0.0
1780,3.787109536850559e-05,0.0,0.0,0.0
1781,3.773957515867161e-05,0.0,0.0,0.0
1782,4.040486965095624e-05,0.0,0.0,0.0
1783,4.191353634398963e-05,2.174599040521181e-09,0.0,0.0
1784,4.46538620703255e-05,2.174599040521181e-09,0.0,0.0
1785,4.60612318420317e-05,2.174599040521181e-09,0.0,0.0
1786,4.6761799499758384e-05,3.5146973585499707e-09,0.0,0.0
1787,4.7223011019273796e-05,3.5146973585499707e-09,0.0,0.0
1788,4.76849168730301e-05,3.5146973585499707e-09,0.0,0.0
1789,4.587660233872677e-05,3.5146973585499707e-09,0.0,0.0
1790,4.617297651878159e-05,1.3400983180287896e-09,0.0,0.0
1791,4.445460009654718e-05,1.3400983180287896e-09,0.0,0.0
1792,4.440725959804175e-05,2.428360369931072e-09,0.0,0.0
1793,4.4539903423615866e-05,2.0742841729973603e-09,0.0,0.0
1794,4.3629380213263046e-05,2.0742841729973603e-09,0.0,0.0
1795,4.3921429356227494e-05,2.0742841729973603e-09,0.0,0.0
1796,4.495981348944562e-05,3.022445785713249e-09,0.0,0.0
1797,4.492205854538562e-05,3.022445785713249e-09,0.0,0.0
1798,4.525019072129258e-05,3.022445785713249e-09,0.0,0.0
1799,4.595186744284417e-05,1.9341837338109666e-09,6.00769592803577e-10,6.00769592803577e-10
1800,4.628429503229979e-05,1.7714894313363467e-09,6.00769592803577e-10,6.00769592803577e-10
1801,4.7128375237142404e-05,1.7714894313363467e-09,6.00769592803577e-10,6.00769592803577e-10
1802,4.7564031514671766e-05,1.7714894313363467e-09,6.00769592803577e-10,6.00769592803577e-10
1803,4.7804062238096125e-05,1.1743277778768807e-09,6.00769592803577e-10,6.00769592803577e-10
1804,4.790584872742849e-05,1.1743277778768807e-09,6.00769592803577e-10,6.00769592803577e-10
1805,4.8176927001415084e-05,2.4727153340770816e-09,6.00769592803577e-10,6.00769592803577e-10
1806,4.8839099430811726e-05,3.2483656082454057e-09,0.0,0.0
1807,4.909676343751406e-05,2.634259017269309e-09,0.0,0.0
1808,4.9888690097889465e-05,3.340348553315664e-09,0.0,0.0
1809,5.174429212014989e-05,3.340348553315664e-09,0.0,0.0
1810,5.239721420886261e-05,3.861099202267277e-09,0.0,0.0
1811,5.3509886908744064e-05,3.861099202267277e-09,0.0,0.0
1812,5.3912278547483895e-05,3.0401281650834935e-09,0.0,0.0
1813,5.493919629121332e-05,2.26447789091517e-09,1.9397940396816337e-10,1.9397940396816337e-10
1814,5.690651128783689e-05,2.2642147997789917e-09,1.9397940396816337e-10,1.9397940396816337e-10
1815,5.791950440782655e-05,1.75126597350734e-09,1.9397940396816337e-10,1.9397940396816337e-10
1816,5.7602731041177844e-05,1.9414386923496554e-09,5.743248416527941e-10,5.743248416527941e-10
1817,5.9477245356122565e-05,1.0696880841416195e-09,5.743248416527941e-10,5.743248416527941e-10
1818,6.261874867569921e-05,1.0696880841416195e-09,1.111429424684372e-09,1.111429424684372e-09
1819,6.384798793338373e-05,1.0431639044635892e-09,1.111429424684372e-09,1.111429424684372e-09
1820,6.234862511129384e-05,1.1905608403901218e-09,9.174500207162087e-10,9.174500207162087e-10
1821,6.168032580587481e-05,9.81602703881939e-10,1.303112792275637e-09,1.303112792275637e-09
1822,6.158069767739757e-05,1.4123065256959372e-09,1.303112792275637e-09,1.303112792275637e-09
1823,6.144193373204741e-05,1.6435221279158846e-09,1.4846184281935848e-09,1.4846184281935848e-09
1824,6.028933941187071e-05,1.6435221279158846e-09,1.4846184281935848e-09,1.4846184281935848e-09
1825,5.866301840537095e-05,1.7701389322586992e-09,1.0741306495048214e-09,1.0741306495048214e-09
1826,5.928559819169875e-05,1.674741337672917e-09,1.0741306495048214e-09,1.0741306495048214e-09
1827,6.0328321394211214e-05,2.2593386764643444e-09,1.0741306495048214e-09,1.0741306495048214e-09
1828,6.143900100141764e-05,2.479997294825763e-09,9.091264963068113e-10,9.091264963068113e-10
1829,6.822999837043296e-05,3.1210897437945154e-09,9.794007747667065e-10,9.794007747667065e-10
1830,6.936282027579312e-05,3.3668332328445113e-09,4.1754970116412796e-10,4.1754970116412796e-10
1831,7.077602796406219e-05,3.645517229359082e-09,5.104443613822087e-10,5.104443613822087e-10
1832,7.156293109541625e-05,4.114946621542564e-09,4.68977015951769e-10,4.68977015951769e-10
1833,7.242784912315463e-05,4.089364926050467e-09,4.68977015951769e-10,4.68977015951769e-10
1834,7.392581755993888e-05,3.772671619550749e-09,7.181575968827149e-10,7.181575968827149e-10
1835,7.439471041184984e-05,3.719579802893439e-09,5.812823793733506e-10,5.812823793733506e-10
1836,6.913574907230213e-05,2.6047651813243533e-09,5.860692804076401e-10,5.860692804076401e-10
1837,6.906286476545834e-05,2.1699575945634463e-09,5.860692804076401e-10,5.860692804076401e-10
1838,6.837160409694272e-05,2.6545310552858072e-09,5.695003674992855e-10,5.695003674992855e-10
1839,6.824042273884905e-05,2.210047732122332e-09,4.843509085869105e-10,4.843509085869105e-10
1840,6.863681587024725e-05,2.4848224113225926e-09,6.355228407021027e-10,6.355228407021027e-10
1841,6.819070196278127e-05,2.7692975531782136e-09,5.262974817859295e-10,5.262974817859295e-10
1842,6.819726279770424e-05,2.7841770635004893e-09,5.641449609049078e-10,5.641449609049078e-10
1843,6.845177995273843e-05,3.289800003842507e-09,4.890837814107232e-10,4.890837814107232e-10
1844,6.927891912969894e-05,3.6585214699006283e-09,4.890837814107232e-10,4.890837814107232e-10
1845,7.00538169309896e-05,3.629390423119462e-09,4.12758034100997e-10,4.12758034100997e-10
1846,7.070768229563587e-05,3.7387095483002295e-09,4.779785337368939e-10,4.779785337368939e-10
1847,7.050408229198573e-05,3.861287432650938e-09,5.08623004824571e-10,5.08623004824571e-10
1848,7.114887765575466e-05,3.3255743397171092e-09,4.233554578331982e-10,4.233554578331982e-10
1849,7.24095620431139e-05,3.3580861742115483e-09,3.017245778621661e-10,3.017245778621661e-10
1850,7.247061252460949e-05,3.0346302455035764e-09,4.44134312660438e-10,4.44134312660438e-10
1851,7.269373080427093e-05,3.2692992916035936e-09,4.44134312660438e-10,4.44134312660438e-10
1852,7.354642834148503e-05,3.3441580139990735e-09,5.958190250700466e-10,5.958190250700466e-10
1853,7.425912605997707e-05,3.372832077122975e-09,5.305985254341497e-10,5.305985254341497e-10
1854,7.522174460713618e-05,3.50409812277519e-09,6.517932939407802e-10,6.517932939407802e-10
1855,7.664065404761849e-05,4.180063089315971e-09,6.496073678974312e-10,6.496073678974312e-10
1856,7.700260383509365e-05,4.213598961807666e-09,6.496073678974312e-10,6.496073678974312e-10
1857,7.864980580052361e-05,4.266383405290444e-09,5.553318598623085e-10,5.553318598623085e-10
1858,8.045818685786799e-05,4.006703825863513e-09,6.12935373091515e-10,6.12935373091515e-10
1859,8.153822688784982e-05,3.4414362470869264e-09,5.221800492005713e-10,5.221800492005713e-10
1860,8.195356141576278e-05,3.6398418564890076e-09,5.221800492005713e-10,5.221800492005713e-10
1861,8.356806418825207e-05,3.007256919675326e-09,2.756555579035742e-10,2.756555579035742e-10
1862,8.407458413525351e-05,2.668693393254833e-09,2.7887208019018924e-10,2.7887208019018924e-10
1863,8.389705492715751e-05,2.6588887758194346e-09,2.7887208019018924e-10,2.7887208019018924e-10
1864,8.398527487380696e-05,2.7918612977018142e-09,3.2492809633387157e-10,3.2492809633387157e-10
1865,8.497065469522827e-05,2.8349978396592844e-09,4.0000423608331307e-10,4.0000423608331307e-10
1866,8.54638357330779e-05,2.945197244815948e-09,3.8331446746856356e-10,3.8331446746856356e-10
1867,8.700784487051092e-05,2.8029352331212667e-09,5.129518397341468e-10,5.129518397341468e-10
1868,8.725983414998544e-05,2.7562353034836308e-09,4.564651593216443e-10,4.564651593216443e-10
1869,9.016044870285051e-05,2.848559166324094e-09,4.4033277421132565e-10,4.4033277421132565e-10
1870,9.272772669126945e-05,3.1167072890779325e-09,4.825692345722388e-10,4.825692345722388e-10
1871,9.535941353533417e-05,3.4913343168899556e-09,5.101071747543833e-10,5.101071747543833e-10
1872,9.599805447838403e-05,3.035969459957195e-09,4.1837923205255226e-10,4.1837923205255226e-10
1873,9.774895027346377e-05,3.072140018568957e-09,4.521571173032868e-10,4.521571173032868e-10
1874,9.959377972076513e-05,3.044366076692435e-09,6.007047438836923e-10,6.007047438836923e-10
1875,0.00010152202490384557,3.547074792617114e-09,8.413949259544751e-10,8.413949259544751e-10
1876,0.00010231702097891164,3.8349221258877316e-09,9.55136977446155e-10,9.55136977446155e-10
1877,0.00010311902068289263,3.71255299518631e-09,9.129005170852419e-10,9.129005170852419e-10
1878,0.00010256527041617249,3.2915893185706378e-09,7.911723339962659e-10,7.911723339962659e-10
1879,0.00010357569512312434,3.7213172860666485e-09,1.0295311349471449e-09,1.0295311349471449e-09
1880,0.00010330226671482836,3.69298328425519e-09,9.844003132483285e-10,9.844003132483285e-10
1881,0.0001045084437854322,4.1326318874926724e-09,7.062153144023396e-10,7.062153144023396e-10
1882,0.00010464524426164903,3.969229643376236e-09,4.655251323315568e-10,4.655251323315568e-10
1883,0.00010389263583679817,3.633678691272735e-09,3.764424506241022e-10,3.764424506241022e-10
1884,0.00010472423413635365,4.164537540215665e-09,4.374642652095671e-10,4.374642652095671e-10
1885,0.00010588237325594361,4.0411071949059925e-09,6.116039361466921e-10,6.116039361466921e-10
1886,0.00010684920354313883,4.3028194975290395e-09,3.8747065675018687e-10,3.8747065675018687e-10
1887,0.00010777039694533284,4.687183117825709e-09,4.927538139425686e-10,4.927538139425686e-10
1888,0.00010789634481105688,5.1447367318705315e-09,7.087765533217042e-10,7.087765533217042e-10
1889,0.00010797990190829816,5.463652102173049e-09,7.349474481380522e-10,7.349474481380522e-10
1890,0.00010833735203570021,5.347594145277412e-09,8.22476341001886e-10,8.22476341001886e-10
1891,0.00010875871625363029,5.251628560592232e-09,8.894797834787685e-10,8.894797834787685e-10
1892,0.00011104986957174592,5.847155648552871e-09,8.052264410807197e-10,8.052264410807197e-10
1893,0.00011109811332841803,6.214177299718975e-09,7.50049209249529e-10,7.50049209249529e-10
1894,0.0001125032119619261,6.705199443298884e-09,7.223382328788322e-10,7.223382328788322e-10
1895,0.00011306704982416704,6.315748622500093e-09,5.91000324076266e-10,5.91000324076266e-10
1896,0.00011304005706084094,6.447301296016608e-09,7.780141055212044e-10,7.780141055212044e-10
1897,0.00011401879289353798,6.741768032725304e-09,7.377004879976263e-10,7.377004879976263e-10
1898,0.00011504161791110943,6.7160857827478335e-09,6.277133991166345e-10,6.277133991166345e-10
1899,0.00011394970247887873,7.083680626201223e-09,5.924687902979033e-10,5.924687902979033e-10
1900,0.00011438658943266741,6.9817893054237496e-09,6.828218169457096e-10,6.828218169457096e-10
1901,0.00011462975193613342,7.389771905508269e-09,6.923197590610489e-10,6.923197590610489e-10
1902,0.00011472902406239882,7.872684853233686e-09,7.453812507694581e-10,7.453812507694581e-10
1903,0.00011636194436245464,8.577273748398641e-09,7.234663047211193e-10,7.234663047211193e-10
1904,0.00011639482441491314,9.45400798916093e-09,7.388356930228466e-10,7.388356930228466e-10
1905,0.00011688784746054028,1.0154521033557882e-08,8.58019282607663e-10,8.58019282607663e-10
1906,0.00011735253169068269,1.0456678316878815e-08,9.274974518572573e-10,9.274974518572573e-10
1907,0.00011748442193493247,1.0610865963656124e-08,1.0129465123829918e-09,1.0129465123829918e-09
1908,0.00011805758237772222,1.0420536179976482e-08,1.03023423918864e-09,1.03023423918864e-09
1909,0.00011860081680684484,1.1055068352813383e-08,1.1267650701363152e-09,1.1267650701363152e-09
1910,0.0001197369908498201,1.1020551074888577e-08,1.0870081263674486e-09,1.0870081263674486e-09
1911,0.00012127715828163283,1.1054741376272302e-08,1.2117809771489923e-09,1.2117809771489923e-09
1912,0.00012118027163004237,1.1419968843589296e-08,1.1898720818161378e-09,1.1898720818161378e-09
1913,0.00012142627695409049,1.162224602272285e-08,1.251625144796772e-09,1.251625144796772e-09
1914,0.00012159822238442888,1.2130892607891447e-08,1.1489055024809553e-09,1.1489055024809553e-09
1915,0.00012015909513658179,1.2317788947565792e-08,1.1869869135213866e-09,1.1869869135213866e-09
1916,0.00011865170485439844,1.2271201451799892e-08,1.208591425351711e-09,1.208591425351711e-09
1917,0.00011586996177876634,1.268507153286334e-08,1.1129415761994871e-09,1.1129415761994871e-09
1918,0.00011401568190194666,1.2602719376023482e-08,1.0482819176197263e-09,1.0482819176197263e-09
1919,0.0001125546166024703,1.2362754629537318e-08,1.046615028770554e-09,1.046615028770554e-09
1920,0.00011007133434759453,1.1799808241619303e-08,9.999520061183225e-10,9.999520061183225e-10
1921,0.00010806411072345716,1.1253507332347518e-08,1.2079856440535712e-09,1.2079856440535712e-09
1922,0.00010664120366397713,1.10367453588976e-08,1.1292648839843012e-09,1.1292648839843012e-09
