ngram,juice,jice,juce,juce
1555,2.884443996923177e-06,0.0,0.0,0.0
1556,2.884443996923177e-06,0.0,0.0,0.0
1557,2.884443996923177e-06,0.0,0.0,0.0
1558,3.566492653460175e-06,0.0,0.0,0.0
1559,6.820486565369979e-07,0.0,0.0,0.0
1560,1.1307389026374689e-06,0.0,0.0,0.0
1561,1.1307389026374689e-06,0.0,0.0,0.0
1562,1.1307389026374689e-06,0.0,0.0,0.0
1563,1.1307389026374689e-06,0.0,0.0,0.0
1564,1.1307389026374689e-06,0.0,0.0,0.0
1565,4.4869024610047094e-07,0.0,0.0,0.0
1566,4.4869024610047094e-07,0.0,0.0,0.0
1567,0.0,0.0,0.0,0.0
1568,0.0,0.0,0.0,0.0
1569,7.427053268267108e-07,0.0,0.0,0.0
1570,7.427053268267108e-07,0.0,0.0,0.0
1571,7.427053268267108e-07,0.0,0.0,0.0
1572,1.782626895874273e-06,0.0,0.0,0.0
1573,1.782626895874273e-06,0.0,0.0,0.0
1574,1.782626895874273e-06,0.0,0.0,0.0
1575,1.782626895874273e-06,0.0,0.0,0.0
1576,1.9412824648108133e-06,0.0,0.0,0.0
1577,1.9412824648108133e-06,0.0,0.0,0.0
1578,1.9412824648108133e-06,0.0,0.0,0.0
1579,9.013608957632511e-07,0.0,0.0,0.0
1580,9.013608957632511e-07,0.0,0.0,0.0
1581,9.013608957632511e-07,0.0,0.0,0.0
1582,9.013608957632511e-07,0.0,0.0,0.0
1583,0.0,0.0,0.0,0.0
1584,0.0,0.0,0.0,0.0
1585,3.774361760276536e-07,0.0,0.0,0.0
1586,3.774361760276536e-07,0.0,0.0,0.0
1587,3.774361760276536e-07,0.0,0.0,0.0
1588,1.7164478062373486e-06,0.0,0.0,0.0
1589,2.089900752772727e-06,0.0,0.0,0.0
1590,3.909730269567392e-06,0.0,0.0,0.0
1591,3.909730269567392e-06,0.0,0.0,0.0
1592,3.532294093539739e-06,0.0,0.0,0.0
1593,3.532294093539739e-06,0.0,0.0,0.0
1594,3.532294093539739e-06,0.0,0.0,0.0
1595,3.996470825638555e-06,0.0,0.0,0.0
1596,3.6230178791031775e-06,0.0,0.0,0.0
1597,3.255933474325242e-06,0.0,0.0,0.0
1598,3.300167390664553e-06,0.0,0.0,0.0
1599,3.300167390664553e-06,0.0,0.0,0.0
1600,3.513179560091625e-06,0.0,0.0,0.0
1601,4.099151145250549e-06,0.0,0.0,0.0
1602,2.8179663575299074e-06,0.0,0.0,0.0
1603,2.8179663575299074e-06,0.0,0.0,0.0
1604,1.365221245513177e-06,0.0,0.0,0.0
1605,1.4334242207171753e-06,0.0,0.0,0.0
1606,2.2342252756451283e-06,0.0,0.0,0.0
1607,2.021213106218056e-06,0.0,0.0,0.0
1608,1.6349191176751837e-06,0.0,0.0,0.0
1609,1.1129155430873133e-06,0.0,0.0,0.0
1610,1.1129155430873133e-06,0.0,0.0,0.0
1611,1.2153278216179127e-06,0.0,0.0,0.0
1612,1.1028909300746039e-06,0.0,0.0,0.0
1613,9.413317993026535e-07,0.0,0.0,0.0
1614,1.6005512942943563e-06,0.0,0.0,0.0
1615,1.4008736976783048e-06,0.0,0.0,0.0
1616,1.4008736976783048e-06,0.0,0.0,0.0
1617,1.6479563669236086e-06,0.0,0.0,0.0
1618,1.7424983655343697e-06,0.0,0.0,0.0
1619,2.305170840242811e-06,0.0,0.0,0.0
1620,1.9681456576238688e-06,0.0,0.0,0.0
1621,1.3089261626321656e-06,0.0,0.0,0.0
1622,1.379274570873739e-06,0.0,0.0,0.0
1623,1.379274570873739e-06,0.0,0.0,0.0
1624,1.5801884631270826e-06,0.0,0.0,0.0
1625,2.2138810891192406e-06,0.0,0.0,0.0
1626,1.6512086144107992e-06,0.0,0.0,0.0
1627,1.668534553443481e-06,0.0,0.0,0.0
1628,1.9305810578121703e-06,0.0,0.0,0.0
1629,1.9427619934374107e-06,0.0,0.0,0.0
1630,2.3740069942895e-06,0.0,0.0,0.0
1631,2.0393704046130423e-06,0.0,0.0,0.0
1632,1.3003496357149352e-06,0.0,0.0,0.0
1633,1.4374424332735153e-06,0.0,4.112783764347634e-07,4.112783764347634e-07
1634,1.3647360788127116e-06,0.0,4.112783764347634e-07,4.112783764347634e-07
1635,1.3496487148196529e-06,0.0,4.112783764347634e-07,4.112783764347634e-07
1636,1.4408081889476826e-06,0.0,4.112783764347634e-07,4.112783764347634e-07
1637,2.1801252257448922e-06,0.0,4.112783764347634e-07,4.112783764347634e-07
1638,2.5381105258150327e-06,0.0,4.112783764347634e-07,4.112783764347634e-07
1639,2.602224851346234e-06,0.0,4.112783764347634e-07,4.112783764347634e-07
1640,2.979172320140476e-06,0.0,0.0,0.0
1641,2.732335994031538e-06,0.0,0.0,0.0
1642,2.4853768536559073e-06,0.0,0.0,0.0
1643,3.034267608979592e-06,0.0,0.0,0.0
1644,2.04702850429125e-06,0.0,0.0,0.0
1645,1.8703842020581111e-06,4.9116830983361326e-08,0.0,0.0
1646,1.9161205630423084e-06,4.9116830983361326e-08,0.0,0.0
1647,2.0263536271158955e-06,4.9116830983361326e-08,2.080911047284774e-07,2.080911047284774e-07
1648,3.2642829767480308e-06,4.9116830983361326e-08,2.080911047284774e-07,2.080911047284774e-07
1649,3.5771940766997953e-06,4.9116830983361326e-08,2.080911047284774e-07,2.080911047284774e-07
1650,4.435739469954569e-06,4.9116830983361326e-08,2.080911047284774e-07,2.080911047284774e-07
1651,5.327418551002795e-06,4.9116830983361326e-08,2.080911047284774e-07,2.080911047284774e-07
1652,5.255403168900687e-06,0.0,2.080911047284774e-07,2.080911047284774e-07
1653,6.410690405443477e-06,0.0,2.080911047284774e-07,2.080911047284774e-07
1654,8.441340989000829e-06,0.0,0.0,0.0
1655,1.0631491282505781e-05,0.0,0.0,0.0
1656,1.0499809507434423e-05,0.0,0.0,0.0
1657,9.224533284525802e-06,0.0,0.0,0.0
1658,8.632071967440424e-06,0.0,0.0,0.0
1659,8.505887933552003e-06,0.0,0.0,0.0
1660,7.309473476522856e-06,0.0,0.0,0.0
1661,5.460774454084978e-06,0.0,1.3437081796447664e-07,1.3437081796447664e-07
1662,3.4942896961963143e-06,0.0,1.3437081796447664e-07,1.3437081796447664e-07
1663,3.4444503285158135e-06,0.0,1.3437081796447664e-07,1.3437081796447664e-07
1664,4.003267162845857e-06,0.0,1.3437081796447664e-07,1.3437081796447664e-07
1665,4.049825853209248e-06,0.0,1.3437081796447664e-07,1.3437081796447664e-07
1666,4.912085809597297e-06,0.0,1.7431921557025426e-07,1.7431921557025426e-07
1667,7.83470626889279e-06,3.245231588217783e-08,1.7431921557025426e-07,1.7431921557025426e-07
1668,8.209818198728109e-06,7.620553178964786e-08,3.9948397605777634e-08,3.9948397605777634e-08
1669,8.425652465250875e-06,7.620553178964786e-08,3.9948397605777634e-08,3.9948397605777634e-08
1670,1.0458615893834836e-05,7.620553178964786e-08,3.9948397605777634e-08,3.9948397605777634e-08
1671,1.0219713398588023e-05,7.620553178964786e-08,3.9948397605777634e-08,3.9948397605777634e-08
1672,1.0281028478077911e-05,7.620553178964786e-08,3.9948397605777634e-08,3.9948397605777634e-08
1673,1.0064553082754304e-05,7.620553178964786e-08,0.0,0.0
1674,9.74667766838268e-06,4.3753215907470026e-08,0.0,0.0
1675,9.629214348803674e-06,0.0,0.0,0.0
1676,9.154287519257715e-06,0.0,0.0,0.0
1677,7.4937270905398435e-06,0.0,0.0,0.0
1678,7.047231146576191e-06,0.0,0.0,0.0
1679,7.656548681162739e-06,0.0,0.0,0.0
1680,7.4030146574192e-06,0.0,0.0,0.0
1681,5.130188664484844e-06,0.0,0.0,0.0
1682,5.215494070398563e-06,0.0,0.0,0.0
1683,4.719143053729827e-06,0.0,0.0,0.0
1684,4.507565904532385e-06,0.0,0.0,0.0
1685,4.732415391117684e-06,2.0205831674502406e-08,0.0,0.0
1686,3.974750695436212e-06,2.0205831674502406e-08,0.0,0.0
1687,3.6507989632030202e-06,2.0205831674502406e-08,0.0,0.0
1688,3.531262937680627e-06,2.0205831674502406e-08,0.0,0.0
1689,2.5083687091864704e-06,2.0205831674502406e-08,0.0,0.0
1690,1.9683797307022488e-06,2.0205831674502406e-08,0.0,0.0
1691,2.2878152208249958e-06,2.0205831674502406e-08,0.0,0.0
1692,2.0493749112964518e-06,0.0,0.0,0.0
1693,2.140277899798093e-06,0.0,0.0,0.0
1694,2.7070440264001912e-06,0.0,0.0,0.0
1695,2.6134338619548155e-06,0.0,0.0,0.0
1696,3.242954611388476e-06,0.0,0.0,0.0
1697,3.304551601753961e-06,0.0,7.347074821544603e-09,7.347074821544603e-09
1698,3.045523515408734e-06,1.0371270572509924e-08,7.347074821544603e-09,7.347074821544603e-09
1699,3.1804466321513506e-06,1.0371270572509924e-08,7.347074821544603e-09,7.347074821544603e-09
1700,3.7133002511576966e-06,1.0371270572509924e-08,7.347074821544603e-09,7.347074821544603e-09
1701,3.242736267696143e-06,1.0371270572509924e-08,7.347074821544603e-09,7.347074821544603e-09
1702,3.1673615207442448e-06,1.0371270572509924e-08,7.347074821544603e-09,7.347074821544603e-09
1703,2.753833606610507e-06,1.0371270572509924e-08,7.347074821544603e-09,7.347074821544603e-09
1704,2.924515570157382e-06,1.9033037241505165e-08,0.0,0.0
1705,2.736732848721398e-06,8.66176666899524e-09,0.0,0.0
1706,2.491510331635384e-06,8.66176666899524e-09,0.0,0.0
1707,2.1305287012702526e-06,8.66176666899524e-09,0.0,0.0
1708,1.975630742176041e-06,8.66176666899524e-09,0.0,0.0
1709,1.8199830914714506e-06,8.66176666899524e-09,0.0,0.0
1710,1.5982107421612973e-06,8.66176666899524e-09,0.0,0.0
1711,1.509923980133213e-06,0.0,0.0,0.0
1712,1.4537176866724622e-06,0.0,0.0,0.0
1713,1.6363371011201316e-06,0.0,1.0818015182069627e-08,1.0818015182069627e-08
1714,1.209071529371743e-06,0.0,2.0389625733839367e-08,2.0389625733839367e-08
1715,1.2728022917534482e-06,0.0,2.0389625733839367e-08,2.0389625733839367e-08
1716,1.6231753404229364e-06,0.0,2.0389625733839367e-08,2.0389625733839367e-08
1717,1.754836562538133e-06,0.0,2.0389625733839367e-08,2.0389625733839367e-08
1718,1.6614512219348399e-06,1.5483512884527173e-08,2.0389625733839367e-08,2.0389625733839367e-08
1719,1.7569480275726943e-06,2.206838394564719e-08,2.0389625733839367e-08,2.0389625733839367e-08
1720,1.6911131329574606e-06,2.206838394564719e-08,9.571610551769742e-09,9.571610551769742e-09
1721,1.94789996450189e-06,2.206838394564719e-08,0.0,0.0
1722,4.420899309869648e-06,2.9795970643168142e-08,0.0,0.0
1723,4.8004983942259316e-06,5.449667536286792e-08,6.175176179924944e-09,6.175176179924944e-09
1724,5.205875043299914e-06,5.449667536286792e-08,6.175176179924944e-09,6.175176179924944e-09
1725,5.327341714941472e-06,4.6366115518432187e-08,6.175176179924944e-09,6.175176179924944e-09
1726,5.340385639231369e-06,3.978124445731217e-08,6.175176179924944e-09,6.175176179924944e-09
1727,5.982507413396629e-06,3.978124445731217e-08,6.175176179924944e-09,6.175176179924944e-09
1728,5.759162734518343e-06,3.978124445731217e-08,6.175176179924944e-09,6.175176179924944e-09
1729,3.4094389970310398e-06,3.205365775979122e-08,6.175176179924944e-09,6.175176179924944e-09
1730,3.3514917114579087e-06,7.352953040091441e-09,8.18323796027341e-09,8.18323796027341e-09
1731,2.9586847826327097e-06,7.352953040091441e-09,8.18323796027341e-09,8.18323796027341e-09
1732,3.828344038733381e-06,0.0,8.18323796027341e-09,8.18323796027341e-09
1733,3.7376149667319884e-06,0.0,8.18323796027341e-09,8.18323796027341e-09
1734,3.5066074052078226e-06,5.161731613562941e-09,8.18323796027341e-09,8.18323796027341e-09
1735,3.5448025447034785e-06,5.161731613562941e-09,1.4650164002562503e-08,1.4650164002562503e-08
1736,4.734507107124435e-06,5.161731613562941e-09,1.4650164002562503e-08,1.4650164002562503e-08
1737,4.609642189734586e-06,1.2083359836521725e-08,6.466926042289092e-09,6.466926042289092e-09
1738,4.58654599404846e-06,1.7575176108104122e-08,6.466926042289092e-09,6.466926042289092e-09
1739,3.8923665946250755e-06,1.7575176108104122e-08,9.697842529021727e-09,9.697842529021727e-09
1740,4.110335567020229e-06,1.7575176108104122e-08,9.697842529021727e-09,9.697842529021727e-09
1741,4.733154095707245e-06,1.2413444494541181e-08,9.697842529021727e-09,9.697842529021727e-09
1742,5.7486976986963005e-06,1.2413444494541181e-08,3.2309164867326346e-09,3.2309164867326346e-09
1743,4.997868115554281e-06,2.2044838081975674e-08,3.2309164867326346e-09,3.2309164867326346e-09
1744,4.902582889241915e-06,1.512320985901689e-08,3.2309164867326346e-09,3.2309164867326346e-09
1745,5.304723734817733e-06,9.631393587434495e-09,9.542492510458293e-09,9.542492510458293e-09
1746,6.095237982403237e-06,9.631393587434495e-09,6.311576023725658e-09,6.311576023725658e-09
1747,6.37885510254169e-06,9.631393587434495e-09,1.8789031283209364e-08,1.8789031283209364e-08
1748,5.467579187877293e-06,1.3271125404961431e-08,1.8789031283209364e-08,1.8789031283209364e-08
1749,4.8808006210622675e-06,1.3271125404961431e-08,1.8789031283209364e-08,1.8789031283209364e-08
1750,4.858042010320267e-06,3.639731817526938e-09,2.53864941766681e-08,2.53864941766681e-08
1751,5.478776756717707e-06,3.639731817526938e-09,2.8955632812101484e-08,2.8955632812101484e-08
1752,5.548438009230137e-06,7.538321966649164e-09,2.2644056788375825e-08,2.2644056788375825e-08
1753,6.929882244678863e-06,1.2567674393234744e-08,2.2644056788375825e-08,2.2644056788375825e-08
1754,8.565431374206258e-06,1.2567674393234744e-08,1.0166601528892118e-08,1.0166601528892118e-08
1755,1.0116347506742126e-05,8.927942575707805e-09,1.4019909296994878e-08,1.4019909296994878e-08
1756,1.1353920854162425e-05,8.927942575707805e-09,1.7055379838585135e-08,1.7055379838585135e-08
1757,1.278237004953553e-05,1.501818910501892e-08,1.6548163474437516e-08,1.6548163474437516e-08
1758,1.2217918213406978e-05,1.501818910501892e-08,1.919419442434186e-08,1.919419442434186e-08
1759,1.238113249460834e-05,1.4598393858835022e-08,1.919419442434186e-08,1.919419442434186e-08
1760,1.0613629910949385e-05,1.2230408432044117e-08,3.782376418420037e-08,3.782376418420037e-08
1761,1.1553053744656999e-05,1.2230408432044117e-08,4.059933164260851e-08,4.059933164260851e-08
1762,1.123370858684731e-05,1.759557249109938e-08,3.942860590403338e-08,3.942860590403338e-08
1763,1.003001710029951e-05,1.759557249109938e-08,3.639313536244312e-08,3.639313536244312e-08
1764,1.0020025131650203e-05,1.1505325961788263e-08,3.0302888833132006e-08,3.0302888833132006e-08
1765,1.188358984498856e-05,1.445273437436104e-08,2.4087719247794278e-08,2.4087719247794278e-08
1766,1.2615631151545261e-05,1.0973939471422715e-08,3.088982352445717e-08,3.088982352445717e-08
1767,1.3408215441553953e-05,8.31257247162804e-09,1.2260253764598668e-08,1.2260253764598668e-08
1768,1.24153535970046e-05,1.6359210113543147e-08,1.2166898853495565e-08,1.2166898853495565e-08
1769,1.3198029267057012e-05,1.0994046054487886e-08,9.484316823967935e-09,9.484316823967935e-09
1770,1.4871246743756014e-05,1.0994046054487886e-08,1.2367238407965227e-08,1.2367238407965227e-08
1771,1.5007635998439842e-05,1.0994046054487886e-08,1.2367238407965227e-08,1.2367238407965227e-08
1772,1.476785317728562e-05,1.0682719470927232e-08,1.5003320236977354e-08,1.5003320236977354e-08
1773,1.4817482484171965e-05,1.0682719470927232e-08,1.0796406816179375e-08,1.0796406816179375e-08
1774,1.510305654457105e-05,1.0682719470927232e-08,1.3468869955853994e-08,1.3468869955853994e-08
1775,1.4374811014152198e-05,5.5247709899016886e-09,1.0786657408548957e-08,1.0786657408548957e-08
1776,1.4197668601160071e-05,8.23714049350396e-09,1.0786657408548957e-08,1.0786657408548957e-08
1777,1.3486764796003367e-05,8.23714049350396e-09,7.903735824551665e-09,7.903735824551665e-09
1778,1.2763444699105872e-05,8.23714049350396e-09,1.3466023217136223e-08,1.3466023217136223e-08
1779,1.110342733617082e-05,5.601058664491834e-09,2.6200055712268166e-08,2.6200055712268166e-08
1780,1.1627451678058215e-05,5.601058664491834e-09,2.3604864856403244e-08,2.3604864856403244e-08
1781,1.2534322357688715e-05,5.601058664491834e-09,2.0932401716728625e-08,2.0932401716728625e-08
1782,1.3245088439362007e-05,4.870502985048526e-09,2.5248668679621134e-08,2.5248668679621134e-08
1783,1.3392145807042003e-05,4.332732521967435e-09,2.5248668679621134e-08,2.5248668679621134e-08
1784,1.3871666364398802e-05,5.997204637659641e-09,3.0242084899815124e-08,3.0242084899815124e-08
1785,1.401375996985215e-05,7.615327035637165e-09,2.467979750723056e-08,2.467979750723056e-08
1786,1.4813734586433774e-05,1.0295523671694745e-08,9.309683183086496e-09,9.309683183086496e-09
1787,1.4489036402665079e-05,1.0295523671694745e-08,1.3177107912757232e-08,1.3177107912757232e-08
1788,1.3820039904593223e-05,1.421517989034068e-08,1.7096764131403168e-08,1.7096764131403168e-08
1789,1.3256114990716534e-05,1.2057046408894427e-08,1.5107266802618013e-08,1.5107266802618013e-08
1790,1.2049942922333554e-05,1.2092144174857822e-08,1.7316963609102587e-08,1.7316963609102587e-08
1791,1.1861755605683097e-05,1.1513638296735605e-08,1.2323547388908601e-08,1.2323547388908601e-08
1792,1.121928685928911e-05,1.3160301927582298e-08,1.3411809440810885e-08,1.3411809440810885e-08
1793,1.1551863086164563e-05,1.836828226028534e-08,1.63698757406548e-08,1.63698757406548e-08
1794,1.1147276966637167e-05,1.836828226028534e-08,1.4498422145387785e-08,1.4498422145387785e-08
1795,1.0872954784904973e-05,1.5361898166231314e-08,1.149203805133376e-08,1.149203805133376e-08
1796,1.1056152873477134e-05,1.6310059778947206e-08,1.0113430029942298e-08,1.0113430029942298e-08
1797,1.2425085255277476e-05,1.5801133925106925e-08,9.037580525220586e-09,9.037580525220586e-09
1798,1.2667260177425175e-05,1.645113778536711e-08,1.0194893881479824e-08,1.0194893881479824e-08
1799,1.3672502063855063e-05,1.4387890942150046e-08,1.0908940607988273e-08,1.0908940607988273e-08
1800,1.4141644766953374e-05,8.969697556133432e-09,9.597529945385271e-09,9.597529945385271e-09
1801,1.482268661285551e-05,9.434038026969103e-09,9.458920694324239e-09,9.458920694324239e-09
1802,1.4944876836255259e-05,1.0257273094386018e-08,9.848028995459605e-09,9.848028995459605e-09
1803,1.4974987867130299e-05,1.141511117376735e-08,1.1005867074840938e-08,1.1005867074840938e-08
1804,1.5120915512462879e-05,1.215496062531177e-08,1.109232997517243e-08,1.109232997517243e-08
1805,1.4452576838916034e-05,1.0938345530929285e-08,1.0454371622360879e-08,1.0454371622360879e-08
1806,1.4847669392890697e-05,1.1288106893658778e-08,9.944813385485775e-09,9.944813385485775e-09
1807,1.5561738109681755e-05,1.0491893132069663e-08,9.971927569399749e-09,9.971927569399749e-09
1808,1.4981967849182962e-05,1.2381184617232016e-08,8.349928875312734e-09,8.349928875312734e-09
1809,1.403483708730034e-05,1.1911151081329357e-08,7.409398079210356e-09,7.409398079210356e-09
1810,1.3917111963175038e-05,1.1112777269823532e-08,5.957211327408832e-09,5.957211327408832e-09
1811,1.3065057178859466e-05,9.844076569771282e-09,6.846356592760117e-09,6.846356592760117e-09
1812,1.3251831270671183e-05,1.1234387642389265e-08,7.520542855132817e-09,7.520542855132817e-09
1813,1.2272171131501506e-05,1.0846963454420283e-08,7.003709929469843e-09,7.003709929469843e-09
1814,1.1156739024694876e-05,1.0844858725330856e-08,6.165772654347685e-09,6.165772654347685e-09
1815,1.1400926788545413e-05,9.650070964539736e-09,6.123550174866718e-09,6.123550174866718e-09
1816,1.2393447572581603e-05,1.0285324465136064e-08,6.332218717629092e-09,6.332218717629092e-09
1817,1.239528033433349e-05,1.0348479152964631e-08,6.021100919438384e-09,6.021100919438384e-09
1818,1.2320394749362354e-05,9.71366403185974e-09,4.269715184587344e-09,4.269715184587344e-09
1819,1.2190383261310802e-05,9.306972335666939e-09,3.3767688010856644e-09,3.3767688010856644e-09
1820,1.2285989474288986e-05,9.322271462711536e-09,2.8956450570660763e-09,2.8956450570660763e-09
1821,1.2232214430696331e-05,8.036269142205502e-09,3.216800793990972e-09,3.216800793990972e-09
1822,1.1746132258849684e-05,7.750807265846253e-09,3.5227356904548354e-09,3.5227356904548354e-09
1823,1.110518756572024e-05,7.113245008889229e-09,3.5140685916701386e-09,3.5140685916701386e-09
1824,1.0842817963358747e-05,6.413064523869139e-09,3.7078535162850456e-09,3.7078535162850456e-09
1825,1.0400777292878566e-05,6.25581034593584e-09,4.9958022163565374e-09,4.9958022163565374e-09
1826,1.027157291641093e-05,5.345327165023101e-09,6.591179221463303e-09,6.591179221463303e-09
1827,1.0400696607705737e-05,4.8981459523288e-09,7.446662048898085e-09,7.446662048898085e-09
1828,1.043859681106239e-05,4.843471116241663e-09,7.944613443301916e-09,7.944613443301916e-09
1829,1.0288981164714122e-05,4.3214601738331535e-09,8.148280589941642e-09,8.148280589941642e-09
1830,1.0260051307601056e-05,3.5338179684073013e-09,8.348865852626984e-09,8.348865852626984e-09
1831,1.02149527135355e-05,3.141901881522001e-09,7.998175106343247e-09,7.998175106343247e-09
1832,1.0389736806765931e-05,3.2729482298979715e-09,7.459099655398355e-09,7.459099655398355e-09
1833,1.0150569583596994e-05,3.092848358373804e-09,6.057997341863646e-09,6.057997341863646e-09
1834,9.904552306189934e-06,3.19145602009233e-09,5.987503128222573e-09,5.987503128222573e-09
1835,9.652627600839228e-06,3.865868926565343e-09,5.6730978644939765e-09,5.6730978644939765e-09
1836,9.672162767466424e-06,4.2651093133473845e-09,5.495783383935304e-09,5.495783383935304e-09
1837,9.418401792312839e-06,4.020910842379115e-09,6.1272924511968085e-09,6.1272924511968085e-09
1838,9.262676680269319e-06,4.276507084962791e-09,6.475783369858894e-09,6.475783369858894e-09
1839,9.530031742802489e-06,3.841391768169952e-09,5.899310436977398e-09,5.899310436977398e-09
1840,9.54198237325597e-06,4.487203997260991e-09,5.857956659432213e-09,5.857956659432213e-09
1841,9.47734692350163e-06,4.356378170898369e-09,5.477950283859303e-09,5.477950283859303e-09
1842,9.58653462086139e-06,3.837500848837192e-09,4.745570285941929e-09,4.745570285941929e-09
1843,9.630676946211939e-06,4.136081564544623e-09,5.597207078774805e-09,5.597207078774805e-09
1844,1.0533381880252688e-05,4.170888769282146e-09,4.670741666450746e-09,4.670741666450746e-09
1845,1.115018377666794e-05,4.303996199122346e-09,6.3388406587197974e-09,6.3388406587197974e-09
1846,1.0992168556965356e-05,4.423876265313709e-09,7.308442042029486e-09,7.308442042029486e-09
1847,1.1126225997161652e-05,3.729305515192445e-09,1.0915492478145796e-08,1.0915492478145796e-08
1848,1.1253202371465574e-05,3.302967788165745e-09,1.120009453435346e-08,1.120009453435346e-08
1849,1.1238784281886183e-05,4.267411741436839e-09,1.1612991298751548e-08,1.1612991298751548e-08
1850,1.1551205326603459e-05,3.740388268954778e-09,1.1565083716088712e-08,1.1565083716088712e-08
1851,1.1088013837122293e-05,4.2625429376639906e-09,1.2676175918459518e-08,1.2676175918459518e-08
1852,1.0759984434116632e-05,4.808632968002411e-09,1.3406367698516014e-08,1.3406367698516014e-08
1853,1.0806781184718212e-05,5.143824223706263e-09,1.238888966018489e-08,1.238888966018489e-08
1854,1.1104441260353529e-05,5.941734152311742e-09,1.0095888569594536e-08,1.0095888569594536e-08
1855,1.1416637789807282e-05,5.983306263144885e-09,9.74153139107362e-09,9.74153139107362e-09
1856,1.1479457238497811e-05,4.830531625492946e-09,9.167769464214968e-09,9.167769464214968e-09
1857,1.1582870034284756e-05,4.693436433151581e-09,8.127417342304203e-09,8.127417342304203e-09
1858,1.1396265108487569e-05,4.076960880006197e-09,6.952069745277559e-09,6.952069745277559e-09
1859,1.1494437395802898e-05,3.41184770911797e-09,5.055298370391727e-09,5.055298370391727e-09
1860,1.154601510019607e-05,3.3689566216109158e-09,5.121661856526722e-09,5.121661856526722e-09
1861,1.13231942253021e-05,2.433360608249708e-09,4.25788360125523e-09,4.25788360125523e-09
1862,1.1084492533492657e-05,2.3969414865630613e-09,5.8008751135929515e-09,5.8008751135929515e-09
1863,1.0967878032326034e-05,2.814816871651463e-09,6.117391958073069e-09,6.117391958073069e-09
1864,1.0950696637987026e-05,2.9477893935338427e-09,6.958869512376152e-09,6.958869512376152e-09
1865,1.1024421188007441e-05,3.3056974617957327e-09,7.086363527721216e-09,7.086363527721216e-09
1866,1.0904364509250236e-05,3.3766875962015774e-09,6.802637405759324e-09,6.802637405759324e-09
1867,1.0844178827288228e-05,3.5369127626694308e-09,7.550054200880903e-09,7.550054200880903e-09
1868,1.0760894188674034e-05,3.803894723018532e-09,7.3632544823303596e-09,7.3632544823303596e-09
1869,1.0527690002553364e-05,4.079505749083572e-09,6.971606879093071e-09,6.971606879093071e-09
1870,1.0673021798928467e-05,3.828038584531766e-09,6.503455995954255e-09,6.503455995954255e-09
1871,1.0448224462119729e-05,3.715752879987885e-09,5.860085813428181e-09,5.860085813428181e-09
1872,1.0279122372074717e-05,4.004068505330289e-09,5.861739443042373e-09,5.861739443042373e-09
