ngram,cookie,cokie,cokie,cokie
1991,1.3912048513832685e-06,4.48179010768625e-10,4.48179010768625e-10,4.48179010768625e-10
1992,1.44397763181457e-06,3.822006044984505e-10,3.822006044984505e-10,3.822006044984505e-10
1993,1.5127206194977459e-06,4.0749884617457306e-10,4.0749884617457306e-10,4.0749884617457306e-10
1994,1.6242826014994144e-06,3.06633819526146e-10,3.06633819526146e-10,3.06633819526146e-10
1995,1.7261727569868007e-06,3.2728384090154247e-10,3.2728384090154247e-10,3.2728384090154247e-10
1996,1.8402958435867082e-06,2.8562190906062616e-10,2.8562190906062616e-10,2.8562190906062616e-10
1997,1.9585045752787015e-06,2.3178016847083934e-10,2.3178016847083934e-10,2.3178016847083934e-10
1998,2.1060977815068327e-06,2.764195053406304e-10,2.764195053406304e-10,2.764195053406304e-10
1999,2.3239596202984103e-06,3.8394528826099107e-10,3.8394528826099107e-10,3.8394528826099107e-10
2000,2.527049023878395e-06,3.7250820880288925e-10,3.7250820880288925e-10,3.7250820880288925e-10
2001,2.671526382463136e-06,4.5948414715914407e-10,4.5948414715914407e-10,4.5948414715914407e-10
2002,2.77865871924275e-06,4.4624263609690674e-10,4.4624263609690674e-10,4.4624263609690674e-10
2003,2.8695264648246976e-06,4.6115567515452634e-10,4.6115567515452634e-10,4.6115567515452634e-10
2004,2.943597499844535e-06,5.513922156165561e-10,5.513922156165561e-10,5.513922156165561e-10
2005,2.9741233252674907e-06,5.582060587570683e-10,5.582060587570683e-10,5.582060587570683e-10
2006,3.0499246414754973e-06,5.369562314624535e-10,5.369562314624535e-10,5.369562314624535e-10
2007,3.146164025175884e-06,5.591238028124224e-10,5.591238028124224e-10,5.591238028124224e-10
2008,3.343629097279128e-06,5.055492691141694e-10,5.055492691141694e-10,5.055492691141694e-10
2009,3.501912358063107e-06,4.730961852431445e-10,4.730961852431445e-10,4.730961852431445e-10
2010,3.595793584411565e-06,5.04456976191392e-10,5.04456976191392e-10,5.04456976191392e-10
2011,3.8009421976832007e-06,4.6104818375779036e-10,4.6104818375779036e-10,4.6104818375779036e-10
2012,3.96113474770183e-06,4.712144761688717e-10,4.712144761688717e-10,4.712144761688717e-10
2013,3.952529725990774e-06,4.6419253758272257e-10,4.6419253758272257e-10,4.6419253758272257e-10
2014,3.877758737352062e-06,5.199745039303443e-10,5.199745039303443e-10,5.199745039303443e-10
2015,3.675134783926686e-06,4.833557225105065e-10,4.833557225105065e-10,4.833557225105065e-10
2016,3.5805783876899762e-06,4.585345813363466e-10,4.585345813363466e-10,4.585345813363466e-10
2017,3.5881383837477188e-06,4.4420898209773796e-10,4.4420898209773796e-10,4.4420898209773796e-10
2018,3.4370101730019086e-06,4.030636574503532e-10,4.030636574503532e-10,4.030636574503532e-10
2019,3.2855251106411743e-06,3.730030555260111e-10,3.730030555260111e-10,3.730030555260111e-10
