ngram,service,servce,servce,serice
1551,0.00023109227030155516,0.0,0.0,0.0
1552,0.0001957357479633564,0.0,0.0,0.0
1553,0.000131683027575491,0.0,0.0,0.0
1554,0.000131683027575491,0.0,0.0,0.0
1555,0.00012963196007019308,0.0,0.0,0.0
1556,0.0001291166159457394,0.0,0.0,0.0
1557,0.00010047829294178103,0.0,0.0,0.0
1558,0.00014003711320193752,0.0,0.0,0.0
1559,0.00012100668806981827,0.0,0.0,0.0
1560,0.00014254381988264089,0.0,0.0,0.0
1561,0.00014254381988264089,0.0,0.0,0.0
1562,8.484925950012569e-05,0.0,0.0,0.0
1563,0.0001058215815906546,0.0,0.0,0.0
1564,0.00011218322833883576,0.0,0.0,0.0
1565,8.476601578877307e-05,0.0,0.0,0.0
1566,6.603900783375138e-05,0.0,0.0,0.0
1567,4.586667065658341e-05,0.0,0.0,0.0
1568,4.880775200685353e-05,0.0,0.0,0.0
1569,5.846292073588951e-05,0.0,0.0,0.0
1570,3.436796967954641e-05,0.0,0.0,0.0
1571,3.0458174608481515e-05,0.0,0.0,0.0
1572,6.355315365778682e-05,0.0,0.0,0.0
1573,7.29751670535604e-05,0.0,0.0,0.0
1574,7.5968064785619e-05,0.0,0.0,0.0
1575,7.302698343534888e-05,0.0,0.0,0.0
1576,7.3286785014456e-05,0.0,0.0,0.0
1577,7.583826092221508e-05,0.0,0.0,0.0
1578,7.868649793506068e-05,0.0,0.0,0.0
1579,9.165784233898324e-05,0.0,0.0,0.0
1580,8.033215843689894e-05,0.0,0.0,0.0
1581,7.656777344371741e-05,0.0,0.0,0.0
1582,7.656777344371741e-05,0.0,0.0,0.0
1583,0.00010390105366501043,0.0,0.0,0.0
1584,0.00011303802843290864,0.0,0.0,0.0
1585,0.00010849281209500208,0.0,0.0,0.0
1586,5.2441562469799207e-05,0.0,0.0,0.0
1587,8.047400608899937e-05,0.0,0.0,0.0
1588,8.389773360509675e-05,0.0,0.0,0.0
1589,0.00015709450748805205,0.0,0.0,0.0
1590,0.00013180513730860963,0.0,0.0,0.0
1591,0.00012917882427895426,0.0,0.0,0.0
1592,0.00013499064191689416,0.0,0.0,0.0
1593,0.0001471236708831774,0.0,0.0,0.0
1594,0.000237103858775559,0.0,0.0,0.0
1595,0.0002389471862573243,0.0,0.0,0.0
1596,0.00031998697678708207,0.0,0.0,0.0
1597,0.0003553633728837927,0.0,0.0,0.0
1598,0.0004874074319169657,0.0,0.0,0.0
1599,0.0005024184818986603,0.0,0.0,0.0
1600,0.0005130511942427672,0.0,0.0,0.0
1601,0.00040753928988124244,0.0,0.0,0.0
1602,0.00043289474186687063,0.0,0.0,0.0
1603,0.0002790702875634971,0.0,0.0,0.0
1604,0.0002668106981218443,0.0,0.0,0.0
1605,0.0001304268510336572,0.0,0.0,0.0
1606,0.0001260663342951115,0.0,0.0,0.0
1607,0.00010114391144660268,0.0,0.0,0.0
1608,9.782835422811331e-05,0.0,0.0,0.0
1609,6.698988782513229e-05,0.0,0.0,0.0
1610,7.282274253027156e-05,0.0,0.0,0.0
1611,5.8127098035194127e-05,0.0,0.0,0.0
1612,5.367374917243849e-05,0.0,0.0,0.0
1613,4.460686032611453e-05,0.0,0.0,0.0
1614,9.866285982492887e-05,0.0,0.0,0.0
1615,9.252523591385398e-05,0.0,0.0,0.0
1616,9.322916152346547e-05,0.0,0.0,0.0
1617,9.130814344514095e-05,0.0,0.0,0.0
1618,0.00011996971417309916,0.0,0.0,0.0
1619,0.0001255525073377482,0.0,0.0,0.0
1620,0.00016918197434279136,0.0,0.0,0.0
1621,0.00011726699085556902,0.0,0.0,0.0
1622,0.0001251234485347855,0.0,0.0,0.0
1623,0.00015529422151822864,0.0,0.0,0.0
1624,0.0001561969017659846,0.0,0.0,0.0
1625,0.00010757061197961905,0.0,0.0,0.0
1626,0.00014580620683903232,0.0,0.0,0.0
1627,0.00010201497242893051,0.0,0.0,0.0
1628,0.00010825944455713657,0.0,0.0,0.0
1629,0.0001125408404537406,0.0,0.0,0.0
1630,8.654998272764456e-05,0.0,0.0,0.0
1631,9.169579357148905e-05,0.0,0.0,0.0
1632,0.00010172584942275924,0.0,0.0,0.0
1633,7.600889616047166e-05,0.0,0.0,0.0
1634,0.00011158694230419184,0.0,0.0,0.0
1635,0.00011694884597091004,0.0,0.0,0.0
1636,0.00012851152340382605,0.0,0.0,0.0
1637,0.00013144426858551533,0.0,0.0,0.0
1638,0.00014127234213187227,0.0,0.0,0.0
1639,0.00014616739853019162,0.0,0.0,0.0
1640,0.00014219009088784724,0.0,0.0,0.0
1641,0.00011576371720626153,0.0,0.0,0.0
1642,0.00012101549717564402,0.0,0.0,0.0
1643,0.00010158353844807217,0.0,0.0,0.0
1644,0.00010823876229031677,0.0,0.0,0.0
1645,0.00011839245261009117,0.0,0.0,0.0
1646,0.00014677248535528115,0.0,0.0,0.0
1647,0.00015464510579477064,0.0,0.0,0.0
1648,0.00016382232726235607,0.0,0.0,0.0
1649,0.00015342821071888984,0.0,0.0,0.0
1650,0.00015577452255196737,0.0,0.0,0.0
1651,0.0001487083796486591,0.0,0.0,0.0
1652,0.00012948845739759105,0.0,0.0,0.0
1653,0.00011154650513032851,0.0,0.0,0.0
1654,0.00010732594247591416,0.0,0.0,0.0
1655,9.193185386331087e-05,0.0,0.0,0.0
1656,9.13461964436075e-05,0.0,0.0,0.0
1657,0.00010003469183824823,0.0,0.0,0.0
1658,0.00011777271980203555,0.0,0.0,0.0
1659,0.00012133884436999714,0.0,0.0,0.0
1660,0.00010574252779146523,0.0,0.0,0.0
1661,9.737204059742257e-05,0.0,0.0,0.0
1662,9.765422925868603e-05,0.0,0.0,0.0
1663,0.00010901484971067735,0.0,0.0,0.0
1664,0.0001175471635568621,0.0,0.0,0.0
1665,0.00011261690607560533,0.0,0.0,0.0
1666,0.00010834303351917438,0.0,0.0,3.9948397605777634e-08
1667,0.0001190601261831554,0.0,0.0,3.9948397605777634e-08
1668,0.00011966743373445102,0.0,0.0,3.9948397605777634e-08
1669,0.00012328914869743,0.0,0.0,3.9948397605777634e-08
1670,0.00011523333627597562,0.0,0.0,7.859756578909582e-08
1671,9.664145753569236e-05,0.0,0.0,7.859756578909582e-08
1672,8.47592850082687e-05,0.0,0.0,7.859756578909582e-08
1673,8.452681608365051e-05,0.0,0.0,3.864916818331819e-08
1674,7.202039913473917e-05,0.0,0.0,3.864916818331819e-08
1675,6.877368546806142e-05,0.0,0.0,3.864916818331819e-08
1676,6.661563020315953e-05,0.0,0.0,3.864916818331819e-08
1677,6.59718358032738e-05,0.0,0.0,0.0
1678,7.498971327939736e-05,0.0,0.0,0.0
1679,7.610967389025194e-05,0.0,0.0,0.0
1680,7.324689275784684e-05,0.0,0.0,0.0
1681,7.868229087242591e-05,0.0,0.0,0.0
1682,7.880416524130851e-05,0.0,0.0,0.0
1683,7.412328133276398e-05,0.0,0.0,0.0
1684,6.803065792025466e-05,0.0,0.0,0.0
1685,5.6641728276320335e-05,0.0,0.0,0.0
1686,5.745039899401101e-05,2.762920660513503e-08,2.762920660513503e-08,0.0
1687,5.563992973683136e-05,2.762920660513503e-08,2.762920660513503e-08,0.0
1688,4.4420784563824e-05,2.762920660513503e-08,2.762920660513503e-08,0.0
1689,4.2315004975534976e-05,2.762920660513503e-08,2.762920660513503e-08,0.0
1690,4.207398680072012e-05,2.762920660513503e-08,2.762920660513503e-08,0.0
1691,5.135845120613729e-05,2.762920660513503e-08,2.762920660513503e-08,0.0
1692,4.905935358172948e-05,2.762920660513503e-08,2.762920660513503e-08,0.0
1693,5.205987846628497e-05,0.0,0.0,0.0
1694,5.91707815017019e-05,0.0,0.0,0.0
1695,6.0112711123240713e-05,0.0,0.0,0.0
1696,6.307601064950827e-05,0.0,0.0,0.0
1697,6.847260868068718e-05,0.0,0.0,0.0
1698,9.81078345440827e-05,0.0,0.0,0.0
1699,0.00010095604609107665,0.0,0.0,0.0
1700,9.255641141083158e-05,0.0,0.0,0.0
1701,8.281505740472182e-05,0.0,0.0,0.0
1702,9.262745256169833e-05,0.0,0.0,0.0
1703,9.719974540140746e-05,0.0,0.0,0.0
1704,8.765912363222534e-05,0.0,0.0,0.0
1705,4.947232965995292e-05,0.0,0.0,0.0
1706,4.7975754049340526e-05,0.0,0.0,0.0
1707,4.4232371302704064e-05,0.0,0.0,0.0
1708,4.340622568374134e-05,0.0,0.0,0.0
1709,3.4864803897757414e-05,0.0,0.0,0.0
1710,2.6805375325368785e-05,0.0,0.0,0.0
1711,2.5964394158758557e-05,0.0,0.0,0.0
1712,2.3935326031018383e-05,0.0,0.0,0.0
1713,2.4014492087839505e-05,0.0,0.0,0.0
1714,2.8042559668912353e-05,0.0,0.0,0.0
1715,2.9227859548492624e-05,0.0,0.0,0.0
1716,2.6486743471260915e-05,0.0,0.0,0.0
1717,2.476358830400776e-05,0.0,0.0,0.0
1718,2.64914931124492e-05,0.0,0.0,0.0
1719,2.6090635401487816e-05,0.0,0.0,0.0
1720,2.6883050070734627e-05,0.0,0.0,0.0
1721,2.804415518247489e-05,0.0,0.0,0.0
1722,3.429957139035521e-05,0.0,0.0,0.0
1723,3.868406591729061e-05,0.0,0.0,0.0
1724,4.0294601733746405e-05,0.0,0.0,0.0
1725,4.29073357476487e-05,0.0,0.0,0.0
1726,4.508825077209622e-05,0.0,0.0,0.0
1727,4.587441487404119e-05,0.0,0.0,0.0
1728,4.3136542444699444e-05,0.0,0.0,0.0
1729,3.805376270195536e-05,0.0,0.0,0.0
1730,3.69811067295294e-05,0.0,0.0,0.0
1731,3.7540427261514454e-05,0.0,0.0,0.0
1732,3.5325382019176944e-05,0.0,0.0,6.258523857890655e-09
1733,4.2596228273136406e-05,0.0,0.0,6.258523857890655e-09
1734,4.345014765151843e-05,0.0,0.0,6.258523857890655e-09
1735,4.398567554224948e-05,0.0,0.0,6.258523857890655e-09
1736,4.8157238260111103e-05,0.0,0.0,6.258523857890655e-09
1737,5.19217989806618e-05,0.0,0.0,6.258523857890655e-09
1738,6.565816459312503e-05,0.0,0.0,1.1750340129473053e-08
1739,7.185876269691757e-05,0.0,0.0,5.491816271582398e-09
1740,6.595530274872934e-05,0.0,0.0,5.491816271582398e-09
1741,6.479833038091394e-05,0.0,0.0,5.491816271582398e-09
1742,6.869661748558948e-05,0.0,0.0,5.491816271582398e-09
1743,6.999434377316252e-05,0.0,0.0,5.491816271582398e-09
1744,7.075617187573309e-05,0.0,0.0,5.491816271582398e-09
1745,5.921550473431125e-05,0.0,0.0,0.0
1746,5.9312514037758645e-05,0.0,0.0,0.0
1747,6.417802848903063e-05,0.0,0.0,0.0
1748,7.340306443178893e-05,0.0,0.0,0.0
1749,7.685145153248283e-05,0.0,0.0,0.0
1750,8.1820795458043e-05,0.0,0.0,0.0
1751,8.883007779201892e-05,0.0,0.0,0.0
1752,9.776520268392883e-05,0.0,0.0,0.0
1753,0.00010658142231737397,0.0,0.0,0.0
1754,0.000115895939026294,0.0,0.0,0.0
1755,0.00012206445951181064,0.0,0.0,0.0
1756,0.00013470816962321157,3.035470541590257e-09,3.035470541590257e-09,0.0
1757,0.0001434836324603696,3.035470541590257e-09,3.035470541590257e-09,0.0
1758,0.00014489617335909446,3.035470541590257e-09,3.035470541590257e-09,3.1075847926688637e-09
1759,0.00015267998345994523,3.035470541590257e-09,3.035470541590257e-09,3.1075847926688637e-09
1760,0.00015430451769913946,3.035470541590257e-09,3.035470541590257e-09,3.1075847926688637e-09
1761,0.00016041136612849577,3.035470541590257e-09,3.035470541590257e-09,3.1075847926688637e-09
1762,0.0001663262311402442,3.035470541590257e-09,3.035470541590257e-09,3.1075847926688637e-09
1763,0.00016511720605194569,0.0,0.0,3.1075847926688637e-09
1764,0.0001636993817685704,2.810679688991513e-09,2.810679688991513e-09,5.918264481660376e-09
1765,0.00016563069116922894,2.810679688991513e-09,2.810679688991513e-09,2.810679688991513e-09
1766,0.0001619610598676705,2.810679688991513e-09,2.810679688991513e-09,2.810679688991513e-09
1767,0.00015965072712528387,2.810679688991513e-09,2.810679688991513e-09,2.810679688991513e-09
1768,0.0001521106543285506,2.810679688991513e-09,2.810679688991513e-09,2.810679688991513e-09
1769,0.00014497297524940223,2.810679688991513e-09,2.810679688991513e-09,2.810679688991513e-09
1770,0.0001448627798319129,2.810679688991513e-09,2.810679688991513e-09,2.810679688991513e-09
1771,0.00014182053356697516,0.0,0.0,0.0
1772,0.00014119233985963677,0.0,0.0,2.6360818290121254e-09
1773,0.0001446516065958089,5.190381711729839e-09,5.190381711729839e-09,2.6360818290121254e-09
1774,0.00015099666156207344,5.190381711729839e-09,5.190381711729839e-09,2.6360818290121254e-09
1775,0.00015445811732206494,5.190381711729839e-09,5.190381711729839e-09,5.5247709899016886e-09
1776,0.00015741098364482501,5.190381711729839e-09,5.190381711729839e-09,5.5247709899016886e-09
1777,0.00015819792419538965,5.190381711729839e-09,5.190381711729839e-09,5.5247709899016886e-09
1778,0.0001591850388129907,5.190381711729839e-09,5.190381711729839e-09,5.5247709899016886e-09
1779,0.0001656624663155526,5.190381711729839e-09,5.190381711729839e-09,2.8886891608895635e-09
1780,0.00016472597365334098,0.0,0.0,2.8886891608895635e-09
1781,0.0001599764426438404,0.0,0.0,2.8886891608895635e-09
1782,0.00015608977368434092,0.0,0.0,4.316266962892509e-09
1783,0.00015466079016083052,0.0,0.0,6.4908660034136895e-09
1784,0.00015190484243378575,0.0,0.0,8.155338119105896e-09
1785,0.00015262503750688796,0.0,0.0,8.155338119105896e-09
1786,0.000152886044816114,0.0,0.0,8.155338119105896e-09
1787,0.00014929163652206107,0.0,0.0,8.155338119105896e-09
1788,0.000147325182167281,0.0,0.0,9.461890191987874e-09
1789,0.0001488830436885889,1.163384817053676e-09,1.163384817053676e-09,5.145623229095366e-09
1790,0.0001513056506934975,1.163384817053676e-09,1.163384817053676e-09,2.971024188574185e-09
1791,0.0001511538222465398,1.163384817053676e-09,1.163384817053676e-09,3.478484548021957e-09
1792,0.00015381270869901137,1.163384817053676e-09,1.163384817053676e-09,3.478484548021957e-09
1793,0.00014714767582648034,1.163384817053676e-09,1.163384817053676e-09,5.450528790212112e-09
1794,0.0001509357597179977,1.163384817053676e-09,1.163384817053676e-09,5.450528790212112e-09
1795,0.00015319693401189788,1.163384817053676e-09,1.163384817053676e-09,4.143976717330133e-09
1796,0.00015236788021866232,0.0,0.0,5.092138330046023e-09
1797,0.0001484304396269311,0.0,0.0,5.659061980927455e-09
1798,0.00015114486658213927,1.1573133562592375e-09,1.1573133562592375e-09,5.223099603617649e-09
1799,0.00015354192250275185,1.1573133562592375e-09,1.1573133562592375e-09,5.223099603617649e-09
1800,0.0001567516488388979,1.1573133562592375e-09,1.1573133562592375e-09,4.8977109986684096e-09
1801,0.00015921676198818853,1.6216538270949092e-09,1.6216538270949092e-09,4.8977109986684096e-09
1802,0.0001654699715020667,1.6216538270949092e-09,1.6216538270949092e-09,5.765964594672823e-09
1803,0.00017221424786839634,1.6216538270949092e-09,1.6216538270949092e-09,5.519802900469781e-09
1804,0.00017690174822096845,1.926731377618499e-09,1.926731377618499e-09,5.563034350635527e-09
1805,0.0001776172929177327,1.0290955230831044e-09,1.0290955230831044e-09,5.644806780732584e-09
1806,0.00017695708291804685,1.546195727009092e-09,1.546195727009092e-09,6.420457054900908e-09
1807,0.00017834912120763744,1.546195727009092e-09,1.546195727009092e-09,4.983022645304353e-09
1808,0.00017848897550720721,1.7879447922197755e-09,1.7879447922197755e-09,6.3952017173970634e-09
1809,0.000184894007231508,1.9688696070322263e-09,1.9688696070322263e-09,8.602669893902665e-09
1810,0.00018785824899428656,1.9688696070322263e-09,1.9688696070322263e-09,1.0080046400747937e-08
1811,0.00019150623744021038,1.6637920565086363e-09,1.6637920565086363e-09,1.0173043122182638e-08
1812,0.000193172408866563,2.3589475928176284e-09,2.3589475928176284e-09,9.310133632288244e-09
1813,0.000195259610856218,1.8418473888916408e-09,1.8418473888916408e-09,9.892339154176405e-09
1814,0.00019655674987006932,2.0508055253998236e-09,2.0508055253998236e-09,1.072790859321263e-08
1815,0.0001955820314053978,1.5378566991281722e-09,1.5378566991281722e-09,1.0281433101714096e-08
1816,0.00018443830569075153,1.3569318843157215e-09,1.3569318843157215e-09,7.58605676688871e-09
1817,0.00018172003702992306,1.699627026420712e-09,1.699627026420712e-09,5.57802791258309e-09
1818,0.0001786954775785229,1.8786618927180143e-09,1.8786618927180143e-09,5.232945822695813e-09
1819,0.0001768433181236365,2.426803234558049e-09,2.426803234558049e-09,4.729005124001365e-09
1820,0.00017379223260962005,2.7215971064111143e-09,2.7215971064111143e-09,4.697721703702687e-09
1821,0.00017144378008587019,2.5126389699029315e-09,2.5126389699029315e-09,3.9100395461082775e-09
1822,0.00017119815622988556,2.569036063247511e-09,2.569036063247511e-09,3.5681804971028033e-09
1823,0.00017424957020141716,2.709498831648156e-09,2.709498831648156e-09,3.6092233804804354e-09
1824,0.0001730938654093604,2.635043722903114e-09,2.635043722903114e-09,3.706115842787889e-09
1825,0.00017264746046358987,2.4560088566058116e-09,2.4560088566058116e-09,4.234363732662822e-09
1826,0.00017177508977640952,9.530344767329423e-10,9.530344767329423e-10,4.13896613807704e-09
1827,0.000171052452060394,7.628112110223486e-10,7.628112110223486e-10,3.1261055807466474e-09
1828,0.00017168537721902664,7.628112110223486e-10,7.628112110223486e-10,4.0826194171371205e-09
1829,0.0001774354126869834,9.34919078662436e-10,9.34919078662436e-10,4.864260391305006e-09
1830,0.00017570558910457685,8.897608522977813e-10,8.897608522977813e-10,5.110003880355001e-09
1831,0.00017593355940854444,1.1788888119669748e-09,1.1788888119669748e-09,5.863605125254269e-09
1832,0.00017554787752617682,2.0303834328113825e-09,2.0303834328113825e-09,5.232735879521857e-09
1833,0.00017692272376734763,2.525253006702144e-09,2.525253006702144e-09,6.279371609986737e-09
1834,0.00017777248077826307,2.5868027878469692e-09,2.5868027878469692e-09,6.380960759777565e-09
1835,0.00017830177135432938,3.0057197841770744e-09,3.0057197841770744e-09,5.921389014039237e-09
1836,0.00017213771726736532,2.8092576519002576e-09,2.8092576519002576e-09,5.0413317806022715e-09
1837,0.00017351758807697997,3.4109258116389795e-09,3.4109258116389795e-09,5.148614090622061e-09
1838,0.00017132045052546476,3.5404895364672076e-09,3.5404895364672076e-09,4.813704530220215e-09
1839,0.00016881150700750628,2.992120662348441e-09,2.992120662348441e-09,4.937163344820306e-09
1840,0.0001680570816720969,2.5728370545152757e-09,2.5728370545152757e-09,3.837376733833204e-09
1841,0.00016683823611986424,2.546671889242751e-09,2.546671889242751e-09,4.121851875688825e-09
1842,0.0001651480727429901,2.4926475169654137e-09,2.4926475169654137e-09,3.6718784838082487e-09
1843,0.00016489987319801003,2.333038508415898e-09,2.333038508415898e-09,3.867770040752053e-09
1844,0.00016259987855197063,1.7028486636634049e-09,1.7028486636634049e-09,3.3604873487088784e-09
1845,0.00016230027956355895,1.0159169458060342e-09,1.0159169458060342e-09,3.407682041307274e-09
1846,0.00016259498287191882,1.169334700496754e-09,1.169334700496754e-09,4.137523371535881e-09
1847,0.00016023610078264028,1.214959664620961e-09,1.214959664620961e-09,4.683656034438448e-09
1848,0.0001600813931353124,1.3484428256533526e-09,1.3484428256533526e-09,4.421381324551785e-09
1849,0.00016240912581062212,1.574685088672518e-09,1.574685088672518e-09,5.030876255267864e-09
1850,0.00016365610229383622,1.8413999293618944e-09,1.8413999293618944e-09,5.069074969301011e-09
1851,0.00016451844255373414,1.9603314527216753e-09,1.9603314527216753e-09,5.684086851991716e-09
1852,0.0001671405417645084,2.516508715696578e-09,2.516508715696578e-09,5.809507161050728e-09
1853,0.00016937495924399367,2.494299275060793e-09,2.494299275060793e-09,5.376389428895274e-09
1854,0.00017099403443613222,2.5245939307337396e-09,2.5245939307337396e-09,4.8309240734718224e-09
1855,0.00017416435210699483,2.3036572966666266e-09,2.3036572966666266e-09,4.865938414105082e-09
1856,0.00017519576067570597,1.7622212141902134e-09,1.7622212141902134e-09,4.349956712295417e-09
1857,0.0001778964714113889,1.4780660703309474e-09,1.4780660703309474e-09,3.9273777563408885e-09
1858,0.00018262956707206155,1.6955762865184759e-09,1.6955762865184759e-09,3.3908555328667133e-09
1859,0.00018473188642279377,1.3831165776182326e-09,1.3831165776182326e-09,2.775026367426595e-09
1860,0.00018894815834106078,1.375748979023531e-09,1.375748979023531e-09,2.1603907868999225e-09
1861,0.00019546775105741939,2.0150569030834883e-09,2.0150569030834883e-09,3.043599880062483e-09
1862,0.00019745290046557784,2.2411465262970965e-09,2.2411465262970965e-09,3.3511399052546918e-09
1863,0.00019924109593765543,2.5733507705690985e-09,2.5733507705690985e-09,3.335452517358054e-09
1864,0.00019744907539071782,2.9019775154332753e-09,2.9019775154332753e-09,3.5165592660035827e-09
1865,0.00019484738835931888,2.6756591228352786e-09,2.6756591228352786e-09,4.011242639632786e-09
1866,0.00019128396732932224,3.0070566354416836e-09,3.0070566354416836e-09,4.34264015223919e-09
1867,0.0001865549004703228,2.9257898326306986e-09,2.9257898326306986e-09,4.843406881909524e-09
1868,0.0001816549151304311,2.4934699067407404e-09,2.4934699067407404e-09,4.194927008934915e-09
1869,0.00017775088781490922,2.4523938435550008e-09,2.4523938435550008e-09,3.810730112415886e-09
1870,0.0001732566930253857,2.535091850727359e-09,2.535091850727359e-09,3.8934281195882446e-09
1871,0.0001710044203459152,2.645243611455937e-09,2.645243611455937e-09,3.537686033006082e-09
1872,0.00016957501897455325,2.7549993714919604e-09,2.7549993714919604e-09,3.106898690699974e-09
1873,0.00017063064193020442,2.4919543254294953e-09,2.4919543254294953e-09,3.31195865970508e-09
1874,0.00017082083961992924,2.623143226441828e-09,2.623143226441828e-09,3.0283817199970387e-09
1875,0.0001697450248424762,2.665799930008055e-09,2.665799930008055e-09,2.811561570860631e-09
1876,0.0001703207318704309,2.811604473050368e-09,2.811604473050368e-09,2.5690306390150195e-09
1877,0.00017257398784360184,3.1159402042695613e-09,3.1159402042695613e-09,2.314139610096585e-09
1878,0.00017374287874970053,2.883024993341873e-09,2.883024993341873e-09,2.4421182377918983e-09
1879,0.00017509575575656657,3.5390360166230396e-09,3.5390360166230396e-09,2.4515668701446155e-09
1880,0.0001739314798864403,3.9175863188388254e-09,3.9175863188388254e-09,2.1318054147353595e-09
1881,0.00017531967854925564,4.00887849900349e-09,4.00887849900349e-09,2.3586699418994985e-09
1882,0.00017783325165510178,4.158691042326674e-09,4.158691042326674e-09,2.52389339586553e-09
1883,0.00018068257694332196,4.1287200959670505e-09,4.1287200959670505e-09,2.595423859957131e-09
1884,0.00018134571603565876,4.061534156615412e-09,4.061534156615412e-09,2.690822913693174e-09
1885,0.00018392848765610585,4.300932372152439e-09,4.300932372152439e-09,2.661749535067973e-09
1886,0.00018516039251283343,4.379038147967711e-09,4.379038147967711e-09,2.7117902685296666e-09
1887,0.00018807482306978533,3.937123547816311e-09,3.937123547816311e-09,2.693520184671172e-09
1888,0.00018870927617951696,4.071016698351368e-09,4.071016698351368e-09,2.512504759799583e-09
1889,0.00018979160189961216,4.252838938155281e-09,4.252838938155281e-09,2.6806334453764536e-09
1890,0.00018901568338541047,4.253629702434734e-09,4.253629702434734e-09,2.8099147136068883e-09
1891,0.00018921955156006983,4.4992657853372614e-09,4.4992657853372614e-09,2.8376713042835686e-09
1892,0.0001912419788173533,6.432800831695269e-09,6.432800831695269e-09,2.8011776231906538e-09
1893,0.00019245623635859893,6.380612355932109e-09,6.380612355932109e-09,2.839527961968307e-09
1894,0.00019645182224589268,6.64001739306538e-09,6.64001739306538e-09,2.640393966960427e-09
1895,0.0002014418922564281,6.615422146590991e-09,6.615422146590991e-09,2.6127567728398813e-09
1896,0.00020613833164264048,6.541571570143187e-09,6.541571570143187e-09,2.4236146105900095e-09
1897,0.0002116996162970151,7.190576705491074e-09,7.190576705491074e-09,2.478163547386154e-09
1898,0.0002186560450354591,7.758395893984828e-09,7.758395893984828e-09,2.6684047669890886e-09
1899,0.00022144535614643246,6.2057326261870975e-09,6.2057326261870975e-09,3.081175711397829e-09
1900,0.00022391728374974003,6.41173165354709e-09,6.41173165354709e-09,3.1159370480641056e-09
1901,0.00022545477882626334,7.120325725854368e-09,7.120325725854368e-09,3.3013447214053873e-09
1902,0.00022615033334919384,7.441507917807907e-09,7.441507917807907e-09,3.659242845241043e-09
1903,0.000227802963179004,8.185218154060131e-09,8.185218154060131e-09,3.6563478276820304e-09
1904,0.00023059754208329001,8.434518861122342e-09,8.434518861122342e-09,4.072053678377025e-09
1905,0.0002328054709193696,8.306777234322129e-09,8.306777234322129e-09,4.250302459191906e-09
1906,0.0002354484230246661,8.92194838643588e-09,8.92194838643588e-09,4.124810239401557e-09
1907,0.00024137551580289646,8.919372922784013e-09,8.919372922784013e-09,4.110098325175013e-09
1908,0.00024598952066818517,9.528020531287699e-09,9.528020531287699e-09,4.299281597397453e-09
1909,0.00025411485902233314,1.0059051750285367e-08,1.0059051750285367e-08,4.637219211797319e-09
1910,0.0002643250523500943,1.0915324897910393e-08,1.0915324897910393e-08,5.318216819308727e-09
1911,0.00027716281017222045,1.2304708490213606e-08,1.2304708490213606e-08,5.430343825401402e-09
