ngram,difference,diference,differece,diffence
1618,0.0001269204777989736,9.383330978250472e-07,0.0,0.0
1619,0.00011848212255115089,9.383330978250472e-07,0.0,0.0
1620,0.00011372424809711188,7.611184124860821e-07,0.0,0.0
1621,0.00011488281130108849,9.395364080384232e-07,0.0,0.0
1622,0.0001249718370672781,1.08023322452157e-06,0.0,7.034840824157332e-08
1623,0.00011520420594024472,9.892228831631655e-07,0.0,7.034840824157332e-08
1624,0.00010881349122168363,9.892228831631655e-07,0.0,7.034840824157332e-08
1625,0.00012340561702980528,8.907457445924852e-07,0.0,7.034840824157332e-08
1626,0.00012909409997519106,8.907457445924852e-07,0.0,7.034840824157332e-08
1627,0.00013704231345660185,5.885290030554253e-07,0.0,7.034840824157332e-08
1628,0.00013646500883623958,4.756226335952566e-07,6.55116260921724e-08,7.034840824157332e-08
1629,0.00011935898302389043,4.999845048457376e-07,1.4804096995898623e-07,0.0
1630,0.00012358974137376727,4.030683109184403e-07,2.3428996850530632e-07,0.0
1631,0.000124381847854238,5.731082686517246e-07,2.3428996850530632e-07,0.0
1632,0.00010927845973388426,5.731082686517246e-07,2.3428996850530632e-07,0.0
1633,0.00011098923589867939,9.84386645086488e-07,2.3428996850530632e-07,0.0
1634,0.00010899196890282578,1.3546411261294061e-06,2.3428996850530632e-07,0.0
1635,0.00011366726019852129,1.3714492134957773e-06,1.6877834241313394e-07,0.0
1636,0.0001170282724030715,1.6406125626287706e-06,8.624899854632012e-08,8.684440899742185e-08
1637,0.00011489712882653944,1.6144348202422926e-06,0.0,8.684440899742185e-08
1638,0.0001105649779284639,1.5790649367123218e-06,0.0,8.684440899742185e-08
1639,0.00010996366420710859,1.6569351665956283e-06,0.0,8.684440899742185e-08
1640,0.00010180574203591927,1.245656790160865e-06,0.0,8.684440899742185e-08
1641,9.05872839211952e-05,8.754023091179468e-07,0.0,8.684440899742185e-08
1642,9.138445654701042e-05,1.008982264595813e-06,0.0,8.684440899742185e-08
1643,8.561847737707597e-05,6.650826743940083e-07,0.0,1.8064489332963213e-07
1644,8.465828588149244e-05,7.020853526488022e-07,0.0,1.8064489332963213e-07
1645,7.627029377285257e-05,6.165321094288499e-07,0.0,1.8064489332963213e-07
1646,8.705127194324242e-05,5.386618795455433e-07,0.0,2.813833037050374e-07
1647,8.902061693204035e-05,6.427074319097821e-07,0.0,2.813833037050374e-07
1648,0.000102066394382356,7.344059034559385e-07,0.0,2.813833037050374e-07
1649,0.00010487708225679983,1.144328434423057e-06,7.822777498794104e-08,2.813833037050374e-07
1650,0.00010749036196752318,1.1857664016393495e-06,7.822777498794104e-08,1.007384103754053e-07
1651,0.00010963539742598576,1.2174438747284251e-06,7.822777498794104e-08,1.007384103754053e-07
1652,0.00011516422819113359,1.2239984406343346e-06,7.822777498794104e-08,1.5640980726467596e-07
1653,0.00011152811410803614,1.4501257835166013e-06,7.822777498794104e-08,1.310471751431968e-07
1654,0.00011767670054853494,1.5120129757763477e-06,7.822777498794104e-08,1.310471751431968e-07
1655,0.00011415891016700439,1.7108297194161942e-06,7.822777498794104e-08,1.310471751431968e-07
1656,0.00011911780581743057,2.6254567647551345e-06,0.0,1.310471751431968e-07
1657,0.00012099281593691558,2.604914081010585e-06,0.0,1.310471751431968e-07
1658,0.00011910253877951098,2.5507605739351547e-06,0.0,1.310471751431968e-07
1659,0.00011655461379892326,2.7524266589093064e-06,0.0,7.537577825392613e-08
1660,0.00011909391988800573,2.9271733329291498e-06,0.0,1.6034960026445333e-07
1661,0.000114915963162535,2.8956114062696414e-06,0.0,1.6034960026445333e-07
1662,0.00011047194545556392,2.6456960508117585e-06,0.0,1.6034960026445333e-07
1663,0.00010527952274839793,1.3680267199690986e-06,0.0,1.6034960026445333e-07
1664,0.0001025094700578068,1.3747179293334609e-06,0.0,1.6034960026445333e-07
1665,0.00010784309311670118,1.3020542642802217e-06,0.0,1.6034960026445333e-07
1666,0.0001165893450628833,1.1645619711738879e-06,0.0,1.6034960026445333e-07
1667,0.00011541565930071686,1.1206634228853675e-06,0.0,0.0
1668,0.0001187702821750593,1.3800715562086095e-06,0.0,4.3753215907470026e-08
1669,0.00011590645902158161,1.5791044347679417e-06,0.0,4.3753215907470026e-08
1670,0.00010657923433297713,1.3936228567347695e-06,0.0,4.3753215907470026e-08
1671,0.00011054820476731817,1.4712648765323268e-06,0.0,4.3753215907470026e-08
1672,0.0001130687232944183,1.4568834509581002e-06,0.0,6.835381733643381e-08
1673,0.00010737764179274174,1.4854954883958271e-06,0.0,6.835381733643381e-08
1674,0.00010543199251904818,1.5188863195752283e-06,0.0,6.835381733643381e-08
1675,0.00010490964008827827,1.2280628668902085e-06,0.0,2.4600601428963794e-08
1676,0.00010572534769640438,1.4178952158415216e-06,0.0,2.4600601428963794e-08
1677,0.00010731849345445101,1.4413554773844744e-06,0.0,2.4600601428963794e-08
1678,0.00010417135802396973,1.4051530895033335e-06,0.0,2.4600601428963794e-08
1679,9.563620863316049e-05,1.3774948196701838e-06,0.0,2.3071769256992932e-08
1680,9.46642758208327e-05,1.3195472417594698e-06,1.8101928844771464e-08,2.3071769256992932e-08
1681,9.081654258937175e-05,1.0634360267301548e-06,1.8101928844771464e-08,2.3071769256992932e-08
1682,9.017831429706089e-05,1.2830570556486367e-06,1.8101928844771464e-08,6.33938351971405e-08
1683,9.457588021177799e-05,1.0742642595167645e-06,1.8101928844771464e-08,6.33938351971405e-08
1684,0.0001115899150525885,1.0611704023436426e-06,1.8101928844771464e-08,9.261541476592226e-08
1685,0.0001084827963495627,1.0028509872686949e-06,1.8101928844771464e-08,9.261541476592226e-08
1686,0.00011368109595163592,9.84336655359844e-07,1.8101928844771464e-08,9.717285211406437e-08
1687,0.00011096344678662717,1.0174272720827763e-06,0.0,9.717285211406437e-08
1688,0.00011513632177541564,1.1627216573677806e-06,0.0,9.717285211406437e-08
1689,0.00011203318613947236,8.717162996520398e-07,0.0,5.68507861739168e-08
1690,0.00010465034158966904,7.133548791671274e-07,0.0,7.762107705795123e-08
1691,8.886813364889739e-05,7.480204077735055e-07,0.0,4.8399497489169466e-08
1692,9.163949913012662e-05,7.653314700714223e-07,0.0,4.8399497489169466e-08
1693,8.573626941402576e-05,9.258094308961518e-07,0.0,2.0770290884034433e-08
1694,8.502830938336306e-05,1.0704502224306062e-06,0.0,2.0770290884034433e-08
1695,8.387425103657214e-05,8.684347696836474e-07,0.0,2.0770290884034433e-08
1696,8.179953043249302e-05,8.998473828926632e-07,0.0,3.651623663764829e-08
1697,8.184326205602182e-05,8.889660339913721e-07,0.0,1.5745945753613862e-08
1698,7.88214840992753e-05,7.977495763660565e-07,0.0,1.5745945753613862e-08
1699,7.494746751035564e-05,7.708961443800685e-07,0.0,1.5745945753613862e-08
1700,7.294920474773139e-05,6.347803877458449e-07,0.0,1.5745945753613862e-08
1701,7.363998728188952e-05,4.052063685224182e-07,0.0,1.5745945753613862e-08
1702,7.034627976411554e-05,3.636278315915271e-07,0.0,1.5745945753613862e-08
1703,7.080028392790285e-05,3.6689130971418696e-07,0.0,0.0
1704,6.894691458520745e-05,3.414470869854215e-07,0.0,0.0
1705,6.726928248618995e-05,3.194910799412095e-07,0.0,0.0
1706,6.58062745060306e-05,2.723058248729363e-07,0.0,0.0
1707,6.376433780782722e-05,2.9322913215017774e-07,0.0,0.0
1708,5.658105198693063e-05,2.7385382951804006e-07,0.0,9.645867342961928e-09
1709,5.2393511785859505e-05,2.3789834914720943e-07,0.0,9.645867342961928e-09
1710,4.897236171278304e-05,2.405111812566117e-07,0.0,9.645867342961928e-09
1711,4.809392755435381e-05,2.339105396994715e-07,0.0,9.645867342961928e-09
1712,4.827165737099547e-05,2.3561615490409948e-07,0.0,9.645867342961928e-09
1713,4.5160581586450075e-05,1.9131462331805388e-07,0.0,9.645867342961928e-09
1714,4.580525325893957e-05,1.279715157969414e-07,0.0,1.9217477894731668e-08
1715,4.8157751734834164e-05,1.0867978111101756e-07,0.0,2.0893963892376632e-08
1716,4.768035328847223e-05,1.1753473927456071e-07,0.0,2.0893963892376632e-08
1717,4.87176860458151e-05,7.159886195040599e-08,0.0,2.0893963892376632e-08
1718,4.750311200041324e-05,7.543947333488177e-08,0.0,2.0893963892376632e-08
1719,4.3989518287292283e-05,7.116092451805603e-08,0.0,2.0893963892376632e-08
1720,4.5273834465271125e-05,7.116092451805603e-08,0.0,2.0893963892376632e-08
1721,4.369246952202437e-05,7.910943011779636e-08,0.0,1.132235334060689e-08
1722,4.329999449380141e-05,8.683701681531732e-08,0.0,0.0
1723,4.471877764444798e-05,1.2120829140371825e-07,0.0,0.0
1724,4.361477268893006e-05,9.828407548135537e-08,0.0,5.870919750350367e-09
1725,4.4040408933402174e-05,7.505880666209513e-08,0.0,5.870919750350367e-09
1726,4.609741102155697e-05,8.76364286536305e-08,0.0,5.870919750350367e-09
1727,4.9948518218505864e-05,1.0816457672392841e-07,0.0,5.870919750350367e-09
1728,5.069791482778133e-05,9.712402057207978e-08,0.0,5.870919750350367e-09
1729,5.0767579003669585e-05,1.085123640466788e-07,0.0,1.861487319843036e-08
1730,5.1563056851071974e-05,7.346936925500813e-08,0.0,1.861487319843036e-08
1731,5.139711304634277e-05,9.436958795358155e-08,0.0,1.2743953448079992e-08
1732,4.932447336614132e-05,9.436958795358155e-08,0.0,1.2743953448079992e-08
1733,4.900731073576026e-05,7.520709490092616e-08,0.0,1.2743953448079992e-08
1734,4.839513504910948e-05,5.4678946830628254e-08,0.0,1.2743953448079992e-08
1735,4.822714306231189e-05,1.0640172070403813e-07,0.0,1.2743953448079992e-08
1736,4.695988848522704e-05,9.27981156045072e-08,0.0,0.0
1737,4.54367592673017e-05,9.153650586719258e-08,0.0,0.0
1738,4.6899546370176335e-05,9.80953695415922e-08,0.0,0.0
1739,5.1609560614451766e-05,1.2071178444119012e-07,0.0,6.461832973465269e-09
1740,4.840278000171695e-05,1.2819906304782437e-07,0.0,6.461832973465269e-09
1741,4.480420466279611e-05,1.4602311486961688e-07,0.0,6.461832973465269e-09
1742,4.409712034560341e-05,9.419815327760261e-08,0.0,6.461832973465269e-09
1743,4.2720600114470085e-05,1.0794861537988254e-07,0.0,6.461832973465269e-09
1744,4.170299559648681e-05,1.0549104751638489e-07,0.0,6.461832973465269e-09
1745,4.448756382251824e-05,8.434354116713751e-08,0.0,6.461832973465269e-09
1746,4.0923348673719116e-05,6.172712626753959e-08,0.0,0.0
1747,4.209158734218883e-05,5.8398999414066566e-08,0.0,0.0
1748,4.374983940838969e-05,4.4214679409800995e-08,0.0,0.0
1749,4.5034725189907476e-05,5.7658428634762715e-08,0.0,0.0
1750,4.882325499368433e-05,6.478549303372866e-08,0.0,0.0
1751,5.534022264847798e-05,6.389057130970091e-08,0.0,0.0
1752,5.325107122189365e-05,6.927476624087245e-08,0.0,0.0
1753,5.823579548242768e-05,6.927476624087245e-08,0.0,5.029352426585579e-09
1754,6.284289442451804e-05,7.348375190880623e-08,0.0,5.029352426585579e-09
1755,6.71910768557739e-05,8.91105589317931e-08,0.0,5.029352426585579e-09
1756,6.889325647664788e-05,9.05377307093756e-08,0.0,5.029352426585579e-09
1757,7.086610587845956e-05,6.414787913554067e-08,0.0,5.029352426585579e-09
1758,6.863039016025141e-05,6.990149462434861e-08,0.0,8.136937219254442e-09
1759,6.986686275922693e-05,6.86421083782664e-08,0.0,8.136937219254442e-09
1760,6.825797702601579e-05,7.928757637744508e-08,0.0,3.1075847926688637e-09
1761,7.042203911363945e-05,7.369500641475821e-08,0.0,3.1075847926688637e-09
1762,6.992773549947222e-05,7.857170685505415e-08,0.0,3.1075847926688637e-09
1763,7.152591777932165e-05,7.435545994789144e-08,0.0,3.1075847926688637e-09
1764,7.57463660972592e-05,9.965157714881506e-08,0.0,3.1075847926688637e-09
1765,8.038740738161973e-05,1.0211845667486483e-07,0.0,0.0
1766,8.380119730385818e-05,1.0528628051937566e-07,0.0,0.0
1767,8.622478656304468e-05,1.00529817105764e-07,0.0,0.0
1768,8.829842512828432e-05,1.0311867474196593e-07,0.0,2.682212547305036e-09
1769,9.294657398381137e-05,9.725299422923075e-08,3.046259625502249e-09,2.682212547305036e-09
1770,9.736469032109849e-05,9.463555577277865e-08,3.046259625502249e-09,2.682212547305036e-09
1771,9.97904218300911e-05,8.51353009677171e-08,3.046259625502249e-09,2.682212547305036e-09
1772,0.00010116900791347559,9.179824088180664e-08,3.046259625502249e-09,5.318294376317161e-09
1773,0.00010235779232711398,1.0414593987206899e-07,3.046259625502249e-09,5.318294376317161e-09
1774,0.00010336363214134638,1.3567141974947715e-07,3.046259625502249e-09,5.318294376317161e-09
1775,0.00010159156850672193,1.360843729766462e-07,3.046259625502249e-09,2.6360818290121254e-09
1776,9.897312286609252e-05,1.2594392271937848e-07,0.0,2.6360818290121254e-09
1777,9.50142732887928e-05,1.4654591648114286e-07,0.0,2.6360818290121254e-09
1778,9.001097350846976e-05,1.3909348542792292e-07,0.0,2.6360818290121254e-09
1779,8.590301045582496e-05,1.3857271241590752e-07,0.0,5.123371441381355e-09
1780,8.395120676141232e-05,1.243665066803195e-07,0.0,5.123371441381355e-09
1781,8.285929548687168e-05,9.460208971745487e-08,0.0,7.035888316409e-09
1782,8.30100107123144e-05,1.0393164576579953e-07,2.1581334814462546e-09,9.194021797855254e-09
1783,8.468079613521695e-05,1.0449293341707744e-07,2.1581334814462546e-09,9.194021797855254e-09
1784,8.784905678891976e-05,7.61342201980954e-08,2.1581334814462546e-09,9.194021797855254e-09
1785,9.105179404806612e-05,7.264515592250323e-08,2.1581334814462546e-09,9.194021797855254e-09
1786,8.960254074606513e-05,5.7393552006195543e-08,2.1581334814462546e-09,4.070650356473899e-09
1787,9.186167153529823e-05,7.143068308274841e-08,2.1581334814462546e-09,4.070650356473899e-09
1788,9.471947539298396e-05,7.815268838433959e-08,2.1581334814462546e-09,2.1581334814462546e-09
1789,9.587863626490747e-05,8.980360379138932e-08,0.0,0.0
1790,9.528490668994241e-05,8.773429830252358e-08,1.1048484032422883e-09,1.1048484032422883e-09
1791,9.534021540145789e-05,9.193607196168938e-08,1.1048484032422883e-09,1.1048484032422883e-09
1792,9.229140414390713e-05,9.796432566742754e-08,1.1048484032422883e-09,1.1048484032422883e-09
1793,9.357317321700975e-05,1.0021423944652139e-07,1.1048484032422883e-09,6.034958818393729e-09
1794,9.351885715399735e-05,1.0237500193608997e-07,1.1048484032422883e-09,1.0026901087201168e-08
1795,9.183545210232426e-05,9.622237838259804e-08,1.1048484032422883e-09,1.094017321179308e-08
1796,9.120303210303453e-05,7.515349815483724e-08,1.1048484032422883e-09,1.094017321179308e-08
1797,8.989608198005174e-05,7.305979668866972e-08,0.0,9.835324808550792e-09
1798,8.976060884638823e-05,6.625073137708373e-08,0.0,1.041398148668041e-08
1799,9.11262322915718e-05,6.43796541157014e-08,0.0,1.041398148668041e-08
1800,9.208259455460523e-05,6.191952728329397e-08,0.0,6.307198890149428e-09
1801,9.140344419782715e-05,4.186972013542345e-08,0.0,2.3152566213419893e-09
1802,9.087667214251789e-05,3.885979259012272e-08,0.0,2.2702380927544905e-09
1803,9.020155682394813e-05,3.9137822379789866e-08,0.0,2.6212380520109134e-09
1804,9.115536418643646e-05,4.3754759561563465e-08,0.0,4.451703355152452e-09
1805,8.93438482307829e-05,4.567674543360616e-08,0.0,4.911756683918205e-09
1806,9.325390107863183e-05,4.7007206254485416e-08,0.0,4.911756683918205e-09
1807,9.412621355815125e-05,5.16507446336943e-08,0.0,5.552977474668605e-09
1808,9.398590399151934e-05,5.4112937115340694e-08,9.41452757022684e-10,5.552977474668605e-09
1809,9.526273892593704e-05,5.577855840702536e-08,3.6553250585110877e-09,4.6847238786641904e-09
1810,9.471936105650716e-05,5.6131750929872785e-08,3.6553250585110877e-09,4.333723919407768e-09
1811,9.383025670623673e-05,5.588601480001541e-08,3.6553250585110877e-09,2.5032586162662287e-09
1812,9.542684918934745e-05,5.5881138446726e-08,4.371449868756372e-09,3.3742146854365274e-09
1813,9.12293346898098e-05,5.543208355821402e-08,4.371449868756372e-09,3.3742146854365274e-09
1814,9.195580267779795e-05,5.187084996448123e-08,4.371449868756372e-09,2.3275823490820358e-09
1815,9.125118542994772e-05,4.615024603741144e-08,3.6231378215083917e-09,2.3275823490820358e-09
1816,9.077065624296665e-05,4.421959382787983e-08,9.092655200199878e-10,2.517755067924351e-09
1817,9.060181037057191e-05,4.4067914777607646e-08,9.092655200199878e-10,2.6891026389768466e-09
1818,9.118717363370317e-05,3.8921056599861004e-08,9.092655200199878e-10,2.6891026389768466e-09
1819,9.06981440493837e-05,3.8664653193417764e-08,9.446278997111384e-10,7.794365629111764e-10
1820,9.117671808261158e-05,3.732072555757375e-08,9.446278997111384e-10,7.794365629111764e-10
1821,9.030350442377053e-05,3.929627036468121e-08,9.446278997111384e-10,1.904171376132524e-09
1822,9.04635661364799e-05,3.9901187370056894e-08,1.2505627961750016e-09,3.0270915456804507e-09
1823,9.033922209969855e-05,4.3805850629447766e-08,1.2505627961750016e-09,2.8369188268381353e-09
1824,9.048406978503667e-05,4.246565841827175e-08,1.2505627961750016e-09,4.945611539345204e-09
1825,9.061021098334874e-05,4.389721551336022e-08,1.2505627961750016e-09,5.198845148030833e-09
1826,9.05938442364069e-05,4.126686700292989e-08,6.175738492026588e-10,5.317343390994925e-09
1827,9.11778406589292e-05,3.84692283107922e-08,6.175738492026588e-10,6.049337665712886e-09
1828,9.120091791763636e-05,3.7133908900191925e-08,6.175738492026588e-10,5.389321052920845e-09
1829,9.259691120990152e-05,3.7023637235376686e-08,1.8877252142398707e-10,4.266400883372918e-09
1830,9.264504374836438e-05,3.027118314743607e-08,1.8877252142398707e-10,4.552314525341217e-09
1831,9.406295326438599e-05,3.055206881137045e-08,1.8877252142398707e-10,2.4580635622178146e-09
1832,9.407945513625496e-05,3.02142986186027e-08,1.8877252142398707e-10,2.46027833026931e-09
1833,9.474394963555304e-05,3.274186610724428e-08,1.5275254077502202e-10,4.156301826517352e-09
1834,9.414744064477938e-05,3.172491399742025e-08,2.3581273441867067e-10,3.7565483263739856e-09
1835,9.502030401823245e-05,3.38999386022871e-08,2.3581273441867067e-10,3.125264063414639e-09
1836,9.41803103030127e-05,3.4249382504672865e-08,1.6553845595877548e-10,4.251181708246423e-09
1837,9.326871804660186e-05,3.6334518631926064e-08,2.429798663859474e-10,5.0494477963982016e-09
1838,9.299722400360874e-05,3.6568114631612455e-08,2.429798663859474e-10,4.939984223271767e-09
1839,9.322412474180705e-05,4.088414965305479e-08,2.429798663859474e-10,5.139224450762774e-09
1840,9.221615099314866e-05,3.837465228124464e-08,3.1167353618601265e-10,3.4002886776082366e-09
1841,9.154948514021401e-05,4.196755679483236e-08,2.985909535497504e-10,3.208003125048415e-09
1842,9.097879540474554e-05,4.3870918072944476e-08,6.634835776025178e-10,2.956652914562089e-09
1843,9.030205442936026e-05,4.193247679243736e-08,9.913562272677113e-10,1.961884329596383e-09
1844,8.982076126682972e-05,4.262578912062054e-08,1.381394808065904e-09,1.6790988520222682e-09
1845,8.936900225567765e-05,4.7293802144362674e-08,1.448133573373716e-09,2.336899515168308e-09
1846,8.866256290015631e-05,4.399409294007585e-08,1.448133573373716e-09,2.208313421014907e-09
1847,8.843460195099137e-05,4.9804071470102174e-08,1.2969616412585238e-09,2.1327274549573107e-09
1848,8.835019044844168e-05,4.8804884451263727e-08,1.2816717052745373e-09,2.1568352500825736e-09
1849,8.754733322088473e-05,4.7842561912148085e-08,9.167790812217699e-10,2.371793396603396e-09
1850,8.715637211155678e-05,5.146949330229031e-08,6.363763405126122e-10,2.620403608385605e-09
1851,8.699698914175055e-05,5.244434778514265e-08,2.1532494438274748e-10,1.9118665460306416e-09
1852,8.661611043083082e-05,4.875372892700268e-08,1.4858617907493558e-10,1.1777401355748752e-09
1853,8.60589009659764e-05,5.036408217457782e-08,1.4858617907493558e-10,9.48156307435864e-10
1854,8.542470771187385e-05,4.862634333286613e-08,1.4858617907493558e-10,9.48156307435864e-10
1855,8.50210666872694e-05,4.733589571109016e-08,2.5140375099168873e-10,8.890967882559307e-10
1856,8.482395164069853e-05,4.489780128632706e-08,4.501989693737686e-10,8.232350594867504e-10
1857,8.523975806643389e-05,4.2687670287477886e-08,4.027290604177328e-10,7.804153751805082e-10
1858,8.545902736451743e-05,4.254041538079686e-08,4.139039785514395e-10,7.451616982187151e-10
1859,8.491441154287063e-05,4.109457003258805e-08,4.139039785514395e-10,8.0609108673738e-10
1860,8.521906004586657e-05,3.8981950366080905e-08,4.139039785514395e-10,7.705676136853563e-10
1861,8.568329212721437e-05,3.762881409638144e-08,4.139039785514395e-10,8.835409745103614e-10
1862,8.54803531962846e-05,3.7162940153783504e-08,2.5639873161128636e-10,1.1685653595565932e-09
1863,8.515260144901861e-05,3.658886679350612e-08,5.7603513229206473e-11,2.4516053829883232e-09
