ngram,internet,internt,intrnet,interent
1966,2.0771180331280448e-08,5.541517681236943e-10,0.0,1.989690190384863e-09
1967,2.1974562106460586e-08,6.109637438824121e-10,0.0,2.0592195091952347e-09
1968,2.1784803802152704e-08,6.762784499070307e-10,0.0,2.296127415186382e-09
1969,2.4184739290587587e-08,6.58727473361915e-10,0.0,2.3320184672215305e-09
1970,2.4833644727907866e-08,6.813276887118747e-10,0.0,2.361948573234177e-09
1971,2.171504931425261e-08,7.794483114498263e-10,0.0,2.8174691151556478e-09
1972,2.5323985448315918e-08,8.656849443638188e-10,0.0,3.0842762788196865e-09
1973,3.040832576216092e-08,9.835676796830585e-10,0.0,2.622524721194809e-09
1974,3.252077413711569e-08,1.0131503810509708e-09,0.0,2.770615498930746e-09
1975,4.107754923511818e-08,9.69506760587332e-10,0.0,2.690582756592619e-09
1976,4.9144405370579336e-08,1.0361919179833835e-09,0.0,2.71152817659421e-09
1977,5.658492595119112e-08,1.0250454453496006e-09,0.0,3.382478931866574e-09
1978,6.789988964734611e-08,9.61057416188587e-10,0.0,2.8588310449098995e-09
1979,7.447206178718651e-08,9.194627043867293e-10,0.0,2.6737465257704277e-09
1980,8.011102993675325e-08,8.380822464586807e-10,0.0,2.648801654205256e-09
1981,8.705065113190358e-08,7.509124671274086e-10,0.0,2.422470842969712e-09
1982,1.0212651448325363e-07,7.951148707695057e-10,0.0,2.367696689502858e-09
1983,1.1399003747263642e-07,7.930084922058711e-10,0.0,2.3084967588309676e-09
1984,1.2601836678933459e-07,8.049230091979252e-10,0.0,1.659458951205498e-09
1985,1.401384334290664e-07,8.435254399736485e-10,0.0,1.7594646374772894e-09
1986,1.576296934250162e-07,8.28895690181091e-10,0.0,1.6269833258419908e-09
1987,1.8300599740379247e-07,8.561688421718624e-10,0.0,1.4940718662259656e-09
1988,2.760505911477854e-07,9.039378452107322e-10,0.0,1.4190656903524867e-09
1989,3.0129567513930464e-07,8.104430103207858e-10,0.0,1.4213702754466745e-09
1990,3.4026860719547714e-07,7.985223157306162e-10,1.3314924559740656e-11,1.3058145041457335e-09
1991,4.3006843952753115e-07,6.727809058867543e-10,1.3314924559740656e-11,1.1938489562014963e-09
1992,5.775265330092745e-07,6.744333618366064e-10,1.967727072552502e-11,1.0823714147178976e-09
1993,8.440623966115319e-07,6.301788570139966e-10,4.5442708128197646e-11,1.0978585342412218e-09
1994,1.2514034933376803e-06,5.217046789613671e-10,5.194583800803367e-11,1.0798751575486725e-09
1995,1.689238733401258e-06,4.219435470663248e-10,7.110723270119048e-11,1.0817638530978358e-09
1996,2.403269990379288e-06,5.017702201158349e-10,8.371131119638037e-11,1.025050568235843e-09
1997,3.352895711421817e-06,4.355184937885971e-10,1.6818930325837985e-10,1.091106903240911e-09
1998,4.296133738534991e-06,5.213938249402718e-10,1.9130045315697763e-10,1.0975969656966201e-09
1999,5.203692288497612e-06,4.292923080509833e-10,1.8493810699119325e-10,1.1818565649944291e-09
2000,6.01260567886389e-06,4.3737601635689723e-10,1.9032724454010845e-10,1.1753465343846058e-09
2001,6.7553982847000175e-06,4.766241171580024e-10,2.2438995502963418e-10,1.1598194468323948e-09
2002,7.490563413219726e-06,4.930054459910999e-10,2.105971141522619e-10,1.132042190147128e-09
2003,8.011232109441022e-06,4.403224848229367e-10,2.1346744709184661e-10,1.1040271712709731e-09
2004,8.526017674219994e-06,4.5556682236126886e-10,1.4090726105761168e-10,1.1030339974738013e-09
2005,8.823708997494708e-06,3.9790237771342163e-10,1.177961111590139e-10,9.884008651222282e-10
2006,9.106516310047092e-06,3.796959373898139e-10,1.3323582812426896e-10,8.849723533353528e-10
2007,9.530480773329536e-06,3.4906555622184396e-10,1.0208125317268113e-10,8.581860817218662e-10
2008,9.790486469033308e-06,2.736656556130106e-10,1.0384404943085203e-10,7.905011129809886e-10
2009,9.936122296494432e-06,2.4194338695192133e-10,1.1092153287143144e-10,8.229652554663553e-10
2010,1.0090040502421158e-05,1.912631898098078e-10,9.544712143665685e-11,7.173478874403624e-10
2011,1.004107031933797e-05,1.7289035877546662e-10,8.41415815990208e-11,6.061164903314875e-10
2012,1.0233912429872102e-05,1.6480949145097108e-10,9.482129664784011e-11,6.403832186752112e-10
2013,1.0673839564593176e-05,2.3045292261793448e-10,9.00836250832577e-11,6.286236095157502e-10
2014,1.0944105659811093e-05,2.81896186948849e-10,1.0567087482815651e-10,5.515978269381755e-10
2015,1.1415931502207449e-05,6.950459870345784e-10,6.334223820062387e-11,5.048156575299905e-10
2016,1.242652719416323e-05,7.285191567071461e-10,5.089620094425992e-11,4.159382600248713e-10
2017,1.2817974038625835e-05,8.308341676680856e-10,5.937890110163657e-11,4.279467567351129e-10
2018,1.3311127440829296e-05,9.450061538851528e-10,5.175661427214706e-11,4.2904448327441e-10
2019,1.3931959301771712e-05,1.1345339390178566e-09,4.600626650475004e-11,4.241685960804098e-10
