ngram,river,rver,rivr,rivr
1708,8.969700729721808e-06,6.39124623700939e-08,1.1985159785256525e-08,1.1985159785256525e-08
1709,8.443230545448646e-06,6.395231874226478e-08,0.0,0.0
1710,8.804282856544887e-06,4.804371148533651e-08,0.0,0.0
1711,9.544604803782672e-06,5.773604020272874e-08,0.0,0.0
1712,5.545295834963326e-06,8.116849617830926e-08,0.0,0.0
1713,7.131949489900892e-06,1.0280452654244852e-07,0.0,0.0
1714,8.674056175550504e-06,1.0280452654244852e-07,0.0,0.0
1715,9.901000908030255e-06,1.1580336588070037e-07,0.0,0.0
1716,1.0654770708892361e-05,1.1263330788681611e-07,0.0,0.0
1717,1.0930219494704424e-05,1.10701095528449e-07,0.0,0.0
1718,1.276368415606807e-05,1.0875052325332035e-07,0.0,0.0
1719,1.1715644372348574e-05,8.274513366554207e-08,0.0,0.0
1720,1.4139005738148366e-05,6.110910330140282e-08,0.0,0.0
1721,1.3676919544585481e-05,7.862921945291288e-08,0.0,0.0
1722,1.3235278012351565e-05,5.5984512771699105e-08,0.0,0.0
1723,1.500813758476787e-05,4.712955460815595e-08,0.0,0.0
1724,1.6164077935952393e-05,3.1846743654893676e-08,0.0,0.0
1725,1.7529165558828807e-05,3.145794025272153e-08,0.0,0.0
1726,1.8310700267777846e-05,2.4873069191601515e-08,0.0,0.0
1727,1.6725472310749217e-05,3.1715785045857304e-08,0.0,0.0
1728,1.725802940200083e-05,1.4195668894347234e-08,0.0,0.0
1729,1.920652305541028e-05,1.4195668894347234e-08,0.0,0.0
1730,1.8870314826407203e-05,1.4195668894347234e-08,0.0,0.0
1731,1.9038188578893562e-05,2.1162408460538373e-08,0.0,0.0
1732,1.8047129612698753e-05,3.258502750164942e-08,0.0,0.0
1733,1.956542928382987e-05,4.663456668449076e-08,0.0,0.0
1734,1.993232542320454e-05,3.979185083023497e-08,0.0,0.0
1735,2.291026820395408e-05,3.979185083023497e-08,0.0,0.0
1736,2.123213068573802e-05,4.530417590282403e-08,0.0,0.0
1737,2.1698086389473508e-05,4.530417590282403e-08,0.0,0.0
1738,2.179820304653341e-05,4.932106887979769e-08,0.0,0.0
1739,2.304136562867955e-05,4.023824575126257e-08,0.0,0.0
1740,2.326640632028492e-05,4.8650541880793496e-08,0.0,0.0
1741,2.1636906889658087e-05,4.8650541880793496e-08,0.0,0.0
1742,4.322333747300685e-05,5.502791416185053e-08,0.0,0.0
1743,4.825370563464405e-05,5.9146982676695966e-08,0.0,0.0
1744,5.401983993838907e-05,6.361104303615711e-08,0.0,0.0
1745,5.790838401610797e-05,5.893898651671796e-08,0.0,0.0
1746,6.396895163821423e-05,4.9246237564050584e-08,0.0,0.0
1747,6.696401747571404e-05,3.51027057580008e-08,0.0,0.0
1748,7.026995756729905e-05,3.874243757552774e-08,0.0,0.0
1749,4.825956992655327e-05,4.2275626047480075e-08,0.0,0.0
1750,4.9586821010702155e-05,3.594296390677495e-08,0.0,0.0
1751,4.610713274035204e-05,3.861718081818058e-08,0.0,0.0
1752,5.2209073016586315e-05,3.6204194943577154e-08,0.0,0.0
1753,5.4639597302801644e-05,4.123354737016273e-08,0.0,0.0
1754,5.6932534789666533e-05,4.1283381284935265e-08,0.0,0.0
1755,6.749632510556174e-05,4.920357277171661e-08,0.0,0.0
1756,8.892781053353766e-05,5.143489418506826e-08,0.0,0.0
1757,0.00011464627875414277,5.1181286002994445e-08,0.0,0.0
1758,0.00012419371809560938,4.4043008732127676e-08,0.0,0.0
1759,0.000132853594030686,4.362321348594378e-08,0.0,0.0
1760,0.00013972908397720727,4.9239329058536896e-08,0.0,0.0
1761,0.00014281322780464376,4.087119163744189e-08,0.0,0.0
1762,0.00014518536045216024,3.467643239218887e-08,0.0,0.0
1763,0.00013374387448753363,2.8211899356327715e-08,0.0,0.0
1764,0.00011757112120644056,2.797745578066367e-08,0.0,0.0
1765,0.00011804851549511244,3.6819681018382e-08,0.0,0.0
1766,0.00011914112110389397,3.334088611544368e-08,0.0,0.0
1767,0.00011497081868583336,2.56399204090485e-08,0.0,0.0
1768,0.00012197302774958578,2.8322132956353537e-08,0.0,0.0
1769,0.00011591142122467448,2.6003228522800522e-08,0.0,0.0
1770,0.0001237818006692188,2.897464414429253e-08,2.8829215839972935e-09,2.8829215839972935e-09
1771,0.00012370733020361513,2.8796608272533116e-08,2.8829215839972935e-09,2.8829215839972935e-09
1772,0.00012271523779158348,2.5226546692839032e-08,2.8829215839972935e-09,2.8829215839972935e-09
1773,0.00012159590031452743,3.301211926043379e-08,2.8829215839972935e-09,2.8829215839972935e-09
1774,0.00012132106244929933,4.3429932412258106e-08,2.8829215839972935e-09,2.8829215839972935e-09
1775,0.00012274431459705478,4.941378734762176e-08,2.8829215839972935e-09,2.8829215839972935e-09
1776,0.00013005574978056496,5.721700573652859e-08,5.595291087599565e-09,5.595291087599565e-09
1777,0.00013229486960751404,6.02404422218277e-08,2.712369503602271e-09,2.712369503602271e-09
1778,0.00013446456848344366,6.595122974723771e-08,5.493513199894551e-09,5.493513199894551e-09
1779,0.0001339909535350411,6.324075180990413e-08,5.493513199894551e-09,5.493513199894551e-09
1780,0.00013244625941816985,5.780431955315635e-08,5.493513199894551e-09,5.493513199894551e-09
1781,0.00013090529578870961,5.4004588737452e-08,5.493513199894551e-09,5.493513199894551e-09
1782,0.00012503868804612597,4.533852125478331e-08,5.493513199894551e-09,5.493513199894551e-09
1783,0.00011933408885462475,4.7536637991031835e-08,2.7811436962922797e-09,2.7811436962922797e-09
1784,0.00011055576032958925,4.0857852973934835e-08,2.7811436962922797e-09,2.7811436962922797e-09
1785,0.00010876645059657417,3.898691122320283e-08,0.0,0.0
1786,0.00010814765534762825,4.31257170926561e-08,1.3400983180287896e-09,1.3400983180287896e-09
1787,0.00010886100270519299,4.335486001951137e-08,2.6292399368799124e-09,2.6292399368799124e-09
1788,0.00011633002161813368,3.509882746348987e-08,3.935792009761891e-09,3.935792009761891e-09
1789,0.00012143258728818702,3.7425597097597215e-08,5.0991768268155675e-09,5.0991768268155675e-09
1790,0.0001278928861471026,3.321678957287791e-08,5.0991768268155675e-09,5.0991768268155675e-09
1791,0.0001351894492732494,3.365320441365124e-08,5.0991768268155675e-09,5.0991768268155675e-09
1792,0.00014121721012218456,3.0445500850565365e-08,6.18743887871785e-09,6.18743887871785e-09
1793,0.00014717072606020208,3.360523009072429e-08,5.833362681784138e-09,5.833362681784138e-09
1794,0.00014667698373419365,3.9010831390636925e-08,5.542206630134874e-09,5.542206630134874e-09
1795,0.0001506745071050578,4.59237285659648e-08,4.235654557252896e-09,4.235654557252896e-09
1796,0.00015331743634305894,5.0234090411192615e-08,3.0722697401992197e-09,3.0722697401992197e-09
1797,0.00015625258259076093,4.933223404382911e-08,4.206117041962086e-09,4.206117041962086e-09
1798,0.00015405862151445554,4.9688969637275345e-08,4.784773720091704e-09,4.784773720091704e-09
1799,0.00015285630070138723,5.06295708849588e-08,3.696511668189422e-09,3.696511668189422e-09
1800,0.00015177607877246504,4.694430850398541e-08,3.1221534564045736e-09,3.1221534564045736e-09
1801,0.0001517755985592625,4.5925530806861e-08,2.5885083600383852e-09,2.5885083600383852e-09
1802,0.00014951954238183265,4.421798343352228e-08,3.456761956042799e-09,3.456761956042799e-09
1803,0.00014919013275565312,4.2143851329358636e-08,3.807761915299222e-09,3.807761915299222e-09
1804,0.00014894889110499726,4.03084717350209e-08,2.673914613536356e-09,2.673914613536356e-09
1805,0.00014965845080691257,4.049448776299869e-08,2.35493543713058e-09,2.35493543713058e-09
1806,0.0001464322953584737,3.9650251843730596e-08,2.613485539093574e-09,2.613485539093574e-09
1807,0.00015243470677108104,3.765971788384702e-08,2.6202640850720674e-09,2.6202640850720674e-09
1808,0.00015196762147492597,3.7284780215632706e-08,2.3912868034920668e-09,2.3912868034920668e-09
1809,0.00015160201499903842,3.6019697954462315e-08,1.7039580223001037e-09,1.7039580223001037e-09
1810,0.00015435551800432483,3.646926443374403e-08,1.5708957150956898e-09,1.5708957150956898e-09
1811,0.0001585283108787345,3.31803204594345e-08,1.8052796559229834e-09,1.8052796559229834e-09
1812,0.00016491227974516472,3.150448663851486e-08,2.0230186732155583e-09,2.0230186732155583e-09
1813,0.00016301568705655103,3.435067620825651e-08,1.9584479752207275e-09,1.9584479752207275e-09
1814,0.00016084073078153388,3.3509581902941525e-08,1.7489636564401882e-09,1.7489636564401882e-09
1815,0.00016579930628982505,3.039594557005135e-08,1.5136004671845171e-09,1.5136004671845171e-09
1816,0.00017452164112390683,3.0093616741412784e-08,1.522848371214382e-09,1.522848371214382e-09
1817,0.00017279632863522108,2.6623179089873313e-08,1.9903010033723537e-09,1.9903010033723537e-09
1818,0.00016764451408692236,2.685416460630157e-08,1.9349519288423623e-09,1.9349519288423623e-09
1819,0.00016841601505542973,2.3609497848805664e-08,1.6078328509852975e-09,1.6078328509852975e-09
1820,0.0001735100626579619,1.961311088142078e-08,2.1508381425101267e-09,2.1508381425101267e-09
1821,0.00017303015504564558,1.7426768980247483e-08,2.1989885150881197e-09,2.1989885150881197e-09
1822,0.00016980316598034863,1.7069458608481066e-08,2.5732952276972097e-09,2.5732952276972097e-09
1823,0.000158704788191244,1.3810521107667943e-08,2.6640480456561833e-09,2.6640480456561833e-09
1824,0.000162880595390951,1.4548433188313733e-08,1.9786577614462023e-09,1.9786577614462023e-09
1825,0.00016560448732759272,1.3150858814624046e-08,1.926239699491715e-09,1.926239699491715e-09
1826,0.00016413000204400823,1.363925391676243e-08,2.012938744260546e-09,2.012938744260546e-09
1827,0.0001642884557700849,1.3728853355741779e-08,1.485095261052497e-09,1.485095261052497e-09
1828,0.0001649943774931931,1.3895816814673318e-08,1.2279867519663208e-09,1.2279867519663208e-09
1829,0.00017008396805197532,1.1900982802412078e-08,9.942285962770215e-10,9.942285962770215e-10
1830,0.0001741179356551064,1.2407434064292439e-08,1.094521227619692e-09,1.094521227619692e-09
1831,0.00017509183713368008,1.2728444330280451e-08,1.5589945128497667e-09,1.5589945128497667e-09
1832,0.0001749666449281254,1.2955713961965948e-08,1.6026766263317021e-09,1.6026766263317021e-09
1833,0.00017391302182139562,1.4219497706286738e-08,1.530636665033772e-09,1.530636665033772e-09
1834,0.00017645655108416186,1.3912388955158609e-08,1.5706760336797743e-09,1.5706760336797743e-09
1835,0.00017917794840676443,1.4683022290081941e-08,1.9058096370879898e-09,1.9058096370879898e-09
1836,0.00017917280742299875,1.618577500599778e-08,2.0655057981449384e-09,2.0655057981449384e-09
1837,0.0001796591656914513,1.6704219721727246e-08,1.8391704508553224e-09,1.8391704508553224e-09
1838,0.00017779808175483986,1.6087638649813537e-08,1.6036744154845906e-09,1.6036744154845906e-09
1839,0.0001793023111531511,1.565419793791989e-08,1.5091569343412508e-09,1.5091569343412508e-09
1840,0.0001762587489793077,1.4739586186505806e-08,1.7221302241386483e-09,1.7221302241386483e-09
1841,0.00017424903801708882,1.4635537099698987e-08,1.6828824762298617e-09,1.6828824762298617e-09
1842,0.00017418097455187568,1.3939707166343851e-08,1.5301951848480299e-09,1.5301951848480299e-09
1843,0.00017289903813174793,1.3148652833194774e-08,1.2299504668712912e-09,1.2299504668712912e-09
1844,0.00017215451433522894,1.184064351329133e-08,1.1418505030391657e-09,1.1418505030391657e-09
1845,0.0001704028815895851,1.3860500049288151e-08,1.1798283144110705e-09,1.1798283144110705e-09
1846,0.00016712508763053587,1.4964252059712635e-08,1.3649288762732477e-09,1.3649288762732477e-09
1847,0.00016860420665969805,1.4710950426076254e-08,1.896081014418627e-09,1.896081014418627e-09
1848,0.00016751619114074856,1.4844998880952126e-08,2.233024947490796e-09,2.233024947490796e-09
1849,0.00016756000487865613,1.575704392361591e-08,2.8029321165666333e-09,2.8029321165666333e-09
1850,0.00016523998679726252,1.6959031258677115e-08,3.2301612892407914e-09,3.2301612892407914e-09
1851,0.00016786900232546031,1.8017306884538746e-08,3.3490928126005723e-09,3.3490928126005723e-09
1852,0.00016999003959686628,1.6338813096134734e-08,3.5877534594013535e-09,3.5877534594013535e-09
1853,0.00017361718138480292,1.5291253342906786e-08,3.4233901427934856e-09,3.4233901427934856e-09
1854,0.00017297224258072674,1.6179998801086574e-08,2.6153119114802337e-09,2.6153119114802337e-09
1855,0.00017475641132997616,1.546909851007123e-08,2.4359473882462623e-09,2.4359473882462623e-09
1856,0.00017463714175391942,1.5295346957243183e-08,1.9320879261565592e-09,1.9320879261565592e-09
1857,0.00017493597364851406,1.528972910185595e-08,1.8417983408244458e-09,1.8417983408244458e-09
1858,0.00017120578351231025,1.5363568195425614e-08,1.8288945040951481e-09,1.8288945040951481e-09
1859,0.0001681146615218105,1.4439111874407575e-08,1.6279257386564439e-09,1.6279257386564439e-09
1860,0.0001669714880076104,1.4894918949031372e-08,1.8973783100229014e-09,1.8973783100229014e-09
1861,0.0001656344850614135,1.395145294529649e-08,2.0788079987558004e-09,2.0788079987558004e-09
1862,0.00016408651884246086,1.4143302529134871e-08,2.1013236389017767e-09,2.1013236389017767e-09
1863,0.00016397440465100641,1.3772555540469966e-08,2.1392569144700654e-09,2.1392569144700654e-09
1864,0.00016495998508097337,1.2765189413447127e-08,2.0377929343950996e-09,2.0377929343950996e-09
1865,0.00016628413868602365,1.239773579036247e-08,2.1303416966996937e-09,2.1303416966996937e-09
1866,0.00016527144803798625,1.2367788063524391e-08,2.1353720855036127e-09,2.1353720855036127e-09
1867,0.00016138671240436712,1.1755527598974628e-08,2.115100491576324e-09,2.115100491576324e-09
1868,0.00016008215607143939,1.1831933401294594e-08,2.2359723755067354e-09,2.2359723755067354e-09
1869,0.0001576176707333486,1.1673460166759599e-08,1.9647021470043616e-09,1.9647021470043616e-09
1870,0.00015560560651855276,1.1512143999985775e-08,1.889457162158286e-09,1.889457162158286e-09
1871,0.00015311786929877208,1.0744911753996739e-08,1.9785900537020294e-09,1.9785900537020294e-09
1872,0.00015180062161692019,1.0256830813253665e-08,1.999892711752287e-09,1.999892711752287e-09
1873,0.0001532557819570814,1.0991875219547507e-08,1.807241642052101e-09,1.807241642052101e-09
1874,0.0001542718694379021,1.1559843241367877e-08,1.6999862628708229e-09,1.6999862628708229e-09
1875,0.00015618842319651906,1.1185491390262671e-08,1.4170260599831254e-09,1.4170260599831254e-09
1876,0.00015862061991356313,1.1986162538692367e-08,1.528260304021042e-09,1.528260304021042e-09
1877,0.0001605768338777125,1.1919050635356143e-08,1.5966913743551255e-09,1.5966913743551255e-09
1878,0.0001635522348806262,1.2366604629221456e-08,1.453509669767174e-09,1.453509669767174e-09
1879,0.00016550409990096732,1.2398361448617834e-08,1.6207272746093793e-09,1.6207272746093793e-09
1880,0.00016520008752455136,1.2133543186061096e-08,1.6352477467356558e-09,1.6352477467356558e-09
1881,0.0001667516813280859,1.1741137585983909e-08,1.8071562024601917e-09,1.8071562024601917e-09
1882,0.00016958108712320348,1.2013116342960269e-08,1.8488590103338254e-09,1.8488590103338254e-09
1883,0.00016993820359597782,1.1601147090597611e-08,1.8437255135315768e-09,1.8437255135315768e-09
1884,0.0001686669482816277,1.18939280012244e-08,1.777688480546808e-09,1.777688480546808e-09
1885,0.00016668120224494487,1.1552610170083101e-08,2.147703943260788e-09,2.147703943260788e-09
1886,0.00016438801789523235,1.1055732329623424e-08,2.052476371401062e-09,2.052476371401062e-09
