ngram,assistance,asistance,assitance,assistnce
1598,4.782429979448872e-05,0.0,0.0,0.0
1599,5.478105751015911e-05,0.0,0.0,0.0
1600,5.937494435264463e-05,0.0,1.0650608471353604e-07,0.0
1601,5.255300025705115e-05,0.0,1.0650608471353604e-07,0.0
1602,5.50682535893949e-05,0.0,1.0650608471353604e-07,0.0
1603,4.4319471791303453e-05,0.0,1.0650608471353604e-07,0.0
1604,4.7165714672051505e-05,0.0,1.0650608471353604e-07,0.0
1605,3.280821264135219e-05,0.0,1.0650608471353604e-07,0.0
1606,3.3298904781986494e-05,0.0,1.0650608471353604e-07,0.0
1607,2.8188521485260155e-05,0.0,0.0,0.0
1608,2.4681399444099433e-05,0.0,0.0,0.0
1609,2.115942928477515e-05,0.0,0.0,0.0
1610,2.148224338530521e-05,0.0,0.0,0.0
1611,3.1129005265029264e-05,0.0,0.0,0.0
1612,3.188764143098004e-05,0.0,0.0,0.0
1613,2.7636401260419268e-05,0.0,0.0,0.0
1614,3.141716306994827e-05,0.0,0.0,0.0
1615,3.2160637601919007e-05,0.0,0.0,0.0
1616,3.190426988502233e-05,0.0,0.0,0.0
1617,3.5822430358426315e-05,0.0,0.0,0.0
1618,4.3212840864725877e-05,0.0,0.0,0.0
1619,4.4480801729410556e-05,0.0,0.0,0.0
1620,4.994813869935959e-05,4.0295565538274657e-07,0.0,0.0
1621,4.770748858261088e-05,4.0295565538274657e-07,0.0,0.0
1622,5.254427365538764e-05,4.0295565538274657e-07,0.0,0.0
1623,5.487437426511731e-05,4.0295565538274657e-07,0.0,0.0
1624,5.2646491115280825e-05,4.0295565538274657e-07,0.0,0.0
1625,2.8682313963404988e-05,4.0295565538274657e-07,0.0,0.0
1626,2.7827566165277468e-05,4.0295565538274657e-07,0.0,0.0
1627,2.0921504203995157e-05,0.0,0.0,0.0
1628,1.8609026223462672e-05,0.0,0.0,0.0
1629,2.236787427786372e-05,0.0,0.0,0.0
1630,2.2563529455510434e-05,0.0,0.0,0.0
1631,2.085981746599178e-05,0.0,0.0,0.0
1632,2.236263117083581e-05,0.0,0.0,0.0
1633,2.2396990581390647e-05,0.0,0.0,0.0
1634,2.434205076237309e-05,0.0,0.0,0.0
1635,2.781972839979322e-05,0.0,0.0,0.0
1636,2.04260645010176e-05,0.0,0.0,0.0
1637,1.806813335341368e-05,0.0,0.0,0.0
1638,2.2792682102590334e-05,0.0,0.0,0.0
1639,2.1990653814490152e-05,7.787022988330656e-08,0.0,0.0
1640,2.459486300462491e-05,7.787022988330656e-08,0.0,0.0
1641,2.608813974802615e-05,7.787022988330656e-08,0.0,0.0
1642,2.8906573399061536e-05,7.787022988330656e-08,0.0,0.0
1643,2.9000480546008995e-05,7.787022988330656e-08,0.0,0.0
1644,3.0782432077103294e-05,7.787022988330656e-08,0.0,0.0
1645,3.19971074662005e-05,7.787022988330656e-08,0.0,0.0
1646,3.982197735500189e-05,0.0,0.0,0.0
1647,3.790451150312687e-05,0.0,0.0,0.0
1648,3.949437684371203e-05,0.0,0.0,0.0
1649,3.9361682086434613e-05,0.0,0.0,0.0
1650,4.012914593788862e-05,0.0,0.0,0.0
1651,4.009167787444312e-05,0.0,0.0,0.0
1652,3.635913786378556e-05,0.0,0.0,0.0
1653,3.156231364950405e-05,0.0,0.0,0.0
1654,3.514081929876868e-05,0.0,0.0,0.0
1655,3.253855149003877e-05,0.0,0.0,0.0
1656,2.75121076681119e-05,0.0,0.0,0.0
1657,2.9282931271674378e-05,0.0,0.0,0.0
1658,3.440019515567526e-05,0.0,0.0,0.0
1659,3.8587032966980974e-05,0.0,0.0,0.0
1660,3.649852442322299e-05,0.0,0.0,0.0
1661,3.379945155757014e-05,0.0,0.0,0.0
1662,3.4447415860735676e-05,0.0,0.0,0.0
1663,3.679429391922895e-05,0.0,0.0,0.0
1664,3.775205056756802e-05,0.0,0.0,0.0
1665,3.523314886219201e-05,0.0,0.0,0.0
1666,3.178076388264474e-05,0.0,0.0,0.0
1667,3.428155520980779e-05,0.0,0.0,0.0
1668,3.340377328900753e-05,0.0,0.0,0.0
1669,3.354476939421147e-05,0.0,0.0,0.0
1670,4.004610985118363e-05,0.0,0.0,0.0
1671,3.700551392934618e-05,7.822038534348913e-08,0.0,0.0
1672,3.4005217717744275e-05,1.0282098677245293e-07,0.0,0.0
1673,3.507699823655587e-05,1.0282098677245293e-07,0.0,0.0
1674,3.304055800461876e-05,1.0282098677245293e-07,0.0,0.0
1675,3.3625028663664125e-05,1.0282098677245293e-07,0.0,0.0
1676,3.195953052324642e-05,1.0282098677245293e-07,0.0,0.0
1677,2.4948193250955747e-05,1.0282098677245293e-07,0.0,0.0
1678,2.6814577462833506e-05,2.4600601428963794e-08,0.0,0.0
1679,2.7715490692311766e-05,2.3071769256992932e-08,0.0,0.0
1680,2.70220482759344e-05,2.3071769256992932e-08,0.0,0.0
1681,2.9063983415003998e-05,4.54476167176056e-08,0.0,0.0
1682,2.9129849021306393e-05,1.2609174859790073e-07,0.0,0.0
1683,2.8824110683802117e-05,1.2609174859790073e-07,0.0,0.0
1684,2.8519331993136022e-05,1.2609174859790073e-07,0.0,0.0
1685,2.610266996530949e-05,1.2609174859790073e-07,0.0,0.0
1686,2.6670357848550858e-05,1.0301997934090781e-07,0.0,0.0
1687,2.4689288433624563e-05,1.0301997934090781e-07,0.0,0.0
1688,2.036831561521727e-05,8.064413188029513e-08,0.0,0.0
1689,1.9129987647050128e-05,0.0,0.0,0.0
1690,1.9140536746168175e-05,0.0,0.0,0.0
1691,1.8760158257334426e-05,0.0,0.0,0.0
1692,1.8333393459865226e-05,0.0,0.0,0.0
1693,1.4853255964096337e-05,0.0,0.0,0.0
1694,1.5356287868988666e-05,0.0,0.0,0.0
1695,1.688982469464203e-05,0.0,0.0,0.0
1696,1.8127650102022536e-05,0.0,0.0,0.0
1697,1.928909640420378e-05,0.0,0.0,0.0
1698,2.401673977406712e-05,1.0371270572509924e-08,1.0371270572509924e-08,0.0
1699,2.4831162136251805e-05,1.0371270572509924e-08,1.0371270572509924e-08,0.0
1700,2.8335891849045375e-05,1.0371270572509924e-08,1.0371270572509924e-08,0.0
1701,2.993323167694533e-05,1.0371270572509924e-08,1.0371270572509924e-08,0.0
1702,2.960526892690853e-05,1.0371270572509924e-08,1.0371270572509924e-08,0.0
1703,2.891759010838411e-05,1.0371270572509924e-08,1.0371270572509924e-08,0.0
1704,2.8209158179899013e-05,1.0371270572509924e-08,1.0371270572509924e-08,0.0
1705,2.7313070469452733e-05,0.0,0.0,0.0
1706,2.6630482222701956e-05,0.0,0.0,0.0
1707,2.3133108048308975e-05,0.0,0.0,0.0
1708,1.9978673533062518e-05,0.0,0.0,9.645867342961928e-09
1709,2.206657401464846e-05,0.0,0.0,9.645867342961928e-09
1710,2.0032273628852897e-05,0.0,1.72150233116294e-08,9.645867342961928e-09
1711,1.847695583429803e-05,0.0,1.72150233116294e-08,9.645867342961928e-09
1712,1.2309607557524163e-05,0.0,1.72150233116294e-08,9.645867342961928e-09
1713,1.255408103263887e-05,0.0,1.72150233116294e-08,9.645867342961928e-09
1714,1.600913044187889e-05,0.0,1.72150233116294e-08,9.645867342961928e-09
1715,1.585929144961743e-05,0.0,1.72150233116294e-08,0.0
1716,1.3947034143971645e-05,0.0,1.72150233116294e-08,0.0
1717,1.4574337391033104e-05,0.0,0.0,0.0
1718,1.4770706392092897e-05,0.0,0.0,0.0
1719,1.5368054456692854e-05,0.0,0.0,0.0
1720,1.5367100526678507e-05,0.0,0.0,0.0
1721,1.2996493231704725e-05,0.0,0.0,0.0
1722,1.7616810769790652e-05,7.727586697520955e-09,1.545517339504191e-08,0.0
1723,1.7572305815909723e-05,7.727586697520955e-09,1.545517339504191e-08,0.0
1724,1.911563465130582e-05,7.727586697520955e-09,1.545517339504191e-08,0.0
1725,2.0789294857032864e-05,7.727586697520955e-09,1.545517339504191e-08,0.0
1726,2.183707666907659e-05,2.0502582742665254e-08,1.545517339504191e-08,0.0
1727,2.2151685958046335e-05,2.0502582742665254e-08,1.545517339504191e-08,0.0
1728,2.2834288237001082e-05,2.0502582742665254e-08,1.545517339504191e-08,0.0
1729,1.9086851352767553e-05,1.2774996045144299e-08,0.0,0.0
1730,1.8544310998030206e-05,1.2774996045144299e-08,0.0,0.0
1731,1.7948812325942398e-05,1.2774996045144299e-08,0.0,0.0
1732,1.54649087562575e-05,1.2774996045144299e-08,0.0,0.0
1733,1.7417306740493848e-05,0.0,0.0,0.0
1734,1.78453302786303e-05,0.0,0.0,0.0
1735,1.743262029257104e-05,0.0,0.0,0.0
1736,1.8417124530450174e-05,0.0,0.0,0.0
1737,1.9257702920835334e-05,0.0,0.0,0.0
1738,2.305682392034214e-05,5.491816271582398e-09,0.0,0.0
1739,2.5515634531205122e-05,1.5184565224249776e-08,0.0,0.0
1740,2.5250268663512543e-05,1.5184565224249776e-08,0.0,0.0
1741,2.432435004655937e-05,1.5184565224249776e-08,0.0,0.0
1742,2.539575429442006e-05,1.5184565224249776e-08,0.0,0.0
1743,2.6016878109658137e-05,1.5184565224249776e-08,0.0,0.0
1744,2.8542400156896163e-05,1.5184565224249776e-08,0.0,0.0
1745,2.878535841383772e-05,9.69274895266738e-09,0.0,0.0
1746,2.975015559059102e-05,0.0,0.0,0.0
1747,3.1330202286231467e-05,0.0,0.0,0.0
1748,3.5212021300269824e-05,0.0,0.0,0.0
1749,3.822574763034936e-05,0.0,0.0,0.0
1750,4.025521411676891e-05,6.597462893458734e-09,0.0,0.0
1751,4.238289953458921e-05,6.597462893458734e-09,0.0,0.0
1752,4.239578213725638e-05,1.829323384835594e-08,0.0,0.0
1753,4.644785076379776e-05,2.3322586274941515e-08,0.0,0.0
1754,5.090387535996602e-05,2.750665498548902e-08,0.0,0.0
1755,5.595645728005495e-05,2.750665498548902e-08,0.0,0.0
1756,6.220272968805927e-05,3.357759606866953e-08,0.0,0.0
1757,7.185629095017378e-05,3.0025256439866355e-08,0.0,0.0
1758,7.859583950318796e-05,3.934801056410768e-08,0.0,0.0
1759,8.5996715435093e-05,2.7652239609210483e-08,0.0,0.0
1760,8.601069670735992e-05,2.2622887182624903e-08,0.0,0.0
1761,8.46009461383801e-05,1.84388184720774e-08,0.0,0.0
1762,8.063401712986109e-05,1.84388184720774e-08,0.0,2.6825820295276313e-09
1763,7.650221855978348e-05,1.2367877388896886e-08,0.0,2.6825820295276313e-09
1764,6.999367594419579e-05,9.322754124241328e-09,0.0,2.6825820295276313e-09
1765,6.455994402391038e-05,0.0,0.0,2.6825820295276313e-09
1766,5.925482972608214e-05,0.0,0.0,2.6825820295276313e-09
1767,6.05486893618945e-05,2.9445022927835194e-09,0.0,2.6825820295276313e-09
1768,6.078943364887631e-05,1.6355565029308698e-08,0.0,2.6825820295276313e-09
1769,6.404569493107764e-05,1.6355565029308698e-08,0.0,0.0
1770,6.598580668131555e-05,1.9238486613305994e-08,0.0,0.0
1771,6.701873592516807e-05,1.9238486613305994e-08,0.0,0.0
1772,6.856289993655602e-05,1.9238486613305994e-08,0.0,0.0
1773,6.971041875658557e-05,3.221444038510006e-08,0.0,0.0
1774,7.102409706151645e-05,3.728732776510567e-08,0.0,0.0
1775,7.109760814013757e-05,2.3876265028580486e-08,0.0,0.0
1776,7.179047783470846e-05,2.3876265028580486e-08,0.0,0.0
1777,7.25713575125805e-05,3.558359549872746e-08,0.0,0.0
1778,7.449559572186055e-05,3.558359549872746e-08,0.0,0.0
1779,7.685368161349158e-05,3.558359549872746e-08,0.0,0.0
1780,7.887314651660355e-05,2.7305922348627324e-08,0.0,0.0
1781,7.843342089992282e-05,2.1201049550865847e-08,0.0,0.0
1782,7.932176543233384e-05,2.1201049550865847e-08,0.0,2.1581334814462546e-09
1783,8.011275453359954e-05,2.7724846926194654e-08,2.174599040521181e-09,2.1581334814462546e-09
1784,8.027991550209533e-05,1.4799066987742598e-08,3.839071156213387e-09,2.1581334814462546e-09
1785,7.795989949954674e-05,1.8035311783697646e-08,3.839071156213387e-09,2.1581334814462546e-09
1786,8.54347797160569e-05,2.74160005174297e-08,3.839071156213387e-09,2.1581334814462546e-09
1787,8.282536665709423e-05,2.6585144625406494e-08,5.128212775064509e-09,2.1581334814462546e-09
1788,8.084839542529412e-05,2.7285731896142806e-08,6.434764847946488e-09,2.1581334814462546e-09
1789,8.095257778352658e-05,3.077588634730384e-08,6.434764847946488e-09,0.0
1790,7.82762175991333e-05,2.977633086130384e-08,4.260165807425307e-09,0.0
1791,7.73419181184311e-05,3.136975758520423e-08,8.025524752700416e-09,1.0859662375699892e-09
1792,7.84899914703731e-05,3.031003689305375e-08,8.025524752700416e-09,1.0859662375699892e-09
1793,6.809965166861989e-05,2.0929348159321696e-08,1.2955635167851857e-08,1.0859662375699892e-09
1794,6.865863854597722e-05,1.706192342965096e-08,1.2664479116202593e-08,1.0859662375699892e-09
1795,6.909572091119896e-05,1.8101907782254656e-08,1.1357927043320615e-08,1.0859662375699892e-09
1796,6.980667551813115e-05,1.5559914943809516e-08,1.9891381874970193e-08,1.0859662375699892e-09
1797,7.161526030228873e-05,1.2303367658006437e-08,2.0458305525851628e-08,1.6528898884514221e-09
1798,7.227672904264182e-05,2.2354572732601648e-08,2.8337578379072122e-08,5.66923650881433e-10
1799,7.271288008528895e-05,2.3181896465932335e-08,3.074065675028643e-08,1.16769324368501e-09
1800,7.247752052665289e-05,2.482855210317325e-08,3.1573841192360826e-08,1.579357152995239e-09
1801,7.527283534208047e-05,2.993629718720367e-08,4.1255686486100073e-08,1.579357152995239e-09
1802,7.824320657943775e-05,2.975622307285367e-08,5.0372349719956285e-08,1.579357152995239e-09
1803,7.956290418016059e-05,3.407306081726347e-08,4.745489423640947e-08,1.579357152995239e-09
1804,8.008848505726616e-05,3.668660702211517e-08,5.390475418412929e-08,1.012433502113806e-09
1805,8.026496756688825e-05,2.7012988163781822e-08,4.293274789647837e-08,1.012433502113806e-09
1806,8.038131740509666e-05,2.9180142492789074e-08,4.259807034096801e-08,4.116639093102289e-10
1807,8.19187012634107e-05,3.088102649785794e-08,3.829932409311303e-08,0.0
1808,8.088412349544731e-05,2.7185460485920236e-08,2.8560945989194612e-08,2.35363189255671e-10
1809,8.210421219700947e-05,2.6969092863688663e-08,2.233907979233761e-08,2.35363189255671e-10
1810,8.1818836666311e-05,2.540903360730746e-08,1.977420754124231e-08,2.35363189255671e-10
1811,8.229549712268636e-05,2.1699712503066493e-08,1.346057576512294e-08,4.697471300829648e-10
1812,8.220181605013619e-05,2.116743478909809e-08,1.3749269024897006e-08,7.084553895911735e-10
1813,8.222522280578102e-05,1.987602082920148e-08,1.4396579801306025e-08,7.084553895911735e-10
1814,8.272694789671473e-05,1.8618062520252872e-08,1.523057070938551e-08,7.084553895911735e-10
1815,8.248709699338568e-05,1.9909853321564697e-08,1.6606806342776637e-08,6.662329101102062e-10
1816,7.88426966339882e-05,1.7794242904553163e-08,1.6564600104272487e-08,6.662329101102062e-10
1817,7.86608423888018e-05,1.5974126021944812e-08,1.5740991494388775e-08,8.375804811627014e-10
1818,7.661327669796134e-05,2.6797542090102004e-08,1.611204883797005e-08,6.031965403354076e-10
1819,7.554622633116586e-05,2.594879625458394e-08,1.6041314562390393e-08,3.644882808271989e-10
1820,7.511786472085597e-05,2.7670291581825624e-08,1.4062587665770415e-08,3.644882808271989e-10
1821,7.401493244937487e-05,2.789468681437971e-08,1.3435253417729394e-08,3.644882808271989e-10
1822,7.330267648545227e-05,2.6438406004152578e-08,1.3238636345899328e-08,4.208853741717787e-10
1823,7.327732912796949e-05,2.65615345591235e-08,1.1509747694609424e-08,5.613481425724234e-10
1824,7.229682523757219e-05,2.5615551457747188e-08,1.1159909441005311e-08,5.241205881999025e-10
1825,7.214606635638379e-05,1.5899318052601885e-08,1.1351868270789315e-08,6.50737392542717e-10
1826,7.182564773497038e-05,1.5422330206555605e-08,9.507801149563226e-09,7.692356355068089e-10
1827,7.067059881852142e-05,1.0866952734492737e-08,9.18909887864012e-09,8.738062416492807e-10
1828,6.981144750690354e-05,1.0097586449526424e-08,7.84888154470309e-09,8.738062416492807e-10
1829,6.740263831618774e-05,1.1239222949147428e-08,6.500827305038521e-09,7.648169954497876e-10
1830,6.645824084573957e-05,1.159523531159477e-08,6.711388778057881e-09,6.243542270491429e-10
1831,6.500341623905115e-05,1.3536129740897098e-08,6.04133911151296e-09,4.902342103691686e-10
1832,6.414496030109669e-05,1.2960016615437553e-08,6.2227118695951896e-09,5.339163238511041e-10
1833,6.377277324125836e-05,1.4069282183726273e-08,6.501461527871502e-09,4.154180808870121e-10
1834,6.313631924318283e-05,1.617986354420152e-08,6.4984800715198585e-09,3.9390766838818894e-10
1835,6.269913293570945e-05,1.6310921248572996e-08,7.50802654968043e-09,4.776910692402428e-10
1836,6.337104319495015e-05,1.662379808412392e-08,7.63574362469147e-09,6.373872302971912e-10
1837,6.319198707517768e-05,1.6939656027099252e-08,7.308218316229695e-09,7.148286407243631e-10
1838,6.258923999017238e-05,2.169249643405432e-08,6.634867988353221e-09,9.43805890583706e-10
1839,6.194518365581254e-05,2.2111387387724335e-08,5.642015838651966e-09,7.735069727589559e-10
1840,6.092773297236168e-05,2.323070434430617e-08,5.86165214779198e-09,9.24678904874148e-10
1841,6.0415581953878116e-05,2.37132526947903e-08,6.286082511662374e-09,9.115963222378858e-10
1842,5.937945388723165e-05,2.5382433932463755e-08,5.675333346135046e-09,9.49443801356864e-10
1843,5.819142305491758e-05,2.4516318372239506e-08,5.627068081334333e-09,7.147736133131641e-10
1844,5.812902236357331e-05,2.3982723109026794e-08,5.9559869417366176e-09,1.1048121941113565e-09
1845,5.786727290667061e-05,1.7284490854458616e-08,5.888878051862889e-09,1.1427900054832613e-09
1846,5.765855998366273e-05,1.7184446183498333e-08,5.7602919577094875e-09,1.2080105051191582e-09
1847,5.660909560642072e-05,1.5481397560738027e-08,5.2175766247180326e-09,1.056838573003966e-09
1848,5.5468568981658404e-05,1.774883053227784e-08,5.526286507771618e-09,9.868609619965797e-10
1849,5.504611856719878e-05,1.7359655871526262e-08,5.763812950730442e-09,9.72709155285959e-10
1850,5.5105503374111974e-05,1.936863171435123e-08,5.480983000794026e-09,1.0970142611770634e-09
1851,5.372590697204162e-05,2.35840517274052e-08,4.470325982402252e-09,6.759628650471988e-10
1852,5.292673761557255e-05,2.441936405464925e-08,4.913262939356043e-09,4.595693746191541e-10
1853,5.218842540801104e-05,2.4086605472055974e-08,5.311050520008718e-09,4.908675569189772e-10
1854,5.185954796615988e-05,2.4258189108244162e-08,5.250412739497636e-09,7.938787286284768e-10
1855,5.157550289628229e-05,2.0504492072502345e-08,4.679490763135976e-09,8.98882226588579e-10
1856,5.0854403525590897e-05,1.9288275611627015e-08,4.507359945599936e-09,8.908007625192077e-10
1857,4.992445454783072e-05,1.6502165919466246e-08,5.092942448722429e-09,7.009211266950643e-10
1858,4.951932558989418e-05,1.2554807796557758e-08,5.0559598729904565e-09,7.696995580579775e-10
1859,4.882954453933053e-05,1.1699093566923985e-08,4.328639732368142e-09,7.800673757734395e-10
1860,4.8123288641883324e-05,1.1595892056094823e-08,3.970720894942912e-09,7.445439027214157e-10
1861,4.781273050217091e-05,1.0533467875717406e-08,4.099025373095953e-09,5.545060918369213e-10
1862,4.72883101403048e-05,9.60669810368131e-09,4.1344071023883904e-09,4.495025938768192e-10
1863,4.65473260971651e-05,9.394852197784433e-09,4.198508080881831e-09,3.5010498468577925e-10
1864,4.5950014152497586e-05,1.036098939977137e-08,3.6555232491813125e-09,4.913903490460265e-10
1865,4.4989390257147276e-05,1.006151060879899e-08,3.853997724131578e-09,3.761833225876135e-10
1866,4.4239800834995026e-05,1.131531110079972e-08,4.379043477038229e-09,1.2000463638679143e-09
1867,4.372591502033174e-05,1.1587571283452495e-08,4.70447154248583e-09,1.3119009846716624e-09
1868,4.3012375369601485e-05,1.2236742413002893e-08,4.866378665115332e-09,1.243739321849751e-09
1869,4.211670654642928e-05,1.239644653594496e-08,4.570164786293114e-09,1.6000123012219598e-09
1870,4.15907332873238e-05,1.1755800015984213e-08,4.2177204586023114e-09,1.6844852219437862e-09
1871,4.101689514105341e-05,1.1394328401438867e-08,3.930092346798071e-09,1.5431998575835389e-09
1872,4.079974366634685e-05,1.0842339597567324e-08,3.97597253533531e-09,1.7070066986908066e-09
1873,4.0528202329629236e-05,1.0000895857485505e-08,3.385164878569721e-09,8.22214268891841e-10
1874,4.0236064835750896e-05,9.851610955584939e-09,2.971950558665932e-09,7.288458685789883e-10
1875,3.95772726083773e-05,9.274528954352133e-09,2.2762917582598773e-09,7.642642312661557e-10
1876,3.93835138571116e-05,1.4405460062911451e-08,2.3812564935760908e-09,7.529790997067615e-10
1877,3.945377414181296e-05,1.8656390337363453e-08,2.154032349313947e-09,7.384095240021387e-10
1878,3.903922073992102e-05,1.8843325122475107e-08,2.1559920832763576e-09,7.384095240021387e-10
1879,3.865308462991379e-05,1.9385929686929363e-08,1.728361279492877e-09,6.444303107017951e-10
1880,3.830666641338861e-05,2.190737407354553e-08,2.1704086305973647e-09,7.759770445251288e-10
1881,3.81589618752644e-05,2.1618975181476278e-08,2.3025763676695223e-09,8.858891953344994e-10
1882,3.829307180629777e-05,2.1463511729840386e-08,2.393687422877885e-09,9.028878676455219e-10
1883,3.820768844369533e-05,1.6617451161136743e-08,2.164771362167528e-09,6.221452757732798e-10
1884,3.7991763487558016e-05,1.343225327791028e-08,2.251288853751175e-09,6.742855599270062e-10
1885,3.821889913524501e-05,1.274263107729569e-08,2.214953411159927e-09,7.903786712417014e-10
1886,3.837471584639778e-05,1.3670847438212214e-08,2.717161511662474e-09,8.860827428934317e-10
1887,3.852787007677502e-05,1.0983732146030434e-08,2.3791596470701393e-09,8.098039461224005e-10
1888,3.837361613737552e-05,1.0724402572342179e-08,2.2928410122905316e-09,7.284217356280059e-10
1889,3.807621656700836e-05,1.14369396493024e-08,2.289034660231591e-09,7.358765818921142e-10
1890,3.822563303401694e-05,1.2017879390059858e-08,2.7286911301922193e-09,6.716313259515414e-10
1891,3.823925258724817e-05,1.2216005603907628e-08,2.977081517815553e-09,6.264028541900859e-10
1892,3.824565594965991e-05,1.3189874716244634e-08,3.2261667147283545e-09,6.001960714144669e-10
1893,3.827458411771139e-05,1.304475524424983e-08,3.3802524113113463e-09,5.960960812258418e-10
1894,3.822904389900421e-05,1.3761929246974042e-08,3.866117394478254e-09,6.733787813065614e-10
1895,3.825045392399521e-05,1.4315674867759753e-08,5.024067860150337e-09,7.559082804142747e-10
