ngram,ability,ablity,abily,abillity
1621,1.480695540781848e-05,0.0,0.0,2.909524953663224e-07
1622,1.793812322960418e-05,0.0,0.0,2.909524953663224e-07
1623,1.9907799274473552e-05,0.0,0.0,2.909524953663224e-07
1624,2.2750523774967795e-05,0.0,0.0,4.4028468794619714e-07
1625,2.1260549146973062e-05,0.0,0.0,4.4028468794619714e-07
1626,2.5232412294177004e-05,0.0,0.0,3.277501881322158e-07
1627,2.887571814166482e-05,0.0,0.0,3.277501881322158e-07
1628,2.8962097530893516e-05,0.0,0.0,2.148438186720471e-07
1629,2.527838647178474e-05,0.0,0.0,2.148438186720471e-07
1630,2.3835310717653817e-05,0.0,0.0,2.148438186720471e-07
1631,2.18383778961392e-05,0.0,0.0,1.7887159791436196e-07
1632,2.1826354506109575e-05,0.0,0.0,1.7887159791436196e-07
1633,1.6809033955464008e-05,0.0,0.0,3.15964395472942e-07
1634,1.6175757991732098e-05,0.0,0.0,3.15964395472942e-07
1635,1.674723275105602e-05,0.0,0.0,3.327724828393132e-07
1636,1.7532604293332304e-05,0.0,0.0,3.327724828393132e-07
1637,1.754500538351879e-05,0.0,0.0,3.327724828393132e-07
1638,1.932471760872951e-05,0.0,0.0,2.1941251101712363e-07
1639,2.086812673951499e-05,0.0,0.0,2.1941251101712363e-07
1640,1.977124585599605e-05,0.0,0.0,8.231971345854358e-08
1641,1.6347441422632463e-05,0.0,0.0,8.231971345854358e-08
1642,1.9377862177602117e-05,0.0,0.0,0.0
1643,2.0110982469694655e-05,0.0,0.0,0.0
1644,2.0428040897968458e-05,0.0,0.0,0.0
1645,1.8976845434995733e-05,0.0,0.0,0.0
1646,1.9007795019985808e-05,0.0,0.0,0.0
1647,2.0999510330251985e-05,0.0,0.0,1.040455523642387e-07
1648,2.441350729246291e-05,0.0,0.0,1.040455523642387e-07
1649,2.0618138478312176e-05,0.0,0.0,1.040455523642387e-07
1650,1.9255096309020052e-05,0.0,0.0,1.040455523642387e-07
1651,2.10689221213605e-05,0.0,0.0,1.040455523642387e-07
1652,2.310603485966567e-05,0.0,0.0,1.040455523642387e-07
1653,2.252055803962451e-05,0.0,0.0,1.040455523642387e-07
1654,2.1369305354060737e-05,0.0,0.0,0.0
1655,1.938359881543355e-05,0.0,0.0,5.81030446612983e-08
1656,2.0249345912556498e-05,0.0,0.0,1.4871770710150096e-07
1657,2.1308049846473815e-05,0.0,0.0,2.043265721697805e-07
1658,2.1286139339541217e-05,0.0,0.0,2.043265721697805e-07
1659,1.8813160750141833e-05,0.0,0.0,2.043265721697805e-07
1660,2.06647971156469e-05,0.0,0.0,2.043265721697805e-07
1661,2.0874941583315376e-05,0.0,0.0,2.043265721697805e-07
1662,2.041841344180284e-05,0.0,0.0,1.4622352750848222e-07
1663,1.87012539234794e-05,0.0,0.0,5.5608865068279556e-08
1664,1.77584361154004e-05,0.0,0.0,0.0
1665,1.6218385098909494e-05,0.0,0.0,0.0
1666,1.7175546807785785e-05,0.0,0.0,0.0
1667,1.5217038838142929e-05,0.0,0.0,0.0
1668,1.5776694064178237e-05,0.0,0.0,0.0
1669,1.5616483714049017e-05,0.0,0.0,2.995409228593157e-08
1670,1.76418548757543e-05,0.0,0.0,2.995409228593157e-08
1671,1.7749353251669424e-05,0.0,0.0,2.995409228593157e-08
1672,1.6807354508533274e-05,0.0,0.0,2.995409228593157e-08
1673,1.820564700340453e-05,0.0,0.0,2.995409228593157e-08
1674,1.8959949167245732e-05,0.0,0.0,2.995409228593157e-08
1675,1.8518285027572085e-05,0.0,0.0,2.995409228593157e-08
1676,1.9945997077489403e-05,0.0,0.0,0.0
1677,1.918990866605392e-05,0.0,0.0,0.0
1678,1.9627535428818582e-05,0.0,0.0,0.0
1679,1.904379353488496e-05,0.0,0.0,0.0
1680,1.750759383867262e-05,0.0,0.0,1.8101928844771464e-08
1681,1.5407930862108644e-05,0.0,0.0,1.8101928844771464e-08
1682,1.4517713420251052e-05,0.0,0.0,3.8262961814845246e-08
1683,1.2530113963293843e-05,0.0,0.0,3.8262961814845246e-08
1684,1.1130298389616655e-05,0.0,0.0,3.8262961814845246e-08
1685,9.712247771988456e-06,0.0,0.0,3.8262961814845246e-08
1686,1.0980345450661844e-05,0.0,0.0,3.8262961814845246e-08
1687,1.008220345153989e-05,0.0,0.0,2.016103297007378e-08
1688,1.1412228884312623e-05,0.0,0.0,2.016103297007378e-08
1689,1.1794421685148596e-05,0.0,0.0,0.0
1690,1.2225467993890301e-05,0.0,0.0,0.0
1691,1.2249997455780561e-05,0.0,0.0,0.0
1692,1.1923184436974615e-05,0.0,0.0,0.0
1693,1.0117262848195554e-05,0.0,0.0,0.0
1694,9.71626734878685e-06,0.0,0.0,0.0
1695,8.363332264187712e-06,0.0,0.0,0.0
1696,8.216862040301618e-06,0.0,0.0,0.0
1697,9.312655038229423e-06,0.0,0.0,7.347074821544603e-09
1698,1.157569788899439e-05,0.0,0.0,7.347074821544603e-09
1699,1.1372183247918396e-05,0.0,0.0,7.347074821544603e-09
1700,1.0889640894414957e-05,1.29978526989102e-08,0.0,7.347074821544603e-09
1701,1.055683969752863e-05,1.29978526989102e-08,0.0,7.347074821544603e-09
1702,9.825295202452772e-06,1.29978526989102e-08,0.0,7.347074821544603e-09
1703,8.993915636373068e-06,1.29978526989102e-08,0.0,7.347074821544603e-09
1704,7.090477765814285e-06,1.29978526989102e-08,0.0,8.66176666899524e-09
1705,4.749129305179979e-06,1.29978526989102e-08,0.0,8.66176666899524e-09
1706,4.9232072407383905e-06,1.29978526989102e-08,0.0,8.66176666899524e-09
1707,4.948145845316633e-06,0.0,0.0,8.66176666899524e-09
1708,4.715203496224214e-06,0.0,0.0,8.66176666899524e-09
1709,5.101438838599799e-06,0.0,0.0,8.66176666899524e-09
1710,5.166274702008065e-06,0.0,0.0,8.66176666899524e-09
1711,4.753993607664597e-06,0.0,0.0,0.0
1712,4.103422335382285e-06,0.0,0.0,0.0
1713,4.2801308544377596e-06,0.0,0.0,0.0
1714,6.5043020965406735e-06,0.0,0.0,0.0
1715,6.240073357080941e-06,0.0,0.0,0.0
1716,5.847410258346437e-06,0.0,0.0,0.0
1717,5.3857695222956996e-06,0.0,0.0,0.0
1718,5.940680629074839e-06,0.0,0.0,7.741756442263587e-09
1719,5.8103519385050665e-06,0.0,0.0,7.741756442263587e-09
1720,5.773540595198158e-06,0.0,0.0,7.741756442263587e-09
1721,3.5722135862670257e-06,0.0,0.0,7.741756442263587e-09
1722,4.515150765525634e-06,0.0,0.0,7.741756442263587e-09
1723,5.053440271954709e-06,0.0,0.0,7.741756442263587e-09
1724,4.980014620871641e-06,0.0,0.0,7.741756442263587e-09
1725,4.662076516329502e-06,0.0,0.0,0.0
1726,5.549812872881635e-06,0.0,0.0,0.0
1727,6.37268872846367e-06,0.0,0.0,0.0
1728,6.641319812063427e-06,0.0,0.0,0.0
1729,6.223092766179304e-06,0.0,0.0,0.0
1730,5.668927152718035e-06,0.0,0.0,0.0
1731,5.9124444240816435e-06,0.0,0.0,0.0
1732,5.836312733923218e-06,0.0,0.0,0.0
1733,5.574248007178539e-06,0.0,0.0,0.0
1734,4.806603685990142e-06,0.0,0.0,0.0
1735,5.005751843002924e-06,0.0,0.0,0.0
1736,4.994734743896905e-06,0.0,0.0,0.0
1737,5.589208967649029e-06,0.0,0.0,0.0
1738,6.052783159507921e-06,0.0,0.0,0.0
1739,6.198894490288305e-06,0.0,0.0,1.938549790533476e-08
1740,6.508962997031631e-06,0.0,0.0,1.938549790533476e-08
1741,6.227754186381519e-06,0.0,0.0,1.938549790533476e-08
1742,6.260216455952364e-06,0.0,0.0,1.938549790533476e-08
1743,6.212360079059311e-06,0.0,0.0,1.938549790533476e-08
1744,5.945293911021768e-06,0.0,0.0,1.938549790533476e-08
1745,5.77030680558112e-06,0.0,0.0,1.938549790533476e-08
1746,6.120245351277325e-06,0.0,0.0,0.0
1747,5.7449658795251575e-06,0.0,0.0,0.0
1748,6.31147668173071e-06,0.0,0.0,0.0
1749,6.598690301221463e-06,0.0,0.0,0.0
1750,7.952153412458887e-06,0.0,0.0,0.0
1751,9.521247128369786e-06,3.569138635433384e-09,0.0,0.0
1752,9.806096126599836e-06,3.569138635433384e-09,0.0,0.0
1753,1.0415069612333485e-05,3.569138635433384e-09,0.0,5.029352426585579e-09
1754,1.1147756984947982e-05,3.569138635433384e-09,0.0,5.029352426585579e-09
1755,1.1961275699182547e-05,3.569138635433384e-09,0.0,5.029352426585579e-09
1756,1.2401251946617517e-05,3.569138635433384e-09,0.0,8.064822968175837e-09
1757,1.2434078728672051e-05,3.569138635433384e-09,0.0,8.064822968175837e-09
1758,1.2434242957429628e-05,0.0,0.0,8.064822968175837e-09
1759,1.3230546236237778e-05,0.0,0.0,1.1543617871114163e-08
1760,1.362072024286525e-05,0.0,0.0,6.514265444528584e-09
1761,1.4155864716615594e-05,0.0,0.0,9.289832902936723e-09
1762,1.3841047153359146e-05,0.0,0.0,9.289832902936723e-09
1763,1.4308189617752629e-05,0.0,0.0,6.254362361346466e-09
1764,1.4242460825438944e-05,0.0,0.0,6.254362361346466e-09
1765,1.455098429557568e-05,0.0,0.0,6.254362361346466e-09
1766,1.4729430014475448e-05,3.4010521383314493e-09,0.0,2.7755674584081393e-09
1767,1.4855428292191522e-05,3.4010521383314493e-09,0.0,2.7755674584081393e-09
1768,1.4765167959142542e-05,3.4010521383314493e-09,0.0,0.0
1769,1.5554386014368253e-05,3.4010521383314493e-09,0.0,0.0
1770,1.531045680686865e-05,3.4010521383314493e-09,0.0,0.0
1771,1.5857868025445248e-05,3.4010521383314493e-09,0.0,0.0
1772,1.5658167675220674e-05,3.4010521383314493e-09,0.0,0.0
1773,1.5922039373046054e-05,0.0,0.0,0.0
1774,1.5964788612369114e-05,0.0,0.0,2.672463139674619e-09
1775,1.6459064032200592e-05,0.0,0.0,2.672463139674619e-09
1776,1.7124170491505148e-05,0.0,0.0,2.672463139674619e-09
1777,1.8290739327702405e-05,0.0,0.0,2.672463139674619e-09
1778,1.8012010124428862e-05,0.0,0.0,2.672463139674619e-09
1779,1.9150417106824795e-05,0.0,0.0,2.672463139674619e-09
1780,2.034385085737865e-05,0.0,0.0,2.672463139674619e-09
1781,2.085327235233438e-05,1.9125168750276445e-09,0.0,0.0
1782,2.1470371783444924e-05,1.9125168750276445e-09,0.0,4.316266962892509e-09
1783,2.1375664541015533e-05,1.9125168750276445e-09,0.0,6.4908660034136895e-09
1784,2.1607429256878925e-05,1.9125168750276445e-09,0.0,8.155338119105896e-09
1785,2.2560506684905185e-05,1.9125168750276445e-09,0.0,8.155338119105896e-09
1786,2.3167113925280448e-05,1.9125168750276445e-09,0.0,8.155338119105896e-09
1787,2.2607108673712772e-05,1.9125168750276445e-09,0.0,8.155338119105896e-09
1788,2.3656250050407834e-05,0.0,0.0,2.514051506657162e-08
1789,2.4576461977890824e-05,0.0,0.0,2.5477787371893816e-08
1790,2.527747762672204e-05,0.0,0.0,2.3303188331372634e-08
1791,2.6064172873572845e-05,1.0859662375699892e-09,0.0,3.2498378337615056e-08
1792,2.6686391460576226e-05,2.174228289472272e-09,0.0,3.2498378337615056e-08
1793,2.6199658740162185e-05,2.174228289472272e-09,0.0,3.2498378337615056e-08
1794,2.666919005735378e-05,2.174228289472272e-09,0.0,3.2498378337615056e-08
1795,2.6750181859824806e-05,2.174228289472272e-09,0.0,1.6426473514741247e-08
1796,2.705274528125301e-05,2.174228289472272e-09,0.0,1.1772934246526542e-08
1797,2.7133035993236782e-05,3.308075591235138e-09,0.0,1.1772934246526542e-08
1798,2.6739856756259022e-05,2.2221093536651485e-09,0.0,2.6492422224220847e-09
1799,2.6813408112502657e-05,1.133847301762866e-09,0.0,2.6492422224220847e-09
1800,2.6489773257968148e-05,1.545511211073095e-09,0.0,2.6492422224220847e-09
1801,2.648415258071119e-05,2.474192152744438e-09,0.0,2.6492422224220847e-09
1802,2.6550103419659926e-05,2.474192152744438e-09,0.0,3.906604056120549e-09
1803,2.6095645807799883e-05,3.527191998793049e-09,0.0,5.31060389314624e-09
1804,2.5608029838102603e-05,2.698422247553773e-09,0.0,6.835991709205505e-09
1805,2.5358704338681753e-05,2.958099749277616e-09,0.0,8.735506667229792e-09
1806,2.492650232202972e-05,3.2166498512406096e-09,2.5855010196299387e-10,9.25260687115578e-09
1807,2.4569486673239487e-05,2.804985941930381e-09,2.5855010196299387e-10,1.0089491781733223e-08
1808,2.4487651119540844e-05,2.8177577572817215e-09,4.939132912186648e-10,1.0089491781733223e-08
1809,2.441408573109324e-05,3.3605322175794025e-09,4.939132912186648e-10,7.918857823442847e-09
1810,2.3961234546732157e-05,2.5254700235828e-09,4.939132912186648e-10,6.514857986417155e-09
1811,2.4771022903483493e-05,3.1579282363683856e-09,7.282972320459586e-10,5.458238052012478e-09
1812,2.5103825464611873e-05,4.091792000464929e-09,7.282972320459586e-10,3.255002616648588e-09
1813,2.522838232315345e-05,3.833241898501935e-09,4.697471300829648e-10,2.7379024127226005e-09
1814,2.5871971956803463e-05,5.922823231863106e-09,4.697471300829648e-10,2.945808168825741e-09
1815,2.6006222729587796e-05,4.9813704748404214e-09,2.343839408272938e-10,3.138948878600445e-09
1816,2.5493799902116215e-05,6.910841407073828e-09,4.2455665966960916e-10,3.70946705098772e-09
1817,2.5495225989808595e-05,6.864251326074314e-09,4.2455665966960916e-10,4.223509764145206e-09
1818,2.4519863602888237e-05,6.105750429062442e-09,1.901727188423154e-10,6.082195160215877e-09
1819,2.3922785008575636e-05,4.912209163242056e-09,1.901727188423154e-10,4.649945539725309e-09
1820,2.3520837722961524e-05,6.238781538999863e-09,1.901727188423154e-10,7.303090291240924e-09
1821,2.316631331008726e-05,5.049079995370473e-09,1.901727188423154e-10,6.386853879103427e-09
1822,2.2825662589249468e-05,5.173848896930114e-09,4.3971052196159887e-10,6.318482070888365e-09
1823,2.298838080605492e-05,2.7016035043990273e-09,2.4953780311928343e-10,5.888426666901734e-09
1824,2.299439568430119e-05,2.5302559333465322e-09,2.4953780311928343e-10,6.044984037144121e-09
1825,2.3353488618990275e-05,2.3512210670492297e-09,6.293882082175628e-10,3.717530759418862e-09
1826,2.3752534356650097e-05,2.469719310013322e-09,6.293882082175628e-10,3.717530759418862e-09
1827,2.4324672007683796e-05,1.561429358825401e-09,6.293882082175628e-10,1.064386007903246e-09
1828,2.4977336839323732e-05,6.615495690936208e-10,6.293882082175628e-10,9.35831753360158e-10
1829,2.5549896236043423e-05,7.476035029136646e-10,3.798504050982794e-10,8.110628518005164e-10
1830,2.6113257782916272e-05,1.1288216710576243e-09,3.798504050982794e-10,7.659046254358617e-10
1831,2.6578027765416274e-05,1.221716331275705e-09,4.727450653163601e-10,9.530454203598993e-11
1832,2.663353604605488e-05,1.6474636416979089e-09,9.289466021808072e-11,1.8045400094836494e-10
1833,2.7174157107115855e-05,1.611443661048944e-09,9.289466021808072e-11,8.402800994693799e-10
1834,2.7295330905222466e-05,1.4423418174100026e-09,1.7595485386172934e-10,8.402800994693799e-10
1835,2.7096299163531512e-05,1.6936920278963287e-09,1.7595485386172934e-10,1.67811409212959e-09
1836,2.697711533983238e-05,1.4828691925166432e-09,2.51016033355914e-10,2.653909409693662e-09
1837,2.661380520813899e-05,1.2565338452270274e-09,2.51016033355914e-10,2.558604867657672e-09
1838,2.6725992678880823e-05,1.6215936847276323e-09,1.581213731378333e-10,3.1692108461354808e-09
1839,2.683202494933669e-05,1.650534978533561e-09,3.0968424650065375e-10,3.311405689337172e-09
1840,2.6685538874257224e-05,2.2483303948764697e-09,3.0968424650065375e-10,2.651579590816157e-09
1841,2.686891457415186e-05,2.6289483130120014e-09,2.9660166386439156e-10,2.651579590816157e-09
1842,2.6927114959107712e-05,2.924937038604826e-09,2.9660166386439156e-10,2.361084534235098e-09
1843,2.7256230688570732e-05,3.1216606284039425e-09,2.8711501430324557e-10,1.5164382765371037e-09
1844,2.7770814215598095e-05,2.9667778075495985e-09,2.8711501430324557e-10,1.583221133559322e-09
1845,2.7959396902588196e-05,2.508823307830913e-09,2.8711501430324557e-10,9.726151550815132e-10
1846,2.8370928703225218e-05,2.0541347036027803e-09,2.00772640576322e-10,7.45270852967447e-10
1847,2.8545031714851836e-05,1.4950719551265479e-09,2.00772640576322e-10,1.6543528055404773e-09
1848,2.8669953410696636e-05,8.652734560600704e-10,1.3079502956893562e-10,2.037166522774113e-09
1849,2.911171681522059e-05,1.1240275535736747e-09,1.8453456619914122e-10,3.6394091787858176e-09
1850,2.9379323677858338e-05,9.273039637745586e-10,1.1896003626610252e-10,3.6981397547438834e-09
1851,2.9379388641765608e-05,1.1594469352869753e-09,1.1896003626610252e-10,5.163500579489064e-09
1852,2.9578039435104335e-05,1.260570076893381e-09,1.1896003626610252e-10,5.517431559251154e-09
1853,2.983741407141289e-05,1.308829417861241e-09,5.3739536630205616e-11,6.820433709872223e-09
1854,2.9952227902997818e-05,1.3391240735341876e-09,5.3739536630205616e-11,7.729418724114875e-09
1855,3.0233451980166137e-05,2.126650308234953e-09,5.3739536630205616e-11,8.659148731382516e-09
1856,3.043447421597583e-05,1.6187501101454821e-09,0.0,6.857458759565052e-09
1857,3.042999300565238e-05,1.811287017198079e-09,0.0,7.148921391372401e-09
1858,3.0650621088820375e-05,1.5791440456856621e-09,5.7603513229206473e-11,6.7112444490646794e-09
1859,3.0625360523117706e-05,1.5389502925979214e-09,5.7603513229206473e-11,6.479172246339918e-09
1860,3.063932672375813e-05,1.6126813693974539e-09,5.7603513229206473e-11,5.176170095718849e-09
1861,3.116900786283493e-05,1.7436091935353814e-09,5.7603513229206473e-11,3.41458980931567e-09
1862,3.1428471629624255e-05,1.4018291289679447e-09,5.7603513229206473e-11,3.940748989033389e-09
1863,3.160446197268486e-05,1.1036362934646604e-09,1.5307927544608698e-10,3.831546770337115e-09
1864,3.1896030642591154e-05,9.581945078654793e-10,1.5307927544608698e-10,4.668867903401264e-09
1865,3.231160163912656e-05,1.0908741608441274e-09,9.547576221688051e-11,4.901197741309054e-09
1866,3.255407032806293e-05,1.0741843922293777e-09,1.397153821207959e-10,5.265974775284629e-09
1867,3.276174330884325e-05,1.0818313467275686e-09,1.397153821207959e-10,5.654886884151214e-09
1868,3.246246706112288e-05,1.023456422785277e-09,1.397153821207959e-10,7.0323745398377065e-09
1869,3.240845035179518e-05,5.777102526519481e-10,1.397153821207959e-10,5.3916010703655306e-09
1870,3.2236855206844795e-05,7.466560940956007e-10,4.4239619903915386e-11,5.195148129149325e-09
1871,3.208300664222666e-05,1.2676258693516169e-09,8.481568225526814e-11,3.99821291154266e-09
1872,3.1540476941570106e-05,1.1758979266497859e-09,1.2576739253208506e-10,3.531402257918513e-09
1873,3.1368440561761546e-05,1.4437283273644702e-09,1.2053652520549463e-10,3.3958452319967793e-09
1874,3.112874972950002e-05,1.6717573912496319e-09,1.2053652520549463e-10,3.4838216835174153e-09
1875,3.110421104273493e-05,1.7686191479602898e-09,1.606515555506251e-10,2.4108826125944306e-09
1876,3.1001461008729946e-05,1.9219470856083174e-09,1.606515555506251e-10,2.826264928439721e-09
1877,3.098682022287643e-05,1.822904589181868e-09,1.606515555506251e-10,2.7840284680788076e-09
1878,3.106184937808264e-05,1.4362664866953067e-09,1.2007549319927235e-10,3.1702953278462634e-09
1879,3.1283170496213385e-05,1.569883849900882e-09,7.912378292245542e-11,3.287896177539551e-09
1880,3.1404763181594065e-05,1.2907005127381156e-09,1.3877507873008962e-10,3.2985709084800062e-09
1881,3.175253888392555e-05,1.0908620495004534e-09,2.6503746023262155e-10,3.5792566688286342e-09
1882,3.184383188324448e-05,8.347609647169867e-10,2.573320088762797e-10,3.5423172014706748e-09
1883,3.2263502362184227e-05,8.741687909255954e-10,2.8945463684656604e-10,4.2460332075730125e-09
1884,3.266671254615565e-05,1.1093745267658812e-09,3.1996554413929855e-10,5.588513112592912e-09
1885,3.30696306524e-05,1.073064127634003e-09,3.4898882196797235e-10,5.748053430057862e-09
1886,3.3366582751373895e-05,1.2295584530689192e-09,4.5934328563035365e-10,5.984365733116956e-09
1887,3.381064795706022e-05,1.307207643717691e-09,4.1595117429769704e-10,6.6450690664307135e-09
1888,3.3966079562170694e-05,1.2573910404941761e-09,3.1669163521755705e-10,6.076514640669066e-09
1889,3.4362331332106676e-05,1.271084570930725e-09,2.8428205622876845e-10,6.406691225154962e-09
1890,3.4399939197880614e-05,1.2554186420591203e-09,2.774551184041891e-10,5.1908462290433425e-09
1891,3.485028355498798e-05,1.0783348182639786e-09,2.725492629204343e-10,4.411677436065377e-09
1892,3.497246195495661e-05,1.068047919946683e-09,2.6599756722652957e-10,4.8003064380606835e-09
1893,3.532305033461723e-05,9.676012530895101e-10,2.4788979797423545e-10,4.116825864335689e-09
1894,3.5588222090154886e-05,9.675242432624236e-10,1.926218609219329e-10,3.801305746366422e-09
1895,3.610703944494682e-05,1.3676218570322719e-09,1.6561901849954097e-10,4.141566026635449e-09
