ngram,property,proprty,propeerty,proprty
1599,0.0001374448035806251,0.0,0.0,0.0
1600,0.0001483777323301183,0.0,0.0,0.0
1601,0.00015102475611326684,0.0,0.0,0.0
1602,0.00016296445067252665,0.0,0.0,0.0
1603,0.00016190363320285023,0.0,0.0,0.0
1604,0.00016767103482249825,0.0,0.0,0.0
1605,0.00012517335419813338,0.0,0.0,0.0
1606,5.00344037521115e-05,0.0,0.0,0.0
1607,3.672209803491049e-05,0.0,0.0,0.0
1608,3.20560937845065e-05,0.0,0.0,0.0
1609,1.99695009541756e-05,0.0,0.0,0.0
1610,1.9684839108841906e-05,0.0,0.0,0.0
1611,3.16612805022487e-05,0.0,0.0,0.0
1612,3.206266208215831e-05,0.0,0.0,0.0
1613,2.9974633751602857e-05,0.0,0.0,0.0
1614,3.2194624371381254e-05,0.0,0.0,0.0
1615,3.272000938230641e-05,0.0,0.0,0.0
1616,3.629040773083554e-05,0.0,0.0,0.0
1617,3.801607947804898e-05,0.0,0.0,0.0
1618,3.366429804633039e-05,0.0,0.0,0.0
1619,3.4163778114556666e-05,0.0,0.0,0.0
1620,3.467064522867856e-05,0.0,0.0,0.0
1621,3.223941153659585e-05,0.0,0.0,0.0
1622,3.2966787590079806e-05,0.0,0.0,0.0
1623,3.32217345463245e-05,0.0,0.0,0.0
1624,3.734190236822802e-05,0.0,0.0,0.0
1625,1.938483066104319e-05,0.0,0.0,0.0
1626,2.5616489697962868e-05,0.0,0.0,0.0
1627,2.8144612640192334e-05,0.0,0.0,0.0
1628,3.199863775600014e-05,0.0,0.0,0.0
1629,3.304866238197844e-05,0.0,0.0,0.0
1630,2.9331111168825634e-05,0.0,0.0,0.0
1631,2.7608822360239822e-05,0.0,0.0,0.0
1632,3.066928034708586e-05,0.0,0.0,0.0
1633,2.8071664733683326e-05,0.0,0.0,0.0
1634,2.984840473020865e-05,0.0,0.0,0.0
1635,2.8093356442176237e-05,0.0,0.0,0.0
1636,2.757120384038509e-05,0.0,0.0,0.0
1637,3.146412226279998e-05,0.0,0.0,0.0
1638,3.3273276650496495e-05,0.0,0.0,0.0
1639,3.5274337018823386e-05,0.0,0.0,0.0
1640,3.2635011978397544e-05,0.0,0.0,0.0
1641,2.7614831456698346e-05,0.0,0.0,0.0
1642,3.16734905417044e-05,0.0,0.0,0.0
1643,3.205575506269399e-05,0.0,0.0,0.0
1644,3.756643075446066e-05,0.0,0.0,0.0
1645,3.911938620149158e-05,0.0,0.0,0.0
1646,3.663995708588378e-05,0.0,0.0,0.0
1647,3.8647760188073986e-05,0.0,0.0,0.0
1648,4.6042867325013503e-05,0.0,0.0,0.0
1649,4.122744394408073e-05,0.0,0.0,0.0
1650,4.035000555242212e-05,0.0,0.0,0.0
1651,3.511493118172179e-05,0.0,0.0,0.0
1652,3.4794775534205004e-05,0.0,0.0,0.0
1653,3.4358626050691653e-05,0.0,0.0,0.0
1654,3.5131952764848915e-05,0.0,0.0,0.0
1655,2.8889009887019972e-05,0.0,0.0,0.0
1656,3.0047134454694708e-05,0.0,0.0,0.0
1657,3.0682752757067124e-05,0.0,0.0,0.0
1658,4.1843664283598105e-05,0.0,0.0,0.0
1659,3.908628423232585e-05,0.0,0.0,0.0
1660,4.3792029048615533e-05,0.0,0.0,0.0
1661,4.260619321680029e-05,0.0,0.0,0.0
1662,4.320868668271162e-05,0.0,0.0,0.0
1663,4.398340440405134e-05,0.0,0.0,0.0
1664,4.9631988596437236e-05,0.0,0.0,0.0
1665,3.5247823559205115e-05,0.0,0.0,0.0
1666,3.2909412376674095e-05,0.0,0.0,0.0
1667,5.005965886084596e-05,0.0,0.0,0.0
1668,4.8213083963284067e-05,0.0,0.0,0.0
1669,4.589711456251929e-05,0.0,0.0,0.0
1670,4.4135211672775245e-05,0.0,0.0,0.0
1671,3.818754482511265e-05,0.0,0.0,0.0
1672,3.898745230149611e-05,0.0,0.0,0.0
1673,3.9140863009379245e-05,0.0,0.0,0.0
1674,1.6690586822473312e-05,0.0,0.0,0.0
1675,1.6259183861880695e-05,0.0,0.0,0.0
1676,1.723253067861411e-05,0.0,0.0,0.0
1677,1.7132124282527782e-05,0.0,0.0,0.0
1678,1.773854988381832e-05,0.0,0.0,0.0
1679,1.669976648242612e-05,0.0,0.0,0.0
1680,1.5942163502456553e-05,0.0,0.0,0.0
1681,1.5024109546045241e-05,0.0,0.0,0.0
1682,1.6705094822100364e-05,0.0,0.0,0.0
1683,1.4932227843798631e-05,0.0,0.0,0.0
1684,1.6198602159939973e-05,0.0,0.0,0.0
1685,1.3699203658948786e-05,0.0,0.0,0.0
1686,1.4810356333327945e-05,0.0,0.0,0.0
1687,1.5277391087563175e-05,0.0,0.0,0.0
1688,1.6566047244331067e-05,0.0,0.0,0.0
1689,1.4355104732593255e-05,0.0,0.0,0.0
1690,1.7652451398524655e-05,0.0,0.0,0.0
1691,1.5808176483135738e-05,0.0,0.0,0.0
1692,1.5861811984255576e-05,0.0,0.0,0.0
1693,1.4467177996786112e-05,0.0,0.0,0.0
1694,1.4187318681381709e-05,0.0,0.0,0.0
1695,1.2678319243215291e-05,0.0,0.0,0.0
1696,1.4469948057792084e-05,0.0,0.0,0.0
1697,1.4690497924415727e-05,0.0,0.0,0.0
1698,3.527637857457323e-05,0.0,0.0,0.0
1699,3.55539659072487e-05,0.0,0.0,0.0
1700,3.543837367812687e-05,0.0,0.0,0.0
1701,3.438323548315176e-05,0.0,0.0,0.0
1702,3.371877580450798e-05,0.0,0.0,0.0
1703,3.320843597975909e-05,0.0,0.0,0.0
1704,2.95044997074001e-05,0.0,0.0,0.0
1705,9.352607581344533e-06,0.0,0.0,0.0
1706,1.0996368083786884e-05,0.0,0.0,0.0
1707,1.0154677543791227e-05,0.0,0.0,0.0
1708,9.690109014367668e-06,0.0,0.0,0.0
1709,9.308616589415969e-06,0.0,0.0,0.0
1710,1.1369468958426815e-05,0.0,0.0,0.0
1711,1.0844167653496178e-05,0.0,0.0,0.0
1712,9.34425595135378e-06,0.0,0.0,0.0
1713,7.983296524928716e-06,0.0,0.0,0.0
1714,8.61234135689821e-06,0.0,0.0,0.0
1715,9.348270038702009e-06,0.0,0.0,0.0
1716,9.443390841365076e-06,0.0,0.0,0.0
1717,5.278587618054839e-06,0.0,0.0,0.0
1718,5.879828222532524e-06,0.0,0.0,0.0
1719,6.425100829281811e-06,0.0,0.0,0.0
1720,5.9716574989059675e-06,0.0,0.0,0.0
1721,5.890502247244253e-06,0.0,0.0,0.0
1722,1.3433118445911013e-05,0.0,0.0,0.0
1723,1.4002983204721073e-05,0.0,0.0,0.0
1724,1.4413302908776262e-05,0.0,0.0,0.0
1725,1.561120513672774e-05,0.0,0.0,0.0
1726,1.5751818994301304e-05,0.0,0.0,0.0
1727,1.734089158032605e-05,0.0,0.0,0.0
1728,1.8201407913563473e-05,0.0,0.0,0.0
1729,1.0796636485922915e-05,0.0,0.0,0.0
1730,1.1335053841321496e-05,0.0,0.0,0.0
1731,1.1490580553592216e-05,0.0,0.0,0.0
1732,1.0018822844618366e-05,0.0,0.0,0.0
1733,1.0208921854168043e-05,0.0,0.0,0.0
1734,1.1061175557967675e-05,0.0,0.0,0.0
1735,1.0915517252994635e-05,0.0,0.0,0.0
1736,1.1043627767191668e-05,0.0,0.0,0.0
1737,1.0632039577883137e-05,0.0,0.0,0.0
1738,1.4913274883708385e-05,0.0,0.0,0.0
1739,1.5380714103230275e-05,0.0,0.0,0.0
1740,1.533861918038123e-05,0.0,0.0,0.0
1741,1.415412992043587e-05,0.0,0.0,0.0
1742,1.5209875657871765e-05,0.0,0.0,0.0
1743,1.6413190028937868e-05,0.0,0.0,0.0
1744,1.6990142285067122e-05,0.0,0.0,0.0
1745,1.3829836851592908e-05,0.0,0.0,0.0
1746,1.4595026576509034e-05,0.0,0.0,0.0
1747,1.785318376538011e-05,0.0,0.0,0.0
1748,2.242366125366451e-05,0.0,0.0,0.0
1749,2.4083190250426662e-05,0.0,0.0,0.0
1750,2.6700898680636393e-05,0.0,0.0,0.0
1751,3.257453006101839e-05,0.0,0.0,0.0
1752,3.8758215721048017e-05,0.0,0.0,0.0
1753,4.465310095318793e-05,0.0,0.0,0.0
1754,4.661247788005442e-05,0.0,0.0,0.0
1755,4.7480482472954986e-05,0.0,0.0,0.0
1756,5.0763020096513045e-05,0.0,0.0,0.0
1757,5.3618311150265594e-05,0.0,0.0,0.0
1758,5.3811281499552675e-05,0.0,0.0,0.0
1759,5.3285391394248495e-05,0.0,0.0,0.0
1760,5.312560824677348e-05,0.0,0.0,0.0
1761,5.751422941102646e-05,0.0,0.0,0.0
1762,5.746092730467873e-05,0.0,0.0,0.0
1763,5.780350797327368e-05,0.0,0.0,0.0
1764,6.547257622254879e-05,0.0,0.0,0.0
1765,7.039252886897884e-05,0.0,0.0,0.0
1766,7.438613153811145e-05,0.0,0.0,0.0
1767,7.769380005941327e-05,0.0,0.0,0.0
1768,8.018361508480407e-05,0.0,0.0,0.0
1769,8.356226369089979e-05,0.0,0.0,0.0
1770,8.812558891284945e-05,0.0,0.0,0.0
1771,8.877445985230484e-05,0.0,0.0,0.0
1772,9.111622577100726e-05,0.0,0.0,0.0
1773,9.31845185862455e-05,0.0,0.0,0.0
1774,9.84262244725999e-05,0.0,0.0,0.0
1775,9.852637698973663e-05,0.0,0.0,0.0
1776,9.795456052026046e-05,0.0,0.0,0.0
1777,9.787920030898281e-05,0.0,0.0,0.0
1778,9.377900382137991e-05,0.0,0.0,0.0
1779,9.311123618057795e-05,0.0,0.0,0.0
1780,9.583702090562188e-05,0.0,0.0,0.0
1781,9.246395243930497e-05,0.0,0.0,0.0
1782,9.236559604427644e-05,0.0,0.0,0.0
1783,9.665293535882873e-05,0.0,0.0,0.0
1784,0.00010078023063085441,0.0,0.0,0.0
1785,0.00010679051255075527,0.0,0.0,0.0
1786,0.00010985865602768692,0.0,0.0,0.0
1787,0.00011057429115421005,0.0,0.0,0.0
1788,0.00012823480626268844,0.0,0.0,0.0
1789,0.00013664491208536283,0.0,0.0,0.0
1790,0.00014591197395930067,0.0,0.0,0.0
1791,0.0001549996907540065,0.0,0.0,0.0
1792,0.00015925231543535898,0.0,0.0,0.0
1793,0.0001608518328534306,9.860221210950775e-10,0.0,9.860221210950775e-10
1794,0.00016208946180995554,9.860221210950775e-10,0.0,9.860221210950775e-10
1795,0.00015167728581997965,9.860221210950775e-10,0.0,9.860221210950775e-10
1796,0.00015169115171634724,9.860221210950775e-10,0.0,9.860221210950775e-10
1797,0.00014910376713877277,1.5529457719765105e-09,0.0,1.5529457719765105e-09
1798,0.00014233142636450275,1.5529457719765105e-09,0.0,1.5529457719765105e-09
1799,0.00014138304478754954,1.5529457719765105e-09,0.0,1.5529457719765105e-09
1800,0.0001401946459996647,5.66923650881433e-10,0.0,5.66923650881433e-10
1801,0.0001401018796189289,5.66923650881433e-10,0.0,5.66923650881433e-10
1802,0.00013743519541873996,1.0010504488836398e-09,0.0,1.0010504488836398e-09
1803,0.00013416357770828263,1.0010504488836398e-09,0.0,1.0010504488836398e-09
1804,0.00013247437683665858,7.392043485257968e-10,0.0,7.392043485257968e-10
1805,0.0001312160207557359,7.392043485257968e-10,0.0,7.392043485257968e-10
1806,0.00012761920308029012,7.392043485257968e-10,0.0,7.392043485257968e-10
1807,0.00012554984381755015,9.48425576170158e-10,0.0,9.48425576170158e-10
1808,0.00012735663455844457,9.48425576170158e-10,0.0,9.48425576170158e-10
1809,0.00013000505818386694,5.142987781679511e-10,0.0,5.142987781679511e-10
1810,0.00013185674158324088,1.1681117184636491e-09,0.0,1.1681117184636491e-09
1811,0.00013369688947152878,8.630341679400593e-10,0.0,8.630341679400593e-10
1812,0.00013841854316914187,8.630341679400593e-10,0.0,8.630341679400593e-10
1813,0.00014426697453018278,8.630341679400593e-10,0.0,8.630341679400593e-10
1814,0.00015393199906351844,8.62771076803881e-10,2.0895813650818289e-10,8.62771076803881e-10
1815,0.00015589024821695472,8.62771076803881e-10,2.0895813650818289e-10,8.62771076803881e-10
1816,0.00016126236213105067,1.0529437956461963e-09,2.0895813650818289e-10,1.0529437956461963e-09
1817,0.00016184087975748947,3.9913085535049827e-10,2.0895813650818289e-10,3.9913085535049827e-10
1818,0.00016016173010159816,3.9913085535049827e-10,2.0895813650818289e-10,3.9913085535049827e-10
1819,0.00015933087602856437,3.9913085535049827e-10,2.0895813650818289e-10,3.9913085535049827e-10
1820,0.00015789167913940867,5.465277912770311e-10,2.0895813650818289e-10,5.465277912770311e-10
1821,0.00015448230468401953,4.661239093119361e-10,0.0,4.661239093119361e-10
1822,0.00015395405353046954,7.156617124312195e-10,0.0,7.156617124312195e-10
1823,0.00015306726605298797,6.659517619895488e-10,0.0,6.659517619895488e-10
1824,0.00015628814747157906,8.000717786695231e-10,0.0,8.000717786695231e-10
1825,0.00016130596382676491,8.000717786695231e-10,0.0,8.000717786695231e-10
1826,0.00016418351567283805,1.037068264597707e-09,0.0,1.037068264597707e-09
1827,0.0001664874642821295,8.896713286711742e-10,0.0,8.896713286711742e-10
1828,0.00017214592038986405,7.611170741280862e-10,0.0,7.611170741280862e-10
1829,0.0002021272458867835,5.1496814907585934e-09,7.027427845989515e-11,5.1496814907585934e-09
1830,0.00020598964848821715,5.199827806429929e-09,7.027427845989515e-11,5.199827806429929e-09
1831,0.00021002202993258834,5.344391786264526e-09,7.027427845989515e-11,5.344391786264526e-09
1832,0.00021288314642983356,5.429541245176901e-09,7.027427845989515e-11,5.429541245176901e-09
1833,0.00021710036838028048,5.5224578085092244e-09,7.027427845989515e-11,5.5224578085092244e-09
1834,0.0002205769789205598,5.605518002152873e-09,7.027427845989515e-11,5.605518002152873e-09
1835,0.00022068870644683817,5.689301403004927e-09,7.027427845989515e-11,5.689301403004927e-09
1836,0.00019608724271945124,1.051199183255136e-09,0.0,1.051199183255136e-09
1837,0.00019363200824175562,1.1703557408918437e-09,0.0,1.1703557408918437e-09
1838,0.00019264424294565937,9.679974916869988e-10,0.0,9.679974916869988e-10
1839,0.00019071389189256088,1.2617552241118396e-09,0.0,1.2617552241118396e-09
1840,0.0001885855391654851,1.083014106966524e-09,0.0,1.083014106966524e-09
1841,0.00018605872797447124,9.999539133228756e-10,0.0,9.999539133228756e-10
1842,0.0001850545169353219,1.2202477203285662e-09,0.0,1.2202477203285662e-09
1843,0.00018707350786176642,1.4169713101276825e-09,0.0,1.4169713101276825e-09
1844,0.00018927961770844246,1.4411199614602514e-09,0.0,1.4411199614602514e-09
1845,0.00019095266595416303,1.698488048619749e-09,0.0,1.698488048619749e-09
1846,0.00019615501306751476,1.7109038630280793e-09,0.0,1.7109038630280793e-09
1847,0.00019829076232521662,2.105181140521495e-09,0.0,2.105181140521495e-09
1848,0.00020303108820891275,2.378619523568659e-09,0.0,2.378619523568659e-09
1849,0.00020436691037113114,2.504458608752559e-09,0.0,2.504458608752559e-09
1850,0.0002091381507593074,2.6874942906017297e-09,4.746990895603582e-11,2.6874942906017297e-09
1851,0.0002102216406326209,2.7250087583244718e-09,4.746990895603582e-11,2.7250087583244718e-09
1852,0.0002103047736454755,2.694684348674465e-09,4.746990895603582e-11,2.694684348674465e-09
1853,0.00020809621491935104,2.5446580398380547e-09,4.746990895603582e-11,2.5446580398380547e-09
1854,0.00020885159028694034,2.2012162727490038e-09,9.797176958592502e-11,2.2012162727490038e-09
1855,0.00020989653005796884,2.400293630522299e-09,9.797176958592502e-11,2.400293630522299e-09
1856,0.0002112274440670652,2.169172555862734e-09,9.797176958592502e-11,2.169172555862734e-09
1857,0.0002080275319583182,2.367024005372238e-09,5.05018606298892e-11,2.367024005372238e-09
1858,0.00021118389434247677,3.0900619840679155e-09,5.05018606298892e-11,3.0900619840679155e-09
1859,0.00021300794365483204,3.2131982788793525e-09,5.05018606298892e-11,3.2131982788793525e-09
1860,0.0002154685353161767,3.215882417505002e-09,5.05018606298892e-11,3.215882417505002e-09
1861,0.00021825119204420065,3.748201796557485e-09,0.0,3.748201796557485e-09
1862,0.00021692880129973804,3.6099956833370227e-09,0.0,3.6099956833370227e-09
1863,0.0002210920086197023,4.079530808403271e-09,4.7737881108440257e-11,4.079530808403271e-09
1864,0.00022273020087076084,4.0670615446864696e-09,9.4833002561856e-11,4.0670615446864696e-09
1865,0.0002241529437014833,3.4148603310159486e-09,9.4833002561856e-11,3.4148603310159486e-09
1866,0.00022683864309718565,3.519230050232279e-09,9.4833002561856e-11,3.519230050232279e-09
1867,0.00023201911868194917,3.880223634463878e-09,9.4833002561856e-11,3.880223634463878e-09
1868,0.00023531095939688385,3.549202106814927e-09,1.396447005649496e-10,3.549202106814927e-09
1869,0.00024158700710229044,3.84826665771649e-09,1.79230586721297e-10,3.84826665771649e-09
1870,0.0002441830999617066,3.6445373703080416e-09,1.3149270561285675e-10,3.6445373703080416e-09
1871,0.0002491752051615289,3.4851565443107445e-09,8.4397584159441e-11,3.4851565443107445e-09
1872,0.0002507463484237503,3.4933598236364105e-09,1.253492944362579e-10,3.4933598236364105e-09
1873,0.00025367104431747327,3.82067694942074e-09,1.6435804701358288e-10,3.82067694942074e-09
1874,0.0002552042465790042,3.732331808693954e-09,1.6435804701358288e-10,3.732331808693954e-09
1875,0.0002595515564150576,3.770291856497465e-09,1.5966137935561975e-10,3.770291856497465e-09
1876,0.0002613092864131821,4.210213289113085e-09,1.2007549319927235e-10,4.210213289113085e-09
1877,0.0002636773445244346,4.339790653824187e-09,1.2007549319927235e-10,4.339790653824187e-09
1878,0.0002670151672126459,4.804878685403326e-09,1.5636085283686286e-10,4.804878685403326e-09
1879,0.00027137823469404666,5.192341382250934e-09,1.1540914256004596e-10,5.192341382250934e-09
1880,0.00027422930829093924,4.663015656143037e-09,1.4217375689438783e-10,4.663015656143037e-09
1881,0.0002774475433398038,4.840829483297528e-09,1.4217375689438783e-10,4.840829483297528e-09
1882,0.00027844410007154304,5.0153461701134864e-09,1.0205872654925737e-10,5.0153461701134864e-09
1883,0.00028824087348766625,4.520257882286874e-09,1.3418135451954376e-10,4.520257882286874e-09
1884,0.0002946941988609199,4.7193630590771e-09,1.3418135451954376e-10,4.7193630590771e-09
1885,0.00029779069258698395,4.370933393005316e-09,1.2691927271062704e-10,4.370933393005316e-09
1886,0.0002996453217097691,4.30548314460972e-09,1.5450788862622237e-10,4.30548314460972e-09
1887,0.00030324577736402195,4.943805174763481e-09,1.4400245876685806e-10,4.943805174763481e-09
1888,0.00030492397906657843,4.627401858517796e-09,1.4400245876685806e-10,4.627401858517796e-09
1889,0.0003065520223961877,5.110797467773003e-09,1.7017335358320603e-10,5.110797467773003e-09
1890,0.0003005638884912644,5.215573782381609e-09,1.3805072561291964e-10,5.215573782381609e-09
1891,0.00029922061366960406,5.2928619265202315e-09,1.3805072561291964e-10,5.2928619265202315e-09
1892,0.00030130381180372624,5.916493675936099e-09,1.9891377632332207e-10,5.916493675936099e-09
1893,0.00030206518463923464,5.9511710163003986e-09,1.7132516040772672e-10,5.9511710163003986e-09
1894,0.0003026368961270366,6.110662610834896e-09,1.8233254192193523e-10,6.110662610834896e-09
1895,0.0003028952425146209,6.72766959602151e-09,1.8233254192193523e-10,6.72766959602151e-09
1896,0.00030168537549408417,6.3455676903499486e-09,1.755420729411737e-10,6.3455676903499486e-09
1897,0.0003014560996754361,6.535691543518851e-09,3.7988637632427723e-10,6.535691543518851e-09
1898,0.0003035179854902838,6.296455674308683e-09,3.7988637632427723e-10,6.296455674308683e-09
1899,0.00029787553856814545,6.316094948642461e-09,2.9000004778520095e-10,6.316094948642461e-09
1900,0.00029801019367628863,6.9003729079903616e-09,3.2614125685829064e-10,6.9003729079903616e-09
1901,0.0002964354935102165,6.681936845101941e-09,3.7982274468463725e-10,6.681936845101941e-09
1902,0.00029897914334599463,6.9782619048299105e-09,5.520056475408605e-10,6.9782619048299105e-09
1903,0.0003077169697332595,8.030431240614786e-09,7.876515392294234e-10,8.030431240614786e-09
1904,0.00031149425194598734,8.29879301785955e-09,5.833072358463198e-10,8.29879301785955e-09
1905,0.0003102495642711541,9.359858919667983e-09,6.138009604552051e-10,9.359858919667983e-09
1906,0.0003177107012431536,9.652577657805393e-09,8.310107661525987e-10,9.652577657805393e-09
1907,0.00032086934827800306,9.535706192918627e-09,7.948695570795092e-10,9.535706192918627e-09
1908,0.0003253255729630057,1.0809649937064997e-08,6.886372047995185e-10,1.0809649937064997e-08
1909,0.0003275352397135326,1.143383838402607e-08,7.36950447095224e-10,1.143383838402607e-08
1910,0.0003231270945564445,1.1771998487120072e-08,5.783413609128374e-10,1.1771998487120072e-08
1911,0.0003277527991615768,1.2433682401129836e-08,6.202751586169088e-10,1.2433682401129836e-08
1912,0.00033561900324587313,1.2456559466451317e-08,7.050942964413411e-10,1.2456559466451317e-08
1913,0.0003370300068386963,1.2671007227587389e-08,6.308636747918785e-10,1.2671007227587389e-08
1914,0.00034033667179755867,1.341351766167723e-08,7.477955913223358e-10,1.341351766167723e-08
1915,0.0003406741889193654,1.285707921080562e-08,7.500098597734706e-10,1.285707921080562e-08
1916,0.0003392904431426099,1.3184246329598994e-08,5.596174396898285e-10,1.3184246329598994e-08
1917,0.00033877697257724194,1.2668934853568966e-08,4.911316769939944e-10,1.2668934853568966e-08
1918,0.00033473994699306786,1.295091627590799e-08,4.923385964789822e-10,1.295091627590799e-08
1919,0.00032909195787007254,1.3110796004411895e-08,4.0543722744170093e-10,1.3110796004411895e-08
1920,0.0003244480342670743,1.3502886808680614e-08,4.0166797269211175e-10,1.3502886808680614e-08
1921,0.00031897426898857314,1.370662834026299e-08,2.847360561616544e-10,1.370662834026299e-08
1922,0.00031674747255497744,1.4423554287442845e-08,2.6879733359765265e-10,1.4423554287442845e-08
1923,0.0003148614944491003,1.4071442170201668e-08,4.3512116528913024e-10,1.4071442170201668e-08
1924,0.0003142982812797917,1.4652864699371548e-08,4.5603275719166957e-10,1.4652864699371548e-08
1925,0.00031171705008351376,1.4822237278825208e-08,4.3589721514842543e-10,1.4822237278825208e-08
1926,0.00030627478346494693,1.452876320838316e-08,4.304086848832307e-10,1.452876320838316e-08
1927,0.0003027016272036625,1.3623473143249093e-08,4.048906527514313e-10,1.3623473143249093e-08
1928,0.0003050924902449229,1.3546747723580665e-08,4.048906527514313e-10,1.3546747723580665e-08
1929,0.0003029569509505693,1.2544219377527303e-08,4.807480445480548e-10,1.2544219377527303e-08
1930,0.0003018187126144767,1.23961572435454e-08,3.387752737068642e-10,1.23961572435454e-08
1931,0.0002961459561317627,1.2609844850836843e-08,3.948642524065349e-10,1.2609844850836843e-08
1932,0.0002942480205092579,1.2223154044477269e-08,3.7185907726071983e-10,1.2223154044477269e-08
