ngram,card,cad,crd,cardd
1548,3.5847444580992615e-06,0.0,0.0,0.0
1549,5.754517847630527e-07,0.0,0.0,0.0
1550,2.1108588758319718e-05,0.0,0.0,0.0
1551,2.083037890900284e-05,0.0,0.0,0.0
1552,2.1551489908233634e-05,0.0,0.0,0.0
1553,2.1551489908233634e-05,0.0,0.0,0.0
1554,2.1551489908233634e-05,0.0,0.0,0.0
1555,2.125424797278746e-05,0.0,0.0,0.0
1556,2.125424797278746e-05,0.0,0.0,0.0
1557,1.9411127336102902e-05,9.345008168436055e-06,0.0,0.0
1558,2.2821370748715708e-05,9.345008168436055e-06,0.0,0.0
1559,2.2100259749484913e-05,9.345008168436055e-06,0.0,0.0
1560,2.2548949995585383e-05,9.345008168436055e-06,0.0,0.0
1561,2.2548949995585383e-05,9.345008168436055e-06,0.0,0.0
1562,2.2548949995585383e-05,9.345008168436055e-06,0.0,0.0
1563,2.300357170627519e-05,9.345008168436055e-06,0.0,0.0
1564,4.31355536940308e-06,0.0,0.0,0.0
1565,9.033119567902759e-07,0.0,0.0,0.0
1566,9.033119567902759e-07,1.9036705063107156e-06,0.0,0.0
1567,4.5462171068980493e-07,1.9036705063107156e-06,0.0,0.0
1568,3.3957030609599315e-06,1.9036705063107156e-06,0.0,0.0
1569,3.3957030609599315e-06,1.9036705063107156e-06,0.0,0.0
1570,2.9410813502701264e-06,1.9036705063107156e-06,0.0,0.0
1571,2.0104042570372777e-05,1.9036705063107156e-06,0.0,0.0
1572,2.0104042570372777e-05,1.9036705063107156e-06,0.0,0.0
1573,2.1362451921699437e-05,0.0,0.0,0.0
1574,2.2451875013627743e-05,0.0,0.0,0.0
1575,2.20253529213161e-05,0.0,0.0,0.0
1576,2.2926713817079352e-05,0.0,0.0,0.0
1577,2.2926713817079352e-05,0.0,0.0,0.0
1578,6.004665708912528e-06,0.0,0.0,0.0
1579,7.298175319192524e-06,0.0,0.0,0.0
1580,6.039765967865865e-06,0.0,0.0,0.0
1581,4.950342875937557e-06,0.0,0.0,0.0
1582,2.4357836179790737e-06,0.0,0.0,0.0
1583,1.5344227222158224e-06,0.0,0.0,0.0
1584,1.5344227222158224e-06,0.0,0.0,0.0
1585,2.048381962335303e-06,0.0,0.0,0.0
1586,2.1926600441344945e-06,0.0,0.0,0.0
1587,2.8848191634876585e-06,0.0,0.0,0.0
1588,2.8848191634876585e-06,0.0,0.0,0.0
1589,4.191904411397575e-06,0.0,0.0,0.0
1590,4.451880061294235e-06,0.0,0.0,0.0
1591,5.251480453288033e-06,0.0,0.0,0.0
1592,4.496608101232726e-06,0.0,0.0,0.0
1593,4.398480768941226e-06,0.0,0.0,0.0
1594,4.209216415672147e-06,0.0,0.0,0.0
1595,4.660013506249275e-06,0.0,0.0,0.0
1596,3.563346483913067e-06,0.0,0.0,0.0
1597,4.271867575360895e-06,0.0,1.2106209266806089e-07,0.0
1598,4.268477693715665e-06,0.0,1.2106209266806089e-07,0.0
1599,4.858033467566461e-06,0.0,1.2106209266806089e-07,0.0
1600,3.7313852772058453e-06,0.0,1.2106209266806089e-07,0.0
1601,3.4238143728414016e-06,0.0,1.2106209266806089e-07,0.0
1602,3.286219453002559e-06,0.0,1.2106209266806089e-07,0.0
1603,3.0758012274288504e-06,0.0,1.2106209266806089e-07,0.0
1604,2.2775748058328257e-06,0.0,0.0,0.0
1605,1.481364295484257e-06,0.0,0.0,0.0
1606,2.0930101365073436e-06,0.0,0.0,0.0
1607,1.8799979670802713e-06,0.0,0.0,0.0
1608,1.6846741053606301e-06,0.0,0.0,0.0
1609,1.371471934622345e-06,0.0,0.0,0.0
1610,1.371471934622345e-06,0.0,0.0,0.0
1611,1.508438442345193e-06,0.0,0.0,0.0
1612,2.3154406270415554e-06,0.0,0.0,0.0
1613,1.4338599742456739e-06,0.0,0.0,0.0
1614,2.0930794692373766e-06,0.0,0.0,0.0
1615,2.474022721798974e-06,3.809432525615973e-07,0.0,0.0
1616,2.8344472541773158e-06,7.413677849399392e-07,0.0,0.0
1617,2.8344472541773158e-06,9.88450454185243e-07,0.0,0.0
1618,2.625687565276686e-06,9.88450454185243e-07,0.0,0.0
1619,2.4938923632232346e-06,9.88450454185243e-07,0.0,0.0
1620,2.3757492288366066e-06,9.88450454185243e-07,0.0,0.0
1621,2.251783736742904e-06,9.88450454185243e-07,0.0,0.0
1622,2.081885708906027e-06,6.075072016236456e-07,0.0,0.0
1623,1.9908753675476224e-06,2.4708266924530366e-07,0.0,0.0
1624,1.9908753675476224e-06,0.0,0.0,0.0
1625,1.892398228976942e-06,4.1532345156675934e-07,0.0,0.0
1626,1.6764348791704314e-06,4.1532345156675934e-07,0.0,0.0
1627,1.4749570514790581e-06,5.750947918516301e-07,0.0,0.0
1628,1.2017495529497474e-06,7.061180440359749e-07,6.55116260921724e-08,0.0
1629,1.1557630159586552e-06,7.886473879027887e-07,6.55116260921724e-08,0.0
1630,1.5763408133092786e-06,8.748963864491088e-07,6.55116260921724e-08,0.0
1631,1.746380771042563e-06,8.748963864491088e-07,6.55116260921724e-08,0.0
1632,1.746380771042563e-06,5.511990691177613e-07,6.55116260921724e-08,0.0
1633,1.6984155146409258e-06,6.882918666763414e-07,6.55116260921724e-08,0.0
1634,1.6984155146409258e-06,5.285205263914707e-07,6.55116260921724e-08,0.0
1635,1.4363690102722363e-06,5.621367011242131e-07,0.0,0.0
1636,1.3581547315360304e-06,4.796073572573992e-07,0.0,0.0
1637,8.87643125224713e-07,5.396786134172414e-07,7.316012735308114e-08,0.0
1638,9.196082747361547e-07,8.090187618238685e-07,7.316012735308114e-08,0.0
1639,1.1532189725065628e-06,7.173926275884566e-07,7.316012735308114e-08,0.0
1640,7.419405960717995e-07,5.802998300298765e-07,7.316012735308114e-08,0.0
1641,9.211068621490475e-07,7.594660961071245e-07,7.316012735308114e-08,0.0
1642,3.1880533291379313e-06,5.948266691900374e-07,7.316012735308114e-08,0.0
1643,3.191531366805326e-06,8.65794017304974e-07,7.316012735308114e-08,0.0
1644,3.1553739177070383e-06,8.111352290792897e-07,0.0,0.0
1645,3.1498361343957574e-06,6.400287426393853e-07,0.0,0.0
1646,2.9162254366253493e-06,7.407671530147906e-07,0.0,0.0
1647,3.332407646082304e-06,8.448127053790293e-07,0.0,0.0
1648,3.336638323097369e-06,7.573449108479378e-07,0.0,0.0
1649,1.1479196310964262e-06,7.573449108479378e-07,0.0,0.0
1650,1.2332777308594295e-06,5.30297699339956e-07,0.0,0.0
1651,1.2219551227384988e-06,6.106365576995034e-07,0.0,0.0
1652,1.081159195694324e-06,5.680742926220514e-07,0.0,0.0
1653,1.6087896515922954e-06,6.934632251289128e-07,0.0,0.0
1654,1.3585401867593255e-06,6.723840450766667e-07,0.0,0.0
1655,1.407555422312206e-06,6.387886181918085e-07,0.0,0.0
1656,1.4199423097644676e-06,6.840959494119099e-07,0.0,0.0
1657,1.3276750629691897e-06,6.957846778732346e-07,0.0,0.0
1658,1.6382154350529682e-06,5.773999873781577e-07,0.0,0.0
1659,1.6468784086295533e-06,5.860629609547427e-07,0.0,3.2167185232927816e-08
1660,1.1994227528638085e-06,5.202852183369291e-07,0.0,3.2167185232927816e-08
1661,1.0334900082398235e-06,4.3731884602493665e-07,0.0,3.2167185232927816e-08
1662,9.634772685071117e-07,4.198156610917587e-07,0.0,3.2167185232927816e-08
1663,1.0699475418667653e-06,4.402033084716095e-07,0.0,3.2167185232927816e-08
1664,1.1044431817351454e-06,3.8459444340332993e-07,0.0,3.2167185232927816e-08
1665,7.100857187327035e-07,4.191620429797435e-07,0.0,3.2167185232927816e-08
1666,6.457513482668478e-07,3.5482767251388783e-07,0.0,0.0
1667,1.1172658998605454e-06,2.918350219260901e-07,0.0,0.0
1668,1.2047723316754855e-06,3.3558823783356016e-07,0.0,0.0
1669,1.1921433481022956e-06,2.949883781054398e-07,0.0,0.0
1670,1.149655085035712e-06,2.6794256768880587e-07,0.0,0.0
1671,1.2272971048332693e-06,5.026037318397616e-07,0.0,0.0
1672,1.3359186823436175e-06,4.3902109934736343e-07,0.0,0.0
1673,1.484375908538433e-06,4.885068400588872e-07,2.4742870355761885e-08,0.0
1674,1.1604002208644358e-06,4.2368041468827347e-07,2.4742870355761885e-08,0.0
1675,1.278804786254893e-06,3.799271987808035e-07,2.4742870355761885e-08,0.0
1676,1.386713393003447e-06,4.2287370912877774e-07,2.4742870355761885e-08,0.0
1677,1.366461512069301e-06,3.8422454094545954e-07,2.4742870355761885e-08,0.0
1678,1.1908291241979896e-06,2.2923766250317256e-07,2.4742870355761885e-08,0.0
1679,1.132454928308237e-06,2.5078059958819464e-07,2.4742870355761885e-08,0.0
1680,1.1469150657766086e-06,2.374987165662138e-07,0.0,0.0
1681,1.0534564864883578e-06,2.720957346420099e-07,0.0,0.0
1682,9.886727241337212e-07,3.3257883355223126e-07,0.0,0.0
1683,8.192625752404378e-07,3.779012363988191e-07,0.0,0.0
1684,8.018041017164381e-07,4.655659771352865e-07,0.0,0.0
1685,1.0849730155574174e-06,4.46509188480247e-07,0.0,0.0
1686,1.1123176396462701e-06,4.003656499662611e-07,0.0,0.0
1687,1.0318004553612679e-06,4.877620572837518e-07,0.0,0.0
1688,9.907285272804854e-07,5.604092499262541e-07,0.0,0.0
1689,9.12743632040604e-07,5.314973208214724e-07,0.0,0.0
1690,9.283261752963361e-07,4.639986985109447e-07,0.0,0.0
1691,9.093040692472901e-07,4.2526606388751785e-07,0.0,0.0
1692,7.718928998201591e-07,3.646485668338885e-07,0.0,0.0
1693,7.315224357690957e-07,3.9599976072882524e-07,0.0,0.0
1694,7.222789081749527e-07,3.4555614750583376e-07,0.0,0.0
1695,8.151773930161912e-07,2.2128821594183785e-07,0.0,0.0
1696,7.992728926962757e-07,1.8971704613639823e-07,3.1491891507227724e-08,0.0
1697,9.672631985527654e-07,2.71805798693744e-07,3.883896632877233e-08,0.0
1698,1.3153636067337565e-06,3.058438571607829e-07,4.921023690128225e-08,0.0
1699,1.2150349927456513e-06,3.8426109938427544e-07,4.921023690128225e-08,0.0
1700,1.128623775262635e-06,4.178991689838897e-07,7.520594229910265e-08,0.0
1701,1.1424679574442313e-06,3.83409554517909e-07,7.520594229910265e-08,0.0
1702,9.803566354906122e-07,5.237098313110826e-07,7.520594229910265e-08,0.0
1703,1.4410144513833854e-06,5.678746707157448e-07,5.475526064304047e-08,0.0
1704,1.2038197557525824e-06,4.910009262662893e-07,4.740818582149586e-08,0.0
1705,8.952222105205822e-07,4.721353954144953e-07,3.7036915248985936e-08,0.0
1706,1.3725682756720353e-06,4.490950686886208e-07,5.918768104200873e-08,0.0
1707,1.5644713207458544e-06,4.691729722188549e-07,5.7496881668482406e-08,0.0
1708,1.6028667602085989e-06,4.690894042726411e-07,6.714274901144433e-08,0.0
1709,1.6149714911404902e-06,3.6138238864883275e-07,6.714274901144433e-08,0.0
1710,1.3136561238167945e-06,4.205076931741912e-07,7.331656247190819e-08,0.0
1711,1.3565476868799514e-06,4.13907051617051e-07,7.331656247190819e-08,0.0
1712,1.3060879707284454e-06,4.258463580494468e-07,8.417998234985394e-08,0.0
1713,8.066662644523603e-07,4.137415032801073e-07,6.202921655683116e-08,0.0
1714,8.150599260911154e-07,3.478175573588617e-07,3.772431053253708e-08,0.0
1715,8.708213061124428e-07,3.7716821006077747e-07,2.807844318957515e-08,0.0
1716,9.410057535725562e-07,3.5563301992169727e-07,2.807844318957515e-08,0.0
1717,8.18480925447927e-07,2.905499038823629e-07,1.086341987794575e-08,0.0
1718,8.802939045641064e-07,3.176157840860989e-07,1.086341987794575e-08,0.0
1719,9.053293540871112e-07,3.1400542306008514e-07,0.0,0.0
1720,1.0251575953848909e-06,3.069778752465676e-07,0.0,0.0
1721,8.471877371058716e-07,3.1411482837029325e-07,0.0,0.0
1722,9.210404446743528e-07,3.080013998766974e-07,1.545517339504191e-08,0.0
1723,9.25934118965545e-07,3.0613723010576776e-07,1.545517339504191e-08,0.0
1724,8.712332584894154e-07,2.91413881216483e-07,2.7197012895742645e-08,0.0
1725,8.274700381402258e-07,2.964340158736637e-07,2.7197012895742645e-08,0.0
1726,9.007646651428201e-07,2.6232542284430694e-07,2.7197012895742645e-08,0.0
1727,8.882041048049619e-07,2.3976634163805753e-07,3.403972874999843e-08,0.0
1728,8.592814992880449e-07,2.3940440740943814e-07,3.403972874999843e-08,0.0
1729,7.125947425785333e-07,1.903276672773505e-07,1.8584555354956526e-08,0.0
1730,9.615040263659985e-07,1.9017667694600148e-07,3.495103127550335e-08,0.0
1731,1.0575507352379127e-06,2.0849343534174685e-07,2.3209191774802614e-08,0.0
1732,1.162235110184286e-06,2.2586652599037344e-07,2.3209191774802614e-08,0.0
1733,1.096418754644089e-06,2.1564061825074532e-07,2.3209191774802614e-08,0.0
1734,1.1265396113101036e-06,2.63895965904989e-07,2.1528207534109763e-08,0.0
1735,1.223480329112395e-06,2.767792831751389e-07,2.1528207534109763e-08,0.0
1736,1.192329274804901e-06,2.9710927914753225e-07,2.7040532606698823e-08,0.0
1737,1.1160535921460126e-06,2.933244494280578e-07,1.0674056686152004e-08,0.0
1738,1.0840131575865338e-06,2.78983094403884e-07,1.6165872957734402e-08,0.0
1739,1.294066789471669e-06,2.1983208041222368e-07,2.262770593119967e-08,0.0
1740,1.2644930507121899e-06,2.2916939558724282e-07,2.262770593119967e-08,0.0
1741,1.1967181145727018e-06,1.9099401933025157e-07,2.340732509407774e-08,0.0
1742,1.3033423767540495e-06,2.5423041855836867e-07,2.9784697375134783e-08,0.0
1743,1.3610093349468246e-06,2.789448286323802e-07,3.3903765889980216e-08,0.0
1744,1.3138177661988136e-06,2.9835648669112355e-07,3.836782624944135e-08,0.0
1745,1.3656231447254998e-06,3.2139001250795574e-07,3.2876009977858955e-08,0.0
1746,1.2689092971283702e-06,3.415651264049302e-07,2.6414177004393683e-08,0.0
1747,1.3454280260053305e-06,3.207653398768733e-07,3.057332875755492e-08,0.0
1748,1.5310003586169581e-06,3.15198596873805e-07,3.5551173433694723e-08,0.0
1749,1.518025198622906e-06,2.8748984196421847e-07,2.917380115263768e-08,0.0
1750,1.7295524880215192e-06,2.5609133404356855e-07,2.943860215915655e-08,0.0
1751,1.7856266367743956e-06,2.480370397961451e-07,3.925109634142895e-08,0.0
1752,1.9211588713525477e-06,1.9754443160633984e-07,4.3149686490551176e-08,0.0
1753,1.974689065978704e-06,1.8779397846304035e-07,4.817903891713675e-08,0.0
1754,2.9254693702439127e-06,2.0462992113477541e-07,4.820395587452302e-08,0.0
1755,3.2512472216694732e-06,2.403775697855183e-07,4.113806819004497e-08,0.0
1756,3.2286006574265358e-06,2.2068683896187785e-07,5.0244479307285217e-08,0.0
1757,3.2628742831418222e-06,2.4910920412172087e-07,4.9483654507298525e-08,0.0
1758,3.340007521858622e-06,2.5117038709205577e-07,3.831468475823385e-08,0.0
1759,3.4315400755856118e-06,2.894371330544995e-07,4.4852479317926604e-08,0.0
1760,3.362470449376685e-06,3.4117663411897023e-07,4.514586089093038e-08,0.0
1761,2.722721676816166e-06,3.548887304662328e-07,4.373735963879101e-08,0.0
1762,2.6779235408217313e-06,3.519114792587581e-07,5.061437998879878e-08,0.0
1763,3.229831268721942e-06,3.2849842820529117e-07,4.150796887155853e-08,0.0
1764,3.5743461726919383e-06,3.355211646294265e-07,3.5183278766583367e-08,0.0
1765,4.156556510029727e-06,3.602859014303509e-07,4.0917919211632836e-08,0.0
1766,4.644791650727191e-06,3.5262862395159444e-07,3.7283638779480755e-08,0.0
1767,4.864950954340332e-06,3.3082825114304016e-07,4.0794411658241966e-08,0.0
1768,5.007144474283061e-06,3.587455523756944e-07,4.33832692944439e-08,0.0
1769,5.140531486956336e-06,3.382390900696919e-07,3.5699200801835625e-08,0.0
1770,5.0081108124036944e-06,3.7908670792928335e-07,4.7230887137824796e-08,0.0
1771,6.6628656116206135e-06,3.6200669788805886e-07,4.968549508329748e-08,0.0
1772,6.298698930809873e-06,3.821409860295587e-07,4.347935167459127e-08,0.0
1773,5.983222828425434e-06,4.034353326330477e-07,3.667724739792837e-08,0.0
1774,6.076984456220609e-06,4.0415559559343297e-07,3.853359307827629e-08,0.0
1775,6.156456103261527e-06,3.4638578329447357e-07,3.316916798366622e-08,0.0
1776,6.1542722115908485e-06,3.620334691082202e-07,3.826001686897078e-08,0.0
1777,6.2843830294566165e-06,3.5707559017542477e-07,2.672833053298161e-08,0.0
1778,4.327206754948877e-06,3.707246654422696e-07,2.980647424115952e-08,0.0
1779,5.196959721485785e-06,3.428759214330057e-07,4.510219296451266e-08,0.0
1780,5.5235006714480865e-06,3.4970061538583e-07,5.449875420790054e-08,0.0
1781,5.51203694547959e-06,3.5247428594889894e-07,4.7633935399257355e-08,0.0
1782,5.516525691616282e-06,3.934117549826104e-07,6.058273628793489e-08,0.0
1783,5.734438673243858e-06,4.0819024807855643e-07,5.462022681764925e-08,0.0
1784,6.217873565869273e-06,3.87680310203515e-07,5.6284698933341456e-08,0.0
1785,6.599346566612699e-06,3.8591057562241205e-07,4.955938998867688e-08,0.0
1786,5.8399385644796505e-06,3.721996181736488e-07,3.162758943631161e-08,0.0
1787,5.5175818748206695e-06,3.701933418856892e-07,2.99658776522652e-08,0.0
1788,5.595152093259717e-06,3.8327702408683504e-07,3.3980156339501784e-08,0.0
1789,5.462822498105067e-06,3.633991200656185e-07,2.568489471903896e-08,0.0
1790,5.17950015169585e-06,3.8868851756238397e-07,3.4558779457175403e-08,0.0
1791,4.545579681039921e-06,4.072412715621405e-07,3.832413840245051e-08,0.0
1792,4.692513877151734e-06,4.224322854692478e-07,4.214732639086703e-08,0.0
1793,4.768350014014036e-06,4.3519665788543147e-07,4.9049481175091255e-08,0.0
1794,4.940719268883445e-06,4.2038982022469487e-07,4.430858829047273e-08,0.0
1795,4.956705522220416e-06,3.975927264881258e-07,3.9209092100073965e-08,0.0
1796,5.099449286457716e-06,4.0092013721602727e-07,3.645187605729104e-08,0.0
1797,5.6096081867248615e-06,3.6803278849869716e-07,2.767108688215915e-08,0.0
1798,5.765880489759313e-06,3.2428511076432187e-07,2.4555882533710312e-08,0.0
1799,5.622173765524556e-06,2.8309906139968787e-07,2.271918970413773e-08,0.0
1800,5.940290780667315e-06,2.6739170217687e-07,1.869868234852642e-08,0.0
1801,5.831212287635676e-06,2.575157996683889e-07,1.8490768662258816e-08,0.0
1802,5.848225165599226e-06,2.3495095190030823e-07,1.9223966799383367e-08,0.0
1803,5.855564398059089e-06,2.2482183835238955e-07,2.1890642949123114e-08,0.0
1804,5.623033627801176e-06,2.1271648417301288e-07,2.20635687497861e-08,0.0
1805,5.897448642956858e-06,2.312965230138226e-07,2.1566684565194853e-08,0.0
1806,5.839033942070923e-06,2.340102379808481e-07,2.0806118098245666e-08,0.0
1807,5.4523835777737465e-06,2.1826038018194334e-07,1.8970576791994224e-08,0.0
1808,5.401495075472797e-06,2.0199022137441197e-07,1.6184533903538878e-08,0.0
1809,5.143612075439055e-06,2.0007696528117386e-07,1.3616143577723148e-08,0.0
1810,5.410436447813741e-06,1.8352466619424896e-07,1.1450458295822078e-08,0.0
1811,5.321749280743201e-06,1.6085552902365764e-07,9.947373654942534e-09,0.0
1812,4.9198887219452966e-06,1.4640697746212288e-07,1.0039297203080975e-08,0.0
1813,4.817984388085149e-06,1.3303389323482406e-07,7.971163729081354e-09,0.0
1814,4.916143357799488e-06,1.2611459660709962e-07,7.13401574322806e-09,0.0
1815,5.004292104006579e-06,1.356466948923948e-07,7.520297162777467e-09,0.0
1816,5.3033987309650655e-06,1.3302293768089969e-07,7.376363979944805e-09,0.0
1817,5.208847012129679e-06,1.3083630737550527e-07,4.97904988667435e-09,0.0
1818,5.160816661892957e-06,1.2556855568033954e-07,4.3995838559597795e-09,1.790348662973023e-10
1819,5.1980536487202955e-06,1.2106841243816495e-07,2.7905126622128152e-09,1.790348662973023e-10
1820,5.60128890875993e-06,1.1538603571027903e-07,2.456785838259431e-09,1.790348662973023e-10
1821,5.505455646925839e-06,1.1658795630507615e-07,2.6334904733106767e-09,1.790348662973023e-10
1822,5.681825184313181e-06,1.1337062082767651e-07,2.371977955320911e-09,1.790348662973023e-10
1823,5.811888968310086e-06,1.1278864064934169e-07,2.454063722076175e-09,1.790348662973023e-10
1824,5.71029009474192e-06,1.1469077471864303e-07,2.722303755436124e-09,1.790348662973023e-10
1825,5.690559516681658e-06,1.1828223023258033e-07,2.7440844279397983e-09,0.0
1826,5.886050660462518e-06,1.148968270367082e-07,3.3914754893338284e-09,0.0
1827,5.715348054634108e-06,1.1827175683265523e-07,3.367567121984446e-09,0.0
1828,5.782150440479329e-06,1.202743382983889e-07,3.533550888398399e-09,0.0
1829,6.342215653733417e-06,1.1329921128273262e-07,3.5493305437585475e-09,7.027427845989515e-11
1830,6.31880837837733e-06,1.2383126346549034e-07,3.0877720697779817e-09,2.60883362531875e-10
1831,6.203845974336478e-06,1.2579910040650638e-07,3.0053213568541945e-09,2.60883362531875e-10
1832,6.433768313789707e-06,1.2701075036147813e-07,2.795769869580665e-09,2.60883362531875e-10
1833,6.377747922670096e-06,1.2997407899157614e-07,2.177696975128437e-09,3.4336162484700187e-10
1834,6.468824462250008e-06,1.3489401900252623e-07,2.174715518776793e-09,3.4336162484700187e-10
1835,6.691643778010205e-06,1.4298690587111196e-07,1.9582025842116278e-09,3.4336162484700187e-10
1836,6.182648641177886e-06,1.6675962655199328e-07,2.192959908902432e-09,2.730873463871067e-10
1837,6.178931796187369e-06,1.629195714209735e-07,2.2763901874611747e-09,8.247826231512688e-11
1838,6.478198169393831e-06,1.8077409436045855e-07,2.777532584882384e-09,1.5880400962485298e-10
1839,6.6226780940529096e-06,1.9159513645458253e-07,2.8345779691717e-09,1.5880400962485298e-10
1840,6.743316004888454e-06,2.0793710575617297e-07,3.2605245487664955e-09,7.632574730972611e-11
1841,6.778659618638423e-06,2.1333577698052458e-07,3.125134024577798e-09,7.632574730972611e-11
1842,6.768191984260089e-06,2.0964952999033164e-07,3.0332621811116465e-09,1.3714118729524216e-10
1843,6.6861837564959255e-06,1.8814509011073304e-07,2.7235308294340908e-09,2.0271571722828086e-10
1844,6.768017816024699e-06,1.890077884679288e-07,2.258882382731388e-09,2.0271571722828086e-10
1845,6.761516163221261e-06,1.804603450799342e-07,1.7054281954896412e-09,1.2638996991855477e-10
1846,6.4647861108824145e-06,1.7787147856194808e-07,1.9346273947919356e-09,1.2638996991855477e-10
1847,6.849450528534362e-06,1.700005652440138e-07,1.6030060295031084e-09,1.2638996991855477e-10
1848,6.874518541215886e-06,1.6459553161699399e-07,1.8699723515678913e-09,1.2638996991855477e-10
1849,6.945300096309179e-06,1.7043883815404115e-07,2.056626884667472e-09,1.1931406656324432e-10
1850,7.205257004118591e-06,1.7589461468300476e-07,2.4657514284344627e-09,5.3739536630205616e-11
1851,7.264889063662849e-06,1.7953314365318613e-07,2.9764659784500427e-09,5.3739536630205616e-11
1852,7.31205292530441e-06,1.769655934172728e-07,3.247481014260042e-09,2.0542424903981426e-10
1853,7.605248811159981e-06,1.784308543457363e-07,3.321790271420306e-09,3.502022798735587e-10
1854,7.65300416917723e-06,1.7847980464986384e-07,3.554076176216979e-09,4.0070414050344793e-10
1855,7.738895289678891e-06,1.8125213939258954e-07,3.899729142783517e-09,7.157146343837541e-10
1856,7.910986628953001e-06,1.8456328681233053e-07,4.761981761295228e-09,7.116739023490684e-10
1857,8.176242967497924e-06,1.9301750699339338e-07,4.961161862279287e-09,7.116739023490684e-10
1858,8.424671380323292e-06,2.012700345436055e-07,5.084085977610389e-09,7.116739023490684e-10
1859,8.713686968673886e-06,2.1698706323799603e-07,5.349816653169423e-09,5.599891899394598e-10
1860,8.926719341876119e-06,2.202235082547434e-07,5.550906401197153e-09,6.591919946405003e-10
1861,8.95892402955464e-06,2.2282945012973089e-07,5.685195742748712e-09,6.086901340106112e-10
1862,9.269454624570375e-06,2.2939767469714362e-07,5.517003552414832e-09,3.493979113969711e-10
1863,9.395793443088354e-06,2.3972331421516303e-07,5.131854370026596e-09,2.996991068014511e-10
1864,9.602106079650444e-06,2.4987977553792007e-07,4.881831288423249e-09,2.996991068014511e-10
1865,9.873609737301844e-06,2.5722478572528675e-07,5.176950201857267e-09,2.996991068014511e-10
1866,1.004963230246046e-05,2.7299279687602915e-07,5.0376023987195955e-09,2.996991068014511e-10
1867,1.0164654798115538e-05,2.8184911522138076e-07,5.169909008831805e-09,5.571827126666611e-11
1868,1.0261615248704662e-05,2.864010753000912e-07,5.678634768762387e-09,1.0052996926975969e-10
1869,1.0366229097209206e-05,2.940603930515603e-07,5.746014965422676e-09,4.4811698003093574e-11
1870,1.0529838099111138e-05,3.03757181947211e-07,5.725960911766898e-09,4.4811698003093574e-11
1871,1.0580631039504493e-05,3.112482066366543e-07,6.316506397295387e-09,4.4811698003093574e-11
1872,1.0576807913561684e-05,3.062664615884257e-07,6.002024496457434e-09,4.4811698003093574e-11
1873,1.06768638943322e-05,2.990285565829254e-07,5.900245339926105e-09,4.4811698003093574e-11
1874,1.0687499525374733e-05,3.017092353729822e-07,6.06925478128874e-09,4.4811698003093574e-11
1875,1.0716717172597003e-05,3.1074174395533713e-07,5.451671019380504e-09,0.0
1876,1.0794757145049516e-05,3.229807004702577e-07,5.579920874560733e-09,3.833198441200685e-11
1877,1.0803294441887243e-05,3.176221363381566e-07,5.2871336198023755e-09,7.328365692060856e-11
