ngram,item,itm,iteem,itm
1708,6.992388932758331e-06,1.4542874181090936e-07,0.0,1.4542874181090936e-07
1709,6.561082614098268e-06,1.3348343839782372e-07,0.0,1.3348343839782372e-07
1710,1.7293104649849868e-06,1.4583106531875144e-07,0.0,1.4583106531875144e-07
1711,1.814063036168331e-06,1.4686162736714842e-07,0.0,1.4686162736714842e-07
1712,9.73696801663339e-07,1.1938821233213404e-07,0.0,1.1938821233213404e-07
1713,1.0793032824299838e-06,1.0805546172118089e-07,0.0,1.0805546172118089e-07
1714,9.717602884912985e-07,1.1504622981257334e-07,0.0,1.1504622981257334e-07
1715,1.0631652043814808e-06,9.743098112429444e-08,0.0,9.743098112429444e-08
1716,1.1567444703684617e-06,1.0311588129395335e-07,0.0,1.0311588129395335e-07
1717,1.074271458329739e-06,7.632724014732567e-08,0.0,7.632724014732567e-08
1718,1.0295293537053242e-06,7.437666787219704e-08,0.0,7.437666787219704e-08
1719,1.2415816001976054e-06,8.096153893331706e-08,0.0,8.096153893331706e-08
1720,1.1701993400947686e-06,7.920465197993768e-08,0.0,7.920465197993768e-08
1721,1.2895939432512802e-06,6.882148895215323e-08,0.0,6.882148895215323e-08
1722,1.4727089754679973e-06,6.522672230906729e-08,0.0,6.522672230906729e-08
1723,1.6150877399923047e-06,6.60423340142253e-08,0.0,6.60423340142253e-08
1724,1.5684956419395997e-06,6.427184828794452e-08,0.0,6.427184828794452e-08
1725,1.739912071181087e-06,5.6530091845680934e-08,0.0,5.6530091845680934e-08
1726,1.5763487226649886e-06,5.633271880713307e-08,0.0,5.633271880713307e-08
1727,1.6229667088347405e-06,6.09570222869544e-08,0.0,6.09570222869544e-08
1728,1.9058957312673947e-06,5.219696421119936e-08,0.0,5.219696421119936e-08
1729,1.6492610776757438e-06,5.72133309617584e-08,0.0,5.72133309617584e-08
1730,1.6352498408066043e-06,3.8687802929514096e-08,0.0,3.8687802929514096e-08
1731,1.6105907028369465e-06,3.978362274535487e-08,0.0,3.978362274535487e-08
1732,1.4324092977143924e-06,5.855919482655736e-08,0.0,5.855919482655736e-08
1733,1.4643024509756027e-06,6.622123598682655e-08,0.0,6.622123598682655e-08
1734,1.8404968743977536e-06,6.802099911900378e-08,0.0,6.802099911900378e-08
1735,1.561559965271694e-06,8.095485120358197e-08,0.0,8.095485120358197e-08
1736,1.6677118017988896e-06,7.372322282809104e-08,0.0,7.372322282809104e-08
1737,1.660686815999465e-06,9.44881074969674e-08,0.0,9.44881074969674e-08
1738,1.8692192449114892e-06,9.301318420235865e-08,0.0,9.301318420235865e-08
1739,2.06289295030209e-06,8.069944509462143e-08,0.0,8.069944509462143e-08
1740,2.5634413012604843e-06,6.664990591178008e-08,0.0,6.664990591178008e-08
1741,2.1382432545838777e-06,6.304741262397329e-08,0.0,6.304741262397329e-08
1742,2.327325562743811e-06,6.286830510150918e-08,0.0,6.286830510150918e-08
1743,2.135666038936636e-06,5.735598002892013e-08,0.0,5.735598002892013e-08
1744,2.1181674908023396e-06,4.998327694595771e-08,0.0,4.998327694595771e-08
1745,2.0323507052515718e-06,5.711461272182662e-08,0.0,5.711461272182662e-08
1746,1.8543146406305562e-06,7.056468831478924e-08,4.977977141606971e-09,7.056468831478924e-08
1747,1.3093892659656246e-06,7.888299182111171e-08,4.977977141606971e-09,7.888299182111171e-08
1748,1.3123861322128505e-06,7.064002208575662e-08,4.977977141606971e-09,7.064002208575662e-08
1749,1.140020758936901e-06,6.779583827665192e-08,4.977977141606971e-09,6.779583827665192e-08
1750,1.2177451854508296e-06,7.109456972338129e-08,8.276708588336338e-09,7.109456972338129e-08
1751,1.1364022368200364e-06,6.840980429753277e-08,8.276708588336338e-09,6.840980429753277e-08
1752,1.2483628373567107e-06,5.578665225008146e-08,8.276708588336338e-09,5.578665225008146e-08
1753,1.3349920858932559e-06,4.593344853682473e-08,3.298731446729367e-09,4.593344853682473e-08
1754,1.3276206313353863e-06,5.016735141591003e-08,3.298731446729367e-09,5.016735141591003e-08
1755,1.347723582512117e-06,5.423423513458861e-08,3.298731446729367e-09,5.423423513458861e-08
1756,1.2998587197086766e-06,7.467838081254285e-08,3.298731446729367e-09,7.467838081254285e-08
1757,1.535354962405628e-06,1.0183088201236907e-07,0.0,1.0183088201236907e-07
1758,1.629104117130607e-06,9.112346585230366e-08,0.0,9.112346585230366e-08
1759,1.4603877340440313e-06,9.808105565818031e-08,0.0,9.808105565818031e-08
1760,1.3840045036366583e-06,9.33450848045985e-08,0.0,9.33450848045985e-08
1761,1.527546739258209e-06,8.911958054064989e-08,0.0,8.911958054064989e-08
1762,1.55500042150639e-06,9.750845718161014e-08,0.0,9.750845718161014e-08
1763,1.654407826988193e-06,7.283109988114639e-08,0.0,7.283109988114639e-08
1764,1.4761363412877212e-06,5.362258599055687e-08,0.0,5.362258599055687e-08
1765,1.392103903136948e-06,6.246481122827521e-08,0.0,6.246481122827521e-08
1766,1.381492389944989e-06,6.230932569906145e-08,0.0,6.230932569906145e-08
1767,1.4531235267765754e-06,6.876460087060618e-08,0.0,6.876460087060618e-08
1768,1.4322189859480465e-06,7.116674893836716e-08,0.0,7.116674893836716e-08
1769,1.470588797149373e-06,6.421003614523865e-08,0.0,6.421003614523865e-08
1770,1.5058849547650816e-06,7.871313810271983e-08,0.0,7.871313810271983e-08
1771,1.5983721206274431e-06,7.273570698121798e-08,0.0,7.273570698121798e-08
1772,1.7434409268649427e-06,7.707389114232552e-08,0.0,7.707389114232552e-08
1773,1.6951846890021573e-06,7.546216857739247e-08,0.0,7.546216857739247e-08
1774,1.6801745995767954e-06,6.36841594062584e-08,0.0,6.36841594062584e-08
1775,1.592084467055039e-06,6.739875502148607e-08,0.0,6.739875502148607e-08
1776,1.498899588828603e-06,6.63970841482556e-08,0.0,6.63970841482556e-08
1777,1.5780007467063634e-06,4.6216633060274555e-08,0.0,4.6216633060274555e-08
1778,1.4472321205565614e-06,5.207592021097948e-08,0.0,5.207592021097948e-08
1779,1.3357627608456824e-06,5.938899657767901e-08,0.0,5.938899657767901e-08
1780,1.4590835917260847e-06,7.534087690227612e-08,0.0,7.534087690227612e-08
1781,1.4873403415549546e-06,8.107842727359379e-08,1.9125168750276445e-09,8.107842727359379e-08
1782,1.5204021792669664e-06,7.095124843203848e-08,4.070650356473899e-09,7.095124843203848e-08
1783,1.6430232108177734e-06,6.498873896175286e-08,4.070650356473899e-09,6.498873896175286e-08
1784,1.5117456899003758e-06,6.998215518194684e-08,4.070650356473899e-09,6.998215518194684e-08
1785,1.5822859528010928e-06,7.018443756326828e-08,4.070650356473899e-09,7.018443756326828e-08
1786,1.7232149827707742e-06,5.505134506985801e-08,4.070650356473899e-09,5.505134506985801e-08
1787,1.7628881161207183e-06,4.164393249287254e-08,5.3597919753250216e-09,4.164393249287254e-08
1788,1.7659905811992109e-06,4.505224663172872e-08,3.447275100297377e-09,4.505224663172872e-08
1789,1.7313450533557834e-06,4.306274930294356e-08,1.2891416188511228e-09,4.306274930294356e-08
1790,1.6924677116289137e-06,5.193663404108e-08,1.2891416188511228e-09,5.193663404108e-08
1791,1.6922646669367429e-06,5.8888846053508e-08,2.3751078564211117e-09,5.8888846053508e-08
1792,1.717731558008901e-06,5.300329927341149e-08,2.3751078564211117e-09,5.300329927341149e-08
1793,1.623699696600462e-06,5.158699448567664e-08,2.3751078564211117e-09,5.158699448567664e-08
1794,1.59361898762914e-06,5.482998664620352e-08,1.0859662375699892e-09,5.482998664620352e-08
1795,1.543873281661945e-06,5.4816843635714056e-08,1.0859662375699892e-09,5.4816843635714056e-08
1796,1.5320655068405488e-06,6.291985167804017e-08,1.0859662375699892e-09,6.291985167804017e-08
1797,1.7476560287832399e-06,5.6973680884198075e-08,1.0859662375699892e-09,5.6973680884198075e-08
1798,1.8825792916946478e-06,5.4865216370103553e-08,0.0,5.4865216370103553e-08
1799,2.0412210558008937e-06,5.423006272613813e-08,0.0,5.423006272613813e-08
1800,2.054408891386369e-06,5.5637604999349474e-08,0.0,5.5637604999349474e-08
1801,2.015140921685088e-06,5.116053003462184e-08,0.0,5.116053003462184e-08
1802,2.1705843989496188e-06,4.463256938639201e-08,0.0,4.463256938639201e-08
1803,2.37056664380881e-06,3.841479109415299e-08,0.0,3.841479109415299e-08
1804,2.226691273270782e-06,4.063433932190362e-08,0.0,4.063433932190362e-08
1805,2.1295074118045576e-06,3.495201563095764e-08,0.0,3.495201563095764e-08
1806,2.020514053973394e-06,3.29899099784013e-08,0.0,3.29899099784013e-08
1807,2.0263846636225935e-06,3.035815510088469e-08,2.092212276443612e-10,3.035815510088469e-08
1808,2.1271183153917913e-06,2.832928913676369e-08,2.092212276443612e-10,2.832928913676369e-08
1809,2.2889682570946335e-06,2.771470126410642e-08,3.901460424568118e-10,2.771470126410642e-08
1810,2.231383015376715e-06,2.6553828976919443e-08,6.080836945088208e-10,2.6553828976919443e-08
1811,2.2610431642533513e-06,2.3450878699244574e-08,6.080836945088208e-10,2.3450878699244574e-08
1812,2.3978778764493266e-06,2.2637954368219326e-08,6.080836945088208e-10,2.2637954368219326e-08
1813,2.7344741998344295e-06,2.5225326462572995e-08,6.080836945088208e-10,2.5225326462572995e-08
1814,2.949984101568199e-06,2.5639822582539703e-08,3.988624668644596e-10,2.5639822582539703e-08
1815,3.0192843496479327e-06,2.290618831121297e-08,3.988624668644596e-10,2.290618831121297e-08
1816,3.0627860334269438e-06,2.3578433427928758e-08,2.17937652052009e-10,2.3578433427928758e-08
1817,3.228236209906754e-06,2.3097519833267403e-08,0.0,2.3097519833267403e-08
1818,3.4583622112092727e-06,2.263834097959716e-08,0.0,2.263834097959716e-08
1819,3.7263858822760606e-06,2.335445614676246e-08,0.0,2.335445614676246e-08
1820,3.592250875174484e-06,2.8240818953203676e-08,0.0,2.8240818953203676e-08
1821,3.6412883608656036e-06,2.7034760715797087e-08,0.0,2.7034760715797087e-08
1822,4.13403323104181e-06,2.891479233824157e-08,0.0,2.891479233824157e-08
1823,4.294379550628946e-06,3.102810859039502e-08,1.4046276840064464e-10,3.102810859039502e-08
1824,4.428832685984421e-06,3.033557532156854e-08,1.4046276840064464e-10,3.033557532156854e-08
1825,4.644453935855251e-06,2.885494560749586e-08,1.4046276840064464e-10,2.885494560749586e-08
1826,4.718363438119663e-06,2.728537776671861e-08,1.4046276840064464e-10,2.728537776671861e-08
1827,4.972243362187458e-06,1.96864274723144e-08,1.4046276840064464e-10,1.96864274723144e-08
1828,5.3144510405088245e-06,1.9523382656570576e-08,1.4046276840064464e-10,1.9523382656570576e-08
1829,6.877010296843114e-06,1.8997152930109806e-08,1.4046276840064464e-10,1.8997152930109806e-08
1830,7.060188311567929e-06,2.1083345482151927e-08,0.0,2.1083345482151927e-08
1831,7.641094660877051e-06,2.0599085104322512e-08,9.289466021808072e-11,2.0599085104322512e-08
1832,7.779420489636582e-06,1.9937822440648948e-08,9.289466021808072e-11,1.9937822440648948e-08
1833,8.037576078225226e-06,1.8769011614746693e-08,9.289466021808072e-11,1.8769011614746693e-08
1834,8.170369190858245e-06,1.8541981791234515e-08,9.289466021808072e-11,1.8541981791234515e-08
1835,8.219738837007234e-06,1.83685974367417e-08,1.7667806107013462e-10,1.83685974367417e-08
1836,6.6228668142035275e-06,1.8128853973564674e-08,1.7667806107013462e-10,1.8128853973564674e-08
1837,6.619299126344101e-06,1.2893196732477463e-08,1.7667806107013462e-10,1.2893196732477463e-08
1838,6.506560371885176e-06,1.3789549311939351e-08,2.364348954715061e-10,1.3789549311939351e-08
1839,6.53440773541141e-06,1.3838901199595251e-08,2.364348954715061e-10,1.3838901199595251e-08
1840,6.519308954011649e-06,1.3879796359869293e-08,3.1202086152910217e-10,1.3879796359869293e-08
1841,6.631817996094469e-06,1.3697251586920954e-08,3.1202086152910217e-10,1.3697251586920954e-08
1842,6.55396135178827e-06,1.4598800010138087e-08,2.2823746067704827e-10,1.4598800010138087e-08
1843,6.739875191539925e-06,1.3320263876031341e-08,2.2823746067704827e-10,1.3320263876031341e-08
1844,6.8383260440896265e-06,1.3430348515847917e-08,2.950203176992667e-10,1.3430348515847917e-08
1845,6.946268903058288e-06,1.2608828901607337e-08,2.7584635369543824e-10,1.2608828901607337e-08
1846,7.22973936717608e-06,1.2702590852191925e-08,2.7584635369543824e-10,1.2702590852191925e-08
1847,7.439374842631098e-06,1.346323471754626e-08,2.6086585272874375e-10,1.346323471754626e-08
1848,7.633250139146444e-06,1.3177417633260445e-08,3.1555352775214374e-10,1.3177417633260445e-08
1849,8.090302539390645e-06,1.4660710360000654e-08,3.1555352775214374e-10,1.4660710360000654e-08
1850,8.292274872344154e-06,1.5318007307030257e-08,3.1555352775214374e-10,1.5318007307030257e-08
1851,8.498437507244358e-06,1.7342369191502323e-08,2.487706707299253e-10,1.7342369191502323e-08
1852,8.56553327009481e-06,1.93123032486499e-08,2.164162817207073e-10,1.93123032486499e-08
1853,8.72261456866649e-06,2.0688206830194692e-08,2.646756226885673e-10,2.0688206830194692e-08
1854,8.823918895879096e-06,2.2960677422848415e-08,2.545720182275549e-10,2.2960677422848415e-08
1855,9.21056263385773e-06,2.377232785225455e-08,2.52386092184206e-10,2.377232785225455e-08
1856,9.383410802651529e-06,2.337391613593809e-08,2.52386092184206e-10,2.337391613593809e-08
1857,9.589962636320187e-06,2.4271555178399595e-08,3.4865454571050437e-10,2.4271555178399595e-08
1858,9.97244920394483e-06,2.379423921386855e-08,3.4865454571050437e-10,2.379423921386855e-08
1859,1.015703323251468e-05,2.4682039015796623e-08,3.0846079262276353e-10,2.4682039015796623e-08
1860,1.0096106962009799e-05,2.410698079253442e-08,3.211966605385998e-10,2.410698079253442e-08
1861,1.0328008881645343e-05,2.1577379375311726e-08,2.706947999087106e-10,2.1577379375311726e-08
1862,1.0334716275143105e-05,2.1416761951188945e-08,2.1819305092865956e-10,2.1416761951188945e-08
1863,1.0259453509726363e-05,2.0320817790369413e-08,2.659309320370998e-10,2.0320817790369413e-08
1864,1.025984732093223e-05,2.0159085829212538e-08,2.1675759996421717e-10,2.0159085829212538e-08
1865,1.027935403336804e-05,2.0104223809523447e-08,2.1675759996421717e-10,2.0104223809523447e-08
1866,1.0498804450825056e-05,1.803445773670579e-08,1.5582821144555226e-10,1.803445773670579e-08
