ngram,kid,kid,kid,kiid
1548,2.7970619547496814e-07,2.7970619547496814e-07,2.7970619547496814e-07,0.0
1549,2.7970619547496814e-07,2.7970619547496814e-07,2.7970619547496814e-07,0.0
1550,2.7970619547496814e-07,2.7970619547496814e-07,2.7970619547496814e-07,0.0
1551,2.7970619547496814e-07,2.7970619547496814e-07,2.7970619547496814e-07,0.0
1552,2.7970619547496814e-07,2.7970619547496814e-07,2.7970619547496814e-07,0.0
1553,0.0,0.0,0.0,0.0
1554,0.0,0.0,0.0,0.0
1555,0.0,0.0,0.0,0.0
1556,0.0,0.0,0.0,0.0
1557,0.0,0.0,0.0,0.0
1558,0.0,0.0,0.0,0.0
1559,1.7192232917295769e-06,1.7192232917295769e-06,1.7192232917295769e-06,0.0
1560,1.7192232917295769e-06,1.7192232917295769e-06,1.7192232917295769e-06,0.0
1561,1.7192232917295769e-06,1.7192232917295769e-06,1.7192232917295769e-06,0.0
1562,1.7192232917295769e-06,1.7192232917295769e-06,1.7192232917295769e-06,0.0
1563,1.7192232917295769e-06,1.7192232917295769e-06,1.7192232917295769e-06,0.0
1564,1.7192232917295769e-06,1.7192232917295769e-06,1.7192232917295769e-06,0.0
1565,2.731023934237393e-06,2.731023934237393e-06,2.731023934237393e-06,0.0
1566,1.011800642507816e-06,1.011800642507816e-06,1.011800642507816e-06,0.0
1567,1.011800642507816e-06,1.011800642507816e-06,1.011800642507816e-06,0.0
1568,1.011800642507816e-06,1.011800642507816e-06,1.011800642507816e-06,0.0
1569,1.011800642507816e-06,1.011800642507816e-06,1.011800642507816e-06,0.0
1570,1.011800642507816e-06,1.011800642507816e-06,1.011800642507816e-06,0.0
1571,1.011800642507816e-06,1.011800642507816e-06,1.011800642507816e-06,0.0
1572,0.0,0.0,0.0,0.0
1573,0.0,0.0,0.0,0.0
1574,0.0,0.0,0.0,0.0
1575,0.0,0.0,0.0,0.0
1576,0.0,0.0,0.0,0.0
1577,0.0,0.0,0.0,0.0
1578,2.40913111935827e-07,2.40913111935827e-07,2.40913111935827e-07,0.0
1579,2.40913111935827e-07,2.40913111935827e-07,2.40913111935827e-07,0.0
1580,2.40913111935827e-07,2.40913111935827e-07,2.40913111935827e-07,0.0
1581,2.40913111935827e-07,2.40913111935827e-07,2.40913111935827e-07,0.0
1582,2.40913111935827e-07,2.40913111935827e-07,2.40913111935827e-07,0.0
1583,2.40913111935827e-07,2.40913111935827e-07,2.40913111935827e-07,0.0
1584,2.40913111935827e-07,2.40913111935827e-07,2.40913111935827e-07,0.0
1585,0.0,0.0,0.0,0.0
1586,0.0,0.0,0.0,0.0
1587,0.0,0.0,0.0,0.0
1588,0.0,0.0,0.0,0.0
1589,0.0,0.0,0.0,0.0
1590,0.0,0.0,0.0,0.0
1591,0.0,0.0,0.0,0.0
1592,5.969717936490529e-07,5.969717936490529e-07,5.969717936490529e-07,0.0
1593,1.0435252469116158e-06,1.0435252469116158e-06,1.0435252469116158e-06,0.0
1594,2.0493147790797854e-06,2.0493147790797854e-06,2.0493147790797854e-06,0.0
1595,2.0493147790797854e-06,2.0493147790797854e-06,2.0493147790797854e-06,0.0
1596,2.0493147790797854e-06,2.0493147790797854e-06,2.0493147790797854e-06,0.0
1597,2.2914389644159072e-06,2.2914389644159072e-06,2.2914389644159072e-06,0.0
1598,2.2914389644159072e-06,2.2914389644159072e-06,2.2914389644159072e-06,0.0
1599,1.694467170766854e-06,1.694467170766854e-06,1.694467170766854e-06,0.0
1600,1.3544198022178274e-06,1.3544198022178274e-06,1.3544198022178274e-06,0.0
1601,6.79431796665345e-06,6.79431796665345e-06,6.79431796665345e-06,0.0
1602,7.31632154124132e-06,7.31632154124132e-06,7.31632154124132e-06,0.0
1603,7.31632154124132e-06,7.31632154124132e-06,7.31632154124132e-06,0.0
1604,7.0741973559051985e-06,7.0741973559051985e-06,7.0741973559051985e-06,0.0
1605,7.1866342474485075e-06,7.1866342474485075e-06,7.1866342474485075e-06,0.0
1606,7.1866342474485075e-06,7.1866342474485075e-06,7.1866342474485075e-06,0.0
1607,7.080128162734971e-06,7.080128162734971e-06,7.080128162734971e-06,0.0
1608,2.0321836262025627e-06,2.0321836262025627e-06,2.0321836262025627e-06,0.0
1609,1.5101800516146926e-06,1.5101800516146926e-06,1.5101800516146926e-06,0.0
1610,1.5101800516146926e-06,1.5101800516146926e-06,1.5101800516146926e-06,0.0
1611,1.7150046086758915e-06,1.7150046086758915e-06,1.7150046086758915e-06,0.0
1612,1.8715684453647036e-06,1.8715684453647036e-06,1.8715684453647036e-06,0.0
1613,2.3509998722407284e-06,2.3509998722407284e-06,2.3509998722407284e-06,0.0
1614,3.3398291472102367e-06,3.3398291472102367e-06,3.3398291472102367e-06,0.0
1615,2.3230292397004504e-06,2.3230292397004504e-06,2.3230292397004504e-06,0.0
1616,2.3230292397004504e-06,2.3230292397004504e-06,2.3230292397004504e-06,0.0
1617,2.570111908945754e-06,2.570111908945754e-06,2.570111908945754e-06,0.0
1618,2.365287351884555e-06,2.365287351884555e-06,2.365287351884555e-06,0.0
1619,2.096286623652434e-06,2.096286623652434e-06,2.096286623652434e-06,0.0
1620,1.616855196776409e-06,1.616855196776409e-06,1.616855196776409e-06,0.0
1621,8.064439173592421e-07,8.064439173592421e-07,8.064439173592421e-07,0.0
1622,4.958490730392182e-07,4.958490730392182e-07,4.958490730392182e-07,0.0
1623,4.958490730392182e-07,4.958490730392182e-07,4.958490730392182e-07,0.0
1624,3.9809859637378917e-07,3.9809859637378917e-07,3.9809859637378917e-07,0.0
1625,3.9809859637378917e-07,3.9809859637378917e-07,3.9809859637378917e-07,0.0
1626,3.9809859637378917e-07,3.9809859637378917e-07,3.9809859637378917e-07,0.0
1627,7.176412769435306e-07,7.176412769435306e-07,7.176412769435306e-07,0.0
1628,6.047349074833619e-07,6.047349074833619e-07,6.047349074833619e-07,0.0
1629,1.0295625786836484e-06,1.0295625786836484e-06,1.0295625786836484e-06,0.0
1630,1.2020605757762887e-06,1.2020605757762887e-06,1.2020605757762887e-06,0.0
1631,1.2227683409296982e-06,1.2227683409296982e-06,1.2227683409296982e-06,0.0
1632,1.406020609400522e-06,1.406020609400522e-06,1.406020609400522e-06,0.0
1633,1.406020609400522e-06,1.406020609400522e-06,1.406020609400522e-06,0.0
1634,1.0864779288307806e-06,1.0864779288307806e-06,1.0864779288307806e-06,0.0
1635,1.1032860161971518e-06,1.1032860161971518e-06,1.1032860161971518e-06,0.0
1636,7.817987547501357e-07,7.817987547501357e-07,7.817987547501357e-07,0.0
1637,6.093007576574954e-07,6.093007576574954e-07,6.093007576574954e-07,0.0
1638,7.086009483308382e-07,7.086009483308382e-07,7.086009483308382e-07,0.0
1639,7.589593776304225e-07,7.589593776304225e-07,7.589593776304225e-07,0.0
1640,9.645754874197467e-07,9.645754874197467e-07,9.645754874197467e-07,0.0
1641,1.024297574758748e-06,1.024297574758748e-06,1.024297574758748e-06,0.0
1642,1.0499276957684093e-06,1.0499276957684093e-06,1.0499276957684093e-06,0.0
1643,9.665613244383816e-07,9.665613244383816e-07,9.665613244383816e-07,0.0
1644,1.0582227909188596e-06,1.0582227909188596e-06,1.0582227909188596e-06,0.0
1645,8.871163044789552e-07,8.871163044789552e-07,8.871163044789552e-07,0.0
1646,7.542440170839524e-07,7.542440170839524e-07,7.542440170839524e-07,0.0
1647,6.52673459658867e-07,6.52673459658867e-07,6.52673459658867e-07,0.0
1648,7.304990796391004e-07,7.304990796391004e-07,7.304990796391004e-07,0.0
1649,7.790047951467776e-07,7.790047951467776e-07,7.790047951467776e-07,0.0
1650,9.082830274564913e-07,9.082830274564913e-07,9.082830274564913e-07,0.0
1651,9.456218046060323e-07,9.456218046060323e-07,9.456218046060323e-07,0.0
1652,1.0700737301963921e-06,1.0700737301963921e-06,1.0700737301963921e-06,0.0
1653,1.2708384328366914e-06,1.2708384328366914e-06,1.2708384328366914e-06,0.0
1654,1.3742088153126782e-06,1.3742088153126782e-06,1.3742088153126782e-06,0.0
1655,1.5852793922022101e-06,1.5852793922022101e-06,1.5852793922022101e-06,0.0
1656,1.4741311734464295e-06,1.4741311734464295e-06,1.4741311734464295e-06,0.0
1657,1.4213570937369826e-06,1.4213570937369826e-06,1.4213570937369826e-06,0.0
1658,1.5068193874867575e-06,1.5068193874867575e-06,1.5068193874867575e-06,0.0
1659,1.3484681703955305e-06,1.3484681703955305e-06,1.3484681703955305e-06,3.2167185232927816e-08
1660,1.1271398575120526e-06,1.1271398575120526e-06,1.1271398575120526e-06,3.2167185232927816e-08
1661,1.0540947406363038e-06,1.0540947406363038e-06,1.0540947406363038e-06,3.2167185232927816e-08
1662,8.678758953400185e-07,8.678758953400185e-07,8.678758953400185e-07,3.2167185232927816e-08
1663,1.21673843571963e-06,1.21673843571963e-06,1.21673843571963e-06,3.2167185232927816e-08
1664,1.4429416564455875e-06,1.4429416564455875e-06,1.4429416564455875e-06,3.2167185232927816e-08
1665,1.3166623529871555e-06,1.3166623529871555e-06,1.3166623529871555e-06,3.2167185232927816e-08
1666,1.3322247777328551e-06,1.3322247777328551e-06,1.3322247777328551e-06,0.0
1667,1.414311563101884e-06,1.414311563101884e-06,1.414311563101884e-06,0.0
1668,1.6299664723971676e-06,1.6299664723971676e-06,1.6299664723971676e-06,0.0
1669,1.5274752180565493e-06,1.5274752180565493e-06,1.5274752180565493e-06,0.0
1670,1.2879020191901093e-06,1.2879020191901093e-06,1.2879020191901093e-06,0.0
1671,8.948721991990689e-07,8.948721991990689e-07,8.948721991990689e-07,0.0
1672,9.296919683622816e-07,9.296919683622816e-07,9.296919683622816e-07,0.0
1673,1.0229952676711816e-06,1.0229952676711816e-06,1.0229952676711816e-06,0.0
1674,9.2579473078201e-07,9.2579473078201e-07,9.2579473078201e-07,0.0
1675,8.159985002618799e-07,8.159985002618799e-07,8.159985002618799e-07,0.0
1676,1.4002879465481653e-06,1.4002879465481653e-06,1.4002879465481653e-06,0.0
1677,1.5143808574131462e-06,1.5143808574131462e-06,1.5143808574131462e-06,0.0
1678,1.613973710488738e-06,1.613973710488738e-06,1.613973710488738e-06,0.0
1679,1.6755448614601067e-06,1.6755448614601067e-06,1.6755448614601067e-06,0.0
1680,1.7014659801718932e-06,1.7014659801718932e-06,1.7014659801718932e-06,0.0
1681,1.7930358678443424e-06,1.7930358678443424e-06,1.7930358678443424e-06,0.0
1682,1.6536115318948369e-06,1.6536115318948369e-06,1.6536115318948369e-06,0.0
1683,1.1418172708285316e-06,1.1418172708285316e-06,1.1418172708285316e-06,0.0
1684,1.0776787462418724e-06,1.0776787462418724e-06,1.0776787462418724e-06,0.0
1685,1.2609675244285817e-06,1.2609675244285817e-06,1.2609675244285817e-06,2.0205831674502406e-08
1686,1.2421686100034485e-06,1.2421686100034485e-06,1.2421686100034485e-06,2.0205831674502406e-08
1687,1.207847755527577e-06,1.207847755527577e-06,1.207847755527577e-06,2.0205831674502406e-08
1688,1.423949445974618e-06,1.423949445974618e-06,1.423949445974618e-06,2.0205831674502406e-08
1689,1.5125713080773754e-06,1.5125713080773754e-06,1.5125713080773754e-06,2.0205831674502406e-08
1690,1.4217085200536012e-06,1.4217085200536012e-06,1.4217085200536012e-06,2.0205831674502406e-08
1691,1.3639537712606398e-06,1.3639537712606398e-06,1.3639537712606398e-06,2.0205831674502406e-08
1692,1.2940845367990863e-06,1.2940845367990863e-06,1.2940845367990863e-06,0.0
1693,1.8807379668877339e-06,1.8807379668877339e-06,1.8807379668877339e-06,0.0
1694,1.8134798105100863e-06,1.8134798105100863e-06,1.8134798105100863e-06,0.0
1695,1.6268288253026445e-06,1.6268288253026445e-06,1.6268288253026445e-06,0.0
1696,1.5476234247151815e-06,1.5476234247151815e-06,1.5476234247151815e-06,0.0
1697,1.9469073241193006e-06,1.9469073241193006e-06,1.9469073241193006e-06,0.0
1698,1.9453088059760504e-06,1.9453088059760504e-06,1.9453088059760504e-06,0.0
1699,1.902200429932626e-06,1.902200429932626e-06,1.902200429932626e-06,0.0
1700,1.3707352520343972e-06,1.3707352520343972e-06,1.3707352520343972e-06,0.0
1701,1.447194717586951e-06,1.447194717586951e-06,1.447194717586951e-06,0.0
1702,1.596697554110246e-06,1.596697554110246e-06,1.596697554110246e-06,0.0
1703,1.7183413417244862e-06,1.7183413417244862e-06,1.7183413417244862e-06,0.0
1704,1.4161051272562223e-06,1.4161051272562223e-06,1.4161051272562223e-06,0.0
1705,1.4174322099539234e-06,1.4174322099539234e-06,1.4174322099539234e-06,0.0
1706,1.3915081678663097e-06,1.3915081678663097e-06,1.3915081678663097e-06,0.0
1707,1.292069206166551e-06,1.292069206166551e-06,1.292069206166551e-06,0.0
1708,1.3592142278996886e-06,1.3592142278996886e-06,1.3592142278996886e-06,0.0
1709,1.1438799073662916e-06,1.1438799073662916e-06,1.1438799073662916e-06,1.2025016157427411e-08
1710,1.1013797559046777e-06,1.1013797559046777e-06,1.1013797559046777e-06,1.2025016157427411e-08
1711,1.4280232676355809e-06,1.4280232676355809e-06,1.4280232676355809e-06,1.2025016157427411e-08
1712,2.1179817183890137e-06,2.1179817183890137e-06,2.1179817183890137e-06,1.2025016157427411e-08
1713,2.276906156696766e-06,2.276906156696766e-06,2.276906156696766e-06,1.2025016157427411e-08
1714,2.385100271697281e-06,2.385100271697281e-06,2.385100271697281e-06,1.2025016157427411e-08
1715,2.41569007032792e-06,2.41569007032792e-06,2.41569007032792e-06,1.2025016157427411e-08
1716,2.8178824485231805e-06,2.8178824485231805e-06,2.8178824485231805e-06,0.0
1717,2.842476549501173e-06,2.842476549501173e-06,2.842476549501173e-06,0.0
1718,2.532079893821252e-06,2.532079893821252e-06,2.532079893821252e-06,0.0
1719,1.8931426991132736e-06,1.8931426991132736e-06,1.8931426991132736e-06,0.0
1720,1.8077053515038903e-06,1.8077053515038903e-06,1.8077053515038903e-06,0.0
1721,1.7707079840485157e-06,1.7707079840485157e-06,1.7707079840485157e-06,0.0
1722,1.7617094434691744e-06,1.7617094434691744e-06,1.7617094434691744e-06,0.0
1723,1.436872545517482e-06,1.436872545517482e-06,1.436872545517482e-06,0.0
1724,1.4694918166112205e-06,1.4694918166112205e-06,1.4694918166112205e-06,0.0
1725,1.6381866316805827e-06,1.6381866316805827e-06,1.6381866316805827e-06,0.0
1726,1.7855653920508172e-06,1.7855653920508172e-06,1.7855653920508172e-06,6.3874980225721495e-09
1727,1.787065230018925e-06,1.787065230018925e-06,1.787065230018925e-06,6.3874980225721495e-09
1728,1.7887307584325235e-06,1.7887307584325235e-06,1.7887307584325235e-06,6.3874980225721495e-09
1729,1.7490119879377225e-06,1.7490119879377225e-06,1.7490119879377225e-06,6.3874980225721495e-09
1730,1.8132699649088733e-06,1.8132699649088733e-06,1.8132699649088733e-06,6.3874980225721495e-09
1731,1.894128104140691e-06,1.894128104140691e-06,1.894128104140691e-06,6.3874980225721495e-09
1732,2.014953370884801e-06,2.014953370884801e-06,2.014953370884801e-06,6.3874980225721495e-09
1733,1.908870639713963e-06,1.908870639713963e-06,1.908870639713963e-06,0.0
1734,2.097680521728762e-06,2.097680521728762e-06,2.097680521728762e-06,0.0
1735,2.097301489811798e-06,2.097301489811798e-06,2.097301489811798e-06,0.0
1736,2.0947753195546933e-06,2.0947753195546933e-06,2.0947753195546933e-06,5.512325072589062e-09
1737,2.0544038079606253e-06,2.0544038079606253e-06,2.0544038079606253e-06,5.512325072589062e-09
1738,2.133361428085274e-06,2.133361428085274e-06,2.133361428085274e-06,5.512325072589062e-09
1739,2.008866967376629e-06,2.008866967376629e-06,2.008866967376629e-06,5.512325072589062e-09
1740,2.4513671762958566e-06,2.4513671762958566e-06,2.4513671762958566e-06,5.512325072589062e-09
1741,2.3168925378870753e-06,2.3168925378870753e-06,2.3168925378870753e-06,5.512325072589062e-09
1742,2.4098665270295375e-06,2.4098665270295375e-06,2.4098665270295375e-06,5.512325072589062e-09
1743,2.7479943258055883e-06,2.7479943258055883e-06,2.7479943258055883e-06,0.0
1744,2.955052033420153e-06,2.955052033420153e-06,2.955052033420153e-06,0.0
1745,2.8137438416056933e-06,2.8137438416056933e-06,2.8137438416056933e-06,6.311576023725658e-09
1746,2.732826000543095e-06,2.732826000543095e-06,2.732826000543095e-06,6.311576023725658e-09
1747,2.363420013093024e-06,2.363420013093024e-06,2.363420013093024e-06,6.311576023725658e-09
1748,2.3521785611332495e-06,2.3521785611332495e-06,2.3521785611332495e-06,6.311576023725658e-09
1749,2.2386316069449615e-06,2.2386316069449615e-06,2.2386316069449615e-06,6.311576023725658e-09
1750,1.8977270721214673e-06,1.8977270721214673e-06,1.8977270721214673e-06,9.610307470455024e-09
1751,1.6726181684134644e-06,1.6726181684134644e-06,1.6726181684134644e-06,1.317944610588841e-08
1752,1.797390999464759e-06,1.797390999464759e-06,1.797390999464759e-06,6.867870082162751e-09
1753,2.036236586328804e-06,2.036236586328804e-06,2.036236586328804e-06,6.867870082162751e-09
1754,2.0339213051556726e-06,2.0339213051556726e-06,2.0339213051556726e-06,6.867870082162751e-09
1755,2.2419641579420258e-06,2.2419641579420258e-06,2.2419641579420258e-06,6.867870082162751e-09
1756,2.3447571818126434e-06,2.3447571818126434e-06,2.3447571818126434e-06,6.867870082162751e-09
1757,2.516816688772191e-06,2.516816688772191e-06,2.516816688772191e-06,3.569138635433384e-09
1758,2.478077768890736e-06,2.478077768890736e-06,2.478077768890736e-06,0.0
1759,2.2169341491462546e-06,2.2169341491462546e-06,2.2169341491462546e-06,0.0
1760,2.039880119549967e-06,2.039880119549967e-06,2.039880119549967e-06,0.0
1761,2.2742702542797943e-06,2.2742702542797943e-06,2.2742702542797943e-06,0.0
1762,2.075107480387877e-06,2.075107480387877e-06,2.075107480387877e-06,2.6825820295276313e-09
1763,2.054360363347639e-06,2.054360363347639e-06,2.054360363347639e-06,2.6825820295276313e-09
1764,2.1424001326002847e-06,2.1424001326002847e-06,2.1424001326002847e-06,2.6825820295276313e-09
1765,2.3520190097769955e-06,2.3520190097769955e-06,2.3520190097769955e-06,2.6825820295276313e-09
1766,2.481783570017017e-06,2.481783570017017e-06,2.481783570017017e-06,2.6825820295276313e-09
1767,2.4813883296051894e-06,2.4813883296051894e-06,2.4813883296051894e-06,5.627084322311151e-09
1768,2.2672892490455913e-06,2.2672892490455913e-06,2.2672892490455913e-06,1.0991509416921223e-08
1769,2.3101131968620133e-06,2.3101131968620133e-06,2.3101131968620133e-06,8.30892738739359e-09
1770,2.363105084311558e-06,2.363105084311558e-06,2.363105084311558e-06,8.30892738739359e-09
1771,2.1538192121235104e-06,2.1538192121235104e-06,2.1538192121235104e-06,8.30892738739359e-09
1772,2.0905559949824237e-06,2.0905559949824237e-06,2.0905559949824237e-06,1.0945009216405716e-08
1773,2.1616652767469143e-06,2.1616652767469143e-06,2.1616652767469143e-06,1.6135390928135555e-08
1774,2.361076667511952e-06,2.361076667511952e-06,2.361076667511952e-06,1.3190888635352036e-08
1775,2.3373655559615666e-06,2.3373655559615666e-06,2.3373655559615666e-06,1.0715152701631529e-08
1776,2.3816336189546357e-06,2.3816336189546357e-06,2.3816336189546357e-06,1.613989170883607e-08
1777,2.271588430500872e-06,2.271588430500872e-06,2.271588430500872e-06,1.9057942018158817e-08
1778,2.1866142430683666e-06,2.1866142430683666e-06,2.1866142430683666e-06,1.9057942018158817e-08
1779,2.0804914454077206e-06,2.0804914454077206e-06,2.0804914454077206e-06,1.6421860189146694e-08
1780,2.0421955793738434e-06,2.0421955793738434e-06,2.0421955793738434e-06,1.3580618788263824e-08
1781,1.8274099927241747e-06,1.8274099927241747e-06,1.8274099927241747e-06,1.549313566329147e-08
1782,1.959310046523959e-06,1.959310046523959e-06,1.959310046523959e-06,1.476257998384816e-08
1783,1.8535307455230004e-06,1.8535307455230004e-06,1.8535307455230004e-06,9.337840976643617e-09
1784,2.0795437194465194e-06,2.0795437194465194e-06,2.0795437194465194e-06,8.084262783013076e-09
1785,2.205049603227443e-06,2.205049603227443e-06,2.205049603227443e-06,8.084262783013076e-09
1786,2.2011295024120566e-06,2.2011295024120566e-06,2.2011295024120566e-06,1.2104557737099445e-08
1787,2.4602995998585745e-06,2.4602995998585745e-06,2.4602995998585745e-06,1.1044559045103597e-08
1788,2.5842853606913456e-06,2.5842853606913456e-06,2.5842853606913456e-06,1.043859424295793e-08
1789,2.656910201689503e-06,2.656910201689503e-06,2.656910201689503e-06,8.280460761511677e-09
1790,2.7924584985937273e-06,2.7924584985937273e-06,2.7924584985937273e-06,9.385309164753965e-09
1791,2.6438535282328042e-06,2.6438535282328042e-06,2.6438535282328042e-06,9.892769524201737e-09
1792,2.782067846445508e-06,2.782067846445508e-06,2.782067846445508e-06,1.2069293628006302e-08
1793,2.8443210047563686e-06,2.8443210047563686e-06,2.8443210047563686e-06,8.048998673919933e-09
1794,2.827779797241549e-06,2.827779797241549e-06,2.827779797241549e-06,6.75985705506881e-09
1795,2.7905307596094123e-06,2.7905307596094123e-06,2.7905307596094123e-06,9.106393480554483e-09
1796,2.6097650496532358e-06,2.6097650496532358e-06,2.6097650496532358e-06,1.0054555093270373e-08
1797,2.530369735203359e-06,2.530369735203359e-06,2.530369735203359e-06,1.1217401293553816e-08
1798,2.525924303751838e-06,2.525924303751838e-06,2.525924303751838e-06,9.624125496543456e-09
1799,2.3387818503449253e-06,2.3387818503449253e-06,2.3387818503449253e-06,9.8506797639532e-09
1800,2.2796992392873757e-06,2.2796992392873757e-06,2.2796992392873757e-06,1.0262343673263428e-08
1801,2.0011642293736387e-06,2.0011642293736387e-06,2.0011642293736387e-06,1.0262343673263428e-08
1802,1.8534719044639912e-06,1.8534719044639912e-06,1.8534719044639912e-06,7.911635600623055e-09
1803,1.835199636194115e-06,1.835199636194115e-06,1.835199636194115e-06,8.367473824932858e-09
1804,1.847124605904225e-06,1.847124605904225e-06,1.847124605904225e-06,7.320089423501486e-09
1805,1.8624185876043548e-06,1.8624185876043548e-06,1.8624185876043548e-06,7.780142752267238e-09
1806,1.8267068396328665e-06,1.8267068396328665e-06,1.8267068396328665e-06,6.669814922588557e-09
1807,1.9164773773029864e-06,1.9164773773029864e-06,1.9164773773029864e-06,7.304257135639805e-09
1808,1.962355002303541e-06,1.962355002303541e-06,1.962355002303541e-06,8.01034667168616e-09
1809,1.9983345315007943e-06,1.9983345315007943e-06,1.9983345315007943e-06,7.431665505208684e-09
1810,1.9449026922302437e-06,1.9449026922302437e-06,1.9449026922302437e-06,6.027665668182993e-09
1811,1.8596583523893578e-06,1.8596583523893578e-06,1.8596583523893578e-06,5.2761233477432205e-09
1812,1.8255277284749485e-06,1.8255277284749485e-06,1.8255277284749485e-06,4.953538151093133e-09
1813,1.863948325210783e-06,1.863948325210783e-06,1.863948325210783e-06,4.242725789741339e-09
1814,1.7626518911129097e-06,1.7626518911129097e-06,1.7626518911129097e-06,3.4055778038880445e-09
1815,1.6966323853141927e-06,1.6966323853141927e-06,1.6966323853141927e-06,2.892628977616393e-09
1816,1.6593356804150972e-06,1.6593356804150972e-06,1.6593356804150972e-06,2.3591024372089056e-09
1817,1.6700952463517233e-06,1.6700952463517233e-06,1.6700952463517233e-06,2.530450008261401e-09
1818,1.6618453173578018e-06,1.6618453173578018e-06,1.6618453173578018e-06,2.0616821266068133e-09
1819,1.7336338617367022e-06,1.7336338617367022e-06,1.7336338617367022e-06,1.7964496556999165e-09
1820,1.7632272926805724e-06,1.7632272926805724e-06,1.7632272926805724e-06,1.3619084114426171e-09
1821,1.805822177759962e-06,1.805822177759962e-06,1.805822177759962e-06,1.4100587840206101e-09
1822,1.8436959083244022e-06,1.8436959083244022e-06,1.8436959083244022e-06,1.3416869758055482e-09
1823,1.8635828707504385e-06,1.8635828707504385e-06,1.8635828707504385e-06,1.1515142569632327e-09
1824,1.8283383756819864e-06,1.8283383756819864e-06,1.8283383756819864e-06,1.1142867025907118e-09
1825,1.8503032249230143e-06,1.8503032249230143e-06,1.8503032249230143e-06,1.2409035069335265e-09
1826,1.7691197302026142e-06,1.7691197302026142e-06,1.7691197302026142e-06,1.0270076535233231e-09
1827,1.6780872036698774e-06,1.6780872036698774e-06,1.6780872036698774e-06,9.841813237392622e-10
1828,1.6781653390093458e-06,1.6781653390093458e-06,1.6781653390093458e-06,8.374021238337954e-10
1829,1.6134797371185933e-06,1.6134797371185933e-06,1.6134797371185933e-06,9.234560576538392e-10
1830,1.5931507277855417e-06,1.5931507277855417e-06,1.5931507277855417e-06,9.234560576538392e-10
1831,1.5882719870725332e-06,1.5882719870725332e-06,1.5882719870725332e-06,7.893360409738648e-10
1832,1.5522584655108013e-06,1.5522584655108013e-06,1.5522584655108013e-06,1.088466547053254e-09
1833,1.536822553914265e-06,1.536822553914265e-06,1.536822553914265e-06,1.016426585755324e-09
1834,1.5623400193882325e-06,1.5623400193882325e-06,1.5623400193882325e-06,9.94916173256501e-10
1835,1.5512957653689746e-06,1.5512957653689746e-06,1.5512957653689746e-06,8.845868640757918e-10
1836,1.570447742389141e-06,1.570447742389141e-06,1.570447742389141e-06,8.238863876844757e-10
1837,1.5702995109937286e-06,1.5702995109937286e-06,1.5702995109937286e-06,8.238863876844757e-10
1838,1.6218278590583526e-06,1.6218278590583526e-06,1.6218278590583526e-06,9.765378823039278e-10
1839,1.6368383545081348e-06,1.6368383545081348e-06,1.6368383545081348e-06,7.023534452445444e-10
1840,1.642752100191761e-06,1.642752100191761e-06,1.642752100191761e-06,5.373969206142906e-10
1841,1.6641821827891233e-06,1.6641821827891233e-06,1.6641821827891233e-06,6.642695599928012e-10
1842,1.6615662973760794e-06,1.6615662973760794e-06,1.6615662973760794e-06,7.250849999783173e-10
