ngram,screw,scre,scre,srew
1541,1.494200010451355e-05,0.0,0.0,0.0
1542,1.494200010451355e-05,0.0,0.0,0.0
1543,1.494200010451355e-05,0.0,0.0,0.0
1544,1.508110502917199e-05,0.0,0.0,0.0
1545,1.508110502917199e-05,0.0,0.0,0.0
1546,1.391049246584381e-07,0.0,0.0,0.0
1547,1.391049246584381e-07,0.0,0.0,0.0
1548,4.3634686010461466e-07,0.0,0.0,0.0
1549,4.3634686010461466e-07,0.0,0.0,0.0
1550,9.766925716446297e-07,0.0,0.0,0.0
1551,8.375876469861916e-07,0.0,0.0,0.0
1552,8.375876469861916e-07,0.0,0.0,0.0
1553,8.375876469861916e-07,0.0,0.0,0.0
1554,8.375876469861916e-07,0.0,0.0,0.0
1555,5.40345711540015e-07,0.0,0.0,0.0
1556,5.40345711540015e-07,0.0,0.0,0.0
1557,0.0,0.0,0.0,0.0
1558,0.0,0.0,0.0,0.0
1559,0.0,0.0,0.0,0.0
1560,0.0,0.0,0.0,0.0
1561,0.0,0.0,0.0,0.0
1562,0.0,0.0,0.0,0.0
1563,0.0,0.0,0.0,0.0
1564,0.0,0.0,0.0,0.0
1565,0.0,0.0,0.0,0.0
1566,0.0,0.0,0.0,0.0
1567,0.0,0.0,0.0,0.0
1568,0.0,0.0,0.0,0.0
1569,1.4854106536534215e-06,0.0,0.0,0.0
1570,1.4854106536534215e-06,0.0,0.0,0.0
1571,1.4854106536534215e-06,0.0,0.0,0.0
1572,1.4854106536534215e-06,0.0,0.0,0.0
1573,1.4854106536534215e-06,0.0,0.0,0.0
1574,1.4854106536534215e-06,0.0,0.0,0.0
1575,1.4854106536534215e-06,0.0,0.0,0.0
1576,0.0,0.0,0.0,0.0
1577,0.0,0.0,0.0,0.0
1578,4.81826223871654e-07,0.0,0.0,0.0
1579,4.81826223871654e-07,0.0,0.0,0.0
1580,4.81826223871654e-07,0.0,0.0,0.0
1581,4.81826223871654e-07,0.0,0.0,0.0
1582,4.81826223871654e-07,0.0,0.0,0.0
1583,7.221375264115133e-07,0.0,0.0,0.0
1584,7.221375264115133e-07,0.0,0.0,0.0
1585,2.403113025398592e-07,0.0,0.0,0.0
1586,9.59205148579453e-07,0.0,0.0,0.0
1587,9.59205148579453e-07,0.0,0.0,0.0
1588,9.59205148579453e-07,0.0,0.0,0.0
1589,9.59205148579453e-07,0.0,0.0,0.0
1590,7.188938460395937e-07,0.0,0.0,0.0
1591,7.188938460395937e-07,0.0,0.0,0.0
1592,7.188938460395937e-07,0.0,0.0,0.0
1593,0.0,0.0,0.0,0.0
1594,0.0,0.0,0.0,0.0
1595,0.0,0.0,0.0,0.0
1596,0.0,0.0,0.0,0.0
1597,1.2106209266806089e-07,0.0,0.0,0.0
1598,2.979977580253035e-07,0.0,0.0,0.0
1599,2.979977580253035e-07,0.0,0.0,0.0
1600,2.979977580253035e-07,0.0,0.0,0.0
1601,2.979977580253035e-07,0.0,0.0,0.0
1602,2.979977580253035e-07,0.0,0.0,0.0
1603,2.979977580253035e-07,0.0,0.0,0.0
1604,1.769356653572426e-07,0.0,0.0,0.0
1605,1.1243689154330891e-07,0.0,0.0,0.0
1606,7.530777484784526e-07,0.0,0.0,0.0
1607,7.530777484784526e-07,0.0,0.0,0.0
1608,7.530777484784526e-07,0.0,0.0,0.0
1609,7.530777484784526e-07,0.0,0.0,0.0
1610,7.530777484784526e-07,0.0,0.0,0.0
1611,7.530777484784526e-07,0.0,0.0,0.0
1612,6.406408569351438e-07,0.0,0.0,0.0
1613,0.0,0.0,0.0,0.0
1614,0.0,0.0,0.0,0.0
1615,0.0,0.0,0.0,0.0
1616,0.0,0.0,0.0,0.0
1617,0.0,0.0,0.0,0.0
1618,0.0,0.0,0.0,0.0
1619,0.0,0.0,0.0,0.0
1620,0.0,0.0,0.0,0.0
1621,0.0,0.0,0.0,0.0
1622,0.0,0.0,0.0,0.0
1623,0.0,0.0,0.0,0.0
1624,0.0,0.0,0.0,0.0
1625,0.0,0.0,0.0,0.0
1626,0.0,0.0,0.0,0.0
1627,0.0,0.0,0.0,0.0
1628,6.55116260921724e-08,0.0,0.0,0.0
1629,6.55116260921724e-08,0.0,0.0,0.0
1630,6.55116260921724e-08,0.0,0.0,0.0
1631,1.7887159791436196e-07,0.0,0.0,0.0
1632,1.7887159791436196e-07,0.0,0.0,0.0
1633,1.7887159791436196e-07,0.0,0.0,0.0
1634,3.0228976096883085e-07,0.0,0.0,0.0
1635,2.3677813487665844e-07,0.0,0.0,0.0
1636,2.3677813487665844e-07,0.0,0.0,0.0
1637,3.099382622297396e-07,0.0,0.0,0.0
1638,2.639133275092068e-07,0.0,0.0,0.0
1639,5.753942470424331e-07,0.0,0.0,0.0
1640,5.753942470424331e-07,0.0,0.0,0.0
1641,4.519760839879642e-07,0.0,0.0,0.0
1642,4.519760839879642e-07,0.0,0.0,0.0
1643,6.326209773175963e-07,0.0,0.0,0.0
1644,5.594608499645151e-07,0.0,0.0,0.0
1645,5.90359474829581e-07,0.0,0.0,0.0
1646,4.803553760471654e-07,0.0,0.0,0.0
1647,5.844009284114041e-07,0.0,0.0,0.0
1648,6.302501641844824e-07,0.0,0.0,0.0
1649,6.302501641844824e-07,0.0,0.0,0.0
1650,6.692059498293799e-07,0.0,0.0,0.0
1651,8.412062746694054e-07,0.0,0.0,0.0
1652,7.429726127026827e-07,0.0,0.0,0.0
1653,6.168715702057983e-07,0.0,0.0,0.0
1654,5.543092039975558e-07,0.0,0.0,0.0
1655,6.246660575470742e-07,0.0,0.0,0.0
1656,1.0324320304074978e-06,0.0,0.0,0.0
1657,8.406357839671077e-07,0.0,0.0,0.0
1658,7.222510934720308e-07,0.0,0.0,0.0
1659,8.509198344037421e-07,0.0,0.0,0.0
1660,1.1764180730519262e-06,0.0,0.0,0.0
1661,1.1349348868959299e-06,0.0,0.0,0.0
1662,1.5871268662489716e-06,0.0,0.0,0.0
1663,1.179360893388548e-06,0.0,0.0,0.0
1664,1.3480713708499285e-06,0.0,0.0,0.0
1665,1.2944557365049799e-06,0.0,0.0,0.0
1666,1.5652709797515335e-06,0.0,0.0,0.0
1667,1.3591108622027344e-06,0.0,0.0,0.0
1668,1.4028640781102046e-06,0.0,0.0,0.0
1669,8.644201017204978e-07,0.0,0.0,0.0
1670,9.803676022102081e-07,0.0,0.0,0.0
1671,1.057624044977144e-06,0.0,0.0,0.0
1672,1.3528312783656865e-06,0.0,0.0,0.0
1673,1.0275759072848295e-06,0.0,0.0,0.0
1674,9.62984105155686e-07,0.0,0.0,0.0
1675,9.192308892482158e-07,0.0,0.0,0.0
1676,9.751698176582328e-07,0.0,0.0,0.0
1677,9.935671089676492e-07,0.0,0.0,0.0
1678,7.397143276323601e-07,0.0,0.0,0.0
1679,6.290812482997612e-07,0.0,0.0,0.0
1680,6.996680659605252e-07,0.0,0.0,0.0
1681,7.038010535000337e-07,0.0,0.0,0.0
1682,7.64284152410255e-07,0.0,0.0,0.0
1683,1.340407972553034e-06,0.0,0.0,0.0
1684,2.1411537269549238e-06,0.0,0.0,0.0
1685,2.2828818089237757e-06,0.0,0.0,0.0
1686,2.153566068078102e-06,0.0,0.0,0.0
1687,2.091150816698116e-06,0.0,0.0,0.0
1688,2.0500788886173334e-06,0.0,0.0,0.0
1689,1.989595789707112e-06,0.0,0.0,0.0
1690,1.4314304053186788e-06,0.0,0.0,0.0
1691,4.963398591176624e-07,0.0,0.0,0.0
1692,3.346932057216431e-07,0.0,0.0,0.0
1693,3.4213718030124643e-07,0.0,0.0,0.0
1694,2.597370009230612e-07,0.0,0.0,0.0
1695,3.0611507538326676e-07,0.0,0.0,0.0
1696,4.6357452885916116e-07,0.0,0.0,0.0
1697,4.699291927019138e-07,0.0,0.0,0.0
1698,4.803004632744237e-07,0.0,0.0,0.0
1699,6.763435728933993e-07,0.0,0.0,0.0
1700,9.775810769139883e-07,0.0,0.0,0.0
1701,1.0645819108796267e-06,0.0,0.0,0.0
1702,1.0209019580185798e-06,0.0,0.0,0.0
1703,8.965661351112431e-07,1.104120985116554e-08,1.104120985116554e-08,0.0
1704,8.469923804861017e-07,1.104120985116554e-08,1.104120985116554e-08,0.0
1705,9.190413550186349e-07,1.104120985116554e-08,1.104120985116554e-08,0.0
1706,7.562243930741326e-07,1.104120985116554e-08,1.104120985116554e-08,0.0
1707,4.773516682884551e-07,1.104120985116554e-08,1.104120985116554e-08,0.0
1708,4.1928843635170257e-07,1.104120985116554e-08,1.104120985116554e-08,0.0
1709,3.594822085720547e-07,1.104120985116554e-08,1.104120985116554e-08,0.0
1710,5.157238364615426e-07,0.0,0.0,0.0
1711,5.035531164107201e-07,0.0,0.0,0.0
1712,4.754499696803448e-07,1.086341987794575e-08,1.086341987794575e-08,0.0
1713,4.638598523700109e-07,1.086341987794575e-08,1.086341987794575e-08,0.0
1714,4.4579395819255296e-07,1.086341987794575e-08,1.086341987794575e-08,0.0
1715,4.961128265027323e-07,1.086341987794575e-08,1.086341987794575e-08,0.0
1716,6.637018178220647e-07,1.086341987794575e-08,1.086341987794575e-08,0.0
1717,5.660334230534707e-07,1.086341987794575e-08,1.086341987794575e-08,0.0
1718,5.64022315074908e-07,1.086341987794575e-08,1.086341987794575e-08,0.0
1719,6.018934105408594e-07,0.0,0.0,0.0
1720,6.165018930914812e-07,0.0,0.0,0.0
1721,6.195810848501943e-07,8.760058075755036e-09,8.760058075755036e-09,0.0
1722,1.282172937473141e-06,2.4215231470796946e-08,2.4215231470796946e-08,0.0
1723,1.14643583515317e-06,2.4215231470796946e-08,2.4215231470796946e-08,0.0
1724,1.1486736874693243e-06,2.4215231470796946e-08,2.4215231470796946e-08,0.0
1725,1.359576499128577e-06,2.4215231470796946e-08,2.4215231470796946e-08,0.0
1726,1.2865507983406133e-06,2.4215231470796946e-08,2.4215231470796946e-08,0.0
1727,1.3255761562699523e-06,2.4215231470796946e-08,2.4215231470796946e-08,0.0
1728,1.3526890947040165e-06,1.545517339504191e-08,1.545517339504191e-08,0.0
1729,6.80932515706445e-07,0.0,0.0,0.0
1730,8.339530056998358e-07,0.0,0.0,0.0
1731,8.096856812958972e-07,0.0,0.0,0.0
1732,6.962783832672617e-07,0.0,0.0,0.0
1733,7.192645057330083e-07,0.0,0.0,0.0
1734,7.730379252279818e-07,5.161731613562941e-09,5.161731613562941e-09,0.0
1735,7.211130049914313e-07,5.161731613562941e-09,5.161731613562941e-09,0.0
1736,9.541991435721035e-07,5.161731613562941e-09,5.161731613562941e-09,0.0
1737,8.024679963065344e-07,5.161731613562941e-09,5.161731613562941e-09,0.0
1738,7.71243317590883e-07,1.0653547885145339e-08,1.0653547885145339e-08,0.0
1739,9.471580101814782e-07,1.3884464371877975e-08,1.3884464371877975e-08,0.0
1740,1.1820386873750977e-06,1.3884464371877975e-08,1.3884464371877975e-08,0.0
1741,1.7778401968371327e-06,8.722732758315033e-09,8.722732758315033e-09,0.0
1742,1.923892889570717e-06,8.722732758315033e-09,8.722732758315033e-09,0.0
1743,2.0541277235354627e-06,8.722732758315033e-09,8.722732758315033e-09,0.0
1744,2.1143691932528393e-06,8.722732758315033e-09,8.722732758315033e-09,0.0
1745,2.328389525376094e-06,3.2309164867326346e-09,3.2309164867326346e-09,6.311576023725658e-09
1746,2.1728020231291467e-06,0.0,0.0,6.311576023725658e-09
1747,2.2451414776826695e-06,0.0,0.0,6.311576023725658e-09
1748,1.9133877263552028e-06,0.0,0.0,6.311576023725658e-09
1749,1.910367197004754e-06,0.0,0.0,6.311576023725658e-09
1750,1.6517872479328486e-06,0.0,0.0,6.311576023725658e-09
1751,1.6722333222267999e-06,0.0,0.0,6.311576023725658e-09
1752,1.5289308034230738e-06,0.0,0.0,0.0
1753,1.661389368174631e-06,0.0,0.0,0.0
1754,1.4040701330486627e-06,0.0,0.0,0.0
1755,1.1612580936213947e-06,0.0,0.0,0.0
1756,1.0761634468638346e-06,6.070941083180514e-09,6.070941083180514e-09,0.0
1757,1.1114441917925433e-06,6.070941083180514e-09,6.070941083180514e-09,0.0
1758,1.1448878711105083e-06,6.070941083180514e-09,6.070941083180514e-09,0.0
1759,1.133133602187237e-06,6.070941083180514e-09,6.070941083180514e-09,0.0
1760,9.907610741980273e-07,6.070941083180514e-09,6.070941083180514e-09,2.661366999794674e-09
1761,1.464927298197186e-06,8.846508541588655e-09,8.846508541588655e-09,2.661366999794674e-09
1762,1.558763260943254e-06,8.846508541588655e-09,8.846508541588655e-09,2.661366999794674e-09
1763,1.6088456910828036e-06,2.7755674584081393e-09,2.7755674584081393e-09,2.661366999794674e-09
1764,1.9102758821125983e-06,2.7755674584081393e-09,2.7755674584081393e-09,2.661366999794674e-09
1765,1.9686158745051737e-06,2.7755674584081393e-09,2.7755674584081393e-09,2.661366999794674e-09
1766,2.303143235492046e-06,2.7755674584081393e-09,2.7755674584081393e-09,2.661366999794674e-09
1767,2.4638456872188338e-06,5.720069751191659e-09,5.720069751191659e-09,0.0
1768,2.4930811345516953e-06,8.30892738739359e-09,8.30892738739359e-09,5.364425094610072e-09
1769,2.5596846333948112e-06,8.30892738739359e-09,8.30892738739359e-09,5.364425094610072e-09
1770,3.017575603995023e-06,1.4074770555388178e-08,1.4074770555388178e-08,5.364425094610072e-09
1771,3.0167647894683924e-06,1.4074770555388178e-08,1.4074770555388178e-08,5.364425094610072e-09
1772,3.2917493431991067e-06,1.4074770555388178e-08,1.4074770555388178e-08,5.364425094610072e-09
1773,3.2880222014292874e-06,1.4074770555388178e-08,1.4074770555388178e-08,5.364425094610072e-09
1774,3.381847331443818e-06,1.1130268262604659e-08,1.1130268262604659e-08,5.364425094610072e-09
1775,2.977049624470445e-06,8.654532328884151e-09,8.654532328884151e-09,0.0
1776,2.9809660061021404e-06,8.654532328884151e-09,8.654532328884151e-09,0.0
1777,2.7812317122360194e-06,2.8886891608895635e-09,2.8886891608895635e-09,0.0
1778,2.8823504050836035e-06,2.8886891608895635e-09,2.8886891608895635e-09,0.0
1779,2.7499312247008286e-06,2.8886891608895635e-09,2.8886891608895635e-09,0.0
1780,2.570733613538323e-06,2.8886891608895635e-09,2.8886891608895635e-09,2.349140310846971e-09
1781,2.5309625146162162e-06,2.8886891608895635e-09,2.8886891608895635e-09,2.349140310846971e-09
1782,2.802149603147492e-06,0.0,0.0,2.349140310846971e-09
1783,2.883291764581892e-06,4.349198081042362e-09,4.349198081042362e-09,2.349140310846971e-09
1784,2.902944938146642e-06,6.013670196734568e-09,6.013670196734568e-09,9.007028773615794e-09
1785,2.669733995779617e-06,7.631792594712091e-09,7.631792594712091e-09,9.007028773615794e-09
1786,3.6430007120153666e-06,7.631792594712091e-09,7.631792594712091e-09,9.007028773615794e-09
1787,3.809095460383105e-06,7.631792594712091e-09,7.631792594712091e-09,6.657888462768824e-09
1788,3.7444063179594067e-06,1.1551448813358028e-08,1.1551448813358028e-08,6.657888462768824e-09
1789,3.511752554784055e-06,1.387821844746538e-08,1.387821844746538e-08,6.657888462768824e-09
1790,3.6186815545339153e-06,1.0633868769665306e-08,1.0633868769665306e-08,7.762736866011113e-09
1791,3.994456181187291e-06,1.4399227714940416e-08,1.4399227714940416e-08,3.276780878382267e-09
1792,4.154505258416716e-06,1.3869367368865174e-08,1.3869367368865174e-08,3.276780878382267e-09
1793,3.458606491741583e-06,1.7813455853245485e-08,1.7813455853245485e-08,3.276780878382267e-09
1794,4.019532769104574e-06,1.7813455853245485e-08,1.7813455853245485e-08,4.274766445584126e-09
1795,4.558056308009587e-06,1.4807071759191461e-08,1.4807071759191461e-08,4.274766445584126e-09
1796,5.1841112898338385e-06,1.4376625350515887e-08,1.4376625350515887e-08,4.274766445584126e-09
1797,5.379288300641097e-06,1.4972547899917898e-08,1.4972547899917898e-08,3.169918042341838e-09
1798,5.203151204113965e-06,1.1857343551469057e-08,1.1857343551469057e-08,9.979855672018596e-10
1799,5.482108917931328e-06,1.7377547147288752e-08,1.7377547147288752e-08,9.979855672018596e-10
1800,5.845942918572941e-06,1.5491778146018272e-08,1.5491778146018272e-08,9.979855672018596e-10
1801,5.453588983073132e-06,1.7813480595358603e-08,1.7813480595358603e-08,0.0
1802,5.3464837687248035e-06,2.1675603280511624e-08,2.1675603280511624e-08,0.0
1803,5.531254893347588e-06,2.4693279421228453e-08,2.4693279421228453e-08,0.0
1804,5.9905310731015305e-06,2.878898211885631e-08,2.878898211885631e-08,0.0
1805,6.119611628361911e-06,3.244693808872918e-08,3.244693808872918e-08,0.0
1806,6.985901044182745e-06,2.8941073537680495e-08,2.8941073537680495e-08,2.5855010196299387e-10
1807,7.091705356288003e-06,3.0230293696880447e-08,3.0230293696880447e-08,6.769925572517163e-10
1808,7.0484232829975165e-06,3.0732949391725535e-08,3.0732949391725535e-08,6.769925572517163e-10
1809,6.829118677030367e-06,2.8490501894192936e-08,2.8490501894192936e-08,6.769925572517163e-10
1810,6.999967386686226e-06,2.7499380296701148e-08,2.7499380296701148e-08,1.3308054975474143e-09
1811,6.490176636881577e-06,2.4749897877183813e-08,2.4749897877183813e-08,1.7995733792020019e-09
1812,7.127758473351216e-06,2.1880522536678526e-08,2.1880522536678526e-08,2.754406417234837e-09
1813,6.192194145374483e-06,1.9941797800372896e-08,1.9941797800372896e-08,2.6898357192400066e-09
1814,5.638286341179212e-06,1.847488143421775e-08,1.847488143421775e-08,2.480351400459467e-09
1815,5.92009242999276e-06,1.8354493163436862e-08,1.8354493163436862e-08,2.480351400459467e-09
1816,6.649753946216411e-06,1.8674136649719586e-08,1.8674136649719586e-08,2.480351400459467e-09
1817,6.02524369242019e-06,1.680742973369271e-08,1.680742973369271e-08,1.8265384601637687e-09
1818,6.28844658682023e-06,1.5371752252032626e-08,1.5371752252032626e-08,1.3577705785091813e-09
1819,5.733164925914025e-06,1.3921816715318463e-08,1.3921816715318463e-08,5.53234981635699e-10
1820,6.317702887567325e-06,1.5411085106466415e-08,1.5411085106466415e-08,5.066525135940683e-10
1821,6.67378403055149e-06,1.5330221409775343e-08,1.5330221409775343e-08,2.9769437708588546e-10
1822,7.470710053374725e-06,1.524639842947246e-08,1.524639842947246e-08,2.9769437708588546e-10
1823,7.269129777601588e-06,1.3798435283263188e-08,1.3798435283263188e-08,4.3815714548653007e-10
1824,7.601500523638346e-06,1.2949344580753014e-08,1.2949344580753014e-08,5.722771621665044e-10
1825,7.587249521228452e-06,1.3490516513416293e-08,1.3490516513416293e-08,5.722771621665044e-10
1826,8.103715377468948e-06,1.4325707731188686e-08,1.4325707731188686e-08,4.219797210071517e-10
1827,7.900167474872433e-06,1.3659404528100692e-08,1.3659404528100692e-08,2.74582785080619e-10
1828,8.015084079358661e-06,1.3073267294113781e-08,1.3073267294113781e-08,2.74582785080619e-10
1829,7.721190481139015e-06,1.2069428758008729e-08,1.2069428758008729e-08,3.4485706354051414e-10
1830,7.514105228827768e-06,1.23802828306501e-08,1.23802828306501e-08,2.996988371758594e-10
1831,7.361392493164333e-06,1.2659517244019623e-08,1.2659517244019623e-08,2.584734807139658e-10
1832,7.344751208750365e-06,1.2380319626613203e-08,1.2380319626613203e-08,3.436229396263408e-10
1833,6.9305449090149655e-06,1.2366204441402066e-08,1.2366204441402066e-08,3.436229396263408e-10
1834,6.604208270541026e-06,1.2621988026190983e-08,1.2621988026190983e-08,3.436229396263408e-10
1835,6.410617450975613e-06,1.3754300936292502e-08,1.3754300936292502e-08,5.111897413304486e-10
1836,6.043691103384065e-06,1.3564155005545736e-08,1.3564155005545736e-08,4.4091546287055346e-10
1837,6.329829635173415e-06,1.3087735847453326e-08,1.3087735847453326e-08,4.2305233126173544e-10
1838,6.917839073139476e-06,1.3814867979736586e-08,1.3814867979736586e-08,4.82809165663107e-10
1839,7.5036214184365235e-06,1.338142726784294e-08,1.338142726784294e-08,7.765668980879476e-10
1840,7.694168549018546e-06,1.2494384701458979e-08,1.2494384701458979e-08,7.765668980879476e-10
1841,8.094967467643852e-06,1.2491043120478805e-08,1.2491043120478805e-08,8.465445090953341e-10
1842,8.825667789226696e-06,1.2942618151815362e-08,1.2942618151815362e-08,8.006085873622584e-10
1843,9.308099704087778e-06,1.4008287989903628e-08,1.4008287989903628e-08,9.317576472283357e-10
1844,9.544257409288548e-06,1.4639145387970335e-08,1.4639145387970335e-08,9.878819508456006e-10
1845,9.428042436151632e-06,1.3693735288557361e-08,1.3693735288557361e-08,8.352304562261484e-10
1846,9.303449327749799e-06,1.3688738904298653e-08,1.3688738904298653e-08,5.215437645248297e-10
1847,9.491543356229418e-06,1.343475388080963e-08,1.343475388080963e-08,5.821492296157313e-10
1848,1.0297545226681645e-05,1.2507974465693548e-08,1.2507974465693548e-08,5.121716186083449e-10
1849,1.106179427422051e-05,1.1430129350945402e-08,1.1430129350945402e-08,4.4428027526751835e-10
1850,1.1485057257232256e-05,1.0172514767045219e-08,1.0172514767045219e-08,4.080710333135126e-10
1851,1.2221429382667079e-05,9.602595417236768e-09,9.602595417236768e-09,2.7450531926907576e-10
1852,1.3560344346582756e-05,9.952529086579683e-09,9.952529086579683e-09,3.250668900722786e-10
1853,1.488401903770864e-05,9.965458299835258e-09,9.965458299835258e-09,3.563650723721017e-10
1854,1.6219217806272873e-05,1.01976957671874e-08,1.01976957671874e-08,3.9676332854097854e-10
1855,1.6773314070763134e-05,1.3295338544391403e-08,1.3295338544391403e-08,5.017668265010806e-10
1856,1.7189096329924985e-05,1.3066637549741245e-08,1.3066637549741245e-08,4.97726094466395e-10
1857,1.8013055003913386e-05,1.587569479052523e-08,1.587569479052523e-08,5.47188956843771e-10
1858,1.8632222366120133e-05,1.630379958023858e-08,1.630379958023858e-08,5.47188956843771e-10
1859,1.8369601613293135e-05,1.5660699530834725e-08,1.5660699530834725e-08,6.184861630778979e-10
1860,1.861501810448577e-05,1.5798794780356014e-08,1.5798794780356014e-08,6.439578989095704e-10
1861,1.9052724123217297e-05,1.6436217720183777e-08,1.6436217720183777e-08,7.689008992998022e-10
1862,1.9062929433338078e-05,1.4310520007094446e-08,1.4310520007094446e-08,8.867704864063646e-10
1863,1.9419640271475407e-05,1.5158711999926514e-08,1.5158711999926514e-08,1.0280232062446056e-09
1864,2.046552305858183e-05,1.3187622422654904e-08,1.3187622422654904e-08,1.1661912546756525e-09
1865,2.1023402171392392e-05,1.3847750882486513e-08,1.3847750882486513e-08,1.2988709076543005e-09
1866,2.170644984289538e-05,1.601389370315636e-08,1.601389370315636e-08,1.3539706102326322e-09
1867,2.1716140119159328e-05,1.6113304087842347e-08,1.6113304087842347e-08,1.3616175647308231e-09
1868,2.116995892720297e-05,1.619571993976316e-08,1.619571993976316e-08,1.3149176350931872e-09
1869,2.2208042667313877e-05,1.5771807352190796e-08,1.5771807352190796e-08,1.0920445500265226e-09
1870,2.199842596642806e-05,1.4826454349961945e-08,1.4826454349961945e-08,1.0700388670364142e-09
1871,2.120342651323881e-05,1.4864224264142325e-08,1.4864224264142325e-08,9.091963214048957e-10
1872,2.0853963568307726e-05,1.4277865619963644e-08,1.4277865619963644e-08,8.584200889798816e-10
1873,2.130530862944267e-05,1.3438369020743072e-08,1.3438369020743072e-08,7.5947911451887e-10
1874,2.1199301564982826e-05,1.3541415354114048e-08,1.3541415354114048e-08,7.093231716278784e-10
1875,2.1610491135756354e-05,1.2780389952687138e-08,1.2780389952687138e-08,5.701914099606345e-10
1876,2.0678911304068087e-05,1.3296436332918153e-08,1.3296436332918153e-08,6.468553787846482e-10
1877,2.0434957280355904e-05,1.4139540205349022e-08,1.4139540205349022e-08,5.128612098495974e-10
1878,2.0005283139263546e-05,1.3263287230407578e-08,1.3263287230407578e-08,5.725598209834918e-10
1879,1.9972672816948034e-05,1.3451499342969392e-08,1.3451499342969392e-08,5.60484028236782e-10
1880,1.941890072235505e-05,1.3057410517904243e-08,1.3057410517904243e-08,6.468999423438402e-10
1881,1.9796981567716493e-05,1.2784227010342875e-08,1.2784227010342875e-08,5.674185129692485e-10
1882,1.9935800602460013e-05,1.3528526489535255e-08,1.3528526489535255e-08,7.541705315805558e-10
1883,1.9660125222539398e-05,1.3368404922735927e-08,1.3368404922735927e-08,8.059970746376877e-10
1884,1.956301561481918e-05,1.2382445037571545e-08,1.2382445037571545e-08,8.930890313000159e-10
1885,1.9668902106267134e-05,1.2919162755460028e-08,1.2919162755460028e-08,7.406855149058192e-10
1886,1.9230352076452357e-05,1.3246519183139429e-08,1.3246519183139429e-08,7.812123507612765e-10
1887,1.9197876879063968e-05,1.3328737351920544e-08,1.3328737351920544e-08,7.273148056041734e-10
1888,1.8577445059366126e-05,1.4270847487856436e-08,1.4270847487856436e-08,1.0783517511476453e-09
1889,1.808601778715716e-05,1.4802462620723742e-08,1.4802462620723742e-08,9.82339172307865e-10
1890,1.884259212861902e-05,1.5672075320034244e-08,1.5672075320034244e-08,9.550314210095478e-10
1891,1.8936352716991678e-05,1.6751187865387303e-08,1.6751187865387303e-08,9.610130489009654e-10
1892,1.9031257969410425e-05,1.6688608082761547e-08,1.6688608082761547e-08,9.544613532070606e-10
1893,1.9119288481306285e-05,1.6538961692244162e-08,1.6538961692244162e-08,9.59415255574747e-10
1894,1.8979281646482248e-05,1.7642164047109484e-08,1.7642164047109484e-08,9.372464728921566e-10
1895,1.9073995385302362e-05,1.7556080525845833e-08,1.7556080525845833e-08,6.708943579252541e-10
1896,1.904100229564522e-05,1.7430293652864748e-08,1.7430293652864748e-08,7.532245640698828e-10
1897,1.8289563740836456e-05,1.6164741545310335e-08,1.6164741545310335e-08,6.891953139139975e-10
1898,1.7930805240341995e-05,1.5313811679058224e-08,1.5313811679058224e-08,7.054754023024959e-10
1899,1.7640343555415582e-05,1.519058136421693e-08,1.519058136421693e-08,8.469289793287617e-10
1900,1.7783549472889198e-05,1.5028621141206193e-08,1.5028621141206193e-08,8.581148410894254e-10
