ngram,career,carer,caree,carree
1602,4.148857978439732e-06,0.0,0.0,0.0
1603,3.938439752866023e-06,0.0,0.0,0.0
1604,4.551584181302003e-06,0.0,0.0,0.0
1605,4.623491349775577e-06,0.0,0.0,0.0
1606,5.023891877239553e-06,0.0,0.0,0.0
1607,5.13230689388625e-06,0.0,0.0,0.0
1608,4.950044220614862e-06,0.0,0.0,0.0
1609,5.475811219314762e-06,0.0,0.0,0.0
1610,5.73070774732644e-06,0.0,0.0,0.0
1611,4.130416795890467e-06,0.0,0.0,0.0
1612,4.6001083140773905e-06,0.0,0.0,0.0
1613,5.478191634925419e-06,0.0,0.0,0.0
1614,4.974026759490309e-06,0.0,0.0,0.0
1615,4.755937238444728e-06,0.0,0.0,0.0
1616,3.8125673670817506e-06,0.0,0.0,0.0
1617,3.681212173692724e-06,0.0,0.0,0.0
1618,4.268139840795422e-06,0.0,0.0,0.0
1619,3.4611376560990592e-06,0.0,0.0,0.0
1620,2.283392721632741e-06,0.0,0.0,0.0
1621,1.4729814422155738e-06,0.0,0.0,0.0
1622,1.2327350061371232e-06,0.0,0.0,0.0
1623,3.3880485342966234e-06,0.0,0.0,0.0
1624,4.459164740312969e-06,0.0,0.0,0.0
1625,4.185148246246431e-06,0.0,0.0,0.0
1626,4.644391879082832e-06,0.0,0.0,0.0
1627,4.543652965237145e-06,0.0,0.0,0.0
1628,4.365234969684804e-06,0.0,0.0,0.0
1629,4.3070674970684716e-06,0.0,0.0,0.0
1630,2.8417459572795323e-06,0.0,0.0,0.0
1631,1.8171283743738189e-06,2.2671994364437914e-07,0.0,0.0
1632,4.975224157988123e-06,2.2671994364437914e-07,0.0,0.0
1633,4.515980525151722e-06,2.2671994364437914e-07,0.0,0.0
1634,4.639398688206191e-06,2.2671994364437914e-07,0.0,0.0
1635,4.721718401664735e-06,2.2671994364437914e-07,0.0,0.0
1636,4.726033466795343e-06,2.2671994364437914e-07,0.0,0.0
1637,4.109201605777864e-06,2.2671994364437914e-07,0.0,0.0
1638,4.073831722247892e-06,0.0,0.0,0.0
1639,1.1233743261332814e-06,0.0,0.0,0.0
1640,1.3289904359226057e-06,0.0,0.0,0.0
1641,1.4444606222241418e-06,1.194441746780025e-07,0.0,0.0
1642,1.578040577702008e-06,1.194441746780025e-07,0.0,0.0
1643,1.4911961687045862e-06,1.194441746780025e-07,0.0,0.0
1644,2.1513277731953295e-06,1.194441746780025e-07,0.0,0.0
1645,2.2622418620293113e-06,1.194441746780025e-07,0.0,0.0
1646,1.9414952378480976e-06,1.194441746780025e-07,0.0,0.0
1647,1.943970232787251e-06,1.194441746780025e-07,0.0,0.0
1648,1.980177298069715e-06,0.0,0.0,0.0
1649,2.07718872908507e-06,0.0,0.0,0.0
1650,2.5163900870341294e-06,4.392013660695479e-08,0.0,0.0
1651,1.8690985176103174e-06,4.392013660695479e-08,0.0,0.0
1652,2.1245569346969466e-06,4.392013660695479e-08,0.0,0.0
1653,1.8977174980656336e-06,4.392013660695479e-08,0.0,0.0
1654,2.021491882585126e-06,4.392013660695479e-08,0.0,0.0
1655,1.97880864659185e-06,4.392013660695479e-08,0.0,0.0
1656,1.7565122090802885e-06,4.392013660695479e-08,0.0,0.0
1657,1.7621817716774655e-06,2.7804432534139778e-08,2.7804432534139778e-08,0.0
1658,1.9978754072066555e-06,2.7804432534139778e-08,2.7804432534139778e-08,0.0
1659,1.657668747157004e-06,2.7804432534139778e-08,2.7804432534139778e-08,0.0
1660,2.7047401382722976e-06,2.7804432534139778e-08,2.7804432534139778e-08,0.0
1661,2.6416162849532806e-06,2.7804432534139778e-08,2.7804432534139778e-08,0.0
1662,2.937002266532675e-06,6.840429226226011e-08,6.840429226226011e-08,0.0
1663,3.963202272773612e-06,6.840429226226011e-08,1.3409927086221224e-07,0.0
1664,3.9113611722184165e-06,7.990284091517554e-08,1.0629483832807246e-07,0.0
1665,3.810125463132863e-06,7.990284091517554e-08,1.0629483832807246e-07,0.0
1666,3.8889799205727674e-06,7.990284091517554e-08,1.0629483832807246e-07,0.0
1667,3.3182221029294723e-06,7.990284091517554e-08,1.0629483832807246e-07,0.0
1668,3.311999762445339e-06,1.2365605682264557e-07,1.0629483832807246e-07,0.0
1669,3.113696623456365e-06,8.305619709452522e-08,6.569497859995213e-08,0.0
1670,2.344724472485333e-06,1.6035453346116162e-07,0.0,0.0
1671,2.108135423181271e-06,1.6016174494585096e-07,0.0,0.0
1672,2.3550887492872008e-06,1.8476234637481476e-07,0.0,0.0
1673,2.1153983717730237e-06,1.8476234637481476e-07,0.0,0.0
1674,1.7263616395471866e-06,1.8476234637481476e-07,0.0,0.0
1675,1.7727088236694856e-06,1.4100913046734475e-07,3.431849953423287e-08,0.0
1676,1.5291068231298205e-06,1.4100913046734475e-07,3.431849953423287e-08,0.0
1677,1.3827815012388913e-06,6.371079410070837e-08,3.431849953423287e-08,0.0
1678,1.4454450203109964e-06,2.4600601428963794e-08,3.431849953423287e-08,0.0
1679,1.0933924516263817e-06,0.0,3.431849953423287e-08,0.0
1680,1.6183483759440215e-06,1.8101928844771464e-08,3.431849953423287e-08,0.0
1681,1.7465817856126314e-06,4.047777630538414e-08,3.431849953423287e-08,0.0
1682,1.6998087305962275e-06,6.063880927545792e-08,0.0,0.0
1683,1.8787224494839653e-06,6.063880927545792e-08,0.0,0.0
1684,1.7356484128023503e-06,6.063880927545792e-08,0.0,0.0
1685,1.6579849386744172e-06,6.063880927545792e-08,0.0,0.0
1686,2.122839406735823e-06,6.063880927545792e-08,2.762920660513503e-08,0.0
1687,1.6802836617963685e-06,4.2536880430686456e-08,2.762920660513503e-08,0.0
1688,1.6689471026763516e-06,2.016103297007378e-08,2.762920660513503e-08,0.0
1689,1.4699960177365159e-06,3.157116980543963e-08,2.762920660513503e-08,0.0
1690,1.4959733464690674e-06,5.2341460689474065e-08,2.762920660513503e-08,0.0
1691,1.4864622934445443e-06,5.2341460689474065e-08,2.762920660513503e-08,0.0
1692,1.4633616964537005e-06,5.2341460689474065e-08,2.762920660513503e-08,0.0
1693,1.0712555495371947e-06,8.369265458441077e-08,0.0,0.0
1694,1.1107831231324132e-06,8.369265458441077e-08,0.0,0.0
1695,9.39781277306143e-07,8.369265458441077e-08,0.0,0.0
1696,1.0498443430151383e-06,6.786743053258501e-08,0.0,0.0
1697,2.3680696991894886e-06,4.709713964855057e-08,0.0,0.0
1698,2.4643353851518313e-06,4.709713964855057e-08,1.0371270572509924e-08,0.0
1699,2.437481953165843e-06,4.709713964855057e-08,1.0371270572509924e-08,0.0
1700,2.5223297045938253e-06,1.5745945753613862e-08,1.0371270572509924e-08,0.0
1701,2.4874027855860603e-06,1.5745945753613862e-08,1.0371270572509924e-08,0.0
1702,2.4867215984158975e-06,1.5745945753613862e-08,1.0371270572509924e-08,0.0
1703,2.335598612798354e-06,1.104120985116554e-08,2.1412480423675462e-08,0.0
1704,7.525744872996906e-07,2.8364743189156017e-08,2.1412480423675462e-08,0.0
1705,7.539015699973919e-07,3.752254786247379e-08,1.104120985116554e-08,0.0
1706,8.728470573617284e-07,4.859793075898519e-08,1.104120985116554e-08,0.0
1707,6.728068565767639e-07,7.290283678327927e-08,1.104120985116554e-08,0.0
1708,7.304940266651881e-07,9.219457146920312e-08,2.0687077194127468e-08,0.0
1709,6.466776219277952e-07,9.219457146920312e-08,2.0687077194127468e-08,0.0
1710,8.483905032465242e-07,8.115336161803757e-08,9.645867342961928e-09,0.0
1711,9.677901411058493e-07,6.38298282800471e-08,9.645867342961928e-09,0.0
1712,8.647189458445479e-07,5.467202360672932e-08,9.645867342961928e-09,0.0
1713,7.300127760702578e-07,6.523267107435718e-08,9.645867342961928e-09,0.0
1714,1.4898281587453051e-06,5.049937560183285e-08,9.645867342961928e-09,0.0
1715,1.39042956805367e-06,3.1207640915908996e-08,0.0,0.0
1716,1.4460741551504595e-06,3.1207640915908996e-08,8.854958163543155e-09,0.0
1717,1.4133139935828304e-06,5.4131856838271885e-08,8.854958163543155e-09,0.0
1718,1.3221213513198954e-06,5.4131856838271885e-08,8.854958163543155e-09,0.0
1719,1.3181768971597713e-06,7.38864695141014e-08,8.854958163543155e-09,0.0
1720,1.3964899778784456e-06,6.13115673786524e-08,8.854958163543155e-09,0.0
1721,7.302009805698617e-07,6.05000149026377e-08,8.854958163543155e-09,0.0
1722,9.862874484107515e-07,6.822760160015865e-08,8.854958163543155e-09,0.0
1723,1.0794977600068835e-06,6.822760160015865e-08,0.0,0.0
1724,9.94139173014576e-07,5.117430542814613e-08,0.0,0.0
1725,1.2340649919094306e-06,5.852725846823757e-08,0.0,0.0
1726,1.7566555844236324e-06,3.877264579240805e-08,0.0,0.0
1727,1.7189425664452886e-06,2.97115175637178e-08,0.0,0.0
1728,1.7209700250272623e-06,2.7431019487624197e-08,0.0,0.0
1729,1.476941934340305e-06,1.970343279010324e-08,0.0,0.0
1730,1.4922514748962255e-06,1.970343279010324e-08,0.0,0.0
1731,1.4980427554941604e-06,2.0799252605944015e-08,0.0,0.0
1732,1.3103195491177239e-06,2.5963347281633886e-08,0.0,0.0
1733,8.044178879832284e-07,3.2988116873054555e-08,0.0,0.0
1734,8.22296742951169e-07,3.8149848486617495e-08,0.0,0.0
1735,7.184974403376795e-07,4.460414057153425e-08,6.466926042289092e-09,0.0
1736,8.04470098663452e-07,5.011646564412331e-08,6.466926042289092e-09,0.0
1737,8.031395891196423e-07,5.7038093867082095e-08,6.466926042289092e-09,0.0
1738,9.497871157496515e-07,5.556317057247335e-08,1.195874231387149e-08,0.0
1739,1.0469399488296664e-06,4.304612285669204e-08,1.195874231387149e-08,0.0
1740,1.1330000810565771e-06,5.099591047853989e-08,1.195874231387149e-08,0.0
1741,1.2067423337417234e-06,5.177552964141796e-08,1.79000930903125e-08,0.0
1742,1.237733662102463e-06,3.8841677556839775e-08,1.1433167048023409e-08,0.0
1743,1.1522015727548154e-06,3.3329352484250714e-08,1.1433167048023409e-08,0.0
1744,1.3894033291502898e-06,3.087178462075306e-08,1.1433167048023409e-08,0.0
1745,1.3711278614079805e-06,2.5379968349170667e-08,1.2252926800166669e-08,0.0
1746,1.6902677332706974e-06,3.035794549077764e-08,1.2252926800166669e-08,0.0
1747,1.722693817945193e-06,2.3701691783831587e-08,1.2252926800166669e-08,0.0
1748,1.6821742048835273e-06,2.8679536459971392e-08,6.311576023725658e-09,0.0
1749,1.8243670751871832e-06,2.8679536459971392e-08,6.311576023725658e-09,0.0
1750,2.353752912702995e-06,4.187446224688886e-08,6.311576023725658e-09,0.0
1751,2.272304511409727e-06,3.7410401887427724e-08,6.311576023725658e-09,0.0
1752,2.683529195175132e-06,4.130899203654995e-08,0.0,0.0
1753,2.4676320760720827e-06,4.136036732152856e-08,5.029352426585579e-09,0.0
1754,2.803404072437843e-06,3.722613252575359e-08,5.029352426585579e-09,0.0
1755,3.2101192378572056e-06,3.016024484127554e-08,5.029352426585579e-09,0.0
1756,3.5277568843282225e-06,3.3195715382865794e-08,5.029352426585579e-09,0.0
1757,3.5161109995637422e-06,2.3045912860603883e-08,5.029352426585579e-09,0.0
1758,3.8105285966594238e-06,2.3045912860603883e-08,5.029352426585579e-09,0.0
1759,3.876095758771823e-06,2.9583707420296638e-08,5.029352426585579e-09,0.0
1760,4.197387884882378e-06,3.519982299288975e-08,5.322733999589348e-09,0.0
1761,4.40580346808669e-06,3.656688919915853e-08,5.322733999589348e-09,0.0
1762,4.386955099887148e-06,3.271358143105577e-08,5.322733999589348e-09,0.0
1763,4.6319702440606695e-06,4.3871484223245716e-08,5.322733999589348e-09,2.8386745652499356e-09
1764,4.835000189424525e-06,4.92584000255647e-08,5.322733999589348e-09,2.8386745652499356e-09
1765,4.952481828825382e-06,4.92584000255647e-08,1.4164959237307682e-08,2.8386745652499356e-09
1766,5.290176237135061e-06,4.5624119593412615e-08,1.4164959237307682e-08,2.8386745652499356e-09
1767,5.356996163235246e-06,3.497865159423392e-08,8.842225237718334e-09,2.8386745652499356e-09
1768,5.759288991872122e-06,4.0156366866637786e-08,8.842225237718334e-09,2.8386745652499356e-09
1769,5.861986600003937e-06,4.6248886117642285e-08,8.842225237718334e-09,2.8386745652499356e-09
1770,6.067619973951618e-06,3.493843436785937e-08,1.1725146821715628e-08,0.0
1771,6.376343597886651e-06,3.177168293534903e-08,1.4357790638947726e-08,0.0
1772,6.520710940094432e-06,4.495209233417492e-08,5.515565401229391e-09,0.0
1773,6.369511213831304e-06,4.5935560625106775e-08,5.515565401229391e-09,0.0
1774,7.168515561975905e-06,5.39529502978959e-08,8.18802854090401e-09,0.0
1775,6.8908479988749605e-06,4.611278926956532e-08,1.1076717701793574e-08,0.0
1776,7.656849967523677e-06,4.8157378529367634e-08,1.1076717701793574e-08,0.0
1777,7.566978118640171e-06,5.694665818266133e-08,8.19379611779628e-09,0.0
1778,7.416941636100611e-06,5.724365794078169e-08,5.5611523005641825e-09,0.0
1779,7.929526613484736e-06,8.24885348598465e-08,5.5611523005641825e-09,0.0
1780,8.4382335054605e-06,8.175038297102738e-08,5.5611523005641825e-09,0.0
1781,7.942660431581317e-06,7.755802704829356e-08,2.8886891608895635e-09,0.0
1782,8.135067283936742e-06,7.898560485029651e-08,0.0,0.0
1783,7.935372520608195e-06,7.737229371481849e-08,2.174599040521181e-09,0.0
1784,8.210866846119253e-06,7.069350869772149e-08,2.174599040521181e-09,0.0
1785,8.618281169349626e-06,7.160371089704703e-08,5.4108438364762284e-09,1.6181223979775235e-09
1786,9.057468105311273e-06,3.585862121521391e-08,5.4108438364762284e-09,1.6181223979775235e-09
1787,8.839379980989698e-06,3.783519174151349e-08,6.699985455327351e-09,1.6181223979775235e-09
1788,9.071818177679753e-06,4.0542918355868096e-08,8.006537528209329e-09,1.6181223979775235e-09
1789,9.613463979414e-06,4.320696029529765e-08,8.006537528209329e-09,1.6181223979775235e-09
1790,1.005638088307543e-05,4.441710186954749e-08,6.936786890930437e-09,2.722970801219812e-09
1791,1.0535920799676595e-05,4.7025449439226056e-08,6.936786890930437e-09,2.722970801219812e-09
1792,1.114360319271717e-05,4.272948395112053e-08,4.788804146877672e-09,1.1048484032422883e-09
1793,1.0850842305184674e-05,4.399337579944326e-08,6.760848389067828e-09,1.1048484032422883e-09
1794,1.1616142728598788e-05,4.095729774381393e-08,6.4696923374185644e-09,1.1048484032422883e-09
1795,1.2375390724628232e-05,3.899089812924623e-08,6.989684513720411e-09,3.844664650135396e-09
1796,1.340149265161017e-05,3.959588212865128e-08,6.989684513720411e-09,3.844664650135396e-09
1797,1.4079639575876562e-05,3.8098103211885766e-08,6.451759761359556e-09,2.7398162468931073e-09
1798,1.4288971734848538e-05,3.8597533042710504e-08,7.030416439489175e-09,3.318472925022726e-09
1799,1.4451338626843477e-05,4.603332242376317e-08,5.9421543875868926e-09,3.318472925022726e-09
1800,1.4737677962070198e-05,6.925905233450586e-08,5.205101936768739e-09,3.730136834332955e-09
1801,1.4903918651855617e-05,6.884322496197065e-08,6.9931592580222255e-09,3.730136834332955e-09
1802,1.5425322219795946e-05,6.948638591503758e-08,6.468995434565678e-09,9.903205874398476e-10
1803,1.5125283035948606e-05,6.82190923433674e-08,8.223995262568451e-09,9.903205874398476e-10
1804,1.499203712488192e-05,6.625401789100189e-08,9.182459427746283e-09,1.905553239010617e-09
1805,1.5069111603744595e-05,6.85399247199062e-08,9.38283527064852e-09,1.3268965608809984e-09
1806,1.4954546194141066e-05,6.461571341479352e-08,1.0158485544816846e-08,1.5854466628439923e-09
1807,1.5015460381359194e-05,4.288564677982062e-08,1.0178821151031668e-08,2.2198888758952405e-09
1808,1.4843688534581037e-05,3.9667192958907956e-08,8.804957334669033e-09,2.2198888758952405e-09
1809,1.4215692317520734e-05,3.9342641398677965e-08,9.130900289834796e-09,2.762663336192921e-09
1810,1.3994909880109066e-05,4.0216584602197665e-08,8.901464010335758e-09,3.1985386402969394e-09
1811,1.4004518041994224e-05,4.321140144116141e-08,7.84484407593108e-09,4.392761456171814e-09
1812,1.4605045700071579e-05,3.5688800232540937e-08,8.736769403177341e-09,6.302427532237484e-09
1813,1.4726066832996107e-05,3.543212123702233e-08,9.318974925065504e-09,6.0438774302744895e-09
1814,1.5610907472104634e-05,3.354465784509232e-08,8.481563800495045e-09,5.833603853945744e-09
1815,1.6188115815956345e-05,3.52469806992011e-08,8.421369665104602e-09,6.026744563720448e-09
1816,1.6713035880197174e-05,3.492615593562018e-08,7.934082628986111e-09,6.625006448197317e-09
1817,1.7106006712960413e-05,3.1503859838315814e-08,8.121994791007329e-09,6.3604787151457944e-09
1818,1.73807434943488e-05,3.94559211969181e-08,8.190331492384319e-09,4.430058113997453e-09
1819,1.7272355372759713e-05,3.8545288738589534e-08,7.872050598680045e-09,3.121581802569194e-09
1820,1.7644704712438397e-05,3.576701030587921e-08,7.103782546329691e-09,3.121581802569194e-09
1821,1.739634171826765e-05,3.530002411013454e-08,7.457191816432181e-09,3.1856290462682425e-09
1822,1.76488387556414e-05,3.423852300090045e-08,6.97858919857757e-09,3.2420261396128224e-09
1823,1.820537935210658e-05,3.206224479563551e-08,6.961255001008177e-09,2.522378115900535e-09
1824,1.8848136928032284e-05,3.151147875968263e-08,5.650139340523148e-09,2.6192705782079884e-09
1825,1.95227925619942e-05,1.9838785471547127e-08,5.492885162589849e-09,2.5668525162535006e-09
1826,2.0058389054611325e-05,2.037338171183884e-08,4.614201179872371e-09,3.150645149536351e-09
1827,2.0930061769571955e-05,1.928879608418096e-08,4.7566077108842e-09,3.882639424254311e-09
1828,2.2023876746451216e-05,1.785843358906699e-08,5.088575243712106e-09,3.313747569994823e-09
1829,2.1832793988453757e-05,2.0134550915429372e-08,5.0584842663831915e-09,3.626403994554701e-09
1830,2.2485856918917436e-05,2.0415210982045144e-08,5.4596547917538734e-09,3.6815383678120585e-09
1831,2.2775603481152628e-05,1.9797381131273336e-08,5.986241312174099e-09,5.178296894455972e-09
1832,2.3104213531561462e-05,1.9487790048344777e-08,6.28758657837482e-09,5.732875761412158e-09
1833,2.3582855906819793e-05,1.9968544532186376e-08,6.390941426864012e-09,5.125241183837456e-09
1834,2.3650629892862135e-05,2.139015225261736e-08,6.2403685393722495e-09,5.306909070920288e-09
1835,2.3410742609745023e-05,2.5181133876474504e-08,5.6397758843981396e-09,5.8137551281082065e-09
1836,2.4233363676882747e-05,2.2312520593053316e-08,5.472035142466731e-09,6.677723326678883e-09
1837,2.388405976359666e-05,2.2509325451177834e-08,4.9539007816536335e-09,6.665849079061965e-09
1838,2.3965825675986707e-05,2.1740092900505e-08,5.169840428769541e-09,5.8167595184954735e-09
1839,2.3917714965396692e-05,2.1232545118924203e-08,5.019114806310248e-09,5.514471038533689e-09
1840,2.4036856172772658e-05,1.9397117055421276e-08,5.6511424428862256e-09,5.3906390145337065e-09
1841,2.421446021928984e-05,1.8366323319339373e-08,6.539250823373826e-09,5.106775351799391e-09
1842,2.420800930329798e-05,1.596117396981559e-08,6.9487820259744075e-09,5.181172982712415e-09
1843,2.4658213858076904e-05,1.5985473770082796e-08,6.666678605985307e-09,4.4763303857260035e-09
1844,2.537062651494385e-05,1.5323975992893272e-08,6.394551713536803e-09,4.545944795201048e-09
1845,2.5960162799622465e-05,1.5894753449937785e-08,5.9837919064165135e-09,3.6967745610714887e-09
1846,2.6320683900848962e-05,1.4992795830234433e-08,6.1055268777262685e-09,3.774410871150633e-09
1847,2.6975353258811602e-05,1.670746334931599e-08,5.926444351140552e-09,3.9875551987351395e-09
1848,2.7276597912922235e-05,1.7974663027838948e-08,5.1131666519868955e-09,4.232759500043061e-09
1849,2.8107855801603625e-05,1.7782086406522727e-08,4.738330426436375e-09,4.0728813575720474e-09
1850,2.8088810202981612e-05,1.882113233518469e-08,4.7721124195123005e-09,3.826260602008651e-09
1851,2.8124520343096394e-05,2.042444283542214e-08,5.476787404542652e-09,4.266998270591975e-09
1852,2.8372022695423637e-05,2.1358911084234933e-08,5.9055771067002234e-09,5.919352944313719e-09
1853,2.888647915304838e-05,2.315218772253047e-08,5.687706147331337e-09,5.993662201473983e-09
1854,2.879458224924747e-05,2.3889362868853174e-08,5.1624318153642434e-09,6.7410541910411274e-09
1855,2.9044481509897325e-05,2.3602888025006256e-08,5.241204232524816e-09,6.916086370267749e-09
1856,2.8927830499014817e-05,2.4333006720667072e-08,5.747483758763597e-09,6.958913762693848e-09
1857,2.9203021508042832e-05,2.3803891175638066e-08,5.657194173431484e-09,7.5431676777831e-09
1858,2.9196665959066843e-05,2.2473697315815244e-08,5.139563980754198e-09,7.489823364689333e-09
1859,2.8901375636840904e-05,2.2304961940936404e-08,4.525012396529502e-09,8.756269867912384e-09
1860,2.8700862977919834e-05,2.1674276595717856e-08,4.334659171283712e-09,8.957359615940114e-09
1861,2.8684434125482638e-05,2.1477845280060137e-08,4.7899141478576925e-09,8.560067765728263e-09
1862,2.861161062485605e-05,2.132366080534861e-08,4.7235089173369715e-09,8.84727129652723e-09
1863,2.8423580650789e-05,2.132568788226763e-08,4.7300673536706685e-09,8.624945012160521e-09
1864,2.8242356295647498e-05,2.0791351116957102e-08,5.005364376943687e-09,8.272418813451817e-09
1865,2.8257088810538073e-05,2.2515922586714103e-08,5.056692271259473e-09,7.61612190774181e-09
1866,2.814640382504357e-05,2.2798284656947284e-08,5.216161661333477e-09,4.984498924720526e-09
1867,2.7865020456374623e-05,2.2488691797661886e-08,5.750005043531863e-09,5.246442915028484e-09
1868,2.726468353232901e-05,2.1564134351186633e-08,5.282660150588267e-09,4.8122347535389e-09
1869,2.683230689269424e-05,2.2261778959935848e-08,5.48493041461841e-09,4.543815181255541e-09
1870,2.685397443461365e-05,2.1933645249256576e-08,5.237189792950403e-09,4.81568983103285e-09
1871,2.6659869815505643e-05,2.29807593906831e-08,5.152441996868009e-09,5.042512455207973e-09
1872,2.6385694841987322e-05,2.1236339670898426e-08,5.121347251042201e-09,6.128559628036458e-09
1873,2.6246615172047833e-05,2.012617450475318e-08,5.076662106568668e-09,6.554817704491305e-09
1874,2.6012757838803475e-05,1.9791704275462507e-08,4.69624504363862e-09,5.8391162064249815e-09
1875,2.632337366646555e-05,1.9894422870996616e-08,5.00561693682146e-09,5.898404590151277e-09
1876,2.6565841315979405e-05,1.8519123885190377e-08,5.05469501175883e-09,5.596225356135116e-09
1877,2.666623108130547e-05,1.7503823533461726e-08,5.580365883669661e-09,5.1709161714390865e-09
1878,2.7080278024576338e-05,1.6086838401057387e-08,5.343159946237717e-09,5.906793308442713e-09
