ngram,calendar,calndar,calendr,caledar
1618,3.6620781104699873e-06,0.0,0.0,0.0
1619,3.7746126102839687e-06,0.0,0.0,0.0
1620,4.7820017487408355e-06,0.0,0.0,0.0
1621,4.7820017487408355e-06,0.0,0.0,0.0
1622,4.922698565223982e-06,0.0,0.0,0.0
1623,6.717587561005141e-06,0.0,0.0,0.0
1624,6.125671762090081e-06,0.0,0.0,0.0
1625,3.5652661754933694e-06,0.0,0.0,0.0
1626,3.6823534920975883e-06,0.0,0.0,0.0
1627,2.674964353640722e-06,0.0,0.0,0.0
1628,2.937010858009411e-06,0.0,0.0,0.0
1629,2.8788433853930784e-06,0.0,0.0,0.0
1630,7.235298572335783e-07,0.0,0.0,0.0
1631,6.308776505647984e-07,0.0,0.0,0.0
1632,6.308776505647984e-07,0.0,0.0,0.0
1633,4.0125583414659817e-07,0.0,0.0,0.0
1634,1.0183466250574774e-06,0.0,0.0,0.0
1635,8.386198341473314e-07,0.0,0.0,0.0
1636,1.2771569605060255e-06,0.0,0.0,0.0
1637,1.2771569605060255e-06,0.0,0.0,0.0
1638,1.2204769745949307e-06,0.0,0.0,0.0
1639,2.4664006527278356e-06,0.0,0.0,0.0
1640,2.569208707622498e-06,0.0,0.0,0.0
1641,1.9521179167116187e-06,0.0,0.0,0.0
1642,2.3015975411258945e-06,0.0,0.0,0.0
1643,1.7805310709003867e-06,0.0,0.0,0.0
1644,1.8721925373808647e-06,0.0,0.0,0.0
1645,1.8721925373808647e-06,0.0,0.0,0.0
1646,7.270072696233651e-07,0.0,0.0,0.0
1647,6.24199214728703e-07,0.0,0.0,0.0
1648,1.0368423529273838e-06,0.0,0.0,0.0
1649,6.050430150545643e-07,0.0,0.0,0.0
1650,6.050430150545643e-07,0.0,0.0,0.0
1651,5.133815485740862e-07,0.0,0.0,0.0
1652,1.0700955337077694e-06,0.0,0.0,0.0
1653,1.1201086798402166e-06,0.0,0.0,0.0
1654,1.576423739736908e-06,0.0,0.0,0.0
1655,1.2218836461995255e-06,0.0,0.0,0.0
1656,1.2218836461995255e-06,0.0,0.0,0.0
1657,1.4165146678481375e-06,0.0,0.0,0.0
1658,3.936449559205357e-06,0.0,0.0,0.0
1659,3.5405714941459465e-06,0.0,0.0,0.0
1660,3.3898199376380944e-06,0.0,0.0,0.0
1661,2.933504877741403e-06,0.0,0.0,0.0
1662,2.8754018330801046e-06,0.0,0.0,0.0
1663,3.203876726079865e-06,0.0,0.0,0.0
1664,4.070426192421499e-06,0.0,0.0,0.0
1665,1.5504913010642798e-06,0.0,0.0,0.0
1666,1.389655380990007e-06,0.0,0.0,0.0
1667,4.894505471903747e-06,0.0,0.0,0.0
1668,4.894505471903747e-06,0.0,0.0,0.0
1669,4.954413656475611e-06,0.0,0.0,0.0
1670,4.664587931659168e-06,0.0,0.0,0.0
1671,3.7207380257444e-06,0.0,0.0,0.0
1672,3.819140431460255e-06,0.0,0.0,0.0
1673,3.843883301816017e-06,0.0,0.0,0.0
1674,3.390332109022763e-07,0.0,0.0,0.0
1675,3.390332109022763e-07,0.0,0.0,0.0
1676,2.7912502633041315e-07,0.0,0.0,0.0
1677,2.4047585814709495e-07,0.0,0.0,0.0
1678,1.2314527607161706e-07,0.0,0.0,0.0
1679,2.4742870355761885e-08,0.0,0.0,0.0
1680,0.0,0.0,0.0,0.0
1681,0.0,0.0,0.0,0.0
1682,1.6128826376059025e-07,0.0,0.0,0.0
1683,1.6128826376059025e-07,0.0,0.0,0.0
1684,2.197314228981538e-07,0.0,0.0,0.0
1685,4.622014111126711e-07,0.0,0.0,0.0
1686,4.898306177178061e-07,0.0,0.0,0.0
1687,5.310307074068987e-07,0.0,0.0,0.0
1688,5.310307074068987e-07,0.0,0.0,0.0
1689,3.697424436463085e-07,0.0,0.0,0.0
1690,3.697424436463085e-07,0.0,0.0,0.0
1691,3.846974396180615e-07,0.0,0.0,0.0
1692,2.3689962956398502e-07,0.0,0.0,0.0
1693,2.406216168537867e-07,0.0,0.0,0.0
1694,2.725781789487363e-07,0.0,0.0,0.0
1695,2.8808498240908064e-07,0.0,0.0,0.0
1696,3.038309281626945e-07,0.0,0.0,0.0
1697,7.226141950208589e-07,0.0,0.0,0.0
1698,3.843567498051925e-06,0.0,0.0,0.0
1699,3.7619648602620666e-06,0.0,0.0,0.0
1700,3.74361151906604e-06,0.0,0.0,0.0
1701,3.6801216266115133e-06,0.0,0.0,0.0
1702,3.9043180147960555e-06,0.0,0.0,0.0
1703,5.047899118640739e-06,0.0,0.0,0.0
1704,4.629115851782574e-06,0.0,0.0,0.0
1705,1.5538158533802613e-06,0.0,0.0,0.0
1706,1.7622539750001515e-06,0.0,0.0,0.0
1707,1.7492561223012411e-06,0.0,0.0,0.0
1708,1.7492352303146878e-06,0.0,0.0,0.0
1709,1.5095320386698013e-06,0.0,0.0,0.0
1710,3.502049890715041e-07,0.0,0.0,0.0
1711,3.502049890715041e-07,0.0,0.0,0.0
1712,2.3115352933343404e-07,0.0,0.0,0.0
1713,6.373594528343216e-08,0.0,0.0,0.0
1714,1.1159399905734193e-07,0.0,0.0,0.0
1715,1.2459283839559377e-07,0.0,0.0,0.0
1716,1.6886762921330956e-07,0.0,0.0,0.0
1717,1.7650903468994068e-07,0.0,0.0,0.0
1718,1.9199254757446787e-07,0.0,0.0,0.0
1719,3.566143205497545e-07,0.0,0.0,0.0
1720,4.837468112433336e-07,0.0,0.0,0.0
1721,4.6216893169668894e-07,0.0,0.0,0.0
1722,1.482748429180804e-06,0.0,0.0,0.0
1723,1.4878750478024877e-06,0.0,0.0,0.0
1724,1.509588241585139e-06,0.0,0.0,0.0
1725,1.6999874178834164e-06,0.0,0.0,0.0
1726,1.5673031360360516e-06,0.0,0.0,0.0
1727,1.4476650116128958e-06,0.0,0.0,0.0
1728,1.4861804394123673e-06,0.0,0.0,0.0
1729,4.620721654191584e-07,0.0,0.0,0.0
1730,4.454037078208525e-07,0.0,0.0,0.0
1731,4.439160668263347e-07,0.0,0.0,0.0
1732,2.6932599642545287e-07,0.0,0.0,0.0
1733,2.5846281305673203e-07,0.0,0.0,0.0
1734,3.7753896720005287e-07,0.0,0.0,0.0
1735,7.201597022848156e-07,0.0,0.0,0.0
1736,7.671916709536422e-07,0.0,0.0,0.0
1737,8.382831424569304e-07,0.0,0.0,0.0
1738,8.598425316514684e-07,0.0,0.0,0.0
1739,8.414735788164762e-07,0.0,0.0,0.0
1740,8.87784776994392e-07,0.0,0.0,0.0
1741,7.962444438395064e-07,0.0,0.0,0.0
1742,4.398470849764635e-07,0.0,0.0,0.0
1743,4.7001312403998394e-07,0.0,0.0,0.0
1744,5.804636060702251e-07,0.0,0.0,0.0
1745,8.466160689327548e-07,0.0,0.0,0.0
1746,9.432079001011775e-07,0.0,0.0,0.0
1747,9.798011879930918e-07,0.0,0.0,0.0
1748,1.5567518362656431e-06,0.0,0.0,0.0
1749,1.6841229515713557e-06,0.0,0.0,0.0
1750,2.089216203720363e-06,0.0,0.0,0.0
1751,2.2568391305607553e-06,0.0,0.0,0.0
1752,2.30382921375037e-06,0.0,0.0,0.0
1753,3.0845090707641376e-06,0.0,0.0,0.0
1754,3.152077088738484e-06,0.0,0.0,0.0
1755,2.670964948135536e-06,0.0,0.0,0.0
1756,2.9752146864276644e-06,0.0,0.0,0.0
1757,2.7052368685482568e-06,0.0,0.0,0.0
1758,2.9759318230000124e-06,0.0,0.0,0.0
1759,3.4239221479635617e-06,0.0,0.0,0.0
1760,2.9515614252367025e-06,0.0,0.0,0.0
1761,4.0317955673734625e-06,0.0,0.0,0.0
1762,5.4000518373088975e-06,0.0,0.0,0.0
1763,5.803078465760336e-06,0.0,0.0,0.0
1764,6.428906382487705e-06,0.0,0.0,0.0
1765,6.221372262059179e-06,0.0,0.0,0.0
1766,5.6896993295855026e-06,0.0,0.0,0.0
1767,5.601648971215971e-06,0.0,0.0,0.0
1768,5.122345263381638e-06,0.0,0.0,0.0
1769,4.239307307735933e-06,0.0,0.0,0.0
1770,4.155093035608713e-06,0.0,0.0,0.0
1771,3.7216913954450448e-06,0.0,0.0,0.0
1772,4.204533524898579e-06,0.0,0.0,0.0
1773,4.205927845240305e-06,0.0,0.0,0.0
1774,4.383911573313526e-06,0.0,0.0,0.0
1775,4.186283441803036e-06,0.0,0.0,0.0
1776,3.7900556760307935e-06,0.0,0.0,0.0
1777,3.840674188333131e-06,0.0,0.0,0.0
1778,3.758899213478019e-06,0.0,0.0,0.0
1779,3.5892574032914126e-06,0.0,0.0,0.0
1780,3.809343687472782e-06,0.0,0.0,0.0
1781,3.6936416368657125e-06,0.0,0.0,0.0
1782,3.4727264132275844e-06,0.0,0.0,0.0
1783,3.894648768566965e-06,0.0,0.0,0.0
1784,3.7865970950536265e-06,0.0,0.0,0.0
1785,3.925098781110137e-06,0.0,0.0,0.0
1786,1.2572989914718033e-05,0.0,0.0,0.0
1787,1.2718482951510981e-05,0.0,0.0,0.0
1788,1.2649135377224801e-05,0.0,0.0,0.0
1789,1.2707039721655227e-05,0.0,0.0,0.0
1790,1.2532656488214603e-05,0.0,0.0,0.0
1791,1.24347873874545e-05,0.0,0.0,0.0
1792,1.2698576288780064e-05,0.0,0.0,0.0
1793,3.95306096834247e-06,0.0,0.0,0.0
1794,3.9339359838257745e-06,0.0,0.0,0.0
1795,4.2240231843087324e-06,0.0,0.0,0.0
1796,4.4389197617939705e-06,0.0,0.0,0.0
1797,4.494559626826751e-06,0.0,0.0,0.0
1798,4.547426994707036e-06,0.0,0.0,0.0
1799,4.468708474243093e-06,0.0,0.0,0.0
1800,4.297130414800319e-06,0.0,0.0,0.0
1801,4.139379338344692e-06,0.0,0.0,0.0
1802,4.998697737132066e-06,0.0,0.0,0.0
1803,4.864766879109084e-06,0.0,0.0,0.0
1804,4.945385788752381e-06,0.0,0.0,0.0
1805,4.763386414197157e-06,0.0,0.0,0.0
1806,4.657753217023648e-06,0.0,0.0,0.0
1807,4.778785588704133e-06,0.0,0.0,0.0
1808,4.887382959038535e-06,0.0,0.0,0.0
1809,4.075453651759224e-06,0.0,0.0,0.0
1810,4.2185917793956055e-06,0.0,2.17937652052009e-10,0.0
1811,4.215244514073545e-06,0.0,2.17937652052009e-10,0.0
1812,4.404564346519432e-06,0.0,2.17937652052009e-10,0.0
1813,4.405727200459556e-06,0.0,2.17937652052009e-10,0.0
1814,4.3859448461652e-06,0.0,2.17937652052009e-10,0.0
1815,4.473347092113857e-06,1.9314070977470366e-10,2.17937652052009e-10,0.0
1816,4.567757774306561e-06,1.9314070977470366e-10,2.17937652052009e-10,0.0
1817,4.625259342511916e-06,1.9314070977470366e-10,0.0,0.0
1818,4.699710318943419e-06,1.9314070977470366e-10,0.0,0.0
1819,4.640853928451959e-06,1.9314070977470366e-10,0.0,0.0
1820,4.811349949055252e-06,1.9314070977470366e-10,0.0,0.0
1821,4.887596982631034e-06,1.9314070977470366e-10,0.0,0.0
1822,4.893246373935004e-06,0.0,0.0,0.0
1823,5.072577940674299e-06,0.0,0.0,0.0
1824,5.234954122507978e-06,0.0,0.0,0.0
1825,5.298850997600571e-06,0.0,0.0,0.0
1826,5.428362588385685e-06,0.0,0.0,0.0
1827,5.582292617743535e-06,0.0,0.0,0.0
1828,5.783258205026089e-06,0.0,0.0,0.0
1829,6.733642164493046e-06,0.0,0.0,0.0
1830,6.56423825213486e-06,0.0,0.0,0.0
1831,6.543727197692663e-06,0.0,0.0,0.0
1832,6.715807882885981e-06,0.0,8.5149458912375e-11,0.0
1833,7.010290054105488e-06,0.0,8.5149458912375e-11,1.6495652463025375e-10
1834,7.221159194159554e-06,0.0,8.5149458912375e-11,1.6495652463025375e-10
1835,7.246184395626187e-06,0.0,8.5149458912375e-11,1.6495652463025375e-10
1836,6.680377607283715e-06,0.0,8.5149458912375e-11,1.6495652463025375e-10
1837,6.848084272600577e-06,0.0,8.5149458912375e-11,1.6495652463025375e-10
1838,6.973564008408825e-06,0.0,8.5149458912375e-11,3.9393377448959654e-10
1839,7.174481392472184e-06,0.0,1.5156287336282048e-10,3.9393377448959654e-10
1840,7.4556171836905246e-06,0.0,1.5156287336282048e-10,3.801491819745349e-10
1841,7.373535026999889e-06,0.0,1.5156287336282048e-10,3.801491819745349e-10
1842,7.70642152149646e-06,0.0,2.1237831334833653e-10,3.801491819745349e-10
1843,7.742306024738355e-06,0.0,2.1237831334833653e-10,3.801491819745349e-10
1844,7.85528482083464e-06,0.0,2.1237831334833653e-10,3.801491819745349e-10
1845,7.835379424899916e-06,0.0,2.1237831334833653e-10,1.5117193211519212e-10
1846,7.5634805268366885e-06,0.0,6.081543998551605e-11,1.5117193211519212e-10
1847,7.128254505265172e-06,0.0,6.081543998551605e-11,0.0
1848,7.05727617449676e-06,0.0,6.081543998551605e-11,0.0
1849,6.806035409161788e-06,0.0,5.3739536630205616e-11,0.0
1850,6.5855390078338265e-06,0.0,5.3739536630205616e-11,0.0
1851,7.182453503316667e-06,0.0,7.037398441767095e-10,0.0
1852,7.181813348974434e-06,5.0561570803202876e-11,7.037398441767095e-10,0.0
1853,7.331285035304193e-06,9.882091177106287e-11,7.037398441767095e-10,0.0
1854,7.575139989057789e-06,9.882091177106287e-11,7.037398441767095e-10,0.0
1855,7.429434455324164e-06,9.882091177106287e-11,7.037398441767095e-10,0.0
1856,7.353897932002188e-06,9.882091177106287e-11,6.500003075465039e-10,0.0
1857,7.412675456310223e-06,9.882091177106287e-11,6.500003075465039e-10,0.0
1858,6.712071938506727e-06,9.882091177106287e-11,0.0,0.0
1859,7.4413551374163944e-06,4.825934096786e-11,0.0,0.0
1860,7.334495941384895e-06,0.0,0.0,0.0
1861,7.0625259078432075e-06,0.0,0.0,0.0
1862,7.293206506022086e-06,0.0,0.0,0.0
1863,7.2295837136542625e-06,0.0,0.0,4.7737881108440257e-11
1864,7.19755845628762e-06,0.0,0.0,4.7737881108440257e-11
1865,7.185007689258782e-06,0.0,0.0,4.7737881108440257e-11
1866,6.352539393057148e-06,4.4239619903915386e-11,0.0,4.7737881108440257e-11
1867,6.3868478069447776e-06,4.4239619903915386e-11,0.0,9.095033853030138e-11
1868,6.504676093754824e-06,4.4239619903915386e-11,0.0,9.095033853030138e-11
1869,6.367124699733852e-06,4.4239619903915386e-11,0.0,9.095033853030138e-11
1870,6.499815494212921e-06,4.4239619903915386e-11,0.0,4.321245742186111e-11
1871,6.631433474727341e-06,4.4239619903915386e-11,0.0,4.321245742186111e-11
1872,6.8636815220608175e-06,4.4239619903915386e-11,0.0,4.321245742186111e-11
1873,6.980855752252475e-06,0.0,0.0,4.321245742186111e-11
1874,7.114561867638258e-06,0.0,0.0,0.0
1875,7.059152721922146e-06,0.0,4.011503034513047e-11,0.0
1876,7.079693205014337e-06,0.0,7.844701475713732e-11,0.0
1877,7.0321441074026684e-06,0.0,7.844701475713732e-11,0.0
1878,7.07217869993266e-06,0.0,7.844701475713732e-11,3.6285359637590526e-11
1879,6.779677473137521e-06,0.0,7.844701475713732e-11,7.119917354105252e-11
1880,6.923663347281815e-06,3.2886683455833425e-11,1.4422038166880417e-10,1.0408585699688594e-10
1881,6.795671067396013e-06,3.2886683455833425e-11,1.4422038166880417e-10,1.3565145237251893e-10
1882,6.938421133132319e-06,6.5296262444622e-11,1.041053513236737e-10,1.3565145237251893e-10
1883,7.0074224822747055e-06,6.5296262444622e-11,9.789599488195324e-11,1.6777408034280532e-10
1884,7.2127666369072226e-06,6.5296262444622e-11,9.789599488195324e-11,1.6777408034280532e-10
1885,7.103969762413596e-06,6.5296262444622e-11,9.789599488195324e-11,1.3148872070521478e-10
1886,7.364584234892391e-06,6.5296262444622e-11,9.789599488195324e-11,9.65749068017528e-11
1887,7.2359593364775975e-06,3.240957898878857e-11,3.212262797028639e-11,6.368822334591937e-11
1888,7.408853629645559e-06,3.240957898878857e-11,3.212262797028639e-11,5.912547039267833e-11
1889,7.435209356896978e-06,0.0,3.212262797028639e-11,8.52963652090263e-11
1890,7.750041926816006e-06,0.0,0.0,7.846942738444694e-11
1891,7.69243498715306e-06,0.0,0.0,1.0407447919342466e-10
1892,8.197937794258386e-06,0.0,8.988632853907624e-11,1.2654606132819372e-10
1893,8.39093114076864e-06,2.3061673602521792e-11,1.1294800214159802e-10,1.957310841183002e-10
1894,8.993476967589231e-06,2.3061673602521792e-11,1.1294800214159802e-10,1.957310841183002e-10
1895,9.246608832264818e-06,6.540408889080648e-11,1.1294800214159802e-10,1.898994493400506e-10
1896,9.591032396981194e-06,6.540408889080648e-11,1.3232842797718447e-10,1.6372855452370264e-10
1897,9.811364634515485e-06,6.540408889080648e-11,1.3232842797718447e-10,1.5700961959146705e-10
1898,1.033384393979629e-05,8.34422570721622e-11,1.3232842797718447e-10,1.8551907430909764e-10
1899,1.0382275312232586e-05,1.0165616364561053e-10,4.244209943810822e-11,1.6304749217432857e-10
1900,1.0474237829579838e-05,1.8701811726235766e-10,1.9380425835586427e-11,1.4807428299385654e-10
1901,1.0590302476235333e-05,2.0415480417312892e-10,3.651711274635769e-11,1.4807428299385654e-10
1902,1.0712715265981387e-05,1.9624896945608887e-10,3.651711274635769e-11,1.441213656353365e-10
1903,1.0784795579508812e-05,2.2812725914660755e-10,3.307583175603059e-11,2.3975623074181026e-10
1904,1.1033737661948959e-05,7.195932064504465e-10,3.307583175603059e-11,2.845944353196168e-10
1905,1.1102816902816162e-05,7.168019005735335e-10,4.832269406047323e-11,2.4572679109745113e-10
1906,1.1367252617284456e-05,6.985879940000852e-10,6.383768018171563e-11,2.4572679109745113e-10
1907,1.1645256953280686e-05,6.048145407119446e-10,6.383768018171563e-11,2.9406619897079777e-10
1908,1.1854678762444695e-05,5.876778538011734e-10,4.6700993270944375e-11,2.9406619897079777e-10
1909,1.2193749820913321e-05,5.532412732299288e-10,4.6700993270944375e-11,3.7331497318041483e-10
1910,1.2848827412069244e-05,6.040063201579698e-10,3.076184842568505e-11,2.7768010807394106e-10
1911,1.3107322047289927e-05,1.1254037285413077e-10,4.473978033286181e-11,2.4222101209701666e-10
1912,1.3766824200242159e-05,9.729351054968812e-11,4.390702583258386e-11,2.413882575967387e-10
1913,1.4270239002403936e-05,9.729351054968812e-11,2.8392039711341457e-11,3.1287784962070424e-10
1914,1.522014697132233e-05,1.7034227203386162e-10,7.224150741899241e-11,3.2725854466818053e-10
1915,1.5763058919609258e-05,2.1815843972586687e-10,8.818022998299416e-11,3.431972672321823e-10
1916,1.659288396435191e-05,2.7836588986244036e-10,1.3333581560288314e-10,2.6178206527108626e-10
1917,1.6763314436372768e-05,2.6555122783251354e-10,1.473015499258474e-10,3.0367926923124955e-10
1918,1.7391126155936426e-05,2.94311705958553e-10,1.4770385708169036e-10,2.75723405416896e-10
1919,1.7582453178225217e-05,3.2272319935458936e-10,1.4749549597554383e-10,2.6130929761273135e-10
1920,1.8224311653674314e-05,3.2272319935458936e-10,1.4749549597554383e-10,1.8981970558876578e-10
1921,1.8412267828742707e-05,2.6313587221858473e-10,1.0364602826789288e-10,7.288778905830843e-11
1922,1.916665730407528e-05,2.636222966114131e-10,8.770730570389113e-11,5.694906649430667e-11
1923,1.9418468062732635e-05,2.770751782772101e-10,4.2551720084002145e-11,4.1897203960163305e-11
1924,2.028313766848961e-05,2.316680339628111e-10,5.300751603527181e-11,2.4421530274233915e-11
1925,2.0611857118118288e-05,2.259127309825867e-10,6.163245211806715e-11,7.043188056586404e-11
1926,2.1689553250325844e-05,2.8919309010991666e-10,7.034966855089055e-11,1.1627780682754718e-10
1927,2.1890480119119665e-05,2.8919309010991666e-10,7.034966855089055e-11,1.617545641081313e-10
1928,2.2742017920661185e-05,2.8389096827309754e-10,7.034966855089055e-11,1.845640505506095e-10
1929,2.3018907086225227e-05,2.861599707193463e-10,7.034966855089055e-11,1.845640505506095e-10
1930,2.4191014225445023e-05,2.124996389169758e-10,1.792592403880379e-10,2.390188364691832e-10
1931,2.4766825975218255e-05,2.143111184547765e-10,1.8107071992583863e-10,2.1459730619494925e-10
1932,2.6009237834451987e-05,3.0952217376446964e-10,1.5806554478002355e-10,2.631599402677257e-10
1933,2.6592606705630067e-05,2.6416463857640137e-10,1.35142581649182e-10,3.7948413260974993e-10
1934,2.7973178865587605e-05,3.091003881421679e-10,1.5761045643206525e-10,4.688146200613832e-10
1935,2.7987984140054323e-05,3.3073556790100666e-10,1.5761045643206525e-10,5.571168011047384e-10
1936,2.923661720290381e-05,4.057885634654669e-10,1.5761045643206525e-10,7.036788334564242e-10
1937,2.8977968343367267e-05,4.282309804378873e-10,1.1602813947726126e-10,6.492240475378505e-10
1938,2.9827660910086706e-05,5.107592245970746e-10,8.979512966522663e-11,7.797375523033168e-10
1939,2.9911678211647086e-05,5.419071501057613e-10,1.1468915499841209e-10,8.096346926222964e-10
1940,3.0818518748024614e-05,6.245391465891409e-10,1.4048241736563938e-10,6.474645740185889e-10
1941,3.0479216937757364e-05,6.347605377829016e-10,1.1801454258275612e-10,5.402358996661352e-10
1942,3.1571430944105873e-05,6.89948055037399e-10,1.429225884467097e-10,4.540322780442553e-10
1943,3.05757512251148e-05,6.072301153966667e-10,1.8582923890152004e-10,3.074702456925696e-10
1944,3.078379450016655e-05,6.986156296319632e-10,1.1850198401917667e-10,3.264415682213695e-10
1945,2.9784938565821255e-05,6.649320578271706e-10,1.5604082510239133e-10,2.3346690453911785e-10
1946,2.9852343556870308e-05,5.652122143333977e-10,1.3114679976920585e-10,1.0899677985573168e-10
1947,2.8334370394337123e-05,5.687017087411103e-10,1.0535353740197856e-10,2.414525880821218e-10
