ngram,anxiety,anxeity,axiety,anxity
1698,1.9565097448191537e-06,0.0,0.0,0.0
1699,1.9950040106258323e-06,0.0,0.0,0.0
1700,1.715130131125469e-06,0.0,0.0,0.0
1701,1.708766185564465e-06,0.0,0.0,0.0
1702,1.6516808451732295e-06,0.0,0.0,0.0
1703,9.809416435960624e-07,0.0,0.0,0.0
1704,8.629233860801833e-07,0.0,0.0,0.0
1705,8.911739643378626e-07,0.0,0.0,0.0
1706,1.055525584904769e-06,0.0,0.0,0.0
1707,1.0391461334588063e-06,0.0,0.0,0.0
1708,1.067728563595795e-06,0.0,0.0,0.0
1709,1.2001233134891924e-06,0.0,0.0,0.0
1710,1.350191122842911e-06,0.0,0.0,0.0
1711,1.3147095095129252e-06,0.0,0.0,0.0
1712,1.1017446541115663e-06,0.0,0.0,0.0
1713,9.320107575864053e-07,0.0,0.0,0.0
1714,1.1418344334807834e-06,0.0,0.0,0.0
1715,1.0168512168157967e-06,0.0,0.0,0.0
1716,9.724704008411727e-07,0.0,0.0,0.0
1717,1.014279531221161e-06,0.0,0.0,0.0
1718,1.25403185182092e-06,0.0,0.0,0.0
1719,1.414709174696327e-06,0.0,0.0,0.0
1720,1.4897851688796697e-06,0.0,0.0,0.0
1721,1.371512610148784e-06,0.0,0.0,0.0
1722,1.404037115142793e-06,0.0,0.0,0.0
1723,1.366520166357077e-06,0.0,0.0,0.0
1724,1.2464955229266446e-06,0.0,0.0,0.0
1725,1.0281368239312933e-06,0.0,0.0,0.0
1726,9.709182709879575e-07,0.0,0.0,0.0
1727,9.086152528782674e-07,0.0,0.0,0.0
1728,9.758002436553528e-07,0.0,0.0,0.0
1729,1.1302206855491801e-06,0.0,0.0,0.0
1730,1.297448591230932e-06,0.0,0.0,0.0
1731,1.4194827956868851e-06,0.0,0.0,0.0
1732,1.487094339479102e-06,0.0,0.0,0.0
1733,1.5368754345347822e-06,0.0,0.0,0.0
1734,1.6204133674234202e-06,0.0,0.0,0.0
1735,1.6200090807875052e-06,0.0,0.0,0.0
1736,1.5635737164692337e-06,0.0,0.0,0.0
1737,1.6836612693233682e-06,0.0,0.0,0.0
1738,1.9344967410818626e-06,0.0,0.0,0.0
1739,2.029660549851542e-06,0.0,0.0,0.0
1740,2.207330940759026e-06,0.0,0.0,0.0
1741,2.3338729338969903e-06,0.0,0.0,0.0
1742,2.426667785065157e-06,0.0,0.0,0.0
1743,2.5364286752197325e-06,0.0,0.0,0.0
1744,2.3680075206097432e-06,0.0,0.0,0.0
1745,2.5008028420156085e-06,0.0,0.0,0.0
1746,2.5398828873741356e-06,0.0,0.0,0.0
1747,2.772755107928658e-06,0.0,0.0,0.0
1748,3.2428677546444566e-06,0.0,0.0,0.0
1749,4.1869065918425415e-06,0.0,0.0,0.0
1750,4.6802937276879675e-06,0.0,0.0,0.0
1751,5.313694535808671e-06,0.0,0.0,0.0
1752,5.638060689047311e-06,0.0,0.0,0.0
1753,6.154959139946316e-06,0.0,0.0,0.0
1754,6.669053423788032e-06,0.0,0.0,0.0
1755,7.242652892663111e-06,0.0,0.0,0.0
1756,7.033973036284026e-06,0.0,0.0,0.0
1757,7.194640277573074e-06,0.0,0.0,0.0
1758,7.459085346844014e-06,0.0,0.0,0.0
1759,7.669206622397593e-06,0.0,0.0,0.0
1760,7.798608164323792e-06,0.0,0.0,0.0
1761,7.851342745977621e-06,0.0,0.0,0.0
1762,7.315895020708142e-06,0.0,0.0,0.0
1763,7.535493750765454e-06,0.0,0.0,0.0
1764,8.44514741921947e-06,0.0,0.0,0.0
1765,9.160505799497645e-06,0.0,0.0,0.0
1766,9.77796045325314e-06,0.0,0.0,0.0
1767,1.0634871094745385e-05,0.0,2.9445022927835194e-09,2.9445022927835194e-09
1768,1.1365177020447195e-05,0.0,2.9445022927835194e-09,2.9445022927835194e-09
1769,1.2575387829981213e-05,0.0,2.9445022927835194e-09,2.9445022927835194e-09
1770,1.3410811724107979e-05,0.0,2.9445022927835194e-09,2.9445022927835194e-09
1771,1.3729258820863574e-05,0.0,2.9445022927835194e-09,2.9445022927835194e-09
1772,1.3974759895063471e-05,0.0,2.9445022927835194e-09,2.9445022927835194e-09
1773,1.4475843662304605e-05,0.0,2.9445022927835194e-09,2.9445022927835194e-09
1774,1.4860555503608858e-05,0.0,0.0,0.0
1775,1.5085148463965328e-05,0.0,0.0,2.8886891608895635e-09
1776,1.565591511670001e-05,0.0,2.712369503602271e-09,2.8886891608895635e-09
1777,1.5853548575250898e-05,0.0,5.6304198129250185e-09,2.8886891608895635e-09
1778,1.6341430117401095e-05,0.0,5.6304198129250185e-09,2.8886891608895635e-09
1779,1.629598630513231e-05,0.0,5.6304198129250185e-09,2.8886891608895635e-09
1780,1.711368700593344e-05,0.0,5.6304198129250185e-09,2.8886891608895635e-09
1781,1.7358572871931494e-05,0.0,5.6304198129250185e-09,4.801206035917208e-09
1782,1.7860373580853256e-05,0.0,5.6304198129250185e-09,4.070650356473899e-09
1783,1.784983747451666e-05,0.0,2.9180503093227473e-09,4.070650356473899e-09
1784,1.8175307169648086e-05,0.0,0.0,4.070650356473899e-09
1785,1.824463769090861e-05,0.0,0.0,4.070650356473899e-09
1786,1.8648927185235413e-05,0.0,0.0,4.070650356473899e-09
1787,1.7988006480404044e-05,0.0,0.0,5.3597919753250216e-09
1788,1.819972645275162e-05,0.0,0.0,3.447275100297377e-09
1789,1.854490022066914e-05,0.0,1.163384817053676e-09,1.2891416188511228e-09
1790,1.8511484865614746e-05,0.0,1.163384817053676e-09,1.2891416188511228e-09
1791,1.8558880973224795e-05,0.0,2.2493510546236652e-09,1.2891416188511228e-09
1792,1.8827971611504575e-05,0.0,3.337613106525948e-09,1.2891416188511228e-09
1793,1.929313267672634e-05,0.0,3.337613106525948e-09,1.2891416188511228e-09
1794,1.956830835427224e-05,0.0,3.337613106525948e-09,0.0
1795,1.9285716916783713e-05,0.0,3.337613106525948e-09,0.0
1796,1.970893780318355e-05,0.0,2.174228289472272e-09,0.0
1797,2.0433625000545623e-05,0.0,2.174228289472272e-09,0.0
1798,2.058759361846439e-05,0.0,1.0882620519022827e-09,5.786566781296187e-10
1799,2.081088158385163e-05,0.0,6.00769592803577e-10,5.786566781296187e-10
1800,2.0744778729359886e-05,0.0,6.00769592803577e-10,1.8136484695016212e-09
1801,2.118335162647002e-05,0.0,6.00769592803577e-10,1.8136484695016212e-09
1802,2.1940866385453512e-05,0.0,6.00769592803577e-10,2.247775267503828e-09
1803,2.1920081832961712e-05,0.0,1.302769511316423e-09,2.949775186016674e-09
1804,2.1528949738629827e-05,0.0,1.6078470618400127e-09,3.5599302870638537e-09
1805,2.1576529304314007e-05,0.0,1.6078470618400127e-09,3.5006286123819207e-09
1806,2.1199762808724438e-05,0.0,1.0070774690364358e-09,3.5006286123819207e-09
1807,2.0975706710097647e-05,4.184424552887224e-10,1.0070774690364358e-09,2.4748580486542794e-09
1808,2.0860023401577825e-05,4.184424552887224e-10,1.0070774690364358e-09,2.4748580486542794e-09
1809,2.089645749947522e-05,4.184424552887224e-10,1.1880022838488863e-09,2.2216560654645232e-09
1810,2.043866516032722e-05,4.184424552887224e-10,7.039400173880495e-10,1.7375937990036861e-09
1811,2.0650869763423024e-05,4.184424552887224e-10,6.332464076917534e-10,1.596206579611094e-09
1812,2.120390334831817e-05,4.184424552887224e-10,1.1106629267081708e-09,1.0768515761634084e-09
1813,2.13797946863841e-05,4.184424552887224e-10,4.408312825887606e-09,1.6587897563472405e-09
1814,2.243176667044671e-05,0.0,4.408312825887606e-09,1.4495685287028793e-09
1815,2.3140709475098576e-05,0.0,6.7260012163014184e-09,1.4495685287028793e-09
1816,2.326152467243706e-05,0.0,6.545076401488968e-09,1.4588164327327441e-09
1817,2.4577853764640167e-05,0.0,6.6698338915419495e-09,1.2408787806807352e-09
1818,2.527034173129193e-05,0.0,6.435449950714656e-09,7.721108990261477e-10
1819,2.5518191770450877e-05,0.0,8.362792490247882e-09,9.224083401855004e-10
1820,2.6339000084720154e-05,0.0,5.2125395269949794e-09,3.404701600016681e-10
1821,2.68239473371068e-05,0.0,5.341093781538067e-09,3.404701600016681e-10
1822,2.7304634776165975e-05,0.0,3.023405391124255e-09,4.6523906156130986e-10
1823,2.7931586633453014e-05,0.0,3.1638681595248995e-09,5.559918795202837e-10
1824,2.835856451253806e-05,0.0,3.0894130507798577e-09,9.583519295602067e-10
1825,2.8741877810846616e-05,0.0,3.0894130507798577e-09,9.583519295602067e-10
1826,2.9261342725866208e-05,0.0,9.216504781583978e-10,1.0450509743290377e-09
1827,2.949738518509548e-05,0.0,8.788241483743369e-10,1.0450509743290377e-09
1828,2.9637716579600237e-05,0.0,7.502698938312489e-10,1.155380283509747e-09
1829,2.8651236529445407e-05,1.405485569197903e-10,1.2421898589108439e-09,1.1008856604100004e-09
1830,2.9342420540550457e-05,1.405485569197903e-10,1.1017270905101994e-09,8.199601236087111e-10
1831,2.896729191499097e-05,1.405485569197903e-10,1.0192763775864121e-09,5.104947337868688e-10
1832,2.9062626968620213e-05,1.405485569197903e-10,1.274724754323537e-09,6.807936516116188e-10
1833,2.9213108323996755e-05,1.405485569197903e-10,1.202684793025607e-09,4.4379716568343497e-10
1834,2.922334611607117e-05,1.405485569197903e-10,1.1811743805267838e-09,4.4379716568343497e-10
1835,2.9115498234334935e-05,2.2433195777184422e-10,1.3487411822308916e-09,7.523848528328309e-10
1836,3.0029564056478974e-05,8.37834008520539e-11,1.232127098761891e-09,7.571717538671205e-10
1837,2.9547375171594986e-05,8.37834008520539e-11,1.6193341588279152e-09,9.894959772184718e-10
1838,2.941394086519722e-05,2.364348954715061e-10,1.5098705857014799e-09,2.7284193158751334e-09
1839,2.9115235780149567e-05,2.364348954715061e-10,1.330203645645765e-09,2.7096832714132037e-09
1840,2.8661160935631153e-05,2.364348954715061e-10,1.2408330870731073e-09,2.860855203528396e-09
1841,2.854847947933844e-05,2.364348954715061e-10,1.367705726451618e-09,2.860855203528396e-09
1842,2.8285041480557993e-05,1.5265149461945223e-10,1.2609543647330262e-09,2.7460154150560356e-09
1843,2.822525415727536e-05,2.1822602455249092e-10,9.512230130554705e-10,2.670954235561851e-09
1844,2.7978609068668447e-05,2.1822602455249092e-10,7.643645161259371e-10,2.4386300122104997e-09
1845,2.7985379087372815e-05,6.557452993303871e-11,6.88038768816211e-10,6.735507786435693e-10
1846,2.7813081292801405e-05,6.557452993303871e-11,7.426983314065946e-10,5.219879052807488e-10
1847,2.782672839072932e-05,1.261799950239403e-10,7.883232955308017e-10,4.920269033473598e-10
1848,2.7397023066961473e-05,1.8086767004734027e-10,6.330781375320425e-10,6.560899204873952e-10
1849,2.7297595287174253e-05,1.8086767004734027e-10,1.4320952836298163e-09,4.057522492598561e-10
1850,2.6977929207662654e-05,1.6276304907033738e-10,1.4139906626528136e-09,4.5322215821589195e-10
1851,2.666993402401983e-05,2.55620239261337e-10,1.2136420995163227e-09,4.5322215821589195e-10
1852,2.617208519950509e-05,2.55620239261337e-10,1.2136420995163227e-09,4.876065345144858e-10
1853,2.586002847237978e-05,2.55620239261337e-10,1.179719782180249e-09,5.841252164502058e-10
1854,2.5627684018607916e-05,1.950147741704354e-10,1.2100144378531956e-09,4.629142862684026e-10
1855,2.5709785924326362e-05,1.4032709914703545e-10,1.2078285118098465e-09,3.513530181084182e-10
1856,2.5377854139411022e-05,1.4032709914703545e-10,3.9769473032207665e-10,2.976134814782126e-10
1857,2.514964424855342e-05,1.8912564371729801e-10,3.9835904812919e-10,2.98277799285326e-10
1858,2.4899360141716897e-05,9.626845352629841e-11,3.9835904812919e-10,2.98277799285326e-10
1859,2.4593845020197997e-05,9.626845352629841e-11,7.030059907225145e-10,2.5808404619758514e-10
1860,2.4186851078411564e-05,9.626845352629841e-11,6.674825176704908e-10,3.445509909129539e-10
1861,2.3787547304112066e-05,9.626845352629841e-11,5.159769318157409e-10,4.57524351737959e-10
1862,2.346219870170379e-05,2.0770499605963063e-10,1.5221223210420171e-09,4.607408740245741e-10
1863,2.3264034877813954e-05,2.0770499605963063e-10,1.8543265653140191e-09,5.084787551330144e-10
1864,2.2883546470049104e-05,1.1143654253333222e-10,1.9003825814577014e-09,4.6034452836986514e-10
1865,2.2554435937698664e-05,1.1143654253333222e-10,1.988835683443467e-09,5.045710793627478e-10
1866,2.223085097544494e-05,1.1143654253333222e-10,1.8169076005618884e-09,4.878813107479983e-10
1867,2.212605146009342e-05,1.1143654253333222e-10,1.8423373065219145e-09,3.913205989406318e-10
1868,2.1884947532920967e-05,1.1143654253333222e-10,1.9319607025281016e-09,3.231589361187202e-10
1869,2.1446032146091705e-05,0.0,1.0316571089471642e-09,3.070265510084015e-10
1870,2.1019822140390587e-05,0.0,1.0721186795491023e-09,3.4376159062178754e-10
1871,2.0610079445759766e-05,0.0,1.0590805613449765e-09,3.4376159062178754e-10
1872,2.0440481551174473e-05,0.0,1.0525308799128448e-09,2.995350396289049e-10
1873,2.016750477196183e-05,0.0,9.198120202010987e-10,2.9430417230231447e-10
1874,1.9912286526440376e-05,3.974071468729587e-11,8.333871053573765e-10,2.8736068683318395e-10
1875,1.9568103328180898e-05,3.974071468729587e-11,8.239937700414503e-10,3.227790495203513e-10
1876,1.9431288559904454e-05,7.807269909930272e-11,6.656502254160606e-10,2.831931633640039e-10
1877,1.929732934513595e-05,7.807269909930272e-11,2.78237278455202e-10,3.385269326765845e-10
1878,1.9287511999469382e-05,2.2321413764966484e-10,1.9708515375249647e-10,3.385269326765845e-10
1879,1.903193905101424e-05,2.581279515531268e-10,2.199231709441664e-10,4.0835456048350846e-10
1880,1.877320132085255e-05,2.581279515531268e-10,2.5280985439999984e-10,4.680058562911427e-10
1881,1.850521065145066e-05,2.1838723686583095e-10,4.1063782731308255e-10,3.8852442691655094e-10
1882,1.8347251690491767e-05,4.776638687761395e-10,7.193226986279555e-10,3.0829436622629e-10
1883,1.7939950859207393e-05,4.3933188436413266e-10,9.441811003675836e-10,3.404169941965764e-10
1884,1.758454657517307e-05,4.3933188436413266e-10,9.092294278589819e-10,2.616321187476345e-10
1885,1.7252065975169118e-05,2.9419044581377053e-10,9.382527056876556e-10,2.9065539657630827e-10
1886,1.6963177975932403e-05,3.696310955726899e-10,8.33511267942352e-10,2.484163846849796e-10
1887,1.689750310366175e-05,3.972650640988411e-10,8.282585530126698e-10,1.4975633630002046e-10
1888,1.6589337194870624e-05,4.5127074894362503e-10,7.244362649443709e-10,1.7675917872241242e-10
1889,1.63394766527095e-05,2.1816501184966442e-10,3.8786312257193297e-10,2.0293007353876036e-10
1890,1.632885193560339e-05,2.9405208625186777e-10,1.883004109780119e-10,1.9610313571418103e-10
1891,1.6283577549204763e-05,3.4526218986982316e-10,2.651155683874862e-10,1.606863729376938e-10
1892,1.5994737883115056e-05,3.4526218986982316e-10,2.360922905588124e-10,1.3166309510901997e-10
1893,1.587624813380119e-05,2.3490772620744187e-10,2.360922905588124e-10,1.9632117360351183e-10
1894,1.553177376730933e-05,2.2936553053679428e-10,2.305500948881648e-10,2.6259649217002286e-10
1895,1.5496597630512303e-05,5.564415832865726e-10,3.67085278840662e-10,2.5676485739177327e-10
1896,1.5639884103230933e-05,5.302706884702246e-10,3.7288476671472534e-10,2.305939625754253e-10
1897,1.564372347015056e-05,5.101138797084356e-10,4.4047285660145773e-10,2.0529827242971825e-10
1898,1.5368308595498092e-05,4.949801124531916e-10,6.883447383516333e-10,1.7969322062074055e-10
1899,1.5241085228418732e-05,4.949801124531916e-10,7.976281777923231e-10,2.343349403410855e-10
1900,1.4839060765682785e-05,5.311213215262813e-10,8.879812044401295e-10,1.4208824593099833e-10
1901,1.4603273874464711e-05,5.433029224923201e-10,9.172994903343984e-10,7.581292736448729e-11
1902,1.4147759819544653e-05,1.9665776546900256e-10,7.267586215371174e-10,1.4073317114845655e-10
1903,1.3410047618630675e-05,1.9665776546900256e-10,6.686173440303581e-10,1.8855060370169341e-10
1904,1.2768692353607289e-05,1.4092749982858825e-10,6.391485237891967e-10,2.044043436495129e-10
1905,1.2375567296528192e-05,1.048511634658768e-10,3.602020705516042e-10,2.348980682583982e-10
1906,1.2017436217450137e-05,1.048511634658768e-10,2.819486033533991e-10,3.043762375079925e-10
1907,1.1749248317625773e-05,6.870995439278715e-11,1.9159557670559276e-10,3.336765853702493e-10
1908,1.140657436085998e-05,1.0305884717049757e-10,1.6763442618155418e-10,4.5719666842097036e-10
1909,1.1173613529535942e-05,8.240327567124846e-11,1.8141543525354972e-10,3.848862260648543e-10
1910,1.0910838032681827e-05,9.61771654380986e-11,2.0896321478725e-10,3.9216435257901795e-10
1911,1.062957419760226e-05,9.61771654380986e-11,1.7350411881032557e-10,4.881340678886126e-10
1912,1.034708553301503e-05,1.25005381046428e-10,1.4217764069243292e-10,5.008826657009508e-10
1913,1.0033163172400756e-05,1.6789913705382376e-10,1.3974350644905898e-10,4.1965653273840735e-10
1914,9.852306383046588e-06,2.4098158191154795e-10,2.274424418643609e-10,3.9035618487615054e-10
1915,9.72896577877691e-06,1.8829803787629677e-10,2.6374842389463385e-10,2.8277482438943125e-10
1916,9.670097564854327e-06,1.7451702880430124e-10,5.209009444023011e-10,2.689938153174357e-10
1917,9.73699077024191e-06,1.7470887336041534e-10,6.330105140458667e-10,2.278639905729994e-10
