ngram,buddy,budy,bddy,budd
1908,2.958927096991764e-08,3.175262132591529e-09,1.234982592381227e-09,4.724823580001417e-09
1909,3.36530486017799e-08,2.7724944403776217e-09,1.1764850443058655e-09,4.866326008823307e-09
1910,3.556294154399049e-08,2.7626323292498765e-09,1.2418063482273161e-09,5.022532992679121e-09
1911,3.7915896454267436e-08,2.701759213178231e-09,1.3050400522145772e-09,4.9427205185890804e-09
1912,3.7907839660939706e-08,2.6385307748201724e-09,1.2942142357807995e-09,4.6959542920888e-09
1913,4.1480436355608874e-08,2.606887039569017e-09,1.354750224700853e-09,5.189068666818944e-09
1914,4.3073395517012614e-08,2.723246326853866e-09,1.3249782937485577e-09,5.304552162600982e-09
1915,4.8661924267889844e-08,2.3699613382888174e-09,1.358192312585414e-09,5.919100828525156e-09
1916,6.23448914081694e-08,2.3678163874052416e-09,1.4122438773966906e-09,6.252306164863544e-09
1917,7.900563098977337e-08,2.4302020396049784e-09,1.5545870463944717e-09,6.374199771183189e-09
1918,9.411345150819475e-08,2.4254771524567786e-09,1.5182855449071197e-09,6.207774358050042e-09
1919,1.1292325855346722e-07,2.421101573192784e-09,1.5581940975601632e-09,6.327291643007779e-09
1920,1.2257879638306284e-07,2.536590429765998e-09,1.450829853081156e-09,5.267101231355907e-09
1921,1.345124646588504e-07,2.7334103552029934e-09,1.358645434252586e-09,5.81479423341794e-09
1922,1.509062071493515e-07,2.65517601556147e-09,1.216169783927309e-09,5.279201139732745e-09
1923,1.5087261268880476e-07,2.796100747762661e-09,1.188418379578187e-09,5.424738245908754e-09
1924,1.6016780486032595e-07,2.7049903904087712e-09,9.997699335073662e-10,5.1589452075363946e-09
1925,1.7999548975110103e-07,2.7883380366538243e-09,1.0515035191766791e-09,5.4636875975891795e-09
1926,1.9771886781784686e-07,2.673401071946151e-09,9.617493468283556e-10,5.546986742948385e-09
1927,2.2913970505149856e-07,2.4590268392949658e-09,1.0508497564184642e-09,5.928443133232772e-09
1928,2.3999077671175784e-07,2.3073654257085454e-09,1.1664981837609746e-09,5.2511652803843845e-09
1929,2.5401421055448736e-07,2.390029840704244e-09,1.1963219859190133e-09,5.331233867065878e-09
1930,2.7338975477115515e-07,2.193114388506144e-09,1.1280095468801932e-09,4.69454246904937e-09
1931,2.811413639035111e-07,2.3306530673648597e-09,1.1651114240063265e-09,4.580619915119298e-09
1932,2.868301030340652e-07,2.200278879728655e-09,1.0539139759315118e-09,4.249579830885506e-09
1933,2.968513338633524e-07,2.318068229431195e-09,9.395433597791936e-10,4.211548157836578e-09
1934,2.953959393283055e-07,2.2249506998710852e-09,9.149114600846633e-10,4.181506220644695e-09
1935,3.086243996871677e-07,2.1032702880928257e-09,7.979282671107971e-10,4.365654092199276e-09
1936,3.1433400847293213e-07,2.147884727220019e-09,6.924367131265287e-10,5.437333599240495e-09
1937,3.2357333777456786e-07,2.194589605280279e-09,7.501940081049747e-10,5.772824979948561e-09
1938,3.292324899056049e-07,1.8132336425986345e-09,6.318196977510888e-10,6.3229865787661765e-09
1939,3.52944523131425e-07,1.902925071485738e-09,7.14006447220607e-10,6.450079835320009e-09
1940,3.8215396460015783e-07,2.014444214612102e-09,7.940123380218672e-10,6.3793555834682334e-09
1941,4.348160749551815e-07,2.0277512050422988e-09,8.849443459770155e-10,6.5449228893653205e-09
1942,4.879403832092066e-07,2.112481554762878e-09,8.983729058284088e-10,9.979286666858148e-09
1943,5.148549381114467e-07,2.011921534134891e-09,1.0276087441291842e-09,8.993377915394213e-09
1944,5.289915675023491e-07,2.023711277919306e-09,1.0102532778587049e-09,8.861476314641387e-09
1945,5.40402676766202e-07,2.071943489794543e-09,1.0388436301665494e-09,8.383433693280397e-09
1946,5.207673479747297e-07,1.9963989667764234e-09,9.140860290912656e-10,8.547046118475724e-09
1947,4.912541921190236e-07,1.8651753633644066e-09,9.599257658595865e-10,8.671156110600414e-09
1948,4.452638100766697e-07,1.9799253823750617e-09,8.656186323285908e-10,8.71975615522404e-09
1949,3.98325823880441e-07,1.708341666541356e-09,8.771277038022163e-10,5.182641046478206e-09
1950,3.800108743234887e-07,1.6551548940947823e-09,8.115543078826956e-10,5.201026847296524e-09
1951,3.6721987076556874e-07,1.632948403480177e-09,8.490904804655689e-10,5.473062511133062e-09
1952,3.6719667459042936e-07,1.6398891213219103e-09,8.493470688668886e-10,6.105045485022791e-09
1953,3.8019152270862833e-07,1.5459833334143168e-09,8.91261572480825e-10,6.094339445793042e-09
1954,3.9232205446231614e-07,1.4822540734498497e-09,8.293445216292891e-10,6.097982182698811e-09
1955,4.0644437555264243e-07,1.6382701306660863e-09,7.769042790048023e-10,6.219308560214845e-09
1956,4.2248069170065197e-07,1.7247852352702304e-09,7.216630150606664e-10,6.235860209155167e-09
1957,4.317366233408393e-07,1.8484761975047702e-09,7.645003994939868e-10,6.086375086462275e-09
1958,4.4134288503170994e-07,1.7575704542543186e-09,6.916166528370127e-10,5.545697869178769e-09
1959,4.5282365590537665e-07,1.7550939273342741e-09,6.088068987434145e-10,5.510089527506677e-09
1960,4.592815798787342e-07,1.911121134361744e-09,5.523066577496825e-10,7.589836695639666e-09
1961,4.647909536613172e-07,1.9297487417548253e-09,5.214887658604767e-10,7.590604525883497e-09
1962,4.597040645291729e-07,1.8127923923876616e-09,5.628535821945922e-10,7.668653775486486e-09
1963,4.5867104907821546e-07,1.9708752883675272e-09,5.612763993658097e-10,8.034369804375631e-09
1964,4.674223492072217e-07,2.088476899356603e-09,4.877990005972396e-10,8.055187628031035e-09
1965,4.864519545273132e-07,2.118425006842577e-09,5.164407800216177e-10,8.502057280423969e-09
1966,4.99467205372639e-07,2.2832327140065445e-09,6.194567676270119e-10,8.59239949032745e-09
1967,5.161886146457359e-07,2.3654793679384056e-09,6.14355990683332e-10,6.45545426637893e-09
1968,5.510580324750793e-07,2.5010871627730224e-09,6.643566411287541e-10,6.391401820491995e-09
1969,5.774434116899232e-07,2.5133028832716573e-09,6.11300922580073e-10,6.4125449077729564e-09
1970,6.039685851127225e-07,2.394675140721907e-09,6.197651598276772e-10,6.464291197565737e-09
1971,6.218968207706764e-07,2.5988495006805986e-09,6.642652063325118e-10,6.595331582458032e-09
1972,6.314595647641649e-07,2.665422168693762e-09,6.282870573010818e-10,7.635277553065732e-09
1973,6.456826732963756e-07,2.615328049364913e-09,6.377885838507577e-10,8.244911166497916e-09
1974,6.594533894193384e-07,2.5315842438240158e-09,6.803990149073513e-10,9.180343723309242e-09
1975,6.495751238487304e-07,2.4110040154821733e-09,6.389965223618788e-10,9.47515729369083e-09
1976,6.544903011932288e-07,2.437677282252082e-09,6.2155554512801e-10,1.0651893652838647e-08
1977,6.584797509796252e-07,2.458488793496575e-09,6.060981557912523e-10,1.122222613249489e-08
1978,6.684693890487583e-07,2.1556997456936446e-09,6.463570313895519e-10,1.1558244076123207e-08
1979,6.804048260684275e-07,2.0556871601787716e-09,6.835890663049935e-10,1.1472275510523592e-08
1980,6.9527651800984e-07,2.1000219499863906e-09,5.98961749246182e-10,1.3346268154127268e-08
1981,7.056900780558603e-07,1.924646997331081e-09,5.683067944810866e-10,1.3499034207902533e-08
1982,7.353750025426312e-07,1.9697122980285744e-09,5.553112572950372e-10,1.5730185408204178e-08
1983,7.739259574788906e-07,1.8578563132365389e-09,5.273984106578058e-10,1.526652417181497e-08
1984,8.204108569641124e-07,1.8589577496389405e-09,5.066148651382868e-10,1.5101199021419883e-08
1985,8.785777043028377e-07,1.778691908046629e-09,4.25768682215428e-10,1.630895748608704e-08
1986,9.456790134468715e-07,1.89573122279439e-09,4.3308375140073604e-10,1.626588311661895e-08
1987,9.927739971057496e-07,1.682152750426269e-09,4.4739935565831143e-10,1.4771466082054628e-08
1988,1.0542160972753273e-06,1.7693625453674144e-09,4.043616394103619e-10,1.4236488051925074e-08
1989,1.110069222574696e-06,1.67911510092925e-09,3.7908922231480856e-10,1.167389156770631e-08
1990,1.1591249956057124e-06,1.5383716205669933e-09,4.012488060066234e-10,1.1277619980733431e-08
1991,1.2071281097243108e-06,1.4920987620062727e-09,3.7607172534822754e-10,1.0404842130741696e-08
1992,1.2416745676091523e-06,1.6102771497169703e-09,3.563732007906749e-10,8.816377659672168e-09
1993,1.27142901159719e-06,1.480217424822326e-09,2.918602224978782e-10,7.779299426857733e-09
1994,1.3305291791506794e-06,1.6959780564056765e-09,2.968886525511749e-10,6.5605422047302196e-09
1995,1.3969558787201613e-06,1.5725571162710545e-09,2.9946583308364845e-10,6.458762160020472e-09
1996,1.4655212875628161e-06,1.549103892780782e-09,3.169720616932484e-10,6.4094109702190445e-09
1997,1.6028409390855813e-06,1.6000354374767767e-09,2.7340754065503196e-10,6.011960326394014e-09
1998,1.7498832351390905e-06,1.5928328973251788e-09,2.8757497970234777e-10,6.04179868040384e-09
1999,1.9144281233301238e-06,1.5541183578144618e-09,2.710938814701588e-10,6.329487410385224e-09
2000,2.0910525953305684e-06,1.5775139607297562e-09,2.856189491267409e-10,6.2626946168669355e-09
2001,2.262295798313322e-06,1.527838585805138e-09,2.5751515998960276e-10,5.9204075293044815e-09
2002,2.437307573797755e-06,1.7996817528295343e-09,2.601036489365985e-10,5.321923473340056e-09
2003,2.595938440208556e-06,1.8026155488927641e-09,2.6241260751648706e-10,5.307264342288168e-09
2004,2.702084624875819e-06,2.07777046361863e-09,2.747283313540651e-10,5.148993548991549e-09
2005,2.809695875579824e-06,2.109880984210325e-09,2.6409538048507587e-10,5.126419225628556e-09
2006,2.9893189353710374e-06,2.003962424572998e-09,2.835749809574192e-10,4.6401561323453475e-09
2007,3.1841395541830153e-06,1.897891851613106e-09,2.958818904171981e-10,4.642451058499221e-09
2008,3.4600561775732785e-06,1.6648559435823123e-09,2.7603966830578944e-10,4.395960357632995e-09
2009,3.6455737374905894e-06,1.329082328321058e-09,2.223541281654029e-10,4.526069741217498e-09
2010,3.794572129273937e-06,1.3153330250378507e-09,1.9640037512980157e-10,4.5712055727977125e-09
2011,4.108171521823221e-06,9.628724643003954e-10,1.6107455349681895e-10,4.5765818436547894e-09
2012,4.3317128789307646e-06,7.716961672851344e-10,1.3660284907203645e-10,4.493205997744911e-09
2013,4.408103255367937e-06,6.815112759842431e-10,9.543027181971705e-11,4.521251056084046e-09
2014,4.440452162920597e-06,6.578142871685852e-10,3.6391497950015255e-11,4.550582260216223e-09
2015,4.294097542307489e-06,6.285804575258323e-10,2.580933879313209e-11,5.8213861033250075e-09
2016,4.224906660965644e-06,6.394841640349519e-10,2.580933879313209e-11,5.827610077042371e-09
2017,4.282201037616081e-06,5.454639517843418e-10,6.2298337784779294e-12,6.006027231109101e-09
2018,4.104171239305288e-06,5.050715512489034e-10,7.475800534173515e-12,6.07634476068597e-09
2019,3.960419462600839e-06,5.659261809176641e-10,0.0,6.567508425980861e-09
