ngram,traffic,trafic,trffic,traffic
1687,1.7857382366465962e-07,0.0,0.0,1.7857382366465962e-07
1688,2.027895545454937e-07,0.0,0.0,2.027895545454937e-07
1689,1.6246748860534614e-07,0.0,0.0,1.6246748860534614e-07
1690,2.663189450556404e-07,2.0770290884034433e-08,0.0,2.663189450556404e-07
1691,2.663189450556404e-07,2.0770290884034433e-08,0.0,2.663189450556404e-07
1692,2.0570144800201108e-07,2.0770290884034433e-08,0.0,2.0570144800201108e-07
1693,1.8179422868667773e-07,2.0770290884034433e-08,0.0,1.8179422868667773e-07
1694,4.7442083582284666e-07,2.0770290884034433e-08,0.0,4.7442083582284666e-07
1695,5.053632747831216e-07,2.0770290884034433e-08,0.0,5.053632747831216e-07
1696,6.313308408120324e-07,2.0770290884034433e-08,0.0,6.313308408120324e-07
1697,9.903451123299028e-07,0.0,0.0,9.903451123299028e-07
1698,2.8571738072612007e-06,0.0,0.0,2.8571738072612007e-06
1699,2.883312888002365e-06,0.0,0.0,2.883312888002365e-06
1700,2.8649595468063386e-06,0.0,0.0,2.8649595468063386e-06
1701,2.5723329396701696e-06,0.0,0.0,2.5723329396701696e-06
1702,2.518769241938961e-06,0.0,0.0,2.518769241938961e-06
1703,2.4038428857612156e-06,0.0,0.0,2.4038428857612156e-06
1704,1.940977157793051e-06,0.0,0.0,1.940977157793051e-06
1705,2.389889530718392e-07,0.0,0.0,2.389889530718392e-07
1706,4.675836819956203e-07,0.0,0.0,4.675836819956203e-07
1707,4.6673828230885714e-07,0.0,0.0,4.6673828230885714e-07
1708,4.6673828230885714e-07,0.0,0.0,4.6673828230885714e-07
1709,4.4276796273834407e-07,0.0,0.0,4.4276796273834407e-07
1710,5.350168968171991e-07,1.72150233116294e-08,0.0,5.350168968171991e-07
1711,5.544015542519836e-07,1.72150233116294e-08,0.0,5.544015542519836e-07
1712,3.8956106404189737e-07,1.72150233116294e-08,0.0,3.8956106404189737e-07
1713,1.5646328474109135e-07,2.803303849369903e-08,0.0,1.5646328474109135e-07
1714,2.495985508435946e-07,2.803303849369903e-08,0.0,2.495985508435946e-07
1715,2.6092090418420154e-07,2.803303849369903e-08,0.0,2.6092090418420154e-07
1716,3.229056113290036e-07,2.803303849369903e-08,0.0,3.229056113290036e-07
1717,2.3489827835224526e-07,1.0818015182069627e-08,0.0,2.3489827835224526e-07
1718,2.9293118229491354e-07,1.0818015182069627e-08,0.0,2.9293118229491354e-07
1719,2.9951605335603357e-07,1.740288624318964e-08,0.0,2.9951605335603357e-07
1720,3.1412453590665533e-07,6.584871061120014e-09,0.0,3.1412453590665533e-07
1721,2.3511699101927013e-07,6.584871061120014e-09,0.0,2.3511699101927013e-07
1722,6.101739725547109e-07,6.584871061120014e-09,0.0,6.101739725547109e-07
1723,5.914154981618529e-07,6.584871061120014e-09,0.0,5.914154981618529e-07
1724,5.937454459521112e-07,6.584871061120014e-09,0.0,5.937454459521112e-07
1725,5.898574129454508e-07,9.482031160246152e-08,0.0,5.898574129454508e-07
1726,7.23797496350796e-07,8.82354405413415e-08,0.0,7.23797496350796e-07
1727,7.491374276469287e-07,8.82354405413415e-08,0.0,7.491374276469287e-07
1728,9.172440594998729e-07,8.82354405413415e-08,0.0,9.172440594998729e-07
1729,5.754685616921051e-07,9.46074172653815e-08,0.0,5.754685616921051e-07
1730,5.567920433285118e-07,9.46074172653815e-08,0.0,5.567920433285118e-07
1731,5.670462428497558e-07,9.46074172653815e-08,0.0,5.670462428497558e-07
1732,5.060337621947448e-07,6.371976724039996e-09,0.0,5.060337621947448e-07
1733,3.9360788609396226e-07,6.371976724039996e-09,0.0,3.9360788609396226e-07
1734,4.0428768447294973e-07,1.1533708337602938e-08,0.0,4.0428768447294973e-07
1735,3.780409504169516e-07,1.1533708337602938e-08,0.0,3.780409504169516e-07
1736,3.499740880589083e-07,5.161731613562941e-09,0.0,3.499740880589083e-07
1737,4.154055405690217e-07,5.161731613562941e-09,0.0,4.154055405690217e-07
1738,6.1819486774084e-07,5.161731613562941e-09,0.0,6.1819486774084e-07
1739,7.219908155775556e-07,8.392648100295576e-09,0.0,7.219908155775556e-07
1740,7.987136407499358e-07,8.392648100295576e-09,0.0,7.987136407499358e-07
1741,7.918042582234972e-07,3.2309164867326346e-09,0.0,7.918042582234972e-07
1742,1.3379298735571865e-06,3.2309164867326346e-09,0.0,1.3379298735571865e-06
1743,1.5621777395478733e-06,3.2309164867326346e-09,0.0,1.5621777395478733e-06
1744,1.5436215384007873e-06,3.2309164867326346e-09,0.0,1.5436215384007873e-06
1745,1.546493560259218e-06,3.2309164867326346e-09,0.0,1.546493560259218e-06
1746,1.713925273959051e-06,0.0,0.0,1.713925273959051e-06
1747,2.008381938724467e-06,0.0,0.0,2.008381938724467e-06
1748,2.492626606453996e-06,0.0,0.0,2.492626606453996e-06
1749,2.0162143771683205e-06,0.0,0.0,2.0162143771683205e-06
1750,2.108601417408603e-06,9.896194593953363e-09,0.0,2.108601417408603e-06
1751,2.6367917566208883e-06,1.7034471864820133e-08,0.0,2.6367917566208883e-06
1752,2.804818223012262e-06,2.0933062013942357e-08,0.0,2.804818223012262e-06
1753,3.059214220359406e-06,5.110917657345583e-08,0.0,3.059214220359406e-06
1754,4.325194985150509e-06,5.110917657345583e-08,0.0,4.325194985150509e-06
1755,4.311205235093699e-06,5.110917657345583e-08,0.0,4.311205235093699e-06
1756,5.1175536230273015e-06,7.842841195529867e-08,0.0,5.1175536230273015e-06
1757,6.112055481415675e-06,7.462246389065643e-08,0.0,6.112055481415675e-06
1758,6.357703244118186e-06,6.748418661978966e-08,0.0,6.357703244118186e-06
1759,6.676259025490643e-06,8.445836588829739e-08,0.0,6.676259025490643e-06
1760,6.64910076661077e-06,6.226635207440268e-08,0.0,6.64910076661077e-06
1761,6.094068372216757e-06,7.059305419586184e-08,0.0,6.094068372216757e-06
1762,6.505410055979155e-06,7.864080028444473e-08,0.0,6.505410055979155e-06
1763,6.312810585638674e-06,5.416023946785182e-08,0.0,6.312810585638674e-06
1764,6.016656308409958e-06,5.088067262753222e-08,0.0,6.016656308409958e-06
1765,5.866981609869981e-06,5.972289786525056e-08,0.0,5.866981609869981e-06
1766,5.871295148348768e-06,3.885012844762059e-08,0.0,5.871295148348768e-06
1767,6.002214182184876e-06,4.264403687313591e-08,0.0,6.002214182184876e-06
1768,7.53664893896452e-06,3.4317334751676754e-08,0.0,7.53664893896452e-06
1769,7.430465107712994e-06,2.626958866309386e-08,0.0,7.430465107712994e-06
1770,7.685904620302608e-06,2.3430914097843925e-08,0.0,7.685904620302608e-06
1771,7.939115286197712e-06,2.851816560678344e-08,0.0,7.939115286197712e-06
1772,8.25051016103576e-06,2.231202219807723e-08,0.0,8.25051016103576e-06
1773,8.533020133784572e-06,2.4907213053942153e-08,0.0,8.533020133784572e-06
1774,8.914672045128619e-06,1.8474130162157313e-08,0.0,8.914672045128619e-06
1775,7.038401690806495e-06,2.1362819323046878e-08,0.0,7.038401690806495e-06
1776,6.986933580524887e-06,2.1362819323046878e-08,0.0,6.986933580524887e-06
1777,6.845766360389202e-06,3.011696974348459e-08,0.0,6.845766360389202e-06
1778,6.184012428483194e-06,2.2219038545553564e-08,0.0,6.184012428483194e-06
1779,6.032632232485671e-06,2.4706328157922793e-08,0.0,6.032632232485671e-06
1780,6.0311302019856934e-06,2.2111137302057874e-08,0.0,6.0311302019856934e-06
1781,5.942797542957123e-06,1.867872789773628e-08,0.0,5.942797542957123e-06
1782,6.5383465620730675e-06,2.226443918118548e-08,0.0,6.5383465620730675e-06
1783,6.660204040339782e-06,2.8788236556514287e-08,0.0,6.660204040339782e-06
1784,7.2506108413758085e-06,3.002091857646454e-08,0.0,7.2506108413758085e-06
1785,7.865498251443828e-06,3.811153069323479e-08,0.0,7.865498251443828e-06
1786,8.556368681768487e-06,3.566835588791102e-08,0.0,8.556368681768487e-06
1787,8.744681833507326e-06,3.9535780617581754e-08,0.0,8.744681833507326e-06
1788,9.108173799177166e-06,8.465913836630534e-08,0.0,9.108173799177166e-06
1789,9.238019499337366e-06,8.051150755607393e-08,0.0,9.238019499337366e-06
1790,9.24167696731664e-06,7.730225551735462e-08,0.0,9.24167696731664e-06
1791,8.864754818205256e-06,7.165928802724661e-08,0.0,8.864754818205256e-06
1792,8.692299746014345e-06,7.009824796812478e-08,0.0,8.692299746014345e-06
1793,8.279751650011999e-06,7.234816174721865e-08,0.0,8.279751650011999e-06
1794,8.36143206990008e-06,7.446865016699381e-08,0.0,8.36143206990008e-06
1795,8.355912736338464e-06,2.8346047667834488e-08,0.0,8.355912736338464e-06
1796,8.132663229584328e-06,3.170824758313984e-08,0.0,8.132663229584328e-06
1797,9.119310626764282e-06,3.746448066063327e-08,0.0,9.119310626764282e-06
1798,9.24713672897529e-06,3.6592555906013654e-08,0.0,9.24713672897529e-06
1799,9.800201431582017e-06,4.147760623851582e-08,0.0,9.800201431582017e-06
1800,9.706550762140459e-06,4.189912658095604e-08,0.0,9.706550762140459e-06
1801,9.718741239339579e-06,3.9625937198195516e-08,0.0,9.718741239339579e-06
1802,9.777852808058793e-06,4.131742592505816e-08,0.0,9.777852808058793e-06
1803,9.870249154378793e-06,4.194645570570239e-08,0.0,9.870249154378793e-06
1804,9.507293335835648e-06,4.0197538504165616e-08,0.0,9.507293335835648e-06
1805,9.616648640076164e-06,4.139979356157905e-08,0.0,9.616648640076164e-06
1806,9.144069476211111e-06,3.3863422796035336e-08,0.0,9.144069476211111e-06
1807,9.451597959144107e-06,3.290543761279098e-08,0.0,9.451597959144107e-06
1808,9.525322509164522e-06,3.272116165322002e-08,0.0,9.525322509164522e-06
1809,9.809482565157981e-06,3.4639520965892446e-08,0.0,9.809482565157981e-06
1810,9.835030401258596e-06,3.398790049402578e-08,0.0,9.835030401258596e-06
1811,1.0071748355195658e-05,3.651016428867544e-08,0.0,1.0071748355195658e-05
1812,1.0225907967001799e-05,4.4726215112486245e-08,2.3870825950820876e-10,1.0225907967001799e-05
1813,1.039383641909808e-05,4.686132523293704e-08,2.3870825950820876e-10,1.039383641909808e-05
1814,1.0628891167081228e-05,4.7064758693490405e-08,2.3870825950820876e-10,1.0628891167081228e-05
1815,1.086115454589682e-05,5.087365804813869e-08,2.3870825950820876e-10,1.086115454589682e-05
1816,1.0944992027361877e-05,5.129502866907387e-08,2.3870825950820876e-10,1.0944992027361877e-05
1817,1.0929005319277557e-05,5.1797162622538706e-08,2.3870825950820876e-10,1.0929005319277557e-05
1818,1.0402370467740443e-05,4.732408344563867e-08,2.3870825950820876e-10,1.0402370467740443e-05
1819,1.0570611526158505e-05,3.924335548585337e-08,0.0,1.0570611526158505e-05
1820,1.0501113917728486e-05,3.5883138492311314e-08,0.0,1.0501113917728486e-05
1821,1.0435067581836068e-05,3.527124141961784e-08,0.0,1.0435067581836068e-05
1822,1.01829787776556e-05,3.2548343702793707e-08,0.0,1.01829787776556e-05
1823,9.875731718368894e-06,3.3643751911378265e-08,0.0,9.875731718368894e-06
1824,9.857715797677105e-06,3.243767971688223e-08,0.0,9.857715797677105e-06
1825,1.0026095359145465e-05,3.200468918456474e-08,0.0,1.0026095359145465e-05
1826,9.448673803750093e-06,3.1105613069420153e-08,0.0,9.448673803750093e-06
1827,9.508971743343864e-06,3.075302171648023e-08,0.0,9.508971743343864e-06
1828,9.143005107554408e-06,3.029837764805572e-08,0.0,9.143005107554408e-06
1829,1.160262555848541e-05,3.0249756223708705e-08,0.0,1.160262555848541e-05
1830,1.1613324724229252e-05,2.725960257521365e-08,0.0,1.1613324724229252e-05
1831,1.1703823085034465e-05,2.703478939127178e-08,0.0,1.1703823085034465e-05
1832,1.1993590175864353e-05,2.5843310221976675e-08,0.0,1.1993590175864353e-05
1833,1.2472068062509476e-05,2.6551650782786444e-08,0.0,1.2472068062509476e-05
1834,1.2673990957929554e-05,2.7075143904653487e-08,0.0,1.2673990957929554e-05
1835,1.3498507282097957e-05,2.9241877237089805e-08,0.0,1.3498507282097957e-05
1836,1.1851477341094454e-05,3.01535152402721e-08,0.0,1.1851477341094454e-05
1837,1.268699855115431e-05,3.314419976569687e-08,0.0,1.268699855115431e-05
1838,1.362567517000051e-05,3.4054677554097775e-08,0.0,1.362567517000051e-05
1839,1.3865309743518342e-05,3.3869828846328735e-08,7.578143668141024e-11,1.3865309743518342e-05
1840,1.4147160852319627e-05,3.303034468160604e-08,7.578143668141024e-11,1.4147160852319627e-05
1841,1.4777031537960283e-05,3.552459685148993e-08,7.578143668141024e-11,1.4777031537960283e-05
1842,1.550442993902834e-05,3.432766832694207e-08,1.9741231665244234e-10,1.550442993902834e-05
1843,1.659442737686082e-05,3.4225313630794774e-08,1.9741231665244234e-10,1.659442737686082e-05
1844,1.6462118765048217e-05,3.379464352804007e-08,1.9741231665244234e-10,1.6462118765048217e-05
1845,1.6429271974110244e-05,3.735648768099509e-08,1.9741231665244234e-10,1.6429271974110244e-05
1846,1.6659635808277278e-05,4.025158949007489e-08,1.86851379606929e-10,1.6659635808277278e-05
1847,1.7130551376404973e-05,5.1381235774020495e-08,1.86851379606929e-10,1.7130551376404973e-05
1848,1.7387705156579614e-05,5.251608265715342e-08,1.86851379606929e-10,1.7387705156579614e-05
1849,1.669792098774841e-05,5.779633533669377e-08,1.1896003626610252e-10,1.669792098774841e-05
1850,1.5865811292314902e-05,6.931851156569532e-08,1.1896003626610252e-10,1.5865811292314902e-05
1851,1.597266314742488e-05,7.243732775512918e-08,1.1896003626610252e-10,1.597266314742488e-05
1852,1.5936818402094233e-05,8.026662763021314e-08,1.1896003626610252e-10,1.5936818402094233e-05
1853,1.6142840779918644e-05,8.384774119463145e-08,5.3739536630205616e-11,1.6142840779918644e-05
1854,1.6425311384539653e-05,7.79786297755436e-08,1.0424139726009481e-10,1.6425311384539653e-05
1855,1.658862882842576e-05,8.575345792191261e-08,1.0424139726009481e-10,1.658862882842576e-05
1856,1.6971483481548993e-05,8.362647869424628e-08,5.05018606298892e-11,1.6971483481548993e-05
1857,1.677457891803767e-05,7.577642589597287e-08,5.05018606298892e-11,1.677457891803767e-05
1858,1.6510454380685197e-05,7.718606858426419e-08,5.05018606298892e-11,1.6510454380685197e-05
1859,1.69529742249454e-05,6.794578106499622e-08,5.05018606298892e-11,1.69529742249454e-05
1860,1.7224363286264372e-05,6.803304281837492e-08,5.05018606298892e-11,1.7224363286264372e-05
1861,1.675606290518772e-05,6.571512451663303e-08,0.0,1.675606290518772e-05
1862,1.7196873938831103e-05,6.680967499862942e-08,0.0,1.7196873938831103e-05
1863,1.7822135435250986e-05,7.004029559506567e-08,0.0,1.7822135435250986e-05
1864,1.8752953630090425e-05,7.780401948106633e-08,0.0,1.8752953630090425e-05
1865,1.9427476217970252e-05,8.066840706533185e-08,4.422655099288266e-11,1.9427476217970252e-05
1866,1.941833709549558e-05,8.70261242117262e-08,4.422655099288266e-11,1.941833709549558e-05
1867,1.9558265713775264e-05,8.809294627099007e-08,4.422655099288266e-11,1.9558265713775264e-05
1868,2.0169225016226327e-05,9.154328698254435e-08,8.903824899597623e-11,2.0169225016226327e-05
