ngram,replacement,replacment,replacemnt,replacemnt
1638,1.2341816305446889e-07,0.0,0.0,0.0
1639,3.5702886082487696e-07,0.0,0.0,0.0
1640,3.5702886082487696e-07,0.0,0.0,0.0
1641,2.336106977704081e-07,0.0,0.0,0.0
1642,3.4156053223861296e-07,0.0,0.0,0.0
1643,3.4156053223861296e-07,0.0,0.0,0.0
1644,4.3322199871909106e-07,0.0,0.0,0.0
1645,4.3322199871909106e-07,0.0,0.0,0.0
1646,4.010881216994936e-07,0.0,0.0,0.0
1647,4.010881216994936e-07,0.0,0.0,0.0
1648,4.469373574725718e-07,0.0,0.0,0.0
1649,3.3898752300436694e-07,0.0,0.0,0.0
1650,3.3898752300436694e-07,0.0,0.0,0.0
1651,3.3332621894390157e-07,0.0,0.0,0.0
1652,3.3332621894390157e-07,0.0,0.0,0.0
1653,1.3184939819309095e-07,0.0,0.0,0.0
1654,1.3184939819309095e-07,0.0,0.0,0.0
1655,8.600016242001272e-08,0.0,0.0,0.0
1656,8.600016242001272e-08,0.0,0.0,0.0
1657,8.600016242001272e-08,0.0,0.0,0.0
1658,5.897719737341893e-07,0.0,0.0,0.0
1659,6.219391589671172e-07,0.0,0.0,0.0
1660,6.219391589671172e-07,0.0,0.0,0.0
1661,6.219391589671172e-07,0.0,0.0,0.0
1662,6.219391589671172e-07,0.0,0.0,0.0
1663,7.533291161670215e-07,0.0,0.0,0.0
1664,7.533291161670215e-07,0.0,0.0,0.0
1665,1.635571424328321e-07,0.0,0.0,0.0
1666,1.3138995719990427e-07,0.0,0.0,0.0
1667,2.2874690687655986e-07,0.0,0.0,0.0
1668,2.725001227840299e-07,0.0,0.0,0.0
1669,2.725001227840299e-07,0.0,0.0,0.0
1670,1.4111016558412563e-07,0.0,0.0,0.0
1671,1.4111016558412563e-07,0.0,0.0,0.0
1672,1.903113684420532e-07,0.0,0.0,0.0
1673,1.903113684420532e-07,0.0,0.0,0.0
1674,9.295441876539761e-08,0.0,0.0,0.0
1675,4.920120285792759e-08,0.0,0.0,0.0
1676,4.920120285792759e-08,0.0,0.0,0.0
1677,4.920120285792759e-08,0.0,0.0,0.0
1678,4.920120285792759e-08,0.0,0.0,0.0
1679,0.0,0.0,0.0,0.0
1680,1.8101928844771464e-08,0.0,0.0,0.0
1681,1.8101928844771464e-08,0.0,0.0,0.0
1682,3.8262961814845246e-08,0.0,0.0,0.0
1683,3.8262961814845246e-08,0.0,0.0,0.0
1684,9.441318979952484e-07,0.0,0.0,0.0
1685,9.441318979952484e-07,0.0,0.0,0.0
1686,9.717611046003834e-07,0.0,0.0,0.0
1687,9.53659175755612e-07,0.0,0.0,0.0
1688,1.0934339107799523e-06,0.0,0.0,0.0
1689,1.0732728778098784e-06,0.0,0.0,0.0
1690,1.0940431686939128e-06,0.0,0.0,0.0
1691,1.8817423251350972e-07,0.0,0.0,0.0
1692,1.8817423251350972e-07,0.0,0.0,0.0
1693,1.6054502590837467e-07,0.0,0.0,0.0
1694,1.6054502590837467e-07,0.0,0.0,0.0
1695,5.1783897804723115e-08,0.0,0.0,0.0
1696,5.1783897804723115e-08,0.0,0.0,0.0
1697,2.2938463319275927e-07,0.0,0.0,0.0
1698,6.234929190083806e-07,0.0,0.0,0.0
1699,6.234929190083806e-07,0.0,0.0,0.0
1700,6.234929190083806e-07,0.0,0.0,0.0
1701,6.234929190083806e-07,0.0,0.0,0.0
1702,6.044644718729484e-07,0.0,0.0,0.0
1703,7.81123829491597e-07,0.0,0.0,0.0
1704,5.827528032195264e-07,0.0,0.0,0.0
1705,1.8864451740390515e-07,0.0,0.0,0.0
1706,2.3294604898995074e-07,0.0,0.0,0.0
1707,2.3294604898995074e-07,0.0,0.0,0.0
1708,2.3294604898995074e-07,0.0,0.0,0.0
1709,2.209608892046942e-07,0.0,0.0,0.0
1710,4.430153158604558e-08,0.0,0.0,0.0
1711,5.399386030343781e-08,0.0,0.0,0.0
1712,5.399386030343781e-08,0.0,0.0,0.0
1713,9.692328717392229e-09,0.0,0.0,0.0
1714,1.7240970099205048e-07,0.0,0.0,0.0
1715,1.7240970099205048e-07,0.0,0.0,0.0
1716,1.7240970099205048e-07,0.0,0.0,0.0
1717,1.7240970099205048e-07,0.0,0.0,0.0
1718,1.6271737227465825e-07,0.0,0.0,0.0
1719,1.6271737227465825e-07,0.0,0.0,0.0
1720,1.6271737227465825e-07,0.0,0.0,0.0
1721,8.760058075755036e-09,0.0,0.0,0.0
1722,2.869531791865094e-07,0.0,0.0,0.0
1723,2.869531791865094e-07,0.0,0.0,0.0
1724,2.9282409893685977e-07,0.0,0.0,0.0
1725,2.9282409893685977e-07,0.0,0.0,0.0
1726,3.055990949820041e-07,0.0,0.0,0.0
1727,3.055990949820041e-07,0.0,0.0,0.0
1728,2.96839036906249e-07,0.0,0.0,0.0
1729,1.8645915795494668e-08,0.0,0.0,0.0
1730,2.6829153755768076e-08,0.0,0.0,0.0
1731,2.095823400541771e-08,0.0,0.0,0.0
1732,4.599232943698033e-08,0.0,0.0,0.0
1733,4.02421029832567e-08,0.0,0.0,0.0
1734,4.02421029832567e-08,0.0,0.0,0.0
1735,5.96428816176545e-08,0.0,0.0,0.0
1736,5.96428816176545e-08,0.0,0.0,0.0
1737,5.838127188033988e-08,0.0,0.0,0.0
1738,3.274802742631826e-07,0.0,0.0,0.0
1739,3.0244617883162004e-07,0.0,0.0,0.0
1740,3.103959664534679e-07,0.0,0.0,0.0
1741,3.341613695592319e-07,0.0,0.0,0.0
1742,3.147605909248341e-07,0.0,0.0,0.0
1743,3.436547706720765e-07,0.0,0.0,0.0
1744,3.3673314244911777e-07,0.0,0.0,0.0
1745,6.7634140066275e-08,0.0,0.0,0.0
1746,6.7634140066275e-08,0.0,0.0,0.0
1747,5.265958285300647e-08,0.0,0.0,0.0
1748,1.016888201580254e-07,0.0,0.0,0.0
1749,1.016888201580254e-07,0.0,0.0,0.0
1750,1.2887307678153904e-07,0.0,0.0,0.0
1751,1.3244221541697243e-07,0.0,0.0,0.0
1752,2.5719710018888365e-07,0.0,0.0,0.0
1753,2.823438613067505e-07,0.0,0.0,0.0
1754,2.907119987278455e-07,0.0,0.0,0.0
1755,2.1791735831706254e-07,0.0,0.0,0.0
1756,2.422011226497846e-07,0.0,0.0,0.0
1757,2.074385501466785e-07,0.0,0.0,0.0
1758,2.038694115112451e-07,0.0,0.0,0.0
1759,8.955091144814884e-08,0.0,0.0,0.0
1760,6.4404150330282e-08,0.0,0.0,0.0
1761,1.1154736309241084e-07,0.0,0.0,0.0
1762,1.2764285526957663e-07,0.0,0.0,0.0
1763,1.1187511412507384e-07,0.0,0.0,0.0
1764,1.0180196901338994e-07,0.0,0.0,0.0
1765,1.0180196901338994e-07,0.0,0.0,0.0
1766,1.1177189662703313e-07,0.0,0.0,0.0
1767,1.2060540350538368e-07,0.0,0.0,0.0
1768,1.50924854835921e-07,0.0,0.0,0.0
1769,1.409218819097597e-07,0.0,0.0,0.0
1770,2.3042518851720421e-07,0.0,0.0,0.0
1771,2.3761097622809757e-07,0.0,0.0,0.0
1772,3.114212704856202e-07,0.0,0.0,0.0
1773,3.792514462475083e-07,0.0,0.0,0.0
1774,3.811077919278562e-07,0.0,0.0,0.0
1775,3.068317470576533e-07,0.0,0.0,0.0
1776,3.088763363174556e-07,0.0,0.0,0.0
1777,2.4587360820354273e-07,0.0,0.0,0.0
1778,2.441319644219675e-07,0.0,0.0,0.0
1779,1.7288335588513552e-07,0.0,0.0,0.0
1780,9.639256960878941e-08,0.0,0.0,0.0
1781,8.570271705009094e-08,0.0,0.0,0.0
1782,1.0004556218388774e-07,0.0,0.0,0.0
1783,9.625765175412328e-08,0.0,0.0,0.0
1784,6.789893853514123e-08,0.0,0.0,0.0
1785,5.6066442916906974e-08,0.0,0.0,0.0
1786,3.818288364852508e-07,0.0,0.0,0.0
1787,4.010225325146166e-07,0.0,0.0,0.0
1788,4.062487408061445e-07,0.0,0.0,0.0
1789,3.8500467829700416e-07,0.0,0.0,0.0
1790,3.828651770224464e-07,0.0,0.0,0.0
1791,3.805511535099575e-07,0.0,0.0,0.0
1792,3.7678504849480987e-07,0.0,0.0,0.0
1793,6.522334532783297e-08,0.0,0.0,0.0
1794,4.1269846333997455e-08,0.0,0.0,0.0
1795,3.9696726540837194e-08,0.0,0.0,0.0
1796,6.82288441617678e-08,0.0,0.0,0.0
1797,8.302685662796096e-08,0.0,0.0,0.0
1798,1.0761582494974878e-07,0.0,0.0,0.0
1799,1.2455064992065802e-07,0.0,0.0,0.0
1800,1.1560988813893605e-07,0.0,0.0,0.0
1801,1.1698211770700645e-07,0.0,0.0,0.0
1802,1.380742565361613e-07,0.0,0.0,0.0
1803,1.2735259703942704e-07,0.0,0.0,0.0
1804,1.240733773499869e-07,0.0,0.0,0.0
1805,1.0812441938615588e-07,0.0,0.0,0.0
1806,9.682363507782351e-08,0.0,0.0,0.0
1807,9.56971000221074e-08,0.0,0.0,0.0
1808,1.0169612605994058e-07,0.0,0.0,0.0
1809,8.454974117658562e-08,0.0,0.0,0.0
1810,7.014943698940052e-08,0.0,0.0,0.0
1811,6.579630503925468e-08,0.0,0.0,0.0
1812,6.976071631470404e-08,0.0,0.0,0.0
1813,7.972064253181088e-08,0.0,0.0,0.0
1814,9.55930420535164e-08,0.0,0.0,0.0
1815,9.127920413171913e-08,0.0,0.0,0.0
1816,1.1619989694265445e-07,0.0,0.0,0.0
1817,1.1122046014325601e-07,0.0,0.0,0.0
1818,1.2905840206047158e-07,0.0,0.0,0.0
1819,1.2638837227590167e-07,0.0,0.0,0.0
1820,1.3446882769179475e-07,0.0,0.0,0.0
1821,1.2141436402300444e-07,0.0,0.0,0.0
1822,1.292130009338572e-07,0.0,0.0,0.0
1823,1.2899990307703645e-07,0.0,0.0,0.0
1824,1.3449932773872725e-07,0.0,0.0,0.0
1825,1.2653178263885172e-07,0.0,0.0,0.0
1826,1.299097637083183e-07,0.0,0.0,0.0
1827,1.3139430064614187e-07,0.0,0.0,0.0
1828,1.5255283309605667e-07,0.0,0.0,0.0
1829,4.413175572283633e-07,0.0,0.0,0.0
1830,4.3293256015074023e-07,0.0,0.0,0.0
1831,4.666159481660413e-07,0.0,0.0,0.0
1832,5.333711438229979e-07,0.0,0.0,0.0
1833,5.536549078247585e-07,0.0,0.0,0.0
1834,5.606317634893847e-07,0.0,0.0,0.0
1835,5.725221845815603e-07,0.0,0.0,0.0
1836,2.9406344838532406e-07,0.0,0.0,0.0
1837,2.974013852963253e-07,0.0,0.0,0.0
1838,2.9635022055377445e-07,0.0,0.0,0.0
1839,2.522564029407347e-07,0.0,0.0,0.0
1840,2.597435663379396e-07,0.0,0.0,0.0
1841,2.8320135519217207e-07,0.0,0.0,0.0
1842,2.889876619909566e-07,0.0,0.0,0.0
1843,3.083812539931127e-07,0.0,0.0,0.0
1844,3.5605224622616204e-07,0.0,0.0,0.0
1845,3.6762670723484394e-07,0.0,0.0,0.0
1846,3.9687514328891537e-07,0.0,0.0,0.0
1847,4.0356867917320673e-07,0.0,0.0,0.0
1848,4.0934013765893595e-07,0.0,0.0,0.0
1849,4.1371034902632733e-07,0.0,0.0,0.0
1850,4.176736670810247e-07,0.0,0.0,0.0
1851,4.1907190961865126e-07,0.0,0.0,0.0
1852,4.3610707426263874e-07,0.0,0.0,0.0
1853,4.3724399948327377e-07,0.0,0.0,0.0
1854,4.7345105258500553e-07,0.0,0.0,0.0
1855,4.863902428756514e-07,0.0,0.0,0.0
1856,5.866943695309601e-07,0.0,0.0,0.0
1857,6.182691955863058e-07,0.0,0.0,0.0
1858,6.259841062014207e-07,0.0,0.0,0.0
1859,6.342091215369042e-07,0.0,0.0,0.0
1860,6.434062242988148e-07,0.0,0.0,0.0
1861,6.521225860264426e-07,0.0,0.0,0.0
1862,6.637062922111779e-07,0.0,0.0,0.0
1863,6.138929750574919e-07,0.0,0.0,0.0
1864,6.389436992191934e-07,0.0,0.0,0.0
1865,6.569308327795755e-07,0.0,0.0,0.0
1866,6.898332571836363e-07,4.4239619903915386e-11,0.0,0.0
1867,7.128745989705619e-07,4.4239619903915386e-11,0.0,0.0
1868,7.131166788505132e-07,4.4239619903915386e-11,0.0,0.0
1869,7.315972620095376e-07,4.4239619903915386e-11,0.0,0.0
1870,7.284883736247139e-07,4.4239619903915386e-11,0.0,0.0
1871,7.354316835517238e-07,4.4239619903915386e-11,0.0,0.0
1872,7.485162833680598e-07,4.4239619903915386e-11,0.0,0.0
1873,7.656680541653518e-07,0.0,0.0,0.0
1874,8.232394910529755e-07,0.0,0.0,0.0
1875,8.620234796450989e-07,0.0,0.0,0.0
1876,8.964784196255746e-07,1.533279376480274e-10,0.0,0.0
1877,9.330040922707537e-07,1.533279376480274e-10,0.0,0.0
1878,9.811419334125406e-07,1.8961329728561793e-10,0.0,0.0
1879,1.0105349588229728e-06,1.8961329728561793e-10,0.0,0.0
1880,1.0137467419164231e-06,1.8961329728561793e-10,0.0,0.0
1881,1.0281276071769492e-06,1.8961329728561793e-10,0.0,0.0
1882,1.050734722087197e-06,2.220228762744065e-10,0.0,0.0
1883,1.0704724461772588e-06,6.86949386263791e-11,0.0,0.0
1884,1.076606906735833e-06,1.2971675321184406e-10,0.0,0.0
1885,1.0729072934217193e-06,9.343139357425351e-11,0.0,0.0
1886,1.1043316184051427e-06,9.343139357425351e-11,0.0,0.0
1887,1.1537688838611108e-06,9.343139357425351e-11,0.0,0.0
1888,1.1683577635527139e-06,9.343139357425351e-11,0.0,0.0
1889,1.1827485845320292e-06,6.102181458546494e-11,0.0,0.0
1890,1.2230868508465522e-06,8.631750473117198e-11,0.0,0.0
1891,1.2988142218871092e-06,2.529569014570703e-11,0.0,0.0
1892,1.3423105623847472e-06,2.529569014570703e-11,0.0,0.0
1893,1.391506007816393e-06,2.529569014570703e-11,0.0,0.0
1894,1.4181497850326456e-06,6.947923585671439e-11,0.0,0.0
1895,1.4561713084861237e-06,1.5416406643328377e-10,0.0,0.0
1896,1.4965204400141374e-06,2.3168576977562949e-10,0.0,0.0
1897,1.553895068744688e-06,2.2496683484339386e-10,5.5730265640414296e-11,5.5730265640414296e-11
1898,1.6103449037733038e-06,3.512340140954251e-10,9.180660200312575e-11,9.180660200312575e-11
1899,1.6707825644906343e-06,4.787313601095633e-10,9.180660200312575e-11,9.180660200312575e-11
1900,1.7240321637603171e-06,4.968019646461081e-10,1.0987720653967057e-10,1.0987720653967057e-10
1901,1.8111970965557184e-06,4.526184189351008e-10,1.2701389345044182e-10,1.2701389345044182e-10
1902,1.959390634250927e-06,5.0567991064351e-10,1.2701389345044182e-10,1.2701389345044182e-10
1903,2.0953116290911566e-06,4.759756398544011e-10,1.2701389345044182e-10,1.2701389345044182e-10
1904,2.2026962694456287e-06,5.842288042234856e-10,7.128362781002754e-11,7.128362781002754e-11
1905,2.3581469414628894e-06,4.884553495803396e-10,8.094787736937344e-11,8.094787736937344e-11
1906,2.5481885391595175e-06,4.3853293417241343e-10,8.094787736937344e-11,8.094787736937344e-11
1907,2.736565420491388e-06,5.669640610169882e-10,6.287727283282862e-11,6.287727283282862e-11
1908,2.9750332747166145e-06,5.669640610169882e-10,1.1436285252131029e-10,1.1436285252131029e-10
1909,3.167590843336906e-06,5.256848032272491e-10,1.9704890893582468e-10,1.9704890893582468e-10
1910,3.5247154041176794e-06,6.431540439111316e-10,2.2459668846952496e-10,2.2459668846952496e-10
1911,3.7813433664268814e-06,6.700813693598968e-10,2.525525522838785e-10,2.525525522838785e-10
1912,4.037181822371037e-06,8.702133696176467e-10,2.0681196636182112e-10,2.0681196636182112e-10
1913,4.317763763797952e-06,8.641280310354002e-10,2.640036423600429e-10,2.640036423600429e-10
1914,4.6534252890394005e-06,7.907087445120047e-10,2.9323662149265724e-10,2.9323662149265724e-10
1915,5.0376365184742355e-06,8.704023612970957e-10,3.043079716784953e-10,3.043079716784953e-10
1916,5.397545334874719e-06,9.094020615916878e-10,3.871924090871813e-10,3.871924090871813e-10
1917,5.799375230708392e-06,1.0094643375170774e-09,3.875760981994095e-10,3.875760981994095e-10
1918,6.324594258850473e-06,1.3446352285585915e-09,3.7400047344807573e-10,3.7400047344807573e-10
1919,6.851211440204809e-06,1.5117704072713828e-09,4.308234602401484e-10,4.308234602401484e-10
1920,7.298918197713127e-06,1.7419023366573226e-09,3.7363178424192663e-10,3.7363178424192663e-10
1921,7.68435808952615e-06,2.034270799430463e-09,4.2873362994720413e-10,4.2873362994720413e-10
1922,8.02696883641017e-06,2.2202414351468747e-09,3.490400131621131e-10,3.490400131621131e-10
1923,8.330903126209574e-06,2.3303091202718308e-09,2.3257640852885382e-10,2.3257640852885382e-10
1924,8.51817263277813e-06,2.3335969981782714e-09,3.02331060979861e-10,3.02331060979861e-10
1925,8.757295420634494e-06,2.120730955925053e-09,3.799715225001015e-10,3.799715225001015e-10
1926,8.973216738793002e-06,2.043891532212326e-09,3.919174231180124e-10,3.919174231180124e-10
1927,9.38515066601602e-06,1.8104851427582146e-09,4.146558017583045e-10,4.146558017583045e-10
1928,9.777399100130424e-06,1.6959385800469867e-09,4.443684071502625e-10,4.443684071502625e-10
1929,1.0234781127240109e-05,1.657846510865519e-09,5.455115962124271e-10,5.455115962124271e-10
1930,1.0760500117612537e-05,1.6029038096831982e-09,7.414512456386088e-10,7.414512456386088e-10
1931,1.1218877001998148e-05,1.3867330022383178e-09,8.011631873789631e-10,8.011631873789631e-10
1932,1.1743794597610499e-05,1.4416763536941245e-09,8.273587172512111e-10,8.273587172512111e-10
1933,1.2050295741313935e-05,1.3755936271017281e-09,8.744256231794725e-10,8.744256231794725e-10
1934,1.2340179897104722e-05,1.4197178710428915e-09,9.190908669052891e-10,9.190908669052891e-10
1935,1.2564840030141308e-05,1.3688145260117223e-09,8.050434366754392e-10,8.050434366754392e-10
1936,1.2733293650463956e-05,1.2040546377394585e-09,7.876499769870244e-10,7.876499769870244e-10
1937,1.3056924607164027e-05,1.3500991316980508e-09,5.874882723157424e-10,5.874882723157424e-10
1938,1.354285840144647e-05,1.558660121604914e-09,5.823559650381632e-10,5.823559650381632e-10
1939,1.4254485904530156e-05,1.6259590816604584e-09,4.890337599158404e-10,4.890337599158404e-10
1940,1.5529396348158896e-05,1.9127788559407985e-09,5.021642803962731e-10,5.021642803962731e-10
1941,1.659687456724766e-05,2.29685375480975e-09,7.105463697579647e-10,7.105463697579647e-10
1942,1.7588909940968733e-05,2.3210251657143235e-09,7.603624614858719e-10,7.603624614858719e-10
1943,1.831445635096835e-05,2.644372736655092e-09,8.267860027563348e-10,8.267860027563348e-10
1944,1.9029726640188267e-05,2.5164210397982903e-09,8.577864589266935e-10,8.577864589266935e-10
1945,1.9755384658180575e-05,2.574474189387388e-09,8.36906645175693e-10,8.36906645175693e-10
1946,2.0332235310758862e-05,2.7388053095275413e-09,9.113012447833516e-10,9.113012447833516e-10
1947,2.0377731094153466e-05,2.5779572445015576e-09,1.1797023397835155e-09,1.1797023397835155e-09
1948,2.0536994530370327e-05,2.5432429812915255e-09,1.0236166240026483e-09,1.0236166240026483e-09
1949,2.0757716941131677e-05,2.9653047477801967e-09,1.1438621478581418e-09,1.1438621478581418e-09
1950,2.1384356711808194e-05,3.1375040819371846e-09,1.2644084826770756e-09,1.2644084826770756e-09
1951,2.1878706840133028e-05,3.0777614266698704e-09,1.4367596715533386e-09,1.4367596715533386e-09
1952,2.2285852277751212e-05,3.0880441854413173e-09,1.3367416281027745e-09,1.3367416281027745e-09
1953,2.2405201629486067e-05,3.0588427187997323e-09,1.2845207140018848e-09,1.2845207140018848e-09
1954,2.260959471251616e-05,3.040931141816218e-09,9.45217128773506e-10,9.45217128773506e-10
1955,2.276176980688303e-05,3.014058701035692e-09,9.7045965113158e-10,9.7045965113158e-10
1956,2.3063976186676882e-05,2.812268719486001e-09,8.542700574709627e-10,8.542700574709627e-10
1957,2.3097569282981567e-05,2.7509148134033776e-09,8.001937901973883e-10,8.001937901973883e-10
1958,2.306562549035464e-05,3.1137506541410532e-09,7.661898476785112e-10,7.661898476785112e-10
1959,2.2966869957079844e-05,2.987678644166587e-09,8.81643155306985e-10,8.81643155306985e-10
1960,2.2838255193034585e-05,2.824819711477744e-09,9.828054917512423e-10,9.828054917512423e-10
1961,2.288760801353159e-05,2.945910277623349e-09,1.104830770521608e-09,1.104830770521608e-09
1962,2.2851912425332038e-05,3.2354073705879014e-09,1.1333181099930962e-09,1.1333181099930962e-09
1963,2.2667744685479973e-05,3.365386858078523e-09,1.208196225605767e-09,1.208196225605767e-09
