ngram,Xvid,Xvi,Xvd,Xvi
1951,8.597179119400928e-11,6.521573884096402e-09,1.6556976028298768e-11,6.521573884096402e-09
1952,8.288631983147506e-11,6.6015332248322724e-09,1.6556976028298768e-11,6.6015332248322724e-09
1953,4.9790111517860374e-11,6.405362589540735e-09,3.224621264452665e-11,6.405362589540735e-09
1954,4.9790111517860374e-11,6.3475459808971985e-09,1.5689236616227883e-11,6.3475459808971985e-09
1955,3.269011153042964e-11,5.790898808096959e-09,1.5689236616227883e-11,5.790898808096959e-09
1956,2.915195465976897e-11,5.7338337887204355e-09,2.915724209692375e-11,5.7338337887204355e-09
1957,2.915195465976897e-11,5.677946049839225e-09,5.4644693532018045e-11,5.677946049839225e-09
1958,2.915195465976897e-11,5.930381265427189e-09,5.4644693532018045e-11,5.930381265427189e-09
1959,5.864376147389296e-11,6.382851453728173e-09,5.4644693532018045e-11,6.382851453728173e-09
1960,5.864376147389296e-11,7.002243927546812e-09,4.9543317860921225e-11,7.002243927546812e-09
1961,8.115489926899651e-11,7.30271697081873e-09,1.8461014859662483e-10,7.30271697081873e-09
1962,8.115489926899651e-11,7.709841527108502e-09,1.9481190470317855e-10,7.709841527108502e-09
1963,6.768689378830065e-11,7.8402617731399e-09,1.912477557272244e-10,7.8402617731399e-09
1964,6.768689378830065e-11,8.327200833641818e-09,1.657603042921301e-10,8.327200833641818e-09
1965,6.768689378830065e-11,8.174141934753315e-09,1.7457538589330365e-10,8.174141934753315e-09
1966,2.2511137795103562e-11,7.896385450274174e-09,1.83368457323014e-10,7.896385450274174e-09
1967,2.2511137795103562e-11,7.555048586738167e-09,1.7278059637788294e-10,7.555048586738167e-09
1968,0.0,7.093353396722282e-09,3.771376564217935e-11,7.093353396722282e-09
1969,0.0,7.229971161442401e-09,9.03502084656108e-11,7.229971161442401e-09
1970,0.0,6.968283854697737e-09,9.798536981797668e-11,6.968283854697737e-09
1971,0.0,6.7384891317650335e-09,9.798536981797668e-11,6.7384891317650335e-09
1972,0.0,6.692700806252918e-09,8.917028821680312e-11,6.692700806252918e-09
1973,8.254096810806593e-12,6.824166311401671e-09,8.037721678709277e-11,6.824166311401671e-09
1974,8.254096810806593e-12,6.310560391702731e-09,8.852471979665338e-11,6.310560391702731e-09
1975,8.254096810806593e-12,6.181222898606263e-09,8.852471979665338e-11,6.181222898606263e-09
1976,8.254096810806593e-12,5.85805302679075e-09,2.5686520866668213e-11,5.85805302679075e-09
1977,8.254096810806593e-12,5.814510333530214e-09,8.147503009560607e-12,5.814510333530214e-09
1978,8.254096810806593e-12,5.411889349358847e-09,8.147503009560607e-12,5.411889349358847e-09
1979,8.254096810806593e-12,5.483843347674013e-09,1.6275203902825298e-11,5.483843347674013e-09
1980,0.0,5.263447138454629e-09,3.1948858737156676e-11,5.263447138454629e-09
1981,0.0,5.421958691544302e-09,3.1431154306244786e-11,5.421958691544302e-09
1982,0.0,5.610164523415863e-09,5.366563840139957e-11,5.610164523415863e-09
1983,7.402505592628878e-11,5.484382281650824e-09,5.366563840139957e-11,5.484382281650824e-09
1984,7.402505592628878e-11,5.6266720172004625e-09,7.571741943752336e-11,5.6266720172004625e-09
1985,8.125913087250351e-11,6.016510337555506e-09,9.018556932995279e-11,6.016510337555506e-09
1986,1.0198479610415819e-10,5.725133002597107e-09,8.20578684366881e-11,5.725133002597107e-09
1987,1.0198479610415819e-10,5.638304934052485e-09,6.638421360235673e-11,5.638304934052485e-09
1988,1.0198479610415819e-10,5.462399738880614e-09,5.8754415023708e-11,5.462399738880614e-09
1989,1.0198479610415819e-10,5.3184384515451e-09,4.982395448597085e-11,5.3184384515451e-09
1990,3.461720245773974e-11,5.752136354532565e-09,6.313887904571151e-11,5.752136354532565e-09
1991,3.461720245773974e-11,5.315212777848696e-09,4.108709800958772e-11,5.315212777848696e-09
1992,3.3745473677309383e-11,5.076033371409494e-09,3.298129428294264e-11,5.076033371409494e-09
1993,1.946116779632285e-11,5.502902768382358e-09,3.9422653633610796e-11,5.502902768382358e-09
1994,5.197681669986766e-11,5.8949035494241085e-09,3.9422653633610796e-11,5.8949035494241085e-09
1995,5.197681669986766e-11,5.949201131727477e-09,6.497117923030617e-11,5.949201131727477e-09
1996,5.827885594746261e-11,5.7962200753333295e-09,5.166715567288855e-11,5.7962200753333295e-09
1997,6.312644256529459e-11,5.702943641137738e-09,4.4104755561999045e-11,5.702943641137738e-09
1998,6.890423003994402e-11,6.254207627977491e-09,6.143811848158265e-11,6.254207627977491e-09
1999,6.254188387415966e-11,6.174782590002386e-09,8.219199428203896e-11,6.174782590002386e-09
2000,6.129295384730123e-11,6.064080602742803e-09,8.094306425518053e-11,6.064080602742803e-09
2001,1.4540409253622448e-10,5.927602155151947e-09,8.094306425518053e-11,5.927602155151947e-09
2002,3.6551479997466123e-10,6.041780789952814e-09,6.07630924742697e-11,6.041780789952814e-09
2003,6.171196311902502e-10,6.071278210332107e-09,6.07630924742697e-11,6.071278210332107e-09
2004,1.2263397678299474e-09,5.7798886946410934e-09,8.024329861292375e-11,5.7798886946410934e-09
2005,1.941008032377686e-09,5.519033547634373e-09,6.787852918632709e-11,5.519033547634373e-09
2006,2.6409418575623622e-09,5.811893442699199e-09,1.0766774872455237e-10,5.811893442699199e-09
2007,3.5320653386199704e-09,6.6674417098511185e-09,1.1857680264269555e-10,6.6674417098511185e-09
2008,4.314922086301465e-09,7.272589070644082e-09,1.1857680264269555e-10,7.272589070644082e-09
2009,4.688072501630407e-09,8.149471764085092e-09,1.1735692799497155e-10,8.149471764085092e-09
2010,5.05653176473077e-09,9.17010492936957e-09,1.1735692799497155e-10,9.17010492936957e-09
2011,4.7607743778956186e-09,9.688974004059706e-09,1.1997857890720465e-10,9.688974004059706e-09
2012,4.2112037666543395e-09,9.889211037363208e-09,1.1500998541421773e-10,9.889211037363208e-09
2013,3.757416980728781e-09,9.672434218645419e-09,4.8104543909751765e-11,9.672434218645419e-09
2014,3.037756570099605e-09,9.00448420588467e-09,3.200306066779885e-11,9.00448420588467e-09
2015,2.3337772032354972e-09,8.120914163356474e-09,3.200306066779885e-11,8.120914163356474e-09
2016,1.9720800548128636e-09,7.0851812670826215e-09,2.7854381499738322e-11,7.0851812670826215e-09
2017,1.5699995747908702e-09,6.202721225534447e-09,3.249677841636137e-11,6.202721225534447e-09
2018,1.429044571565896e-09,5.642943801120737e-09,0.0,5.642943801120737e-09
2019,1.4872736930904296e-09,5.390314083975056e-09,0.0,5.390314083975056e-09
