ngram,Jammer,Jamer,Jamr,Jamr
1922,1.0077816739847582e-08,2.654339890741296e-09,9.509212544373774e-10,9.509212544373774e-10
1923,1.2341345913467551e-08,2.8364689327478996e-09,9.326714242189178e-10,9.326714242189178e-10
1924,1.4834963797077144e-08,3.0873340392137803e-09,9.605288707272207e-10,9.605288707272207e-10
1925,1.659185366875704e-08,3.093025201041298e-09,8.91497308514693e-10,8.91497308514693e-10
1926,1.8365641452078307e-08,3.099160420358008e-09,8.672833443476183e-10,8.672833443476183e-10
1927,1.9269191702570813e-08,2.976202998336167e-09,9.095171798240947e-10,9.095171798240947e-10
1928,1.9101228408503956e-08,3.0844491722652786e-09,1.0304677309859655e-09,1.0304677309859655e-09
1929,1.801003625599508e-08,3.075046407983807e-09,8.866944599196711e-10,8.866944599196711e-10
1930,1.7081124070728038e-08,3.308421346405664e-09,7.66601189274217e-10,7.66601189274217e-10
1931,1.5409791664922068e-08,3.175511726587794e-09,8.000801152549134e-10,8.000801152549134e-10
1932,1.3782132324280383e-08,3.0221323538930686e-09,8.249995032365882e-10,8.249995032365882e-10
1933,1.3093742154016549e-08,2.8177792480274124e-09,7.340402393061853e-10,7.340402393061853e-10
1934,1.2212101108133311e-08,3.263079171946158e-09,7.765414482076492e-10,7.765414482076492e-10
1935,1.1403697985912231e-08,3.716830811382822e-09,6.157007384092036e-10,6.157007384092036e-10
1936,1.2440916804682241e-08,4.309362454181707e-09,6.113523734870999e-10,6.113523734870999e-10
1937,1.2912413043559517e-08,4.154423154696068e-09,6.065673975002334e-10,6.065673975002334e-10
1938,1.3185419169202208e-08,4.2125929411440666e-09,6.059158551880677e-10,6.059158551880677e-10
1939,1.4411723370244545e-08,4.576118658608916e-09,6.345622182475046e-10,6.345622182475046e-10
1940,1.4057453867621916e-08,4.932439916822367e-09,9.261664272809864e-10,9.261664272809864e-10
1941,1.4389649091331843e-08,4.614900017685386e-09,7.341769474113389e-10,7.341769474113389e-10
1942,1.5112934015348856e-08,4.780201694793667e-09,7.893644646658363e-10,7.893644646658363e-10
1943,1.498279303798914e-08,4.845807628177974e-09,8.327870099871554e-10,8.327870099871554e-10
1944,1.4802714863394937e-08,5.019541861526835e-09,9.052012076412755e-10,9.052012076412755e-10
1945,1.5227490760391253e-08,4.7858672580503026e-09,8.497653850422385e-10,8.497653850422385e-10
1946,1.5105042169441925e-08,4.701258112963355e-09,8.660260128071481e-10,8.660260128071481e-10
1947,1.581808969522821e-08,4.6728658403034325e-09,6.042621799754297e-10,6.042621799754297e-10
1948,1.5974882623075766e-08,5.264230131172911e-09,6.175050391656254e-10,6.175050391656254e-10
1949,1.5928843387160085e-08,4.653553003259552e-09,5.858975051152373e-10,5.858975051152373e-10
1950,1.561961468102676e-08,4.258899169836841e-09,5.722974554573617e-10,5.722974554573617e-10
1951,1.6513216318157575e-08,4.17654352372462e-09,5.767354292553404e-10,5.767354292553404e-10
1952,1.7863049579196806e-08,4.616720434518535e-09,5.800774939755473e-10,5.800774939755473e-10
1953,1.707590069344178e-08,5.01112836940162e-09,4.956192381103516e-10,4.956192381103516e-10
1954,1.7875001415542816e-08,4.933340783505205e-09,4.688571693588019e-10,4.688571693588019e-10
1955,1.8853440205849178e-08,4.626841893744833e-09,5.01916930636551e-10,5.01916930636551e-10
1956,1.9975513053184712e-08,5.099821422303665e-09,5.012323116084159e-10,5.012323116084159e-10
1957,2.1466990470945087e-08,5.450657988451521e-09,5.651659160507297e-10,5.651659160507297e-10
1958,2.2667388727930822e-08,6.57804537824396e-09,5.848894087310898e-10,5.848894087310898e-10
1959,2.3339282252875038e-08,6.643407316328112e-09,7.09760569761464e-10,7.09760569761464e-10
1960,2.461618261609796e-08,6.395750564079452e-09,7.736728480089994e-10,7.736728480089994e-10
1961,2.6696487560278522e-08,6.579328193367928e-09,8.69926599010386e-10,8.69926599010386e-10
1962,2.867569343883198e-08,6.8968115028513105e-09,8.500808866353436e-10,8.500808866353436e-10
1963,2.9187408807323275e-08,6.676244065520873e-09,8.520678527825152e-10,8.520678527825152e-10
1964,2.8710606463684078e-08,6.119920728916586e-09,8.09320800852577e-10,8.09320800852577e-10
1965,2.742130306947794e-08,5.020474480588177e-09,7.960836989617803e-10,7.960836989617803e-10
1966,2.7851885876982252e-08,4.834199865807623e-09,6.455512196230323e-10,6.455512196230323e-10
1967,2.9351331777758916e-08,4.584736463491319e-09,1.0809412055921642e-09,1.0809412055921642e-09
1968,2.7954954161048462e-08,4.337654901931387e-09,9.918165455591321e-10,9.918165455591321e-10
1969,2.7778728396908392e-08,3.5088464039085513e-09,9.640638089423804e-10,9.640638089423804e-10
1970,3.018650979973765e-08,3.1145688092085575e-09,9.561233749177944e-10,9.561233749177944e-10
1971,3.240947649934307e-08,3.2291069025041405e-09,9.647350022020822e-10,9.647350022020822e-10
1972,3.4862478871998196e-08,2.9863142276503093e-09,9.024312487758226e-10,9.024312487758226e-10
1973,4.0235868985811455e-08,2.6053172476535126e-09,8.826892074407868e-10,8.826892074407868e-10
1974,4.473966517894366e-08,2.4631465597327715e-09,4.253359965820737e-10,4.253359965820737e-10
1975,5.099950836243547e-08,2.350675828591672e-09,4.0239362239117126e-10,4.0239362239117126e-10
1976,5.661157587155685e-08,2.5503036190802473e-09,4.6104234319166437e-10,4.6104234319166437e-10
1977,6.372333365740295e-08,4.0360851169144294e-09,4.879462984457611e-10,4.879462984457611e-10
1978,7.016995137324297e-08,3.844911976104624e-09,4.4002790498622243e-10,4.4002790498622243e-10
1979,7.585190076042636e-08,3.692158991240392e-09,4.859553850592288e-10,4.859553850592288e-10
1980,7.411467959985072e-08,3.5979344900230868e-09,4.921231339105603e-10,4.921231339105603e-10
1981,7.60745635375315e-08,3.4861864347693736e-09,5.103531942290169e-10,5.103531942290169e-10
1982,7.941291560850264e-08,3.5898456746912596e-09,4.90644170133717e-10,4.90644170133717e-10
1983,7.867848138078313e-08,3.6141998441660152e-09,5.335867561287852e-10,5.335867561287852e-10
1984,7.85184499006521e-08,2.1349792251561847e-09,4.893998004470593e-10,4.893998004470593e-10
1985,7.963925087649062e-08,2.027456028460709e-09,4.929304623210332e-10,4.929304623210332e-10
1986,8.338532861021772e-08,2.2261788444412544e-09,5.002455315063412e-10,5.002455315063412e-10
1987,8.729096886587026e-08,2.401308247484175e-09,5.413110039574422e-10,5.413110039574422e-10
1988,8.645050846618168e-08,2.451765853831286e-09,5.121361033668035e-10,5.121361033668035e-10
1989,8.791588612666601e-08,2.308118997516674e-09,5.615547788677994e-10,5.615547788677994e-10
1990,8.85665828929762e-08,2.14134694103458e-09,5.325939451366374e-10,5.325939451366374e-10
1991,8.978208703475892e-08,1.983252546316245e-09,6.001679470862037e-10,6.001679470862037e-10
1992,9.050926256090211e-08,2.0161052509999014e-09,7.039691924631037e-10,7.039691924631037e-10
1993,8.489444829657649e-08,1.9765923818328345e-09,6.974284483263204e-10,6.974284483263204e-10
1994,8.259455747910189e-08,1.8486601455996216e-09,7.472414353948409e-10,7.472414353948409e-10
1995,8.251000390860749e-08,2.422525085294629e-09,8.253756329195434e-10,8.253756329195434e-10
1996,7.755446773671792e-08,2.47399637284421e-09,8.397321092447539e-10,8.397321092447539e-10
1997,7.768437829521904e-08,2.651870088600715e-09,7.880231388059298e-10,7.880231388059298e-10
1998,7.330678743398624e-08,2.70664024526468e-09,9.016792788609149e-10,9.016792788609149e-10
1999,7.301158128874314e-08,2.943055672182433e-09,7.942471224359998e-10,7.942471224359998e-10
2000,7.18995067927608e-08,3.0924465528008635e-09,8.70225829888557e-10,8.70225829888557e-10
2001,7.017547432042193e-08,3.1097791008960485e-09,8.567900218668458e-10,8.567900218668458e-10
2002,7.116323124429463e-08,2.521036918905801e-09,9.63226611567463e-10,9.63226611567463e-10
2003,7.064773147443962e-08,2.5389049434260916e-09,9.810311392609096e-10,9.810311392609096e-10
2004,7.135097998148662e-08,2.3743312554153864e-09,9.61760332088676e-10,9.61760332088676e-10
2005,7.119242846036806e-08,2.38598507618093e-09,8.755472477980522e-10,8.755472477980522e-10
2006,6.78659241819852e-08,2.0428271455382887e-09,9.150597898458354e-10,9.150597898458354e-10
2007,8.053774536165292e-08,1.9202299433069517e-09,8.347766287743395e-10,8.347766287743395e-10
2008,8.961682697515374e-08,1.757963885573588e-09,7.869338752059767e-10,7.869338752059767e-10
2009,9.429596405295473e-08,1.6947721638769865e-09,7.640090702944389e-10,7.640090702944389e-10
2010,9.708831884479099e-08,1.6802074969441654e-09,7.272498397143628e-10,7.272498397143628e-10
2011,1.0239759973273976e-07,1.8547733507797863e-09,7.135194062574917e-10,7.135194062574917e-10
2012,1.0310383048915486e-07,1.923994106890957e-09,6.064379316177743e-10,6.064379316177743e-10
2013,1.0670736319947796e-07,2.501664795952406e-09,5.664920596107745e-10,5.664920596107745e-10
2014,9.92729657208916e-08,2.6505628644305344e-09,5.741409807897518e-10,5.741409807897518e-10
2015,9.817628462574898e-08,2.74609489116427e-09,5.542329888681102e-10,5.542329888681102e-10
2016,9.328417251351442e-08,2.8931429474354786e-09,4.2408160713261877e-10,4.2408160713261877e-10
2017,9.444080717457837e-08,3.0553272319563027e-09,3.992376290673505e-10,3.992376290673505e-10
2018,9.036674413209766e-08,2.983960301072841e-09,4.2059095095581256e-10,4.2059095095581256e-10
2019,9.493240682445503e-08,3.11319683921063e-09,4.696701846884643e-10,4.696701846884643e-10
