ngram,GNU,GN,GN,GN
1884,3.4489532817007428e-09,2.8352226471335077e-08,2.8352226471335077e-08,2.8352226471335077e-08
1885,3.071550474282552e-09,2.7546085539548974e-08,2.7546085539548974e-08,2.7546085539548974e-08
1886,3.2465960396267845e-09,2.7214456719905555e-08,2.7214456719905555e-08,2.7214456719905555e-08
1887,3.5480577840831172e-09,2.594603769929498e-08,2.594603769929498e-08,2.594603769929498e-08
1888,3.547310413663597e-09,2.7171195579204062e-08,2.7171195579204062e-08,2.7171195579204062e-08
1889,3.2244307858673794e-09,2.9743982768845204e-08,2.9743982768845204e-08,2.9743982768845204e-08
1890,2.9895120347487948e-09,2.806182359498572e-08,2.806182359498572e-08,2.806182359498572e-08
1891,3.146369672738355e-09,2.8343692599313338e-08,2.8343692599313338e-08,2.8343692599313338e-08
1892,3.5724110336587955e-09,2.876440292303479e-08,2.876440292303479e-08,2.876440292303479e-08
1893,3.4402757785402726e-09,3.001007264913369e-08,3.001007264913369e-08,3.001007264913369e-08
1894,3.1526206724562046e-09,3.07038455612688e-08,3.07038455612688e-08,3.07038455612688e-08
1895,3.155662620102362e-09,3.04770387974226e-08,3.04770387974226e-08,3.04770387974226e-08
1896,3.431797100463184e-09,2.9296194930290246e-08,2.9296194930290246e-08,2.9296194930290246e-08
1897,4.712810681389052e-09,3.3535697393663865e-08,3.3535697393663865e-08,3.3535697393663865e-08
1898,4.65747266150832e-09,3.4372633755148333e-08,3.4372633755148333e-08,3.4372633755148333e-08
1899,4.829680243036348e-09,3.5011797144030813e-08,3.5011797144030813e-08,3.5011797144030813e-08
1900,4.997820506653332e-09,3.6784066840108865e-08,3.6784066840108865e-08,3.6784066840108865e-08
1901,4.999267476181655e-09,3.7591779593932577e-08,3.7591779593932577e-08,3.7591779593932577e-08
1902,5.496318543153831e-09,3.9147637258858074e-08,3.9147637258858074e-08,3.9147637258858074e-08
1903,5.838469390490835e-09,3.968380062653003e-08,3.968380062653003e-08,3.968380062653003e-08
1904,4.464090747851352e-09,3.559484719671348e-08,3.559484719671348e-08,3.559484719671348e-08
1905,4.4233008367200455e-09,3.6684775090683227e-08,3.6684775090683227e-08,3.6684775090683227e-08
1906,4.5217581425203795e-09,3.7434725034099104e-08,3.7434725034099104e-08,3.7434725034099104e-08
1907,5.0896327787240486e-09,4.120107810479112e-08,4.120107810479112e-08,4.120107810479112e-08
1908,5.618439618310893e-09,5.153716412361778e-08,5.153716412361778e-08,5.153716412361778e-08
1909,5.057270031321488e-09,5.3473003295120436e-08,5.3473003295120436e-08,5.3473003295120436e-08
1910,4.680025256220688e-09,5.548256990347714e-08,5.548256990347714e-08,5.548256990347714e-08
1911,4.6721594846945075e-09,6.571593402782128e-08,6.571593402782128e-08,6.571593402782128e-08
1912,4.514118856491223e-09,6.875381077163314e-08,6.875381077163314e-08,6.875381077163314e-08
1913,4.128974749408241e-09,7.326913831207094e-08,7.326913831207094e-08,7.326913831207094e-08
1914,3.527105020749234e-09,7.225251305190536e-08,7.225251305190536e-08,7.225251305190536e-08
1915,2.844433165196035e-09,6.741659979476416e-08,6.741659979476416e-08,6.741659979476416e-08
1916,3.641307731529407e-09,6.657765741887747e-08,6.657765741887747e-08,6.657765741887747e-08
1917,4.0794252737746155e-09,7.540216324335753e-08,7.540216324335753e-08,7.540216324335753e-08
1918,3.994051280185675e-09,7.043712305484665e-08,7.043712305484665e-08,7.043712305484665e-08
1919,4.074076726772497e-09,6.941339338238452e-08,6.941339338238452e-08,6.941339338238452e-08
1920,4.04658639929778e-09,6.792902139198174e-08,6.792902139198174e-08,6.792902139198174e-08
1921,4.026401719972991e-09,7.236821935358811e-08,7.236821935358811e-08,7.236821935358811e-08
1922,4.358739401157306e-09,7.952254727732517e-08,7.952254727732517e-08,7.952254727732517e-08
1923,3.6623101694134773e-09,8.000734246544588e-08,8.000734246544588e-08,8.000734246544588e-08
1924,3.243042088842328e-09,8.454134103885735e-08,8.454134103885735e-08,8.454134103885735e-08
1925,3.211347822583223e-09,8.943725861497245e-08,8.943725861497245e-08,8.943725861497245e-08
1926,4.07757859223677e-09,9.863067772032861e-08,9.863067772032861e-08,9.863067772032861e-08
1927,4.704524325660486e-09,1.0689983653833224e-07,1.0689983653833224e-07,1.0689983653833224e-07
1928,4.700324066472408e-09,1.1201030147844904e-07,1.1201030147844904e-07,1.1201030147844904e-07
1929,4.751703411695221e-09,1.1752122424419603e-07,1.1752122424419603e-07,1.1752122424419603e-07
1930,4.688250962051452e-09,1.4833455505173072e-07,1.4833455505173072e-07,1.4833455505173072e-07
1931,4.927098729012869e-09,1.4763269717832372e-07,1.4763269717832372e-07,1.4763269717832372e-07
1932,5.009513756196579e-09,1.4805258225741064e-07,1.4805258225741064e-07,1.4805258225741064e-07
1933,4.258916647919315e-09,1.4892952192115315e-07,1.4892952192115315e-07,1.4892952192115315e-07
1934,3.6614972641148468e-09,1.529108085865768e-07,1.529108085865768e-07,1.529108085865768e-07
1935,3.270800241761407e-09,1.6292591656760384e-07,1.6292591656760384e-07,1.6292591656760384e-07
1936,3.0408148776750465e-09,1.6448575479444116e-07,1.6448575479444116e-07,1.6448575479444116e-07
1937,3.0908222727253433e-09,1.553894272936824e-07,1.553894272936824e-07,1.553894272936824e-07
1938,2.787513783289849e-09,1.7924157548675013e-07,1.7924157548675013e-07,1.7924157548675013e-07
1939,3.1125084811099514e-09,1.9239189035553344e-07,1.9239189035553344e-07,1.9239189035553344e-07
1940,2.814429300723731e-09,1.9834769610887243e-07,1.9834769610887243e-07,1.9834769610887243e-07
1941,3.207761017127402e-09,2.1276943787792595e-07,2.1276943787792595e-07,2.1276943787792595e-07
1942,3.9435229050509085e-09,2.25246085148813e-07,2.25246085148813e-07,2.25246085148813e-07
1943,3.909902338402763e-09,2.492710373352176e-07,2.492710373352176e-07,2.492710373352176e-07
1944,3.999193230543239e-09,2.5826894857670724e-07,2.5826894857670724e-07,2.5826894857670724e-07
1945,4.630149914269006e-09,2.452984395923912e-07,2.452984395923912e-07,2.452984395923912e-07
1946,4.238897740752431e-09,2.582992968720126e-07,2.582992968720126e-07,2.582992968720126e-07
1947,4.659801148118195e-09,2.6965530253164616e-07,2.6965530253164616e-07,2.6965530253164616e-07
1948,4.331108329123725e-09,2.668811203778075e-07,2.668811203778075e-07,2.668811203778075e-07
1949,3.7733395455826926e-09,2.7188174150134206e-07,2.7188174150134206e-07,2.7188174150134206e-07
1950,4.0561254355253595e-09,2.651288448467832e-07,2.651288448467832e-07,2.651288448467832e-07
1951,4.042794892506712e-09,2.7970776881959735e-07,2.7970776881959735e-07,2.7970776881959735e-07
1952,3.540388966121506e-09,2.921624562597052e-07,2.921624562597052e-07,2.921624562597052e-07
1953,3.6121938456241357e-09,2.985611656315866e-07,2.985611656315866e-07,2.985611656315866e-07
1954,4.7478522700674014e-09,3.01834668497187e-07,3.01834668497187e-07,3.01834668497187e-07
1955,5.586888983190517e-09,3.081677683829704e-07,3.081677683829704e-07,3.081677683829704e-07
1956,8.112597482679007e-09,3.051637358047239e-07,3.051637358047239e-07,3.051637358047239e-07
1957,1.0200971971891753e-08,3.070048372982066e-07,3.070048372982066e-07,3.070048372982066e-07
1958,1.1756257332708385e-08,2.9596464758339736e-07,2.9596464758339736e-07,2.9596464758339736e-07
1959,1.3289156093015159e-08,3.1973026385198213e-07,3.1973026385198213e-07,3.1973026385198213e-07
1960,1.4650564063499262e-08,3.250218380149558e-07,3.250218380149558e-07,3.250218380149558e-07
1961,1.4220504519966783e-08,3.3916929201690695e-07,3.3916929201690695e-07,3.3916929201690695e-07
1962,1.3677418816574312e-08,3.511761000092e-07,3.511761000092e-07,3.511761000092e-07
1963,1.2150106952292714e-08,3.7780557298512054e-07,3.7780557298512054e-07,3.7780557298512054e-07
1964,1.010119829051145e-08,4.127576655069528e-07,4.127576655069528e-07,4.127576655069528e-07
1965,9.264840133178204e-09,4.3480122664212626e-07,4.3480122664212626e-07,4.3480122664212626e-07
1966,8.04210406205438e-09,4.6973324937685644e-07,4.6973324937685644e-07,4.6973324937685644e-07
1967,7.160399892062028e-09,4.848651786103022e-07,4.848651786103022e-07,4.848651786103022e-07
1968,6.759041072866369e-09,4.908435918033709e-07,4.908435918033709e-07,4.908435918033709e-07
1969,7.596275227886703e-09,5.029386776251548e-07,5.029386776251548e-07,5.029386776251548e-07
1970,7.527735514299496e-09,5.066653159246925e-07,5.066653159246925e-07,5.066653159246925e-07
1971,8.795625117130612e-09,4.965304916433004e-07,4.965304916433004e-07,4.965304916433004e-07
1972,9.057608821702194e-09,5.006379605479847e-07,5.006379605479847e-07,5.006379605479847e-07
1973,9.629775262912484e-09,4.7410665209619243e-07,4.7410665209619243e-07,4.7410665209619243e-07
1974,1.1483346844849102e-08,4.740432960456279e-07,4.740432960456279e-07,4.740432960456279e-07
1975,1.31115297666692e-08,5.052227152191335e-07,5.052227152191335e-07,5.052227152191335e-07
1976,1.3695363827131196e-08,5.507637419149043e-07,5.507637419149043e-07,5.507637419149043e-07
1977,1.5036827148508436e-08,5.742302805953971e-07,5.742302805953971e-07,5.742302805953971e-07
1978,1.4980216178628325e-08,6.907823108446922e-07,6.907823108446922e-07,6.907823108446922e-07
1979,1.5364369586125448e-08,7.183601634811307e-07,7.183601634811307e-07,7.183601634811307e-07
1980,1.598641282843768e-08,7.42551658764309e-07,7.42551658764309e-07,7.42551658764309e-07
1981,1.503564206473129e-08,7.734057102684996e-07,7.734057102684996e-07,7.734057102684996e-07
1982,1.6174599437590587e-08,7.990835310270736e-07,7.990835310270736e-07,7.990835310270736e-07
1983,1.7784703233912425e-08,7.896507473300776e-07,7.896507473300776e-07,7.896507473300776e-07
1984,1.9120092683725228e-08,8.077267109131623e-07,8.077267109131623e-07,8.077267109131623e-07
1985,2.363099747628082e-08,7.397212747101938e-07,7.397212747101938e-07,7.397212747101938e-07
1986,2.9157437480315755e-08,7.454912715080095e-07,7.454912715080095e-07,7.454912715080095e-07
1987,3.767749249102995e-08,7.61879838202211e-07,7.61879838202211e-07,7.61879838202211e-07
1988,5.0570697597761086e-08,7.633120649838279e-07,7.633120649838279e-07,7.633120649838279e-07
1989,6.641065602203916e-08,7.534762614471089e-07,7.534762614471089e-07,7.534762614471089e-07
1990,8.453833290543247e-08,7.497043839066464e-07,7.497043839066464e-07,7.497043839066464e-07
1991,1.1693115808952825e-07,7.644364359293832e-07,7.644364359293832e-07,7.644364359293832e-07
1992,1.4806858774006416e-07,7.567817224948417e-07,7.567817224948417e-07,7.567817224948417e-07
1993,1.835515226795386e-07,7.520981008773171e-07,7.520981008773171e-07,7.520981008773171e-07
1994,2.1285841102423676e-07,7.479679555087517e-07,7.479679555087517e-07,7.479679555087517e-07
1995,2.42630887571847e-07,7.390885587353426e-07,7.390885587353426e-07,7.390885587353426e-07
1996,2.83653727300199e-07,7.260413700091053e-07,7.260413700091053e-07,7.260413700091053e-07
1997,3.190392265293797e-07,7.222199331278847e-07,7.222199331278847e-07,7.222199331278847e-07
1998,3.564289313219758e-07,6.922507265829024e-07,6.922507265829024e-07,6.922507265829024e-07
1999,4.0468869347673066e-07,6.740555055070477e-07,6.740555055070477e-07,6.740555055070477e-07
2000,4.4762364430945514e-07,6.800669487867188e-07,6.800669487867188e-07,6.800669487867188e-07
2001,4.897804899428593e-07,6.64017136386974e-07,6.64017136386974e-07,6.64017136386974e-07
2002,5.54942017418268e-07,6.882516052948111e-07,6.882516052948111e-07,6.882516052948111e-07
2003,5.730834402584151e-07,6.877565965623944e-07,6.877565965623944e-07,6.877565965623944e-07
2004,5.940901165299042e-07,6.942521589995263e-07,6.942521589995263e-07,6.942521589995263e-07
2005,6.009029870516056e-07,6.909715385258355e-07,6.909715385258355e-07,6.909715385258355e-07
2006,5.998924409920749e-07,7.099315553205088e-07,7.099315553205088e-07,7.099315553205088e-07
2007,5.816649490952841e-07,7.032945420957861e-07,7.032945420957861e-07,7.032945420957861e-07
2008,5.77728339326963e-07,7.222572061696805e-07,7.222572061696805e-07,7.222572061696805e-07
2009,5.144485888714761e-07,7.321238919238178e-07,7.321238919238178e-07,7.321238919238178e-07
2010,4.777916850733683e-07,7.446639399079556e-07,7.446639399079556e-07,7.446639399079556e-07
2011,4.73948063017815e-07,7.425687402116767e-07,7.425687402116767e-07,7.425687402116767e-07
2012,4.493651561330937e-07,7.291295105460449e-07,7.291295105460449e-07,7.291295105460449e-07
2013,4.073347911668991e-07,7.037364671954752e-07,7.037364671954752e-07,7.037364671954752e-07
2014,3.831730696544712e-07,6.854635492865262e-07,6.854635492865262e-07,6.854635492865262e-07
2015,3.452287436240502e-07,6.44993122023152e-07,6.44993122023152e-07,6.44993122023152e-07
2016,3.377495383054858e-07,6.147288250498864e-07,6.147288250498864e-07,6.147288250498864e-07
2017,3.4492733883932186e-07,5.950511100157504e-07,5.950511100157504e-07,5.950511100157504e-07
2018,3.094941519066197e-07,5.802200917059964e-07,5.802200917059964e-07,5.802200917059964e-07
2019,2.890281507461623e-07,5.803100009416085e-07,5.803100009416085e-07,5.803100009416085e-07
