ngram,Java,Ja,Jva,Java
1601,2.654034980358639e-07,9.06480084138041e-07,0.0,2.654034980358639e-07
1602,6.425045756129423e-06,1.0108808023038103e-06,0.0,6.425045756129423e-06
1603,6.425045756129423e-06,8.004625767301019e-07,0.0,6.425045756129423e-06
1604,6.425045756129423e-06,9.707328964785639e-07,0.0,6.425045756129423e-06
1605,6.159642258093559e-06,1.0831697880218729e-06,0.0,6.159642258093559e-06
1606,6.640122917035894e-06,6.537742284048623e-07,0.0,6.640122917035894e-06
1607,6.640122917035894e-06,5.472681436913263e-07,0.0,6.640122917035894e-06
1608,6.640122917035894e-06,7.469457403073778e-07,0.0,6.640122917035894e-06
1609,4.804806589423347e-07,6.425450221416083e-07,0.0,4.804806589423347e-07
1610,4.804806589423347e-07,6.425450221416083e-07,0.0,4.804806589423347e-07
1611,4.804806589423347e-07,5.746869809237458e-07,0.0,4.804806589423347e-07
1612,4.804806589423347e-07,4.6225008938043697e-07,0.0,4.804806589423347e-07
1613,0.0,3.02089875146651e-07,0.0,0.0
1614,0.0,6.316996226425025e-07,0.0,0.0
1615,0.0,4.32022026026451e-07,0.0,0.0
1616,0.0,4.32022026026451e-07,0.0,0.0
1617,0.0,4.32022026026451e-07,0.0,0.0
1618,0.0,3.296097474958515e-07,0.0,0.0
1619,0.0,3.296097474958515e-07,0.0,0.0
1620,0.0,6.318264890329114e-07,0.0,0.0
1621,0.0,3.022167415370599e-07,0.0,0.0
1622,0.0,3.022167415370599e-07,0.0,0.0
1623,0.0,2.1881161111585764e-06,0.0,0.0
1624,0.0,2.4867804963183256e-06,0.0,0.0
1625,0.0,2.9021039478850852e-06,0.0,0.0
1626,9.184872656728008e-07,2.9021039478850852e-06,0.0,9.184872656728008e-07
1627,9.184872656728008e-07,2.599887206348025e-06,0.0,9.184872656728008e-07
1628,1.5736035103535478e-06,2.599887206348025e-06,0.0,1.5736035103535478e-06
1629,1.5736035103535478e-06,2.599887206348025e-06,0.0,1.5736035103535478e-06
1630,1.5736035103535478e-06,9.727348242449807e-07,0.0,1.5736035103535478e-06
1631,1.5736035103535478e-06,8.441103968185157e-07,0.0,1.5736035103535478e-06
1632,1.5736035103535478e-06,8.869176164288157e-07,0.0,1.5736035103535478e-06
1633,6.551162446807471e-07,1.298195992863579e-06,0.0,6.551162446807471e-07
1634,6.551162446807471e-07,1.4216141559180478e-06,0.0,6.551162446807471e-07
1635,2.469591403756307e-07,1.586253582835135e-06,0.0,2.469591403756307e-07
1636,2.469591403756307e-07,1.8467868179478891e-06,0.0,2.469591403756307e-07
1637,2.469591403756307e-07,1.9538404834357995e-06,0.0,2.469591403756307e-07
1638,3.142941774772875e-07,1.9858056329472414e-06,0.0,3.142941774772875e-07
1639,3.142941774772875e-07,1.6055451916534885e-06,0.0,3.142941774772875e-07
1640,3.142941774772875e-07,1.8111151608276747e-06,0.0,3.142941774772875e-07
1641,3.142941774772875e-07,2.2251957960049495e-06,0.0,3.142941774772875e-07
1642,6.733503710165678e-08,2.2764560380242723e-06,0.0,6.733503710165678e-08
1643,1.5765748376647286e-07,2.0159228029115184e-06,0.0,1.5765748376647286e-07
1644,3.40980416727429e-07,2.016768015827048e-06,0.0,3.40980416727429e-07
1645,2.736453796257722e-07,2.011230232515767e-06,0.0,2.736453796257722e-07
1646,2.736453796257722e-07,2.034098413007866e-06,0.0,2.736453796257722e-07
1647,2.736453796257722e-07,1.6253411721273942e-06,0.0,2.736453796257722e-07
1648,2.736453796257722e-07,1.1795408454418066e-06,0.0,2.736453796257722e-07
1649,3.5187315461371327e-07,9.636411765053969e-07,0.0,3.5187315461371327e-07
1650,3.4939098116280677e-07,1.0954015903865053e-06,0.0,3.4939098116280677e-07
1651,2.5206821062186335e-07,7.717558056745994e-07,0.0,2.5206821062186335e-07
1652,4.1908239316918685e-07,7.979740692982367e-07,0.0,4.1908239316918685e-07
1653,4.1908239316918685e-07,9.98738771938536e-07,0.0,4.1908239316918685e-07
1654,5.020487654811794e-07,1.0810299662417883e-06,0.0,5.020487654811794e-07
1655,5.020487654811794e-07,1.2798467098816348e-06,0.0,5.020487654811794e-07
1656,4.691283217133397e-07,1.3704613723218375e-06,0.0,4.691283217133397e-07
1657,3.812880484994301e-07,1.349918688577288e-06,0.0,3.812880484994301e-07
1658,2.952878860794174e-07,1.5749967831522684e-06,0.0,2.952878860794174e-07
1659,3.2127681086941653e-07,2.349493919544849e-06,0.0,3.2127681086941653e-07
1660,3.2127681086941653e-07,2.368690007058051e-06,0.0,3.2127681086941653e-07
1661,7.757937104153305e-07,2.0783077080263216e-06,0.0,7.757937104153305e-07
1662,8.975932895996916e-07,1.9095920720246795e-06,0.0,8.975932895996916e-07
1663,8.522859583795903e-07,2.9357920782656166e-06,0.0,8.522859583795903e-07
1664,1.3632247178715521e-06,3.1783011666318217e-06,0.0,1.3632247178715521e-06
1665,1.3632247178715521e-06,3.1306810797104845e-06,4.4091616960681024e-08,1.3632247178715521e-06
1666,3.3274350731257333e-06,2.3332403478499534e-06,4.4091616960681024e-08,3.3274350731257333e-06
1667,3.4247920228023887e-06,2.044993463203225e-06,4.4091616960681024e-08,3.4247920228023887e-06
1668,2.9748151827594223e-06,2.0887466791106945e-06,4.4091616960681024e-08,2.9748151827594223e-06
1669,2.8530156035750613e-06,2.23653393252984e-06,4.4091616960681024e-08,2.8530156035750613e-06
1670,2.9689631040647716e-06,1.5062109538023703e-06,4.4091616960681024e-08,2.9689631040647716e-06
1671,2.575354926648288e-06,1.3480350945980848e-06,4.4091616960681024e-08,2.575354926648288e-06
1672,2.575354926648288e-06,1.2259794114502905e-06,0.0,2.575354926648288e-06
1673,4.428843344125458e-07,1.1994375138816134e-06,0.0,4.428843344125458e-07
1674,6.057715791842253e-07,1.3946988620513627e-06,0.0,6.057715791842253e-07
1675,5.869021464377511e-07,1.6254936424177555e-06,0.0,5.869021464377511e-07
1676,5.869021464377511e-07,1.6565323903705576e-06,0.0,5.869021464377511e-07
1677,5.045408438978224e-07,1.90817843304103e-06,0.0,5.045408438978224e-07
1678,1.124197400567287e-06,6.313817298827676e-06,0.0,1.124197400567287e-06
1679,1.14726916982428e-06,6.469204354938743e-06,0.0,1.14726916982428e-06
1680,1.158730157158061e-06,6.422717758271444e-06,0.0,1.158730157158061e-06
1681,8.984859627097259e-07,7.09003796016207e-06,0.0,8.984859627097259e-07
1682,1.1927475489821e-06,7.218710607048706e-06,0.0,1.1927475489821e-06
1683,1.1927475489821e-06,7.00635393968696e-06,0.0,1.1927475489821e-06
1684,1.2468260917687855e-06,6.601988843613071e-06,0.0,1.2468260917687855e-06
1685,6.512797686549934e-07,2.4655331409511357e-06,0.0,6.512797686549934e-07
1686,6.558372060031356e-07,2.40514811723967e-06,0.0,6.558372060031356e-07
1687,6.196333483135927e-07,2.566835259390895e-06,0.0,6.196333483135927e-07
1688,6.196333483135927e-07,1.7183929717897887e-06,0.0,6.196333483135927e-07
1689,2.56734762972753e-07,1.5677416870728069e-06,0.0,2.56734762972753e-07
1690,2.9827534474082184e-07,2.476446703829944e-06,0.0,2.9827534474082184e-07
1691,3.084748162304355e-07,2.340538279505771e-06,0.0,3.084748162304355e-07
1692,2.3803813827985971e-07,2.2308248292444788e-06,0.0,2.3803813827985971e-07
1693,2.417601255696614e-07,2.633093101524407e-06,0.0,2.417601255696614e-07
1694,2.417601255696614e-07,3.5151988900647017e-06,0.0,2.417601255696614e-07
1695,3.3480094633172743e-07,3.716716167088764e-06,0.0,3.3480094633172743e-07
1696,8.38671210447371e-07,3.842049522972957e-06,0.0,8.38671210447371e-07
1697,1.2085668024448232e-06,3.1095702947173516e-06,0.0,1.2085668024448232e-06
1698,1.1625589410511696e-06,3.198388948736205e-06,0.0,1.1625589410511696e-06
1699,1.2353197515072419e-06,3.928140147633842e-06,0.0,1.2353197515072419e-06
1700,1.502919173747484e-06,3.722403026326252e-06,0.0,1.502919173747484e-06
1701,2.885265757868183e-06,3.0449013235868605e-06,0.0,2.885265757868183e-06
1702,2.948032017359635e-06,3.6956794734318725e-06,0.0,2.948032017359635e-06
1703,2.4883265926486535e-06,3.770466378227866e-06,0.0,2.4883265926486535e-06
1704,2.094213952221123e-06,3.947721763454735e-06,0.0,2.094213952221123e-06
1705,2.8116132223690978e-06,4.255560335358106e-06,0.0,2.8116132223690978e-06
1706,2.7121498058184964e-06,3.6581053076848287e-06,0.0,2.7121498058184964e-06
1707,2.4375040957076114e-06,3.5233712359123663e-06,0.0,2.4375040957076114e-06
1708,1.1033868462716003e-06,3.4065553466332077e-06,0.0,1.1033868462716003e-06
1709,1.0918799680276997e-06,2.7601936868190284e-06,0.0,1.0918799680276997e-06
1710,1.064930151934667e-06,2.5312993687163854e-06,0.0,1.064930151934667e-06
1711,1.066991276031461e-06,2.3221651710108356e-06,0.0,1.066991276031461e-06
1712,3.62916176348855e-07,2.20786341742496e-06,0.0,3.62916176348855e-07
1713,4.267948006437499e-07,2.1424491803502732e-06,0.0,4.267948006437499e-07
1714,4.6949116746678297e-07,2.317970126698908e-06,0.0,4.6949116746678297e-07
1715,4.212618327820954e-07,2.6211225109104167e-06,0.0,4.212618327820954e-07
1716,5.60320292005859e-07,2.6962306135049275e-06,0.0,5.60320292005859e-07
1717,5.583880796474919e-07,2.6940360677534566e-06,0.0,5.583880796474919e-07
1718,5.622286910319676e-07,2.6549640941604073e-06,0.0,5.622286910319676e-07
1719,7.077640436900115e-07,2.6303274418231533e-06,0.0,7.077640436900115e-07
1720,6.358284007238321e-07,2.6342978734256965e-06,9.061128228690255e-09,6.358284007238321e-07
1721,5.86347244028015e-07,2.4313369197313605e-06,9.061128228690255e-09,5.86347244028015e-07
1722,6.790782843982665e-07,2.5865750623259894e-06,9.061128228690255e-09,6.790782843982665e-07
1723,5.809749075475728e-07,2.5677004162259564e-06,9.061128228690255e-09,5.809749075475728e-07
1724,7.242069374667283e-07,2.563323684106373e-06,9.061128228690255e-09,7.242069374667283e-07
1725,8.480407253890527e-07,2.7080156184768256e-06,9.061128228690255e-09,8.480407253890527e-07
1726,6.628748435235008e-07,2.6015450040566587e-06,9.061128228690255e-09,6.628748435235008e-07
1727,6.676866267493356e-07,2.380953446845524e-06,0.0,6.676866267493356e-07
1728,7.667985926218535e-07,2.690995415832731e-06,0.0,7.667985926218535e-07
1729,8.779708074208819e-07,2.028459415929059e-06,0.0,8.779708074208819e-07
1730,7.909143805915977e-07,2.5543908707602114e-06,0.0,7.909143805915977e-07
1731,9.946699890406308e-07,3.1801423412097004e-06,0.0,9.946699890406308e-07
1732,8.663865043802486e-07,3.2174179165979566e-06,0.0,8.663865043802486e-07
1733,8.548860514728014e-07,3.277395356755213e-06,0.0,8.548860514728014e-07
1734,9.790051669662198e-07,3.397302959586211e-06,0.0,9.790051669662198e-07
1735,8.882407891113482e-07,3.059974184387621e-06,0.0,8.882407891113482e-07
1736,8.111210141643304e-07,3.1525224163228164e-06,0.0,8.111210141643304e-07
1737,7.267654130568449e-07,2.5739324038503194e-06,6.921628222958784e-09,7.267654130568449e-07
1738,4.4138038950742544e-07,2.087924972978986e-06,6.921628222958784e-09,4.4138038950742544e-07
1739,4.452212323258209e-07,2.167972784913478e-06,1.3383461196424053e-08,4.452212323258209e-07
1740,4.910699219960537e-07,2.1733486132039355e-06,1.3383461196424053e-08,4.910699219960537e-07
1741,4.981936854164815e-07,2.091754903891082e-06,1.3383461196424053e-08,4.981936854164815e-07
1742,9.12364658997181e-07,2.854263389703452e-06,1.3383461196424053e-08,9.12364658997181e-07
1743,9.107892923663843e-07,2.9171391621015833e-06,1.3383461196424053e-08,9.107892923663843e-07
1744,9.639069418199142e-07,2.93781066115376e-06,6.461832973465269e-09,9.639069418199142e-07
1745,9.690720028337246e-07,2.7765014627740518e-06,6.461832973465269e-09,9.690720028337246e-07
1746,1.0659270393326942e-06,2.669400633489464e-06,4.977977141606971e-09,1.0659270393326942e-06
1747,1.0559386315175549e-06,2.7084628462554453e-06,4.977977141606971e-09,1.0559386315175549e-06
1748,1.120222025617425e-06,2.927113411845182e-06,4.977977141606971e-09,1.120222025617425e-06
1749,8.38752319915719e-07,2.1970283959100404e-06,4.977977141606971e-09,8.38752319915719e-07
1750,7.7951883424378e-07,2.1796417805879694e-06,8.276708588336338e-09,7.7951883424378e-07
1751,9.017222696781703e-07,2.1277257766476917e-06,8.276708588336338e-09,9.017222696781703e-07
1752,9.444266676642396e-07,2.2361569530663213e-06,1.2175298737458564e-08,9.444266676642396e-07
1753,8.601606842668324e-07,2.0486378226840837e-06,1.2226674022437173e-08,8.601606842668324e-07
1754,9.023003753684731e-07,2.0256513510373353e-06,1.2226674022437173e-08,9.023003753684731e-07
1755,7.427839615762164e-07,1.836990252611161e-06,1.2226674022437173e-08,7.427839615762164e-07
1756,1.4007565393317885e-06,2.192973332577302e-06,4.258138045340079e-08,1.4007565393317885e-06
1757,1.5692564017756792e-06,2.2269915202092046e-06,4.232777227132699e-08,1.5692564017756792e-06
1758,1.4733196037143768e-06,3.3321821319987066e-06,4.232777227132699e-08,1.4733196037143768e-06
1759,1.4807589293143662e-06,3.4698990540554016e-06,3.842918212220476e-08,1.4807589293143662e-06
1760,1.4668443973115636e-06,3.6629216018419745e-06,3.6061196695413855e-08,1.4668443973115636e-06
1761,1.513573252509559e-06,3.6238147588716984e-06,3.6061196695413855e-08,1.513573252509559e-06
1762,1.5196671431080437e-06,3.6775049271195063e-06,3.6061196695413855e-08,1.5196671431080437e-06
1763,7.457057112755397e-07,3.395200532655248e-06,5.706490264450232e-09,7.457057112755397e-07
1764,7.838671345033228e-07,3.4249219749783933e-06,2.661366999794674e-09,7.838671345033228e-07
1765,7.967462940834074e-07,2.360142389079556e-06,5.608775412367452e-09,7.967462940834074e-07
1766,9.230320533301242e-07,3.176724768698997e-06,5.608775412367452e-09,9.230320533301242e-07
1767,9.98909696038806e-07,2.9758770584261844e-06,2.9474084125727782e-09,9.98909696038806e-07
1768,1.487769074921224e-06,2.9043839049336384e-06,2.9474084125727782e-09,1.487769074921224e-06
1769,1.559968264278463e-06,3.0401403461967547e-06,2.9474084125727782e-09,1.559968264278463e-06
1770,2.1343333531019326e-06,2.8950070957632434e-06,2.9474084125727782e-09,2.1343333531019326e-06
1771,2.090737455416404e-06,2.871328336238678e-06,2.9474084125727782e-09,2.090737455416404e-06
1772,2.3325935509482017e-06,2.9724769449655597e-06,0.0,2.3325935509482017e-06
1773,2.390726876910776e-06,1.926893251688203e-06,0.0,2.390726876910776e-06
1774,2.504682892582163e-06,2.083784855650655e-06,0.0,2.504682892582163e-06
1775,1.9550397577664365e-06,2.236484322436029e-06,0.0,1.9550397577664365e-06
1776,1.986834019719806e-06,2.012141391917664e-06,2.712369503602271e-09,1.986834019719806e-06
1777,1.5887425856167932e-06,2.2738150846635108e-06,2.712369503602271e-09,1.5887425856167932e-06
1778,2.0605508065533025e-06,2.2268181152997258e-06,2.712369503602271e-09,2.0605508065533025e-06
1779,1.8432339824617624e-06,2.185736824295808e-06,2.712369503602271e-09,1.8432339824617624e-06
1780,1.9048322721053928e-06,2.2994616659031763e-06,2.712369503602271e-09,1.9048322721053928e-06
1781,2.0742985335735805e-06,2.207482875097152e-06,2.712369503602271e-09,2.0742985335735805e-06
1782,2.412823684088445e-06,2.0355483911771444e-06,2.712369503602271e-09,2.412823684088445e-06
1783,2.308304950864632e-06,2.0164943797291405e-06,0.0,2.308304950864632e-06
1784,2.3307996294923735e-06,2.170948895192331e-06,0.0,2.3307996294923735e-06
1785,1.783673017793522e-06,2.4503283222137336e-06,0.0,1.783673017793522e-06
1786,1.760234908942948e-06,2.332709479040724e-06,0.0,1.760234908942948e-06
1787,1.6437190717104905e-06,2.2640073049322903e-06,0.0,1.6437190717104905e-06
1788,1.5192124302692328e-06,2.5045801521628164e-06,1.3065520728819786e-09,1.5192124302692328e-06
1789,1.3283893167681526e-06,2.904180324289233e-06,1.3065520728819786e-09,1.3283893167681526e-06
1790,1.431369087510705e-06,3.826959121917233e-06,1.3065520728819786e-09,1.431369087510705e-06
1791,1.3626892609863717e-06,3.7825967313308084e-06,1.3065520728819786e-09,1.3626892609863717e-06
1792,1.3645891142134912e-06,3.4296959451499528e-06,1.3065520728819786e-09,1.3645891142134912e-06
1793,1.4831803127890453e-06,3.467500213056545e-06,1.3065520728819786e-09,1.4831803127890453e-06
1794,1.7154874285552069e-06,3.713654613030875e-06,1.3065520728819786e-09,1.7154874285552069e-06
1795,2.013759399233095e-06,3.5692204554444677e-06,9.132721245919129e-10,2.013759399233095e-06
1796,2.2403358538472925e-06,3.3453340425434623e-06,1.8614337373078017e-09,2.2403358538472925e-06
1797,2.341017778105327e-06,2.3406831815009355e-06,2.428357388189235e-09,2.341017778105327e-06
1798,2.6150720974068723e-06,2.067290600799814e-06,2.428357388189235e-09,2.6150720974068723e-06
1799,2.670320749790075e-06,2.0221035746154873e-06,2.428357388189235e-09,2.670320749790075e-06
1800,2.5844874146839303e-06,2.2055378557135034e-06,2.428357388189235e-09,2.5844874146839303e-06
1801,2.383947730777436e-06,1.909115326270694e-06,2.428357388189235e-09,2.383947730777436e-06
1802,2.0427478050675873e-06,1.759917885075473e-06,1.949212061599529e-09,2.0427478050675873e-06
1803,1.8365256794692999e-06,1.5291626920900723e-06,1.0010504488836398e-09,1.8365256794692999e-06
1804,1.839442753797422e-06,1.6397333735897388e-06,7.392043485257968e-10,1.839442753797422e-06
1805,1.5513827682817855e-06,1.6967230911697179e-06,1.5182368695576542e-09,1.5513827682817855e-06
1806,1.566743971384962e-06,1.91122962535571e-06,1.5182368695576542e-09,1.566743971384962e-06
1807,1.8155112846735783e-06,1.6707841561063624e-06,1.7274580972020154e-09,1.8155112846735783e-06
1808,2.1012768911532476e-06,1.7430708112442517e-06,1.9628212864576865e-09,2.1012768911532476e-06
1809,2.748779950577175e-06,1.8058869792574633e-06,1.5286944884554794e-09,2.748779950577175e-06
1810,3.662811033271802e-06,1.8515712554290076e-06,1.7466321405074886e-09,3.662811033271802e-06
1811,4.237771106220732e-06,1.7951985812812512e-06,1.910322471638486e-09,4.237771106220732e-06
1812,4.98476731536357e-06,1.710416443399611e-06,1.8474147608519127e-09,4.98476731536357e-06
1813,5.7872087901549615e-06,1.5725699183479134e-06,2.041394164820076e-09,5.7872087901549615e-06
1814,7.987467012883695e-06,1.5253172997680459e-06,2.041131073683898e-09,7.987467012883695e-06
1815,8.35153748214777e-06,1.4872826211233457e-06,1.805767884428227e-09,8.35153748214777e-06
1816,8.467795396427391e-06,1.458228764152279e-06,1.995940603270542e-09,8.467795396427391e-06
1817,9.08527304740606e-06,1.4120109069283769e-06,1.9493505222710284e-09,9.08527304740606e-06
1818,8.932046901983476e-06,1.3383924998119516e-06,1.4805826406164409e-09,8.932046901983476e-06
1819,8.740901778635037e-06,1.2190911564045694e-06,9.147552715305096e-10,8.740901778635037e-06
1820,8.219274442516117e-06,1.1024438809467289e-06,7.207758675623463e-10,8.219274442516117e-06
1821,6.330389656536031e-06,1.1186671388583948e-06,6.403719855972514e-10,6.330389656536031e-06
1822,5.970135492004504e-06,1.2541561237152824e-06,7.65140887156893e-10,5.970135492004504e-06
1823,5.8493388093795924e-06,1.2708955198702045e-06,9.963564893768405e-10,5.8493388093795924e-06
1824,4.773092671582292e-06,1.2746373434830666e-06,9.591289350043196e-10,4.773092671582292e-06
1825,4.634706426389e-06,1.2593613730262274e-06,1.5922129329278993e-09,4.634706426389e-06
1826,4.512209573346938e-06,1.2529312130027392e-06,1.4419154917685466e-09,4.512209573346938e-06
1827,5.555318823878354e-06,1.2639786989763837e-06,1.5464860979110183e-09,5.555318823878354e-06
1828,5.4940190758705806e-06,1.2254347357806443e-06,1.4179318433679304e-09,5.4940190758705806e-06
1829,5.455740197898454e-06,9.398415191494028e-07,1.433711498728079e-09,5.455740197898454e-06
1830,5.123318097892999e-06,8.080490212185916e-07,1.2982368196341148e-09,5.123318097892999e-06
1831,5.150205749617141e-06,7.692559701614041e-07,1.2570114631722212e-09,5.150205749617141e-06
1832,5.233635972347526e-06,7.486997170807237e-07,7.942263830733915e-10,5.233635972347526e-06
1833,5.123869186718366e-06,7.393187502202636e-07,7.942263830733915e-10,5.123869186718366e-06
1834,4.246252858917744e-06,6.677130548788617e-07,8.557761642182169e-10,4.246252858917744e-06
1835,4.118189735891065e-06,6.321425465622659e-07,9.395595650702709e-10,4.118189735891065e-06
1836,4.083088924744516e-06,6.367381096034868e-07,9.491333671388498e-10,4.083088924744516e-06
1837,4.134857590543106e-06,6.67751448548058e-07,7.406611355977231e-10,4.134857590543106e-06
1838,3.938188878497126e-06,6.992555329686314e-07,6.477664753796424e-10,3.938188878497126e-06
1839,3.867230101864802e-06,7.232944117926568e-07,4.774675575548924e-10,3.867230101864802e-06
1840,3.877346671288251e-06,7.202602237807046e-07,4.774675575548924e-10,3.877346671288251e-06
1841,3.7658187790969222e-06,7.353177693403268e-07,3.113471702675952e-10,3.7658187790969222e-06
1842,3.815793531560173e-06,7.514473411772218e-07,5.31640977273286e-10,3.815793531560173e-06
1843,3.874462598625021e-06,8.519985824152952e-07,4.4709314821795536e-10,3.874462598625021e-06
1844,4.008095889470756e-06,8.157777123025361e-07,3.6965173779078345e-10,4.008095889470756e-06
1845,4.1155203039774535e-06,7.484069653531021e-07,4.363905030985953e-10,4.1155203039774535e-06
1846,3.967725855805579e-06,7.188836710676177e-07,6.320520059713683e-10,3.967725855805579e-06
1847,3.955232939136165e-06,7.237322035637459e-07,8.744738663349746e-10,3.955232939136165e-06
