ngram,xSP,xP,xS,xP
1934,0.0,7.819996142696287e-09,1.3756316847539957e-08,7.819996142696287e-09
1935,0.0,7.182415360875081e-09,1.4162011373132697e-08,7.182415360875081e-09
1936,0.0,7.13925807360738e-09,1.4346752738195586e-08,7.13925807360738e-09
1937,0.0,7.446039594429164e-09,1.488968592866513e-08,7.446039594429164e-09
1938,2.175225079424438e-11,6.891237168206641e-09,1.4979140975209963e-08,6.891237168206641e-09
1939,2.175225079424438e-11,6.92262824841805e-09,1.1154181451494033e-08,6.92262824841805e-09
1940,2.175225079424438e-11,6.6980799954105154e-09,1.087944997582976e-08,6.6980799954105154e-09
1941,2.175225079424438e-11,6.643114693259479e-09,1.0831716349254553e-08,6.643114693259479e-09
1942,2.175225079424438e-11,8.63549758684761e-09,1.0738883052649077e-08,8.63549758684761e-09
1943,2.175225079424438e-11,8.548350789132947e-09,1.058088385162494e-08,8.548350789132947e-09
1944,4.0723573323044244e-11,8.68019250128376e-09,1.043599555978452e-08,8.68019250128376e-09
1945,1.8971322528799864e-11,9.623898186309328e-09,1.0757834496238111e-08,9.623898186309328e-09
1946,1.8971322528799864e-11,1.0282660120200911e-08,1.1549124957964198e-08,1.0282660120200911e-08
1947,6.864224863115505e-11,1.1123783481638481e-08,1.1414277269393227e-08,1.1123783481638481e-08
1948,6.864224863115505e-11,1.1299283477127022e-08,1.1373584486916246e-08,1.1299283477127022e-08
1949,6.864224863115505e-11,1.0049241121785307e-08,1.1170882504732812e-08,1.0049241121785307e-08
1950,8.556222397260171e-11,1.0893385749000117e-08,1.2121653014673939e-08,1.0893385749000117e-08
1951,6.659090144380185e-11,1.1577929345410861e-08,1.2589432607512663e-08,1.1577929345410861e-08
1952,6.659090144380185e-11,1.1372485683328445e-08,1.2769660122964005e-08,1.1372485683328445e-08
1953,6.659090144380185e-11,1.2897437023135744e-08,1.3019489105861989e-08,1.2897437023135744e-08
1954,1.6919975341446657e-11,1.290518016259869e-08,1.3735786476485958e-08,1.290518016259869e-08
1955,1.6919975341446657e-11,1.404989737250974e-08,1.3949450737373224e-08,1.404989737250974e-08
1956,1.6919975341446657e-11,1.5246271673723706e-08,1.4232854133362188e-08,1.5246271673723706e-08
1957,0.0,1.6616514640434488e-08,1.4271976870158402e-08,1.6616514640434488e-08
1958,0.0,1.720492637247162e-08,1.4141294230845297e-08,1.720492637247162e-08
1959,2.2587877996598545e-11,1.916211659188808e-08,1.4097618437704438e-08,1.916211659188808e-08
1960,3.31757389417296e-11,2.176991678989485e-08,1.4393218553517987e-08,2.176991678989485e-08
1961,3.31757389417296e-11,2.2856098727938194e-08,1.4617996210323066e-08,2.2856098727938194e-08
1962,4.337749504828332e-11,2.442767867348396e-08,1.516014475860012e-08,2.442767867348396e-08
1963,5.328135155302505e-11,2.4717125362323193e-08,1.5152792544524474e-08,2.4717125362323193e-08
1964,7.126797168283921e-11,2.4183531875467323e-08,1.576601909342961e-08,2.4183531875467323e-08
1965,7.126797168283921e-11,2.657785788276864e-08,1.6995921876221994e-08,2.657785788276864e-08
1966,4.8680093686240664e-11,2.7337585147993844e-08,1.793232990670341e-08,2.7337585147993844e-08
1967,3.8092232741109604e-11,2.482055729201095e-08,1.8212309628649692e-08,2.482055729201095e-08
1968,3.8092232741109604e-11,2.529742028554795e-08,1.8287507888966762e-08,2.529742028554795e-08
1969,3.686736233759242e-11,2.5538274479280128e-08,1.9705271573197284e-08,2.5538274479280128e-08
1970,4.45025236899583e-11,2.553967577106115e-08,2.1391594781253583e-08,2.553967577106115e-08
1971,1.2497581045442122e-10,2.674563250236263e-08,2.3597889356860184e-08,2.674563250236263e-08
1972,1.2497581045442122e-10,2.707196498720675e-08,2.4075948853611147e-08,2.707196498720675e-08
1973,1.2497581045442122e-10,3.156653858939405e-08,2.4270968980642593e-08,3.156653858939405e-08
1974,1.3312331346398183e-10,3.5594648752277994e-08,2.488401687880274e-08,3.5594648752277994e-08
1975,1.655613141622008e-10,3.9468705383326e-08,2.6180971295681436e-08,3.9468705383326e-08
1976,1.6462085960273447e-10,4.0184450814503437e-08,2.598218884486414e-08,4.0184450814503437e-08
1977,1.5510825263076455e-10,4.255851518816403e-08,2.5903744165540436e-08,4.255851518816403e-08
1978,6.480827432248887e-11,4.631892685275878e-08,2.4916707681248747e-08,4.631892685275878e-08
1979,8.106367610901825e-11,4.833399864472605e-08,2.5008652165021365e-08,4.833399864472605e-08
1980,1.4375829544634377e-10,4.554147992053004e-08,2.5408682396183783e-08,4.554147992053004e-08
1981,1.7375978433875616e-10,4.407953012121522e-08,2.746661539479841e-08,4.407953012121522e-08
1982,1.413217836405372e-10,4.197923025068511e-08,2.910329729591662e-08,4.197923025068511e-08
1983,2.0731040842325577e-10,4.288713536685204e-08,3.023931200678882e-08,4.288713536685204e-08
1984,2.066345908864025e-10,4.4018011331153114e-08,3.108399734433728e-08,4.4018011331153114e-08
1985,2.2017688763468054e-10,4.5032962755645456e-08,3.155334051184257e-08,4.5032962755645456e-08
1986,2.8682414677476993e-10,4.2360987099040615e-08,3.2263301363855135e-08,4.2360987099040615e-08
1987,2.8431673582922963e-10,4.060702631290626e-08,3.289716841793831e-08,4.060702631290626e-08
1988,2.6696197336084637e-10,3.863580947235537e-08,3.1528705487663244e-08,3.863580947235537e-08
1989,2.935700204756816e-10,3.7793805164808095e-08,2.9361457773039286e-08,3.7793805164808095e-08
1990,2.4617481366887416e-10,3.6339702802479223e-08,2.783126085148524e-08,3.6339702802479223e-08
1991,2.585320251531036e-10,3.4263214234085485e-08,2.6653447702886168e-08,3.4263214234085485e-08
1992,2.4955449215039293e-10,2.992450173370084e-08,2.5347139244656447e-08,2.992450173370084e-08
1993,1.7309319057444228e-10,2.9056320778002894e-08,2.383201902489418e-08,2.9056320778002894e-08
1994,1.194091120624931e-10,2.9175038004528427e-08,2.2382877773452492e-08,2.9175038004528427e-08
1995,1.1138914542725103e-10,2.8799839465623985e-08,2.092186690560993e-08,2.8799839465623985e-08
1996,1.1629129355911999e-10,2.7122888062487098e-08,2.0176194936993852e-08,2.7122888062487098e-08
1997,1.0691901679492157e-10,2.5716979022506947e-08,1.9105427335424404e-08,2.5716979022506947e-08
1998,4.3387844656358633e-10,2.3882964685282915e-08,1.8244377183610335e-08,2.3882964685282915e-08
1999,2.850767090148024e-09,2.2552618820067697e-08,1.7401138815590197e-08,2.2552618820067697e-08
2000,3.2908746556188043e-09,2.2287936575691803e-08,1.7082505822583827e-08,2.2287936575691803e-08
2001,3.507483641822835e-09,2.17047804491293e-08,1.7069302669727093e-08,2.17047804491293e-08
2002,3.596711904498205e-09,2.1889306113718832e-08,1.734645823806399e-08,2.1889306113718832e-08
2003,3.823108579714685e-09,2.4189103545576733e-08,1.8455827342579922e-08,2.4189103545576733e-08
2004,3.881549201104459e-09,2.4762979730244946e-08,1.9599777546984243e-08,2.4762979730244946e-08
2005,3.5696621214498236e-09,2.490910259008875e-08,2.0692958457857458e-08,2.490910259008875e-08
2006,1.289299381542922e-09,2.703470514120454e-08,2.0971548561224803e-08,2.703470514120454e-08
2007,9.071563896892851e-10,2.897673542382303e-08,2.108802174153165e-08,2.897673542382303e-08
2008,8.004480253224041e-10,2.9455936864256468e-08,2.152514179597022e-08,2.9455936864256468e-08
2009,7.731217253694109e-10,3.0328364074096367e-08,2.457312499513721e-08,3.0328364074096367e-08
2010,5.889049882666444e-10,2.8689578205184522e-08,2.4416449814371584e-08,2.8689578205184522e-08
2011,5.689155575210642e-10,2.8580048549997628e-08,2.3911135928398963e-08,2.8580048549997628e-08
2012,5.715144072279291e-10,2.9749873421889917e-08,2.4330615998126503e-08,2.9749873421889917e-08
2013,4.543699464295717e-10,2.8840154899155224e-08,2.6187123834477333e-08,2.8840154899155224e-08
2014,4.211385129515577e-10,2.8874635000469036e-08,2.7256984986528162e-08,2.8874635000469036e-08
2015,3.1016543252421995e-10,3.081560708194177e-08,2.9816554304927326e-08,3.081560708194177e-08
2016,2.417476927965964e-10,3.941830075047749e-08,2.8306015055688605e-08,3.941830075047749e-08
2017,1.9606715267554234e-10,4.2128838195765184e-08,2.8963903867899415e-08,4.2128838195765184e-08
2018,1.5728831501138353e-10,4.562809401420509e-08,3.085057187490747e-08,4.562809401420509e-08
2019,1.3119713562076418e-10,5.0101312432104805e-08,3.188171815438068e-08,5.0101312432104805e-08
