ngram,Qik,Qk,Qik,Qik
1929,3.8259290973436626e-10,9.599431979471059e-09,3.8259290973436626e-10,3.8259290973436626e-10
1930,6.303133828370175e-10,9.59966645857386e-09,6.303133828370175e-10,6.303133828370175e-10
1931,1.0536645108004196e-09,1.0724129838126016e-08,1.0536645108004196e-09,1.0536645108004196e-09
1932,1.1258703909642976e-09,1.1049996092741106e-08,1.1258703909642976e-09,1.1258703909642976e-09
1933,1.1724489038364032e-09,1.0751784859256271e-08,1.1724489038364032e-09,1.1724489038364032e-09
1934,1.1267016466634923e-09,1.1775027936827037e-08,1.1267016466634923e-09,1.1267016466634923e-09
1935,1.2588613385838038e-09,1.503507337677742e-08,1.2588613385838038e-09,1.2588613385838038e-09
1936,1.4674312697510977e-09,1.526282034092219e-08,1.4674312697510977e-09,1.4674312697510977e-09
1937,1.2624846069358193e-09,1.782557124130335e-08,1.2624846069358193e-09,1.2624846069358193e-09
1938,1.3776011898685476e-09,1.8151694877336207e-08,1.3776011898685476e-09,1.3776011898685476e-09
1939,1.3589610607457813e-09,1.8776790154463796e-08,1.3589610607457813e-09,1.3589610607457813e-09
1940,1.4958056836806526e-09,1.9330536917193186e-08,1.4958056836806526e-09,1.4958056836806526e-09
1941,1.5836520904168238e-09,2.5303128227603467e-08,1.5836520904168238e-09,1.5836520904168238e-09
1942,1.7794941155534006e-09,2.426811716661957e-08,1.7794941155534006e-09,1.7794941155534006e-09
1943,1.7448417393468268e-09,2.483097511734351e-08,1.7448417393468268e-09,1.7448417393468268e-09
1944,1.734428450068342e-09,2.4259860152499513e-08,1.734428450068342e-09,1.734428450068342e-09
1945,1.4098895622411639e-09,2.560346525269454e-08,1.4098895622411639e-09,1.4098895622411639e-09
1946,1.5750831274173395e-09,2.817202395176212e-08,1.5750831274173395e-09,1.5750831274173395e-09
1947,1.6336486449323014e-09,2.9139380178630096e-08,1.6336486449323014e-09,1.6336486449323014e-09
1948,1.814034367164652e-09,2.6221387220256735e-08,1.814034367164652e-09,1.814034367164652e-09
1949,1.627481467052811e-09,2.6161431116682772e-08,1.627481467052811e-09,1.627481467052811e-09
1950,1.4286547817781476e-09,2.9048863885756352e-08,1.4286547817781476e-09,1.4286547817781476e-09
1951,1.5868790884506927e-09,2.9842747955350594e-08,1.5868790884506927e-09,1.5868790884506927e-09
1952,1.653470122724749e-09,3.291369716456367e-08,1.653470122724749e-09,1.653470122724749e-09
1953,1.5769712995756485e-09,3.363775772210634e-08,1.5769712995756485e-09,1.5769712995756485e-09
1954,1.6168947609378798e-09,3.633461354013434e-08,1.6168947609378798e-09,1.6168947609378798e-09
1955,1.7175395550239614e-09,3.743681656739487e-08,1.7175395550239614e-09,1.7175395550239614e-09
1956,1.961447940576225e-09,3.922670315554504e-08,1.961447940576225e-09,1.961447940576225e-09
1957,2.089315149460853e-09,4.07618180478916e-08,2.089315149460853e-09,2.089315149460853e-09
1958,2.5763835509451383e-09,4.541215758990802e-08,2.5763835509451383e-09,2.5763835509451383e-09
1959,2.6084266809992383e-09,4.687244979452641e-08,2.6084266809992383e-09,2.6084266809992383e-09
1960,3.3307118491825757e-09,4.970144524512372e-08,3.3307118491825757e-09,3.3307118491825757e-09
1961,3.746233180810878e-09,5.061129369567295e-08,3.746233180810878e-09,3.746233180810878e-09
1962,3.783362147378812e-09,5.334070150654822e-08,3.783362147378812e-09,3.783362147378812e-09
1963,3.738636368742578e-09,5.540362733670788e-08,3.738636368742578e-09,3.738636368742578e-09
1964,3.9858947253890165e-09,5.5827568092224415e-08,3.9858947253890165e-09,3.9858947253890165e-09
1965,3.962449352761561e-09,5.4244204302936594e-08,3.962449352761561e-09,3.962449352761561e-09
1966,3.970352300898737e-09,5.449849739745462e-08,3.970352300898737e-09,3.970352300898737e-09
1967,3.2455345395326115e-09,5.460400132051291e-08,3.2455345395326115e-09,3.2455345395326115e-09
1968,2.808587457841278e-09,5.504455253506941e-08,2.808587457841278e-09,2.808587457841278e-09
1969,2.6763509186622514e-09,5.3201197606053286e-08,2.6763509186622514e-09,2.6763509186622514e-09
1970,2.518107754058617e-09,5.159185383669345e-08,2.518107754058617e-09,2.518107754058617e-09
1971,2.327891149686171e-09,5.164667170122682e-08,2.327891149686171e-09,2.327891149686171e-09
1972,3.179528259725625e-09,5.097634517678021e-08,3.179528259725625e-09,3.179528259725625e-09
1973,3.1651454156035795e-09,4.987703101327108e-08,3.1651454156035795e-09,3.1651454156035795e-09
1974,3.32974980921108e-09,4.7792085463730216e-08,3.32974980921108e-09,3.32974980921108e-09
1975,3.297734989844108e-09,4.569717455232032e-08,3.297734989844108e-09,3.297734989844108e-09
1976,3.2827728630684713e-09,4.452913974059161e-08,3.2827728630684713e-09,3.2827728630684713e-09
1977,3.432006948475167e-09,4.531980530535813e-08,3.432006948475167e-09,3.432006948475167e-09
1978,3.5209348611279066e-09,4.3359292029825676e-08,3.5209348611279066e-09,3.5209348611279066e-09
1979,2.4538153889760596e-09,4.3548738964156134e-08,2.4538153889760596e-09,2.4538153889760596e-09
1980,2.43587282090983e-09,4.2294402646803064e-08,2.43587282090983e-09,2.43587282090983e-09
1981,2.6577650715152247e-09,4.401132055623488e-08,2.6577650715152247e-09,2.6577650715152247e-09
1982,2.90294074492944e-09,4.5150022133709303e-08,2.90294074492944e-09,2.90294074492944e-09
1983,2.902960855826515e-09,4.6516514069188427e-08,2.902960855826515e-09,2.902960855826515e-09
1984,2.7094843670281777e-09,4.65438085533216e-08,2.7094843670281777e-09,2.7094843670281777e-09
1985,2.768172120098151e-09,4.917343789299723e-08,2.768172120098151e-09,2.768172120098151e-09
1986,2.6710466061174998e-09,5.00727779240151e-08,2.6710466061174998e-09,2.6710466061174998e-09
1987,2.7018737247530566e-09,5.167059669020091e-08,2.7018737247530566e-09,2.7018737247530566e-09
1988,2.573249058279714e-09,5.513115906653963e-08,2.573249058279714e-09,2.573249058279714e-09
1989,2.5955358021586707e-09,5.709855597859002e-08,2.5955358021586707e-09,2.5955358021586707e-09
1990,2.7602905516843634e-09,5.929704777989693e-08,2.7602905516843634e-09,2.7602905516843634e-09
1991,3.069220845728994e-09,6.165753926471293e-08,3.069220845728994e-09,3.069220845728994e-09
1992,2.991467740187659e-09,6.319694532765294e-08,2.991467740187659e-09,2.991467740187659e-09
1993,2.8829686891741956e-09,6.496841058784802e-08,2.8829686891741956e-09,2.8829686891741956e-09
1994,3.04841466355502e-09,6.725283542761775e-08,3.04841466355502e-09,3.04841466355502e-09
1995,3.083839279176865e-09,6.630454407741126e-08,3.083839279176865e-09,3.083839279176865e-09
1996,2.9305006358068144e-09,6.662018035642956e-08,2.9305006358068144e-09,2.9305006358068144e-09
1997,2.9676627187415404e-09,6.605417013361148e-08,2.9676627187415404e-09,2.9676627187415404e-09
1998,2.9776350908759598e-09,6.700409776223231e-08,2.9776350908759598e-09,2.9776350908759598e-09
1999,2.8708129524395484e-09,6.599634210553112e-08,2.8708129524395484e-09,2.8708129524395484e-09
2000,3.163556083762842e-09,6.566359392731361e-08,3.163556083762842e-09,3.163556083762842e-09
2001,3.0410285400961357e-09,6.413582909203797e-08,3.0410285400961357e-09,3.0410285400961357e-09
2002,2.910949703505139e-09,6.284878141725261e-08,2.910949703505139e-09,2.910949703505139e-09
2003,3.0612451621233763e-09,6.21913426154411e-08,3.0612451621233763e-09,3.0612451621233763e-09
2004,3.0372688174042294e-09,6.150976819948742e-08,3.0372688174042294e-09,3.0372688174042294e-09
2005,3.02649207282814e-09,5.8704642417036923e-08,3.02649207282814e-09,3.02649207282814e-09
2006,3.7136989673923283e-09,5.571773391872219e-08,3.7136989673923283e-09,3.7136989673923283e-09
2007,5.487282215911802e-09,5.2729251060717227e-08,5.487282215911802e-09,5.487282215911802e-09
2008,5.991909825451915e-09,5.046823454384659e-08,5.991909825451915e-09,5.991909825451915e-09
2009,6.721610347680342e-09,5.2743213733005434e-08,6.721610347680342e-09,6.721610347680342e-09
2010,6.979542943597039e-09,5.344346780995173e-08,6.979542943597039e-09,6.979542943597039e-09
2011,6.910268611294766e-09,5.0893042669031274e-08,6.910268611294766e-09,6.910268611294766e-09
2012,6.920324472200637e-09,5.008125266873062e-08,6.920324472200637e-09,6.920324472200637e-09
2013,6.277954600619751e-09,5.210266047177876e-08,6.277954600619751e-09,6.277954600619751e-09
2014,4.364438112501392e-09,5.27120254746803e-08,4.364438112501392e-09,4.364438112501392e-09
2015,3.86724306546325e-09,5.4900835623681946e-08,3.86724306546325e-09,3.86724306546325e-09
2016,3.2454559991837837e-09,5.1471164600310915e-08,3.2454559991837837e-09,3.2454559991837837e-09
2017,2.8836612727308384e-09,4.944172478834238e-08,2.8836612727308384e-09,2.8836612727308384e-09
2018,2.914447616575444e-09,5.158933689131118e-08,2.914447616575444e-09,2.914447616575444e-09
2019,2.764652951015023e-09,5.240390876792844e-08,2.764652951015023e-09,2.764652951015023e-09
