ngram,Quarantine,Quarntine,Quarntine,Quarantie
1963,1.0264182849693628e-06,6.566445304168056e-11,6.566445304168056e-11,9.501553660925692e-10
1964,9.97088672452914e-07,7.465776310658764e-11,7.465776310658764e-11,9.081737732872876e-10
1965,9.954282924289665e-07,5.085414728212001e-11,5.085414728212001e-11,9.050870469762273e-10
1966,9.927351486892024e-07,5.085414728212001e-11,5.085414728212001e-11,1.0950955816760707e-10
1967,9.85788054614594e-07,5.085414728212001e-11,5.085414728212001e-11,5.3083892440472116e-11
1968,9.566416890395755e-07,3.959857838456823e-11,3.959857838456823e-11,9.736660089298965e-11
1969,9.438580264031771e-07,8.99331006490708e-12,8.99331006490708e-12,2.050892253643458e-10
1970,9.19949700671298e-07,8.99331006490708e-12,8.99331006490708e-12,2.7524529679277624e-10
1971,9.126977715823159e-07,4.4754501691914224e-11,4.4754501691914224e-11,3.0205558887441697e-10
1972,8.820722103207248e-07,4.4754501691914224e-11,4.4754501691914224e-11,3.0193595243080805e-10
1973,8.526979513590049e-07,6.126269531352741e-11,6.126269531352741e-11,3.173661968146137e-10
1974,8.139874044640497e-07,6.126269531352741e-11,6.126269531352741e-11,3.078243419092035e-10
1975,8.049740439933625e-07,6.937219548808216e-11,6.937219548808216e-11,2.7165113363124075e-10
1976,8.410618680240336e-07,1.0151792006236298e-10,1.0151792006236298e-10,1.6392850915988459e-10
1977,8.227888526692238e-07,1.0151792006236298e-10,1.0151792006236298e-10,2.70353473239401e-10
1978,8.287525799590055e-07,5.6763418370448755e-11,5.6763418370448755e-11,2.3454987109285316e-10
1979,9.050116318576329e-07,5.6763418370448755e-11,5.6763418370448755e-11,2.2585442593528856e-10
1980,8.913558125251646e-07,4.0255224748835565e-11,4.0255224748835565e-11,2.0851169352639357e-10
1981,8.903128413554182e-07,4.0255224748835565e-11,4.0255224748835565e-11,2.0036419051683296e-10
1982,8.865340532793198e-07,3.214572457428082e-11,3.214572457428082e-11,2.811926267228973e-10
1983,8.285973324616082e-07,0.0,0.0,2.811926267228973e-10
1984,8.367575462995904e-07,0.0,0.0,1.046115912149505e-10
1985,8.129872607501706e-07,7.234074946214721e-12,7.234074946214721e-12,1.046115912149505e-10
1986,7.449439262277988e-07,2.795974017786941e-11,2.795974017786941e-11,1.1842870136938696e-10
1987,7.824840102849911e-07,4.8022142314284115e-11,4.8022142314284115e-11,1.0275504653505557e-10
1988,7.688122179518229e-07,6.188496193667729e-11,6.188496193667729e-11,1.0275504653505557e-10
1989,7.64315903519933e-07,6.853697371538609e-11,6.853697371538609e-11,2.046912193314527e-11
1990,7.687636655516274e-07,8.185189827512675e-11,8.185189827512675e-11,5.37564313499558e-11
1991,7.601886328042642e-07,9.499043516055953e-11,9.499043516055953e-11,5.37564313499558e-11
1992,7.6658385036613e-07,8.77563602143448e-11,8.77563602143448e-11,6.011877751574016e-11
1993,7.588308627808666e-07,6.703069498269012e-11,6.703069498269012e-11,4.63016673613037e-11
1994,7.262414750844723e-07,4.6968292846275415e-11,4.6968292846275415e-11,5.2804797241139716e-11
1995,7.399853448727559e-07,3.310547322388224e-11,3.310547322388224e-11,5.2804797241139716e-11
1996,7.300130115644216e-07,3.275550069276838e-11,3.275550069276838e-11,6.505890419648632e-11
1997,7.307455608237692e-07,2.519310058187888e-11,2.519310058187888e-11,3.177159477967579e-11
1998,7.369234659953301e-07,1.2054563696446102e-11,1.2054563696446102e-11,4.3327169728974675e-11
1999,7.059038255517538e-07,1.2054563696446102e-11,1.2054563696446102e-11,4.7811311953178355e-11
2000,7.010843562836402e-07,1.2054563696446102e-11,1.2054563696446102e-11,7.377345906786229e-11
2001,6.715246497281311e-07,1.2054563696446102e-11,1.2054563696446102e-11,1.0276544000685308e-10
2002,6.419891097461264e-07,1.7423117512230644e-11,1.7423117512230644e-11,1.2960821007704634e-10
2003,6.127585996702172e-07,1.1121078264635693e-11,1.1121078264635693e-11,1.519671898240839e-10
2004,5.809090777932267e-07,5.368553815784541e-12,5.368553815784541e-12,2.2766538356914064e-10
2005,5.394339674629529e-07,5.368553815784541e-12,5.368553815784541e-12,2.5585855656373724e-10
2006,5.190817497740292e-07,5.368553815784541e-12,5.368553815784541e-12,2.861846454260686e-10
2007,4.6736056041092e-07,5.368553815784541e-12,5.368553815784541e-12,2.6558965939203563e-10
2008,4.3840438073467727e-07,5.368553815784541e-12,5.368553815784541e-12,2.300945485732088e-10
2009,4.1174473202383e-07,0.0,0.0,2.0740045767107607e-10
2010,3.8530856321423404e-07,0.0,0.0,1.906987363159418e-10
2011,3.494681014412241e-07,0.0,0.0,1.242853367345547e-10
2012,3.2879907507776807e-07,5.339857524409654e-12,5.339857524409654e-12,8.453658879065923e-11
2013,3.162988499687864e-07,5.339857524409654e-12,5.339857524409654e-12,5.941707914371351e-11
2014,3.065412954583735e-07,5.339857524409654e-12,5.339857524409654e-12,6.963716780796135e-11
2015,3.0948915049780877e-07,5.339857524409654e-12,5.339857524409654e-12,6.963716780796135e-11
2016,3.0145918523365775e-07,5.339857524409654e-12,5.339857524409654e-12,1.3433183236401446e-10
2017,2.9630309938966093e-07,6.2298337784779294e-12,6.2298337784779294e-12,1.280631977777317e-10
2018,3.0167756221999297e-07,7.475800534173515e-12,7.475800534173515e-12,1.4067712550414057e-10
2019,3.0192777700221995e-07,0.0,0.0,1.7584640688017572e-10
