ngram,Schema,Schma,Scema,Scma
1946,5.2293187431067574e-08,1.0433061002425502e-09,2.7948918378063933e-10,4.248484599836796e-10
1947,5.310298841923863e-08,1.120344190435369e-09,2.5369592141341203e-10,4.818400797404873e-10
1948,5.529114588398443e-08,1.136351338423428e-09,2.2611735103364846e-10,4.4378293896839086e-10
1949,5.993450662750937e-08,1.2067807705510143e-09,2.2611735103364846e-10,4.1337780024416505e-10
1950,6.374933495375704e-08,1.1288207432283821e-09,5.449074921440708e-11,3.2303115143112697e-10
1951,6.956681123223721e-08,1.0666558668072567e-09,3.3097202557984067e-11,3.561293482334804e-10
1952,7.122463330233586e-08,1.0167751442389873e-09,4.878115173705717e-11,3.6564235369621455e-10
1953,7.104393923944891e-08,9.288814122638505e-10,3.2233047580249825e-11,3.159980412257925e-10
1954,7.09545093156651e-08,1.0454666933755264e-09,1.048128310334105e-10,2.6224507089698893e-10
1955,7.639895471811542e-08,1.0220149607561728e-09,2.062725922608826e-10,2.4514507090955817e-10
1956,7.871537072950169e-08,1.0539734283744805e-09,2.062725922608826e-10,1.5303794144637195e-10
1957,8.171233036234429e-08,1.3218066522277132e-09,2.445037684222535e-10,1.616054175400196e-10
1958,8.441931547460107e-08,1.275333747338284e-09,2.517582858455444e-10,1.2850722073766618e-10
1959,8.94270288296996e-08,1.3481252225666651e-09,2.3607433666647127e-10,1.379250681919432e-10
1960,9.771398522064243e-08,1.3916320001123544e-09,2.7842578044699554e-10,1.8027651197246745e-10
1961,1.1298521026706762e-07,1.1670603134688357e-09,2.958905481742491e-10,2.5254471926393155e-10
1962,1.2910090621939423e-07,1.3630682376459496e-09,2.658430757275708e-10,3.0355349979670013e-10
1963,1.4452131377343642e-07,1.2600867175091172e-09,2.856507887370542e-10,2.9642520184479185e-10
1964,1.5893443868922725e-07,9.774668059086317e-10,2.5641292264059045e-10,2.889243705395117e-10
1965,1.6651138931170602e-07,1.1052710017064475e-09,2.590545516196434e-10,3.682601069326148e-10
1966,1.7754835214743382e-07,1.0752605869182981e-09,3.1181298019790557e-10,3.7334191492290255e-10
1967,1.828386432732389e-07,9.995311403950983e-10,2.9599557328983753e-10,4.4597129758968835e-10
1968,1.8068918044329102e-07,9.642853024008753e-10,2.325206455949009e-10,3.800973444719905e-10
1969,1.817527878042061e-07,8.353205904754191e-10,1.790621282201802e-10,4.0090364956351417e-10
1970,1.8176426814469388e-07,7.801295720533119e-10,1.7679343306780433e-10,5.301775883394453e-10
1971,1.8843090085088727e-07,9.679288402532548e-10,2.0360372514944507e-10,5.837981725027269e-10
1972,1.9470780086651628e-07,8.689291270640759e-10,1.9454937066105364e-10,5.566351070550115e-10
1973,2.0363513288300184e-07,9.862728887556825e-10,1.6655323350648184e-10,6.023868665787952e-10
1974,2.2143168264067624e-07,1.0791626877829481e-09,1.481666996435863e-10,5.770285717497461e-10
1975,2.4201757550404833e-07,1.112239776470046e-09,1.3781607650721816e-10,6.551354062419737e-10
1976,2.510725067850217e-07,1.051367627878465e-09,1.278987362447153e-10,6.476117697662431e-10
1977,2.594514865807339e-07,1.168048308868614e-09,1.5049177479583723e-10,5.38662174389058e-10
1978,2.7120110449426906e-07,1.0421949414585185e-09,1.391679579116583e-10,4.833748272679652e-10
1979,2.8996566519318936e-07,1.0325432968955844e-09,1.5428787116958783e-10,4.799683616821656e-10
1980,3.0548763772588116e-07,9.507455695738948e-10,1.295255797458975e-10,4.275228930792986e-10
1981,3.179803676240616e-07,1.2689905237728283e-09,1.213780767363369e-10,3.760493533630108e-10
1982,3.3154580186029694e-07,1.451219327248359e-09,1.3480505650246118e-10,2.995738290370983e-10
1983,3.458983144355443e-07,1.5662851888491908e-09,2.155986956425033e-10,3.019049286361637e-10
1984,3.726654987141436e-07,1.6189241772554146e-09,3.004267291289204e-10,3.352788037282371e-10
1985,3.981612987250368e-07,1.7741976618016304e-09,2.9041509375898096e-10,3.5512932277421376e-10
1986,4.096673567996082e-07,1.794923511409609e-09,3.4080695111254096e-10,3.47814447877935e-10
1987,4.217759591743483e-07,2.008296402194227e-09,4.611813678961114e-10,3.999561356707712e-10
1988,4.396402135041301e-07,1.6877399160770373e-09,5.790153327039122e-10,4.3112123791568177e-10
1989,4.6171518874871254e-07,1.616689020751088e-09,5.826294119778578e-10,4.871919256910218e-10
1990,4.851924748956143e-07,1.578042617213425e-09,5.404015796358788e-10,5.204313131239908e-10
1991,4.985842565474741e-07,1.5947998001562625e-09,4.482878324504494e-10,5.32325869892095e-10
1992,4.993720007665356e-07,1.6469997746578917e-09,5.292548740535149e-10,6.106777266407753e-10
1993,5.041446351177521e-07,1.7264332979089708e-09,4.78559009880237e-10,6.787295011737423e-10
1994,5.172126204148039e-07,1.6841477577602048e-09,4.167127635020965e-10,6.952894847169131e-10
1995,5.230469883242352e-07,1.934046002714597e-09,3.8191150638792036e-10,6.706853088773406e-10
1996,5.280129106007994e-07,2.224294859409781e-09,6.637534232562763e-10,6.657856964155582e-10
1997,5.594917971458406e-07,2.5002206495626312e-09,7.091915764962614e-10,6.119439558257714e-10
1998,6.081489597623399e-07,2.564963400405621e-09,7.687898333814352e-10,5.843213413125881e-10
1999,7.837419104816945e-07,2.801895207912456e-09,7.709730393783737e-10,5.511477742446504e-10
2000,9.751107411050595e-07,4.142063390690152e-09,1.0295422807932957e-09,4.727992441999618e-10
2001,1.1127209761850411e-06,4.413047134071186e-09,1.3665310629105777e-09,3.644519705866703e-10
2002,1.202656871360627e-06,4.322034000533595e-09,1.3318153405502846e-09,3.626904828056356e-10
2003,1.3090797697909044e-06,4.206457563224067e-09,1.0940854254317044e-09,3.2088516566108893e-10
2004,1.340726782927959e-06,4.328125032973926e-09,1.0424174023970778e-09,3.152373382172716e-10
2005,1.3624829762193258e-06,4.480631294561428e-09,1.0195331126957745e-09,2.872710264112399e-10
2006,1.2620329568692666e-06,4.663973588289341e-09,9.476475754904052e-10,2.1106893266905783e-10
2007,1.1425335547495967e-06,3.6275583806652125e-09,6.998088259673502e-10,1.9601584095942292e-10
2008,1.0583149137996121e-06,3.5682412580229084e-09,3.3074727084121085e-10,1.9138580948216014e-10
2009,1.015911623523737e-06,3.7215171896523967e-09,2.8657896467593995e-10,1.5258605812394433e-10
2010,9.362608060265692e-07,3.510531373532696e-09,2.7470924121784726e-10,1.225384082398362e-10
2011,8.824675481784132e-07,3.443059757936494e-09,2.575488589756647e-10,8.680843717467912e-11
2012,8.234185559428755e-07,3.2895784984887655e-09,2.20027694229035e-10,5.6996875225486956e-11
2013,7.611636842089606e-07,2.660230202788938e-09,1.9429483394197066e-10,5.185030306894703e-11
2014,7.016404716913322e-07,2.4662621865369415e-09,4.267322841815048e-10,3.574881982699412e-11
2015,6.50034524239475e-07,2.105365461334076e-09,4.111382293642274e-10,2.516666067011096e-11
2016,5.946193937234057e-07,1.922345259165935e-09,4.2576500757547057e-10,2.101798150205043e-11
2017,5.650180412430927e-07,2.0134779491846424e-09,4.2030644821037616e-10,5.416129928807282e-12
2018,5.56009240426647e-07,1.6557489268542724e-09,4.718709575857183e-10,0.0
2019,5.386177974742168e-07,1.55572489612954e-09,5.337701929758465e-10,0.0
