ngram,Xalan,Xaln,Xaan,Xaln
2009,1.591972255608555e-08,1.5671870547327517e-11,2.960644001784704e-10,1.5671870547327517e-11
2010,1.3769946579803412e-08,1.0513733237190896e-11,1.3509790235915238e-10,1.0513733237190896e-11
2011,1.2174408433754787e-08,1.0513733237190896e-11,1.0441447780800456e-10,1.0513733237190896e-11
2012,1.4516861268631942e-08,1.0513733237190896e-11,4.3125957839562634e-10,1.0513733237190896e-11
2013,1.6377099073697617e-08,5.367161080650971e-12,5.275779840278685e-10,5.367161080650971e-12
2014,1.417730217350461e-08,1.039150016035606e-11,5.312310380776017e-10,1.039150016035606e-11
2015,1.2169204540882613e-08,1.039150016035606e-11,6.619859211889504e-10,1.039150016035606e-11
2016,9.461322875952455e-09,1.039150016035606e-11,6.453912045167082e-10,1.039150016035606e-11
2017,1.0302673353335123e-08,1.2123416853748736e-11,7.481801931469301e-10,1.2123416853748736e-11
2018,1.2025241524771246e-08,1.4548100224498483e-11,8.913168758617474e-10,1.4548100224498483e-11
2019,5.8456616353064206e-09,1.8185125280623105e-11,5.160820520933029e-10,1.8185125280623105e-11
