ngram,Xbox,Xbo,Xbx,Xbo
1987,7.265365785182252e-09,6.562932380089442e-10,1.1624086266949694e-10,6.562932380089442e-10
1988,7.896124087913847e-09,6.153506870720804e-10,9.265307816609867e-11,6.153506870720804e-10
1989,8.166578112169174e-09,5.484639012795104e-10,1.2287520455487944e-10,5.484639012795104e-10
1990,3.3533157520590098e-09,5.387783314730094e-10,1.2878762342286417e-10,5.387783314730094e-10
1991,4.236116378310482e-09,6.105776241747764e-10,1.3535689186558057e-10,6.105776241747764e-10
1992,3.954325914331694e-09,8.3839912393532e-10,1.518287415434662e-10,8.3839912393532e-10
1993,3.701681627887865e-09,9.045821195271689e-10,1.578029051675843e-10,9.045821195271689e-10
1994,3.190351665389406e-09,9.146389796337623e-10,1.6375302255051365e-10,9.146389796337623e-10
1995,2.802304356817688e-09,1.0210430953109091e-09,1.6959587553766475e-10,1.0210430953109091e-09
1996,2.7616974104408396e-09,1.0616576427503942e-09,1.1602980828124515e-10,1.0616576427503942e-09
1997,4.889936011664986e-09,1.0383884030407131e-09,1.0271488372150448e-10,1.0383884030407131e-09
1998,1.9422337071972606e-08,1.0044339447480765e-09,1.0192340275343753e-10,1.0044339447480765e-09
1999,5.4345703048852556e-08,7.693321337130601e-10,6.374932774127246e-11,7.693321337130601e-10
2000,9.548978588799376e-08,7.638743249049895e-10,5.605903836374588e-11,7.638743249049895e-10
2001,1.322527230903806e-07,7.634447716865975e-10,3.5117248890572024e-11,7.634447716865975e-10
2002,1.772883937751451e-07,7.742659727646587e-10,4.381720135536251e-11,7.742659727646587e-10
2003,2.685571399548995e-07,9.45670720302922e-10,3.7515162107767555e-11,9.45670720302922e-10
2004,3.423430052456362e-07,1.048928975423889e-09,3.7515162107767555e-11,1.048928975423889e-09
2005,4.079578762424977e-07,1.1188295686740242e-09,3.670596812610505e-11,1.1188295686740242e-09
2006,4.393450499914512e-07,1.6022204515512124e-09,3.670596812610505e-11,1.6022204515512124e-09
2007,4.625177772205851e-07,1.6870961611863728e-09,4.224786096359726e-11,1.6870961611863728e-09
2008,5.055911945614103e-07,1.6022158520558249e-09,3.7177130917427044e-11,1.6022158520558249e-09
2009,5.353665650480772e-07,1.5900226294337676e-09,4.059499016701678e-11,1.5900226294337676e-09
2010,5.075385729469417e-07,1.3524221782151053e-09,4.468888627207068e-11,1.3524221782151053e-09
2011,5.038049672683493e-07,1.1998133458979154e-09,5.397368043574031e-11,1.1998133458979154e-09
2012,4.91241028807313e-07,1.0632915837487695e-09,4.900508694275338e-11,1.0632915837487695e-09
2013,4.936136812310516e-07,5.945093326361775e-10,4.900508694275338e-11,5.945093326361775e-10
2014,4.7683221688592834e-07,8.370488925007231e-10,4.8662264941807494e-11,8.370488925007231e-10
2015,4.499966824563931e-07,8.107330853284506e-10,4.8662264941807494e-11,8.107330853284506e-10
2016,4.2126824187757196e-07,6.967508093298174e-10,2.377019042907959e-11,6.967508093298174e-10
2017,4.17171307276476e-07,7.651138212577679e-10,2.29556767113633e-11,7.651138212577679e-10
2018,3.992546169229172e-07,8.986385184595047e-10,1.4548100224498483e-11,8.986385184595047e-10
2019,3.7896953841709546e-07,1.0578848899309157e-09,1.8185125280623105e-11,1.0578848899309157e-09
