ngram,Kernel,Kernl,Kernal,Kernel
1915,1.5417130429438786e-07,1.3984096321393936e-10,3.223630251625309e-09,1.5417130429438786e-07
1916,1.596021488938147e-07,1.712155397618328e-10,3.3420985661487227e-09,1.596021488938147e-07
1917,1.7471902984717807e-07,1.4405144934036074e-10,4.295605426918314e-09,1.7471902984717807e-07
1918,1.807759052293737e-07,1.1649789069930908e-10,4.1344099889682545e-09,1.807759052293737e-07
1919,1.8100609874441682e-07,1.0208378289514438e-10,4.7285510110636355e-09,1.8100609874441682e-07
1920,1.7634013715905894e-07,1.2528543777820137e-10,5.008076366306926e-09,1.7634013715905894e-07
1921,1.7733831165449893e-07,1.106689482118942e-10,5.712026597746802e-09,1.7733831165449893e-07
1922,1.8984915024183075e-07,1.34820244254311e-10,5.91928664813882e-09,1.8984915024183075e-07
1923,1.9080916250199413e-07,8.966465863442202e-11,5.651458793006928e-09,1.9080916250199413e-07
1924,1.8874855202609198e-07,6.173318998849351e-11,4.910904730489765e-09,1.8874855202609198e-07
1925,2.1038162247220627e-07,4.735295092547379e-11,4.752641930798924e-09,2.1038162247220627e-07
1926,2.2087005951172095e-07,4.735295092547379e-11,4.627374578752048e-09,2.2087005951172095e-07
1927,2.2114050831792804e-07,4.6889674682708864e-11,4.180057284435585e-09,2.2114050831792804e-07
1928,2.1282553827209734e-07,4.6889674682708864e-11,3.4136416233414887e-09,2.1282553827209734e-07
1929,2.0087326747995705e-07,2.273837864029206e-11,2.7936494387656043e-09,2.0087326747995705e-07
1930,2.0383799283406135e-07,2.273837864029206e-11,2.773955985548225e-09,2.0383799283406135e-07
1931,1.9955294508885606e-07,2.273837864029206e-11,2.888884591862555e-09,1.9955294508885606e-07
1932,1.7361893713184274e-07,2.273837864029206e-11,3.0230525701771936e-09,1.7361893713184274e-07
1933,1.6582962660192736e-07,2.273837864029206e-11,3.0298900848586233e-09,1.6582962660192736e-07
1934,1.6119063315857473e-07,0.0,3.4080569160417032e-09,1.6119063315857473e-07
1935,1.617100784707353e-07,0.0,4.13434803852348e-09,1.617100784707353e-07
1936,1.561206224615879e-07,0.0,4.124846924342356e-09,1.561206224615879e-07
1937,1.5229432952829874e-07,0.0,4.5883878125556925e-09,1.5229432952829874e-07
1938,1.4998129773045677e-07,0.0,4.463578126160225e-09,1.4998129773045677e-07
1939,1.51203587555366e-07,0.0,4.127691125407498e-09,1.51203587555366e-07
1940,1.548148012326627e-07,2.5793262367227296e-11,3.840116336029098e-09,1.548148012326627e-07
1941,1.5811321978682307e-07,8.095040312675446e-11,3.4469764978847397e-09,1.5811321978682307e-07
1942,1.5733281445916093e-07,8.095040312675446e-11,2.795684176223493e-09,1.5733281445916093e-07
1943,1.5429024813329306e-07,1.0240372835415964e-10,3.0357978987792323e-09,1.5429024813329306e-07
1944,1.5413991353138305e-07,1.0240372835415964e-10,2.5573255259457385e-09,1.5413991353138305e-07
1945,1.537046309912122e-07,1.0240372835415964e-10,2.6230891744408578e-09,1.537046309912122e-07
1946,1.5799741756187098e-07,1.3549993666777434e-10,2.729573805077783e-09,1.5799741756187098e-07
1947,1.5162781608069054e-07,1.0970667430054704e-10,2.6664936925158145e-09,1.5162781608069054e-07
1948,1.4960024584200126e-07,5.454953354101986e-11,2.978729421851004e-09,1.4960024584200126e-07
1949,1.5463919770094696e-07,7.155569589237639e-11,3.310263238124175e-09,1.5463919770094696e-07
1950,1.6171551513772491e-07,6.702234600641788e-11,3.7994087241445735e-09,1.6171551513772491e-07
1951,1.6504065618911617e-07,1.1666964021867747e-10,4.110606458393054e-09,1.6504065618911617e-07
1952,1.6726380027064026e-07,1.1666964021867747e-10,4.193651267517648e-09,1.6726380027064026e-07
1953,1.6211422908846934e-07,8.357343190506278e-11,4.435461109508765e-09,1.6211422908846934e-07
1954,1.6952681392012892e-07,9.808938780267847e-11,4.9358130915777565e-09,1.6952681392012892e-07
1955,1.7542462111513097e-07,9.808938780267847e-11,5.305822194299838e-09,1.7542462111513097e-07
1956,1.7969119880945073e-07,9.455123093201782e-11,5.272040010899965e-09,1.7969119880945073e-07
1957,1.850218020698386e-07,1.0311870702566545e-10,4.948749029612795e-09,1.850218020698386e-07
1958,1.8693164552782297e-07,6.537322072563967e-11,4.876661011518227e-09,1.8693164552782297e-07
1959,1.8888863857163024e-07,6.537322072563967e-11,4.825293910469343e-09,1.8888863857163024e-07
1960,1.9623494194677603e-07,7.596108167077072e-11,4.770624308290751e-09,1.9623494194677603e-07
1961,1.9488699365410866e-07,6.144512577315503e-11,4.793903274347144e-09,1.9488699365410866e-07
1962,1.9661039881871796e-07,6.144512577315503e-11,5.012101368860402e-09,1.9661039881871796e-07
1963,2.0133732700092617e-07,7.768869079795491e-11,5.256984149580392e-09,2.0133732700092617e-07
1964,1.981465820628208e-07,9.716778968739602e-11,5.8166735237920514e-09,1.981465820628208e-07
1965,2.0638035940529725e-07,8.52659817751622e-11,5.839529050786853e-09,2.0638035940529725e-07
1966,2.1226756936292596e-07,1.2043826749400362e-10,5.9054323970591275e-09,2.1226756936292596e-07
1967,2.139519474602431e-07,1.0985040654887257e-10,6.2290011878677174e-09,2.139519474602431e-07
1968,2.1540846668293462e-07,1.1870694804112196e-10,6.239859549696445e-09,2.1540846668293462e-07
1969,2.2411427177563121e-07,1.45637604158961e-10,6.005555989016134e-09,2.2411427177563121e-07
1970,2.1648904789474598e-07,1.2469554258201906e-10,5.894695208143373e-09,2.1648904789474598e-07
1971,2.270528877293795e-07,9.763079333075758e-11,5.7192844745860125e-09,2.270528877293795e-07
1972,2.2750690220618708e-07,1.0632623848832218e-10,5.798821423042e-09,2.2750690220618708e-07
1973,2.3177960274876697e-07,7.940804958028735e-11,5.7264598777148225e-09,2.3177960274876697e-07
1974,2.398781008748431e-07,9.570305559940856e-11,5.6891136880819565e-09,2.398781008748431e-07
1975,2.541443657427018e-07,8.684651410715917e-11,5.618891828009152e-09,2.541443657427018e-07
1976,2.6162123236060454e-07,5.991585798932014e-11,5.276229802270953e-09,2.6162123236060454e-07
1977,2.679354683518146e-07,5.917275994590402e-11,5.418780789158615e-09,2.679354683518146e-07
1978,2.724180713390264e-07,4.943088745863149e-11,5.64422413568926e-09,2.724180713390264e-07
1979,2.861279467327092e-07,5.6990844087596266e-11,6.635564605720187e-09,2.861279467327092e-07
1980,2.9222394053769154e-07,4.873674727678967e-11,8.244669899174336e-09,2.9222394053769154e-07
1981,3.1373415205442665e-07,8.585033229948001e-11,9.839764685588242e-09,3.1373415205442665e-07
1982,3.3307250646430475e-07,1.006733223570969e-10,2.1476903239963415e-08,3.3307250646430475e-07
1983,3.6121017339090553e-07,1.006733223570969e-10,2.8067504511040753e-08,3.6121017339090553e-07
1984,4.0108536479367884e-07,1.1469869250808301e-10,3.00553022469785e-08,4.0108536479367884e-07
1985,4.357824699192341e-07,1.1377283886829633e-10,3.0962760228752425e-08,4.357824699192341e-07
1986,4.6696816217003547e-07,1.2515165739063987e-10,3.2226215093292665e-08,4.6696816217003547e-07
1987,5.048560589265045e-07,1.519015275667065e-10,3.2194254119742386e-08,5.048560589265045e-07
1988,5.251547666570591e-07,1.0542434633609155e-10,3.157283336361973e-08,5.251547666570591e-07
1989,5.507375005566116e-07,1.105573911189658e-10,2.0916228875884306e-08,5.507375005566116e-07
1990,5.483940900116327e-07,1.1721485339883612e-10,1.4930416522166264e-08,5.483940900116327e-07
1991,5.531450385985539e-07,9.516307236271234e-11,1.323489622657397e-08,5.531450385985539e-07
1992,5.551856442512612e-07,9.429134358228199e-11,1.2397630731543683e-08,5.551856442512612e-07
1993,5.541327660856561e-07,9.886392002674985e-11,1.0450760510950983e-08,5.541327660856561e-07
1994,5.491298468639018e-07,8.512030961035525e-11,9.30556552449145e-09,5.491298468639018e-07
1995,5.505295998123724e-07,9.096316259750635e-11,8.694382674130047e-09,5.505295998123724e-07
1996,5.41825548745172e-07,7.10071277570152e-11,8.256077662796964e-09,5.41825548745172e-07
1997,5.46504566045769e-07,7.010218992599602e-11,7.904583337088006e-09,5.46504566045769e-07
1998,5.503369493453647e-07,7.010218992599602e-11,8.237715715913346e-09,5.503369493453647e-07
1999,5.562208765955543e-07,6.373984376021165e-11,8.28048886601453e-09,5.562208765955543e-07
2000,5.898881535618525e-07,3.67254763306806e-11,8.343438130862881e-09,5.898881535618525e-07
2001,6.106644799988967e-07,3.3860676663349e-11,8.35610215941886e-09,6.106644799988967e-07
2002,6.428398283527972e-07,3.18235214965704e-11,8.022798489041146e-09,6.428398283527972e-07
2003,6.812065131660867e-07,3.6981658806707025e-11,7.708638743204282e-09,6.812065131660867e-07
2004,7.106641857847405e-07,3.1229134357855874e-11,8.186023351238906e-09,7.106641857847405e-07
2005,7.246488686567838e-07,3.619772785084281e-11,7.526954488262e-09,7.246488686567838e-07
2006,7.559804982650218e-07,3.619772785084281e-11,6.982198692233916e-09,7.559804982650218e-07
2007,7.439519111228167e-07,3.100529852703307e-11,6.822529398574164e-09,7.439519111228167e-07
2008,7.522962570354659e-07,4.202815674845896e-11,6.565007712059209e-09,7.522962570354659e-07
2009,7.495942051199174e-07,4.95943111974587e-10,6.2546483547976095e-09,7.495942051199174e-07
2010,7.126550615664331e-07,5.030666632274297e-10,6.013469024322506e-09,7.126550615664331e-07
2011,6.833276253408777e-07,5.077090603092646e-10,5.0876911255366104e-09,6.833276253408777e-07
2012,6.685448933499824e-07,5.080803243406873e-10,4.940553077759091e-09,6.685448933499824e-07
2013,6.302224895599855e-07,5.348354383380041e-10,5.505505162872737e-09,6.302224895599855e-07
2014,6.131064570321801e-07,5.400311884181822e-10,5.281326582411745e-09,6.131064570321801e-07
2015,5.964066563787387e-07,5.297282126837111e-10,5.32844159271763e-09,5.964066563787387e-07
2016,5.847913208916517e-07,6.507614982601392e-11,5.482475711510964e-09,5.847913208916517e-07
2017,5.877305303177612e-07,6.1593538140207e-11,5.522174828520576e-09,5.877305303177612e-07
2018,5.981997446724562e-07,6.741288985367966e-11,6.022169696251467e-09,5.981997446724562e-07
2019,6.053356855773018e-07,7.492136164938268e-11,6.228791815665602e-09,6.053356855773018e-07
