ngram,Intuit,Intit,Intut,Intut
1941,1.888750243507685e-09,7.023792856854425e-11,1.640115781282552e-10,1.640115781282552e-10
1942,1.6799554604572465e-09,2.5793262367227296e-11,1.693830036548454e-10,1.693830036548454e-10
1943,1.811254876241516e-09,6.869991282203764e-11,1.9083632888225059e-10,1.9083632888225059e-10
1944,1.8801979735043925e-09,6.869991282203764e-11,1.4595149493740982e-10,1.4595149493740982e-10
1945,1.4575911985329322e-09,1.0623875390525228e-10,1.4595149493740982e-10,1.4595149493740982e-10
1946,1.5891135788212045e-09,1.2278685806205962e-10,1.5400993773934905e-10,1.5400993773934905e-10
1947,1.875987278219883e-09,9.699359569483233e-11,1.7056691376764784e-10,1.7056691376764784e-10
1948,1.891994426207942e-09,1.4829359565712456e-10,2.2186691372994005e-10,2.2186691372994005e-10
1949,2.0395527964924197e-09,1.4829359565712456e-10,1.7205082200203289e-10,1.7205082200203289e-10
1950,1.9896859398167113e-09,1.3922689588520753e-10,1.6751747211607437e-10,1.6751747211607437e-10
1951,2.090996280885398e-09,1.7232509268756095e-10,2.1716476632833396e-10,2.1716476632833396e-10
1952,1.8570200139527466e-09,1.5047020078341943e-10,2.1716476632833396e-10,2.1716476632833396e-10
1953,1.6307293927906942e-09,1.4961133324283996e-10,2.1287043159924834e-10,2.1287043159924834e-10
1954,1.3680875955911021e-09,1.6412728914045564e-10,2.2534536736618094e-10,2.2534536736618094e-10
1955,1.3446358629717485e-09,1.1282728917816343e-10,1.8853961943264353e-10,1.8853961943264353e-10
1956,1.2745573485517525e-09,1.262952946588593e-10,2.1547563039403528e-10,2.1547563039403528e-10
1957,1.1648999780662044e-09,1.1794279541106027e-10,2.367868312139595e-10,2.367868312139595e-10
1958,1.0925833967715244e-09,1.0864821443317446e-10,2.347467686506352e-10,2.347467686506352e-10
1959,1.0944968820147949e-09,1.0425820425240064e-10,2.9121646265086095e-10,2.9121646265086095e-10
1960,1.2187605131457652e-09,9.915682858130381e-11,2.33945998486172e-10,2.33945998486172e-10
1961,1.3985380552052261e-09,1.0715201047879169e-10,2.161696555884924e-10,2.161696555884924e-10
1962,1.4925284103866382e-09,1.173537665853454e-10,2.4248242798595246e-10,2.4248242798595246e-10
1963,1.5282008912288957e-09,1.23693474114133e-10,2.2545027352930243e-10,2.2545027352930243e-10
1964,1.703551220723552e-09,1.0719933274394577e-10,2.2319233762755986e-10,2.2319233762755986e-10
1965,1.7722914881699937e-09,1.4510128614515187e-10,2.108454323833188e-10,2.108454323833188e-10
1966,1.7285663376855253e-09,1.4260041857656296e-10,1.9834109354910368e-10,1.9834109354910368e-10
1967,1.7629744648266816e-09,1.5854659450388808e-10,2.125440874887831e-10,2.125440874887831e-10
1968,1.8004207331350536e-09,1.360354567087845e-10,2.1900160157573012e-10,2.1900160157573012e-10
1969,2.114595260798475e-09,1.5276435672006983e-10,2.051252332673543e-10,2.051252332673543e-10
1970,2.139987964611123e-09,1.5049566156769397e-10,2.0399088569116637e-10,2.0399088569116637e-10
1971,2.3536221067337645e-09,1.6835505410396833e-10,1.9487034803271948e-10,1.9487034803271948e-10
1972,2.5072688369931484e-09,1.153449300358592e-10,1.8569635710071911e-10,1.8569635710071911e-10
1973,2.7182720201730196e-09,1.1480595541695543e-10,1.5823919555632163e-10,1.5823919555632163e-10
1974,2.673392808714782e-09,1.0456692456362049e-10,1.391554857455013e-10,1.391554857455013e-10
1975,2.857346327798739e-09,1.4511442642766477e-10,1.538804034592215e-10,1.538804034592215e-10
1976,2.6080447008374516e-09,1.3425663259696615e-10,1.671319025635982e-10,1.671319025635982e-10
1977,2.666015884246674e-09,1.327704365101339e-10,1.9849445004327393e-10,1.9849445004327393e-10
1978,2.8044037568365964e-09,1.3855744825295802e-10,2.2060131796683028e-10,2.2060131796683028e-10
1979,2.7968138915923646e-09,1.8675590934824626e-10,2.5953658964025395e-10,2.5953658964025395e-10
1980,2.9644515413857722e-09,2.1768594863199756e-10,2.7437570568730353e-10,2.7437570568730353e-10
1981,5.637579863255431e-09,2.319101369274712e-10,3.2674888984983244e-10,3.2674888984983244e-10
1982,8.403260278098758e-09,2.358316032537365e-10,3.2395686926684723e-10,3.2395686926684723e-10
1983,1.815914923193012e-08,2.1975874096659608e-10,3.6520227714958205e-10,3.6520227714958205e-10
1984,2.229990274977516e-08,2.110565125446051e-10,3.471220017774763e-10,3.471220017774763e-10
1985,2.754843451770382e-08,2.0011902353487899e-10,3.3433280747071793e-10,3.3433280747071793e-10
1986,4.178168389046277e-08,1.6395078251368085e-10,3.038539737281505e-10,3.038539737281505e-10
1987,4.667325649774869e-08,1.582039826523004e-10,2.7919413160350434e-10,2.7919413160350434e-10
1988,5.1022738795885355e-08,1.4847901777129532e-10,2.382515806666406e-10,2.382515806666406e-10
1989,5.809814749925733e-08,1.239660844214769e-10,2.2856163539189796e-10,2.2856163539189796e-10
1990,6.379784522891896e-08,1.3728100898121757e-10,2.0705123082323925e-10,2.0705123082323925e-10
1991,8.02328778653256e-08,1.7591529423631259e-10,2.0470725461962935e-10,2.0470725461962935e-10
1992,1.1273909602696871e-07,1.669377612336019e-10,1.9398626306478739e-10,1.9398626306478739e-10
1993,1.423295112244562e-07,1.6553617405395167e-10,1.7232620836257365e-10,1.7232620836257365e-10
1994,1.6942702123807457e-07,1.5811135734011827e-10,2.2416691122398698e-10,2.2416691122398698e-10
1995,1.962003263348119e-07,1.628656535032239e-10,2.603125849796685e-10,2.603125849796685e-10
1996,2.27128501657197e-07,1.8072185613084357e-10,2.9077286411993697e-10,2.9077286411993697e-10
1997,2.422516506125508e-07,1.904170293665075e-10,2.4811327793892804e-10,2.4811327793892804e-10
1998,2.4704285043039166e-07,1.502099382377775e-10,3.6129458551898656e-10,3.6129458551898656e-10
1999,2.3156493357743913e-07,1.700247110761729e-10,3.575381776358252e-10,3.575381776358252e-10
2000,2.1571873633417583e-07,1.974324974340913e-10,3.8619489352496675e-10,3.8619489352496675e-10
2001,2.0469802564093698e-07,2.373394700018659e-10,4.5950570729377406e-10,4.5950570729377406e-10
2002,1.9947791380608188e-07,2.5473937493144684e-10,4.4395137962663766e-10,4.4395137962663766e-10
2003,1.791427389922059e-07,2.530341001211982e-10,4.244838885154272e-10,4.244838885154272e-10
2004,1.6951560358588074e-07,2.6534982395877623e-10,4.3245904674764953e-10,4.3245904674764953e-10
2005,1.6832272616998774e-07,2.7944641045607455e-10,3.0950712132105096e-10,3.0950712132105096e-10
2006,1.7001179384936093e-07,3.0351923950368484e-10,3.032538615063299e-10,3.032538615063299e-10
2007,1.6516340549190189e-07,2.6752169725506395e-10,2.67081587996503e-10,2.67081587996503e-10
2008,1.7016829190197313e-07,2.0160220516794525e-10,1.352426038222657e-10,1.352426038222657e-10
2009,1.621550386029672e-07,1.8354584915439683e-10,1.1596637241754034e-10,1.1596637241754034e-10
2010,1.606518854454667e-07,1.9656564074845206e-10,1.0139313396820678e-10,1.0139313396820678e-10
2011,1.6223764021106035e-07,1.7980940744280868e-10,8.080280046253639e-11,8.080280046253639e-11
2012,1.580552922827597e-07,1.759546060440899e-10,8.154532852538182e-11,8.154532852538182e-11
2013,1.5114928178913294e-07,1.1934231182651545e-10,6.610561156012678e-11,6.610561156012678e-11
2014,1.4405517540743468e-07,1.1380373974539154e-10,6.073845047947581e-11,6.073845047947581e-11
2015,1.2830600277473942e-07,1.3009575311869907e-10,6.073845047947581e-11,6.073845047947581e-11
2016,1.231720493219005e-07,1.2397913598527488e-10,3.1697696550869736e-11,3.1697696550869736e-11
2017,1.210280444752243e-07,8.732777868891706e-11,1.787579748576314e-11,1.787579748576314e-11
2018,1.1327632023494517e-07,7.879591076842551e-11,1.495160106834703e-11,1.495160106834703e-11
2019,1.0604797040514313e-07,7.046063645738121e-11,0.0,0.0
