ngram,Nomura,Nomra,Nomra,Nomra
1983,5.648901679121212e-07,3.133415114677161e-10,3.133415114677161e-10,3.133415114677161e-10
1984,6.174106813107625e-07,3.032876489632892e-10,3.032876489632892e-10,3.032876489632892e-10
1985,6.857872400749849e-07,2.86041938647135e-10,2.86041938647135e-10,2.86041938647135e-10
1986,7.421156331994487e-07,1.9866920261679688e-10,1.9866920261679688e-10,1.9866920261679688e-10
1987,8.075690353897309e-07,2.231203520552949e-10,2.231203520552949e-10,2.231203520552949e-10
1988,9.086130684668856e-07,2.556822338176509e-10,2.556822338176509e-10,2.556822338176509e-10
1989,9.608062246765518e-07,2.452328047971733e-10,2.452328047971733e-10,2.452328047971733e-10
1990,9.591202163911866e-07,2.1264260838260718e-10,2.1264260838260718e-10,2.1264260838260718e-10
1991,9.703668817045191e-07,2.8912985349159396e-10,2.8912985349159396e-10,2.8912985349159396e-10
1992,9.585513030937624e-07,3.137075103655716e-10,3.137075103655716e-10,3.137075103655716e-10
1993,9.348038685987246e-07,3.0493017436469417e-10,3.0493017436469417e-10,3.0493017436469417e-10
1994,9.088898553142956e-07,2.9732101899540963e-10,2.9732101899540963e-10,2.9732101899540963e-10
1995,8.294862092433115e-07,2.8657965881314796e-10,2.8657965881314796e-10,2.8657965881314796e-10
1996,7.830108675729466e-07,2.788777304323682e-10,2.788777304323682e-10,2.788777304323682e-10
1997,7.428819230881345e-07,2.6950545366816973e-10,2.6950545366816973e-10,2.6950545366816973e-10
1998,6.922120892990538e-07,1.7674421499770864e-10,1.7674421499770864e-10,1.7674421499770864e-10
1999,6.265708155491925e-07,1.7204870514375692e-10,1.7204870514375692e-10,1.7204870514375692e-10
2000,5.896366498551028e-07,2.0859241764425995e-10,2.0859241764425995e-10,2.0859241764425995e-10
2001,5.355448138288921e-07,1.9128895937486108e-10,1.9128895937486108e-10,1.9128895937486108e-10
2002,4.982554254898527e-07,2.1100168685696452e-10,2.1100168685696452e-10,2.1100168685696452e-10
2003,4.7482411348807675e-07,2.1272811736345558e-10,2.1272811736345558e-10,2.1272811736345558e-10
2004,4.5394534302951275e-07,2.0556363704492065e-10,2.0556363704492065e-10,2.0556363704492065e-10
2005,4.371458024771917e-07,2.743147484956283e-10,2.743147484956283e-10,2.743147484956283e-10
2006,4.181015315550342e-07,2.832245301382612e-10,2.832245301382612e-10,2.832245301382612e-10
2007,3.9789942109434507e-07,2.4775118563834045e-10,2.4775118563834045e-10,2.4775118563834045e-10
2008,3.925264024928765e-07,2.3783007458263606e-10,2.3783007458263606e-10,2.3783007458263606e-10
2009,3.88775349944938e-07,1.7340742879322158e-10,1.7340742879322158e-10,1.7340742879322158e-10
2010,3.744392732382299e-07,1.609626717627829e-10,1.609626717627829e-10,1.609626717627829e-10
2011,3.606110234548916e-07,1.5551197680786976e-10,1.5551197680786976e-10,1.5551197680786976e-10
2012,3.388208459195344e-07,8.632293540692234e-11,8.632293540692234e-11,8.632293540692234e-11
2013,3.3983856237032993e-07,1.680194302141772e-10,1.680194302141772e-10,1.680194302141772e-10
2014,3.323650048514537e-07,1.4118362481092232e-10,1.4118362481092232e-10,1.4118362481092232e-10
2015,3.1934042762519053e-07,1.3589254523248074e-10,1.3589254523248074e-10,1.3589254523248074e-10
2016,3.068503774881849e-07,1.3589254523248074e-10,1.3589254523248074e-10,1.3589254523248074e-10
2017,2.9687092251151626e-07,1.4898887852610176e-10,1.4898887852610176e-10,1.4898887852610176e-10
2018,2.960155768505501e-07,1.7228729831675337e-10,1.7228729831675337e-10,1.7228729831675337e-10
2019,3.041857041807816e-07,2.0601437222822483e-10,2.0601437222822483e-10,2.0601437222822483e-10
