ngram,Infosys,Infosys,Infosy,Infosy
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.0,0.0
1651,0.0,0.0,0.0,0.0
1652,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,0.0
1654,0.0,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0
1656,0.0,0.0,0.0,0.0
1657,0.0,0.0,0.0,0.0
1658,0.0,0.0,0.0,0.0
1659,0.0,0.0,0.0,0.0
1660,0.0,0.0,0.0,0.0
1661,0.0,0.0,0.0,0.0
1662,0.0,0.0,0.0,0.0
1663,0.0,0.0,0.0,0.0
1664,0.0,0.0,0.0,0.0
1665,0.0,0.0,0.0,0.0
1666,0.0,0.0,0.0,0.0
1667,0.0,0.0,0.0,0.0
1668,0.0,0.0,0.0,0.0
1669,0.0,0.0,0.0,0.0
1670,0.0,0.0,0.0,0.0
1671,0.0,0.0,0.0,0.0
1672,0.0,0.0,0.0,0.0
1673,0.0,0.0,0.0,0.0
1674,0.0,0.0,0.0,0.0
1675,0.0,0.0,0.0,0.0
1676,0.0,0.0,0.0,0.0
1677,0.0,0.0,0.0,0.0
1678,0.0,0.0,0.0,0.0
1679,0.0,0.0,0.0,0.0
1680,0.0,0.0,0.0,0.0
1681,0.0,0.0,0.0,0.0
1682,0.0,0.0,0.0,0.0
1683,0.0,0.0,0.0,0.0
1684,0.0,0.0,0.0,0.0
1685,0.0,0.0,0.0,0.0
1686,0.0,0.0,0.0,0.0
1687,0.0,0.0,0.0,0.0
1688,0.0,0.0,0.0,0.0
1689,0.0,0.0,0.0,0.0
1690,0.0,0.0,0.0,0.0
1691,0.0,0.0,0.0,0.0
1692,0.0,0.0,0.0,0.0
1693,0.0,0.0,0.0,0.0
1694,0.0,0.0,0.0,0.0
1695,0.0,0.0,0.0,0.0
1696,0.0,0.0,0.0,0.0
1697,0.0,0.0,0.0,0.0
1698,0.0,0.0,0.0,0.0
1699,0.0,0.0,0.0,0.0
1700,0.0,0.0,0.0,0.0
1701,0.0,0.0,0.0,0.0
1702,0.0,0.0,0.0,0.0
1703,0.0,0.0,0.0,0.0
1704,0.0,0.0,0.0,0.0
1705,0.0,0.0,0.0,0.0
1706,0.0,0.0,0.0,0.0
1707,0.0,0.0,0.0,0.0
1708,0.0,0.0,0.0,0.0
1709,0.0,0.0,0.0,0.0
1710,0.0,0.0,0.0,0.0
1711,0.0,0.0,0.0,0.0
1712,0.0,0.0,0.0,0.0
1713,0.0,0.0,0.0,0.0
1714,0.0,0.0,0.0,0.0
1715,0.0,0.0,0.0,0.0
1716,0.0,0.0,0.0,0.0
1717,0.0,0.0,0.0,0.0
1718,0.0,0.0,0.0,0.0
1719,0.0,0.0,0.0,0.0
1720,0.0,0.0,0.0,0.0
1721,0.0,0.0,0.0,0.0
1722,0.0,0.0,0.0,0.0
1723,0.0,0.0,0.0,0.0
1724,0.0,0.0,0.0,0.0
1725,0.0,0.0,0.0,0.0
1726,0.0,0.0,0.0,0.0
1727,0.0,0.0,0.0,0.0
1728,0.0,0.0,0.0,0.0
1729,0.0,0.0,0.0,0.0
1730,0.0,0.0,0.0,0.0
1731,0.0,0.0,0.0,0.0
1732,0.0,0.0,0.0,0.0
1733,0.0,0.0,0.0,0.0
1734,0.0,0.0,0.0,0.0
1735,0.0,0.0,0.0,0.0
1736,0.0,0.0,0.0,0.0
1737,0.0,0.0,0.0,0.0
1738,0.0,0.0,0.0,0.0
1739,0.0,0.0,0.0,0.0
1740,0.0,0.0,0.0,0.0
1741,0.0,0.0,0.0,0.0
1742,0.0,0.0,0.0,0.0
1743,0.0,0.0,0.0,0.0
1744,0.0,0.0,0.0,0.0
1745,0.0,0.0,0.0,0.0
1746,0.0,0.0,0.0,0.0
1747,0.0,0.0,0.0,0.0
1748,0.0,0.0,0.0,0.0
1749,0.0,0.0,0.0,0.0
1750,0.0,0.0,0.0,0.0
1751,0.0,0.0,0.0,0.0
1752,0.0,0.0,0.0,0.0
1753,0.0,0.0,0.0,0.0
1754,0.0,0.0,0.0,0.0
1755,0.0,0.0,0.0,0.0
1756,0.0,0.0,0.0,0.0
1757,0.0,0.0,0.0,0.0
1758,0.0,0.0,0.0,0.0
1759,0.0,0.0,0.0,0.0
1760,0.0,0.0,0.0,0.0
1761,0.0,0.0,0.0,0.0
1762,0.0,0.0,0.0,0.0
1763,0.0,0.0,0.0,0.0
1764,0.0,0.0,0.0,0.0
1765,0.0,0.0,0.0,0.0
1766,0.0,0.0,0.0,0.0
1767,0.0,0.0,0.0,0.0
1768,0.0,0.0,0.0,0.0
1769,0.0,0.0,0.0,0.0
1770,0.0,0.0,0.0,0.0
1771,0.0,0.0,0.0,0.0
1772,0.0,0.0,0.0,0.0
1773,0.0,0.0,0.0,0.0
1774,0.0,0.0,0.0,0.0
1775,0.0,0.0,0.0,0.0
1776,0.0,0.0,0.0,0.0
1777,0.0,0.0,0.0,0.0
1778,0.0,0.0,0.0,0.0
1779,0.0,0.0,0.0,0.0
1780,0.0,0.0,0.0,0.0
1781,0.0,0.0,0.0,0.0
1782,0.0,0.0,0.0,0.0
1783,0.0,0.0,0.0,0.0
1784,0.0,0.0,0.0,0.0
1785,0.0,0.0,0.0,0.0
1786,0.0,0.0,0.0,0.0
1787,0.0,0.0,0.0,0.0
1788,0.0,0.0,0.0,0.0
1789,0.0,0.0,0.0,0.0
1790,0.0,0.0,0.0,0.0
1791,0.0,0.0,0.0,0.0
1792,0.0,0.0,0.0,0.0
1793,0.0,0.0,0.0,0.0
1794,0.0,0.0,0.0,0.0
1795,0.0,0.0,0.0,0.0
1796,0.0,0.0,0.0,0.0
1797,0.0,0.0,0.0,0.0
1798,0.0,0.0,0.0,0.0
1799,0.0,0.0,0.0,0.0
1800,0.0,0.0,0.0,0.0
1801,0.0,0.0,0.0,0.0
1802,0.0,0.0,0.0,0.0
1803,0.0,0.0,0.0,0.0
1804,0.0,0.0,0.0,0.0
1805,0.0,0.0,0.0,0.0
1806,0.0,0.0,0.0,0.0
1807,0.0,0.0,0.0,0.0
1808,0.0,0.0,0.0,0.0
1809,0.0,0.0,0.0,0.0
1810,0.0,0.0,0.0,0.0
1811,0.0,0.0,0.0,0.0
1812,0.0,0.0,0.0,0.0
1813,0.0,0.0,0.0,0.0
1814,0.0,0.0,0.0,0.0
1815,0.0,0.0,0.0,0.0
1816,0.0,0.0,0.0,0.0
1817,0.0,0.0,0.0,0.0
1818,0.0,0.0,0.0,0.0
1819,0.0,0.0,0.0,0.0
1820,0.0,0.0,0.0,0.0
1821,0.0,0.0,0.0,0.0
1822,0.0,0.0,0.0,0.0
1823,0.0,0.0,0.0,0.0
1824,0.0,0.0,0.0,0.0
1825,0.0,0.0,0.0,0.0
1826,0.0,0.0,0.0,0.0
1827,0.0,0.0,0.0,0.0
1828,0.0,0.0,0.0,0.0
1829,0.0,0.0,0.0,0.0
1830,0.0,0.0,0.0,0.0
1831,0.0,0.0,0.0,0.0
1832,0.0,0.0,0.0,0.0
1833,0.0,0.0,0.0,0.0
1834,0.0,0.0,0.0,0.0
1835,0.0,0.0,0.0,0.0
1836,0.0,0.0,0.0,0.0
1837,0.0,0.0,0.0,0.0
1838,0.0,0.0,0.0,0.0
1839,0.0,0.0,0.0,0.0
1840,0.0,0.0,0.0,0.0
1841,0.0,0.0,0.0,0.0
1842,0.0,0.0,0.0,0.0
1843,0.0,0.0,0.0,0.0
1844,0.0,0.0,0.0,0.0
1845,0.0,0.0,0.0,0.0
1846,0.0,0.0,0.0,0.0
1847,0.0,0.0,0.0,0.0
1848,0.0,0.0,0.0,0.0
1849,0.0,0.0,0.0,0.0
1850,0.0,0.0,0.0,0.0
1851,0.0,0.0,0.0,0.0
1852,0.0,0.0,0.0,0.0
1853,0.0,0.0,0.0,0.0
1854,0.0,0.0,0.0,0.0
1855,0.0,0.0,0.0,0.0
1856,0.0,0.0,0.0,0.0
1857,0.0,0.0,0.0,0.0
1858,0.0,0.0,0.0,0.0
1859,0.0,0.0,0.0,0.0
1860,0.0,0.0,0.0,0.0
1861,0.0,0.0,0.0,0.0
1862,0.0,0.0,0.0,0.0
1863,0.0,0.0,0.0,0.0
1864,0.0,0.0,0.0,0.0
1865,0.0,0.0,0.0,0.0
1866,0.0,0.0,0.0,0.0
1867,0.0,0.0,0.0,0.0
1868,0.0,0.0,0.0,0.0
1869,0.0,0.0,0.0,0.0
1870,0.0,0.0,0.0,0.0
1871,0.0,0.0,0.0,0.0
1872,0.0,0.0,0.0,0.0
1873,0.0,0.0,0.0,0.0
1874,0.0,0.0,0.0,0.0
1875,0.0,0.0,0.0,0.0
1876,0.0,0.0,0.0,0.0
1877,0.0,0.0,0.0,0.0
1878,0.0,0.0,0.0,0.0
1879,0.0,0.0,0.0,0.0
1880,0.0,0.0,0.0,0.0
1881,0.0,0.0,0.0,0.0
1882,0.0,0.0,0.0,0.0
1883,0.0,0.0,0.0,0.0
1884,0.0,0.0,0.0,0.0
1885,0.0,0.0,0.0,0.0
1886,0.0,0.0,0.0,0.0
1887,0.0,0.0,0.0,0.0
1888,0.0,0.0,0.0,0.0
1889,0.0,0.0,0.0,0.0
1890,0.0,0.0,0.0,0.0
1891,0.0,0.0,0.0,0.0
1892,0.0,0.0,0.0,0.0
1893,0.0,0.0,0.0,0.0
1894,0.0,0.0,0.0,0.0
1895,0.0,0.0,0.0,0.0
1896,0.0,0.0,0.0,0.0
1897,1.058875019412296e-09,1.058875019412296e-09,0.0,0.0
1898,1.058875019412296e-09,1.058875019412296e-09,0.0,0.0
1899,1.058875019412296e-09,1.058875019412296e-09,0.0,0.0
1900,1.058875019412296e-09,1.058875019412296e-09,0.0,0.0
1901,1.058875019412296e-09,1.058875019412296e-09,0.0,0.0
1902,1.058875019412296e-09,1.058875019412296e-09,0.0,0.0
1903,1.058875019412296e-09,1.058875019412296e-09,0.0,0.0
1904,0.0,0.0,0.0,0.0
1905,0.0,0.0,0.0,0.0
1906,0.0,0.0,0.0,0.0
1907,0.0,0.0,0.0,0.0
1908,0.0,0.0,0.0,0.0
1909,0.0,0.0,1.3781009071995547e-11,1.3781009071995547e-11
1910,0.0,0.0,1.3781009071995547e-11,1.3781009071995547e-11
1911,0.0,0.0,1.3781009071995547e-11,1.3781009071995547e-11
1912,0.0,0.0,1.3781009071995547e-11,1.3781009071995547e-11
1913,0.0,0.0,1.3781009071995547e-11,1.3781009071995547e-11
1914,0.0,0.0,1.3781009071995547e-11,1.3781009071995547e-11
1915,0.0,0.0,1.3781009071995547e-11,1.3781009071995547e-11
1916,0.0,0.0,0.0,0.0
1917,0.0,0.0,0.0,0.0
1918,0.0,0.0,0.0,0.0
1919,0.0,0.0,0.0,0.0
1920,0.0,0.0,0.0,0.0
1921,0.0,0.0,0.0,0.0
1922,0.0,0.0,0.0,0.0
1923,2.4553444594970538e-11,2.4553444594970538e-11,0.0,0.0
1924,2.4553444594970538e-11,2.4553444594970538e-11,0.0,0.0
1925,2.4553444594970538e-11,2.4553444594970538e-11,0.0,0.0
1926,2.4553444594970538e-11,2.4553444594970538e-11,0.0,0.0
1927,2.4553444594970538e-11,2.4553444594970538e-11,0.0,0.0
1928,2.4553444594970538e-11,2.4553444594970538e-11,0.0,0.0
1929,2.4553444594970538e-11,2.4553444594970538e-11,0.0,0.0
1930,2.7227392959286842e-11,2.7227392959286842e-11,0.0,0.0
1931,2.7227392959286842e-11,2.7227392959286842e-11,0.0,0.0
1932,2.7227392959286842e-11,2.7227392959286842e-11,0.0,0.0
1933,2.7227392959286842e-11,2.7227392959286842e-11,0.0,0.0
1934,2.7227392959286842e-11,2.7227392959286842e-11,0.0,0.0
1935,2.7227392959286842e-11,2.7227392959286842e-11,0.0,0.0
1936,2.7227392959286842e-11,2.7227392959286842e-11,0.0,0.0
1937,0.0,0.0,0.0,0.0
1938,4.350450158848876e-11,4.350450158848876e-11,0.0,0.0
1939,1.6797462627187494e-10,1.6797462627187494e-10,0.0,0.0
1940,1.6797462627187494e-10,1.6797462627187494e-10,0.0,0.0
1941,1.6797462627187494e-10,1.6797462627187494e-10,0.0,0.0
1942,2.177907179997821e-10,2.177907179997821e-10,0.0,0.0
1943,2.177907179997821e-10,2.177907179997821e-10,0.0,0.0
1944,2.177907179997821e-10,2.177907179997821e-10,0.0,0.0
1945,1.7428621641129334e-10,1.7428621641129334e-10,0.0,0.0
1946,6.63641958847145e-11,6.63641958847145e-11,0.0,0.0
1947,6.63641958847145e-11,6.63641958847145e-11,0.0,0.0
1948,6.63641958847145e-11,6.63641958847145e-11,0.0,0.0
1949,1.6548104156807344e-11,1.6548104156807344e-11,0.0,0.0
1950,3.3468079498254004e-11,3.3468079498254004e-11,0.0,0.0
1951,3.3468079498254004e-11,3.3468079498254004e-11,0.0,0.0
1952,3.3468079498254004e-11,3.3468079498254004e-11,0.0,0.0
1953,1.6919975341446657e-11,1.6919975341446657e-11,0.0,0.0
1954,1.6919975341446657e-11,1.6919975341446657e-11,0.0,0.0
1955,1.6186249364645378e-10,1.6186249364645378e-10,0.0,0.0
1956,1.6186249364645378e-10,1.6186249364645378e-10,0.0,0.0
1957,1.4494251830500715e-10,1.4494251830500715e-10,0.0,0.0
1958,1.4494251830500715e-10,1.4494251830500715e-10,1.1901807912233814e-11,1.1901807912233814e-11
1959,1.4494251830500715e-10,1.4494251830500715e-10,2.3195746910533087e-11,2.3195746910533087e-11
1960,1.4494251830500715e-10,1.4494251830500715e-10,3.3783607855664144e-11,3.3783607855664144e-11
1961,1.674536561001107e-10,1.674536561001107e-10,3.3783607855664144e-11,3.3783607855664144e-11
1962,3.271289390165728e-11,3.271289390165728e-11,4.398536396221786e-11,4.398536396221786e-11
1963,9.213603491264877e-11,9.213603491264877e-11,4.398536396221786e-11,4.398536396221786e-11
1964,1.1911596510737e-10,1.1911596510737e-10,4.398536396221786e-11,4.398536396221786e-11
1965,1.367461283097171e-10,1.367461283097171e-10,3.208355604998405e-11,3.208355604998405e-11
1966,1.367461283097171e-10,1.367461283097171e-10,2.0789617051684773e-11,2.0789617051684773e-11
1967,3.9324181014662885e-10,3.9324181014662885e-10,1.0201756106553717e-11,1.0201756106553717e-11
1968,4.061568383205229e-10,4.061568383205229e-10,1.0201756106553717e-11,1.0201756106553717e-11
1969,5.306083707333289e-10,5.306083707333289e-10,8.976885703036531e-12,8.976885703036531e-12
1970,4.799547386508912e-10,4.799547386508912e-10,2.6515903560144137e-11,2.6515903560144137e-11
1971,5.51434715350447e-10,5.51434715350447e-10,3.546680409678109e-11,3.546680409678109e-11
1972,6.033681134086168e-10,6.033681134086168e-10,1.2242125567242723e-10,1.2242125567242723e-10
1973,6.528926962559975e-10,6.528926962559975e-10,1.719458385198079e-10,1.719458385198079e-10
1974,8.037721639058454e-10,8.037721639058454e-10,2.778633751659194e-10,2.778633751659194e-10
1975,1.0197405063218567e-09,1.0197405063218567e-09,3.67067876094751e-10,3.67067876094751e-10
1976,1.0538522673567537e-09,1.0538522673567537e-09,4.3845530083614596e-10,4.3845530083614596e-10
1977,1.2939015018150916e-09,1.2939015018150916e-09,6.536822006305723e-10,6.536822006305723e-10
1978,1.350480243506829e-09,1.350480243506829e-09,6.855309415370365e-10,6.855309415370365e-10
1979,1.4434707001116059e-09,1.4434707001116059e-09,7.773859016830492e-10,7.773859016830492e-10
1980,1.6055404624840515e-09,1.6055404624840515e-09,1.0570080604439219e-09,1.0570080604439219e-09
1981,1.5949148351219427e-09,1.5949148351219427e-09,1.0731673010561898e-09,1.0731673010561898e-09
1982,1.5288076994833334e-09,1.5288076994833334e-09,1.0580777523979838e-09,1.0580777523979838e-09
1983,1.7967904941684765e-09,1.7967904941684765e-09,1.0665435122371646e-09,1.0665435122371646e-09
1984,2.0551627066822675e-09,2.0551627066822675e-09,9.51387088158181e-10,9.51387088158181e-10
1985,4.526093341386936e-09,4.526093341386936e-09,9.90162269636536e-10,9.90162269636536e-10
1986,4.798778279508602e-09,4.798778279508602e-09,8.735298516273003e-10,8.735298516273003e-10
1987,8.131541630516738e-09,8.131541630516738e-09,5.978828503711802e-10,5.978828503711802e-10
1988,1.0729161051667039e-08,1.0729161051667039e-08,5.035317123575872e-10,5.035317123575872e-10
1989,1.5073893720542386e-08,1.5073893720542386e-08,4.892848665909761e-10,4.892848665909761e-10
1990,1.7606374041229903e-08,1.7606374041229903e-08,4.204271831469748e-10,4.204271831469748e-10
1991,2.0902789404126613e-08,2.0902789404126613e-08,3.290947633452898e-10,3.290947633452898e-10
1992,2.2615940168232588e-08,2.2615940168232588e-08,2.940563625930537e-10,2.940563625930537e-10
1993,2.7546353515666462e-08,2.7546353515666462e-08,2.83410243685976e-10,2.83410243685976e-10
1994,3.120746353399032e-08,3.120746353399032e-08,2.4941989346898604e-10,2.4941989346898604e-10
1995,3.4223385268562975e-08,3.4223385268562975e-08,2.2808138562337354e-10,2.2808138562337354e-10
1996,4.454727126861664e-08,4.454727126861664e-08,1.8711939785341436e-10,1.8711939785341436e-10
1997,6.035428309506382e-08,6.035428309506382e-08,2.0166215572436919e-10,2.0166215572436919e-10
1998,7.565782057992822e-08,7.565782057992822e-08,2.15829594771685e-10,2.15829594771685e-10
1999,9.32286065489864e-08,9.32286065489864e-08,2.1467912616241717e-10,2.1467912616241717e-10
2000,1.1030982552792271e-07,1.1030982552792271e-07,1.8911039847175585e-10,1.8911039847175585e-10
2001,1.307956151005588e-07,1.307956151005588e-07,1.8481319897075847e-10,1.8481319897075847e-10
2002,1.6203235223396666e-07,1.6203235223396666e-07,2.2674305290491604e-10,2.2674305290491604e-10
2003,1.8895420136491987e-07,1.8895420136491987e-07,2.7489271573318975e-10,2.7489271573318975e-10
2004,2.134621865934605e-07,2.134621865934605e-07,2.5047066305937196e-10,2.5047066305937196e-10
2005,2.3133131727653173e-07,2.3133131727653173e-07,2.448063051877344e-10,2.448063051877344e-10
2006,2.467700872849881e-07,2.467700872849881e-07,2.5803264584535665e-10,2.5803264584535665e-10
2007,2.7214998965519044e-07,2.7214998965519044e-07,2.589063041339276e-10,2.589063041339276e-10
2008,2.7678193654472647e-07,2.7678193654472647e-07,2.542762726566648e-10,2.542762726566648e-10
2009,2.628131474986211e-07,2.628131474986211e-07,2.1010796649139392e-10,2.1010796649139392e-10
2010,2.4429891100550905e-07,2.4429891100550905e-07,1.4714608103411868e-10,1.4714608103411868e-10
2011,2.1552681874124703e-07,2.1552681874124703e-07,1.3705298899737072e-10,1.3705298899737072e-10
2012,2.0343428072270138e-07,2.0343428072270138e-07,1.022728340508269e-10,1.022728340508269e-10
2013,1.9079127712627398e-07,1.9079127712627398e-07,6.706463063459772e-11,6.706463063459772e-11
2014,1.5898300124003333e-07,1.5898300124003333e-07,4.5424575311520905e-11,4.5424575311520905e-11
2015,1.4475479304110195e-07,1.4475479304110195e-07,3.484241615463774e-11,3.484241615463774e-11
2016,1.3920684490845554e-07,1.3920684490845554e-07,3.069373698657721e-11,3.069373698657721e-11
2017,1.3526954726709542e-07,1.3526954726709542e-07,3.103314769511053e-11,3.103314769511053e-11
2018,1.4200647058260074e-07,1.4200647058260074e-07,3.723977723413263e-11,3.723977723413263e-11
2019,1.3396154940892302e-07,1.3396154940892302e-07,4.654972154266579e-11,4.654972154266579e-11
