ngram,Danaher,Danher,Danaher,Danher
1983,9.505695633801484e-08,2.020929465440524e-10,9.505695633801484e-08,2.020929465440524e-10
1984,9.059012333929267e-08,3.1902662555356136e-10,9.059012333929267e-08,3.1902662555356136e-10
1985,9.075942537200327e-08,3.51493585229853e-10,9.075942537200327e-08,3.51493585229853e-10
1986,9.144704599910775e-08,3.61653255953609e-10,9.144704599910775e-08,3.61653255953609e-10
1987,9.538550013335875e-08,5.699054135356794e-10,9.538550013335875e-08,5.699054135356794e-10
1988,9.82536058862544e-08,1.071009575668937e-09,9.82536058862544e-08,1.071009575668937e-09
1989,9.41908727522137e-08,1.0679716426685383e-09,9.41908727522137e-08,1.0679716426685383e-09
1990,9.073813243633464e-08,1.09976886922666e-09,9.073813243633464e-08,1.09976886922666e-09
1991,9.651004566941473e-08,1.0536399986620687e-09,9.651004566941473e-08,1.0536399986620687e-09
1992,9.67104867299895e-08,1.0521567882821564e-09,9.67104867299895e-08,1.0521567882821564e-09
1993,9.956230176807626e-08,1.0369380929306109e-09,9.956230176807626e-08,1.0369380929306109e-09
1994,1.0087253952763473e-07,8.675393597945558e-10,1.0087253952763473e-07,8.675393597945558e-10
1995,1.0266642139608198e-07,3.3857513221618214e-10,1.0266642139608198e-07,3.3857513221618214e-10
1996,1.0769850941220024e-07,3.1826912434894186e-10,1.0769850941220024e-07,3.1826912434894186e-10
1997,1.1175867647190379e-07,2.9467698420271304e-10,1.1175867647190379e-07,2.9467698420271304e-10
1998,1.1273566664320761e-07,2.505124907118247e-10,1.1273566664320761e-07,2.505124907118247e-10
1999,1.1616777685828441e-07,2.573912025976328e-10,1.1616777685828441e-07,2.573912025976328e-10
2000,1.198501777821548e-07,2.7441412931666116e-10,1.198501777821548e-07,2.7441412931666116e-10
2001,1.2224785247586363e-07,2.420131386959845e-10,1.2224785247586363e-07,2.420131386959845e-10
2002,1.2521859105163458e-07,2.272017207308582e-10,1.2521859105163458e-07,2.272017207308582e-10
2003,1.2413954765731562e-07,2.5184850435281246e-10,1.2413954765731562e-07,2.5184850435281246e-10
2004,1.2737978494214985e-07,2.7930386773241823e-10,1.2737978494214985e-07,2.7930386773241823e-10
2005,1.261066263477265e-07,4.2847510262067345e-10,1.261066263477265e-07,4.2847510262067345e-10
2006,1.2785156704759564e-07,3.9399893070335423e-10,1.2785156704759564e-07,3.9399893070335423e-10
2007,1.1985322702555224e-07,5.401353987093722e-10,1.1985322702555224e-07,5.401353987093722e-10
2008,1.1479479919021937e-07,4.997899083679171e-10,1.1479479919021937e-07,4.997899083679171e-10
2009,1.0943115061731337e-07,5.014988379927119e-10,1.0943115061731337e-07,5.014988379927119e-10
2010,1.0773182371589688e-07,7.12089882595349e-10,1.0773182371589688e-07,7.12089882595349e-10
2011,1.0110660347046568e-07,7.173331844198153e-10,1.0110660347046568e-07,7.173331844198153e-10
2012,9.515176811549151e-08,5.388350812168025e-10,9.515176811549151e-08,5.388350812168025e-10
2013,9.12841550919958e-08,5.937764620267405e-10,9.12841550919958e-08,5.937764620267405e-10
2014,9.188027507077225e-08,4.1648873932986774e-10,9.188027507077225e-08,4.1648873932986774e-10
2015,9.128952882520025e-08,4.1662833104107374e-10,9.128952882520025e-08,4.1662833104107374e-10
2016,9.134830086005813e-08,4.3547472275021603e-10,9.134830086005813e-08,4.3547472275021603e-10
2017,8.961746426431698e-08,2.2625733115770133e-10,8.961746426431698e-08,2.2625733115770133e-10
2018,9.035016006464502e-08,1.935165291899743e-10,9.035016006464502e-08,1.935165291899743e-10
2019,9.123918864872849e-08,2.32550910819751e-10,9.123918864872849e-08,2.32550910819751e-10
