ngram,Centene,Cetene,Centne,Centne
2006,5.883023179720226e-09,1.2871633074871903e-10,1.450985016661553e-10,1.450985016661553e-10
2007,5.909133880623228e-09,1.2352390142490932e-10,1.3506310653221831e-10,1.3506310653221831e-10
2008,5.713355867774185e-09,1.1889386994764654e-10,1.0992980484236803e-10,1.0992980484236803e-10
2009,5.201403625270424e-09,1.0449713713381722e-10,7.113005348415223e-11,7.113005348415223e-11
2010,4.834446351179419e-09,1.073637230706938e-10,5.0497504243605744e-11,5.0497504243605744e-11
2011,3.935538958213922e-09,9.646233316086748e-11,4.504680928869258e-11,4.504680928869258e-11
2012,3.1029876287494827e-09,8.15565521862714e-11,3.510962230271872e-11,3.510962230271872e-11
2013,1.8660688391339673e-09,6.09702635601117e-11,2.4816477989638865e-11,2.4816477989638865e-11
2014,1.5960501016059376e-09,7.136176372046776e-11,1.4082155828336924e-11,1.4082155828336924e-11
2015,1.56250233386755e-09,7.16409471428798e-11,1.422174753954294e-11,1.422174753954294e-11
2016,2.005950897451417e-09,7.797036726581957e-11,1.0073068371482411e-11,1.0073068371482411e-11
2017,2.08236059876891e-09,5.75319433297287e-11,1.1751913100062813e-11,1.1751913100062813e-11
2018,2.2453578329972855e-09,5.6039620166536966e-11,7.602939805506637e-12,7.602939805506637e-12
2019,2.376838753592736e-09,7.00495252081712e-11,9.503674756883296e-12,9.503674756883296e-12
