ngram,KDDI,KDI,KDD,KDD
1985,4.429215179148547e-11,7.284353843926641e-08,1.1403618925344614e-07,1.1403618925344614e-07
1986,2.515488080731146e-10,7.762345636105497e-08,1.2067572998018606e-07,1.2067572998018606e-07
1987,2.905242529684303e-10,8.174590756685315e-08,1.268510406557003e-07,1.268510406557003e-07
1988,4.083582177762311e-10,8.329971836116914e-08,1.3358772881539543e-07,1.3358772881539543e-07
1989,4.150102295549399e-10,8.273054926836007e-08,1.3349753049039593e-07,1.3349753049039593e-07
1990,6.073315962243761e-10,8.151757161353349e-08,1.2558521892255419e-07,1.2558521892255419e-07
1991,7.576434415362027e-10,8.140778058012594e-08,1.11778967542315e-07,1.11778967542315e-07
1992,9.777103764493526e-10,7.940001824278755e-08,1.170194678934422e-07,1.170194678934422e-07
1993,9.250463445837592e-10,7.468273973846148e-08,1.435009520735418e-07,1.435009520735418e-07
1994,8.977434624064212e-10,7.45091165908564e-08,1.6953149233651337e-07,1.6953149233651337e-07
1995,9.140392525205535e-10,7.363162777908525e-08,1.836100470395e-07,1.836100470395e-07
1996,9.95615792190715e-10,7.306958441485481e-08,2.044252767063881e-07,2.044252767063881e-07
1997,2.3835886240965364e-09,7.271479012566878e-08,2.2891541919177273e-07,2.2891541919177273e-07
1998,6.04504365215546e-09,6.892851343666604e-08,2.4494932355472496e-07,2.4494932355472496e-07
1999,1.1118053965570546e-08,6.809983891084162e-08,2.483551497789449e-07,2.483551497789449e-07
2000,1.5439335488658708e-08,6.744439165881236e-08,2.400274914699756e-07,2.400274914699756e-07
2001,2.0774517265184248e-08,6.330402868570673e-08,2.2579430338152763e-07,2.2579430338152763e-07
2002,2.697528100892299e-08,5.748647323246457e-08,2.2912576420302295e-07,2.2912576420302295e-07
2003,3.3355356445140064e-08,5.118207013765641e-08,2.2535149517872404e-07,2.2535149517872404e-07
2004,3.632973744061019e-08,4.5395880070892806e-08,2.0852638726864825e-07,2.0852638726864825e-07
2005,3.8398403441013736e-08,4.263209264974778e-08,2.047372191782415e-07,2.047372191782415e-07
2006,3.773097846858166e-08,3.59936157069894e-08,2.0256526462552366e-07,2.0256526462552366e-07
2007,3.6604212740241696e-08,3.074528695127096e-08,1.9533598763895759e-07,1.9533598763895759e-07
2008,3.31807655637054e-08,2.6183997446439988e-08,1.957333028355736e-07,1.957333028355736e-07
2009,2.809462453155577e-08,2.418434671572608e-08,1.8631421028203476e-07,1.8631421028203476e-07
2010,2.3091935348012223e-08,2.2900811913473262e-08,1.7505809069007228e-07,1.7505809069007228e-07
2011,2.008506072570526e-08,2.176258462327496e-08,1.748021795882388e-07,1.748021795882388e-07
2012,1.5612339484708367e-08,1.926474154804022e-08,1.6258405009596443e-07,1.6258405009596443e-07
2013,1.2548887643301247e-08,1.912306135665176e-08,1.600870872055436e-07,1.600870872055436e-07
2014,1.0207754768438398e-08,1.9445431550682964e-08,1.5447871654877027e-07,1.5447871654877027e-07
2015,9.221447605511912e-09,2.0214946288328e-08,1.6097619339104442e-07,1.6097619339104442e-07
2016,9.030379238034974e-09,2.0432134587419374e-08,1.672504542479406e-07,1.672504542479406e-07
2017,8.825558506231346e-09,2.0183688054231652e-08,1.7215672680019148e-07,1.7215672680019148e-07
2018,8.413385899075365e-09,1.914442879780154e-08,1.7650255301759898e-07,1.7650255301759898e-07
2019,8.040373478124252e-09,2.0519701937615764e-08,1.8962230896590881e-07,1.8962230896590881e-07
