ngram,Sompo,Sompo,Sompo,Sompo
2001,2.9645835151827426e-09,2.9645835151827426e-09,2.9645835151827426e-09,2.9645835151827426e-09
2002,4.112711155761823e-09,4.112711155761823e-09,4.112711155761823e-09,4.112711155761823e-09
2003,6.343356522593118e-09,6.343356522593118e-09,6.343356522593118e-09,6.343356522593118e-09
2004,8.06807265441023e-09,8.06807265441023e-09,8.06807265441023e-09,8.06807265441023e-09
2005,9.377807482938546e-09,9.377807482938546e-09,9.377807482938546e-09,9.377807482938546e-09
2006,9.545212937516517e-09,9.545212937516517e-09,9.545212937516517e-09,9.545212937516517e-09
2007,9.152958867021864e-09,9.152958867021864e-09,9.152958867021864e-09,9.152958867021864e-09
2008,8.383304272996384e-09,8.383304272996384e-09,8.383304272996384e-09,8.383304272996384e-09
2009,7.416733846124909e-09,7.416733846124909e-09,7.416733846124909e-09,7.416733846124909e-09
2010,5.818063253393291e-09,5.818063253393291e-09,5.818063253393291e-09,5.818063253393291e-09
2011,4.270565758167168e-09,4.270565758167168e-09,4.270565758167168e-09,4.270565758167168e-09
2012,3.0344445369122143e-09,3.0344445369122143e-09,3.0344445369122143e-09,3.0344445369122143e-09
2013,2.3272490284093853e-09,2.3272490284093853e-09,2.3272490284093853e-09,2.3272490284093853e-09
2014,2.3199317704986858e-09,2.3199317704986858e-09,2.3199317704986858e-09,2.3199317704986858e-09
2015,2.4573870557479236e-09,2.4573870557479236e-09,2.4573870557479236e-09,2.4573870557479236e-09
2016,2.738185916102103e-09,2.738185916102103e-09,2.738185916102103e-09,2.738185916102103e-09
2017,2.3396082663810582e-09,2.3396082663810582e-09,2.3396082663810582e-09,2.3396082663810582e-09
2018,2.4305672807756196e-09,2.4305672807756196e-09,2.4305672807756196e-09,2.4305672807756196e-09
2019,2.636384832666039e-09,2.636384832666039e-09,2.636384832666039e-09,2.636384832666039e-09
