ngram,Allstate,Allstat,Alstate,Alstate
1642,0.0,0.0,0.0,0.0
1643,0.0,0.0,0.0,0.0
1644,0.0,0.0,0.0,0.0
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.0,0.0
1651,0.0,0.0,0.0,0.0
1652,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,0.0
1654,0.0,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0
1656,0.0,0.0,0.0,0.0
1657,0.0,0.0,0.0,0.0
1658,0.0,0.0,0.0,0.0
1659,0.0,0.0,0.0,0.0
1660,0.0,0.0,0.0,0.0
1661,0.0,0.0,0.0,0.0
1662,0.0,0.0,0.0,0.0
1663,0.0,0.0,0.0,0.0
1664,0.0,0.0,0.0,0.0
1665,0.0,0.0,0.0,0.0
1666,0.0,0.0,0.0,0.0
1667,0.0,0.0,0.0,0.0
1668,0.0,0.0,0.0,0.0
1669,0.0,0.0,0.0,0.0
1670,0.0,0.0,0.0,0.0
1671,0.0,0.0,0.0,0.0
1672,0.0,0.0,0.0,0.0
1673,0.0,0.0,0.0,0.0
1674,0.0,0.0,0.0,0.0
1675,0.0,0.0,0.0,0.0
1676,0.0,0.0,0.0,0.0
1677,0.0,0.0,0.0,0.0
1678,0.0,0.0,0.0,0.0
1679,0.0,0.0,0.0,0.0
1680,0.0,0.0,0.0,0.0
1681,0.0,0.0,0.0,0.0
1682,0.0,0.0,0.0,0.0
1683,0.0,0.0,0.0,0.0
1684,0.0,0.0,0.0,0.0
1685,0.0,0.0,0.0,0.0
1686,0.0,0.0,0.0,0.0
1687,0.0,0.0,0.0,0.0
1688,0.0,0.0,0.0,0.0
1689,0.0,0.0,0.0,0.0
1690,0.0,0.0,0.0,0.0
1691,0.0,0.0,0.0,0.0
1692,0.0,0.0,0.0,0.0
1693,0.0,0.0,0.0,0.0
1694,0.0,0.0,0.0,0.0
1695,0.0,0.0,0.0,0.0
1696,0.0,0.0,0.0,0.0
1697,0.0,0.0,0.0,0.0
1698,0.0,0.0,0.0,0.0
1699,0.0,0.0,0.0,0.0
1700,0.0,0.0,0.0,0.0
1701,0.0,0.0,0.0,0.0
1702,0.0,0.0,0.0,0.0
1703,0.0,0.0,0.0,0.0
1704,0.0,0.0,0.0,0.0
1705,0.0,0.0,0.0,0.0
1706,0.0,0.0,0.0,0.0
1707,0.0,0.0,0.0,0.0
1708,0.0,0.0,0.0,0.0
1709,0.0,0.0,0.0,0.0
1710,0.0,0.0,0.0,0.0
1711,0.0,0.0,0.0,0.0
1712,0.0,0.0,0.0,0.0
1713,0.0,0.0,0.0,0.0
1714,0.0,0.0,0.0,0.0
1715,0.0,0.0,0.0,0.0
1716,0.0,0.0,0.0,0.0
1717,0.0,0.0,0.0,0.0
1718,0.0,0.0,0.0,0.0
1719,0.0,0.0,0.0,0.0
1720,0.0,0.0,0.0,0.0
1721,0.0,0.0,0.0,0.0
1722,0.0,0.0,0.0,0.0
1723,0.0,0.0,0.0,0.0
1724,0.0,0.0,5.870919750350367e-09,5.870919750350367e-09
1725,0.0,0.0,5.870919750350367e-09,5.870919750350367e-09
1726,0.0,0.0,5.870919750350367e-09,5.870919750350367e-09
1727,0.0,0.0,5.870919750350367e-09,5.870919750350367e-09
1728,0.0,0.0,5.870919750350367e-09,5.870919750350367e-09
1729,0.0,0.0,5.870919750350367e-09,5.870919750350367e-09
1730,0.0,0.0,5.870919750350367e-09,5.870919750350367e-09
1731,0.0,0.0,0.0,0.0
1732,0.0,0.0,0.0,0.0
1733,0.0,0.0,0.0,0.0
1734,0.0,0.0,0.0,0.0
1735,0.0,0.0,0.0,0.0
1736,0.0,0.0,0.0,0.0
1737,0.0,0.0,0.0,0.0
1738,0.0,0.0,0.0,0.0
1739,0.0,0.0,0.0,0.0
1740,0.0,0.0,0.0,0.0
1741,0.0,0.0,0.0,0.0
1742,0.0,0.0,0.0,0.0
1743,0.0,0.0,0.0,0.0
1744,0.0,0.0,0.0,0.0
1745,0.0,0.0,0.0,0.0
1746,0.0,0.0,0.0,0.0
1747,0.0,0.0,0.0,0.0
1748,0.0,0.0,0.0,0.0
1749,0.0,0.0,0.0,0.0
1750,0.0,0.0,0.0,0.0
1751,1.4276554541733536e-08,0.0,0.0,0.0
1752,1.4276554541733536e-08,0.0,0.0,0.0
1753,1.4276554541733536e-08,0.0,0.0,0.0
1754,1.4276554541733536e-08,0.0,0.0,0.0
1755,1.4276554541733536e-08,0.0,0.0,0.0
1756,1.4276554541733536e-08,0.0,0.0,0.0
1757,1.4276554541733536e-08,0.0,0.0,0.0
1758,0.0,0.0,0.0,0.0
1759,0.0,0.0,0.0,0.0
1760,0.0,0.0,0.0,0.0
1761,0.0,0.0,0.0,0.0
1762,0.0,0.0,0.0,0.0
1763,0.0,0.0,0.0,0.0
1764,0.0,0.0,0.0,0.0
1765,0.0,0.0,0.0,0.0
1766,0.0,0.0,0.0,0.0
1767,0.0,0.0,0.0,0.0
1768,0.0,0.0,0.0,0.0
1769,0.0,0.0,0.0,0.0
1770,0.0,0.0,0.0,0.0
1771,0.0,0.0,0.0,0.0
1772,0.0,0.0,0.0,0.0
1773,0.0,0.0,0.0,0.0
1774,0.0,0.0,0.0,0.0
1775,0.0,0.0,0.0,0.0
1776,0.0,0.0,0.0,0.0
1777,0.0,0.0,0.0,0.0
1778,0.0,0.0,0.0,0.0
1779,0.0,0.0,0.0,0.0
1780,0.0,0.0,0.0,0.0
1781,0.0,0.0,0.0,0.0
1782,0.0,0.0,0.0,0.0
1783,0.0,0.0,0.0,0.0
1784,0.0,0.0,0.0,0.0
1785,0.0,0.0,0.0,0.0
1786,0.0,0.0,0.0,0.0
1787,0.0,0.0,0.0,0.0
1788,0.0,0.0,0.0,0.0
1789,0.0,0.0,0.0,0.0
1790,0.0,0.0,0.0,0.0
1791,0.0,0.0,0.0,0.0
1792,0.0,0.0,0.0,0.0
1793,0.0,0.0,0.0,0.0
1794,0.0,0.0,0.0,0.0
1795,9.132721245919129e-10,0.0,0.0,0.0
1796,9.132721245919129e-10,0.0,0.0,0.0
1797,9.132721245919129e-10,0.0,0.0,0.0
1798,9.132721245919129e-10,0.0,0.0,0.0
1799,9.132721245919129e-10,0.0,0.0,0.0
1800,9.132721245919129e-10,0.0,0.0,0.0
1801,9.132721245919129e-10,0.0,0.0,0.0
1802,0.0,0.0,0.0,0.0
1803,0.0,0.0,0.0,0.0
1804,0.0,0.0,0.0,0.0
1805,0.0,0.0,0.0,0.0
1806,0.0,0.0,0.0,0.0
1807,0.0,0.0,0.0,0.0
1808,0.0,0.0,0.0,0.0
1809,0.0,0.0,0.0,0.0
1810,0.0,0.0,0.0,0.0
1811,0.0,0.0,0.0,0.0
1812,0.0,0.0,0.0,0.0
1813,0.0,0.0,0.0,0.0
1814,0.0,0.0,0.0,0.0
1815,0.0,0.0,0.0,0.0
1816,5.705181723872751e-10,0.0,0.0,0.0
1817,5.705181723872751e-10,0.0,0.0,0.0
1818,5.705181723872751e-10,0.0,0.0,0.0
1819,5.705181723872751e-10,0.0,0.0,0.0
1820,5.705181723872751e-10,0.0,0.0,0.0
1821,5.705181723872751e-10,0.0,0.0,0.0
1822,5.705181723872751e-10,0.0,0.0,0.0
1823,0.0,0.0,0.0,0.0
1824,0.0,0.0,0.0,0.0
1825,0.0,0.0,0.0,0.0
1826,0.0,0.0,0.0,0.0
1827,3.137118184274154e-10,0.0,0.0,0.0
1828,3.137118184274154e-10,0.0,0.0,0.0
1829,4.985707957594343e-08,0.0,8.714010846233577e-09,8.714010846233577e-09
1830,4.985707957594343e-08,0.0,8.714010846233577e-09,8.714010846233577e-09
1831,4.994997423616151e-08,0.0,8.714010846233577e-09,8.714010846233577e-09
1832,4.994997423616151e-08,0.0,8.714010846233577e-09,8.714010846233577e-09
1833,4.994997423616151e-08,0.0,8.714010846233577e-09,8.714010846233577e-09
1834,4.96362624177341e-08,0.0,8.714010846233577e-09,8.714010846233577e-09
1835,4.972004581858615e-08,0.0,8.797794247085631e-09,8.797794247085631e-09
1836,1.7667806107013462e-10,0.0,8.37834008520539e-11,8.37834008520539e-11
1837,2.541194714973065e-10,0.0,8.37834008520539e-11,8.37834008520539e-11
1838,1.6122481127922583e-10,0.0,8.37834008520539e-11,8.37834008520539e-11
1839,1.6122481127922583e-10,0.0,8.37834008520539e-11,8.37834008520539e-11
1840,1.6122481127922583e-10,0.0,8.37834008520539e-11,8.37834008520539e-11
1841,1.6122481127922583e-10,1.3995522201477277e-10,8.37834008520539e-11,8.37834008520539e-11
1842,7.744141042717193e-11,1.3995522201477277e-10,0.0,0.0
1843,7.744141042717193e-11,1.3995522201477277e-10,0.0,0.0
1844,0.0,1.3995522201477277e-10,0.0,0.0
1845,0.0,1.3995522201477277e-10,0.0,0.0
1846,6.52204996358969e-11,1.3995522201477277e-10,0.0,0.0
1847,6.52204996358969e-11,1.3995522201477277e-10,6.060546509090159e-11,6.060546509090159e-11
1848,6.52204996358969e-11,0.0,6.060546509090159e-11,6.060546509090159e-11
1849,6.52204996358969e-11,0.0,6.060546509090159e-11,6.060546509090159e-11
1850,6.52204996358969e-11,0.0,6.060546509090159e-11,6.060546509090159e-11
1851,6.52204996358969e-11,0.0,6.060546509090159e-11,6.060546509090159e-11
1852,6.52204996358969e-11,0.0,6.060546509090159e-11,6.060546509090159e-11
1853,0.0,0.0,6.060546509090159e-11,6.060546509090159e-11
1854,0.0,0.0,0.0,0.0
1855,0.0,0.0,0.0,0.0
1856,1.640060531826748e-09,0.0,0.0,0.0
1857,1.640060531826748e-09,0.0,0.0,0.0
1858,1.640060531826748e-09,0.0,0.0,0.0
1859,1.700989920345413e-09,0.0,0.0,0.0
1860,1.7619851292291093e-09,0.0,0.0,0.0
1861,1.8184718096416118e-09,0.0,0.0,0.0
1862,1.8184718096416118e-09,0.0,0.0,0.0
1863,2.2614915892330397e-10,0.0,0.0,0.0
1864,5.087198876437985e-10,0.0,0.0,0.0
1865,5.087198876437985e-10,0.0,0.0,0.0
1866,4.477904991251336e-10,0.0,0.0,0.0
1867,3.8679529024143733e-10,0.0,0.0,0.0
1868,3.3030860982893474e-10,0.0,0.0,0.0
1869,3.698944959852822e-10,0.0,0.0,0.0
1870,4.066295355986682e-10,0.0,4.223646036091314e-11,4.223646036091314e-11
1871,4.4866730568899575e-10,0.0,4.223646036091314e-11,4.223646036091314e-11
1872,4.896190159658126e-10,0.0,4.223646036091314e-11,4.223646036091314e-11
1873,4.896190159658126e-10,0.0,4.223646036091314e-11,4.223646036091314e-11
1874,4.896190159658126e-10,0.0,4.223646036091314e-11,4.223646036091314e-11
1875,4.896190159658126e-10,0.0,4.223646036091314e-11,4.223646036091314e-11
1876,4.883651142214721e-10,0.0,4.223646036091314e-11,4.223646036091314e-11
1877,4.388438660082475e-10,0.0,0.0,0.0
1878,5.859450543813491e-10,0.0,0.0,0.0
1879,5.449933441045321e-10,6.982762780692399e-11,0.0,0.0
1880,5.449933441045321e-10,6.982762780692399e-11,0.0,0.0
1881,7.028213170176148e-10,6.982762780692399e-11,0.0,0.0
1882,8.648692159266399e-10,6.982762780692399e-11,3.240957898878857e-11,3.240957898878857e-11
1883,1.5011124208731884e-09,6.982762780692399e-11,3.240957898878857e-11,3.240957898878857e-11
1884,1.4661607483645867e-09,6.982762780692399e-11,3.240957898878857e-11,3.240957898878857e-11
1885,9.94451061180663e-10,6.982762780692399e-11,3.240957898878857e-11,3.240957898878857e-11
1886,9.94451061180663e-10,0.0,3.240957898878857e-11,3.240957898878857e-11
1887,1.3536926500380885e-09,0.0,3.240957898878857e-11,3.240957898878857e-11
1888,1.8439328794020833e-09,0.0,3.240957898878857e-11,3.240957898878857e-11
1889,1.9435939207263733e-09,0.0,0.0,0.0
1890,1.4460885663528496e-09,0.0,0.0,0.0
1891,1.522903723762324e-09,0.0,0.0,0.0
1892,1.567846888031862e-09,0.0,2.247158213476906e-11,2.247158213476906e-11
1893,1.8215252996421428e-09,0.0,2.247158213476906e-11,2.247158213476906e-11
1894,1.4843754836402212e-09,0.0,4.4563354990272734e-11,4.4563354990272734e-11
1895,2.1912645705882537e-09,2.1171207644142344e-11,6.573456263441507e-11,6.573456263441507e-11
1896,1.968316482026111e-09,2.1171207644142344e-11,6.573456263441507e-11,6.573456263441507e-11
1897,1.9770142071059584e-09,2.1171207644142344e-11,6.573456263441507e-11,6.573456263441507e-11
1898,1.9543135562230927e-09,2.1171207644142344e-11,6.573456263441507e-11,6.573456263441507e-11
1899,1.9093703919535544e-09,2.1171207644142344e-11,4.3262980499646024e-11,4.3262980499646024e-11
1900,1.6918331894163634e-09,3.9241812180687166e-11,4.3262980499646024e-11,4.3262980499646024e-11
1901,2.0296118357394325e-09,3.9241812180687166e-11,2.1171207644142344e-11,2.1171207644142344e-11
1902,6.918728367999449e-10,1.8070604536544822e-11,0.0,0.0
1903,6.690511299740314e-10,1.8070604536544822e-11,0.0,0.0
1904,5.149910498047916e-10,1.8070604536544822e-11,0.0,0.0
1905,4.76123405582626e-10,1.8070604536544822e-11,1.5246862304442642e-11,1.5246862304442642e-11
1906,5.381833500675956e-10,1.8873545187021128e-10,1.5246862304442642e-11,1.5246862304442642e-11
1907,7.217947539265143e-10,1.7066484733366646e-10,2.989703623557105e-11,2.989703623557105e-11
1908,4.991688679464471e-10,1.7066484733366646e-10,7.107039857417214e-11,7.107039857417214e-11
1909,4.957315867328203e-10,1.7066484733366646e-10,8.485140764616768e-11,8.485140764616768e-11
1910,5.211141101968408e-10,1.7066484733366646e-10,1.1239918717986797e-10,1.1239918717986797e-10
1911,5.033845622083786e-10,1.8464277924084323e-10,1.2637711908704474e-10,1.2637711908704474e-10
1912,5.313800223251595e-10,1.8464277924084323e-10,1.1113025678260208e-10,1.1113025678260208e-10
1913,5.122138338475857e-10,1.3977931907176761e-11,1.1113025678260208e-10,1.1113025678260208e-10
1914,3.3631068862322826e-10,1.3977931907176761e-11,1.25713061984088e-10,1.25713061984088e-10
1915,2.628210456807294e-10,1.3977931907176761e-11,1.0047842220948868e-10,1.0047842220948868e-10
1916,4.748179726383433e-10,1.3977931907176761e-11,8.669741313749313e-11,8.669741313749313e-11
1917,5.033249789176963e-10,1.3977931907176761e-11,5.914963360379285e-11,5.914963360379285e-11
1918,5.468680032625985e-10,0.0,4.517170169661609e-11,4.517170169661609e-11
1919,1.938406102297563e-09,0.0,4.517170169661609e-11,4.517170169661609e-11
1920,2.0579239225414015e-09,0.0,4.517170169661609e-11,4.517170169661609e-11
1921,2.267078929347426e-09,0.0,1.593872256400175e-11,1.593872256400175e-11
1922,2.8554090282715906e-09,2.4151296042416804e-11,0.0,0.0
1923,2.997932767114163e-09,2.4151296042416804e-11,0.0,0.0
1924,5.4191002003228e-09,7.299435659088464e-11,0.0,0.0
1925,6.051734478619762e-09,7.299435659088464e-11,0.0,0.0
1926,4.983721467257039e-09,7.299435659088464e-11,0.0,0.0
1927,5.54893800749515e-09,7.299435659088464e-11,0.0,0.0
1928,1.2115969878172855e-08,7.299435659088464e-11,0.0,0.0
1929,2.304478036967745e-08,4.884306054846783e-11,0.0,0.0
1930,3.0027874631244345e-08,4.884306054846783e-11,0.0,0.0
1931,3.921056784023895e-08,0.0,2.6233009812034627e-11,2.6233009812034627e-11
1932,5.128776524111954e-08,0.0,1.208059941764412e-10,1.208059941764412e-10
1933,7.193361017954203e-08,0.0,2.1347462884703716e-10,2.1347462884703716e-10
1934,8.520346790013328e-08,0.0,2.1347462884703716e-10,2.1347462884703716e-10
1935,9.569462987103958e-08,0.0,2.579192950483541e-10,2.579192950483541e-10
1936,1.0251773728344102e-07,2.093743234343748e-11,2.579192950483541e-10,2.579192950483541e-10
1937,1.1496055358455643e-07,2.093743234343748e-11,2.803617120207745e-10,2.803617120207745e-10
1938,1.4474665529665538e-07,4.268968313768186e-11,4.93403460945428e-10,4.93403460945428e-10
1939,1.4925575543754478e-07,6.758370847086731e-11,4.735125545631189e-10,4.735125545631189e-10
1940,1.6773262753336633e-07,6.758370847086731e-11,5.098102337112006e-10,5.098102337112006e-10
1941,1.7342623997202671e-07,9.51622788506309e-11,5.098102337112006e-10,5.098102337112006e-10
1942,1.7773522488693872e-07,1.200703247145845e-10,6.646299344215123e-10,6.646299344215123e-10
1943,1.793900809486461e-07,9.913289237114701e-11,1.0293364533746946e-09,1.0293364533746946e-09
1944,1.7839644986647078e-07,9.913289237114701e-11,1.2535212312592137e-09,1.2535212312592137e-09
1945,1.6062366674824651e-07,9.615006211850994e-11,1.183171251449368e-09,1.183171251449368e-09
1946,1.6338696744761754e-07,1.0435224509893918e-10,1.4394512566034174e-09,1.4394512566034174e-09
1947,1.4999127781071104e-07,1.5402317120129438e-10,1.5422826032158404e-09,1.5422826032158404e-09
1948,1.5760887858310264e-07,1.2644460082153079e-10,2.260482578897438e-09,2.260482578897438e-09
1949,1.6212716705662649e-07,1.015365549575772e-10,6.4147957739330815e-09,6.4147957739330815e-09
1950,1.7133986521652593e-07,1.1845653029902385e-10,1.2395080073446252e-08,1.2395080073446252e-08
1951,1.8725929302425876e-07,1.3500562870020057e-10,1.4531523127660404e-08,1.4531523127660404e-08
1952,2.0253121338750395e-07,1.1623620815859326e-10,1.5821205678889783e-08,1.5821205678889783e-08
1953,2.224048785137711e-07,2.714108432047954e-10,1.7121924164190513e-08,1.7121924164190513e-08
1954,2.6897795635250077e-07,2.5077182889767155e-10,1.74707647713847e-08,1.74707647713847e-08
1955,3.729437005566589e-07,3.5223159012514367e-10,1.7477277403088465e-08,1.7477277403088465e-08
1956,4.3388935466737166e-07,3.791676010865354e-10,1.4618648387048389e-08,1.4618648387048389e-08
1957,4.945757560952708e-07,3.8773507718018306e-10,1.0236191323136673e-08,1.0236191323136673e-08
1958,5.192814731864408e-07,3.9498959460347397e-10,9.269436266176205e-09,9.269436266176205e-09
1959,5.477021837967706e-07,4.0628353360177323e-10,8.273880437924066e-09,8.273880437924066e-09
1960,5.69611285884873e-07,2.4977627406862016e-10,7.499816577295957e-09,7.499816577295957e-09
1961,5.636224053822454e-07,3.10788913453803e-10,7.448190032986548e-09,7.448190032986548e-09
1962,5.048722471201472e-07,2.093291522263309e-10,7.4069951124958575e-09,7.4069951124958575e-09
1963,5.074180202362706e-07,2.0220085427442262e-10,6.7043550711076705e-09,6.7043550711076705e-09
1964,4.920505724775077e-07,1.7671340283932834e-10,5.371353044887022e-09,5.371353044887022e-09
1965,5.135384810728283e-07,1.705399502172078e-10,4.245935539667503e-09,4.245935539667503e-09
1966,5.317681817424662e-07,1.7683215407832924e-10,4.328054486230875e-09,4.328054486230875e-09
1967,5.494416370765975e-07,1.627579281666363e-10,4.24876952668082e-09,4.24876952668082e-09
1968,5.800704668347732e-07,1.5242225140773717e-10,3.87031900179429e-09,3.87031900179429e-09
1969,5.94424477640132e-07,1.7037602281381022e-10,3.5817842818681403e-09,3.5817842818681403e-09
1970,5.952520609753265e-07,1.7687683658998817e-10,3.0174830094915298e-09,3.0174830094915298e-09
1971,6.204461929623253e-07,1.8582773712662514e-10,3.220385022143343e-09,3.220385022143343e-09
1972,6.334607535661365e-07,1.7689301908184263e-10,3.407736807023046e-09,3.407736807023046e-09
1973,6.475774106157977e-07,1.6756097303322852e-10,3.5641645666574716e-09,3.5641645666574716e-09
1974,6.603763478908929e-07,1.5801911812781836e-10,2.9895203931421375e-09,2.9895203931421375e-09
1975,6.604402967371113e-07,7.831024370630324e-11,3.2282151872310904e-09,3.2282151872310904e-09
1976,6.561684732072795e-07,8.446576622657607e-11,3.0180701430079384e-09,3.0180701430079384e-09
1977,6.484713139798259e-07,8.223647209632773e-11,2.9746703671713296e-09,2.9746703671713296e-09
1978,6.500329813466774e-07,7.328557155969077e-11,2.4033543409375723e-09,2.4033543409375723e-09
1979,6.589933556304979e-07,8.084552818865554e-11,2.14455278931983e-09,2.14455278931983e-09
1980,6.58920458006053e-07,1.823070172007097e-10,1.7015698849931482e-09,1.7015698849931482e-09
1981,6.815837179731586e-07,1.970489109183658e-10,1.7496656663189875e-09,1.7496656663189875e-09
1982,6.874476607013744e-07,1.970489109183658e-10,1.5605200465174107e-09,1.5605200465174107e-09
1983,7.069365486651285e-07,1.9514713456292299e-10,1.5385372499819384e-09,1.5385372499819384e-09
1984,7.177713346858841e-07,1.7841849525579434e-10,1.6038499734654416e-09,1.6038499734654416e-09
1985,7.190982468533289e-07,1.8565257020200906e-10,1.7912449143001448e-09,1.7912449143001448e-09
1986,7.247707084648677e-07,1.763057234926979e-10,1.744510869094995e-09,1.744510869094995e-09
1987,7.25710492588405e-07,8.665253980625184e-11,1.626332386222324e-09,1.626332386222324e-09
1988,7.35330550989082e-07,8.45573725126249e-11,1.4438631242999885e-09,1.4438631242999885e-09
1989,7.47521547899461e-07,1.0451340735311604e-10,1.3302289032195753e-09,1.3302289032195753e-09
1990,7.62750646897205e-07,9.562081434195363e-11,1.30718048290441e-09,1.30718048290441e-09
1991,8.094554086060921e-07,1.7367070926207643e-10,1.2083534728368761e-09,1.2083534728368761e-09
1992,8.313442013526842e-07,2.109730564850817e-10,8.680007030597331e-10,8.680007030597331e-10
1993,8.414008009692355e-07,2.362712981612043e-10,8.756448899305269e-10,8.756448899305269e-10
1994,8.590023006555774e-07,2.487245449283344e-10,9.693207506497207e-10,9.693207506497207e-10
1995,8.725649455040443e-07,2.726402338020557e-10,1.4492999657532225e-09,1.4492999657532225e-09
1996,8.894883600467958e-07,2.8419439420826874e-10,1.5833951848089255e-09,1.5833951848089255e-09
1997,8.893773367292721e-07,2.8238451854623037e-10,2.02459343734418e-09,2.02459343734418e-09
1998,8.494549693490885e-07,2.374285430960045e-10,1.983278232118936e-09,1.983278232118936e-09
1999,8.338947411955035e-07,1.9831536512177854e-10,2.189666511601526e-09,2.189666511601526e-09
2000,8.019906821183602e-07,1.868782856636767e-10,2.2689299169645747e-09,2.2689299169645747e-09
2001,7.785276758503252e-07,1.9999920668002857e-10,2.2325757116042108e-09,2.2325757116042108e-09
2002,7.405747542829236e-07,1.6602639600428659e-10,1.876550343687151e-09,1.876550343687151e-09
