ngram,Uber,Ubr,Uber,Ubr
1633,0.0,0.0,0.0,0.0
1634,0.0,0.0,0.0,0.0
1635,8.231971345854358e-08,0.0,8.231971345854358e-08,0.0
1636,8.231971345854358e-08,0.0,8.231971345854358e-08,0.0
1637,8.231971345854358e-08,0.0,8.231971345854358e-08,0.0
1638,8.231971345854358e-08,6.733503710165678e-08,8.231971345854358e-08,6.733503710165678e-08
1639,8.231971345854358e-08,6.733503710165678e-08,8.231971345854358e-08,6.733503710165678e-08
1640,8.231971345854358e-08,6.733503710165678e-08,8.231971345854358e-08,6.733503710165678e-08
1641,8.231971345854358e-08,6.733503710165678e-08,8.231971345854358e-08,6.733503710165678e-08
1642,0.0,6.733503710165678e-08,0.0,6.733503710165678e-08
1643,0.0,6.733503710165678e-08,0.0,6.733503710165678e-08
1644,0.0,6.733503710165678e-08,0.0,6.733503710165678e-08
1645,0.0,0.0,0.0,0.0
1646,1.007384103754053e-07,0.0,1.007384103754053e-07,0.0
1647,1.007384103754053e-07,0.0,1.007384103754053e-07,0.0
1648,1.007384103754053e-07,0.0,1.007384103754053e-07,0.0
1649,1.007384103754053e-07,0.0,1.007384103754053e-07,0.0
1650,1.007384103754053e-07,0.0,1.007384103754053e-07,0.0
1651,1.007384103754053e-07,0.0,1.007384103754053e-07,0.0
1652,1.007384103754053e-07,0.0,1.007384103754053e-07,0.0
1653,0.0,0.0,0.0,0.0
1654,0.0,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0
1656,0.0,0.0,0.0,0.0
1657,2.7804432534139778e-08,0.0,2.7804432534139778e-08,0.0
1658,8.142006687908829e-08,0.0,8.142006687908829e-08,0.0
1659,8.142006687908829e-08,0.0,8.142006687908829e-08,0.0
1660,8.142006687908829e-08,0.0,8.142006687908829e-08,0.0
1661,8.142006687908829e-08,0.0,8.142006687908829e-08,0.0
1662,8.142006687908829e-08,0.0,8.142006687908829e-08,0.0
1663,8.142006687908829e-08,0.0,8.142006687908829e-08,0.0
1664,5.361563434494851e-08,0.0,5.361563434494851e-08,0.0
1665,0.0,0.0,0.0,0.0
1666,0.0,0.0,0.0,0.0
1667,0.0,0.0,0.0,0.0
1668,0.0,0.0,0.0,0.0
1669,0.0,0.0,0.0,0.0
1670,0.0,0.0,0.0,0.0
1671,0.0,0.0,0.0,0.0
1672,0.0,0.0,0.0,0.0
1673,0.0,0.0,0.0,0.0
1674,0.0,0.0,0.0,0.0
1675,0.0,0.0,0.0,0.0
1676,0.0,0.0,0.0,0.0
1677,0.0,0.0,0.0,0.0
1678,0.0,1.991857142716721e-08,0.0,1.991857142716721e-08
1679,0.0,1.991857142716721e-08,0.0,1.991857142716721e-08
1680,0.0,5.612242911671014e-08,0.0,5.612242911671014e-08
1681,0.0,5.612242911671014e-08,0.0,5.612242911671014e-08
1682,2.016103297007378e-08,5.612242911671014e-08,2.016103297007378e-08,5.612242911671014e-08
1683,2.016103297007378e-08,5.612242911671014e-08,2.016103297007378e-08,5.612242911671014e-08
1684,2.016103297007378e-08,5.612242911671014e-08,2.016103297007378e-08,5.612242911671014e-08
1685,2.016103297007378e-08,3.620385768954293e-08,2.016103297007378e-08,3.620385768954293e-08
1686,2.016103297007378e-08,3.620385768954293e-08,2.016103297007378e-08,3.620385768954293e-08
1687,2.016103297007378e-08,0.0,2.016103297007378e-08,0.0
1688,2.016103297007378e-08,0.0,2.016103297007378e-08,0.0
1689,0.0,0.0,0.0,0.0
1690,0.0,0.0,0.0,0.0
1691,0.0,0.0,0.0,0.0
1692,0.0,0.0,0.0,0.0
1693,0.0,0.0,0.0,0.0
1694,0.0,0.0,0.0,0.0
1695,0.0,0.0,0.0,0.0
1696,0.0,0.0,0.0,0.0
1697,0.0,0.0,0.0,0.0
1698,1.0371270572509924e-08,0.0,1.0371270572509924e-08,0.0
1699,2.3440810943092013e-08,0.0,2.3440810943092013e-08,0.0
1700,2.3440810943092013e-08,0.0,2.3440810943092013e-08,0.0
1701,2.3440810943092013e-08,0.0,2.3440810943092013e-08,0.0
1702,2.3440810943092013e-08,1.1985159785256525e-08,2.3440810943092013e-08,1.1985159785256525e-08
1703,2.3440810943092013e-08,1.1985159785256525e-08,2.3440810943092013e-08,1.1985159785256525e-08
1704,2.3440810943092013e-08,1.1985159785256525e-08,2.3440810943092013e-08,1.1985159785256525e-08
1705,1.3069540370582087e-08,1.1985159785256525e-08,1.3069540370582087e-08,1.1985159785256525e-08
1706,0.0,1.1985159785256525e-08,0.0,1.1985159785256525e-08
1707,0.0,1.1985159785256525e-08,0.0,1.1985159785256525e-08
1708,0.0,1.1985159785256525e-08,0.0,1.1985159785256525e-08
1709,0.0,0.0,0.0,0.0
1710,0.0,0.0,0.0,0.0
1711,9.692328717392229e-09,0.0,9.692328717392229e-09,0.0
1712,9.692328717392229e-09,0.0,9.692328717392229e-09,0.0
1713,9.692328717392229e-09,0.0,9.692328717392229e-09,0.0
1714,2.8835549820931712e-08,0.0,2.8835549820931712e-08,0.0
1715,2.3263791604222206e-07,0.0,2.3263791604222206e-07,0.0
1716,2.3263791604222206e-07,0.0,2.3263791604222206e-07,0.0
1717,2.3263791604222206e-07,0.0,2.3263791604222206e-07,0.0
1718,2.2294558732482983e-07,0.0,2.2294558732482983e-07,0.0
1719,2.3611532944706986e-07,0.0,2.3611532944706986e-07,0.0
1720,2.3611532944706986e-07,0.0,2.3611532944706986e-07,0.0
1721,2.8705257294957066e-07,0.0,2.8705257294957066e-07,0.0
1722,9.097779342580128e-08,0.0,9.097779342580128e-08,0.0
1723,9.097779342580128e-08,6.175176179924944e-09,9.097779342580128e-08,6.175176179924944e-09
1724,1.0271963292650201e-07,6.175176179924944e-09,1.0271963292650201e-07,6.175176179924944e-09
1725,1.1007258596659345e-07,6.175176179924944e-09,1.1007258596659345e-07,6.175176179924944e-09
1726,1.1606533689700882e-07,6.175176179924944e-09,1.1606533689700882e-07,6.175176179924944e-09
1727,1.2975076860552042e-07,1.3017892034180737e-08,1.2975076860552042e-07,1.3017892034180737e-08
1728,5.967030399948012e-08,1.3017892034180737e-08,5.967030399948012e-08,1.3017892034180737e-08
1729,5.831469402599916e-08,1.3017892034180737e-08,5.831469402599916e-08,1.3017892034180737e-08
1730,7.468116994654597e-08,6.842715854255792e-09,7.468116994654597e-08,6.842715854255792e-09
1731,6.293933044584524e-08,6.842715854255792e-09,6.293933044584524e-08,6.842715854255792e-09
1732,5.55863774057538e-08,6.842715854255792e-09,5.55863774057538e-08,6.842715854255792e-09
1733,3.64238843530984e-08,6.842715854255792e-09,3.64238843530984e-08,6.842715854255792e-09
1734,2.2738452644586815e-08,0.0,2.2738452644586815e-08,0.0
1735,2.2738452644586815e-08,6.466926042289092e-09,2.2738452644586815e-08,6.466926042289092e-09
1736,1.636647592054682e-08,6.466926042289092e-09,1.636647592054682e-08,6.466926042289092e-09
1737,0.0,6.466926042289092e-09,0.0,6.466926042289092e-09
1738,0.0,6.466926042289092e-09,0.0,6.466926042289092e-09
1739,0.0,6.466926042289092e-09,0.0,6.466926042289092e-09
1740,7.48727860663426e-09,6.466926042289092e-09,7.48727860663426e-09,6.466926042289092e-09
1741,1.3428629383075271e-08,6.466926042289092e-09,1.3428629383075271e-08,6.466926042289092e-09
1742,1.3428629383075271e-08,0.0,1.3428629383075271e-08,0.0
1743,1.3428629383075271e-08,0.0,1.3428629383075271e-08,0.0
1744,2.2356750101997543e-08,0.0,2.2356750101997543e-08,0.0
1745,3.497990214944886e-08,0.0,3.497990214944886e-08,0.0
1746,4.49358564326628e-08,0.0,4.49358564326628e-08,0.0
1747,2.4124701373092907e-07,0.0,2.4124701373092907e-07,0.0
1748,2.3530566295448807e-07,0.0,2.3530566295448807e-07,0.0
1749,2.402609433309928e-07,0.0,2.402609433309928e-07,0.0
1750,2.435596747777221e-07,0.0,2.435596747777221e-07,0.0
1751,2.3463155405879987e-07,0.0,2.3463155405879987e-07,0.0
1752,2.2980558230959298e-07,0.0,2.2980558230959298e-07,0.0
1753,2.1984962802637904e-07,5.029352426585579e-09,2.1984962802637904e-07,5.029352426585579e-09
1754,1.6051192121478508e-08,5.029352426585579e-09,1.6051192121478508e-08,5.029352426585579e-09
1755,1.6051192121478508e-08,5.029352426585579e-09,1.6051192121478508e-08,5.029352426585579e-09
1756,1.1095911744973819e-08,5.029352426585579e-09,1.1095911744973819e-08,5.029352426585579e-09
1757,7.797180298244451e-09,5.029352426585579e-09,7.797180298244451e-09,5.029352426585579e-09
1758,1.3831574412798936e-07,8.136937219254442e-09,1.3831574412798936e-07,8.136937219254442e-09
1759,1.305185638297449e-07,8.136937219254442e-09,1.305185638297449e-07,8.136937219254442e-09
1760,1.305185638297449e-07,3.1075847926688637e-09,1.305185638297449e-07,3.1075847926688637e-09
1761,1.3329413128815304e-07,3.1075847926688637e-09,1.3329413128815304e-07,3.1075847926688637e-09
1762,1.3329413128815304e-07,5.7901668221964945e-09,1.3329413128815304e-07,5.7901668221964945e-09
1763,1.3329413128815304e-07,5.7901668221964945e-09,1.3329413128815304e-07,5.7901668221964945e-09
1764,1.3329413128815304e-07,8.600846511188008e-09,1.3329413128815304e-07,8.600846511188008e-09
1765,2.7755674584081393e-09,5.493261718519144e-09,2.7755674584081393e-09,5.493261718519144e-09
1766,2.7755674584081393e-09,5.493261718519144e-09,2.7755674584081393e-09,5.493261718519144e-09
1767,2.7755674584081393e-09,5.493261718519144e-09,2.7755674584081393e-09,5.493261718519144e-09
1768,2.1457700378440288e-08,5.493261718519144e-09,2.1457700378440288e-08,5.493261718519144e-09
1769,2.1457700378440288e-08,2.810679688991513e-09,2.1457700378440288e-08,2.810679688991513e-09
1770,2.1457700378440288e-08,2.810679688991513e-09,2.1457700378440288e-08,2.810679688991513e-09
1771,2.4090344195672386e-08,2.6326438172320975e-09,2.4090344195672386e-08,2.6326438172320975e-09
1772,2.672642602468451e-08,2.6326438172320975e-09,2.672642602468451e-08,2.6326438172320975e-09
1773,4.489276252326947e-08,2.6326438172320975e-09,4.489276252326947e-08,2.6326438172320975e-09
1774,7.696232121442595e-08,2.6326438172320975e-09,7.696232121442595e-08,2.6326438172320975e-09
1775,6.417068831865436e-08,2.6326438172320975e-09,6.417068831865436e-08,2.6326438172320975e-09
1776,1.835149485072764e-07,2.6326438172320975e-09,1.835149485072764e-07,2.6326438172320975e-09
1777,1.835149485072764e-07,2.6326438172320975e-09,1.835149485072764e-07,2.6326438172320975e-09
1778,2.2538060383072077e-07,0.0,2.2538060383072077e-07,0.0
1779,2.457996929803942e-07,0.0,2.457996929803942e-07,0.0
1780,2.299824967926562e-07,2.349140310846971e-09,2.299824967926562e-07,2.349140310846971e-09
1781,1.9982545497652738e-07,2.349140310846971e-09,1.9982545497652738e-07,2.349140310846971e-09
1782,1.911593874938587e-07,2.349140310846971e-09,1.911593874938587e-07,2.349140310846971e-09
1783,7.181512730523667e-08,2.349140310846971e-09,7.181512730523667e-08,2.349140310846971e-09
1784,8.013748801058032e-08,2.349140310846971e-09,8.013748801058032e-08,2.349140310846971e-09
1785,4.211167846181395e-08,2.349140310846971e-09,4.211167846181395e-08,2.349140310846971e-09
1786,2.575699907327232e-08,2.349140310846971e-09,2.575699907327232e-08,2.349140310846971e-09
1787,2.985356698356359e-08,0.0,2.985356698356359e-08,0.0
1788,3.1860706327181883e-08,0.0,3.1860706327181883e-08,0.0
1789,3.5350860778342915e-08,0.0,3.5350860778342915e-08,0.0
1790,3.5350860778342915e-08,0.0,3.5350860778342915e-08,0.0
1791,3.354429775218445e-08,0.0,3.354429775218445e-08,0.0
1792,3.0336594189098575e-08,0.0,3.0336594189098575e-08,0.0
1793,3.053825738317885e-08,0.0,3.053825738317885e-08,0.0
1794,4.0060318237270364e-08,9.979855672018596e-10,4.0060318237270364e-08,9.979855672018596e-10
1795,4.983974426815101e-08,9.979855672018596e-10,4.983974426815101e-08,9.979855672018596e-10
1796,6.626098273240391e-08,9.979855672018596e-10,6.626098273240391e-08,9.979855672018596e-10
1797,7.363099032074518e-08,9.979855672018596e-10,7.363099032074518e-08,9.979855672018596e-10
1798,7.984563968729422e-08,1.5766422453314784e-09,7.984563968729422e-08,1.5766422453314784e-09
1799,8.679393711677871e-08,1.5766422453314784e-09,8.679393711677871e-08,1.5766422453314784e-09
1800,8.400842129877414e-08,1.5766422453314784e-09,8.400842129877414e-08,1.5766422453314784e-09
1801,7.036235467288471e-08,5.786566781296187e-10,7.036235467288471e-08,5.786566781296187e-10
1802,1.2178229320219153e-07,5.786566781296187e-10,1.2178229320219153e-07,5.786566781296187e-10
1803,1.0467889996082899e-07,5.786566781296187e-10,1.0467889996082899e-07,5.786566781296187e-10
1804,1.0219013318086517e-07,5.786566781296187e-10,1.0219013318086517e-07,5.786566781296187e-10
1805,9.023871865616278e-08,2.5967750172384285e-10,9.023871865616278e-08,2.5967750172384285e-10
1806,8.312823629452737e-08,2.5967750172384285e-10,8.312823629452737e-08,2.5967750172384285e-10
1807,8.047614593767857e-08,1.0965624123012878e-09,8.047614593767857e-08,1.0965624123012878e-09
1808,8.47446126606144e-08,1.3319256015569587e-09,8.47446126606144e-08,1.3319256015569587e-09
1809,2.034929114103079e-08,1.3319256015569587e-09,2.034929114103079e-08,1.3319256015569587e-09
1810,1.306509329929944e-07,1.3319256015569587e-09,1.306509329929944e-07,1.3319256015569587e-09
1811,1.4452040745080046e-07,1.3319256015569587e-09,1.4452040745080046e-07,1.3319256015569587e-09
1812,1.4565104100583426e-07,1.0722480998331158e-09,1.4565104100583426e-07,1.0722480998331158e-09
1813,1.4720394535063163e-07,1.8481657157057692e-09,1.4720394535063163e-07,1.8481657157057692e-09
1814,1.5409772207470545e-07,1.2202389416365073e-09,1.5409772207470545e-07,1.2202389416365073e-09
1815,1.5446061858120125e-07,1.17801646215554e-09,1.5446061858120125e-07,1.17801646215554e-09
1816,1.6990160009048134e-07,1.5583618998401709e-09,1.6990160009048134e-07,1.5583618998401709e-09
1817,6.090430026972626e-08,1.9010570419451612e-09,6.090430026972626e-08,1.9010570419451612e-09
1818,4.412296851695276e-08,1.9010570419451612e-09,4.412296851695276e-08,1.9010570419451612e-09
1819,5.153174357072235e-08,2.051354483104514e-09,5.153174357072235e-08,2.051354483104514e-09
1820,5.3803894292262355e-08,1.4228338031583932e-09,5.3803894292262355e-08,1.4228338031583932e-09
1821,5.238749891032869e-08,1.3424299211932983e-09,5.238749891032869e-08,1.3424299211932983e-09
1822,4.9551807101977374e-08,1.2740581129782364e-09,4.9551807101977374e-08,1.2740581129782364e-09
1823,4.097211573192031e-08,8.937126752936056e-10,4.097211573192031e-08,8.937126752936056e-10
1824,4.369989487733912e-08,1.0874975999085125e-09,4.369989487733912e-08,1.0874975999085125e-09
1825,4.654194997653706e-08,1.3407312085941418e-09,4.654194997653706e-08,1.3407312085941418e-09
1826,4.350391589826229e-08,1.308932010398881e-09,4.350391589826229e-08,1.308932010398881e-09
1827,4.682417907377255e-08,1.5798174990422353e-09,4.682417907377255e-08,1.5798174990422353e-09
1828,5.7976256430590315e-08,1.4512632444991474e-09,5.7976256430590315e-08,1.4512632444991474e-09
1829,6.313508699966925e-08,1.3264943429395056e-09,6.313508699966925e-08,1.3264943429395056e-09
1830,6.260263368013902e-08,1.6124079849078043e-09,6.260263368013902e-08,1.6124079849078043e-09
1831,6.161487624873579e-08,1.1688225784059876e-09,6.161487624873579e-08,1.1688225784059876e-09
1832,6.906495997327511e-08,9.155889697203585e-10,6.906495997327511e-08,9.155889697203585e-10
1833,7.045503126944044e-08,7.970907267562666e-10,7.045503126944044e-08,7.970907267562666e-10
1834,6.519072367642106e-08,4.61868495830028e-10,6.519072367642106e-08,4.61868495830028e-10
1835,5.5558839814498895e-08,5.456518966820819e-10,5.5558839814498895e-08,5.456518966820819e-10
1836,6.091956501157775e-08,6.207130761762666e-10,6.091956501157775e-08,6.207130761762666e-10
1837,8.042943276466628e-08,4.1224084463513984e-10,8.042943276466628e-08,4.1224084463513984e-10
1838,8.358350709970961e-08,5.483234342764019e-10,8.358350709970961e-08,5.483234342764019e-10
1839,7.980950554399766e-08,1.078793483116109e-09,7.980950554399766e-08,1.078793483116109e-09
1840,9.904763181063053e-08,1.2299654152313012e-09,9.904763181063053e-08,1.2299654152313012e-09
1841,1.0092182581697021e-07,1.3568380546098118e-09,1.0092182581697021e-07,1.3568380546098118e-09
1842,1.0687296127441317e-07,1.333870093743274e-09,1.0687296127441317e-07,1.333870093743274e-09
1843,1.0259680749413747e-07,1.324383444182128e-09,1.0259680749413747e-07,1.324383444182128e-09
1844,8.551756889931181e-08,1.3805077477993928e-09,8.551756889931181e-08,1.3805077477993928e-09
1845,8.665542391586964e-08,1.218269263247862e-09,8.665542391586964e-08,1.218269263247862e-09
1846,9.16033263211245e-08,6.877992144081548e-10,9.16033263211245e-08,6.877992144081548e-10
1847,7.633097151174947e-08,7.79049142656569e-10,7.633097151174947e-08,7.79049142656569e-10
1848,8.41841501905297e-08,7.331793267744452e-10,8.41841501905297e-08,7.331793267744452e-10
1849,8.782737584819447e-08,8.335824966795461e-10,8.782737584819447e-08,8.335824966795461e-10
1850,8.93815469891836e-08,1.337646905939595e-09,8.93815469891836e-08,1.337646905939595e-09
1851,9.521981780835631e-08,1.2969383820861579e-09,9.521981780835631e-08,1.2969383820861579e-09
1852,9.296313001933803e-08,1.3313227583847516e-09,9.296313001933803e-08,1.3313227583847516e-09
1853,9.463288007184798e-08,1.4278414403204716e-09,9.463288007184798e-08,1.4278414403204716e-09
1854,1.0077328482793746e-07,1.3874270224764222e-09,1.0077328482793746e-07,1.3874270224764222e-09
1855,1.2627864163862667e-07,1.4333710012565908e-09,1.2627864163862667e-07,1.4333710012565908e-09
1856,1.3824023475146013e-07,1.5206464103784916e-09,1.3824023475146013e-07,1.5206464103784916e-09
1857,1.446162940510476e-07,1.2398128317642992e-09,1.446162940510476e-07,1.2398128317642992e-09
1858,1.479007930730144e-07,1.3197661852260012e-09,1.479007930730144e-07,1.3197661852260012e-09
1859,1.5506274715042829e-07,1.3405018206569252e-09,1.5506274715042829e-07,1.3405018206569252e-09
1860,1.5679225181689356e-07,1.3659735564885978e-09,1.5679225181689356e-07,1.3659735564885978e-09
1861,1.5110374716544227e-07,1.4463995239617183e-09,1.5110374716544227e-07,1.4463995239617183e-09
1862,1.2459410113154134e-07,1.4592656131081787e-09,1.2459410113154134e-07,1.4592656131081787e-09
1863,1.074175131066113e-07,1.401723118529422e-09,1.074175131066113e-07,1.401723118529422e-09
1864,1.0033514590596887e-07,1.1600128794039426e-09,1.0033514590596887e-07,1.1600128794039426e-09
1865,9.995054942432294e-08,1.1198819887298888e-09,9.995054942432294e-08,1.1198819887298888e-09
1866,1.1002909466079863e-07,1.1307420714043052e-09,1.1002909466079863e-07,1.1307420714043052e-09
1867,1.0931266355588118e-07,1.0951765684806348e-09,1.0931266355588118e-07,1.0951765684806348e-09
1868,1.143873932716945e-07,9.91989950500332e-10,1.143873932716945e-07,9.91989950500332e-10
1869,1.2181956167621267e-07,1.1253898448058764e-09,1.2181956167621267e-07,1.1253898448058764e-09
1870,1.311522146758242e-07,1.1878570825375944e-09,1.311522146758242e-07,1.1878570825375944e-09
1871,1.3889259723295515e-07,1.4247944094388946e-09,1.3889259723295515e-07,1.4247944094388946e-09
1872,1.4438229913236812e-07,1.4559215975675143e-09,1.4438229913236812e-07,1.4559215975675143e-09
1873,1.3790037911576292e-07,1.4402289995528251e-09,1.3790037911576292e-07,1.4402289995528251e-09
1874,1.4383822945416925e-07,1.4730262248059083e-09,1.4383822945416925e-07,1.4730262248059083e-09
1875,1.5050367859917708e-07,1.454239554174056e-09,1.5050367859917708e-07,1.454239554174056e-09
1876,1.4588589993179214e-07,1.4046224500979016e-09,1.4588589993179214e-07,1.4046224500979016e-09
1877,1.453118910278915e-07,1.3259620544405136e-09,1.453118910278915e-07,1.3259620544405136e-09
1878,1.430904197669796e-07,1.3322124831865218e-09,1.430904197669796e-07,1.3322124831865218e-09
1879,1.4106085797850808e-07,1.3429747155616463e-09,1.4106085797850808e-07,1.3429747155616463e-09
1880,1.4661927342071328e-07,1.3246085022495485e-09,1.4661927342071328e-07,1.3246085022495485e-09
1881,1.4492298459702268e-07,1.331648743655275e-09,1.4492298459702268e-07,1.331648743655275e-09
1882,1.410913666534595e-07,1.3008269382299075e-09,1.410913666534595e-07,1.3008269382299075e-09
1883,1.5245272371495438e-07,1.1869068267904887e-09,1.5245272371495438e-07,1.1869068267904887e-09
1884,1.5535284855364546e-07,1.439301154450488e-09,1.5535284855364546e-07,1.439301154450488e-09
1885,1.6521062004163207e-07,1.410227775825287e-09,1.6521062004163207e-07,1.410227775825287e-09
1886,1.7230406764870816e-07,1.346013166005276e-09,1.7230406764870816e-07,1.346013166005276e-09
1887,1.72748966877277e-07,1.8000324802131778e-09,1.72748966877277e-07,1.8000324802131778e-09
1888,1.8006707185642362e-07,1.8357871492799153e-09,1.8006707185642362e-07,1.8357871492799153e-09
1889,1.8815173064012924e-07,2.2295667137913912e-09,1.8815173064012924e-07,2.2295667137913912e-09
1890,1.8571675346785404e-07,2.2391964711004117e-09,1.8571675346785404e-07,2.2391964711004117e-09
1891,1.9245465767068838e-07,1.914463984168232e-09,1.9245465767068838e-07,1.914463984168232e-09
1892,1.987227895889581e-07,1.8779703030753173e-09,1.987227895889581e-07,1.8779703030753173e-09
1893,2.0018171653646277e-07,1.8598625338230234e-09,2.0018171653646277e-07,1.8598625338230234e-09
1894,2.0630605693635777e-07,1.5060091269296955e-09,2.0630605693635777e-07,1.5060091269296955e-09
1895,2.0831017723464485e-07,1.7462450374594596e-09,2.0831017723464485e-07,1.7462450374594596e-09
1896,2.0842732746067278e-07,1.4360118332541155e-09,2.0842732746067278e-07,1.4360118332541155e-09
1897,2.1732828210068484e-07,1.3265300921208985e-09,2.1732828210068484e-07,1.3265300921208985e-09
1898,2.2411457832406866e-07,1.3684152303358336e-09,2.2411457832406866e-07,1.3684152303358336e-09
1899,2.3133171924070795e-07,1.30762457211426e-09,2.3133171924070795e-07,1.30762457211426e-09
1900,2.44485387871204e-07,1.3418721054949044e-09,2.44485387871204e-07,1.3418721054949044e-09
1901,2.56227668923462e-07,1.348686384794462e-09,2.56227668923462e-07,1.348686384794462e-09
